context: Oborozuka Shopping District response:	Would you stop snarling at each other every time you meet?
context: This please.\Sure thing.\Give me that one.\This one?\Yeah.\Water Balloons\Do we sell these individually?\Yeah, that's right. response:	Lucky
context: Sure thing.\Give me that one.\This one?\Yeah.\Water Balloons\Do we sell these individually?\Yeah, that's right.\Lucky response:	She's actually trying to do an honest job.
context: Give me that one.\This one?\Yeah.\Water Balloons\Do we sell these individually?\Yeah, that's right.\Lucky\She's actually trying to do an honest job. response:	Yay!
context: This one?\Yeah.\Water Balloons\Do we sell these individually?\Yeah, that's right.\Lucky\She's actually trying to do an honest job.\Yay! response:	Wait. Even more so than I would, huh?
context: Yeah.\Water Balloons\Do we sell these individually?\Yeah, that's right.\Lucky\She's actually trying to do an honest job.\Yay!\Wait. Even more so than I would, huh? response:	Is that why Grandma hired her?
context: Water Balloons\Do we sell these individually?\Yeah, that's right.\Lucky\She's actually trying to do an honest job.\Yay!\Wait. Even more so than I would, huh?\Is that why Grandma hired her? response:	Wow! Why do you have such big breasts?
context: Do we sell these individually?\Yeah, that's right.\Lucky\She's actually trying to do an honest job.\Yay!\Wait. Even more so than I would, huh?\Is that why Grandma hired her?\Wow! Why do you have such big breasts? response:	Whoa! An elementary schooler's blazing fastball of innocent sexual harassment!
context: Yeah, that's right.\Lucky\She's actually trying to do an honest job.\Yay!\Wait. Even more so than I would, huh?\Is that why Grandma hired her?\Wow! Why do you have such big breasts?\Whoa! An elementary schooler's blazing fastball of innocent sexual harassment! response:	How will you divert it?
context: Lucky\She's actually trying to do an honest job.\Yay!\Wait. Even more so than I would, huh?\Is that why Grandma hired her?\Wow! Why do you have such big breasts?\Whoa! An elementary schooler's blazing fastball of innocent sexual harassment!\How will you divert it? response:	These are my flame sacs. They're big so they can hold fire.
context: She's actually trying to do an honest job.\Yay!\Wait. Even more so than I would, huh?\Is that why Grandma hired her?\Wow! Why do you have such big breasts?\Whoa! An elementary schooler's blazing fastball of innocent sexual harassment!\How will you divert it?\These are my flame sacs. They're big so they can hold fire. response:	I see.
context: Yay!\Wait. Even more so than I would, huh?\Is that why Grandma hired her?\Wow! Why do you have such big breasts?\Whoa! An elementary schooler's blazing fastball of innocent sexual harassment!\How will you divert it?\These are my flame sacs. They're big so they can hold fire.\I see. response:	What kind of nonsense deflection is that?!
context: Wait. Even more so than I would, huh?\Is that why Grandma hired her?\Wow! Why do you have such big breasts?\Whoa! An elementary schooler's blazing fastball of innocent sexual harassment!\How will you divert it?\These are my flame sacs. They're big so they can hold fire.\I see.\What kind of nonsense deflection is that?! response:	Are they heavy?
context: Is that why Grandma hired her?\Wow! Why do you have such big breasts?\Whoa! An elementary schooler's blazing fastball of innocent sexual harassment!\How will you divert it?\These are my flame sacs. They're big so they can hold fire.\I see.\What kind of nonsense deflection is that?!\Are they heavy? response:	Do they make your shoulders stiff?
context: Wow! Why do you have such big breasts?\Whoa! An elementary schooler's blazing fastball of innocent sexual harassment!\How will you divert it?\These are my flame sacs. They're big so they can hold fire.\I see.\What kind of nonsense deflection is that?!\Are they heavy?\Do they make your shoulders stiff? response:	Hmm, would you like to hold them?
context: Whoa! An elementary schooler's blazing fastball of innocent sexual harassment!\How will you divert it?\These are my flame sacs. They're big so they can hold fire.\I see.\What kind of nonsense deflection is that?!\Are they heavy?\Do they make your shoulders stiff?\Hmm, would you like to hold them? response:	Wait! Wait! Wait!
context: How will you divert it?\These are my flame sacs. They're big so they can hold fire.\I see.\What kind of nonsense deflection is that?!\Are they heavy?\Do they make your shoulders stiff?\Hmm, would you like to hold them?\Wait! Wait! Wait! response:	Hey, don't do anything weird!
context: These are my flame sacs. They're big so they can hold fire.\I see.\What kind of nonsense deflection is that?!\Are they heavy?\Do they make your shoulders stiff?\Hmm, would you like to hold them?\Wait! Wait! Wait!\Hey, don't do anything weird! response:	Are you okay, Take?
context: I see.\What kind of nonsense deflection is that?!\Are they heavy?\Do they make your shoulders stiff?\Hmm, would you like to hold them?\Wait! Wait! Wait!\Hey, don't do anything weird!\Are you okay, Take? response:	S-S-Sorry!
context: What kind of nonsense deflection is that?!\Are they heavy?\Do they make your shoulders stiff?\Hmm, would you like to hold them?\Wait! Wait! Wait!\Hey, don't do anything weird!\Are you okay, Take?\S-S-Sorry! response:	Oh, right.
context: Are they heavy?\Do they make your shoulders stiff?\Hmm, would you like to hold them?\Wait! Wait! Wait!\Hey, don't do anything weird!\Are you okay, Take?\S-S-Sorry!\Oh, right. response:	Naughty boy.
context: Do they make your shoulders stiff?\Hmm, would you like to hold them?\Wait! Wait! Wait!\Hey, don't do anything weird!\Are you okay, Take?\S-S-Sorry!\Oh, right.\Naughty boy. response:	Why's your reaction so delayed?!
context: Hmm, would you like to hold them?\Wait! Wait! Wait!\Hey, don't do anything weird!\Are you okay, Take?\S-S-Sorry!\Oh, right.\Naughty boy.\Why's your reaction so delayed?! response:	Oboro Shop
context: Wait! Wait! Wait!\Hey, don't do anything weird!\Are you okay, Take?\S-S-Sorry!\Oh, right.\Naughty boy.\Why's your reaction so delayed?!\Oboro Shop response:	Candy Games
context: Hey, don't do anything weird!\Are you okay, Take?\S-S-Sorry!\Oh, right.\Naughty boy.\Why's your reaction so delayed?!\Oboro Shop\Candy Games response:	Bye-bye!
context: Are you okay, Take?\S-S-Sorry!\Oh, right.\Naughty boy.\Why's your reaction so delayed?!\Oboro Shop\Candy Games\Bye-bye! response:	Goodbye!
context: S-S-Sorry!\Oh, right.\Naughty boy.\Why's your reaction so delayed?!\Oboro Shop\Candy Games\Bye-bye!\Goodbye! response:	Later!
context: Oh, right.\Naughty boy.\Why's your reaction so delayed?!\Oboro Shop\Candy Games\Bye-bye!\Goodbye!\Later! response:	You know,
context: Naughty boy.\Why's your reaction so delayed?!\Oboro Shop\Candy Games\Bye-bye!\Goodbye!\Later!\You know, response:	I like kids.
context: Why's your reaction so delayed?!\Oboro Shop\Candy Games\Bye-bye!\Goodbye!\Later!\You know,\I like kids. response:	I like playing with them.
context: Oboro Shop\Candy Games\Bye-bye!\Goodbye!\Later!\You know,\I like kids.\I like playing with them. response:	But I can't play while I'm working.
context: Candy Games\Bye-bye!\Goodbye!\Later!\You know,\I like kids.\I like playing with them.\But I can't play while I'm working. response:	So I wanted to work somewhere where children have fun.
context: Bye-bye!\Goodbye!\Later!\You know,\I like kids.\I like playing with them.\But I can't play while I'm working.\So I wanted to work somewhere where children have fun. response:	It's time to close up shop.
context: Goodbye!\Later!\You know,\I like kids.\I like playing with them.\But I can't play while I'm working.\So I wanted to work somewhere where children have fun.\It's time to close up shop. response:	Yeah.
context: Later!\You know,\I like kids.\I like playing with them.\But I can't play while I'm working.\So I wanted to work somewhere where children have fun.\It's time to close up shop.\Yeah. response:	Want to play for a bit?
context: You know,\I like kids.\I like playing with them.\But I can't play while I'm working.\So I wanted to work somewhere where children have fun.\It's time to close up shop.\Yeah.\Want to play for a bit? response:	I'll show you how to spin the top.
context: I like kids.\I like playing with them.\But I can't play while I'm working.\So I wanted to work somewhere where children have fun.\It's time to close up shop.\Yeah.\Want to play for a bit?\I'll show you how to spin the top. response:	Oh, that thing!
context: I like playing with them.\But I can't play while I'm working.\So I wanted to work somewhere where children have fun.\It's time to close up shop.\Yeah.\Want to play for a bit?\I'll show you how to spin the top.\Oh, that thing! response:	Teach me! Teach me!
context: But I can't play while I'm working.\So I wanted to work somewhere where children have fun.\It's time to close up shop.\Yeah.\Want to play for a bit?\I'll show you how to spin the top.\Oh, that thing!\Teach me! Teach me! response:	I'll bring it over!
context: So I wanted to work somewhere where children have fun.\It's time to close up shop.\Yeah.\Want to play for a bit?\I'll show you how to spin the top.\Oh, that thing!\Teach me! Teach me!\I'll bring it over! response:	She's a nice girl.
context: It's time to close up shop.\Yeah.\Want to play for a bit?\I'll show you how to spin the top.\Oh, that thing!\Teach me! Teach me!\I'll bring it over!\She's a nice girl. response:	Looks like I won't have to worry about Grandma.
context: Yeah.\Want to play for a bit?\I'll show you how to spin the top.\Oh, that thing!\Teach me! Teach me!\I'll bring it over!\She's a nice girl.\Looks like I won't have to worry about Grandma. response:	Take, I like you.
context: Want to play for a bit?\I'll show you how to spin the top.\Oh, that thing!\Teach me! Teach me!\I'll bring it over!\She's a nice girl.\Looks like I won't have to worry about Grandma.\Take, I like you. response:	What? That's my line.
context: I'll show you how to spin the top.\Oh, that thing!\Teach me! Teach me!\I'll bring it over!\She's a nice girl.\Looks like I won't have to worry about Grandma.\Take, I like you.\What? That's my line. response:	Second to Kobayashi.
context: Oh, that thing!\Teach me! Teach me!\I'll bring it over!\She's a nice girl.\Looks like I won't have to worry about Grandma.\Take, I like you.\What? That's my line.\Second to Kobayashi. response:	Who's Kobayashi?
context: Teach me! Teach me!\I'll bring it over!\She's a nice girl.\Looks like I won't have to worry about Grandma.\Take, I like you.\What? That's my line.\Second to Kobayashi.\Who's Kobayashi? response:	Oboro Shop
context: I'll bring it over!\She's a nice girl.\Looks like I won't have to worry about Grandma.\Take, I like you.\What? That's my line.\Second to Kobayashi.\Who's Kobayashi?\Oboro Shop response:	Candy Games
context: She's a nice girl.\Looks like I won't have to worry about Grandma.\Take, I like you.\What? That's my line.\Second to Kobayashi.\Who's Kobayashi?\Oboro Shop\Candy Games response:	I brought it.
context: Looks like I won't have to worry about Grandma.\Take, I like you.\What? That's my line.\Second to Kobayashi.\Who's Kobayashi?\Oboro Shop\Candy Games\I brought it. response:	Watch closely.
context: Take, I like you.\What? That's my line.\Second to Kobayashi.\Who's Kobayashi?\Oboro Shop\Candy Games\I brought it.\Watch closely. response:	Did you know?
context: What? That's my line.\Second to Kobayashi.\Who's Kobayashi?\Oboro Shop\Candy Games\I brought it.\Watch closely.\Did you know? response:	Apparently humans make wishes on stars.
context: Second to Kobayashi.\Who's Kobayashi?\Oboro Shop\Candy Games\I brought it.\Watch closely.\Did you know?\Apparently humans make wishes on stars. response:	Huh?
context: Who's Kobayashi?\Oboro Shop\Candy Games\I brought it.\Watch closely.\Did you know?\Apparently humans make wishes on stars.\Huh? response:	Apparently they pray to stars for peace,
context: Oboro Shop\Candy Games\I brought it.\Watch closely.\Did you know?\Apparently humans make wishes on stars.\Huh?\Apparently they pray to stars for peace, response:	bountiful harvests, and happiness for themselves and their families.
context: Candy Games\I brought it.\Watch closely.\Did you know?\Apparently humans make wishes on stars.\Huh?\Apparently they pray to stars for peace,\bountiful harvests, and happiness for themselves and their families. response:	So they don't care who grants their wishes, as long as they're granted?
context: I brought it.\Watch closely.\Did you know?\Apparently humans make wishes on stars.\Huh?\Apparently they pray to stars for peace,\bountiful harvests, and happiness for themselves and their families.\So they don't care who grants their wishes, as long as they're granted? response:	What an utterly inferior species.
context: Watch closely.\Did you know?\Apparently humans make wishes on stars.\Huh?\Apparently they pray to stars for peace,\bountiful harvests, and happiness for themselves and their families.\So they don't care who grants their wishes, as long as they're granted?\What an utterly inferior species. response:	What would you wish for?
context: Did you know?\Apparently humans make wishes on stars.\Huh?\Apparently they pray to stars for peace,\bountiful harvests, and happiness for themselves and their families.\So they don't care who grants their wishes, as long as they're granted?\What an utterly inferior species.\What would you wish for? response:	If your wish could come true.
context: Apparently humans make wishes on stars.\Huh?\Apparently they pray to stars for peace,\bountiful harvests, and happiness for themselves and their families.\So they don't care who grants their wishes, as long as they're granted?\What an utterly inferior species.\What would you wish for?\If your wish could come true. response:	Nothing, really.
context: Huh?\Apparently they pray to stars for peace,\bountiful harvests, and happiness for themselves and their families.\So they don't care who grants their wishes, as long as they're granted?\What an utterly inferior species.\What would you wish for?\If your wish could come true.\Nothing, really. response:	As for me...
context: Apparently they pray to stars for peace,\bountiful harvests, and happiness for themselves and their families.\So they don't care who grants their wishes, as long as they're granted?\What an utterly inferior species.\What would you wish for?\If your wish could come true.\Nothing, really.\As for me... response:	You'd probably just wish for lots of delicious food to eat, right?
context: bountiful harvests, and happiness for themselves and their families.\So they don't care who grants their wishes, as long as they're granted?\What an utterly inferior species.\What would you wish for?\If your wish could come true.\Nothing, really.\As for me...\You'd probably just wish for lots of delicious food to eat, right? response:	You know me well, don't you?
context: So they don't care who grants their wishes, as long as they're granted?\What an utterly inferior species.\What would you wish for?\If your wish could come true.\Nothing, really.\As for me...\You'd probably just wish for lots of delicious food to eat, right?\You know me well, don't you? response:	But that's not all.
context: What an utterly inferior species.\What would you wish for?\If your wish could come true.\Nothing, really.\As for me...\You'd probably just wish for lots of delicious food to eat, right?\You know me well, don't you?\But that's not all. response:	What then?
context: What would you wish for?\If your wish could come true.\Nothing, really.\As for me...\You'd probably just wish for lots of delicious food to eat, right?\You know me well, don't you?\But that's not all.\What then? response:	I'd wish for your share of delicious food, too.
context: If your wish could come true.\Nothing, really.\As for me...\You'd probably just wish for lots of delicious food to eat, right?\You know me well, don't you?\But that's not all.\What then?\I'd wish for your share of delicious food, too. response:	Have it your way.
context: Nothing, really.\As for me...\You'd probably just wish for lots of delicious food to eat, right?\You know me well, don't you?\But that's not all.\What then?\I'd wish for your share of delicious food, too.\Have it your way. response:	Next Episode Preview
context: As for me...\You'd probably just wish for lots of delicious food to eat, right?\You know me well, don't you?\But that's not all.\What then?\I'd wish for your share of delicious food, too.\Have it your way.\Next Episode Preview response:	Our lunch break is too short!
context: You'd probably just wish for lots of delicious food to eat, right?\You know me well, don't you?\But that's not all.\What then?\I'd wish for your share of delicious food, too.\Have it your way.\Next Episode Preview\Our lunch break is too short! response:	Don't you agree, Miss Kobayashi?!
context: You know me well, don't you?\But that's not all.\What then?\I'd wish for your share of delicious food, too.\Have it your way.\Next Episode Preview\Our lunch break is too short!\Don't you agree, Miss Kobayashi?! response:	You think so?
context: But that's not all.\What then?\I'd wish for your share of delicious food, too.\Have it your way.\Next Episode Preview\Our lunch break is too short!\Don't you agree, Miss Kobayashi?!\You think so? response:	Lately there's five places I want to visit for lunch,
context: What then?\I'd wish for your share of delicious food, too.\Have it your way.\Next Episode Preview\Our lunch break is too short!\Don't you agree, Miss Kobayashi?!\You think so?\Lately there's five places I want to visit for lunch, response:	but I can only hit two of them!
context: I'd wish for your share of delicious food, too.\Have it your way.\Next Episode Preview\Our lunch break is too short!\Don't you agree, Miss Kobayashi?!\You think so?\Lately there's five places I want to visit for lunch,\but I can only hit two of them! response:	Normal people wouldn't go to multiple places!
context: Have it your way.\Next Episode Preview\Our lunch break is too short!\Don't you agree, Miss Kobayashi?!\You think so?\Lately there's five places I want to visit for lunch,\but I can only hit two of them!\Normal people wouldn't go to multiple places! response:	Episode 6
context: Next Episode Preview\Our lunch break is too short!\Don't you agree, Miss Kobayashi?!\You think so?\Lately there's five places I want to visit for lunch,\but I can only hit two of them!\Normal people wouldn't go to multiple places!\Episode 6 response:	Uncanny Relationships (One Side Is a Dragon)
context: Our lunch break is too short!\Don't you agree, Miss Kobayashi?!\You think so?\Lately there's five places I want to visit for lunch,\but I can only hit two of them!\Normal people wouldn't go to multiple places!\Episode 6\Uncanny Relationships (One Side Is a Dragon) response:	I'm hungry!
context: Don't you agree, Miss Kobayashi?!\You think so?\Lately there's five places I want to visit for lunch,\but I can only hit two of them!\Normal people wouldn't go to multiple places!\Episode 6\Uncanny Relationships (One Side Is a Dragon)\I'm hungry! response:	This Week's Who's Rotten?
context: You think so?\Lately there's five places I want to visit for lunch,\but I can only hit two of them!\Normal people wouldn't go to multiple places!\Episode 6\Uncanny Relationships (One Side Is a Dragon)\I'm hungry!\This Week's Who's Rotten? response:	Capricorn
context: Lately there's five places I want to visit for lunch,\but I can only hit two of them!\Normal people wouldn't go to multiple places!\Episode 6\Uncanny Relationships (One Side Is a Dragon)\I'm hungry!\This Week's Who's Rotten?\Capricorn response:	You might get tired from heavy breasts
context: but I can only hit two of them!\Normal people wouldn't go to multiple places!\Episode 6\Uncanny Relationships (One Side Is a Dragon)\I'm hungry!\This Week's Who's Rotten?\Capricorn\You might get tired from heavy breasts response:	Lucky Advice
context: Normal people wouldn't go to multiple places!\Episode 6\Uncanny Relationships (One Side Is a Dragon)\I'm hungry!\This Week's Who's Rotten?\Capricorn\You might get tired from heavy breasts\Lucky Advice response:	It helps to rest them on your desk.
context: Episode 6\Uncanny Relationships (One Side Is a Dragon)\I'm hungry!\This Week's Who's Rotten?\Capricorn\You might get tired from heavy breasts\Lucky Advice\It helps to rest them on your desk. response:	I'm glad mine are small.
context: Uncanny Relationships (One Side Is a Dragon)\I'm hungry!\This Week's Who's Rotten?\Capricorn\You might get tired from heavy breasts\Lucky Advice\It helps to rest them on your desk.\I'm glad mine are small. response:	This Week's Who's Rotten?
context: I'm hungry!\This Week's Who's Rotten?\Capricorn\You might get tired from heavy breasts\Lucky Advice\It helps to rest them on your desk.\I'm glad mine are small.\This Week's Who's Rotten? response:	Capricorn.
