context: Miss Kobayashi, your coffee's ready. response:	Oh, thank you.
context: Yet I felt a little sad...\and uncomfortable.\Then maybe that person had something to do with why you're my maid now.\You're right.\It's rare of me to say this, but I wouldn't mind seeing that human again.\I see.\Yes.\By the way, Tohru. response:	Yes?
context: and uncomfortable.\Then maybe that person had something to do with why you're my maid now.\You're right.\It's rare of me to say this, but I wouldn't mind seeing that human again.\I see.\Yes.\By the way, Tohru.\Yes? response:	The way you used to talk sounds like an old man.
context: Then maybe that person had something to do with why you're my maid now.\You're right.\It's rare of me to say this, but I wouldn't mind seeing that human again.\I see.\Yes.\By the way, Tohru.\Yes?\The way you used to talk sounds like an old man. response:	Huh?!
context: You're right.\It's rare of me to say this, but I wouldn't mind seeing that human again.\I see.\Yes.\By the way, Tohru.\Yes?\The way you used to talk sounds like an old man.\Huh?! response:	But it's cool!
context: It's rare of me to say this, but I wouldn't mind seeing that human again.\I see.\Yes.\By the way, Tohru.\Yes?\The way you used to talk sounds like an old man.\Huh?!\But it's cool! response:	Huh?
context: I see.\Yes.\By the way, Tohru.\Yes?\The way you used to talk sounds like an old man.\Huh?!\But it's cool!\Huh? response:	All right!
context: Yes.\By the way, Tohru.\Yes?\The way you used to talk sounds like an old man.\Huh?!\But it's cool!\Huh?\All right! response:	The weather's nice.
context: By the way, Tohru.\Yes?\The way you used to talk sounds like an old man.\Huh?!\But it's cool!\Huh?\All right!\The weather's nice. response:	Super Entry Level Object-Oriented Programming
context: Yes?\The way you used to talk sounds like an old man.\Huh?!\But it's cool!\Huh?\All right!\The weather's nice.\Super Entry Level Object-Oriented Programming response:	Learn the skills yourself
context: The way you used to talk sounds like an old man.\Huh?!\But it's cool!\Huh?\All right!\The weather's nice.\Super Entry Level Object-Oriented Programming\Learn the skills yourself response:	I see...
context: Huh?!\But it's cool!\Huh?\All right!\The weather's nice.\Super Entry Level Object-Oriented Programming\Learn the skills yourself\I see... response:	I've sure blended in to this world...
context: But it's cool!\Huh?\All right!\The weather's nice.\Super Entry Level Object-Oriented Programming\Learn the skills yourself\I see...\I've sure blended in to this world... response:	Oh, well.
context: Huh?\All right!\The weather's nice.\Super Entry Level Object-Oriented Programming\Learn the skills yourself\I see...\I've sure blended in to this world...\Oh, well. response:	Next Episode
context: All right!\The weather's nice.\Super Entry Level Object-Oriented Programming\Learn the skills yourself\I see...\I've sure blended in to this world...\Oh, well.\Next Episode response:	Tohru, do you think that bandit girl is still alive?
context: The weather's nice.\Super Entry Level Object-Oriented Programming\Learn the skills yourself\I see...\I've sure blended in to this world...\Oh, well.\Next Episode\Tohru, do you think that bandit girl is still alive? response:	Who knows?
context: Super Entry Level Object-Oriented Programming\Learn the skills yourself\I see...\I've sure blended in to this world...\Oh, well.\Next Episode\Tohru, do you think that bandit girl is still alive?\Who knows? response:	But if she is alive, I bet she's serving as a maid.
context: Learn the skills yourself\I see...\I've sure blended in to this world...\Oh, well.\Next Episode\Tohru, do you think that bandit girl is still alive?\Who knows?\But if she is alive, I bet she's serving as a maid. response:	Same as you, then.
context: I see...\I've sure blended in to this world...\Oh, well.\Next Episode\Tohru, do you think that bandit girl is still alive?\Who knows?\But if she is alive, I bet she's serving as a maid.\Same as you, then. response:	Indeed.
context: I've sure blended in to this world...\Oh, well.\Next Episode\Tohru, do you think that bandit girl is still alive?\Who knows?\But if she is alive, I bet she's serving as a maid.\Same as you, then.\Indeed. response:	I hope she's getting along well.
context: Oh, well.\Next Episode\Tohru, do you think that bandit girl is still alive?\Who knows?\But if she is alive, I bet she's serving as a maid.\Same as you, then.\Indeed.\I hope she's getting along well. response:	Episode 13
context: Next Episode\Tohru, do you think that bandit girl is still alive?\Who knows?\But if she is alive, I bet she's serving as a maid.\Same as you, then.\Indeed.\I hope she's getting along well.\Episode 13 response:	Emperor of Demise Arrives! (It Was the Final Episode Before We Knew It)
context: Tohru, do you think that bandit girl is still alive?\Who knows?\But if she is alive, I bet she's serving as a maid.\Same as you, then.\Indeed.\I hope she's getting along well.\Episode 13\Emperor of Demise Arrives! (It Was the Final Episode Before We Knew It) response:	I hope so, too.
