context: I've prepared all I can. response:	Now, I just have to do it the way I practiced.
context: What do you mean?\Why are you doing all these things for Nanami-san?!\Something's not right! Something's definitely not right!\Sorata does things for me, too.\That's because you can't do them yourself!\There's something I've always wanted to tell you...\I've always...\Always... response:	Nanami-san's the one I should be worried about, not Mashiro-san.
context: Why are you doing all these things for Nanami-san?!\Something's not right! Something's definitely not right!\Sorata does things for me, too.\That's because you can't do them yourself!\There's something I've always wanted to tell you...\I've always...\Always...\Nanami-san's the one I should be worried about, not Mashiro-san. response:	You both act like a couple that's been living together for two years!
context: Something's not right! Something's definitely not right!\Sorata does things for me, too.\That's because you can't do them yourself!\There's something I've always wanted to tell you...\I've always...\Always...\Nanami-san's the one I should be worried about, not Mashiro-san.\You both act like a couple that's been living together for two years! response:	Where did you pull such a realistic number from?
context: Sorata does things for me, too.\That's because you can't do them yourself!\There's something I've always wanted to tell you...\I've always...\Always...\Nanami-san's the one I should be worried about, not Mashiro-san.\You both act like a couple that's been living together for two years!\Where did you pull such a realistic number from? response:	Sorata.
context: That's because you can't do them yourself!\There's something I've always wanted to tell you...\I've always...\Always...\Nanami-san's the one I should be worried about, not Mashiro-san.\You both act like a couple that's been living together for two years!\Where did you pull such a realistic number from?\Sorata. response:	M-Mashiro-san, you're dressed too immodestly!
context: There's something I've always wanted to tell you...\I've always...\Always...\Nanami-san's the one I should be worried about, not Mashiro-san.\You both act like a couple that's been living together for two years!\Where did you pull such a realistic number from?\Sorata.\M-Mashiro-san, you're dressed too immodestly! response:	Run, Onii-chan! She'll attack you!
context: I've always...\Always...\Nanami-san's the one I should be worried about, not Mashiro-san.\You both act like a couple that's been living together for two years!\Where did you pull such a realistic number from?\Sorata.\M-Mashiro-san, you're dressed too immodestly!\Run, Onii-chan! She'll attack you! response:	Why aren't you wearing any clothes?
context: Always...\Nanami-san's the one I should be worried about, not Mashiro-san.\You both act like a couple that's been living together for two years!\Where did you pull such a realistic number from?\Sorata.\M-Mashiro-san, you're dressed too immodestly!\Run, Onii-chan! She'll attack you!\Why aren't you wearing any clothes? response:	Because you weren't there.
context: Nanami-san's the one I should be worried about, not Mashiro-san.\You both act like a couple that's been living together for two years!\Where did you pull such a realistic number from?\Sorata.\M-Mashiro-san, you're dressed too immodestly!\Run, Onii-chan! She'll attack you!\Why aren't you wearing any clothes?\Because you weren't there. response:	You realize I'm setting out a futon for Yuko, don't you?
context: You both act like a couple that's been living together for two years!\Where did you pull such a realistic number from?\Sorata.\M-Mashiro-san, you're dressed too immodestly!\Run, Onii-chan! She'll attack you!\Why aren't you wearing any clothes?\Because you weren't there.\You realize I'm setting out a futon for Yuko, don't you? response:	Sorata, you can do it.
context: Where did you pull such a realistic number from?\Sorata.\M-Mashiro-san, you're dressed too immodestly!\Run, Onii-chan! She'll attack you!\Why aren't you wearing any clothes?\Because you weren't there.\You realize I'm setting out a futon for Yuko, don't you?\Sorata, you can do it. response:	Yeah, but I can't warp or split myself in two!
context: Sorata.\M-Mashiro-san, you're dressed too immodestly!\Run, Onii-chan! She'll attack you!\Why aren't you wearing any clothes?\Because you weren't there.\You realize I'm setting out a futon for Yuko, don't you?\Sorata, you can do it.\Yeah, but I can't warp or split myself in two! response:	I'm a normal human being!
context: M-Mashiro-san, you're dressed too immodestly!\Run, Onii-chan! She'll attack you!\Why aren't you wearing any clothes?\Because you weren't there.\You realize I'm setting out a futon for Yuko, don't you?\Sorata, you can do it.\Yeah, but I can't warp or split myself in two!\I'm a normal human being! response:	Sorata, how long are you going to keep looking?
context: Run, Onii-chan! She'll attack you!\Why aren't you wearing any clothes?\Because you weren't there.\You realize I'm setting out a futon for Yuko, don't you?\Sorata, you can do it.\Yeah, but I can't warp or split myself in two!\I'm a normal human being!\Sorata, how long are you going to keep looking? response:	What?
context: Why aren't you wearing any clothes?\Because you weren't there.\You realize I'm setting out a futon for Yuko, don't you?\Sorata, you can do it.\Yeah, but I can't warp or split myself in two!\I'm a normal human being!\Sorata, how long are you going to keep looking?\What? response:	At my embarrassing appearance.
context: Because you weren't there.\You realize I'm setting out a futon for Yuko, don't you?\Sorata, you can do it.\Yeah, but I can't warp or split myself in two!\I'm a normal human being!\Sorata, how long are you going to keep looking?\What?\At my embarrassing appearance. response:	What?!
context: You realize I'm setting out a futon for Yuko, don't you?\Sorata, you can do it.\Yeah, but I can't warp or split myself in two!\I'm a normal human being!\Sorata, how long are you going to keep looking?\What?\At my embarrassing appearance.\What?! response:	That's right, Onii-chan!
context: Sorata, you can do it.\Yeah, but I can't warp or split myself in two!\I'm a normal human being!\Sorata, how long are you going to keep looking?\What?\At my embarrassing appearance.\What?!\That's right, Onii-chan! response:	You dirty, nasty pervert!
context: Yeah, but I can't warp or split myself in two!\I'm a normal human being!\Sorata, how long are you going to keep looking?\What?\At my embarrassing appearance.\What?!\That's right, Onii-chan!\You dirty, nasty pervert! response:	Don't come here dressed like that if you know how you look!
context: I'm a normal human being!\Sorata, how long are you going to keep looking?\What?\At my embarrassing appearance.\What?!\That's right, Onii-chan!\You dirty, nasty pervert!\Don't come here dressed like that if you know how you look! response:	What are you going to do if I lose my cool in front of my sister?!
context: Sorata, how long are you going to keep looking?\What?\At my embarrassing appearance.\What?!\That's right, Onii-chan!\You dirty, nasty pervert!\Don't come here dressed like that if you know how you look!\What are you going to do if I lose my cool in front of my sister?! response:	Onii-chan, you're a brute! A real brute!
context: What?\At my embarrassing appearance.\What?!\That's right, Onii-chan!\You dirty, nasty pervert!\Don't come here dressed like that if you know how you look!\What are you going to do if I lose my cool in front of my sister?!\Onii-chan, you're a brute! A real brute! response:	Wh-What're you doing, Onii-chan?!
context: At my embarrassing appearance.\What?!\That's right, Onii-chan!\You dirty, nasty pervert!\Don't come here dressed like that if you know how you look!\What are you going to do if I lose my cool in front of my sister?!\Onii-chan, you're a brute! A real brute!\Wh-What're you doing, Onii-chan?! response:	Why are you talking like that?
context: What?!\That's right, Onii-chan!\You dirty, nasty pervert!\Don't come here dressed like that if you know how you look!\What are you going to do if I lose my cool in front of my sister?!\Onii-chan, you're a brute! A real brute!\Wh-What're you doing, Onii-chan?!\Why are you talking like that? response:	I'm all shook up!
context: That's right, Onii-chan!\You dirty, nasty pervert!\Don't come here dressed like that if you know how you look!\What are you going to do if I lose my cool in front of my sister?!\Onii-chan, you're a brute! A real brute!\Wh-What're you doing, Onii-chan?!\Why are you talking like that?\I'm all shook up! response:	I'm just drying her hair.
context: You dirty, nasty pervert!\Don't come here dressed like that if you know how you look!\What are you going to do if I lose my cool in front of my sister?!\Onii-chan, you're a brute! A real brute!\Wh-What're you doing, Onii-chan?!\Why are you talking like that?\I'm all shook up!\I'm just drying her hair. response:	Dry not to stress!
context: Don't come here dressed like that if you know how you look!\What are you going to do if I lose my cool in front of my sister?!\Onii-chan, you're a brute! A real brute!\Wh-What're you doing, Onii-chan?!\Why are you talking like that?\I'm all shook up!\I'm just drying her hair.\Dry not to stress! response:	You're lying!
context: What are you going to do if I lose my cool in front of my sister?!\Onii-chan, you're a brute! A real brute!\Wh-What're you doing, Onii-chan?!\Why are you talking like that?\I'm all shook up!\I'm just drying her hair.\Dry not to stress!\You're lying! response:	It looks like you're getting intimate!
context: Onii-chan, you're a brute! A real brute!\Wh-What're you doing, Onii-chan?!\Why are you talking like that?\I'm all shook up!\I'm just drying her hair.\Dry not to stress!\You're lying!\It looks like you're getting intimate! response:	It's nothing to make a fuss about.
context: Wh-What're you doing, Onii-chan?!\Why are you talking like that?\I'm all shook up!\I'm just drying her hair.\Dry not to stress!\You're lying!\It looks like you're getting intimate!\It's nothing to make a fuss about. response:	We always do this.
context: Why are you talking like that?\I'm all shook up!\I'm just drying her hair.\Dry not to stress!\You're lying!\It looks like you're getting intimate!\It's nothing to make a fuss about.\We always do this. response:	Don't make it sound worse than it already is!
context: I'm all shook up!\I'm just drying her hair.\Dry not to stress!\You're lying!\It looks like you're getting intimate!\It's nothing to make a fuss about.\We always do this.\Don't make it sound worse than it already is! response:	This is too mature for me! I'm worried about my test tomorrow!
context: I'm just drying her hair.\Dry not to stress!\You're lying!\It looks like you're getting intimate!\It's nothing to make a fuss about.\We always do this.\Don't make it sound worse than it already is!\This is too mature for me! I'm worried about my test tomorrow! response:	It's okay. You can do anything you put your mind to, Yuko.
context: Dry not to stress!\You're lying!\It looks like you're getting intimate!\It's nothing to make a fuss about.\We always do this.\Don't make it sound worse than it already is!\This is too mature for me! I'm worried about my test tomorrow!\It's okay. You can do anything you put your mind to, Yuko. response:	How condescending!
context: You're lying!\It looks like you're getting intimate!\It's nothing to make a fuss about.\We always do this.\Don't make it sound worse than it already is!\This is too mature for me! I'm worried about my test tomorrow!\It's okay. You can do anything you put your mind to, Yuko.\How condescending! response:	Good luck on your exam.
context: It looks like you're getting intimate!\It's nothing to make a fuss about.\We always do this.\Don't make it sound worse than it already is!\This is too mature for me! I'm worried about my test tomorrow!\It's okay. You can do anything you put your mind to, Yuko.\How condescending!\Good luck on your exam. response:	Thanks!
context: It's nothing to make a fuss about.\We always do this.\Don't make it sound worse than it already is!\This is too mature for me! I'm worried about my test tomorrow!\It's okay. You can do anything you put your mind to, Yuko.\How condescending!\Good luck on your exam.\Thanks! response:	You can do it, Yuko-chan.
context: We always do this.\Don't make it sound worse than it already is!\This is too mature for me! I'm worried about my test tomorrow!\It's okay. You can do anything you put your mind to, Yuko.\How condescending!\Good luck on your exam.\Thanks!\You can do it, Yuko-chan. response:	You can do it.
context: Don't make it sound worse than it already is!\This is too mature for me! I'm worried about my test tomorrow!\It's okay. You can do anything you put your mind to, Yuko.\How condescending!\Good luck on your exam.\Thanks!\You can do it, Yuko-chan.\You can do it. response:	Thanks, everyone.
context: This is too mature for me! I'm worried about my test tomorrow!\It's okay. You can do anything you put your mind to, Yuko.\How condescending!\Good luck on your exam.\Thanks!\You can do it, Yuko-chan.\You can do it.\Thanks, everyone. response:	Oh, before I forget...
context: It's okay. You can do anything you put your mind to, Yuko.\How condescending!\Good luck on your exam.\Thanks!\You can do it, Yuko-chan.\You can do it.\Thanks, everyone.\Oh, before I forget... response:	Here, Onii-chan!
context: How condescending!\Good luck on your exam.\Thanks!\You can do it, Yuko-chan.\You can do it.\Thanks, everyone.\Oh, before I forget...\Here, Onii-chan! response:	It's a day early, I know.
context: Good luck on your exam.\Thanks!\You can do it, Yuko-chan.\You can do it.\Thanks, everyone.\Oh, before I forget...\Here, Onii-chan!\It's a day early, I know. response:	What's this?
context: Thanks!\You can do it, Yuko-chan.\You can do it.\Thanks, everyone.\Oh, before I forget...\Here, Onii-chan!\It's a day early, I know.\What's this? response:	Mom helped me, but I made you some homemade chocolate this year.
context: You can do it, Yuko-chan.\You can do it.\Thanks, everyone.\Oh, before I forget...\Here, Onii-chan!\It's a day early, I know.\What's this?\Mom helped me, but I made you some homemade chocolate this year. response:	I've got to go straight home after the exam, so I'm giving it to you now.
context: You can do it.\Thanks, everyone.\Oh, before I forget...\Here, Onii-chan!\It's a day early, I know.\What's this?\Mom helped me, but I made you some homemade chocolate this year.\I've got to go straight home after the exam, so I'm giving it to you now. response:	Okay, thanks.
context: Thanks, everyone.\Oh, before I forget...\Here, Onii-chan!\It's a day early, I know.\What's this?\Mom helped me, but I made you some homemade chocolate this year.\I've got to go straight home after the exam, so I'm giving it to you now.\Okay, thanks. response:	I won't lose to you two!
context: Oh, before I forget...\Here, Onii-chan!\It's a day early, I know.\What's this?\Mom helped me, but I made you some homemade chocolate this year.\I've got to go straight home after the exam, so I'm giving it to you now.\Okay, thanks.\I won't lose to you two! response:	Onii-chan, good luck!
context: Here, Onii-chan!\It's a day early, I know.\What's this?\Mom helped me, but I made you some homemade chocolate this year.\I've got to go straight home after the exam, so I'm giving it to you now.\Okay, thanks.\I won't lose to you two!\Onii-chan, good luck! response:	Huh? Me?
context: It's a day early, I know.\What's this?\Mom helped me, but I made you some homemade chocolate this year.\I've got to go straight home after the exam, so I'm giving it to you now.\Okay, thanks.\I won't lose to you two!\Onii-chan, good luck!\Huh? Me? response:	Tomorrow's Valentine's Day!
context: What's this?\Mom helped me, but I made you some homemade chocolate this year.\I've got to go straight home after the exam, so I'm giving it to you now.\Okay, thanks.\I won't lose to you two!\Onii-chan, good luck!\Huh? Me?\Tomorrow's Valentine's Day! response:	Who do you really like, Mashiro-san or Nanami-san?
context: Mom helped me, but I made you some homemade chocolate this year.\I've got to go straight home after the exam, so I'm giving it to you now.\Okay, thanks.\I won't lose to you two!\Onii-chan, good luck!\Huh? Me?\Tomorrow's Valentine's Day!\Who do you really like, Mashiro-san or Nanami-san? response:	Dad wanted me to tell you to stop being so indecisive!
context: I've got to go straight home after the exam, so I'm giving it to you now.\Okay, thanks.\I won't lose to you two!\Onii-chan, good luck!\Huh? Me?\Tomorrow's Valentine's Day!\Who do you really like, Mashiro-san or Nanami-san?\Dad wanted me to tell you to stop being so indecisive! response:	See you later!
context: Okay, thanks.\I won't lose to you two!\Onii-chan, good luck!\Huh? Me?\Tomorrow's Valentine's Day!\Who do you really like, Mashiro-san or Nanami-san?\Dad wanted me to tell you to stop being so indecisive!\See you later! response:	Sorata, you're blushing.
context: I won't lose to you two!\Onii-chan, good luck!\Huh? Me?\Tomorrow's Valentine's Day!\Who do you really like, Mashiro-san or Nanami-san?\Dad wanted me to tell you to stop being so indecisive!\See you later!\Sorata, you're blushing. response:	So he is.
context: Onii-chan, good luck!\Huh? Me?\Tomorrow's Valentine's Day!\Who do you really like, Mashiro-san or Nanami-san?\Dad wanted me to tell you to stop being so indecisive!\See you later!\Sorata, you're blushing.\So he is. response:	What did Yuko say?
context: Huh? Me?\Tomorrow's Valentine's Day!\Who do you really like, Mashiro-san or Nanami-san?\Dad wanted me to tell you to stop being so indecisive!\See you later!\Sorata, you're blushing.\So he is.\What did Yuko say? response:	She didn't say anything!
context: Tomorrow's Valentine's Day!\Who do you really like, Mashiro-san or Nanami-san?\Dad wanted me to tell you to stop being so indecisive!\See you later!\Sorata, you're blushing.\So he is.\What did Yuko say?\She didn't say anything! response:	How suspicious.
context: Who do you really like, Mashiro-san or Nanami-san?\Dad wanted me to tell you to stop being so indecisive!\See you later!\Sorata, you're blushing.\So he is.\What did Yuko say?\She didn't say anything!\How suspicious. response:	There's nothing suspicious about it!
context: Dad wanted me to tell you to stop being so indecisive!\See you later!\Sorata, you're blushing.\So he is.\What did Yuko say?\She didn't say anything!\How suspicious.\There's nothing suspicious about it! response:	Suspicious.
context: See you later!\Sorata, you're blushing.\So he is.\What did Yuko say?\She didn't say anything!\How suspicious.\There's nothing suspicious about it!\Suspicious. response:	They say repeating cacao mass...
context: Sorata, you're blushing.\So he is.\What did Yuko say?\She didn't say anything!\How suspicious.\There's nothing suspicious about it!\Suspicious.\They say repeating cacao mass... response:	over and over will make you feel like an adult.
context: So he is.\What did Yuko say?\She didn't say anything!\How suspicious.\There's nothing suspicious about it!\Suspicious.\They say repeating cacao mass...\over and over will make you feel like an adult. response:	It seems eating too much chocolate doesn't actually make your nose bleed.
context: What did Yuko say?\She didn't say anything!\How suspicious.\There's nothing suspicious about it!\Suspicious.\They say repeating cacao mass...\over and over will make you feel like an adult.\It seems eating too much chocolate doesn't actually make your nose bleed. response:	Not being by Ryunosuke's side on Valentine's Day is some awful cacao mass.
