context: We've received word that Claw, the esper terrorist organization, response:	has barricaded itself in the Seasoning Cultural Tower.
context: Something doesn't feel right up ahead...\There's something there.\What is it?\Here it comes!\Hello, Scars.\I thought you were sewer rats since you were scuttling around down here.\How unsightly.\Let's end this here. response:	There's a crowd.
context: There's something there.\What is it?\Here it comes!\Hello, Scars.\I thought you were sewer rats since you were scuttling around down here.\How unsightly.\Let's end this here.\There's a crowd. response:	There's gonna be even more casualties, but I'll just have to blend in and lose him.
context: What is it?\Here it comes!\Hello, Scars.\I thought you were sewer rats since you were scuttling around down here.\How unsightly.\Let's end this here.\There's a crowd.\There's gonna be even more casualties, but I'll just have to blend in and lose him. response:	Whoa, that's amazing.
context: Here it comes!\Hello, Scars.\I thought you were sewer rats since you were scuttling around down here.\How unsightly.\Let's end this here.\There's a crowd.\There's gonna be even more casualties, but I'll just have to blend in and lose him.\Whoa, that's amazing. response:	Who is that guy? A pro wrestler?
context: Hello, Scars.\I thought you were sewer rats since you were scuttling around down here.\How unsightly.\Let's end this here.\There's a crowd.\There's gonna be even more casualties, but I'll just have to blend in and lose him.\Whoa, that's amazing.\Who is that guy? A pro wrestler? response:	Hey, don't push!
context: I thought you were sewer rats since you were scuttling around down here.\How unsightly.\Let's end this here.\There's a crowd.\There's gonna be even more casualties, but I'll just have to blend in and lose him.\Whoa, that's amazing.\Who is that guy? A pro wrestler?\Hey, don't push! response:	He's sorta scary.
context: How unsightly.\Let's end this here.\There's a crowd.\There's gonna be even more casualties, but I'll just have to blend in and lose him.\Whoa, that's amazing.\Who is that guy? A pro wrestler?\Hey, don't push!\He's sorta scary. response:	No way...
context: Let's end this here.\There's a crowd.\There's gonna be even more casualties, but I'll just have to blend in and lose him.\Whoa, that's amazing.\Who is that guy? A pro wrestler?\Hey, don't push!\He's sorta scary.\No way... response:	That can't be...
context: There's a crowd.\There's gonna be even more casualties, but I'll just have to blend in and lose him.\Whoa, that's amazing.\Who is that guy? A pro wrestler?\Hey, don't push!\He's sorta scary.\No way...\That can't be... response:	It's Tsubomi-chan!
context: There's gonna be even more casualties, but I'll just have to blend in and lose him.\Whoa, that's amazing.\Who is that guy? A pro wrestler?\Hey, don't push!\He's sorta scary.\No way...\That can't be...\It's Tsubomi-chan! response:	If something were to happen to Tsubomi-chan,
context: Whoa, that's amazing.\Who is that guy? A pro wrestler?\Hey, don't push!\He's sorta scary.\No way...\That can't be...\It's Tsubomi-chan!\If something were to happen to Tsubomi-chan, response:	Shigeo would erase me!
context: Who is that guy? A pro wrestler?\Hey, don't push!\He's sorta scary.\No way...\That can't be...\It's Tsubomi-chan!\If something were to happen to Tsubomi-chan,\Shigeo would erase me! response:	I have to stop him!
context: Hey, don't push!\He's sorta scary.\No way...\That can't be...\It's Tsubomi-chan!\If something were to happen to Tsubomi-chan,\Shigeo would erase me!\I have to stop him! response:	Full-power barrier!
context: He's sorta scary.\No way...\That can't be...\It's Tsubomi-chan!\If something were to happen to Tsubomi-chan,\Shigeo would erase me!\I have to stop him!\Full-power barrier! response:	Huh?
context: No way...\That can't be...\It's Tsubomi-chan!\If something were to happen to Tsubomi-chan,\Shigeo would erase me!\I have to stop him!\Full-power barrier!\Huh? response:	He hit so hard that my possession came undone?
context: That can't be...\It's Tsubomi-chan!\If something were to happen to Tsubomi-chan,\Shigeo would erase me!\I have to stop him!\Full-power barrier!\Huh?\He hit so hard that my possession came undone? response:	What the hell? A home run out of the park?!
context: It's Tsubomi-chan!\If something were to happen to Tsubomi-chan,\Shigeo would erase me!\I have to stop him!\Full-power barrier!\Huh?\He hit so hard that my possession came undone?\What the hell? A home run out of the park?! response:	Wake up, Shigeo! Wake up!
context: If something were to happen to Tsubomi-chan,\Shigeo would erase me!\I have to stop him!\Full-power barrier!\Huh?\He hit so hard that my possession came undone?\What the hell? A home run out of the park?!\Wake up, Shigeo! Wake up! response:	Why did Kageyama come falling from the sky?
context: Shigeo would erase me!\I have to stop him!\Full-power barrier!\Huh?\He hit so hard that my possession came undone?\What the hell? A home run out of the park?!\Wake up, Shigeo! Wake up!\Why did Kageyama come falling from the sky? response:	Maybe someone was trying a long throw.
context: I have to stop him!\Full-power barrier!\Huh?\He hit so hard that my possession came undone?\What the hell? A home run out of the park?!\Wake up, Shigeo! Wake up!\Why did Kageyama come falling from the sky?\Maybe someone was trying a long throw. response:	I wonder who he is.
context: Full-power barrier!\Huh?\He hit so hard that my possession came undone?\What the hell? A home run out of the park?!\Wake up, Shigeo! Wake up!\Why did Kageyama come falling from the sky?\Maybe someone was trying a long throw.\I wonder who he is. response:	Those are some impressive muscles.
context: Huh?\He hit so hard that my possession came undone?\What the hell? A home run out of the park?!\Wake up, Shigeo! Wake up!\Why did Kageyama come falling from the sky?\Maybe someone was trying a long throw.\I wonder who he is.\Those are some impressive muscles. response:	Were you the one who threw Kageyama?
context: He hit so hard that my possession came undone?\What the hell? A home run out of the park?!\Wake up, Shigeo! Wake up!\Why did Kageyama come falling from the sky?\Maybe someone was trying a long throw.\I wonder who he is.\Those are some impressive muscles.\Were you the one who threw Kageyama? response:	Kageyama is a member of our club.
context: What the hell? A home run out of the park?!\Wake up, Shigeo! Wake up!\Why did Kageyama come falling from the sky?\Maybe someone was trying a long throw.\I wonder who he is.\Those are some impressive muscles.\Were you the one who threw Kageyama?\Kageyama is a member of our club. response:	Whoever you are, I request that you take your leave.
context: Wake up, Shigeo! Wake up!\Why did Kageyama come falling from the sky?\Maybe someone was trying a long throw.\I wonder who he is.\Those are some impressive muscles.\Were you the one who threw Kageyama?\Kageyama is a member of our club.\Whoever you are, I request that you take your leave. response:	Captain!
context: Why did Kageyama come falling from the sky?\Maybe someone was trying a long throw.\I wonder who he is.\Those are some impressive muscles.\Were you the one who threw Kageyama?\Kageyama is a member of our club.\Whoever you are, I request that you take your leave.\Captain! response:	You bastard! Who the hell do you think you are?!
context: Maybe someone was trying a long throw.\I wonder who he is.\Those are some impressive muscles.\Were you the one who threw Kageyama?\Kageyama is a member of our club.\Whoever you are, I request that you take your leave.\Captain!\You bastard! Who the hell do you think you are?! response:	I'll show you how much stronger I've gotten!
context: I wonder who he is.\Those are some impressive muscles.\Were you the one who threw Kageyama?\Kageyama is a member of our club.\Whoever you are, I request that you take your leave.\Captain!\You bastard! Who the hell do you think you are?!\I'll show you how much stronger I've gotten! response:	Demon Rush!
context: Those are some impressive muscles.\Were you the one who threw Kageyama?\Kageyama is a member of our club.\Whoever you are, I request that you take your leave.\Captain!\You bastard! Who the hell do you think you are?!\I'll show you how much stronger I've gotten!\Demon Rush! response:	Now it's our turn!
context: Were you the one who threw Kageyama?\Kageyama is a member of our club.\Whoever you are, I request that you take your leave.\Captain!\You bastard! Who the hell do you think you are?!\I'll show you how much stronger I've gotten!\Demon Rush!\Now it's our turn! response:	Fight!
context: Kageyama is a member of our club.\Whoever you are, I request that you take your leave.\Captain!\You bastard! Who the hell do you think you are?!\I'll show you how much stronger I've gotten!\Demon Rush!\Now it's our turn!\Fight! response:	Onigawara!
context: Whoever you are, I request that you take your leave.\Captain!\You bastard! Who the hell do you think you are?!\I'll show you how much stronger I've gotten!\Demon Rush!\Now it's our turn!\Fight!\Onigawara! response:	No way!
context: Captain!\You bastard! Who the hell do you think you are?!\I'll show you how much stronger I've gotten!\Demon Rush!\Now it's our turn!\Fight!\Onigawara!\No way! response:	With just one arm?!
context: You bastard! Who the hell do you think you are?!\I'll show you how much stronger I've gotten!\Demon Rush!\Now it's our turn!\Fight!\Onigawara!\No way!\With just one arm?! response:	I don't know what you have against him,
context: I'll show you how much stronger I've gotten!\Demon Rush!\Now it's our turn!\Fight!\Onigawara!\No way!\With just one arm?!\I don't know what you have against him, response:	but he doesn't deserve to have you step on his head!
context: Demon Rush!\Now it's our turn!\Fight!\Onigawara!\No way!\With just one arm?!\I don't know what you have against him,\but he doesn't deserve to have you step on his head! response:	Say, Kageyama...
context: Now it's our turn!\Fight!\Onigawara!\No way!\With just one arm?!\I don't know what you have against him,\but he doesn't deserve to have you step on his head!\Say, Kageyama... response:	That's right. You've worked so hard.
context: Fight!\Onigawara!\No way!\With just one arm?!\I don't know what you have against him,\but he doesn't deserve to have you step on his head!\Say, Kageyama...\That's right. You've worked so hard. response:	No matter how many times you've passed out from anemia...
context: Onigawara!\No way!\With just one arm?!\I don't know what you have against him,\but he doesn't deserve to have you step on his head!\Say, Kageyama...\That's right. You've worked so hard.\No matter how many times you've passed out from anemia... response:	No matter how many times you've stumbled...
context: No way!\With just one arm?!\I don't know what you have against him,\but he doesn't deserve to have you step on his head!\Say, Kageyama...\That's right. You've worked so hard.\No matter how many times you've passed out from anemia...\No matter how many times you've stumbled... response:	You've always been running right behind us.
context: With just one arm?!\I don't know what you have against him,\but he doesn't deserve to have you step on his head!\Say, Kageyama...\That's right. You've worked so hard.\No matter how many times you've passed out from anemia...\No matter how many times you've stumbled...\You've always been running right behind us. response:	Just seeing you like that...
context: I don't know what you have against him,\but he doesn't deserve to have you step on his head!\Say, Kageyama...\That's right. You've worked so hard.\No matter how many times you've passed out from anemia...\No matter how many times you've stumbled...\You've always been running right behind us.\Just seeing you like that... response:	That's not going to break because of something like this!
context: but he doesn't deserve to have you step on his head!\Say, Kageyama...\That's right. You've worked so hard.\No matter how many times you've passed out from anemia...\No matter how many times you've stumbled...\You've always been running right behind us.\Just seeing you like that...\That's not going to break because of something like this! response:	I won't let you have Kageyama!
context: Say, Kageyama...\That's right. You've worked so hard.\No matter how many times you've passed out from anemia...\No matter how many times you've stumbled...\You've always been running right behind us.\Just seeing you like that...\That's not going to break because of something like this!\I won't let you have Kageyama! response:	That's Shigeo's senior for you.
context: That's right. You've worked so hard.\No matter how many times you've passed out from anemia...\No matter how many times you've stumbled...\You've always been running right behind us.\Just seeing you like that...\That's not going to break because of something like this!\I won't let you have Kageyama!\That's Shigeo's senior for you. response:	This guy's ripped!
context: No matter how many times you've passed out from anemia...\No matter how many times you've stumbled...\You've always been running right behind us.\Just seeing you like that...\That's not going to break because of something like this!\I won't let you have Kageyama!\That's Shigeo's senior for you.\This guy's ripped! response:	Here we go! Unleashed!
context: No matter how many times you've stumbled...\You've always been running right behind us.\Just seeing you like that...\That's not going to break because of something like this!\I won't let you have Kageyama!\That's Shigeo's senior for you.\This guy's ripped!\Here we go! Unleashed! response:	Muscle Usage 100
context: You've always been running right behind us.\Just seeing you like that...\That's not going to break because of something like this!\I won't let you have Kageyama!\That's Shigeo's senior for you.\This guy's ripped!\Here we go! Unleashed!\Muscle Usage 100 response:	What the hell are you so surprised about?
context: Just seeing you like that...\That's not going to break because of something like this!\I won't let you have Kageyama!\That's Shigeo's senior for you.\This guy's ripped!\Here we go! Unleashed!\Muscle Usage 100\What the hell are you so surprised about? response:	Muscles built using psychic powers don't stand a chance
context: That's not going to break because of something like this!\I won't let you have Kageyama!\That's Shigeo's senior for you.\This guy's ripped!\Here we go! Unleashed!\Muscle Usage 100\What the hell are you so surprised about?\Muscles built using psychic powers don't stand a chance response:	against muscles built by training diligently every day.
context: I won't let you have Kageyama!\That's Shigeo's senior for you.\This guy's ripped!\Here we go! Unleashed!\Muscle Usage 100\What the hell are you so surprised about?\Muscles built using psychic powers don't stand a chance\against muscles built by training diligently every day. response:	This guy is way out of your league!
context: That's Shigeo's senior for you.\This guy's ripped!\Here we go! Unleashed!\Muscle Usage 100\What the hell are you so surprised about?\Muscles built using psychic powers don't stand a chance\against muscles built by training diligently every day.\This guy is way out of your league! response:	Shigeo was right.
context: This guy's ripped!\Here we go! Unleashed!\Muscle Usage 100\What the hell are you so surprised about?\Muscles built using psychic powers don't stand a chance\against muscles built by training diligently every day.\This guy is way out of your league!\Shigeo was right. response:	Captain!
context: Here we go! Unleashed!\Muscle Usage 100\What the hell are you so surprised about?\Muscles built using psychic powers don't stand a chance\against muscles built by training diligently every day.\This guy is way out of your league!\Shigeo was right.\Captain! response:	You're so awesome, Captain!
context: Muscle Usage 100\What the hell are you so surprised about?\Muscles built using psychic powers don't stand a chance\against muscles built by training diligently every day.\This guy is way out of your league!\Shigeo was right.\Captain!\You're so awesome, Captain! response:	Is that what they call an adrenaline rush?!
context: What the hell are you so surprised about?\Muscles built using psychic powers don't stand a chance\against muscles built by training diligently every day.\This guy is way out of your league!\Shigeo was right.\Captain!\You're so awesome, Captain!\Is that what they call an adrenaline rush?! response:	All that training paid off!
context: Muscles built using psychic powers don't stand a chance\against muscles built by training diligently every day.\This guy is way out of your league!\Shigeo was right.\Captain!\You're so awesome, Captain!\Is that what they call an adrenaline rush?!\All that training paid off! response:	I-I did that?
context: against muscles built by training diligently every day.\This guy is way out of your league!\Shigeo was right.\Captain!\You're so awesome, Captain!\Is that what they call an adrenaline rush?!\All that training paid off!\I-I did that? response:	We need to celebrate your growth!
context: This guy is way out of your league!\Shigeo was right.\Captain!\You're so awesome, Captain!\Is that what they call an adrenaline rush?!\All that training paid off!\I-I did that?\We need to celebrate your growth! response:	Heave-ho! Heave-ho!
context: Shigeo was right.\Captain!\You're so awesome, Captain!\Is that what they call an adrenaline rush?!\All that training paid off!\I-I did that?\We need to celebrate your growth!\Heave-ho! Heave-ho! response:	Heave-ho! Heave-ho!
context: Captain!\You're so awesome, Captain!\Is that what they call an adrenaline rush?!\All that training paid off!\I-I did that?\We need to celebrate your growth!\Heave-ho! Heave-ho!\Heave-ho! Heave-ho! response:	Shit! That guy's getting up again!
context: You're so awesome, Captain!\Is that what they call an adrenaline rush?!\All that training paid off!\I-I did that?\We need to celebrate your growth!\Heave-ho! Heave-ho!\Heave-ho! Heave-ho!\Shit! That guy's getting up again! response:	You can't be serious!
context: Is that what they call an adrenaline rush?!\All that training paid off!\I-I did that?\We need to celebrate your growth!\Heave-ho! Heave-ho!\Heave-ho! Heave-ho!\Shit! That guy's getting up again!\You can't be serious! response:	What should we do, Captain?!
context: All that training paid off!\I-I did that?\We need to celebrate your growth!\Heave-ho! Heave-ho!\Heave-ho! Heave-ho!\Shit! That guy's getting up again!\You can't be serious!\What should we do, Captain?! response:	Actually... I haven't been able to raise my arms for a while...
context: I-I did that?\We need to celebrate your growth!\Heave-ho! Heave-ho!\Heave-ho! Heave-ho!\Shit! That guy's getting up again!\You can't be serious!\What should we do, Captain?!\Actually... I haven't been able to raise my arms for a while... response:	I probably won't be able to do that again.
context: We need to celebrate your growth!\Heave-ho! Heave-ho!\Heave-ho! Heave-ho!\Shit! That guy's getting up again!\You can't be serious!\What should we do, Captain?!\Actually... I haven't been able to raise my arms for a while...\I probably won't be able to do that again. response:	Here he comes!
context: Heave-ho! Heave-ho!\Heave-ho! Heave-ho!\Shit! That guy's getting up again!\You can't be serious!\What should we do, Captain?!\Actually... I haven't been able to raise my arms for a while...\I probably won't be able to do that again.\Here he comes! response:	Kageyama!
context: Heave-ho! Heave-ho!\Shit! That guy's getting up again!\You can't be serious!\What should we do, Captain?!\Actually... I haven't been able to raise my arms for a while...\I probably won't be able to do that again.\Here he comes!\Kageyama! response:	Everyone from the club?
context: Shit! That guy's getting up again!\You can't be serious!\What should we do, Captain?!\Actually... I haven't been able to raise my arms for a while...\I probably won't be able to do that again.\Here he comes!\Kageyama!\Everyone from the club? response:	Oh, whoops.
context: You can't be serious!\What should we do, Captain?!\Actually... I haven't been able to raise my arms for a while...\I probably won't be able to do that again.\Here he comes!\Kageyama!\Everyone from the club?\Oh, whoops. response:	I guess I was sleeping.
context: What should we do, Captain?!\Actually... I haven't been able to raise my arms for a while...\I probably won't be able to do that again.\Here he comes!\Kageyama!\Everyone from the club?\Oh, whoops.\I guess I was sleeping. response:	Make sure you don't fall asleep outdoors again, Kageyama.
context: Actually... I haven't been able to raise my arms for a while...\I probably won't be able to do that again.\Here he comes!\Kageyama!\Everyone from the club?\Oh, whoops.\I guess I was sleeping.\Make sure you don't fall asleep outdoors again, Kageyama. response:	Sorry about that.
context: I probably won't be able to do that again.\Here he comes!\Kageyama!\Everyone from the club?\Oh, whoops.\I guess I was sleeping.\Make sure you don't fall asleep outdoors again, Kageyama.\Sorry about that. response:	Dimple, what's going on right now?
context: Here he comes!\Kageyama!\Everyone from the club?\Oh, whoops.\I guess I was sleeping.\Make sure you don't fall asleep outdoors again, Kageyama.\Sorry about that.\Dimple, what's going on right now? response:	We're finally here.
context: Kageyama!\Everyone from the club?\Oh, whoops.\I guess I was sleeping.\Make sure you don't fall asleep outdoors again, Kageyama.\Sorry about that.\Dimple, what's going on right now?\We're finally here. response:	Just you wait, Dad!
context: Everyone from the club?\Oh, whoops.\I guess I was sleeping.\Make sure you don't fall asleep outdoors again, Kageyama.\Sorry about that.\Dimple, what's going on right now?\We're finally here.\Just you wait, Dad! response:	I spilled a seed and lost sight of it
context: Oh, whoops.\I guess I was sleeping.\Make sure you don't fall asleep outdoors again, Kageyama.\Sorry about that.\Dimple, what's going on right now?\We're finally here.\Just you wait, Dad!\I spilled a seed and lost sight of it response:	I'll find it using the color it's dyed in and watch it grow
context: I guess I was sleeping.\Make sure you don't fall asleep outdoors again, Kageyama.\Sorry about that.\Dimple, what's going on right now?\We're finally here.\Just you wait, Dad!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow response:	It immediately returned to the palm of my hand
context: Make sure you don't fall asleep outdoors again, Kageyama.\Sorry about that.\Dimple, what's going on right now?\We're finally here.\Just you wait, Dad!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand response:	But it's still too light and too frail to reach for the skies
context: Sorry about that.\Dimple, what's going on right now?\We're finally here.\Just you wait, Dad!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies response:	The world coldly drains away all the heat
context: Dimple, what's going on right now?\We're finally here.\Just you wait, Dad!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat response:	The bright sunshine just isn't enough
context: We're finally here.\Just you wait, Dad!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough response:	The memories are closing off what lies ahead
context: Just you wait, Dad!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead response:	Shake off their warmth and set off into the distance
context: I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance response:	If I let it wither, it'd be over just like that
context: I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that response:	But my hope just doesn't fade away
context: It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away response:	After waking up, Mob heads for Seasoning Cultural Tower.
context: But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\After waking up, Mob heads for Seasoning Cultural Tower. response:	But he finds himself up against Minegishi from the Ultimate 5!
context: The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\After waking up, Mob heads for Seasoning Cultural Tower.\But he finds himself up against Minegishi from the Ultimate 5! response:	Leave the strongest of the Ultimate 5, Shimazaki, to me!
context: The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\After waking up, Mob heads for Seasoning Cultural Tower.\But he finds himself up against Minegishi from the Ultimate 5!\Leave the strongest of the Ultimate 5, Shimazaki, to me! response:	Guidance Psychic Sensor.
context: The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\After waking up, Mob heads for Seasoning Cultural Tower.\But he finds himself up against Minegishi from the Ultimate 5!\Leave the strongest of the Ultimate 5, Shimazaki, to me!\Guidance Psychic Sensor. response:	Guidance Psychic Sensor
context: Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\After waking up, Mob heads for Seasoning Cultural Tower.\But he finds himself up against Minegishi from the Ultimate 5!\Leave the strongest of the Ultimate 5, Shimazaki, to me!\Guidance Psychic Sensor.\Guidance Psychic Sensor response:	Option B, the serious course, involves buying the Blu-rays and the manga volumes.
