context: Namu Amida Butsu response:	Believe it or not, the world is filled with strange phenomena
context: Hey, Mob. You're home early again.\Did you quit your club?\No, I'm actually heading back to school now.\Huh?\Why the heck did he bother coming home, then?\Hey, Mob. You seem more cheerful than usual today.\You exorcism game is on point, too.\You think so? I can't really tell myself. response:	Did you get a girlfriend?
context: Did you quit your club?\No, I'm actually heading back to school now.\Huh?\Why the heck did he bother coming home, then?\Hey, Mob. You seem more cheerful than usual today.\You exorcism game is on point, too.\You think so? I can't really tell myself.\Did you get a girlfriend? response:	As if!
context: No, I'm actually heading back to school now.\Huh?\Why the heck did he bother coming home, then?\Hey, Mob. You seem more cheerful than usual today.\You exorcism game is on point, too.\You think so? I can't really tell myself.\Did you get a girlfriend?\As if! response:	I-I'm done with the exorcism, so I'm going home now.
context: Huh?\Why the heck did he bother coming home, then?\Hey, Mob. You seem more cheerful than usual today.\You exorcism game is on point, too.\You think so? I can't really tell myself.\Did you get a girlfriend?\As if!\I-I'm done with the exorcism, so I'm going home now. response:	Bye.
context: Why the heck did he bother coming home, then?\Hey, Mob. You seem more cheerful than usual today.\You exorcism game is on point, too.\You think so? I can't really tell myself.\Did you get a girlfriend?\As if!\I-I'm done with the exorcism, so I'm going home now.\Bye. response:	Huh?
context: Hey, Mob. You seem more cheerful than usual today.\You exorcism game is on point, too.\You think so? I can't really tell myself.\Did you get a girlfriend?\As if!\I-I'm done with the exorcism, so I'm going home now.\Bye.\Huh? response:	What?
context: You exorcism game is on point, too.\You think so? I can't really tell myself.\Did you get a girlfriend?\As if!\I-I'm done with the exorcism, so I'm going home now.\Bye.\Huh?\What? response:	What?
context: You think so? I can't really tell myself.\Did you get a girlfriend?\As if!\I-I'm done with the exorcism, so I'm going home now.\Bye.\Huh?\What?\What? response:	Seconds, please.
context: Did you get a girlfriend?\As if!\I-I'm done with the exorcism, so I'm going home now.\Bye.\Huh?\What?\What?\Seconds, please. response:	Wow, this is rare. Our Shige asking for seconds.
context: As if!\I-I'm done with the exorcism, so I'm going home now.\Bye.\Huh?\What?\What?\Seconds, please.\Wow, this is rare. Our Shige asking for seconds. response:	What's up, Shigeo? Did you use too much of your psychic powers?
context: I-I'm done with the exorcism, so I'm going home now.\Bye.\Huh?\What?\What?\Seconds, please.\Wow, this is rare. Our Shige asking for seconds.\What's up, Shigeo? Did you use too much of your psychic powers? response:	No, it's not like that.
context: Bye.\Huh?\What?\What?\Seconds, please.\Wow, this is rare. Our Shige asking for seconds.\What's up, Shigeo? Did you use too much of your psychic powers?\No, it's not like that. response:	I thought Nii-san would be bummed out about the election,
context: Huh?\What?\What?\Seconds, please.\Wow, this is rare. Our Shige asking for seconds.\What's up, Shigeo? Did you use too much of your psychic powers?\No, it's not like that.\I thought Nii-san would be bummed out about the election, response:	but I'm glad to see he's more than fine.
context: What?\What?\Seconds, please.\Wow, this is rare. Our Shige asking for seconds.\What's up, Shigeo? Did you use too much of your psychic powers?\No, it's not like that.\I thought Nii-san would be bummed out about the election,\but I'm glad to see he's more than fine. response:	One Week Later
context: What?\Seconds, please.\Wow, this is rare. Our Shige asking for seconds.\What's up, Shigeo? Did you use too much of your psychic powers?\No, it's not like that.\I thought Nii-san would be bummed out about the election,\but I'm glad to see he's more than fine.\One Week Later response:	Are you done reading?
context: Seconds, please.\Wow, this is rare. Our Shige asking for seconds.\What's up, Shigeo? Did you use too much of your psychic powers?\No, it's not like that.\I thought Nii-san would be bummed out about the election,\but I'm glad to see he's more than fine.\One Week Later\Are you done reading? response:	What do you think?
context: Wow, this is rare. Our Shige asking for seconds.\What's up, Shigeo? Did you use too much of your psychic powers?\No, it's not like that.\I thought Nii-san would be bummed out about the election,\but I'm glad to see he's more than fine.\One Week Later\Are you done reading?\What do you think? response:	It's really good... I think.
context: What's up, Shigeo? Did you use too much of your psychic powers?\No, it's not like that.\I thought Nii-san would be bummed out about the election,\but I'm glad to see he's more than fine.\One Week Later\Are you done reading?\What do you think?\It's really good... I think. response:	You know a lot of big words.
context: No, it's not like that.\I thought Nii-san would be bummed out about the election,\but I'm glad to see he's more than fine.\One Week Later\Are you done reading?\What do you think?\It's really good... I think.\You know a lot of big words. response:	If you don't get it, just say so.
context: I thought Nii-san would be bummed out about the election,\but I'm glad to see he's more than fine.\One Week Later\Are you done reading?\What do you think?\It's really good... I think.\You know a lot of big words.\If you don't get it, just say so. response:	Sorry! That's not what I meant!
context: but I'm glad to see he's more than fine.\One Week Later\Are you done reading?\What do you think?\It's really good... I think.\You know a lot of big words.\If you don't get it, just say so.\Sorry! That's not what I meant! response:	I really did pay attention to every word!
context: One Week Later\Are you done reading?\What do you think?\It's really good... I think.\You know a lot of big words.\If you don't get it, just say so.\Sorry! That's not what I meant!\I really did pay attention to every word! response:	Say, Kageyama-kun...
context: Are you done reading?\What do you think?\It's really good... I think.\You know a lot of big words.\If you don't get it, just say so.\Sorry! That's not what I meant!\I really did pay attention to every word!\Say, Kageyama-kun... response:	It's been a week since I asked you out.
context: What do you think?\It's really good... I think.\You know a lot of big words.\If you don't get it, just say so.\Sorry! That's not what I meant!\I really did pay attention to every word!\Say, Kageyama-kun...\It's been a week since I asked you out. response:	You rejected me then, so why do you still walk home with me?
context: It's really good... I think.\You know a lot of big words.\If you don't get it, just say so.\Sorry! That's not what I meant!\I really did pay attention to every word!\Say, Kageyama-kun...\It's been a week since I asked you out.\You rejected me then, so why do you still walk home with me? response:	Is it because you felt bad for me?
context: You know a lot of big words.\If you don't get it, just say so.\Sorry! That's not what I meant!\I really did pay attention to every word!\Say, Kageyama-kun...\It's been a week since I asked you out.\You rejected me then, so why do you still walk home with me?\Is it because you felt bad for me? response:	Huh? No, it's nothing like that.
context: If you don't get it, just say so.\Sorry! That's not what I meant!\I really did pay attention to every word!\Say, Kageyama-kun...\It's been a week since I asked you out.\You rejected me then, so why do you still walk home with me?\Is it because you felt bad for me?\Huh? No, it's nothing like that. response:	I also know you were going back to your club after you got home.
context: Sorry! That's not what I meant!\I really did pay attention to every word!\Say, Kageyama-kun...\It's been a week since I asked you out.\You rejected me then, so why do you still walk home with me?\Is it because you felt bad for me?\Huh? No, it's nothing like that.\I also know you were going back to your club after you got home. response:	You keep trying not to hurt my feelings.
context: I really did pay attention to every word!\Say, Kageyama-kun...\It's been a week since I asked you out.\You rejected me then, so why do you still walk home with me?\Is it because you felt bad for me?\Huh? No, it's nothing like that.\I also know you were going back to your club after you got home.\You keep trying not to hurt my feelings. response:	Are you sure it's not pity? I feel sort of pathetic.
context: Say, Kageyama-kun...\It's been a week since I asked you out.\You rejected me then, so why do you still walk home with me?\Is it because you felt bad for me?\Huh? No, it's nothing like that.\I also know you were going back to your club after you got home.\You keep trying not to hurt my feelings.\Are you sure it's not pity? I feel sort of pathetic. response:	I-I'm sorry. That's not my intention.
context: It's been a week since I asked you out.\You rejected me then, so why do you still walk home with me?\Is it because you felt bad for me?\Huh? No, it's nothing like that.\I also know you were going back to your club after you got home.\You keep trying not to hurt my feelings.\Are you sure it's not pity? I feel sort of pathetic.\I-I'm sorry. That's not my intention. response:	And all you do is apologize.
context: You rejected me then, so why do you still walk home with me?\Is it because you felt bad for me?\Huh? No, it's nothing like that.\I also know you were going back to your club after you got home.\You keep trying not to hurt my feelings.\Are you sure it's not pity? I feel sort of pathetic.\I-I'm sorry. That's not my intention.\And all you do is apologize. response:	I don't understand how you feel at all.
context: Is it because you felt bad for me?\Huh? No, it's nothing like that.\I also know you were going back to your club after you got home.\You keep trying not to hurt my feelings.\Are you sure it's not pity? I feel sort of pathetic.\I-I'm sorry. That's not my intention.\And all you do is apologize.\I don't understand how you feel at all. response:	Or could it be...
context: Huh? No, it's nothing like that.\I also know you were going back to your club after you got home.\You keep trying not to hurt my feelings.\Are you sure it's not pity? I feel sort of pathetic.\I-I'm sorry. That's not my intention.\And all you do is apologize.\I don't understand how you feel at all.\Or could it be... response:	that you don't even have feelings?
context: I also know you were going back to your club after you got home.\You keep trying not to hurt my feelings.\Are you sure it's not pity? I feel sort of pathetic.\I-I'm sorry. That's not my intention.\And all you do is apologize.\I don't understand how you feel at all.\Or could it be...\that you don't even have feelings? response:	Huh?
context: You keep trying not to hurt my feelings.\Are you sure it's not pity? I feel sort of pathetic.\I-I'm sorry. That's not my intention.\And all you do is apologize.\I don't understand how you feel at all.\Or could it be...\that you don't even have feelings?\Huh? response:	Like, your own opinions.
context: Are you sure it's not pity? I feel sort of pathetic.\I-I'm sorry. That's not my intention.\And all you do is apologize.\I don't understand how you feel at all.\Or could it be...\that you don't even have feelings?\Huh?\Like, your own opinions. response:	Your froze up in your campaign speech, too.
context: I-I'm sorry. That's not my intention.\And all you do is apologize.\I don't understand how you feel at all.\Or could it be...\that you don't even have feelings?\Huh?\Like, your own opinions.\Your froze up in your campaign speech, too. response:	Did you only run for president because someone told you to?
context: And all you do is apologize.\I don't understand how you feel at all.\Or could it be...\that you don't even have feelings?\Huh?\Like, your own opinions.\Your froze up in your campaign speech, too.\Did you only run for president because someone told you to? response:	Well...
context: I don't understand how you feel at all.\Or could it be...\that you don't even have feelings?\Huh?\Like, your own opinions.\Your froze up in your campaign speech, too.\Did you only run for president because someone told you to?\Well... response:	The truth is, I'm sort of like that, too.
context: Or could it be...\that you don't even have feelings?\Huh?\Like, your own opinions.\Your froze up in your campaign speech, too.\Did you only run for president because someone told you to?\Well...\The truth is, I'm sort of like that, too. response:	You are?
context: that you don't even have feelings?\Huh?\Like, your own opinions.\Your froze up in your campaign speech, too.\Did you only run for president because someone told you to?\Well...\The truth is, I'm sort of like that, too.\You are? response:	The reason I asked you out was because of a dare.
context: Huh?\Like, your own opinions.\Your froze up in your campaign speech, too.\Did you only run for president because someone told you to?\Well...\The truth is, I'm sort of like that, too.\You are?\The reason I asked you out was because of a dare. response:	We thought your silent speech was hilarious,
context: Like, your own opinions.\Your froze up in your campaign speech, too.\Did you only run for president because someone told you to?\Well...\The truth is, I'm sort of like that, too.\You are?\The reason I asked you out was because of a dare.\We thought your silent speech was hilarious, response:	so my friends and I played rock-paper-scissors, and I lost.
context: Your froze up in your campaign speech, too.\Did you only run for president because someone told you to?\Well...\The truth is, I'm sort of like that, too.\You are?\The reason I asked you out was because of a dare.\We thought your silent speech was hilarious,\so my friends and I played rock-paper-scissors, and I lost. response:	I was afraid I'd be a laughingstock if you turned me down,
context: Did you only run for president because someone told you to?\Well...\The truth is, I'm sort of like that, too.\You are?\The reason I asked you out was because of a dare.\We thought your silent speech was hilarious,\so my friends and I played rock-paper-scissors, and I lost.\I was afraid I'd be a laughingstock if you turned me down, response:	but since you started walking home with me, they never found out you actually did.
context: Well...\The truth is, I'm sort of like that, too.\You are?\The reason I asked you out was because of a dare.\We thought your silent speech was hilarious,\so my friends and I played rock-paper-scissors, and I lost.\I was afraid I'd be a laughingstock if you turned me down,\but since you started walking home with me, they never found out you actually did. response:	Thanks.
context: The truth is, I'm sort of like that, too.\You are?\The reason I asked you out was because of a dare.\We thought your silent speech was hilarious,\so my friends and I played rock-paper-scissors, and I lost.\I was afraid I'd be a laughingstock if you turned me down,\but since you started walking home with me, they never found out you actually did.\Thanks. response:	But I figured it was about time I told you.
context: You are?\The reason I asked you out was because of a dare.\We thought your silent speech was hilarious,\so my friends and I played rock-paper-scissors, and I lost.\I was afraid I'd be a laughingstock if you turned me down,\but since you started walking home with me, they never found out you actually did.\Thanks.\But I figured it was about time I told you. response:	Sorry for lying to you for the past week.
context: The reason I asked you out was because of a dare.\We thought your silent speech was hilarious,\so my friends and I played rock-paper-scissors, and I lost.\I was afraid I'd be a laughingstock if you turned me down,\but since you started walking home with me, they never found out you actually did.\Thanks.\But I figured it was about time I told you.\Sorry for lying to you for the past week. response:	A novel? Seriously? You're too funny!
context: We thought your silent speech was hilarious,\so my friends and I played rock-paper-scissors, and I lost.\I was afraid I'd be a laughingstock if you turned me down,\but since you started walking home with me, they never found out you actually did.\Thanks.\But I figured it was about time I told you.\Sorry for lying to you for the past week.\A novel? Seriously? You're too funny! response:	Let me read it!
context: so my friends and I played rock-paper-scissors, and I lost.\I was afraid I'd be a laughingstock if you turned me down,\but since you started walking home with me, they never found out you actually did.\Thanks.\But I figured it was about time I told you.\Sorry for lying to you for the past week.\A novel? Seriously? You're too funny!\Let me read it! response:	Damn, you wrote a lot! What the hell?
context: I was afraid I'd be a laughingstock if you turned me down,\but since you started walking home with me, they never found out you actually did.\Thanks.\But I figured it was about time I told you.\Sorry for lying to you for the past week.\A novel? Seriously? You're too funny!\Let me read it!\Damn, you wrote a lot! What the hell? response:	Hey, come on. Don't just read it like that.
context: but since you started walking home with me, they never found out you actually did.\Thanks.\But I figured it was about time I told you.\Sorry for lying to you for the past week.\A novel? Seriously? You're too funny!\Let me read it!\Damn, you wrote a lot! What the hell?\Hey, come on. Don't just read it like that. response:	It's really embarrassing.
context: Thanks.\But I figured it was about time I told you.\Sorry for lying to you for the past week.\A novel? Seriously? You're too funny!\Let me read it!\Damn, you wrote a lot! What the hell?\Hey, come on. Don't just read it like that.\It's really embarrassing. response:	Are you actually writing this seriously, Emi?
context: But I figured it was about time I told you.\Sorry for lying to you for the past week.\A novel? Seriously? You're too funny!\Let me read it!\Damn, you wrote a lot! What the hell?\Hey, come on. Don't just read it like that.\It's really embarrassing.\Are you actually writing this seriously, Emi? response:	Of course not. I was just a little bored.
context: Sorry for lying to you for the past week.\A novel? Seriously? You're too funny!\Let me read it!\Damn, you wrote a lot! What the hell?\Hey, come on. Don't just read it like that.\It's really embarrassing.\Are you actually writing this seriously, Emi?\Of course not. I was just a little bored. response:	How bored could you possibly be to write this crap?
context: A novel? Seriously? You're too funny!\Let me read it!\Damn, you wrote a lot! What the hell?\Hey, come on. Don't just read it like that.\It's really embarrassing.\Are you actually writing this seriously, Emi?\Of course not. I was just a little bored.\How bored could you possibly be to write this crap? response:	Instead of wasting your time writing this drivel, go to the arcade with us!
context: Let me read it!\Damn, you wrote a lot! What the hell?\Hey, come on. Don't just read it like that.\It's really embarrassing.\Are you actually writing this seriously, Emi?\Of course not. I was just a little bored.\How bored could you possibly be to write this crap?\Instead of wasting your time writing this drivel, go to the arcade with us! response:	It's not like I spend all my time on it.
context: Damn, you wrote a lot! What the hell?\Hey, come on. Don't just read it like that.\It's really embarrassing.\Are you actually writing this seriously, Emi?\Of course not. I was just a little bored.\How bored could you possibly be to write this crap?\Instead of wasting your time writing this drivel, go to the arcade with us!\It's not like I spend all my time on it. response:	Hey, stop that. You're littering.
context: Hey, come on. Don't just read it like that.\It's really embarrassing.\Are you actually writing this seriously, Emi?\Of course not. I was just a little bored.\How bored could you possibly be to write this crap?\Instead of wasting your time writing this drivel, go to the arcade with us!\It's not like I spend all my time on it.\Hey, stop that. You're littering. response:	No, if you're going to do it, make sure it's all ripped up.
context: It's really embarrassing.\Are you actually writing this seriously, Emi?\Of course not. I was just a little bored.\How bored could you possibly be to write this crap?\Instead of wasting your time writing this drivel, go to the arcade with us!\It's not like I spend all my time on it.\Hey, stop that. You're littering.\No, if you're going to do it, make sure it's all ripped up. response:	Stop... that.
context: Are you actually writing this seriously, Emi?\Of course not. I was just a little bored.\How bored could you possibly be to write this crap?\Instead of wasting your time writing this drivel, go to the arcade with us!\It's not like I spend all my time on it.\Hey, stop that. You're littering.\No, if you're going to do it, make sure it's all ripped up.\Stop... that. response:	Who are you?
context: Of course not. I was just a little bored.\How bored could you possibly be to write this crap?\Instead of wasting your time writing this drivel, go to the arcade with us!\It's not like I spend all my time on it.\Hey, stop that. You're littering.\No, if you're going to do it, make sure it's all ripped up.\Stop... that.\Who are you? response:	Kageyama-kun?
context: How bored could you possibly be to write this crap?\Instead of wasting your time writing this drivel, go to the arcade with us!\It's not like I spend all my time on it.\Hey, stop that. You're littering.\No, if you're going to do it, make sure it's all ripped up.\Stop... that.\Who are you?\Kageyama-kun? response:	Oh, hey! It's that guy!
context: Instead of wasting your time writing this drivel, go to the arcade with us!\It's not like I spend all my time on it.\Hey, stop that. You're littering.\No, if you're going to do it, make sure it's all ripped up.\Stop... that.\Who are you?\Kageyama-kun?\Oh, hey! It's that guy! response:	The one who turned statue during his speech!
context: It's not like I spend all my time on it.\Hey, stop that. You're littering.\No, if you're going to do it, make sure it's all ripped up.\Stop... that.\Who are you?\Kageyama-kun?\Oh, hey! It's that guy!\The one who turned statue during his speech! response:	Wow, so he can talk.
context: Hey, stop that. You're littering.\No, if you're going to do it, make sure it's all ripped up.\Stop... that.\Who are you?\Kageyama-kun?\Oh, hey! It's that guy!\The one who turned statue during his speech!\Wow, so he can talk. response:	What the hell's your problem?
context: No, if you're going to do it, make sure it's all ripped up.\Stop... that.\Who are you?\Kageyama-kun?\Oh, hey! It's that guy!\The one who turned statue during his speech!\Wow, so he can talk.\What the hell's your problem? response:	Still think you're dating Emi? She only asked you out on a dare, dude.
context: Stop... that.\Who are you?\Kageyama-kun?\Oh, hey! It's that guy!\The one who turned statue during his speech!\Wow, so he can talk.\What the hell's your problem?\Still think you're dating Emi? She only asked you out on a dare, dude. response:	Hilarious.
context: Who are you?\Kageyama-kun?\Oh, hey! It's that guy!\The one who turned statue during his speech!\Wow, so he can talk.\What the hell's your problem?\Still think you're dating Emi? She only asked you out on a dare, dude.\Hilarious. response:	She's not your girlfriend!
context: Kageyama-kun?\Oh, hey! It's that guy!\The one who turned statue during his speech!\Wow, so he can talk.\What the hell's your problem?\Still think you're dating Emi? She only asked you out on a dare, dude.\Hilarious.\She's not your girlfriend! response:	It's really mean of you to rip up the novel she worked so hard to write.
context: Oh, hey! It's that guy!\The one who turned statue during his speech!\Wow, so he can talk.\What the hell's your problem?\Still think you're dating Emi? She only asked you out on a dare, dude.\Hilarious.\She's not your girlfriend!\It's really mean of you to rip up the novel she worked so hard to write. response:	Huh?
context: The one who turned statue during his speech!\Wow, so he can talk.\What the hell's your problem?\Still think you're dating Emi? She only asked you out on a dare, dude.\Hilarious.\She's not your girlfriend!\It's really mean of you to rip up the novel she worked so hard to write.\Huh? response:	You said it was just to kill time, right?
context: Wow, so he can talk.\What the hell's your problem?\Still think you're dating Emi? She only asked you out on a dare, dude.\Hilarious.\She's not your girlfriend!\It's really mean of you to rip up the novel she worked so hard to write.\Huh?\You said it was just to kill time, right? response:	Y-Yeah. Something like that.
context: What the hell's your problem?\Still think you're dating Emi? She only asked you out on a dare, dude.\Hilarious.\She's not your girlfriend!\It's really mean of you to rip up the novel she worked so hard to write.\Huh?\You said it was just to kill time, right?\Y-Yeah. Something like that. response:	What the hell's your problem? Get a clue.
context: Still think you're dating Emi? She only asked you out on a dare, dude.\Hilarious.\She's not your girlfriend!\It's really mean of you to rip up the novel she worked so hard to write.\Huh?\You said it was just to kill time, right?\Y-Yeah. Something like that.\What the hell's your problem? Get a clue. response:	Scram.
context: Hilarious.\She's not your girlfriend!\It's really mean of you to rip up the novel she worked so hard to write.\Huh?\You said it was just to kill time, right?\Y-Yeah. Something like that.\What the hell's your problem? Get a clue.\Scram. response:	Didn't you hear me? Get outta here!
context: She's not your girlfriend!\It's really mean of you to rip up the novel she worked so hard to write.\Huh?\You said it was just to kill time, right?\Y-Yeah. Something like that.\What the hell's your problem? Get a clue.\Scram.\Didn't you hear me? Get outta here! response:	I don't think this is trash.
context: It's really mean of you to rip up the novel she worked so hard to write.\Huh?\You said it was just to kill time, right?\Y-Yeah. Something like that.\What the hell's your problem? Get a clue.\Scram.\Didn't you hear me? Get outta here!\I don't think this is trash. response:	If you're going to throw it away, I'll take it.
context: Huh?\You said it was just to kill time, right?\Y-Yeah. Something like that.\What the hell's your problem? Get a clue.\Scram.\Didn't you hear me? Get outta here!\I don't think this is trash.\If you're going to throw it away, I'll take it. response:	I made the decision to consider my feelings more.
context: You said it was just to kill time, right?\Y-Yeah. Something like that.\What the hell's your problem? Get a clue.\Scram.\Didn't you hear me? Get outta here!\I don't think this is trash.\If you're going to throw it away, I'll take it.\I made the decision to consider my feelings more. response:	And you need to pick up things you feel are important.
context: Y-Yeah. Something like that.\What the hell's your problem? Get a clue.\Scram.\Didn't you hear me? Get outta here!\I don't think this is trash.\If you're going to throw it away, I'll take it.\I made the decision to consider my feelings more.\And you need to pick up things you feel are important. response:	Wh-What the hell is he talking about?
context: What the hell's your problem? Get a clue.\Scram.\Didn't you hear me? Get outta here!\I don't think this is trash.\If you're going to throw it away, I'll take it.\I made the decision to consider my feelings more.\And you need to pick up things you feel are important.\Wh-What the hell is he talking about? response:	Talk about creepy...
context: Scram.\Didn't you hear me? Get outta here!\I don't think this is trash.\If you're going to throw it away, I'll take it.\I made the decision to consider my feelings more.\And you need to pick up things you feel are important.\Wh-What the hell is he talking about?\Talk about creepy... response:	Emi?!
context: Didn't you hear me? Get outta here!\I don't think this is trash.\If you're going to throw it away, I'll take it.\I made the decision to consider my feelings more.\And you need to pick up things you feel are important.\Wh-What the hell is he talking about?\Talk about creepy...\Emi?! response:	You guys can head home.
context: I don't think this is trash.\If you're going to throw it away, I'll take it.\I made the decision to consider my feelings more.\And you need to pick up things you feel are important.\Wh-What the hell is he talking about?\Talk about creepy...\Emi?!\You guys can head home. response:	Oh, really?
context: If you're going to throw it away, I'll take it.\I made the decision to consider my feelings more.\And you need to pick up things you feel are important.\Wh-What the hell is he talking about?\Talk about creepy...\Emi?!\You guys can head home.\Oh, really? response:	Okay, then.
context: I made the decision to consider my feelings more.\And you need to pick up things you feel are important.\Wh-What the hell is he talking about?\Talk about creepy...\Emi?!\You guys can head home.\Oh, really?\Okay, then. response:	Bye-bye.
context: And you need to pick up things you feel are important.\Wh-What the hell is he talking about?\Talk about creepy...\Emi?!\You guys can head home.\Oh, really?\Okay, then.\Bye-bye. response:	Aw...
context: Wh-What the hell is he talking about?\Talk about creepy...\Emi?!\You guys can head home.\Oh, really?\Okay, then.\Bye-bye.\Aw... response:	What are we even doing?
context: Talk about creepy...\Emi?!\You guys can head home.\Oh, really?\Okay, then.\Bye-bye.\Aw...\What are we even doing? response:	Wanna chase after them?
context: Emi?!\You guys can head home.\Oh, really?\Okay, then.\Bye-bye.\Aw...\What are we even doing?\Wanna chase after them? response:	But... Thank you.
context: You guys can head home.\Oh, really?\Okay, then.\Bye-bye.\Aw...\What are we even doing?\Wanna chase after them?\But... Thank you. response:	No going back...
context: Oh, really?\Okay, then.\Bye-bye.\Aw...\What are we even doing?\Wanna chase after them?\But... Thank you.\No going back... response:	Forget this. I can just write it again.
context: Okay, then.\Bye-bye.\Aw...\What are we even doing?\Wanna chase after them?\But... Thank you.\No going back...\Forget this. I can just write it again. response:	You see...
context: Bye-bye.\Aw...\What are we even doing?\Wanna chase after them?\But... Thank you.\No going back...\Forget this. I can just write it again.\You see... response:	Adventure
context: Aw...\What are we even doing?\Wanna chase after them?\But... Thank you.\No going back...\Forget this. I can just write it again.\You see...\Adventure response:	I happen to be an esper.
context: What are we even doing?\Wanna chase after them?\But... Thank you.\No going back...\Forget this. I can just write it again.\You see...\Adventure\I happen to be an esper. response:	Thank you, Kageyama-kun.
context: Wanna chase after them?\But... Thank you.\No going back...\Forget this. I can just write it again.\You see...\Adventure\I happen to be an esper.\Thank you, Kageyama-kun. response:	Smooth.
context: But... Thank you.\No going back...\Forget this. I can just write it again.\You see...\Adventure\I happen to be an esper.\Thank you, Kageyama-kun.\Smooth. response:	Ripped Apart Someone Is Watching
context: No going back...\Forget this. I can just write it again.\You see...\Adventure\I happen to be an esper.\Thank you, Kageyama-kun.\Smooth.\Ripped Apart Someone Is Watching response:	What? Seriously?
context: Forget this. I can just write it again.\You see...\Adventure\I happen to be an esper.\Thank you, Kageyama-kun.\Smooth.\Ripped Apart Someone Is Watching\What? Seriously? response:	If something that fun was going on, you should've called me!
context: You see...\Adventure\I happen to be an esper.\Thank you, Kageyama-kun.\Smooth.\Ripped Apart Someone Is Watching\What? Seriously?\If something that fun was going on, you should've called me! response:	I never would've expected you to show someone your powers on your own!
context: Adventure\I happen to be an esper.\Thank you, Kageyama-kun.\Smooth.\Ripped Apart Someone Is Watching\What? Seriously?\If something that fun was going on, you should've called me!\I never would've expected you to show someone your powers on your own! response:	So, what happened after that?
context: I happen to be an esper.\Thank you, Kageyama-kun.\Smooth.\Ripped Apart Someone Is Watching\What? Seriously?\If something that fun was going on, you should've called me!\I never would've expected you to show someone your powers on your own!\So, what happened after that? response:	What do you mean?
context: Thank you, Kageyama-kun.\Smooth.\Ripped Apart Someone Is Watching\What? Seriously?\If something that fun was going on, you should've called me!\I never would've expected you to show someone your powers on your own!\So, what happened after that?\What do you mean? response:	With that Emi girl or whatever.
context: Smooth.\Ripped Apart Someone Is Watching\What? Seriously?\If something that fun was going on, you should've called me!\I never would've expected you to show someone your powers on your own!\So, what happened after that?\What do you mean?\With that Emi girl or whatever. response:	Did her attitude toward you change when she saw your powers?
context: Ripped Apart Someone Is Watching\What? Seriously?\If something that fun was going on, you should've called me!\I never would've expected you to show someone your powers on your own!\So, what happened after that?\What do you mean?\With that Emi girl or whatever.\Did her attitude toward you change when she saw your powers? response:	Did she go, I've really fallen for you now, or something like that?
context: What? Seriously?\If something that fun was going on, you should've called me!\I never would've expected you to show someone your powers on your own!\So, what happened after that?\What do you mean?\With that Emi girl or whatever.\Did her attitude toward you change when she saw your powers?\Did she go, I've really fallen for you now, or something like that? response:	That would never happen just because I have psychic powers.
context: If something that fun was going on, you should've called me!\I never would've expected you to show someone your powers on your own!\So, what happened after that?\What do you mean?\With that Emi girl or whatever.\Did her attitude toward you change when she saw your powers?\Did she go, I've really fallen for you now, or something like that?\That would never happen just because I have psychic powers. response:	Really? Is that how it is?
context: I never would've expected you to show someone your powers on your own!\So, what happened after that?\What do you mean?\With that Emi girl or whatever.\Did her attitude toward you change when she saw your powers?\Did she go, I've really fallen for you now, or something like that?\That would never happen just because I have psychic powers.\Really? Is that how it is? response:	Psychic powers, huh...
context: So, what happened after that?\What do you mean?\With that Emi girl or whatever.\Did her attitude toward you change when she saw your powers?\Did she go, I've really fallen for you now, or something like that?\That would never happen just because I have psychic powers.\Really? Is that how it is?\Psychic powers, huh... response:	Kageyama-kun sure is amazing.
context: What do you mean?\With that Emi girl or whatever.\Did her attitude toward you change when she saw your powers?\Did she go, I've really fallen for you now, or something like that?\That would never happen just because I have psychic powers.\Really? Is that how it is?\Psychic powers, huh...\Kageyama-kun sure is amazing. response:	A middle school student... with psychic powers...
context: With that Emi girl or whatever.\Did her attitude toward you change when she saw your powers?\Did she go, I've really fallen for you now, or something like that?\That would never happen just because I have psychic powers.\Really? Is that how it is?\Psychic powers, huh...\Kageyama-kun sure is amazing.\A middle school student... with psychic powers... response:	More importantly, you fell for another love letter?
context: Did her attitude toward you change when she saw your powers?\Did she go, I've really fallen for you now, or something like that?\That would never happen just because I have psychic powers.\Really? Is that how it is?\Psychic powers, huh...\Kageyama-kun sure is amazing.\A middle school student... with psychic powers...\More importantly, you fell for another love letter? response:	Looks like you'll always need an advisor like me, Shigeo!
context: Did she go, I've really fallen for you now, or something like that?\That would never happen just because I have psychic powers.\Really? Is that how it is?\Psychic powers, huh...\Kageyama-kun sure is amazing.\A middle school student... with psychic powers...\More importantly, you fell for another love letter?\Looks like you'll always need an advisor like me, Shigeo! response:	From now on, I'll always stay by your side!
context: That would never happen just because I have psychic powers.\Really? Is that how it is?\Psychic powers, huh...\Kageyama-kun sure is amazing.\A middle school student... with psychic powers...\More importantly, you fell for another love letter?\Looks like you'll always need an advisor like me, Shigeo!\From now on, I'll always stay by your side! response:	That's gross.
context: Really? Is that how it is?\Psychic powers, huh...\Kageyama-kun sure is amazing.\A middle school student... with psychic powers...\More importantly, you fell for another love letter?\Looks like you'll always need an advisor like me, Shigeo!\From now on, I'll always stay by your side!\That's gross. response:	You're not nice to me, but I knew that.
