context: The National High School Karuta Championship Tokyo Regional winner response:	is Mizusawa High School!
context: But she worried that someone might see them together.\The human heart never changes...\Ah, sorry!\I was babbling again!\You know so much, Kana-chan.\I'm used to calling the poems The autumn paddy\and The sight of now.\I really want to win at Omi Jingu, response:	but I don't want to lose sight of the fact that these cards are poetry.
context: The human heart never changes...\Ah, sorry!\I was babbling again!\You know so much, Kana-chan.\I'm used to calling the poems The autumn paddy\and The sight of now.\I really want to win at Omi Jingu,\but I don't want to lose sight of the fact that these cards are poetry. response:	What are you doing?!
context: Ah, sorry!\I was babbling again!\You know so much, Kana-chan.\I'm used to calling the poems The autumn paddy\and The sight of now.\I really want to win at Omi Jingu,\but I don't want to lose sight of the fact that these cards are poetry.\What are you doing?! response:	It's almost time to leave school!
context: I was babbling again!\You know so much, Kana-chan.\I'm used to calling the poems The autumn paddy\and The sight of now.\I really want to win at Omi Jingu,\but I don't want to lose sight of the fact that these cards are poetry.\What are you doing?!\It's almost time to leave school! response:	The Empress!
context: You know so much, Kana-chan.\I'm used to calling the poems The autumn paddy\and The sight of now.\I really want to win at Omi Jingu,\but I don't want to lose sight of the fact that these cards are poetry.\What are you doing?!\It's almost time to leave school!\The Empress! response:	Ms. Miyauchi!
context: I'm used to calling the poems The autumn paddy\and The sight of now.\I really want to win at Omi Jingu,\but I don't want to lose sight of the fact that these cards are poetry.\What are you doing?!\It's almost time to leave school!\The Empress!\Ms. Miyauchi! response:	Clean up and get changed.
context: and The sight of now.\I really want to win at Omi Jingu,\but I don't want to lose sight of the fact that these cards are poetry.\What are you doing?!\It's almost time to leave school!\The Empress!\Ms. Miyauchi!\Clean up and get changed. response:	Y-Yes, ma'am!
context: I really want to win at Omi Jingu,\but I don't want to lose sight of the fact that these cards are poetry.\What are you doing?!\It's almost time to leave school!\The Empress!\Ms. Miyauchi!\Clean up and get changed.\Y-Yes, ma'am! response:	Wh-What are you doing, Ms. Miyauchi?!
context: but I don't want to lose sight of the fact that these cards are poetry.\What are you doing?!\It's almost time to leave school!\The Empress!\Ms. Miyauchi!\Clean up and get changed.\Y-Yes, ma'am!\Wh-What are you doing, Ms. Miyauchi?! response:	Just give it to me.
context: What are you doing?!\It's almost time to leave school!\The Empress!\Ms. Miyauchi!\Clean up and get changed.\Y-Yes, ma'am!\Wh-What are you doing, Ms. Miyauchi?!\Just give it to me. response:	But this is important to us!
context: It's almost time to leave school!\The Empress!\Ms. Miyauchi!\Clean up and get changed.\Y-Yes, ma'am!\Wh-What are you doing, Ms. Miyauchi?!\Just give it to me.\But this is important to us! response:	That's why I'm taking it to the principal's office!
context: The Empress!\Ms. Miyauchi!\Clean up and get changed.\Y-Yes, ma'am!\Wh-What are you doing, Ms. Miyauchi?!\Just give it to me.\But this is important to us!\That's why I'm taking it to the principal's office! response:	Huh?
context: Ms. Miyauchi!\Clean up and get changed.\Y-Yes, ma'am!\Wh-What are you doing, Ms. Miyauchi?!\Just give it to me.\But this is important to us!\That's why I'm taking it to the principal's office!\Huh? response:	I'll put it in the center of the trophy case in front of the principal's office.
context: Clean up and get changed.\Y-Yes, ma'am!\Wh-What are you doing, Ms. Miyauchi?!\Just give it to me.\But this is important to us!\That's why I'm taking it to the principal's office!\Huh?\I'll put it in the center of the trophy case in front of the principal's office. response:	After all, this is a very important trophy.
context: Y-Yes, ma'am!\Wh-What are you doing, Ms. Miyauchi?!\Just give it to me.\But this is important to us!\That's why I'm taking it to the principal's office!\Huh?\I'll put it in the center of the trophy case in front of the principal's office.\After all, this is a very important trophy. response:	Huh?
context: Wh-What are you doing, Ms. Miyauchi?!\Just give it to me.\But this is important to us!\That's why I'm taking it to the principal's office!\Huh?\I'll put it in the center of the trophy case in front of the principal's office.\After all, this is a very important trophy.\Huh? response:	Don't just stand there! Clean everything up!
context: Just give it to me.\But this is important to us!\That's why I'm taking it to the principal's office!\Huh?\I'll put it in the center of the trophy case in front of the principal's office.\After all, this is a very important trophy.\Huh?\Don't just stand there! Clean everything up! response:	Y-Yes, ma'am!
context: But this is important to us!\That's why I'm taking it to the principal's office!\Huh?\I'll put it in the center of the trophy case in front of the principal's office.\After all, this is a very important trophy.\Huh?\Don't just stand there! Clean everything up!\Y-Yes, ma'am! response:	The World of Hundred Poets
context: That's why I'm taking it to the principal's office!\Huh?\I'll put it in the center of the trophy case in front of the principal's office.\After all, this is a very important trophy.\Huh?\Don't just stand there! Clean everything up!\Y-Yes, ma'am!\The World of Hundred Poets response:	Is this what you needed?
context: Huh?\I'll put it in the center of the trophy case in front of the principal's office.\After all, this is a very important trophy.\Huh?\Don't just stand there! Clean everything up!\Y-Yes, ma'am!\The World of Hundred Poets\Is this what you needed? response:	Thank you.
context: I'll put it in the center of the trophy case in front of the principal's office.\After all, this is a very important trophy.\Huh?\Don't just stand there! Clean everything up!\Y-Yes, ma'am!\The World of Hundred Poets\Is this what you needed?\Thank you. response:	I'll need to borrow it for a while.
context: After all, this is a very important trophy.\Huh?\Don't just stand there! Clean everything up!\Y-Yes, ma'am!\The World of Hundred Poets\Is this what you needed?\Thank you.\I'll need to borrow it for a while. response:	Go ahead.
context: Huh?\Don't just stand there! Clean everything up!\Y-Yes, ma'am!\The World of Hundred Poets\Is this what you needed?\Thank you.\I'll need to borrow it for a while.\Go ahead. response:	Mr. Shibata.
context: Don't just stand there! Clean everything up!\Y-Yes, ma'am!\The World of Hundred Poets\Is this what you needed?\Thank you.\I'll need to borrow it for a while.\Go ahead.\Mr. Shibata. response:	Oh, yes?
context: Y-Yes, ma'am!\The World of Hundred Poets\Is this what you needed?\Thank you.\I'll need to borrow it for a while.\Go ahead.\Mr. Shibata.\Oh, yes? response:	I'll be going to Omi Jingu.
context: The World of Hundred Poets\Is this what you needed?\Thank you.\I'll need to borrow it for a while.\Go ahead.\Mr. Shibata.\Oh, yes?\I'll be going to Omi Jingu. response:	You'll have to watch the Birdman Rally on TV.
context: Is this what you needed?\Thank you.\I'll need to borrow it for a while.\Go ahead.\Mr. Shibata.\Oh, yes?\I'll be going to Omi Jingu.\You'll have to watch the Birdman Rally on TV. response:	What?!
context: Thank you.\I'll need to borrow it for a while.\Go ahead.\Mr. Shibata.\Oh, yes?\I'll be going to Omi Jingu.\You'll have to watch the Birdman Rally on TV.\What?! response:	Don't get any ideas. These are all mine.
context: I'll need to borrow it for a while.\Go ahead.\Mr. Shibata.\Oh, yes?\I'll be going to Omi Jingu.\You'll have to watch the Birdman Rally on TV.\What?!\Don't get any ideas. These are all mine. response:	No.
context: Go ahead.\Mr. Shibata.\Oh, yes?\I'll be going to Omi Jingu.\You'll have to watch the Birdman Rally on TV.\What?!\Don't get any ideas. These are all mine.\No. response:	All mine!
context: Mr. Shibata.\Oh, yes?\I'll be going to Omi Jingu.\You'll have to watch the Birdman Rally on TV.\What?!\Don't get any ideas. These are all mine.\No.\All mine! response:	No.
context: Oh, yes?\I'll be going to Omi Jingu.\You'll have to watch the Birdman Rally on TV.\What?!\Don't get any ideas. These are all mine.\No.\All mine!\No. response:	You can buy your own food!
context: I'll be going to Omi Jingu.\You'll have to watch the Birdman Rally on TV.\What?!\Don't get any ideas. These are all mine.\No.\All mine!\No.\You can buy your own food! response:	Oh! Mt. Fuji!
context: You'll have to watch the Birdman Rally on TV.\What?!\Don't get any ideas. These are all mine.\No.\All mine!\No.\You can buy your own food!\Oh! Mt. Fuji! response:	Looks the same as it does in the pictures.
context: What?!\Don't get any ideas. These are all mine.\No.\All mine!\No.\You can buy your own food!\Oh! Mt. Fuji!\Looks the same as it does in the pictures. response:	Mt. Fuji!
context: Don't get any ideas. These are all mine.\No.\All mine!\No.\You can buy your own food!\Oh! Mt. Fuji!\Looks the same as it does in the pictures.\Mt. Fuji! response:	The crimson sunset
context: No.\All mine!\No.\You can buy your own food!\Oh! Mt. Fuji!\Looks the same as it does in the pictures.\Mt. Fuji!\The crimson sunset response:	sets these forbidden fields aglow
context: All mine!\No.\You can buy your own food!\Oh! Mt. Fuji!\Looks the same as it does in the pictures.\Mt. Fuji!\The crimson sunset\sets these forbidden fields aglow response:	Wave not, for the guards may find us
context: No.\You can buy your own food!\Oh! Mt. Fuji!\Looks the same as it does in the pictures.\Mt. Fuji!\The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us response:	Kana-chan...
context: You can buy your own food!\Oh! Mt. Fuji!\Looks the same as it does in the pictures.\Mt. Fuji!\The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us\Kana-chan... response:	Ever since you taught me the meaning,
context: Oh! Mt. Fuji!\Looks the same as it does in the pictures.\Mt. Fuji!\The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us\Kana-chan...\Ever since you taught me the meaning, response:	the Impassionate gods card has been red for me.
context: Looks the same as it does in the pictures.\Mt. Fuji!\The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us\Kana-chan...\Ever since you taught me the meaning,\the Impassionate gods card has been red for me. response:	A bright red marker
context: Mt. Fuji!\The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us\Kana-chan...\Ever since you taught me the meaning,\the Impassionate gods card has been red for me.\A bright red marker response:	in a field of cards...
context: The crimson sunset\sets these forbidden fields aglow\Wave not, for the guards may find us\Kana-chan...\Ever since you taught me the meaning,\the Impassionate gods card has been red for me.\A bright red marker\in a field of cards... response:	Arata! What's Omi Jingu like?
context: sets these forbidden fields aglow\Wave not, for the guards may find us\Kana-chan...\Ever since you taught me the meaning,\the Impassionate gods card has been red for me.\A bright red marker\in a field of cards...\Arata! What's Omi Jingu like? response:	They hold a bunch of big karuta tournaments there, right?
context: Wave not, for the guards may find us\Kana-chan...\Ever since you taught me the meaning,\the Impassionate gods card has been red for me.\A bright red marker\in a field of cards...\Arata! What's Omi Jingu like?\They hold a bunch of big karuta tournaments there, right? response:	You've been there a whole bunch of times, right?
context: Kana-chan...\Ever since you taught me the meaning,\the Impassionate gods card has been red for me.\A bright red marker\in a field of cards...\Arata! What's Omi Jingu like?\They hold a bunch of big karuta tournaments there, right?\You've been there a whole bunch of times, right? response:	What's it like?
context: Ever since you taught me the meaning,\the Impassionate gods card has been red for me.\A bright red marker\in a field of cards...\Arata! What's Omi Jingu like?\They hold a bunch of big karuta tournaments there, right?\You've been there a whole bunch of times, right?\What's it like? response:	It's bright red.
