context: Go Out With Me response:	Ah, those meat balls look tasty!
context: There's no point in going home early.\Sakamachi Kinjirou.\Huh?\Sakama Chicken Jirou.\Like I said, don't call me by my full name.\We have to think of what to call each other.\We have to be friendly with one another or it'll be awkward.\Friendly... response:	Usamin!
context: Sakamachi Kinjirou.\Huh?\Sakama Chicken Jirou.\Like I said, don't call me by my full name.\We have to think of what to call each other.\We have to be friendly with one another or it'll be awkward.\Friendly...\Usamin! response:	Do you want to get kicked off of here?
context: Huh?\Sakama Chicken Jirou.\Like I said, don't call me by my full name.\We have to think of what to call each other.\We have to be friendly with one another or it'll be awkward.\Friendly...\Usamin!\Do you want to get kicked off of here? response:	No, please don't! Really!
context: Sakama Chicken Jirou.\Like I said, don't call me by my full name.\We have to think of what to call each other.\We have to be friendly with one another or it'll be awkward.\Friendly...\Usamin!\Do you want to get kicked off of here?\No, please don't! Really! response:	Hey, until the school festival ends, you and I are dating.
context: Like I said, don't call me by my full name.\We have to think of what to call each other.\We have to be friendly with one another or it'll be awkward.\Friendly...\Usamin!\Do you want to get kicked off of here?\No, please don't! Really!\Hey, until the school festival ends, you and I are dating. response:	Which means we're lovers right?
context: We have to think of what to call each other.\We have to be friendly with one another or it'll be awkward.\Friendly...\Usamin!\Do you want to get kicked off of here?\No, please don't! Really!\Hey, until the school festival ends, you and I are dating.\Which means we're lovers right? response:	Then promise me one thing.
context: We have to be friendly with one another or it'll be awkward.\Friendly...\Usamin!\Do you want to get kicked off of here?\No, please don't! Really!\Hey, until the school festival ends, you and I are dating.\Which means we're lovers right?\Then promise me one thing. response:	Promise?
context: Friendly...\Usamin!\Do you want to get kicked off of here?\No, please don't! Really!\Hey, until the school festival ends, you and I are dating.\Which means we're lovers right?\Then promise me one thing.\Promise? response:	No matter what happens...
context: Usamin!\Do you want to get kicked off of here?\No, please don't! Really!\Hey, until the school festival ends, you and I are dating.\Which means we're lovers right?\Then promise me one thing.\Promise?\No matter what happens... response:	Believe in me.
context: Do you want to get kicked off of here?\No, please don't! Really!\Hey, until the school festival ends, you and I are dating.\Which means we're lovers right?\Then promise me one thing.\Promise?\No matter what happens...\Believe in me. response:	Huh?
context: No, please don't! Really!\Hey, until the school festival ends, you and I are dating.\Which means we're lovers right?\Then promise me one thing.\Promise?\No matter what happens...\Believe in me.\Huh? response:	I'll believe in you too.
context: Hey, until the school festival ends, you and I are dating.\Which means we're lovers right?\Then promise me one thing.\Promise?\No matter what happens...\Believe in me.\Huh?\I'll believe in you too. response:	So...
context: Which means we're lovers right?\Then promise me one thing.\Promise?\No matter what happens...\Believe in me.\Huh?\I'll believe in you too.\So... response:	Believe in me.
context: Then promise me one thing.\Promise?\No matter what happens...\Believe in me.\Huh?\I'll believe in you too.\So...\Believe in me. response:	Okay, I'll believe in you.
context: Promise?\No matter what happens...\Believe in me.\Huh?\I'll believe in you too.\So...\Believe in me.\Okay, I'll believe in you. response:	Hey.
context: No matter what happens...\Believe in me.\Huh?\I'll believe in you too.\So...\Believe in me.\Okay, I'll believe in you.\Hey. response:	Usami is fine.
context: Believe in me.\Huh?\I'll believe in you too.\So...\Believe in me.\Okay, I'll believe in you.\Hey.\Usami is fine. response:	Eh?
context: Huh?\I'll believe in you too.\So...\Believe in me.\Okay, I'll believe in you.\Hey.\Usami is fine.\Eh? response:	Call me by that name.
context: I'll believe in you too.\So...\Believe in me.\Okay, I'll believe in you.\Hey.\Usami is fine.\Eh?\Call me by that name. response:	You don't need to add the honorifics.
context: So...\Believe in me.\Okay, I'll believe in you.\Hey.\Usami is fine.\Eh?\Call me by that name.\You don't need to add the honorifics. response:	Friendly?
context: Believe in me.\Okay, I'll believe in you.\Hey.\Usami is fine.\Eh?\Call me by that name.\You don't need to add the honorifics.\Friendly? response:	That's fine with me.
context: Okay, I'll believe in you.\Hey.\Usami is fine.\Eh?\Call me by that name.\You don't need to add the honorifics.\Friendly?\That's fine with me. response:	You're Idiot-chicken.
context: Hey.\Usami is fine.\Eh?\Call me by that name.\You don't need to add the honorifics.\Friendly?\That's fine with me.\You're Idiot-chicken. response:	Huh?
context: Usami is fine.\Eh?\Call me by that name.\You don't need to add the honorifics.\Friendly?\That's fine with me.\You're Idiot-chicken.\Huh? response:	Idiot-chicken.
context: Eh?\Call me by that name.\You don't need to add the honorifics.\Friendly?\That's fine with me.\You're Idiot-chicken.\Huh?\Idiot-chicken. response:	Being an idiot and a chicken, doesn't that suit you perfectly?
context: Call me by that name.\You don't need to add the honorifics.\Friendly?\That's fine with me.\You're Idiot-chicken.\Huh?\Idiot-chicken.\Being an idiot and a chicken, doesn't that suit you perfectly? response:	What about it suits me perfectly?
context: You don't need to add the honorifics.\Friendly?\That's fine with me.\You're Idiot-chicken.\Huh?\Idiot-chicken.\Being an idiot and a chicken, doesn't that suit you perfectly?\What about it suits me perfectly? response:	I'll be counting on you Idiot-chicken.
context: Friendly?\That's fine with me.\You're Idiot-chicken.\Huh?\Idiot-chicken.\Being an idiot and a chicken, doesn't that suit you perfectly?\What about it suits me perfectly?\I'll be counting on you Idiot-chicken. response:	That's name-calling!
context: That's fine with me.\You're Idiot-chicken.\Huh?\Idiot-chicken.\Being an idiot and a chicken, doesn't that suit you perfectly?\What about it suits me perfectly?\I'll be counting on you Idiot-chicken.\That's name-calling! response:	Hey, Jirou-kun.
context: You're Idiot-chicken.\Huh?\Idiot-chicken.\Being an idiot and a chicken, doesn't that suit you perfectly?\What about it suits me perfectly?\I'll be counting on you Idiot-chicken.\That's name-calling!\Hey, Jirou-kun. response:	I want to do something that starts with S.
context: Huh?\Idiot-chicken.\Being an idiot and a chicken, doesn't that suit you perfectly?\What about it suits me perfectly?\I'll be counting on you Idiot-chicken.\That's name-calling!\Hey, Jirou-kun.\I want to do something that starts with S. response:	Start the laundry?
context: Idiot-chicken.\Being an idiot and a chicken, doesn't that suit you perfectly?\What about it suits me perfectly?\I'll be counting on you Idiot-chicken.\That's name-calling!\Hey, Jirou-kun.\I want to do something that starts with S.\Start the laundry? response:	What are you saying?
context: Being an idiot and a chicken, doesn't that suit you perfectly?\What about it suits me perfectly?\I'll be counting on you Idiot-chicken.\That's name-calling!\Hey, Jirou-kun.\I want to do something that starts with S.\Start the laundry?\What are you saying? response:	Something more tempting.
context: What about it suits me perfectly?\I'll be counting on you Idiot-chicken.\That's name-calling!\Hey, Jirou-kun.\I want to do something that starts with S.\Start the laundry?\What are you saying?\Something more tempting. response:	Shakespeare!
context: I'll be counting on you Idiot-chicken.\That's name-calling!\Hey, Jirou-kun.\I want to do something that starts with S.\Start the laundry?\What are you saying?\Something more tempting.\Shakespeare! response:	Something more exciting.
context: That's name-calling!\Hey, Jirou-kun.\I want to do something that starts with S.\Start the laundry?\What are you saying?\Something more tempting.\Shakespeare!\Something more exciting. response:	Um... sexual harassment?
context: Hey, Jirou-kun.\I want to do something that starts with S.\Start the laundry?\What are you saying?\Something more tempting.\Shakespeare!\Something more exciting.\Um... sexual harassment? response:	I'm already doing that to you.
context: I want to do something that starts with S.\Start the laundry?\What are you saying?\Something more tempting.\Shakespeare!\Something more exciting.\Um... sexual harassment?\I'm already doing that to you. response:	You are?!
context: Start the laundry?\What are you saying?\Something more tempting.\Shakespeare!\Something more exciting.\Um... sexual harassment?\I'm already doing that to you.\You are?! response:	I'm sure you don't have personal experience...
context: What are you saying?\Something more tempting.\Shakespeare!\Something more exciting.\Um... sexual harassment?\I'm already doing that to you.\You are?!\I'm sure you don't have personal experience... response:	You don't mean...
context: Something more tempting.\Shakespeare!\Something more exciting.\Um... sexual harassment?\I'm already doing that to you.\You are?!\I'm sure you don't have personal experience...\You don't mean... response:	Se-Se-!
context: Shakespeare!\Something more exciting.\Um... sexual harassment?\I'm already doing that to you.\You are?!\I'm sure you don't have personal experience...\You don't mean...\Se-Se-! response:	The Sixth Story: Let's Start a War.
context: Something more exciting.\Um... sexual harassment?\I'm already doing that to you.\You are?!\I'm sure you don't have personal experience...\You don't mean...\Se-Se-!\The Sixth Story: Let's Start a War. response:	Let's Start a War
context: Um... sexual harassment?\I'm already doing that to you.\You are?!\I'm sure you don't have personal experience...\You don't mean...\Se-Se-!\The Sixth Story: Let's Start a War.\Let's Start a War response:	Let's Start a War
