context: Kichijouji, huh? response:	Hachiouji, where Azuki is living, is still another thirty minutes away by train.
context: Everyone's a sensei after they've had their debut.\Well in that case, the only one here who's not a sensei is Nakai-san.\It's too bad.\Eh? I can't believe he said that, and he's laughing!\Anyway!\You need to stop worrying about having fun yourself and start thinking about the reader's feelings.\Oh, the reader's feelings, huh?\Maybe something more heart-pounding and exciting... response:	He's right! Make a proper climax in that chapter,
context: Well in that case, the only one here who's not a sensei is Nakai-san.\It's too bad.\Eh? I can't believe he said that, and he's laughing!\Anyway!\You need to stop worrying about having fun yourself and start thinking about the reader's feelings.\Oh, the reader's feelings, huh?\Maybe something more heart-pounding and exciting...\He's right! Make a proper climax in that chapter, response:	and end it with some cliffhanger that'll make the readers want to keep reading.
context: It's too bad.\Eh? I can't believe he said that, and he's laughing!\Anyway!\You need to stop worrying about having fun yourself and start thinking about the reader's feelings.\Oh, the reader's feelings, huh?\Maybe something more heart-pounding and exciting...\He's right! Make a proper climax in that chapter,\and end it with some cliffhanger that'll make the readers want to keep reading. response:	Ooh! Exciting, nervous, heart-pounding...
context: Eh? I can't believe he said that, and he's laughing!\Anyway!\You need to stop worrying about having fun yourself and start thinking about the reader's feelings.\Oh, the reader's feelings, huh?\Maybe something more heart-pounding and exciting...\He's right! Make a proper climax in that chapter,\and end it with some cliffhanger that'll make the readers want to keep reading.\Ooh! Exciting, nervous, heart-pounding... response:	Climax! Cliffhanger! Unpredictability!
context: Anyway!\You need to stop worrying about having fun yourself and start thinking about the reader's feelings.\Oh, the reader's feelings, huh?\Maybe something more heart-pounding and exciting...\He's right! Make a proper climax in that chapter,\and end it with some cliffhanger that'll make the readers want to keep reading.\Ooh! Exciting, nervous, heart-pounding...\Climax! Cliffhanger! Unpredictability! response:	I didn't say unpredictability, but...
context: You need to stop worrying about having fun yourself and start thinking about the reader's feelings.\Oh, the reader's feelings, huh?\Maybe something more heart-pounding and exciting...\He's right! Make a proper climax in that chapter,\and end it with some cliffhanger that'll make the readers want to keep reading.\Ooh! Exciting, nervous, heart-pounding...\Climax! Cliffhanger! Unpredictability!\I didn't say unpredictability, but... response:	That'd be something good to have, though!
context: Oh, the reader's feelings, huh?\Maybe something more heart-pounding and exciting...\He's right! Make a proper climax in that chapter,\and end it with some cliffhanger that'll make the readers want to keep reading.\Ooh! Exciting, nervous, heart-pounding...\Climax! Cliffhanger! Unpredictability!\I didn't say unpredictability, but...\That'd be something good to have, though! response:	The answer is cliche.
context: Maybe something more heart-pounding and exciting...\He's right! Make a proper climax in that chapter,\and end it with some cliffhanger that'll make the readers want to keep reading.\Ooh! Exciting, nervous, heart-pounding...\Climax! Cliffhanger! Unpredictability!\I didn't say unpredictability, but...\That'd be something good to have, though!\The answer is cliche. response:	Not like inking something black, but like something that reappears all the time!
context: He's right! Make a proper climax in that chapter,\and end it with some cliffhanger that'll make the readers want to keep reading.\Ooh! Exciting, nervous, heart-pounding...\Climax! Cliffhanger! Unpredictability!\I didn't say unpredictability, but...\That'd be something good to have, though!\The answer is cliche.\Not like inking something black, but like something that reappears all the time! response:	TL Note: In Japanese, these two words are homonyms. Both filling in something without gaps and cliche are called beta.
context: and end it with some cliffhanger that'll make the readers want to keep reading.\Ooh! Exciting, nervous, heart-pounding...\Climax! Cliffhanger! Unpredictability!\I didn't say unpredictability, but...\That'd be something good to have, though!\The answer is cliche.\Not like inking something black, but like something that reappears all the time!\TL Note: In Japanese, these two words are homonyms. Both filling in something without gaps and cliche are called beta. response:	Like how cliche equals the opposite of unpredictability. Excitement too!
context: Ooh! Exciting, nervous, heart-pounding...\Climax! Cliffhanger! Unpredictability!\I didn't say unpredictability, but...\That'd be something good to have, though!\The answer is cliche.\Not like inking something black, but like something that reappears all the time!\TL Note: In Japanese, these two words are homonyms. Both filling in something without gaps and cliche are called beta.\Like how cliche equals the opposite of unpredictability. Excitement too! response:	If you end it with the enemies beaten, it's always the same!
context: Climax! Cliffhanger! Unpredictability!\I didn't say unpredictability, but...\That'd be something good to have, though!\The answer is cliche.\Not like inking something black, but like something that reappears all the time!\TL Note: In Japanese, these two words are homonyms. Both filling in something without gaps and cliche are called beta.\Like how cliche equals the opposite of unpredictability. Excitement too!\If you end it with the enemies beaten, it's always the same! response:	I'll change the enemy character, make him stronger, but then make it turn out he's really an ally.
context: I didn't say unpredictability, but...\That'd be something good to have, though!\The answer is cliche.\Not like inking something black, but like something that reappears all the time!\TL Note: In Japanese, these two words are homonyms. Both filling in something without gaps and cliche are called beta.\Like how cliche equals the opposite of unpredictability. Excitement too!\If you end it with the enemies beaten, it's always the same!\I'll change the enemy character, make him stronger, but then make it turn out he's really an ally. response:	Yeah, I think that sounds good.
context: That'd be something good to have, though!\The answer is cliche.\Not like inking something black, but like something that reappears all the time!\TL Note: In Japanese, these two words are homonyms. Both filling in something without gaps and cliche are called beta.\Like how cliche equals the opposite of unpredictability. Excitement too!\If you end it with the enemies beaten, it's always the same!\I'll change the enemy character, make him stronger, but then make it turn out he's really an ally.\Yeah, I think that sounds good. response:	It's definitely cliche, but it's the kind of plot development that'll get the reader's blood pumping.
context: The answer is cliche.\Not like inking something black, but like something that reappears all the time!\TL Note: In Japanese, these two words are homonyms. Both filling in something without gaps and cliche are called beta.\Like how cliche equals the opposite of unpredictability. Excitement too!\If you end it with the enemies beaten, it's always the same!\I'll change the enemy character, make him stronger, but then make it turn out he's really an ally.\Yeah, I think that sounds good.\It's definitely cliche, but it's the kind of plot development that'll get the reader's blood pumping. response:	Standby! And the music starts!
context: Not like inking something black, but like something that reappears all the time!\TL Note: In Japanese, these two words are homonyms. Both filling in something without gaps and cliche are called beta.\Like how cliche equals the opposite of unpredictability. Excitement too!\If you end it with the enemies beaten, it's always the same!\I'll change the enemy character, make him stronger, but then make it turn out he's really an ally.\Yeah, I think that sounds good.\It's definitely cliche, but it's the kind of plot development that'll get the reader's blood pumping.\Standby! And the music starts! response:	Don't just start off with the manuscript!
context: TL Note: In Japanese, these two words are homonyms. Both filling in something without gaps and cliche are called beta.\Like how cliche equals the opposite of unpredictability. Excitement too!\If you end it with the enemies beaten, it's always the same!\I'll change the enemy character, make him stronger, but then make it turn out he's really an ally.\Yeah, I think that sounds good.\It's definitely cliche, but it's the kind of plot development that'll get the reader's blood pumping.\Standby! And the music starts!\Don't just start off with the manuscript! response:	I don't like names...
context: Like how cliche equals the opposite of unpredictability. Excitement too!\If you end it with the enemies beaten, it's always the same!\I'll change the enemy character, make him stronger, but then make it turn out he's really an ally.\Yeah, I think that sounds good.\It's definitely cliche, but it's the kind of plot development that'll get the reader's blood pumping.\Standby! And the music starts!\Don't just start off with the manuscript!\I don't like names... response:	We told you, that's no good!
context: If you end it with the enemies beaten, it's always the same!\I'll change the enemy character, make him stronger, but then make it turn out he's really an ally.\Yeah, I think that sounds good.\It's definitely cliche, but it's the kind of plot development that'll get the reader's blood pumping.\Standby! And the music starts!\Don't just start off with the manuscript!\I don't like names...\We told you, that's no good! response:	We gave you advice, so we have a right to see if what you come up with is interesting or not!
context: I'll change the enemy character, make him stronger, but then make it turn out he's really an ally.\Yeah, I think that sounds good.\It's definitely cliche, but it's the kind of plot development that'll get the reader's blood pumping.\Standby! And the music starts!\Don't just start off with the manuscript!\I don't like names...\We told you, that's no good!\We gave you advice, so we have a right to see if what you come up with is interesting or not! response:	Okay... I get it.
context: Yeah, I think that sounds good.\It's definitely cliche, but it's the kind of plot development that'll get the reader's blood pumping.\Standby! And the music starts!\Don't just start off with the manuscript!\I don't like names...\We told you, that's no good!\We gave you advice, so we have a right to see if what you come up with is interesting or not!\Okay... I get it. response:	Gacha-pinch!
context: It's definitely cliche, but it's the kind of plot development that'll get the reader's blood pumping.\Standby! And the music starts!\Don't just start off with the manuscript!\I don't like names...\We told you, that's no good!\We gave you advice, so we have a right to see if what you come up with is interesting or not!\Okay... I get it.\Gacha-pinch! response:	Monster!
context: Standby! And the music starts!\Don't just start off with the manuscript!\I don't like names...\We told you, that's no good!\We gave you advice, so we have a right to see if what you come up with is interesting or not!\Okay... I get it.\Gacha-pinch!\Monster! response:	I'm done. That was fast for nineteen whole pages.
context: Don't just start off with the manuscript!\I don't like names...\We told you, that's no good!\We gave you advice, so we have a right to see if what you come up with is interesting or not!\Okay... I get it.\Gacha-pinch!\Monster!\I'm done. That was fast for nineteen whole pages. response:	You're telling me.
context: I don't like names...\We told you, that's no good!\We gave you advice, so we have a right to see if what you come up with is interesting or not!\Okay... I get it.\Gacha-pinch!\Monster!\I'm done. That was fast for nineteen whole pages.\You're telling me. response:	It's no use...
context: We told you, that's no good!\We gave you advice, so we have a right to see if what you come up with is interesting or not!\Okay... I get it.\Gacha-pinch!\Monster!\I'm done. That was fast for nineteen whole pages.\You're telling me.\It's no use... response:	He did it too fast. I couldn't analyze what his thought process was or how he organized it.
context: We gave you advice, so we have a right to see if what you come up with is interesting or not!\Okay... I get it.\Gacha-pinch!\Monster!\I'm done. That was fast for nineteen whole pages.\You're telling me.\It's no use...\He did it too fast. I couldn't analyze what his thought process was or how he organized it. response:	How is it?
context: Okay... I get it.\Gacha-pinch!\Monster!\I'm done. That was fast for nineteen whole pages.\You're telling me.\It's no use...\He did it too fast. I couldn't analyze what his thought process was or how he organized it.\How is it? response:	Yeah, it's better.
context: Gacha-pinch!\Monster!\I'm done. That was fast for nineteen whole pages.\You're telling me.\It's no use...\He did it too fast. I couldn't analyze what his thought process was or how he organized it.\How is it?\Yeah, it's better. response:	True standby on the music!
context: Monster!\I'm done. That was fast for nineteen whole pages.\You're telling me.\It's no use...\He did it too fast. I couldn't analyze what his thought process was or how he organized it.\How is it?\Yeah, it's better.\True standby on the music! response:	With all that advice, he did this much in such a short time...
context: I'm done. That was fast for nineteen whole pages.\You're telling me.\It's no use...\He did it too fast. I couldn't analyze what his thought process was or how he organized it.\How is it?\Yeah, it's better.\True standby on the music!\With all that advice, he did this much in such a short time... response:	He may be a genius in a number of ways.
context: You're telling me.\It's no use...\He did it too fast. I couldn't analyze what his thought process was or how he organized it.\How is it?\Yeah, it's better.\True standby on the music!\With all that advice, he did this much in such a short time...\He may be a genius in a number of ways. response:	I'll definitely surpass him though.
context: It's no use...\He did it too fast. I couldn't analyze what his thought process was or how he organized it.\How is it?\Yeah, it's better.\True standby on the music!\With all that advice, he did this much in such a short time...\He may be a genius in a number of ways.\I'll definitely surpass him though. response:	There's got to be something I can take from that kind of genius.
context: He did it too fast. I couldn't analyze what his thought process was or how he organized it.\How is it?\Yeah, it's better.\True standby on the music!\With all that advice, he did this much in such a short time...\He may be a genius in a number of ways.\I'll definitely surpass him though.\There's got to be something I can take from that kind of genius. response:	By the way, you could probably do the whole thing on your own, couldn't you, Mashiro-kun?
context: How is it?\Yeah, it's better.\True standby on the music!\With all that advice, he did this much in such a short time...\He may be a genius in a number of ways.\I'll definitely surpass him though.\There's got to be something I can take from that kind of genius.\By the way, you could probably do the whole thing on your own, couldn't you, Mashiro-kun? response:	From what I saw, you know quite a lot about manga. Believe me, I can tell.
context: Yeah, it's better.\True standby on the music!\With all that advice, he did this much in such a short time...\He may be a genius in a number of ways.\I'll definitely surpass him though.\There's got to be something I can take from that kind of genius.\By the way, you could probably do the whole thing on your own, couldn't you, Mashiro-kun?\From what I saw, you know quite a lot about manga. Believe me, I can tell. response:	And if two people are doing it, that halves your income. I hear that can be tough.
context: True standby on the music!\With all that advice, he did this much in such a short time...\He may be a genius in a number of ways.\I'll definitely surpass him though.\There's got to be something I can take from that kind of genius.\By the way, you could probably do the whole thing on your own, couldn't you, Mashiro-kun?\From what I saw, you know quite a lot about manga. Believe me, I can tell.\And if two people are doing it, that halves your income. I hear that can be tough. response:	No, we're doing it together.
context: With all that advice, he did this much in such a short time...\He may be a genius in a number of ways.\I'll definitely surpass him though.\There's got to be something I can take from that kind of genius.\By the way, you could probably do the whole thing on your own, couldn't you, Mashiro-kun?\From what I saw, you know quite a lot about manga. Believe me, I can tell.\And if two people are doing it, that halves your income. I hear that can be tough.\No, we're doing it together. response:	My partner is far better at making stories than I am.
context: He may be a genius in a number of ways.\I'll definitely surpass him though.\There's got to be something I can take from that kind of genius.\By the way, you could probably do the whole thing on your own, couldn't you, Mashiro-kun?\From what I saw, you know quite a lot about manga. Believe me, I can tell.\And if two people are doing it, that halves your income. I hear that can be tough.\No, we're doing it together.\My partner is far better at making stories than I am. response:	Well, I'm heading home.
context: I'll definitely surpass him though.\There's got to be something I can take from that kind of genius.\By the way, you could probably do the whole thing on your own, couldn't you, Mashiro-kun?\From what I saw, you know quite a lot about manga. Believe me, I can tell.\And if two people are doing it, that halves your income. I hear that can be tough.\No, we're doing it together.\My partner is far better at making stories than I am.\Well, I'm heading home. response:	Niizuma-sensei, it looks like you'll be redoing that whole thing, so I'm taking off for the day.
context: There's got to be something I can take from that kind of genius.\By the way, you could probably do the whole thing on your own, couldn't you, Mashiro-kun?\From what I saw, you know quite a lot about manga. Believe me, I can tell.\And if two people are doing it, that halves your income. I hear that can be tough.\No, we're doing it together.\My partner is far better at making stories than I am.\Well, I'm heading home.\Niizuma-sensei, it looks like you'll be redoing that whole thing, so I'm taking off for the day. response:	I'll be here at 3 PM tomorrow.
context: By the way, you could probably do the whole thing on your own, couldn't you, Mashiro-kun?\From what I saw, you know quite a lot about manga. Believe me, I can tell.\And if two people are doing it, that halves your income. I hear that can be tough.\No, we're doing it together.\My partner is far better at making stories than I am.\Well, I'm heading home.\Niizuma-sensei, it looks like you'll be redoing that whole thing, so I'm taking off for the day.\I'll be here at 3 PM tomorrow. response:	Ah, okay! I'll be half done by then!
context: From what I saw, you know quite a lot about manga. Believe me, I can tell.\And if two people are doing it, that halves your income. I hear that can be tough.\No, we're doing it together.\My partner is far better at making stories than I am.\Well, I'm heading home.\Niizuma-sensei, it looks like you'll be redoing that whole thing, so I'm taking off for the day.\I'll be here at 3 PM tomorrow.\Ah, okay! I'll be half done by then! response:	Ashirogi-sensei and Nakai-san won't have anything to do until tomorrow afternoon either.
context: And if two people are doing it, that halves your income. I hear that can be tough.\No, we're doing it together.\My partner is far better at making stories than I am.\Well, I'm heading home.\Niizuma-sensei, it looks like you'll be redoing that whole thing, so I'm taking off for the day.\I'll be here at 3 PM tomorrow.\Ah, okay! I'll be half done by then!\Ashirogi-sensei and Nakai-san won't have anything to do until tomorrow afternoon either. response:	One more thing.
context: No, we're doing it together.\My partner is far better at making stories than I am.\Well, I'm heading home.\Niizuma-sensei, it looks like you'll be redoing that whole thing, so I'm taking off for the day.\I'll be here at 3 PM tomorrow.\Ah, okay! I'll be half done by then!\Ashirogi-sensei and Nakai-san won't have anything to do until tomorrow afternoon either.\One more thing. response:	Leave the backgrounds to us.
context: My partner is far better at making stories than I am.\Well, I'm heading home.\Niizuma-sensei, it looks like you'll be redoing that whole thing, so I'm taking off for the day.\I'll be here at 3 PM tomorrow.\Ah, okay! I'll be half done by then!\Ashirogi-sensei and Nakai-san won't have anything to do until tomorrow afternoon either.\One more thing.\Leave the backgrounds to us. response:	In the time it'd take you to do the scenery and the effects,
context: Well, I'm heading home.\Niizuma-sensei, it looks like you'll be redoing that whole thing, so I'm taking off for the day.\I'll be here at 3 PM tomorrow.\Ah, okay! I'll be half done by then!\Ashirogi-sensei and Nakai-san won't have anything to do until tomorrow afternoon either.\One more thing.\Leave the backgrounds to us.\In the time it'd take you to do the scenery and the effects, response:	you'd be way better off spending it thinking about what to do for the story.
context: Niizuma-sensei, it looks like you'll be redoing that whole thing, so I'm taking off for the day.\I'll be here at 3 PM tomorrow.\Ah, okay! I'll be half done by then!\Ashirogi-sensei and Nakai-san won't have anything to do until tomorrow afternoon either.\One more thing.\Leave the backgrounds to us.\In the time it'd take you to do the scenery and the effects,\you'd be way better off spending it thinking about what to do for the story. response:	Mm... But I'm more of an instinct-type.
context: I'll be here at 3 PM tomorrow.\Ah, okay! I'll be half done by then!\Ashirogi-sensei and Nakai-san won't have anything to do until tomorrow afternoon either.\One more thing.\Leave the backgrounds to us.\In the time it'd take you to do the scenery and the effects,\you'd be way better off spending it thinking about what to do for the story.\Mm... But I'm more of an instinct-type. response:	I, too, believe that taking more time to think about the subject matter would make your works better.
context: Ah, okay! I'll be half done by then!\Ashirogi-sensei and Nakai-san won't have anything to do until tomorrow afternoon either.\One more thing.\Leave the backgrounds to us.\In the time it'd take you to do the scenery and the effects,\you'd be way better off spending it thinking about what to do for the story.\Mm... But I'm more of an instinct-type.\I, too, believe that taking more time to think about the subject matter would make your works better. response:	Plus, you've got Nakai-san, don't you?
context: Ashirogi-sensei and Nakai-san won't have anything to do until tomorrow afternoon either.\One more thing.\Leave the backgrounds to us.\In the time it'd take you to do the scenery and the effects,\you'd be way better off spending it thinking about what to do for the story.\Mm... But I'm more of an instinct-type.\I, too, believe that taking more time to think about the subject matter would make your works better.\Plus, you've got Nakai-san, don't you? response:	Nakai-san's been an assistant for over ten years.
context: One more thing.\Leave the backgrounds to us.\In the time it'd take you to do the scenery and the effects,\you'd be way better off spending it thinking about what to do for the story.\Mm... But I'm more of an instinct-type.\I, too, believe that taking more time to think about the subject matter would make your works better.\Plus, you've got Nakai-san, don't you?\Nakai-san's been an assistant for over ten years. response:	If you're just talking about backgrounds, he can draw even better than Niizuma-kun.
context: Leave the backgrounds to us.\In the time it'd take you to do the scenery and the effects,\you'd be way better off spending it thinking about what to do for the story.\Mm... But I'm more of an instinct-type.\I, too, believe that taking more time to think about the subject matter would make your works better.\Plus, you've got Nakai-san, don't you?\Nakai-san's been an assistant for over ten years.\If you're just talking about backgrounds, he can draw even better than Niizuma-kun. response:	And his technique's not bad either.
context: In the time it'd take you to do the scenery and the effects,\you'd be way better off spending it thinking about what to do for the story.\Mm... But I'm more of an instinct-type.\I, too, believe that taking more time to think about the subject matter would make your works better.\Plus, you've got Nakai-san, don't you?\Nakai-san's been an assistant for over ten years.\If you're just talking about backgrounds, he can draw even better than Niizuma-kun.\And his technique's not bad either. response:	Isn't that right, Nakai-san?
context: you'd be way better off spending it thinking about what to do for the story.\Mm... But I'm more of an instinct-type.\I, too, believe that taking more time to think about the subject matter would make your works better.\Plus, you've got Nakai-san, don't you?\Nakai-san's been an assistant for over ten years.\If you're just talking about backgrounds, he can draw even better than Niizuma-kun.\And his technique's not bad either.\Isn't that right, Nakai-san? response:	Yeah!
context: Mm... But I'm more of an instinct-type.\I, too, believe that taking more time to think about the subject matter would make your works better.\Plus, you've got Nakai-san, don't you?\Nakai-san's been an assistant for over ten years.\If you're just talking about backgrounds, he can draw even better than Niizuma-kun.\And his technique's not bad either.\Isn't that right, Nakai-san?\Yeah! response:	I can draw anything or any place from any angle without any reference.
context: I, too, believe that taking more time to think about the subject matter would make your works better.\Plus, you've got Nakai-san, don't you?\Nakai-san's been an assistant for over ten years.\If you're just talking about backgrounds, he can draw even better than Niizuma-kun.\And his technique's not bad either.\Isn't that right, Nakai-san?\Yeah!\I can draw anything or any place from any angle without any reference. response:	And with effects, fill-in inked flashes or tone flashes,
context: Plus, you've got Nakai-san, don't you?\Nakai-san's been an assistant for over ten years.\If you're just talking about backgrounds, he can draw even better than Niizuma-kun.\And his technique's not bad either.\Isn't that right, Nakai-san?\Yeah!\I can draw anything or any place from any angle without any reference.\And with effects, fill-in inked flashes or tone flashes, response:	I'm faster than anyone!
context: Nakai-san's been an assistant for over ten years.\If you're just talking about backgrounds, he can draw even better than Niizuma-kun.\And his technique's not bad either.\Isn't that right, Nakai-san?\Yeah!\I can draw anything or any place from any angle without any reference.\And with effects, fill-in inked flashes or tone flashes,\I'm faster than anyone! response:	That's not something to be proud of for someone who's trying to get serialized, though.
context: If you're just talking about backgrounds, he can draw even better than Niizuma-kun.\And his technique's not bad either.\Isn't that right, Nakai-san?\Yeah!\I can draw anything or any place from any angle without any reference.\And with effects, fill-in inked flashes or tone flashes,\I'm faster than anyone!\That's not something to be proud of for someone who's trying to get serialized, though. response:	Whoa, I've got to go home and get to sleep. I've got a part time job too.
context: And his technique's not bad either.\Isn't that right, Nakai-san?\Yeah!\I can draw anything or any place from any angle without any reference.\And with effects, fill-in inked flashes or tone flashes,\I'm faster than anyone!\That's not something to be proud of for someone who's trying to get serialized, though.\Whoa, I've got to go home and get to sleep. I've got a part time job too. response:	Part time job?
context: Isn't that right, Nakai-san?\Yeah!\I can draw anything or any place from any angle without any reference.\And with effects, fill-in inked flashes or tone flashes,\I'm faster than anyone!\That's not something to be proud of for someone who's trying to get serialized, though.\Whoa, I've got to go home and get to sleep. I've got a part time job too.\Part time job? response:	Yeah, early mornings at a convenience store.
context: Yeah!\I can draw anything or any place from any angle without any reference.\And with effects, fill-in inked flashes or tone flashes,\I'm faster than anyone!\That's not something to be proud of for someone who's trying to get serialized, though.\Whoa, I've got to go home and get to sleep. I've got a part time job too.\Part time job?\Yeah, early mornings at a convenience store. response:	Being an assistant's not enough to make a living, you know.
context: I can draw anything or any place from any angle without any reference.\And with effects, fill-in inked flashes or tone flashes,\I'm faster than anyone!\That's not something to be proud of for someone who's trying to get serialized, though.\Whoa, I've got to go home and get to sleep. I've got a part time job too.\Part time job?\Yeah, early mornings at a convenience store.\Being an assistant's not enough to make a living, you know. response:	But pretty soon, between the two jobs of part-time worker and mangaka, I'll only be one of those.
context: And with effects, fill-in inked flashes or tone flashes,\I'm faster than anyone!\That's not something to be proud of for someone who's trying to get serialized, though.\Whoa, I've got to go home and get to sleep. I've got a part time job too.\Part time job?\Yeah, early mornings at a convenience store.\Being an assistant's not enough to make a living, you know.\But pretty soon, between the two jobs of part-time worker and mangaka, I'll only be one of those. response:	See ya!
context: I'm faster than anyone!\That's not something to be proud of for someone who's trying to get serialized, though.\Whoa, I've got to go home and get to sleep. I've got a part time job too.\Part time job?\Yeah, early mornings at a convenience store.\Being an assistant's not enough to make a living, you know.\But pretty soon, between the two jobs of part-time worker and mangaka, I'll only be one of those.\See ya! response:	Good job today!
context: That's not something to be proud of for someone who's trying to get serialized, though.\Whoa, I've got to go home and get to sleep. I've got a part time job too.\Part time job?\Yeah, early mornings at a convenience store.\Being an assistant's not enough to make a living, you know.\But pretty soon, between the two jobs of part-time worker and mangaka, I'll only be one of those.\See ya!\Good job today! response:	From how he looks, you wouldn't think he's serious.
context: Whoa, I've got to go home and get to sleep. I've got a part time job too.\Part time job?\Yeah, early mornings at a convenience store.\Being an assistant's not enough to make a living, you know.\But pretty soon, between the two jobs of part-time worker and mangaka, I'll only be one of those.\See ya!\Good job today!\From how he looks, you wouldn't think he's serious. response:	But he's really sticking to his guns.
context: Part time job?\Yeah, early mornings at a convenience store.\Being an assistant's not enough to make a living, you know.\But pretty soon, between the two jobs of part-time worker and mangaka, I'll only be one of those.\See ya!\Good job today!\From how he looks, you wouldn't think he's serious.\But he's really sticking to his guns. response:	Niizuma Eiji, Fukuda Shinta...
context: Yeah, early mornings at a convenience store.\Being an assistant's not enough to make a living, you know.\But pretty soon, between the two jobs of part-time worker and mangaka, I'll only be one of those.\See ya!\Good job today!\From how he looks, you wouldn't think he's serious.\But he's really sticking to his guns.\Niizuma Eiji, Fukuda Shinta... response:	It looks like we'll be battling it out together for the top of Jack.
context: Being an assistant's not enough to make a living, you know.\But pretty soon, between the two jobs of part-time worker and mangaka, I'll only be one of those.\See ya!\Good job today!\From how he looks, you wouldn't think he's serious.\But he's really sticking to his guns.\Niizuma Eiji, Fukuda Shinta...\It looks like we'll be battling it out together for the top of Jack. response:	But is it naIve to think that everyone will get serialized?
context: But pretty soon, between the two jobs of part-time worker and mangaka, I'll only be one of those.\See ya!\Good job today!\From how he looks, you wouldn't think he's serious.\But he's really sticking to his guns.\Niizuma Eiji, Fukuda Shinta...\It looks like we'll be battling it out together for the top of Jack.\But is it naIve to think that everyone will get serialized? response:	Mashiro-kun, want to go get something to eat?
context: See ya!\Good job today!\From how he looks, you wouldn't think he's serious.\But he's really sticking to his guns.\Niizuma Eiji, Fukuda Shinta...\It looks like we'll be battling it out together for the top of Jack.\But is it naIve to think that everyone will get serialized?\Mashiro-kun, want to go get something to eat? response:	Ah... okay.
context: Good job today!\From how he looks, you wouldn't think he's serious.\But he's really sticking to his guns.\Niizuma Eiji, Fukuda Shinta...\It looks like we'll be battling it out together for the top of Jack.\But is it naIve to think that everyone will get serialized?\Mashiro-kun, want to go get something to eat?\Ah... okay. response:	I'll have the steak set meal, the fried chicken from the side menu, a tuna capaccio and some french fries.
context: From how he looks, you wouldn't think he's serious.\But he's really sticking to his guns.\Niizuma Eiji, Fukuda Shinta...\It looks like we'll be battling it out together for the top of Jack.\But is it naIve to think that everyone will get serialized?\Mashiro-kun, want to go get something to eat?\Ah... okay.\I'll have the steak set meal, the fried chicken from the side menu, a tuna capaccio and some french fries. response:	And after that, a banana parfait and a cream soda.
context: But he's really sticking to his guns.\Niizuma Eiji, Fukuda Shinta...\It looks like we'll be battling it out together for the top of Jack.\But is it naIve to think that everyone will get serialized?\Mashiro-kun, want to go get something to eat?\Ah... okay.\I'll have the steak set meal, the fried chicken from the side menu, a tuna capaccio and some french fries.\And after that, a banana parfait and a cream soda. response:	You can order whatever you want too, Mashiro-kun.
context: Niizuma Eiji, Fukuda Shinta...\It looks like we'll be battling it out together for the top of Jack.\But is it naIve to think that everyone will get serialized?\Mashiro-kun, want to go get something to eat?\Ah... okay.\I'll have the steak set meal, the fried chicken from the side menu, a tuna capaccio and some french fries.\And after that, a banana parfait and a cream soda.\You can order whatever you want too, Mashiro-kun. response:	Ah... okay.
context: It looks like we'll be battling it out together for the top of Jack.\But is it naIve to think that everyone will get serialized?\Mashiro-kun, want to go get something to eat?\Ah... okay.\I'll have the steak set meal, the fried chicken from the side menu, a tuna capaccio and some french fries.\And after that, a banana parfait and a cream soda.\You can order whatever you want too, Mashiro-kun.\Ah... okay. response:	Niizuma-sensei's a very generous guy.
context: But is it naIve to think that everyone will get serialized?\Mashiro-kun, want to go get something to eat?\Ah... okay.\I'll have the steak set meal, the fried chicken from the side menu, a tuna capaccio and some french fries.\And after that, a banana parfait and a cream soda.\You can order whatever you want too, Mashiro-kun.\Ah... okay.\Niizuma-sensei's a very generous guy. response:	As long as we give him a receipt, we can eat whatever we want.
context: Mashiro-kun, want to go get something to eat?\Ah... okay.\I'll have the steak set meal, the fried chicken from the side menu, a tuna capaccio and some french fries.\And after that, a banana parfait and a cream soda.\You can order whatever you want too, Mashiro-kun.\Ah... okay.\Niizuma-sensei's a very generous guy.\As long as we give him a receipt, we can eat whatever we want. response:	Right.
context: Ah... okay.\I'll have the steak set meal, the fried chicken from the side menu, a tuna capaccio and some french fries.\And after that, a banana parfait and a cream soda.\You can order whatever you want too, Mashiro-kun.\Ah... okay.\Niizuma-sensei's a very generous guy.\As long as we give him a receipt, we can eat whatever we want.\Right. response:	So what about you, Mashiro-kun? Staying over tonight?
context: I'll have the steak set meal, the fried chicken from the side menu, a tuna capaccio and some french fries.\And after that, a banana parfait and a cream soda.\You can order whatever you want too, Mashiro-kun.\Ah... okay.\Niizuma-sensei's a very generous guy.\As long as we give him a receipt, we can eat whatever we want.\Right.\So what about you, Mashiro-kun? Staying over tonight? response:	Yeah. I'd planned on working all night when I came here, though.
context: And after that, a banana parfait and a cream soda.\You can order whatever you want too, Mashiro-kun.\Ah... okay.\Niizuma-sensei's a very generous guy.\As long as we give him a receipt, we can eat whatever we want.\Right.\So what about you, Mashiro-kun? Staying over tonight?\Yeah. I'd planned on working all night when I came here, though. response:	Is that so? You sure are young.
context: You can order whatever you want too, Mashiro-kun.\Ah... okay.\Niizuma-sensei's a very generous guy.\As long as we give him a receipt, we can eat whatever we want.\Right.\So what about you, Mashiro-kun? Staying over tonight?\Yeah. I'd planned on working all night when I came here, though.\Is that so? You sure are young. response:	You've got everything ahead of you.
