context: You're here to look for that clock part, too?! response:	I believe this is our first time meeting. Shall I introduce myself?
context: Then bring us some food or something, so I can have a good time with the one I love!\I don't have any food prepared, but I could do a fun dance...\That again?! Anyway, you don't have to listen to what Dan says!\That's a lovely dance! It reminds me of a traditional dance back in my hometown!\That's the first time anyone has ever complimented me on this dance.\They've got the same taste?!\Both of them are a little bit off, right?\It seems that I've been of service, so I'm going to disappear. Call me anytime. response:	What did you come out for?!
context: I don't have any food prepared, but I could do a fun dance...\That again?! Anyway, you don't have to listen to what Dan says!\That's a lovely dance! It reminds me of a traditional dance back in my hometown!\That's the first time anyone has ever complimented me on this dance.\They've got the same taste?!\Both of them are a little bit off, right?\It seems that I've been of service, so I'm going to disappear. Call me anytime.\What did you come out for?! response:	Dear me. I came to see what the outcome was...
context: That again?! Anyway, you don't have to listen to what Dan says!\That's a lovely dance! It reminds me of a traditional dance back in my hometown!\That's the first time anyone has ever complimented me on this dance.\They've got the same taste?!\Both of them are a little bit off, right?\It seems that I've been of service, so I'm going to disappear. Call me anytime.\What did you come out for?!\Dear me. I came to see what the outcome was... response:	That voice... Byro-sama!
context: That's a lovely dance! It reminds me of a traditional dance back in my hometown!\That's the first time anyone has ever complimented me on this dance.\They've got the same taste?!\Both of them are a little bit off, right?\It seems that I've been of service, so I'm going to disappear. Call me anytime.\What did you come out for?!\Dear me. I came to see what the outcome was...\That voice... Byro-sama! response:	That stupid octopus!
context: That's the first time anyone has ever complimented me on this dance.\They've got the same taste?!\Both of them are a little bit off, right?\It seems that I've been of service, so I'm going to disappear. Call me anytime.\What did you come out for?!\Dear me. I came to see what the outcome was...\That voice... Byro-sama!\That stupid octopus! response:	It appears you've met unexpected difficulties, Dan, Coco.
context: They've got the same taste?!\Both of them are a little bit off, right?\It seems that I've been of service, so I'm going to disappear. Call me anytime.\What did you come out for?!\Dear me. I came to see what the outcome was...\That voice... Byro-sama!\That stupid octopus!\It appears you've met unexpected difficulties, Dan, Coco. response:	My apologies, Byro-sama!
context: Both of them are a little bit off, right?\It seems that I've been of service, so I'm going to disappear. Call me anytime.\What did you come out for?!\Dear me. I came to see what the outcome was...\That voice... Byro-sama!\That stupid octopus!\It appears you've met unexpected difficulties, Dan, Coco.\My apologies, Byro-sama! response:	Dan Straight is embarrassed to admit this, but he's kind of lost sight of the objective.
context: It seems that I've been of service, so I'm going to disappear. Call me anytime.\What did you come out for?!\Dear me. I came to see what the outcome was...\That voice... Byro-sama!\That stupid octopus!\It appears you've met unexpected difficulties, Dan, Coco.\My apologies, Byro-sama!\Dan Straight is embarrassed to admit this, but he's kind of lost sight of the objective. response:	Having said that, I happened to come across my soul mate on this holy ground...
context: What did you come out for?!\Dear me. I came to see what the outcome was...\That voice... Byro-sama!\That stupid octopus!\It appears you've met unexpected difficulties, Dan, Coco.\My apologies, Byro-sama!\Dan Straight is embarrassed to admit this, but he's kind of lost sight of the objective.\Having said that, I happened to come across my soul mate on this holy ground... response:	Divine retribution?
context: Dear me. I came to see what the outcome was...\That voice... Byro-sama!\That stupid octopus!\It appears you've met unexpected difficulties, Dan, Coco.\My apologies, Byro-sama!\Dan Straight is embarrassed to admit this, but he's kind of lost sight of the objective.\Having said that, I happened to come across my soul mate on this holy ground...\Divine retribution? response:	Both of you leave and contemplate your lack of competence.
context: That voice... Byro-sama!\That stupid octopus!\It appears you've met unexpected difficulties, Dan, Coco.\My apologies, Byro-sama!\Dan Straight is embarrassed to admit this, but he's kind of lost sight of the objective.\Having said that, I happened to come across my soul mate on this holy ground...\Divine retribution?\Both of you leave and contemplate your lack of competence. response:	That's...
context: That stupid octopus!\It appears you've met unexpected difficulties, Dan, Coco.\My apologies, Byro-sama!\Dan Straight is embarrassed to admit this, but he's kind of lost sight of the objective.\Having said that, I happened to come across my soul mate on this holy ground...\Divine retribution?\Both of you leave and contemplate your lack of competence.\That's... response:	Octopus Man! That clock hand is Lucy's!
context: It appears you've met unexpected difficulties, Dan, Coco.\My apologies, Byro-sama!\Dan Straight is embarrassed to admit this, but he's kind of lost sight of the objective.\Having said that, I happened to come across my soul mate on this holy ground...\Divine retribution?\Both of you leave and contemplate your lack of competence.\That's...\Octopus Man! That clock hand is Lucy's! response:	If you don't give it back, I'm gonna beat the crap outta you!
context: My apologies, Byro-sama!\Dan Straight is embarrassed to admit this, but he's kind of lost sight of the objective.\Having said that, I happened to come across my soul mate on this holy ground...\Divine retribution?\Both of you leave and contemplate your lack of competence.\That's...\Octopus Man! That clock hand is Lucy's!\If you don't give it back, I'm gonna beat the crap outta you! response:	Yeah, you heard him!
context: Dan Straight is embarrassed to admit this, but he's kind of lost sight of the objective.\Having said that, I happened to come across my soul mate on this holy ground...\Divine retribution?\Both of you leave and contemplate your lack of competence.\That's...\Octopus Man! That clock hand is Lucy's!\If you don't give it back, I'm gonna beat the crap outta you!\Yeah, you heard him! response:	Fine. Come and get me.
context: Having said that, I happened to come across my soul mate on this holy ground...\Divine retribution?\Both of you leave and contemplate your lack of competence.\That's...\Octopus Man! That clock hand is Lucy's!\If you don't give it back, I'm gonna beat the crap outta you!\Yeah, you heard him!\Fine. Come and get me. response:	What the hell is with these people? Goin' on about holy grounds and stuff...
context: Divine retribution?\Both of you leave and contemplate your lack of competence.\That's...\Octopus Man! That clock hand is Lucy's!\If you don't give it back, I'm gonna beat the crap outta you!\Yeah, you heard him!\Fine. Come and get me.\What the hell is with these people? Goin' on about holy grounds and stuff... response:	Sounds like it's probably complicated, huh?
context: Both of you leave and contemplate your lack of competence.\That's...\Octopus Man! That clock hand is Lucy's!\If you don't give it back, I'm gonna beat the crap outta you!\Yeah, you heard him!\Fine. Come and get me.\What the hell is with these people? Goin' on about holy grounds and stuff...\Sounds like it's probably complicated, huh? response:	Whatever, I just want'em to start something with me!
context: That's...\Octopus Man! That clock hand is Lucy's!\If you don't give it back, I'm gonna beat the crap outta you!\Yeah, you heard him!\Fine. Come and get me.\What the hell is with these people? Goin' on about holy grounds and stuff...\Sounds like it's probably complicated, huh?\Whatever, I just want'em to start something with me! response:	We'd be better off if everybody was as simple as you.
context: Octopus Man! That clock hand is Lucy's!\If you don't give it back, I'm gonna beat the crap outta you!\Yeah, you heard him!\Fine. Come and get me.\What the hell is with these people? Goin' on about holy grounds and stuff...\Sounds like it's probably complicated, huh?\Whatever, I just want'em to start something with me!\We'd be better off if everybody was as simple as you. response:	Is it just me or does that sound not so much like a compliment?
context: If you don't give it back, I'm gonna beat the crap outta you!\Yeah, you heard him!\Fine. Come and get me.\What the hell is with these people? Goin' on about holy grounds and stuff...\Sounds like it's probably complicated, huh?\Whatever, I just want'em to start something with me!\We'd be better off if everybody was as simple as you.\Is it just me or does that sound not so much like a compliment? response:	I never said it was a compliment.
context: Yeah, you heard him!\Fine. Come and get me.\What the hell is with these people? Goin' on about holy grounds and stuff...\Sounds like it's probably complicated, huh?\Whatever, I just want'em to start something with me!\We'd be better off if everybody was as simple as you.\Is it just me or does that sound not so much like a compliment?\I never said it was a compliment. response:	Next time: The Whereabouts of the Crusade!
context: Fine. Come and get me.\What the hell is with these people? Goin' on about holy grounds and stuff...\Sounds like it's probably complicated, huh?\Whatever, I just want'em to start something with me!\We'd be better off if everybody was as simple as you.\Is it just me or does that sound not so much like a compliment?\I never said it was a compliment.\Next time: The Whereabouts of the Crusade! response:	I didn't say anything that weird, did I?!
context: What the hell is with these people? Goin' on about holy grounds and stuff...\Sounds like it's probably complicated, huh?\Whatever, I just want'em to start something with me!\We'd be better off if everybody was as simple as you.\Is it just me or does that sound not so much like a compliment?\I never said it was a compliment.\Next time: The Whereabouts of the Crusade!\I didn't say anything that weird, did I?! response:	This is my retaliation for not having much to do lately.
context: Sounds like it's probably complicated, huh?\Whatever, I just want'em to start something with me!\We'd be better off if everybody was as simple as you.\Is it just me or does that sound not so much like a compliment?\I never said it was a compliment.\Next time: The Whereabouts of the Crusade!\I didn't say anything that weird, did I?!\This is my retaliation for not having much to do lately. response:	I was ready for a fight before, but now I can't say anything...
