context: Kiss! response:	Wha...
context: Good morning.\Everyone's up early.\Huh?\Tsumugu, what's wrong?\Fishy!\Tsumugu-kun, that's...\I was cursed by Uroko-sama.\Cursed? response:	He a person that curses people.
context: Everyone's up early.\Huh?\Tsumugu, what's wrong?\Fishy!\Tsumugu-kun, that's...\I was cursed by Uroko-sama.\Cursed?\He a person that curses people. response:	He's not actually a person, but...
context: Huh?\Tsumugu, what's wrong?\Fishy!\Tsumugu-kun, that's...\I was cursed by Uroko-sama.\Cursed?\He a person that curses people.\He's not actually a person, but... response:	Which means...
context: Tsumugu, what's wrong?\Fishy!\Tsumugu-kun, that's...\I was cursed by Uroko-sama.\Cursed?\He a person that curses people.\He's not actually a person, but...\Which means... response:	Uroko's somewhere close by.
context: Fishy!\Tsumugu-kun, that's...\I was cursed by Uroko-sama.\Cursed?\He a person that curses people.\He's not actually a person, but...\Which means...\Uroko's somewhere close by. response:	You pushed a lady and you're just going to leave her?!
context: Tsumugu-kun, that's...\I was cursed by Uroko-sama.\Cursed?\He a person that curses people.\He's not actually a person, but...\Which means...\Uroko's somewhere close by.\You pushed a lady and you're just going to leave her?! response:	I told you not to come!
context: I was cursed by Uroko-sama.\Cursed?\He a person that curses people.\He's not actually a person, but...\Which means...\Uroko's somewhere close by.\You pushed a lady and you're just going to leave her?!\I told you not to come! response:	It's no good...
context: Cursed?\He a person that curses people.\He's not actually a person, but...\Which means...\Uroko's somewhere close by.\You pushed a lady and you're just going to leave her?!\I told you not to come!\It's no good... response:	I think I'll try asking her out again.
context: He a person that curses people.\He's not actually a person, but...\Which means...\Uroko's somewhere close by.\You pushed a lady and you're just going to leave her?!\I told you not to come!\It's no good...\I think I'll try asking her out again. response:	Episode Twenty-Two: Something Lost
context: He's not actually a person, but...\Which means...\Uroko's somewhere close by.\You pushed a lady and you're just going to leave her?!\I told you not to come!\It's no good...\I think I'll try asking her out again.\Episode Twenty-Two: Something Lost response:	Asking out, huh...
