context: Bring it! response:	Ushiwaka's amazing...
context: Considering he's making Wakatoshi-kun say such things,\sounds like he'll entertain me.\I guess I'll work hard, too.\There's no reason to panic.\They just happened to take the first of five matches.\And about this match...\Ushijima scored eleven points,\so he scored almost half of the points. response:	But the fact that the ball is going to Ushijima so often
context: sounds like he'll entertain me.\I guess I'll work hard, too.\There's no reason to panic.\They just happened to take the first of five matches.\And about this match...\Ushijima scored eleven points,\so he scored almost half of the points.\But the fact that the ball is going to Ushijima so often response:	means that you're frustrating Shiratorizawa that much.
context: I guess I'll work hard, too.\There's no reason to panic.\They just happened to take the first of five matches.\And about this match...\Ushijima scored eleven points,\so he scored almost half of the points.\But the fact that the ball is going to Ushijima so often\means that you're frustrating Shiratorizawa that much. response:	Ushijima is also human.
context: There's no reason to panic.\They just happened to take the first of five matches.\And about this match...\Ushijima scored eleven points,\so he scored almost half of the points.\But the fact that the ball is going to Ushijima so often\means that you're frustrating Shiratorizawa that much.\Ushijima is also human. response:	He'll eventually reach the end of his stamina.
context: They just happened to take the first of five matches.\And about this match...\Ushijima scored eleven points,\so he scored almost half of the points.\But the fact that the ball is going to Ushijima so often\means that you're frustrating Shiratorizawa that much.\Ushijima is also human.\He'll eventually reach the end of his stamina. response:	He'll eventually start to feel even the attacks
context: And about this match...\Ushijima scored eleven points,\so he scored almost half of the points.\But the fact that the ball is going to Ushijima so often\means that you're frustrating Shiratorizawa that much.\Ushijima is also human.\He'll eventually reach the end of his stamina.\He'll eventually start to feel even the attacks response:	that he's not making himself.
context: Ushijima scored eleven points,\so he scored almost half of the points.\But the fact that the ball is going to Ushijima so often\means that you're frustrating Shiratorizawa that much.\Ushijima is also human.\He'll eventually reach the end of his stamina.\He'll eventually start to feel even the attacks\that he's not making himself. response:	Don't forget that!
context: so he scored almost half of the points.\But the fact that the ball is going to Ushijima so often\means that you're frustrating Shiratorizawa that much.\Ushijima is also human.\He'll eventually reach the end of his stamina.\He'll eventually start to feel even the attacks\that he's not making himself.\Don't forget that! response:	Right!
context: But the fact that the ball is going to Ushijima so often\means that you're frustrating Shiratorizawa that much.\Ushijima is also human.\He'll eventually reach the end of his stamina.\He'll eventually start to feel even the attacks\that he's not making himself.\Don't forget that!\Right! response:	Shiratorizawa Karasuno
context: means that you're frustrating Shiratorizawa that much.\Ushijima is also human.\He'll eventually reach the end of his stamina.\He'll eventually start to feel even the attacks\that he's not making himself.\Don't forget that!\Right!\Shiratorizawa Karasuno response:	Bring it!
context: Ushijima is also human.\He'll eventually reach the end of his stamina.\He'll eventually start to feel even the attacks\that he's not making himself.\Don't forget that!\Right!\Shiratorizawa Karasuno\Bring it! response:	You better get one from the start, Tsutomu!
context: He'll eventually reach the end of his stamina.\He'll eventually start to feel even the attacks\that he's not making himself.\Don't forget that!\Right!\Shiratorizawa Karasuno\Bring it!\You better get one from the start, Tsutomu! response:	Right!
context: He'll eventually start to feel even the attacks\that he's not making himself.\Don't forget that!\Right!\Shiratorizawa Karasuno\Bring it!\You better get one from the start, Tsutomu!\Right! response:	Good.
context: that he's not making himself.\Don't forget that!\Right!\Shiratorizawa Karasuno\Bring it!\You better get one from the start, Tsutomu!\Right!\Good. response:	Synchronized attack!
context: Don't forget that!\Right!\Shiratorizawa Karasuno\Bring it!\You better get one from the start, Tsutomu!\Right!\Good.\Synchronized attack! response:	The four of them are attacking at once?
context: Right!\Shiratorizawa Karasuno\Bring it!\You better get one from the start, Tsutomu!\Right!\Good.\Synchronized attack!\The four of them are attacking at once? response:	All right!
context: Shiratorizawa Karasuno\Bring it!\You better get one from the start, Tsutomu!\Right!\Good.\Synchronized attack!\The four of them are attacking at once?\All right! response:	Yes!
context: Bring it!\You better get one from the start, Tsutomu!\Right!\Good.\Synchronized attack!\The four of them are attacking at once?\All right!\Yes! response:	Go, go, Karasuno! Push it, push it, Karasuno!
context: You better get one from the start, Tsutomu!\Right!\Good.\Synchronized attack!\The four of them are attacking at once?\All right!\Yes!\Go, go, Karasuno! Push it, push it, Karasuno! response:	So they tricked us.
context: Right!\Good.\Synchronized attack!\The four of them are attacking at once?\All right!\Yes!\Go, go, Karasuno! Push it, push it, Karasuno!\So they tricked us. response:	That's troublesome.
context: Good.\Synchronized attack!\The four of them are attacking at once?\All right!\Yes!\Go, go, Karasuno! Push it, push it, Karasuno!\So they tricked us.\That's troublesome. response:	Shiratorizawa Karasuno
context: Synchronized attack!\The four of them are attacking at once?\All right!\Yes!\Go, go, Karasuno! Push it, push it, Karasuno!\So they tricked us.\That's troublesome.\Shiratorizawa Karasuno response:	Daichi-san, nice serve!
context: The four of them are attacking at once?\All right!\Yes!\Go, go, Karasuno! Push it, push it, Karasuno!\So they tricked us.\That's troublesome.\Shiratorizawa Karasuno\Daichi-san, nice serve! response:	Got it!
context: All right!\Yes!\Go, go, Karasuno! Push it, push it, Karasuno!\So they tricked us.\That's troublesome.\Shiratorizawa Karasuno\Daichi-san, nice serve!\Got it! response:	Nice receive!
context: Yes!\Go, go, Karasuno! Push it, push it, Karasuno!\So they tricked us.\That's troublesome.\Shiratorizawa Karasuno\Daichi-san, nice serve!\Got it!\Nice receive! response:	Nice.
context: Go, go, Karasuno! Push it, push it, Karasuno!\So they tricked us.\That's troublesome.\Shiratorizawa Karasuno\Daichi-san, nice serve!\Got it!\Nice receive!\Nice. response:	Yup.
context: So they tricked us.\That's troublesome.\Shiratorizawa Karasuno\Daichi-san, nice serve!\Got it!\Nice receive!\Nice.\Yup. response:	In the case of Shiratorizawa,
context: That's troublesome.\Shiratorizawa Karasuno\Daichi-san, nice serve!\Got it!\Nice receive!\Nice.\Yup.\In the case of Shiratorizawa, response:	the fact that they're going for the center line without using Ushijima is showing
context: Shiratorizawa Karasuno\Daichi-san, nice serve!\Got it!\Nice receive!\Nice.\Yup.\In the case of Shiratorizawa,\the fact that they're going for the center line without using Ushijima is showing response:	that they have the upper hand.
context: Daichi-san, nice serve!\Got it!\Nice receive!\Nice.\Yup.\In the case of Shiratorizawa,\the fact that they're going for the center line without using Ushijima is showing\that they have the upper hand. response:	Ushijima (WS) Kawanishi (MB) Goshiki (WS) Ohira (WS) Tendo (MB) Shirabu (S)
context: Got it!\Nice receive!\Nice.\Yup.\In the case of Shiratorizawa,\the fact that they're going for the center line without using Ushijima is showing\that they have the upper hand.\Ushijima (WS) Kawanishi (MB) Goshiki (WS) Ohira (WS) Tendo (MB) Shirabu (S) response:	And if the center line starts functioning,
context: Nice receive!\Nice.\Yup.\In the case of Shiratorizawa,\the fact that they're going for the center line without using Ushijima is showing\that they have the upper hand.\Ushijima (WS) Kawanishi (MB) Goshiki (WS) Ohira (WS) Tendo (MB) Shirabu (S)\And if the center line starts functioning, response:	we're not going to be able to handle Ushijima, or their other wing spikers.
context: Nice.\Yup.\In the case of Shiratorizawa,\the fact that they're going for the center line without using Ushijima is showing\that they have the upper hand.\Ushijima (WS) Kawanishi (MB) Goshiki (WS) Ohira (WS) Tendo (MB) Shirabu (S)\And if the center line starts functioning,\we're not going to be able to handle Ushijima, or their other wing spikers. response:	All right!
context: Yup.\In the case of Shiratorizawa,\the fact that they're going for the center line without using Ushijima is showing\that they have the upper hand.\Ushijima (WS) Kawanishi (MB) Goshiki (WS) Ohira (WS) Tendo (MB) Shirabu (S)\And if the center line starts functioning,\we're not going to be able to handle Ushijima, or their other wing spikers.\All right! response:	Nice kill!
context: In the case of Shiratorizawa,\the fact that they're going for the center line without using Ushijima is showing\that they have the upper hand.\Ushijima (WS) Kawanishi (MB) Goshiki (WS) Ohira (WS) Tendo (MB) Shirabu (S)\And if the center line starts functioning,\we're not going to be able to handle Ushijima, or their other wing spikers.\All right!\Nice kill! response:	Our most difficult problem in this match is, of course, Ushijima.
context: the fact that they're going for the center line without using Ushijima is showing\that they have the upper hand.\Ushijima (WS) Kawanishi (MB) Goshiki (WS) Ohira (WS) Tendo (MB) Shirabu (S)\And if the center line starts functioning,\we're not going to be able to handle Ushijima, or their other wing spikers.\All right!\Nice kill!\Our most difficult problem in this match is, of course, Ushijima. response:	We need an anti-Ushijima strategy first, or we don't stand a chance.
context: that they have the upper hand.\Ushijima (WS) Kawanishi (MB) Goshiki (WS) Ohira (WS) Tendo (MB) Shirabu (S)\And if the center line starts functioning,\we're not going to be able to handle Ushijima, or their other wing spikers.\All right!\Nice kill!\Our most difficult problem in this match is, of course, Ushijima.\We need an anti-Ushijima strategy first, or we don't stand a chance. response:	And for that, we need to break down our opponents.
context: Ushijima (WS) Kawanishi (MB) Goshiki (WS) Ohira (WS) Tendo (MB) Shirabu (S)\And if the center line starts functioning,\we're not going to be able to handle Ushijima, or their other wing spikers.\All right!\Nice kill!\Our most difficult problem in this match is, of course, Ushijima.\We need an anti-Ushijima strategy first, or we don't stand a chance.\And for that, we need to break down our opponents. response:	Asahi, nice serve!
context: And if the center line starts functioning,\we're not going to be able to handle Ushijima, or their other wing spikers.\All right!\Nice kill!\Our most difficult problem in this match is, of course, Ushijima.\We need an anti-Ushijima strategy first, or we don't stand a chance.\And for that, we need to break down our opponents.\Asahi, nice serve! response:	We need to just keep serving up powerful attacks, one after another.
context: we're not going to be able to handle Ushijima, or their other wing spikers.\All right!\Nice kill!\Our most difficult problem in this match is, of course, Ushijima.\We need an anti-Ushijima strategy first, or we don't stand a chance.\And for that, we need to break down our opponents.\Asahi, nice serve!\We need to just keep serving up powerful attacks, one after another. response:	All right! It's off!
context: All right!\Nice kill!\Our most difficult problem in this match is, of course, Ushijima.\We need an anti-Ushijima strategy first, or we don't stand a chance.\And for that, we need to break down our opponents.\Asahi, nice serve!\We need to just keep serving up powerful attacks, one after another.\All right! It's off! response:	Ushijima-san!
context: Nice kill!\Our most difficult problem in this match is, of course, Ushijima.\We need an anti-Ushijima strategy first, or we don't stand a chance.\And for that, we need to break down our opponents.\Asahi, nice serve!\We need to just keep serving up powerful attacks, one after another.\All right! It's off!\Ushijima-san! response:	All right!
context: Our most difficult problem in this match is, of course, Ushijima.\We need an anti-Ushijima strategy first, or we don't stand a chance.\And for that, we need to break down our opponents.\Asahi, nice serve!\We need to just keep serving up powerful attacks, one after another.\All right! It's off!\Ushijima-san!\All right! response:	Damn it...
context: We need an anti-Ushijima strategy first, or we don't stand a chance.\And for that, we need to break down our opponents.\Asahi, nice serve!\We need to just keep serving up powerful attacks, one after another.\All right! It's off!\Ushijima-san!\All right!\Damn it... response:	Don't mind! Don't mind!
context: And for that, we need to break down our opponents.\Asahi, nice serve!\We need to just keep serving up powerful attacks, one after another.\All right! It's off!\Ushijima-san!\All right!\Damn it...\Don't mind! Don't mind! response:	Even if they get a point,
context: Asahi, nice serve!\We need to just keep serving up powerful attacks, one after another.\All right! It's off!\Ushijima-san!\All right!\Damn it...\Don't mind! Don't mind!\Even if they get a point, response:	we just have to keep doing what we just did, right?
context: We need to just keep serving up powerful attacks, one after another.\All right! It's off!\Ushijima-san!\All right!\Damn it...\Don't mind! Don't mind!\Even if they get a point,\we just have to keep doing what we just did, right? response:	Yeah.
context: All right! It's off!\Ushijima-san!\All right!\Damn it...\Don't mind! Don't mind!\Even if they get a point,\we just have to keep doing what we just did, right?\Yeah. response:	Ugh.
context: Ushijima-san!\All right!\Damn it...\Don't mind! Don't mind!\Even if they get a point,\we just have to keep doing what we just did, right?\Yeah.\Ugh. response:	That guy's serving again.
context: All right!\Damn it...\Don't mind! Don't mind!\Even if they get a point,\we just have to keep doing what we just did, right?\Yeah.\Ugh.\That guy's serving again. response:	Wakatoshi, nice serve!
context: Damn it...\Don't mind! Don't mind!\Even if they get a point,\we just have to keep doing what we just did, right?\Yeah.\Ugh.\That guy's serving again.\Wakatoshi, nice serve! response:	It's just as I planned!
context: Don't mind! Don't mind!\Even if they get a point,\we just have to keep doing what we just did, right?\Yeah.\Ugh.\That guy's serving again.\Wakatoshi, nice serve!\It's just as I planned! response:	You're tearing up.
context: Even if they get a point,\we just have to keep doing what we just did, right?\Yeah.\Ugh.\That guy's serving again.\Wakatoshi, nice serve!\It's just as I planned!\You're tearing up. response:	Shiratorizawa Karasuno
context: we just have to keep doing what we just did, right?\Yeah.\Ugh.\That guy's serving again.\Wakatoshi, nice serve!\It's just as I planned!\You're tearing up.\Shiratorizawa Karasuno response:	Well done, Tanaka!
context: Yeah.\Ugh.\That guy's serving again.\Wakatoshi, nice serve!\It's just as I planned!\You're tearing up.\Shiratorizawa Karasuno\Well done, Tanaka! response:	All right. They're keeping up.
context: Ugh.\That guy's serving again.\Wakatoshi, nice serve!\It's just as I planned!\You're tearing up.\Shiratorizawa Karasuno\Well done, Tanaka!\All right. They're keeping up. response:	If they can get used to Ushiwaka's left-handedness, they have a chance at winning.
context: That guy's serving again.\Wakatoshi, nice serve!\It's just as I planned!\You're tearing up.\Shiratorizawa Karasuno\Well done, Tanaka!\All right. They're keeping up.\If they can get used to Ushiwaka's left-handedness, they have a chance at winning. response:	I'm gonna go show Ushiwaka who's boss!
context: Wakatoshi, nice serve!\It's just as I planned!\You're tearing up.\Shiratorizawa Karasuno\Well done, Tanaka!\All right. They're keeping up.\If they can get used to Ushiwaka's left-handedness, they have a chance at winning.\I'm gonna go show Ushiwaka who's boss! response:	Did something happen with Hinata and Ushiwaka?
context: It's just as I planned!\You're tearing up.\Shiratorizawa Karasuno\Well done, Tanaka!\All right. They're keeping up.\If they can get used to Ushiwaka's left-handedness, they have a chance at winning.\I'm gonna go show Ushiwaka who's boss!\Did something happen with Hinata and Ushiwaka? response:	Apparently they had some kind of scuffle.
context: You're tearing up.\Shiratorizawa Karasuno\Well done, Tanaka!\All right. They're keeping up.\If they can get used to Ushiwaka's left-handedness, they have a chance at winning.\I'm gonna go show Ushiwaka who's boss!\Did something happen with Hinata and Ushiwaka?\Apparently they had some kind of scuffle. response:	What?! He keeps causing trouble with other schools without us knowing.
context: Shiratorizawa Karasuno\Well done, Tanaka!\All right. They're keeping up.\If they can get used to Ushiwaka's left-handedness, they have a chance at winning.\I'm gonna go show Ushiwaka who's boss!\Did something happen with Hinata and Ushiwaka?\Apparently they had some kind of scuffle.\What?! He keeps causing trouble with other schools without us knowing. response:	Don't hold back.
context: Well done, Tanaka!\All right. They're keeping up.\If they can get used to Ushiwaka's left-handedness, they have a chance at winning.\I'm gonna go show Ushiwaka who's boss!\Did something happen with Hinata and Ushiwaka?\Apparently they had some kind of scuffle.\What?! He keeps causing trouble with other schools without us knowing.\Don't hold back. response:	Bring it!
context: All right. They're keeping up.\If they can get used to Ushiwaka's left-handedness, they have a chance at winning.\I'm gonna go show Ushiwaka who's boss!\Did something happen with Hinata and Ushiwaka?\Apparently they had some kind of scuffle.\What?! He keeps causing trouble with other schools without us knowing.\Don't hold back.\Bring it! response:	Just keep on attacking.
context: If they can get used to Ushiwaka's left-handedness, they have a chance at winning.\I'm gonna go show Ushiwaka who's boss!\Did something happen with Hinata and Ushiwaka?\Apparently they had some kind of scuffle.\What?! He keeps causing trouble with other schools without us knowing.\Don't hold back.\Bring it!\Just keep on attacking. response:	That's the only strategy we have.
context: I'm gonna go show Ushiwaka who's boss!\Did something happen with Hinata and Ushiwaka?\Apparently they had some kind of scuffle.\What?! He keeps causing trouble with other schools without us knowing.\Don't hold back.\Bring it!\Just keep on attacking.\That's the only strategy we have. response:	Chance ball!
context: Did something happen with Hinata and Ushiwaka?\Apparently they had some kind of scuffle.\What?! He keeps causing trouble with other schools without us knowing.\Don't hold back.\Bring it!\Just keep on attacking.\That's the only strategy we have.\Chance ball! response:	Give it to me!
context: Apparently they had some kind of scuffle.\What?! He keeps causing trouble with other schools without us knowing.\Don't hold back.\Bring it!\Just keep on attacking.\That's the only strategy we have.\Chance ball!\Give it to me! response:	It's that diagonal jump again!
context: What?! He keeps causing trouble with other schools without us knowing.\Don't hold back.\Bring it!\Just keep on attacking.\That's the only strategy we have.\Chance ball!\Give it to me!\It's that diagonal jump again! response:	If you want to beat Wakatoshi-kun,
context: Don't hold back.\Bring it!\Just keep on attacking.\That's the only strategy we have.\Chance ball!\Give it to me!\It's that diagonal jump again!\If you want to beat Wakatoshi-kun, response:	you're gonna have to beat me, first.
context: Bring it!\Just keep on attacking.\That's the only strategy we have.\Chance ball!\Give it to me!\It's that diagonal jump again!\If you want to beat Wakatoshi-kun,\you're gonna have to beat me, first. response:	Ya know?
context: Just keep on attacking.\That's the only strategy we have.\Chance ball!\Give it to me!\It's that diagonal jump again!\If you want to beat Wakatoshi-kun,\you're gonna have to beat me, first.\Ya know? response:	The more that Wakatoshi-kun gets attention,
context: That's the only strategy we have.\Chance ball!\Give it to me!\It's that diagonal jump again!\If you want to beat Wakatoshi-kun,\you're gonna have to beat me, first.\Ya know?\The more that Wakatoshi-kun gets attention, response:	the more impactful it is when I appear.
context: Chance ball!\Give it to me!\It's that diagonal jump again!\If you want to beat Wakatoshi-kun,\you're gonna have to beat me, first.\Ya know?\The more that Wakatoshi-kun gets attention,\the more impactful it is when I appear. response:	Tendo-san, your personality really is trash.
context: Give it to me!\It's that diagonal jump again!\If you want to beat Wakatoshi-kun,\you're gonna have to beat me, first.\Ya know?\The more that Wakatoshi-kun gets attention,\the more impactful it is when I appear.\Tendo-san, your personality really is trash. response:	Stop! No spoilers!
context: It's that diagonal jump again!\If you want to beat Wakatoshi-kun,\you're gonna have to beat me, first.\Ya know?\The more that Wakatoshi-kun gets attention,\the more impactful it is when I appear.\Tendo-san, your personality really is trash.\Stop! No spoilers! response:	Episode 03: GUESS-MONSTER
context: If you want to beat Wakatoshi-kun,\you're gonna have to beat me, first.\Ya know?\The more that Wakatoshi-kun gets attention,\the more impactful it is when I appear.\Tendo-san, your personality really is trash.\Stop! No spoilers!\Episode 03: GUESS-MONSTER response:	Next time on Haikyu!! : GUESS-MONSTER.
