context: The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest. response:	Only the seven Words and the staff of seven stars can break the seal.
context: Kagari Atsuko will be chosen as the Moonlit Witch during the Samhain Festival!\What's with her?\Who knows.\Diana sure is amazing.\This world was once abundant with the power of good magic.\In our current era, however, magic is ever dwindling.\I plan to seek the ultimate power of the Grand Triskelion to revitalize magic once more.\And what am I, compared to her?! response:	I heard you claimed that you'd become the Moonlit Witch in front of everyone.
context: What's with her?\Who knows.\Diana sure is amazing.\This world was once abundant with the power of good magic.\In our current era, however, magic is ever dwindling.\I plan to seek the ultimate power of the Grand Triskelion to revitalize magic once more.\And what am I, compared to her?!\I heard you claimed that you'd become the Moonlit Witch in front of everyone. response:	Professor Ursula.
context: Who knows.\Diana sure is amazing.\This world was once abundant with the power of good magic.\In our current era, however, magic is ever dwindling.\I plan to seek the ultimate power of the Grand Triskelion to revitalize magic once more.\And what am I, compared to her?!\I heard you claimed that you'd become the Moonlit Witch in front of everyone.\Professor Ursula. response:	It just came out...
context: Diana sure is amazing.\This world was once abundant with the power of good magic.\In our current era, however, magic is ever dwindling.\I plan to seek the ultimate power of the Grand Triskelion to revitalize magic once more.\And what am I, compared to her?!\I heard you claimed that you'd become the Moonlit Witch in front of everyone.\Professor Ursula.\It just came out... response:	Even though I have zero chance of winning...
context: This world was once abundant with the power of good magic.\In our current era, however, magic is ever dwindling.\I plan to seek the ultimate power of the Grand Triskelion to revitalize magic once more.\And what am I, compared to her?!\I heard you claimed that you'd become the Moonlit Witch in front of everyone.\Professor Ursula.\It just came out...\Even though I have zero chance of winning... response:	Zero?
context: In our current era, however, magic is ever dwindling.\I plan to seek the ultimate power of the Grand Triskelion to revitalize magic once more.\And what am I, compared to her?!\I heard you claimed that you'd become the Moonlit Witch in front of everyone.\Professor Ursula.\It just came out...\Even though I have zero chance of winning...\Zero? response:	I don't want to admit it, but everyone's right.
context: I plan to seek the ultimate power of the Grand Triskelion to revitalize magic once more.\And what am I, compared to her?!\I heard you claimed that you'd become the Moonlit Witch in front of everyone.\Professor Ursula.\It just came out...\Even though I have zero chance of winning...\Zero?\I don't want to admit it, but everyone's right. response:	Diana is amazing.
context: And what am I, compared to her?!\I heard you claimed that you'd become the Moonlit Witch in front of everyone.\Professor Ursula.\It just came out...\Even though I have zero chance of winning...\Zero?\I don't want to admit it, but everyone's right.\Diana is amazing. response:	She's more mature than I can even imagine being, and it's like she lives in a totally different world.
context: I heard you claimed that you'd become the Moonlit Witch in front of everyone.\Professor Ursula.\It just came out...\Even though I have zero chance of winning...\Zero?\I don't want to admit it, but everyone's right.\Diana is amazing.\She's more mature than I can even imagine being, and it's like she lives in a totally different world. response:	When I put myself next to her, all I see is a little kid.
context: Professor Ursula.\It just came out...\Even though I have zero chance of winning...\Zero?\I don't want to admit it, but everyone's right.\Diana is amazing.\She's more mature than I can even imagine being, and it's like she lives in a totally different world.\When I put myself next to her, all I see is a little kid. response:	Akko, it's true that you have a tendency to leap before you look that you should consider fixing.
context: It just came out...\Even though I have zero chance of winning...\Zero?\I don't want to admit it, but everyone's right.\Diana is amazing.\She's more mature than I can even imagine being, and it's like she lives in a totally different world.\When I put myself next to her, all I see is a little kid.\Akko, it's true that you have a tendency to leap before you look that you should consider fixing. response:	But you know, I bet that even Chariot failed and worried and got discouraged more than you'd expect.
context: Even though I have zero chance of winning...\Zero?\I don't want to admit it, but everyone's right.\Diana is amazing.\She's more mature than I can even imagine being, and it's like she lives in a totally different world.\When I put myself next to her, all I see is a little kid.\Akko, it's true that you have a tendency to leap before you look that you should consider fixing.\But you know, I bet that even Chariot failed and worried and got discouraged more than you'd expect. response:	What would Chariot do?
context: Zero?\I don't want to admit it, but everyone's right.\Diana is amazing.\She's more mature than I can even imagine being, and it's like she lives in a totally different world.\When I put myself next to her, all I see is a little kid.\Akko, it's true that you have a tendency to leap before you look that you should consider fixing.\But you know, I bet that even Chariot failed and worried and got discouraged more than you'd expect.\What would Chariot do? response:	The Big Dipper is so pretty.
context: I don't want to admit it, but everyone's right.\Diana is amazing.\She's more mature than I can even imagine being, and it's like she lives in a totally different world.\When I put myself next to her, all I see is a little kid.\Akko, it's true that you have a tendency to leap before you look that you should consider fixing.\But you know, I bet that even Chariot failed and worried and got discouraged more than you'd expect.\What would Chariot do?\The Big Dipper is so pretty. response:	Twinkling past the far edge of it is the North StarPolaris.
context: Diana is amazing.\She's more mature than I can even imagine being, and it's like she lives in a totally different world.\When I put myself next to her, all I see is a little kid.\Akko, it's true that you have a tendency to leap before you look that you should consider fixing.\But you know, I bet that even Chariot failed and worried and got discouraged more than you'd expect.\What would Chariot do?\The Big Dipper is so pretty.\Twinkling past the far edge of it is the North StarPolaris. response:	Professor Ursula?
context: She's more mature than I can even imagine being, and it's like she lives in a totally different world.\When I put myself next to her, all I see is a little kid.\Akko, it's true that you have a tendency to leap before you look that you should consider fixing.\But you know, I bet that even Chariot failed and worried and got discouraged more than you'd expect.\What would Chariot do?\The Big Dipper is so pretty.\Twinkling past the far edge of it is the North StarPolaris.\Professor Ursula? response:	Don't compare yourself to others. Do what only you can do.
context: When I put myself next to her, all I see is a little kid.\Akko, it's true that you have a tendency to leap before you look that you should consider fixing.\But you know, I bet that even Chariot failed and worried and got discouraged more than you'd expect.\What would Chariot do?\The Big Dipper is so pretty.\Twinkling past the far edge of it is the North StarPolaris.\Professor Ursula?\Don't compare yourself to others. Do what only you can do. response:	Watch over this for her.
context: Akko, it's true that you have a tendency to leap before you look that you should consider fixing.\But you know, I bet that even Chariot failed and worried and got discouraged more than you'd expect.\What would Chariot do?\The Big Dipper is so pretty.\Twinkling past the far edge of it is the North StarPolaris.\Professor Ursula?\Don't compare yourself to others. Do what only you can do.\Watch over this for her. response:	O-Okay.
context: But you know, I bet that even Chariot failed and worried and got discouraged more than you'd expect.\What would Chariot do?\The Big Dipper is so pretty.\Twinkling past the far edge of it is the North StarPolaris.\Professor Ursula?\Don't compare yourself to others. Do what only you can do.\Watch over this for her.\O-Okay. response:	Profes
context: What would Chariot do?\The Big Dipper is so pretty.\Twinkling past the far edge of it is the North StarPolaris.\Professor Ursula?\Don't compare yourself to others. Do what only you can do.\Watch over this for her.\O-Okay.\Profes response:	Have a good night.
context: The Big Dipper is so pretty.\Twinkling past the far edge of it is the North StarPolaris.\Professor Ursula?\Don't compare yourself to others. Do what only you can do.\Watch over this for her.\O-Okay.\Profes\Have a good night. response:	What only I can do...
context: Twinkling past the far edge of it is the North StarPolaris.\Professor Ursula?\Don't compare yourself to others. Do what only you can do.\Watch over this for her.\O-Okay.\Profes\Have a good night.\What only I can do... response:	This light...
context: Professor Ursula?\Don't compare yourself to others. Do what only you can do.\Watch over this for her.\O-Okay.\Profes\Have a good night.\What only I can do...\This light... response:	Isn't this...
context: Don't compare yourself to others. Do what only you can do.\Watch over this for her.\O-Okay.\Profes\Have a good night.\What only I can do...\This light...\Isn't this... response:	Just like back then, it's the Fountain of Polaris.
context: Watch over this for her.\O-Okay.\Profes\Have a good night.\What only I can do...\This light...\Isn't this...\Just like back then, it's the Fountain of Polaris. response:	Tell me what only I can do.
context: O-Okay.\Profes\Have a good night.\What only I can do...\This light...\Isn't this...\Just like back then, it's the Fountain of Polaris.\Tell me what only I can do. response:	Chariot!
context: Profes\Have a good night.\What only I can do...\This light...\Isn't this...\Just like back then, it's the Fountain of Polaris.\Tell me what only I can do.\Chariot! response:	You came!
context: Have a good night.\What only I can do...\This light...\Isn't this...\Just like back then, it's the Fountain of Polaris.\Tell me what only I can do.\Chariot!\You came! response:	This is from when someone was watching Chariot...
context: What only I can do...\This light...\Isn't this...\Just like back then, it's the Fountain of Polaris.\Tell me what only I can do.\Chariot!\You came!\This is from when someone was watching Chariot... response:	What happened? You're covered in dirt.
context: This light...\Isn't this...\Just like back then, it's the Fountain of Polaris.\Tell me what only I can do.\Chariot!\You came!\This is from when someone was watching Chariot...\What happened? You're covered in dirt. response:	What am I to do with you?
context: Isn't this...\Just like back then, it's the Fountain of Polaris.\Tell me what only I can do.\Chariot!\You came!\This is from when someone was watching Chariot...\What happened? You're covered in dirt.\What am I to do with you? response:	Watch me!
context: Just like back then, it's the Fountain of Polaris.\Tell me what only I can do.\Chariot!\You came!\This is from when someone was watching Chariot...\What happened? You're covered in dirt.\What am I to do with you?\Watch me! response:	Chariot looks like she's having so much fun.
context: Tell me what only I can do.\Chariot!\You came!\This is from when someone was watching Chariot...\What happened? You're covered in dirt.\What am I to do with you?\Watch me!\Chariot looks like she's having so much fun. response:	I can feel power in my heart when I say this chant!
context: Chariot!\You came!\This is from when someone was watching Chariot...\What happened? You're covered in dirt.\What am I to do with you?\Watch me!\Chariot looks like she's having so much fun.\I can feel power in my heart when I say this chant! response:	Arae Aryrha!
context: You came!\This is from when someone was watching Chariot...\What happened? You're covered in dirt.\What am I to do with you?\Watch me!\Chariot looks like she's having so much fun.\I can feel power in my heart when I say this chant!\Arae Aryrha! response:	H-Huh?
context: This is from when someone was watching Chariot...\What happened? You're covered in dirt.\What am I to do with you?\Watch me!\Chariot looks like she's having so much fun.\I can feel power in my heart when I say this chant!\Arae Aryrha!\H-Huh? response:	I'm getting dizzy!
context: What happened? You're covered in dirt.\What am I to do with you?\Watch me!\Chariot looks like she's having so much fun.\I can feel power in my heart when I say this chant!\Arae Aryrha!\H-Huh?\I'm getting dizzy! response:	Geez... here.
context: What am I to do with you?\Watch me!\Chariot looks like she's having so much fun.\I can feel power in my heart when I say this chant!\Arae Aryrha!\H-Huh?\I'm getting dizzy!\Geez... here. response:	Arae Aryrha!
context: Watch me!\Chariot looks like she's having so much fun.\I can feel power in my heart when I say this chant!\Arae Aryrha!\H-Huh?\I'm getting dizzy!\Geez... here.\Arae Aryrha! response:	Open your heart!
context: Chariot looks like she's having so much fun.\I can feel power in my heart when I say this chant!\Arae Aryrha!\H-Huh?\I'm getting dizzy!\Geez... here.\Arae Aryrha!\Open your heart! response:	Chariot is so great.
context: I can feel power in my heart when I say this chant!\Arae Aryrha!\H-Huh?\I'm getting dizzy!\Geez... here.\Arae Aryrha!\Open your heart!\Chariot is so great. response:	Laugh with me!
context: Arae Aryrha!\H-Huh?\I'm getting dizzy!\Geez... here.\Arae Aryrha!\Open your heart!\Chariot is so great.\Laugh with me! response:	Arae Aryrha!
context: H-Huh?\I'm getting dizzy!\Geez... here.\Arae Aryrha!\Open your heart!\Chariot is so great.\Laugh with me!\Arae Aryrha! response:	Could it be that Chariot wasn't practicing to become the Moonlit Witch?
context: I'm getting dizzy!\Geez... here.\Arae Aryrha!\Open your heart!\Chariot is so great.\Laugh with me!\Arae Aryrha!\Could it be that Chariot wasn't practicing to become the Moonlit Witch? response:	It was more pure...
context: Geez... here.\Arae Aryrha!\Open your heart!\Chariot is so great.\Laugh with me!\Arae Aryrha!\Could it be that Chariot wasn't practicing to become the Moonlit Witch?\It was more pure... response:	Arae Aryrha...
context: Arae Aryrha!\Open your heart!\Chariot is so great.\Laugh with me!\Arae Aryrha!\Could it be that Chariot wasn't practicing to become the Moonlit Witch?\It was more pure...\Arae Aryrha... response:	Huh? A spell?
context: Open your heart!\Chariot is so great.\Laugh with me!\Arae Aryrha!\Could it be that Chariot wasn't practicing to become the Moonlit Witch?\It was more pure...\Arae Aryrha...\Huh? A spell? response:	The staff...
context: Chariot is so great.\Laugh with me!\Arae Aryrha!\Could it be that Chariot wasn't practicing to become the Moonlit Witch?\It was more pure...\Arae Aryrha...\Huh? A spell?\The staff... response:	That's it! This is what I can do!
context: Laugh with me!\Arae Aryrha!\Could it be that Chariot wasn't practicing to become the Moonlit Witch?\It was more pure...\Arae Aryrha...\Huh? A spell?\The staff...\That's it! This is what I can do! response:	I lost sight of everything else
context: Arae Aryrha!\Could it be that Chariot wasn't practicing to become the Moonlit Witch?\It was more pure...\Arae Aryrha...\Huh? A spell?\The staff...\That's it! This is what I can do!\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Could it be that Chariot wasn't practicing to become the Moonlit Witch?\It was more pure...\Arae Aryrha...\Huh? A spell?\The staff...\That's it! This is what I can do!\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: It was more pure...\Arae Aryrha...\Huh? A spell?\The staff...\That's it! This is what I can do!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Arae Aryrha...\Huh? A spell?\The staff...\That's it! This is what I can do!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Huh? A spell?\The staff...\That's it! This is what I can do!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: The staff...\That's it! This is what I can do!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	Chasing after a shooting star
context: That's it! This is what I can do!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Longing to know more about this world
context: muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Just wishing won't make it come true
context: nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	But if you only push open the door
context: hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	You'll be one step closer
context: kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	You're not the only one who believes in the future
context: chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	The scenery may be ever-changing
context: machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	But under this shining sky
context: mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to\But under this shining sky\kagayaku sora to response:	I'll never let go of the treasures we collected together
