context: Shirt: Good at fighting Superior cat-ears (?) response:	Let us assess the situation.
context: Even Zange-chan!\He goes after anyone in sight. I can't forgive him!\How's it? Is it tasty?\It's delicious...\Not only octopus, I've also prepared crab and dolphin sausage cuts!\This green pepper covered kneaded fried chicken is delicious even when it's cold.\My boiled and dipped vegetables...\are also delicious when cold. response:	It's still cold to begin with.
context: He goes after anyone in sight. I can't forgive him!\How's it? Is it tasty?\It's delicious...\Not only octopus, I've also prepared crab and dolphin sausage cuts!\This green pepper covered kneaded fried chicken is delicious even when it's cold.\My boiled and dipped vegetables...\are also delicious when cold.\It's still cold to begin with. response:	Have some pickled lotus root too.
context: How's it? Is it tasty?\It's delicious...\Not only octopus, I've also prepared crab and dolphin sausage cuts!\This green pepper covered kneaded fried chicken is delicious even when it's cold.\My boiled and dipped vegetables...\are also delicious when cold.\It's still cold to begin with.\Have some pickled lotus root too. response:	It'll leave a nice feeling in your mouth!
context: It's delicious...\Not only octopus, I've also prepared crab and dolphin sausage cuts!\This green pepper covered kneaded fried chicken is delicious even when it's cold.\My boiled and dipped vegetables...\are also delicious when cold.\It's still cold to begin with.\Have some pickled lotus root too.\It'll leave a nice feeling in your mouth! response:	There's something on your mouth...
context: Not only octopus, I've also prepared crab and dolphin sausage cuts!\This green pepper covered kneaded fried chicken is delicious even when it's cold.\My boiled and dipped vegetables...\are also delicious when cold.\It's still cold to begin with.\Have some pickled lotus root too.\It'll leave a nice feeling in your mouth!\There's something on your mouth... response:	There's something on your cheek here, too...
context: This green pepper covered kneaded fried chicken is delicious even when it's cold.\My boiled and dipped vegetables...\are also delicious when cold.\It's still cold to begin with.\Have some pickled lotus root too.\It'll leave a nice feeling in your mouth!\There's something on your mouth...\There's something on your cheek here, too... response:	That's unfa... I mean, aren't you going too far?
context: My boiled and dipped vegetables...\are also delicious when cold.\It's still cold to begin with.\Have some pickled lotus root too.\It'll leave a nice feeling in your mouth!\There's something on your mouth...\There's something on your cheek here, too...\That's unfa... I mean, aren't you going too far? response:	I'm sorry, I lost my handkerchief, so it's an emergency measure.
context: are also delicious when cold.\It's still cold to begin with.\Have some pickled lotus root too.\It'll leave a nice feeling in your mouth!\There's something on your mouth...\There's something on your cheek here, too...\That's unfa... I mean, aren't you going too far?\I'm sorry, I lost my handkerchief, so it's an emergency measure. response:	I'll wipe it.
context: It's still cold to begin with.\Have some pickled lotus root too.\It'll leave a nice feeling in your mouth!\There's something on your mouth...\There's something on your cheek here, too...\That's unfa... I mean, aren't you going too far?\I'm sorry, I lost my handkerchief, so it's an emergency measure.\I'll wipe it. response:	No! I'm in charge of the right side of his body!
context: Have some pickled lotus root too.\It'll leave a nice feeling in your mouth!\There's something on your mouth...\There's something on your cheek here, too...\That's unfa... I mean, aren't you going too far?\I'm sorry, I lost my handkerchief, so it's an emergency measure.\I'll wipe it.\No! I'm in charge of the right side of his body! response:	I won't allow that!
context: It'll leave a nice feeling in your mouth!\There's something on your mouth...\There's something on your cheek here, too...\That's unfa... I mean, aren't you going too far?\I'm sorry, I lost my handkerchief, so it's an emergency measure.\I'll wipe it.\No! I'm in charge of the right side of his body!\I won't allow that! response:	That's unfair!
context: There's something on your mouth...\There's something on your cheek here, too...\That's unfa... I mean, aren't you going too far?\I'm sorry, I lost my handkerchief, so it's an emergency measure.\I'll wipe it.\No! I'm in charge of the right side of his body!\I won't allow that!\That's unfair! response:	Yes, that's how it should be, Jin.
context: There's something on your cheek here, too...\That's unfa... I mean, aren't you going too far?\I'm sorry, I lost my handkerchief, so it's an emergency measure.\I'll wipe it.\No! I'm in charge of the right side of his body!\I won't allow that!\That's unfair!\Yes, that's how it should be, Jin. response:	He's certainly the epitome of a playboy!
context: That's unfa... I mean, aren't you going too far?\I'm sorry, I lost my handkerchief, so it's an emergency measure.\I'll wipe it.\No! I'm in charge of the right side of his body!\I won't allow that!\That's unfair!\Yes, that's how it should be, Jin.\He's certainly the epitome of a playboy! response:	What's going on? What happened, Jin?
context: I'm sorry, I lost my handkerchief, so it's an emergency measure.\I'll wipe it.\No! I'm in charge of the right side of his body!\I won't allow that!\That's unfair!\Yes, that's how it should be, Jin.\He's certainly the epitome of a playboy!\What's going on? What happened, Jin? response:	Jin will eat my boxed lunch!
context: I'll wipe it.\No! I'm in charge of the right side of his body!\I won't allow that!\That's unfair!\Yes, that's how it should be, Jin.\He's certainly the epitome of a playboy!\What's going on? What happened, Jin?\Jin will eat my boxed lunch! response:	Mine is more nutritionally balanced!
context: No! I'm in charge of the right side of his body!\I won't allow that!\That's unfair!\Yes, that's how it should be, Jin.\He's certainly the epitome of a playboy!\What's going on? What happened, Jin?\Jin will eat my boxed lunch!\Mine is more nutritionally balanced! response:	Mine is balanced too!
context: I won't allow that!\That's unfair!\Yes, that's how it should be, Jin.\He's certainly the epitome of a playboy!\What's going on? What happened, Jin?\Jin will eat my boxed lunch!\Mine is more nutritionally balanced!\Mine is balanced too! response:	Order, in order please...
context: That's unfair!\Yes, that's how it should be, Jin.\He's certainly the epitome of a playboy!\What's going on? What happened, Jin?\Jin will eat my boxed lunch!\Mine is more nutritionally balanced!\Mine is balanced too!\Order, in order please... response:	You only have boiled and dipped spinach!
context: Yes, that's how it should be, Jin.\He's certainly the epitome of a playboy!\What's going on? What happened, Jin?\Jin will eat my boxed lunch!\Mine is more nutritionally balanced!\Mine is balanced too!\Order, in order please...\You only have boiled and dipped spinach! response:	I also have fried eggs!
context: He's certainly the epitome of a playboy!\What's going on? What happened, Jin?\Jin will eat my boxed lunch!\Mine is more nutritionally balanced!\Mine is balanced too!\Order, in order please...\You only have boiled and dipped spinach!\I also have fried eggs! response:	A triangle-relationship, a square relationship, or a five-sided relationship?
context: What's going on? What happened, Jin?\Jin will eat my boxed lunch!\Mine is more nutritionally balanced!\Mine is balanced too!\Order, in order please...\You only have boiled and dipped spinach!\I also have fried eggs!\A triangle-relationship, a square relationship, or a five-sided relationship? response:	Mikuriya is something to be feared!
context: Jin will eat my boxed lunch!\Mine is more nutritionally balanced!\Mine is balanced too!\Order, in order please...\You only have boiled and dipped spinach!\I also have fried eggs!\A triangle-relationship, a square relationship, or a five-sided relationship?\Mikuriya is something to be feared! response:	He's even more than we had imagined.
context: Mine is more nutritionally balanced!\Mine is balanced too!\Order, in order please...\You only have boiled and dipped spinach!\I also have fried eggs!\A triangle-relationship, a square relationship, or a five-sided relationship?\Mikuriya is something to be feared!\He's even more than we had imagined. response:	You can't set up the flags like that!
context: Mine is balanced too!\Order, in order please...\You only have boiled and dipped spinach!\I also have fried eggs!\A triangle-relationship, a square relationship, or a five-sided relationship?\Mikuriya is something to be feared!\He's even more than we had imagined.\You can't set up the flags like that! response:	Where have you gone wrong, Mikuriya?!
context: Order, in order please...\You only have boiled and dipped spinach!\I also have fried eggs!\A triangle-relationship, a square relationship, or a five-sided relationship?\Mikuriya is something to be feared!\He's even more than we had imagined.\You can't set up the flags like that!\Where have you gone wrong, Mikuriya?! response:	Is there anything I can do to help you?!
context: You only have boiled and dipped spinach!\I also have fried eggs!\A triangle-relationship, a square relationship, or a five-sided relationship?\Mikuriya is something to be feared!\He's even more than we had imagined.\You can't set up the flags like that!\Where have you gone wrong, Mikuriya?!\Is there anything I can do to help you?! response:	Oh! Another intertwining string found here!
context: I also have fried eggs!\A triangle-relationship, a square relationship, or a five-sided relationship?\Mikuriya is something to be feared!\He's even more than we had imagined.\You can't set up the flags like that!\Where have you gone wrong, Mikuriya?!\Is there anything I can do to help you?!\Oh! Another intertwining string found here! response:	A development I won't get tired of.
context: A triangle-relationship, a square relationship, or a five-sided relationship?\Mikuriya is something to be feared!\He's even more than we had imagined.\You can't set up the flags like that!\Where have you gone wrong, Mikuriya?!\Is there anything I can do to help you?!\Oh! Another intertwining string found here!\A development I won't get tired of. response:	Mikuriya!
context: Mikuriya is something to be feared!\He's even more than we had imagined.\You can't set up the flags like that!\Where have you gone wrong, Mikuriya?!\Is there anything I can do to help you?!\Oh! Another intertwining string found here!\A development I won't get tired of.\Mikuriya! response:	It went for the worst!
context: He's even more than we had imagined.\You can't set up the flags like that!\Where have you gone wrong, Mikuriya?!\Is there anything I can do to help you?!\Oh! Another intertwining string found here!\A development I won't get tired of.\Mikuriya!\It went for the worst! response:	Strange...
context: You can't set up the flags like that!\Where have you gone wrong, Mikuriya?!\Is there anything I can do to help you?!\Oh! Another intertwining string found here!\A development I won't get tired of.\Mikuriya!\It went for the worst!\Strange... response:	On the next episode of Kannagi-
context: Where have you gone wrong, Mikuriya?!\Is there anything I can do to help you?!\Oh! Another intertwining string found here!\A development I won't get tired of.\Mikuriya!\It went for the worst!\Strange...\On the next episode of Kannagi- response:	I'm going to sing my lungs out!
