context: I'll get you something, too. response:	A present.
context: Quit fighting!\I still haven't gotten her that Christmas present.\I almost forgot. You can see your girlfriend if you want,\but hold off on the jumping telephone poles for a while. You'll attract attention.\I know! I'm walking, okay? On the ground.\I know how you like jumping.\Whatever, I'm hanging up.\Cheese-stuffed cabbage rolls. response:	Pretty good idea, if I do say so myself. Should be tasty.
context: I still haven't gotten her that Christmas present.\I almost forgot. You can see your girlfriend if you want,\but hold off on the jumping telephone poles for a while. You'll attract attention.\I know! I'm walking, okay? On the ground.\I know how you like jumping.\Whatever, I'm hanging up.\Cheese-stuffed cabbage rolls.\Pretty good idea, if I do say so myself. Should be tasty. response:	I think he should be getting home soon.
context: I almost forgot. You can see your girlfriend if you want,\but hold off on the jumping telephone poles for a while. You'll attract attention.\I know! I'm walking, okay? On the ground.\I know how you like jumping.\Whatever, I'm hanging up.\Cheese-stuffed cabbage rolls.\Pretty good idea, if I do say so myself. Should be tasty.\I think he should be getting home soon. response:	Wait, getting home? Why would I say it that way?
context: but hold off on the jumping telephone poles for a while. You'll attract attention.\I know! I'm walking, okay? On the ground.\I know how you like jumping.\Whatever, I'm hanging up.\Cheese-stuffed cabbage rolls.\Pretty good idea, if I do say so myself. Should be tasty.\I think he should be getting home soon.\Wait, getting home? Why would I say it that way? response:	And you're sure you can trust this guy?
context: I know! I'm walking, okay? On the ground.\I know how you like jumping.\Whatever, I'm hanging up.\Cheese-stuffed cabbage rolls.\Pretty good idea, if I do say so myself. Should be tasty.\I think he should be getting home soon.\Wait, getting home? Why would I say it that way?\And you're sure you can trust this guy? response:	I told you, yes!
context: I know how you like jumping.\Whatever, I'm hanging up.\Cheese-stuffed cabbage rolls.\Pretty good idea, if I do say so myself. Should be tasty.\I think he should be getting home soon.\Wait, getting home? Why would I say it that way?\And you're sure you can trust this guy?\I told you, yes! response:	Well, I'm worried about you!
context: Whatever, I'm hanging up.\Cheese-stuffed cabbage rolls.\Pretty good idea, if I do say so myself. Should be tasty.\I think he should be getting home soon.\Wait, getting home? Why would I say it that way?\And you're sure you can trust this guy?\I told you, yes!\Well, I'm worried about you! response:	You had virtually no interest in men before now.
context: Cheese-stuffed cabbage rolls.\Pretty good idea, if I do say so myself. Should be tasty.\I think he should be getting home soon.\Wait, getting home? Why would I say it that way?\And you're sure you can trust this guy?\I told you, yes!\Well, I'm worried about you!\You had virtually no interest in men before now. response:	And you haven't known him that long, right?
context: Pretty good idea, if I do say so myself. Should be tasty.\I think he should be getting home soon.\Wait, getting home? Why would I say it that way?\And you're sure you can trust this guy?\I told you, yes!\Well, I'm worried about you!\You had virtually no interest in men before now.\And you haven't known him that long, right? response:	R-right.
context: I think he should be getting home soon.\Wait, getting home? Why would I say it that way?\And you're sure you can trust this guy?\I told you, yes!\Well, I'm worried about you!\You had virtually no interest in men before now.\And you haven't known him that long, right?\R-right. response:	You can't be too careful, okay?
context: Wait, getting home? Why would I say it that way?\And you're sure you can trust this guy?\I told you, yes!\Well, I'm worried about you!\You had virtually no interest in men before now.\And you haven't known him that long, right?\R-right.\You can't be too careful, okay? response:	If anything happens, talk to me. Got it?
context: And you're sure you can trust this guy?\I told you, yes!\Well, I'm worried about you!\You had virtually no interest in men before now.\And you haven't known him that long, right?\R-right.\You can't be too careful, okay?\If anything happens, talk to me. Got it? response:	It's like she's my mom.
context: I told you, yes!\Well, I'm worried about you!\You had virtually no interest in men before now.\And you haven't known him that long, right?\R-right.\You can't be too careful, okay?\If anything happens, talk to me. Got it?\It's like she's my mom. response:	But she's right. We haven't known each other that long.
context: Well, I'm worried about you!\You had virtually no interest in men before now.\And you haven't known him that long, right?\R-right.\You can't be too careful, okay?\If anything happens, talk to me. Got it?\It's like she's my mom.\But she's right. We haven't known each other that long. response:	I only met him two months ago.
context: You had virtually no interest in men before now.\And you haven't known him that long, right?\R-right.\You can't be too careful, okay?\If anything happens, talk to me. Got it?\It's like she's my mom.\But she's right. We haven't known each other that long.\I only met him two months ago. response:	I'm not even his girlfriend.
context: And you haven't known him that long, right?\R-right.\You can't be too careful, okay?\If anything happens, talk to me. Got it?\It's like she's my mom.\But she's right. We haven't known each other that long.\I only met him two months ago.\I'm not even his girlfriend. response:	And I feel like I hardly know him.
context: R-right.\You can't be too careful, okay?\If anything happens, talk to me. Got it?\It's like she's my mom.\But she's right. We haven't known each other that long.\I only met him two months ago.\I'm not even his girlfriend.\And I feel like I hardly know him. response:	I wonder why he keeps coming to my apartment.
context: You can't be too careful, okay?\If anything happens, talk to me. Got it?\It's like she's my mom.\But she's right. We haven't known each other that long.\I only met him two months ago.\I'm not even his girlfriend.\And I feel like I hardly know him.\I wonder why he keeps coming to my apartment. response:	Who could it be? A delivery?
context: If anything happens, talk to me. Got it?\It's like she's my mom.\But she's right. We haven't known each other that long.\I only met him two months ago.\I'm not even his girlfriend.\And I feel like I hardly know him.\I wonder why he keeps coming to my apartment.\Who could it be? A delivery? response:	Anzai always comes in through the balcony, so...
context: It's like she's my mom.\But she's right. We haven't known each other that long.\I only met him two months ago.\I'm not even his girlfriend.\And I feel like I hardly know him.\I wonder why he keeps coming to my apartment.\Who could it be? A delivery?\Anzai always comes in through the balcony, so... response:	Uh... whaa...?
context: But she's right. We haven't known each other that long.\I only met him two months ago.\I'm not even his girlfriend.\And I feel like I hardly know him.\I wonder why he keeps coming to my apartment.\Who could it be? A delivery?\Anzai always comes in through the balcony, so...\Uh... whaa...? response:	Nice to see you, too!
context: I only met him two months ago.\I'm not even his girlfriend.\And I feel like I hardly know him.\I wonder why he keeps coming to my apartment.\Who could it be? A delivery?\Anzai always comes in through the balcony, so...\Uh... whaa...?\Nice to see you, too! response:	B-but why are you at my front door?
context: I'm not even his girlfriend.\And I feel like I hardly know him.\I wonder why he keeps coming to my apartment.\Who could it be? A delivery?\Anzai always comes in through the balcony, so...\Uh... whaa...?\Nice to see you, too!\B-but why are you at my front door? response:	I do that sometimes, okay?
context: And I feel like I hardly know him.\I wonder why he keeps coming to my apartment.\Who could it be? A delivery?\Anzai always comes in through the balcony, so...\Uh... whaa...?\Nice to see you, too!\B-but why are you at my front door?\I do that sometimes, okay? response:	Oh! The rice is done.
context: I wonder why he keeps coming to my apartment.\Who could it be? A delivery?\Anzai always comes in through the balcony, so...\Uh... whaa...?\Nice to see you, too!\B-but why are you at my front door?\I do that sometimes, okay?\Oh! The rice is done. response:	We're having cabbage rolls today.
context: Who could it be? A delivery?\Anzai always comes in through the balcony, so...\Uh... whaa...?\Nice to see you, too!\B-but why are you at my front door?\I do that sometimes, okay?\Oh! The rice is done.\We're having cabbage rolls today. response:	I tweaked the recipe, and I think it'll be good.
context: Anzai always comes in through the balcony, so...\Uh... whaa...?\Nice to see you, too!\B-but why are you at my front door?\I do that sometimes, okay?\Oh! The rice is done.\We're having cabbage rolls today.\I tweaked the recipe, and I think it'll be good. response:	How are you feeling?
context: Uh... whaa...?\Nice to see you, too!\B-but why are you at my front door?\I do that sometimes, okay?\Oh! The rice is done.\We're having cabbage rolls today.\I tweaked the recipe, and I think it'll be good.\How are you feeling? response:	H-how am I...?
context: Nice to see you, too!\B-but why are you at my front door?\I do that sometimes, okay?\Oh! The rice is done.\We're having cabbage rolls today.\I tweaked the recipe, and I think it'll be good.\How are you feeling?\H-how am I...? response:	Good! I'm all better!
context: B-but why are you at my front door?\I do that sometimes, okay?\Oh! The rice is done.\We're having cabbage rolls today.\I tweaked the recipe, and I think it'll be good.\How are you feeling?\H-how am I...?\Good! I'm all better! response:	Your fever's gone? But your hand is hot.
context: I do that sometimes, okay?\Oh! The rice is done.\We're having cabbage rolls today.\I tweaked the recipe, and I think it'll be good.\How are you feeling?\H-how am I...?\Good! I'm all better!\Your fever's gone? But your hand is hot. response:	No, yours is just too cold.
context: Oh! The rice is done.\We're having cabbage rolls today.\I tweaked the recipe, and I think it'll be good.\How are you feeling?\H-how am I...?\Good! I'm all better!\Your fever's gone? But your hand is hot.\No, yours is just too cold. response:	You're 80 degrees, right?
context: We're having cabbage rolls today.\I tweaked the recipe, and I think it'll be good.\How are you feeling?\H-how am I...?\Good! I'm all better!\Your fever's gone? But your hand is hot.\No, yours is just too cold.\You're 80 degrees, right? response:	Are all devils that cold?
context: I tweaked the recipe, and I think it'll be good.\How are you feeling?\H-how am I...?\Good! I'm all better!\Your fever's gone? But your hand is hot.\No, yours is just too cold.\You're 80 degrees, right?\Are all devils that cold? response:	Did you go out today?
context: How are you feeling?\H-how am I...?\Good! I'm all better!\Your fever's gone? But your hand is hot.\No, yours is just too cold.\You're 80 degrees, right?\Are all devils that cold?\Did you go out today? response:	What? No, just to the store.
context: H-how am I...?\Good! I'm all better!\Your fever's gone? But your hand is hot.\No, yours is just too cold.\You're 80 degrees, right?\Are all devils that cold?\Did you go out today?\What? No, just to the store. response:	But something seems... different about you.
context: Good! I'm all better!\Your fever's gone? But your hand is hot.\No, yours is just too cold.\You're 80 degrees, right?\Are all devils that cold?\Did you go out today?\What? No, just to the store.\But something seems... different about you. response:	Oh, I... I did put on some makeup.
context: Your fever's gone? But your hand is hot.\No, yours is just too cold.\You're 80 degrees, right?\Are all devils that cold?\Did you go out today?\What? No, just to the store.\But something seems... different about you.\Oh, I... I did put on some makeup. response:	I really like you.
context: No, yours is just too cold.\You're 80 degrees, right?\Are all devils that cold?\Did you go out today?\What? No, just to the store.\But something seems... different about you.\Oh, I... I did put on some makeup.\I really like you. response:	Huh?
context: You're 80 degrees, right?\Are all devils that cold?\Did you go out today?\What? No, just to the store.\But something seems... different about you.\Oh, I... I did put on some makeup.\I really like you.\Huh? response:	I missed.
context: Are all devils that cold?\Did you go out today?\What? No, just to the store.\But something seems... different about you.\Oh, I... I did put on some makeup.\I really like you.\Huh?\I missed. response:	The next one gets your head, monster.
context: Did you go out today?\What? No, just to the store.\But something seems... different about you.\Oh, I... I did put on some makeup.\I really like you.\Huh?\I missed.\The next one gets your head, monster. response:	Go to Hell!
context: What? No, just to the store.\But something seems... different about you.\Oh, I... I did put on some makeup.\I really like you.\Huh?\I missed.\The next one gets your head, monster.\Go to Hell! response:	Anzai! Anzai!
context: But something seems... different about you.\Oh, I... I did put on some makeup.\I really like you.\Huh?\I missed.\The next one gets your head, monster.\Go to Hell!\Anzai! Anzai! response:	Are you hurt?
context: Oh, I... I did put on some makeup.\I really like you.\Huh?\I missed.\The next one gets your head, monster.\Go to Hell!\Anzai! Anzai!\Are you hurt? response:	No. But you, Anzai-
context: I really like you.\Huh?\I missed.\The next one gets your head, monster.\Go to Hell!\Anzai! Anzai!\Are you hurt?\No. But you, Anzai- response:	Don't cry.
context: Huh?\I missed.\The next one gets your head, monster.\Go to Hell!\Anzai! Anzai!\Are you hurt?\No. But you, Anzai-\Don't cry. response:	I'm going to be fine.
context: I missed.\The next one gets your head, monster.\Go to Hell!\Anzai! Anzai!\Are you hurt?\No. But you, Anzai-\Don't cry.\I'm going to be fine. response:	Get your head down.
context: The next one gets your head, monster.\Go to Hell!\Anzai! Anzai!\Are you hurt?\No. But you, Anzai-\Don't cry.\I'm going to be fine.\Get your head down. response:	Where'd it come from?
context: Go to Hell!\Anzai! Anzai!\Are you hurt?\No. But you, Anzai-\Don't cry.\I'm going to be fine.\Get your head down.\Where'd it come from? response:	How long were they after me?
context: Anzai! Anzai!\Are you hurt?\No. But you, Anzai-\Don't cry.\I'm going to be fine.\Get your head down.\Where'd it come from?\How long were they after me? response:	Never mind that... why were they after me?
context: Are you hurt?\No. But you, Anzai-\Don't cry.\I'm going to be fine.\Get your head down.\Where'd it come from?\How long were they after me?\Never mind that... why were they after me? response:	Because I'm a devil?
context: No. But you, Anzai-\Don't cry.\I'm going to be fine.\Get your head down.\Where'd it come from?\How long were they after me?\Never mind that... why were they after me?\Because I'm a devil? response:	Hey!
context: Don't cry.\I'm going to be fine.\Get your head down.\Where'd it come from?\How long were they after me?\Never mind that... why were they after me?\Because I'm a devil?\Hey! response:	Kill.
context: I'm going to be fine.\Get your head down.\Where'd it come from?\How long were they after me?\Never mind that... why were they after me?\Because I'm a devil?\Hey!\Kill. response:	Kill.
context: Get your head down.\Where'd it come from?\How long were they after me?\Never mind that... why were they after me?\Because I'm a devil?\Hey!\Kill.\Kill. response:	Are you... okay?
context: Where'd it come from?\How long were they after me?\Never mind that... why were they after me?\Because I'm a devil?\Hey!\Kill.\Kill.\Are you... okay? response:	Kill! Are you... okay?
context: How long were they after me?\Never mind that... why were they after me?\Because I'm a devil?\Hey!\Kill.\Kill.\Are you... okay?\Kill! Are you... okay? response:	I really like you.
context: Never mind that... why were they after me?\Because I'm a devil?\Hey!\Kill.\Kill.\Are you... okay?\Kill! Are you... okay?\I really like you. response:	There!
context: Because I'm a devil?\Hey!\Kill.\Kill.\Are you... okay?\Kill! Are you... okay?\I really like you.\There! response:	No...
context: Hey!\Kill.\Kill.\Are you... okay?\Kill! Are you... okay?\I really like you.\There!\No... response:	Anzai, wait!
context: Kill.\Kill.\Are you... okay?\Kill! Are you... okay?\I really like you.\There!\No...\Anzai, wait! response:	I know it's late, but Merry Christmas.
context: Kill.\Are you... okay?\Kill! Are you... okay?\I really like you.\There!\No...\Anzai, wait!\I know it's late, but Merry Christmas. response:	Did I lose him?
context: Are you... okay?\Kill! Are you... okay?\I really like you.\There!\No...\Anzai, wait!\I know it's late, but Merry Christmas.\Did I lose him? response:	Don't touch me, you monster!
context: Kill! Are you... okay?\I really like you.\There!\No...\Anzai, wait!\I know it's late, but Merry Christmas.\Did I lose him?\Don't touch me, you monster! response:	What are you after, murderer?
context: I really like you.\There!\No...\Anzai, wait!\I know it's late, but Merry Christmas.\Did I lose him?\Don't touch me, you monster!\What are you after, murderer? response:	Your kind are the murderers!
context: There!\No...\Anzai, wait!\I know it's late, but Merry Christmas.\Did I lose him?\Don't touch me, you monster!\What are you after, murderer?\Your kind are the murderers! response:	You pretend to care just long enough to get your chance to drink our blood!
context: No...\Anzai, wait!\I know it's late, but Merry Christmas.\Did I lose him?\Don't touch me, you monster!\What are you after, murderer?\Your kind are the murderers!\You pretend to care just long enough to get your chance to drink our blood! response:	My mother died because of you!
context: Anzai, wait!\I know it's late, but Merry Christmas.\Did I lose him?\Don't touch me, you monster!\What are you after, murderer?\Your kind are the murderers!\You pretend to care just long enough to get your chance to drink our blood!\My mother died because of you! response:	If you devils never existed, she'd still be alive!
context: I know it's late, but Merry Christmas.\Did I lose him?\Don't touch me, you monster!\What are you after, murderer?\Your kind are the murderers!\You pretend to care just long enough to get your chance to drink our blood!\My mother died because of you!\If you devils never existed, she'd still be alive! response:	That's why I kill you!
context: Did I lose him?\Don't touch me, you monster!\What are you after, murderer?\Your kind are the murderers!\You pretend to care just long enough to get your chance to drink our blood!\My mother died because of you!\If you devils never existed, she'd still be alive!\That's why I kill you! response:	To make sure you never kill again!
context: Don't touch me, you monster!\What are you after, murderer?\Your kind are the murderers!\You pretend to care just long enough to get your chance to drink our blood!\My mother died because of you!\If you devils never existed, she'd still be alive!\That's why I kill you!\To make sure you never kill again! response:	Dammit!
context: What are you after, murderer?\Your kind are the murderers!\You pretend to care just long enough to get your chance to drink our blood!\My mother died because of you!\If you devils never existed, she'd still be alive!\That's why I kill you!\To make sure you never kill again!\Dammit! response:	Like softly melting away
context: Your kind are the murderers!\You pretend to care just long enough to get your chance to drink our blood!\My mother died because of you!\If you devils never existed, she'd still be alive!\That's why I kill you!\To make sure you never kill again!\Dammit!\Like softly melting away response:	If we could have loved each other more like that
context: You pretend to care just long enough to get your chance to drink our blood!\My mother died because of you!\If you devils never existed, she'd still be alive!\That's why I kill you!\To make sure you never kill again!\Dammit!\Like softly melting away\If we could have loved each other more like that response:	What could I have told you?
context: My mother died because of you!\If you devils never existed, she'd still be alive!\That's why I kill you!\To make sure you never kill again!\Dammit!\Like softly melting away\If we could have loved each other more like that\What could I have told you? response:	A chance encounter that cannot amount to love
context: If you devils never existed, she'd still be alive!\That's why I kill you!\To make sure you never kill again!\Dammit!\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love response:	Someone forgive me
context: That's why I kill you!\To make sure you never kill again!\Dammit!\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me response:	Because this filthy form is who I am
context: To make sure you never kill again!\Dammit!\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am response:	Oh, why?
context: Dammit!\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why? response:	Are these fingers trembling as they touch you?
context: Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you? response:	It's a story of fighting together
context: If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together response:	I want to hold you
context: What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you response:	I want to protect you without hurting you
context: A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you response:	You and only you
context: Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you response:	It's a story of desiring forever
context: Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever response:	I will keep fighting
context: Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting response:	Against the urges surging up inside me
context: Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me response:	Oh, again, I...
context: It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I... response:	Deep red dawn
context: I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn response:	Like we're softly melting away...
context: I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away... response:	You're weaker than I thought.
context: You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\You're weaker than I thought. response:	You a civilian?
context: It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\You're weaker than I thought.\You a civilian? response:	Next Time
context: I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\You're weaker than I thought.\You a civilian?\Next Time response:	Line 4,
context: Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\You're weaker than I thought.\You a civilian?\Next Time\Line 4, response:	Monster.
context: Oh, again, I...\Deep red dawn\Like we're softly melting away...\You're weaker than I thought.\You a civilian?\Next Time\Line 4,\Monster. response:	Monster
