context: Oops! response:	Isn't this...?
context: Full armored Wicked Lord Shingan Schwartz Crustacea is here!\I caused you all to worry.\I became dependent upon the Dark Flame Master's kindness...\I very nearly lost the precious thing...\But I will never let it go again!\Yuta believed in me, and so I will believe in myself!\I release the New Wicked Lord Shingan!\Super-dimensional Purgatorial Fascination! response:	The Wicked Lord Shingan is gracefully restored!
context: I caused you all to worry.\I became dependent upon the Dark Flame Master's kindness...\I very nearly lost the precious thing...\But I will never let it go again!\Yuta believed in me, and so I will believe in myself!\I release the New Wicked Lord Shingan!\Super-dimensional Purgatorial Fascination!\The Wicked Lord Shingan is gracefully restored! response:	Ooh!
context: I became dependent upon the Dark Flame Master's kindness...\I very nearly lost the precious thing...\But I will never let it go again!\Yuta believed in me, and so I will believe in myself!\I release the New Wicked Lord Shingan!\Super-dimensional Purgatorial Fascination!\The Wicked Lord Shingan is gracefully restored!\Ooh! response:	The idiocy is spreading.
context: I very nearly lost the precious thing...\But I will never let it go again!\Yuta believed in me, and so I will believe in myself!\I release the New Wicked Lord Shingan!\Super-dimensional Purgatorial Fascination!\The Wicked Lord Shingan is gracefully restored!\Ooh!\The idiocy is spreading. response:	Huh? Oh, yeah.
context: But I will never let it go again!\Yuta believed in me, and so I will believe in myself!\I release the New Wicked Lord Shingan!\Super-dimensional Purgatorial Fascination!\The Wicked Lord Shingan is gracefully restored!\Ooh!\The idiocy is spreading.\Huh? Oh, yeah. response:	That's Satone Shichimiya. She's my childhood friend.
context: Yuta believed in me, and so I will believe in myself!\I release the New Wicked Lord Shingan!\Super-dimensional Purgatorial Fascination!\The Wicked Lord Shingan is gracefully restored!\Ooh!\The idiocy is spreading.\Huh? Oh, yeah.\That's Satone Shichimiya. She's my childhood friend. response:	She's kind of like my chunibyo guru.
context: I release the New Wicked Lord Shingan!\Super-dimensional Purgatorial Fascination!\The Wicked Lord Shingan is gracefully restored!\Ooh!\The idiocy is spreading.\Huh? Oh, yeah.\That's Satone Shichimiya. She's my childhood friend.\She's kind of like my chunibyo guru. response:	ITALIAN YAKISOBA VS JAPANESE YAKISOBA - YAKISOBA EVENT (URGENT!!)
context: Super-dimensional Purgatorial Fascination!\The Wicked Lord Shingan is gracefully restored!\Ooh!\The idiocy is spreading.\Huh? Oh, yeah.\That's Satone Shichimiya. She's my childhood friend.\She's kind of like my chunibyo guru.\ITALIAN YAKISOBA VS JAPANESE YAKISOBA - YAKISOBA EVENT (URGENT!!) response:	Can we really leave them to it?
context: The Wicked Lord Shingan is gracefully restored!\Ooh!\The idiocy is spreading.\Huh? Oh, yeah.\That's Satone Shichimiya. She's my childhood friend.\She's kind of like my chunibyo guru.\ITALIAN YAKISOBA VS JAPANESE YAKISOBA - YAKISOBA EVENT (URGENT!!)\Can we really leave them to it? response:	Yeah. I think that they were harboring feelings of rivalry.
context: Ooh!\The idiocy is spreading.\Huh? Oh, yeah.\That's Satone Shichimiya. She's my childhood friend.\She's kind of like my chunibyo guru.\ITALIAN YAKISOBA VS JAPANESE YAKISOBA - YAKISOBA EVENT (URGENT!!)\Can we really leave them to it?\Yeah. I think that they were harboring feelings of rivalry. response:	Kuzuha may not look it, but she has inner fortitude.
context: The idiocy is spreading.\Huh? Oh, yeah.\That's Satone Shichimiya. She's my childhood friend.\She's kind of like my chunibyo guru.\ITALIAN YAKISOBA VS JAPANESE YAKISOBA - YAKISOBA EVENT (URGENT!!)\Can we really leave them to it?\Yeah. I think that they were harboring feelings of rivalry.\Kuzuha may not look it, but she has inner fortitude. response:	Really.
context: Huh? Oh, yeah.\That's Satone Shichimiya. She's my childhood friend.\She's kind of like my chunibyo guru.\ITALIAN YAKISOBA VS JAPANESE YAKISOBA - YAKISOBA EVENT (URGENT!!)\Can we really leave them to it?\Yeah. I think that they were harboring feelings of rivalry.\Kuzuha may not look it, but she has inner fortitude.\Really. response:	Torpedoed!
context: That's Satone Shichimiya. She's my childhood friend.\She's kind of like my chunibyo guru.\ITALIAN YAKISOBA VS JAPANESE YAKISOBA - YAKISOBA EVENT (URGENT!!)\Can we really leave them to it?\Yeah. I think that they were harboring feelings of rivalry.\Kuzuha may not look it, but she has inner fortitude.\Really.\Torpedoed! response:	Aw, c'mon! Stop that!
context: She's kind of like my chunibyo guru.\ITALIAN YAKISOBA VS JAPANESE YAKISOBA - YAKISOBA EVENT (URGENT!!)\Can we really leave them to it?\Yeah. I think that they were harboring feelings of rivalry.\Kuzuha may not look it, but she has inner fortitude.\Really.\Torpedoed!\Aw, c'mon! Stop that! response:	Restored! The Wicked Lord Shingan!
context: ITALIAN YAKISOBA VS JAPANESE YAKISOBA - YAKISOBA EVENT (URGENT!!)\Can we really leave them to it?\Yeah. I think that they were harboring feelings of rivalry.\Kuzuha may not look it, but she has inner fortitude.\Really.\Torpedoed!\Aw, c'mon! Stop that!\Restored! The Wicked Lord Shingan! response:	New and improved, from all-powerful to ultra-powerful!
context: Can we really leave them to it?\Yeah. I think that they were harboring feelings of rivalry.\Kuzuha may not look it, but she has inner fortitude.\Really.\Torpedoed!\Aw, c'mon! Stop that!\Restored! The Wicked Lord Shingan!\New and improved, from all-powerful to ultra-powerful! response:	Yeah, that power was amazing!
context: Yeah. I think that they were harboring feelings of rivalry.\Kuzuha may not look it, but she has inner fortitude.\Really.\Torpedoed!\Aw, c'mon! Stop that!\Restored! The Wicked Lord Shingan!\New and improved, from all-powerful to ultra-powerful!\Yeah, that power was amazing! response:	Now, accept this. This now belongs to you, Wicked Lord Shingan.
context: Kuzuha may not look it, but she has inner fortitude.\Really.\Torpedoed!\Aw, c'mon! Stop that!\Restored! The Wicked Lord Shingan!\New and improved, from all-powerful to ultra-powerful!\Yeah, that power was amazing!\Now, accept this. This now belongs to you, Wicked Lord Shingan. response:	Are you really prepared for it?
context: Really.\Torpedoed!\Aw, c'mon! Stop that!\Restored! The Wicked Lord Shingan!\New and improved, from all-powerful to ultra-powerful!\Yeah, that power was amazing!\Now, accept this. This now belongs to you, Wicked Lord Shingan.\Are you really prepared for it? response:	If you collect all three tokens and revive the Dark Flame Dragon...
context: Torpedoed!\Aw, c'mon! Stop that!\Restored! The Wicked Lord Shingan!\New and improved, from all-powerful to ultra-powerful!\Yeah, that power was amazing!\Now, accept this. This now belongs to you, Wicked Lord Shingan.\Are you really prepared for it?\If you collect all three tokens and revive the Dark Flame Dragon... response:	Not as a lover.
context: Aw, c'mon! Stop that!\Restored! The Wicked Lord Shingan!\New and improved, from all-powerful to ultra-powerful!\Yeah, that power was amazing!\Now, accept this. This now belongs to you, Wicked Lord Shingan.\Are you really prepared for it?\If you collect all three tokens and revive the Dark Flame Dragon...\Not as a lover. response:	No. Yuta told me.
context: Restored! The Wicked Lord Shingan!\New and improved, from all-powerful to ultra-powerful!\Yeah, that power was amazing!\Now, accept this. This now belongs to you, Wicked Lord Shingan.\Are you really prepared for it?\If you collect all three tokens and revive the Dark Flame Dragon...\Not as a lover.\No. Yuta told me. response:	The contract you and I are bound to...
context: New and improved, from all-powerful to ultra-powerful!\Yeah, that power was amazing!\Now, accept this. This now belongs to you, Wicked Lord Shingan.\Are you really prepared for it?\If you collect all three tokens and revive the Dark Flame Dragon...\Not as a lover.\No. Yuta told me.\The contract you and I are bound to... response:	It is the lover's pact of the Wicked Lord Shingan!
context: Yeah, that power was amazing!\Now, accept this. This now belongs to you, Wicked Lord Shingan.\Are you really prepared for it?\If you collect all three tokens and revive the Dark Flame Dragon...\Not as a lover.\No. Yuta told me.\The contract you and I are bound to...\It is the lover's pact of the Wicked Lord Shingan! response:	I will be the eternal Wicked Lord Shingan, plus lover!
context: Now, accept this. This now belongs to you, Wicked Lord Shingan.\Are you really prepared for it?\If you collect all three tokens and revive the Dark Flame Dragon...\Not as a lover.\No. Yuta told me.\The contract you and I are bound to...\It is the lover's pact of the Wicked Lord Shingan!\I will be the eternal Wicked Lord Shingan, plus lover! response:	That is the ultimate form of the contract between Yuta and I.
context: Are you really prepared for it?\If you collect all three tokens and revive the Dark Flame Dragon...\Not as a lover.\No. Yuta told me.\The contract you and I are bound to...\It is the lover's pact of the Wicked Lord Shingan!\I will be the eternal Wicked Lord Shingan, plus lover!\That is the ultimate form of the contract between Yuta and I. response:	You can't do that.
context: If you collect all three tokens and revive the Dark Flame Dragon...\Not as a lover.\No. Yuta told me.\The contract you and I are bound to...\It is the lover's pact of the Wicked Lord Shingan!\I will be the eternal Wicked Lord Shingan, plus lover!\That is the ultimate form of the contract between Yuta and I.\You can't do that. response:	I can! Yuta said we could.
context: Not as a lover.\No. Yuta told me.\The contract you and I are bound to...\It is the lover's pact of the Wicked Lord Shingan!\I will be the eternal Wicked Lord Shingan, plus lover!\That is the ultimate form of the contract between Yuta and I.\You can't do that.\I can! Yuta said we could. response:	He is certain we can fulfill this pact!
context: No. Yuta told me.\The contract you and I are bound to...\It is the lover's pact of the Wicked Lord Shingan!\I will be the eternal Wicked Lord Shingan, plus lover!\That is the ultimate form of the contract between Yuta and I.\You can't do that.\I can! Yuta said we could.\He is certain we can fulfill this pact! response:	I see. So you can fulfill this pact.
context: The contract you and I are bound to...\It is the lover's pact of the Wicked Lord Shingan!\I will be the eternal Wicked Lord Shingan, plus lover!\That is the ultimate form of the contract between Yuta and I.\You can't do that.\I can! Yuta said we could.\He is certain we can fulfill this pact!\I see. So you can fulfill this pact. response:	I will back up your statement, as a magical devil girl.
context: It is the lover's pact of the Wicked Lord Shingan!\I will be the eternal Wicked Lord Shingan, plus lover!\That is the ultimate form of the contract between Yuta and I.\You can't do that.\I can! Yuta said we could.\He is certain we can fulfill this pact!\I see. So you can fulfill this pact.\I will back up your statement, as a magical devil girl. response:	What is it?
context: I will be the eternal Wicked Lord Shingan, plus lover!\That is the ultimate form of the contract between Yuta and I.\You can't do that.\I can! Yuta said we could.\He is certain we can fulfill this pact!\I see. So you can fulfill this pact.\I will back up your statement, as a magical devil girl.\What is it? response:	I just felt a stabbing pain right here.
context: That is the ultimate form of the contract between Yuta and I.\You can't do that.\I can! Yuta said we could.\He is certain we can fulfill this pact!\I see. So you can fulfill this pact.\I will back up your statement, as a magical devil girl.\What is it?\I just felt a stabbing pain right here. response:	Maybe it's static electricity?
context: You can't do that.\I can! Yuta said we could.\He is certain we can fulfill this pact!\I see. So you can fulfill this pact.\I will back up your statement, as a magical devil girl.\What is it?\I just felt a stabbing pain right here.\Maybe it's static electricity? response:	Oh, no! I will heal it with the Wicked Lord Shingan.
context: I can! Yuta said we could.\He is certain we can fulfill this pact!\I see. So you can fulfill this pact.\I will back up your statement, as a magical devil girl.\What is it?\I just felt a stabbing pain right here.\Maybe it's static electricity?\Oh, no! I will heal it with the Wicked Lord Shingan. response:	And so, I stayed clueless as Rikka regained her power.
context: He is certain we can fulfill this pact!\I see. So you can fulfill this pact.\I will back up your statement, as a magical devil girl.\What is it?\I just felt a stabbing pain right here.\Maybe it's static electricity?\Oh, no! I will heal it with the Wicked Lord Shingan.\And so, I stayed clueless as Rikka regained her power. response:	And, still unbeknownst to me...
context: I see. So you can fulfill this pact.\I will back up your statement, as a magical devil girl.\What is it?\I just felt a stabbing pain right here.\Maybe it's static electricity?\Oh, no! I will heal it with the Wicked Lord Shingan.\And so, I stayed clueless as Rikka regained her power.\And, still unbeknownst to me... response:	Yuta.
context: I will back up your statement, as a magical devil girl.\What is it?\I just felt a stabbing pain right here.\Maybe it's static electricity?\Oh, no! I will heal it with the Wicked Lord Shingan.\And so, I stayed clueless as Rikka regained her power.\And, still unbeknownst to me...\Yuta. response:	What if...
context: What is it?\I just felt a stabbing pain right here.\Maybe it's static electricity?\Oh, no! I will heal it with the Wicked Lord Shingan.\And so, I stayed clueless as Rikka regained her power.\And, still unbeknownst to me...\Yuta.\What if... response:	What if back then...
context: I just felt a stabbing pain right here.\Maybe it's static electricity?\Oh, no! I will heal it with the Wicked Lord Shingan.\And so, I stayed clueless as Rikka regained her power.\And, still unbeknownst to me...\Yuta.\What if...\What if back then... response:	It could have been me.
context: Maybe it's static electricity?\Oh, no! I will heal it with the Wicked Lord Shingan.\And so, I stayed clueless as Rikka regained her power.\And, still unbeknownst to me...\Yuta.\What if...\What if back then...\It could have been me. response:	Huh? Ow.
context: Oh, no! I will heal it with the Wicked Lord Shingan.\And so, I stayed clueless as Rikka regained her power.\And, still unbeknownst to me...\Yuta.\What if...\What if back then...\It could have been me.\Huh? Ow. response:	What? What?!
context: And so, I stayed clueless as Rikka regained her power.\And, still unbeknownst to me...\Yuta.\What if...\What if back then...\It could have been me.\Huh? Ow.\What? What?! response:	TO BE CONTINUED
