context: Mizuhara Chizuru is just a rental girlfriend. response:	A fake one who won't last,
context: What? Then...\Oh, don't worry about me. I'm over it now.\That said, it was always a day that made me feel a little lonely,\but I got out of the hospital, made a new friend,\and even got to take a bath with you.\It has become a special day for me now.\Can I ask you something? What would you do if I were lying?\What if I weren't the kind of person you think I am? response:	Nobody goes through life without lying.
context: Oh, don't worry about me. I'm over it now.\That said, it was always a day that made me feel a little lonely,\but I got out of the hospital, made a new friend,\and even got to take a bath with you.\It has become a special day for me now.\Can I ask you something? What would you do if I were lying?\What if I weren't the kind of person you think I am?\Nobody goes through life without lying. response:	I'd love you even if you were an alien.
context: That said, it was always a day that made me feel a little lonely,\but I got out of the hospital, made a new friend,\and even got to take a bath with you.\It has become a special day for me now.\Can I ask you something? What would you do if I were lying?\What if I weren't the kind of person you think I am?\Nobody goes through life without lying.\I'd love you even if you were an alien. response:	I've given up on trying to figure out this mess!
context: but I got out of the hospital, made a new friend,\and even got to take a bath with you.\It has become a special day for me now.\Can I ask you something? What would you do if I were lying?\What if I weren't the kind of person you think I am?\Nobody goes through life without lying.\I'd love you even if you were an alien.\I've given up on trying to figure out this mess! response:	Gotta get our money's worth!
context: and even got to take a bath with you.\It has become a special day for me now.\Can I ask you something? What would you do if I were lying?\What if I weren't the kind of person you think I am?\Nobody goes through life without lying.\I'd love you even if you were an alien.\I've given up on trying to figure out this mess!\Gotta get our money's worth! response:	Here, cheers.
context: It has become a special day for me now.\Can I ask you something? What would you do if I were lying?\What if I weren't the kind of person you think I am?\Nobody goes through life without lying.\I'd love you even if you were an alien.\I've given up on trying to figure out this mess!\Gotta get our money's worth!\Here, cheers. response:	Ch-Cheers.
context: Can I ask you something? What would you do if I were lying?\What if I weren't the kind of person you think I am?\Nobody goes through life without lying.\I'd love you even if you were an alien.\I've given up on trying to figure out this mess!\Gotta get our money's worth!\Here, cheers.\Ch-Cheers. response:	So yummy!
context: What if I weren't the kind of person you think I am?\Nobody goes through life without lying.\I'd love you even if you were an alien.\I've given up on trying to figure out this mess!\Gotta get our money's worth!\Here, cheers.\Ch-Cheers.\So yummy! response:	Uh, isn't that the sauce?
context: Nobody goes through life without lying.\I'd love you even if you were an alien.\I've given up on trying to figure out this mess!\Gotta get our money's worth!\Here, cheers.\Ch-Cheers.\So yummy!\Uh, isn't that the sauce? response:	I thought it was soup!
context: I'd love you even if you were an alien.\I've given up on trying to figure out this mess!\Gotta get our money's worth!\Here, cheers.\Ch-Cheers.\So yummy!\Uh, isn't that the sauce?\I thought it was soup! response:	I drank quite a bit...
context: I've given up on trying to figure out this mess!\Gotta get our money's worth!\Here, cheers.\Ch-Cheers.\So yummy!\Uh, isn't that the sauce?\I thought it was soup!\I drank quite a bit... response:	You're such a dolt!
context: Gotta get our money's worth!\Here, cheers.\Ch-Cheers.\So yummy!\Uh, isn't that the sauce?\I thought it was soup!\I drank quite a bit...\You're such a dolt! response:	I've never seen her laugh like a normal girl before.
context: Here, cheers.\Ch-Cheers.\So yummy!\Uh, isn't that the sauce?\I thought it was soup!\I drank quite a bit...\You're such a dolt!\I've never seen her laugh like a normal girl before. response:	I guess I really am a bother to her.
context: Ch-Cheers.\So yummy!\Uh, isn't that the sauce?\I thought it was soup!\I drank quite a bit...\You're such a dolt!\I've never seen her laugh like a normal girl before.\I guess I really am a bother to her. response:	Well, night.
context: So yummy!\Uh, isn't that the sauce?\I thought it was soup!\I drank quite a bit...\You're such a dolt!\I've never seen her laugh like a normal girl before.\I guess I really am a bother to her.\Well, night. response:	I can sleep in the bathroom or by the door.
context: Uh, isn't that the sauce?\I thought it was soup!\I drank quite a bit...\You're such a dolt!\I've never seen her laugh like a normal girl before.\I guess I really am a bother to her.\Well, night.\I can sleep in the bathroom or by the door. response:	I know you won't have pleasant dreams with me around.
context: I thought it was soup!\I drank quite a bit...\You're such a dolt!\I've never seen her laugh like a normal girl before.\I guess I really am a bother to her.\Well, night.\I can sleep in the bathroom or by the door.\I know you won't have pleasant dreams with me around. response:	What's the big deal?
context: I drank quite a bit...\You're such a dolt!\I've never seen her laugh like a normal girl before.\I guess I really am a bother to her.\Well, night.\I can sleep in the bathroom or by the door.\I know you won't have pleasant dreams with me around.\What's the big deal? response:	Why can't you just sleep here?
context: You're such a dolt!\I've never seen her laugh like a normal girl before.\I guess I really am a bother to her.\Well, night.\I can sleep in the bathroom or by the door.\I know you won't have pleasant dreams with me around.\What's the big deal?\Why can't you just sleep here? response:	Wha?!
context: I've never seen her laugh like a normal girl before.\I guess I really am a bother to her.\Well, night.\I can sleep in the bathroom or by the door.\I know you won't have pleasant dreams with me around.\What's the big deal?\Why can't you just sleep here?\Wha?! response:	You're so childish
context: I guess I really am a bother to her.\Well, night.\I can sleep in the bathroom or by the door.\I know you won't have pleasant dreams with me around.\What's the big deal?\Why can't you just sleep here?\Wha?!\You're so childish response:	Puts men to shame
context: Well, night.\I can sleep in the bathroom or by the door.\I know you won't have pleasant dreams with me around.\What's the big deal?\Why can't you just sleep here?\Wha?!\You're so childish\Puts men to shame response:	Already a chief at her young age
context: I can sleep in the bathroom or by the door.\I know you won't have pleasant dreams with me around.\What's the big deal?\Why can't you just sleep here?\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age response:	Sensei!
context: I know you won't have pleasant dreams with me around.\What's the big deal?\Why can't you just sleep here?\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei! response:	I need your help with homework!
context: What's the big deal?\Why can't you just sleep here?\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework! response:	Mrs. Kinoshita, there's something we must tell you.
context: Why can't you just sleep here?\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Mrs. Kinoshita, there's something we must tell you. response:	I know.
context: Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Mrs. Kinoshita, there's something we must tell you.\I know. response:	What? You knew?
context: You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Mrs. Kinoshita, there's something we must tell you.\I know.\What? You knew? response:	It was obvious.
context: Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Mrs. Kinoshita, there's something we must tell you.\I know.\What? You knew?\It was obvious. response:	That makes it easier, then.
context: Already a chief at her young age\Sensei!\I need your help with homework!\Mrs. Kinoshita, there's something we must tell you.\I know.\What? You knew?\It was obvious.\That makes it easier, then. response:	Yeah. Gran, we actually...
context: Sensei!\I need your help with homework!\Mrs. Kinoshita, there's something we must tell you.\I know.\What? You knew?\It was obvious.\That makes it easier, then.\Yeah. Gran, we actually... response:	You're finally doing the deed, right?
context: I need your help with homework!\Mrs. Kinoshita, there's something we must tell you.\I know.\What? You knew?\It was obvious.\That makes it easier, then.\Yeah. Gran, we actually...\You're finally doing the deed, right? response:	Huh? Doing what?
context: Mrs. Kinoshita, there's something we must tell you.\I know.\What? You knew?\It was obvious.\That makes it easier, then.\Yeah. Gran, we actually...\You're finally doing the deed, right?\Huh? Doing what? response:	Having sex! S-E-X!
context: I know.\What? You knew?\It was obvious.\That makes it easier, then.\Yeah. Gran, we actually...\You're finally doing the deed, right?\Huh? Doing what?\Having sex! S-E-X! response:	Ah, how wonderful! This is the best day of my life!
context: What? You knew?\It was obvious.\That makes it easier, then.\Yeah. Gran, we actually...\You're finally doing the deed, right?\Huh? Doing what?\Having sex! S-E-X!\Ah, how wonderful! This is the best day of my life! response:	Girlfriend...
context: It was obvious.\That makes it easier, then.\Yeah. Gran, we actually...\You're finally doing the deed, right?\Huh? Doing what?\Having sex! S-E-X!\Ah, how wonderful! This is the best day of my life!\Girlfriend... response:	Bring out the champagne!
