context: Watanuki... response:	If you push too hard, you'll hurt yourself.
context: He really can see...\You...\Who, me?\I'm everyone's big brother Zange,\who's just a tiny bit overbearing!\My motto is Let's all get along.\So come on, Sou... Let's be closer friends than ever!\If that's what you want, I'd be happy to. response:	Really?
context: You...\Who, me?\I'm everyone's big brother Zange,\who's just a tiny bit overbearing!\My motto is Let's all get along.\So come on, Sou... Let's be closer friends than ever!\If that's what you want, I'd be happy to.\Really? response:	Ririchiyo is so adorable...
context: Who, me?\I'm everyone's big brother Zange,\who's just a tiny bit overbearing!\My motto is Let's all get along.\So come on, Sou... Let's be closer friends than ever!\If that's what you want, I'd be happy to.\Really?\Ririchiyo is so adorable... response:	I'd like to sink my teeth into him. What a man...
context: I'm everyone's big brother Zange,\who's just a tiny bit overbearing!\My motto is Let's all get along.\So come on, Sou... Let's be closer friends than ever!\If that's what you want, I'd be happy to.\Really?\Ririchiyo is so adorable...\I'd like to sink my teeth into him. What a man... response:	I wanted to thank you for spending the day with me.
context: who's just a tiny bit overbearing!\My motto is Let's all get along.\So come on, Sou... Let's be closer friends than ever!\If that's what you want, I'd be happy to.\Really?\Ririchiyo is so adorable...\I'd like to sink my teeth into him. What a man...\I wanted to thank you for spending the day with me. response:	You're mistaken.
context: My motto is Let's all get along.\So come on, Sou... Let's be closer friends than ever!\If that's what you want, I'd be happy to.\Really?\Ririchiyo is so adorable...\I'd like to sink my teeth into him. What a man...\I wanted to thank you for spending the day with me.\You're mistaken. response:	Natsume's real targets were Watanuki and me.
context: So come on, Sou... Let's be closer friends than ever!\If that's what you want, I'd be happy to.\Really?\Ririchiyo is so adorable...\I'd like to sink my teeth into him. What a man...\I wanted to thank you for spending the day with me.\You're mistaken.\Natsume's real targets were Watanuki and me. response:	It isn't like I was hanging out with you.
context: If that's what you want, I'd be happy to.\Really?\Ririchiyo is so adorable...\I'd like to sink my teeth into him. What a man...\I wanted to thank you for spending the day with me.\You're mistaken.\Natsume's real targets were Watanuki and me.\It isn't like I was hanging out with you. response:	That reminds me...
context: Really?\Ririchiyo is so adorable...\I'd like to sink my teeth into him. What a man...\I wanted to thank you for spending the day with me.\You're mistaken.\Natsume's real targets were Watanuki and me.\It isn't like I was hanging out with you.\That reminds me... response:	Even though we supposedly won,
context: Ririchiyo is so adorable...\I'd like to sink my teeth into him. What a man...\I wanted to thank you for spending the day with me.\You're mistaken.\Natsume's real targets were Watanuki and me.\It isn't like I was hanging out with you.\That reminds me...\Even though we supposedly won, response:	I didn't ask him my question.
context: I'd like to sink my teeth into him. What a man...\I wanted to thank you for spending the day with me.\You're mistaken.\Natsume's real targets were Watanuki and me.\It isn't like I was hanging out with you.\That reminds me...\Even though we supposedly won,\I didn't ask him my question. response:	I also know what's causing your irregular heartbeat.
context: I wanted to thank you for spending the day with me.\You're mistaken.\Natsume's real targets were Watanuki and me.\It isn't like I was hanging out with you.\That reminds me...\Even though we supposedly won,\I didn't ask him my question.\I also know what's causing your irregular heartbeat. response:	Irregular heartbeat...
context: You're mistaken.\Natsume's real targets were Watanuki and me.\It isn't like I was hanging out with you.\That reminds me...\Even though we supposedly won,\I didn't ask him my question.\I also know what's causing your irregular heartbeat.\Irregular heartbeat... response:	Miss Ririchiyo?
context: Natsume's real targets were Watanuki and me.\It isn't like I was hanging out with you.\That reminds me...\Even though we supposedly won,\I didn't ask him my question.\I also know what's causing your irregular heartbeat.\Irregular heartbeat...\Miss Ririchiyo? response:	I wanted to ask him why that's happening.
context: It isn't like I was hanging out with you.\That reminds me...\Even though we supposedly won,\I didn't ask him my question.\I also know what's causing your irregular heartbeat.\Irregular heartbeat...\Miss Ririchiyo?\I wanted to ask him why that's happening. response:	Miss Ririchiyo?
context: That reminds me...\Even though we supposedly won,\I didn't ask him my question.\I also know what's causing your irregular heartbeat.\Irregular heartbeat...\Miss Ririchiyo?\I wanted to ask him why that's happening.\Miss Ririchiyo? response:	We're here.
context: Even though we supposedly won,\I didn't ask him my question.\I also know what's causing your irregular heartbeat.\Irregular heartbeat...\Miss Ririchiyo?\I wanted to ask him why that's happening.\Miss Ririchiyo?\We're here. response:	Sorry.
context: I didn't ask him my question.\I also know what's causing your irregular heartbeat.\Irregular heartbeat...\Miss Ririchiyo?\I wanted to ask him why that's happening.\Miss Ririchiyo?\We're here.\Sorry. response:	What are you doing?
context: I also know what's causing your irregular heartbeat.\Irregular heartbeat...\Miss Ririchiyo?\I wanted to ask him why that's happening.\Miss Ririchiyo?\We're here.\Sorry.\What are you doing? response:	You appeared to be deep in thought.
context: Irregular heartbeat...\Miss Ririchiyo?\I wanted to ask him why that's happening.\Miss Ririchiyo?\We're here.\Sorry.\What are you doing?\You appeared to be deep in thought. response:	I wondered if, perhaps, something was troubling you.
context: Miss Ririchiyo?\I wanted to ask him why that's happening.\Miss Ririchiyo?\We're here.\Sorry.\What are you doing?\You appeared to be deep in thought.\I wondered if, perhaps, something was troubling you. response:	I would be happy to listen, if you'd like.
context: I wanted to ask him why that's happening.\Miss Ririchiyo?\We're here.\Sorry.\What are you doing?\You appeared to be deep in thought.\I wondered if, perhaps, something was troubling you.\I would be happy to listen, if you'd like. response:	I'm fine.
context: Miss Ririchiyo?\We're here.\Sorry.\What are you doing?\You appeared to be deep in thought.\I wondered if, perhaps, something was troubling you.\I would be happy to listen, if you'd like.\I'm fine. response:	Is that so?
context: We're here.\Sorry.\What are you doing?\You appeared to be deep in thought.\I wondered if, perhaps, something was troubling you.\I would be happy to listen, if you'd like.\I'm fine.\Is that so? response:	Because I am not.
context: Sorry.\What are you doing?\You appeared to be deep in thought.\I wondered if, perhaps, something was troubling you.\I would be happy to listen, if you'd like.\I'm fine.\Is that so?\Because I am not. response:	Only a few days ago,
context: What are you doing?\You appeared to be deep in thought.\I wondered if, perhaps, something was troubling you.\I would be happy to listen, if you'd like.\I'm fine.\Is that so?\Because I am not.\Only a few days ago, response:	I was happy just being by your side.
context: You appeared to be deep in thought.\I wondered if, perhaps, something was troubling you.\I would be happy to listen, if you'd like.\I'm fine.\Is that so?\Because I am not.\Only a few days ago,\I was happy just being by your side. response:	But now, every day...
context: I wondered if, perhaps, something was troubling you.\I would be happy to listen, if you'd like.\I'm fine.\Is that so?\Because I am not.\Only a few days ago,\I was happy just being by your side.\But now, every day... response:	No, every hour, I become more and more demanding.
context: I would be happy to listen, if you'd like.\I'm fine.\Is that so?\Because I am not.\Only a few days ago,\I was happy just being by your side.\But now, every day...\No, every hour, I become more and more demanding. response:	I wonder what you were discussing with Natsume.
context: I'm fine.\Is that so?\Because I am not.\Only a few days ago,\I was happy just being by your side.\But now, every day...\No, every hour, I become more and more demanding.\I wonder what you were discussing with Natsume. response:	What he meant when he said last night.
context: Is that so?\Because I am not.\Only a few days ago,\I was happy just being by your side.\But now, every day...\No, every hour, I become more and more demanding.\I wonder what you were discussing with Natsume.\What he meant when he said last night. response:	It even makes me,
context: Because I am not.\Only a few days ago,\I was happy just being by your side.\But now, every day...\No, every hour, I become more and more demanding.\I wonder what you were discussing with Natsume.\What he meant when he said last night.\It even makes me, response:	the lowly dog, dare to be jealous.
context: Only a few days ago,\I was happy just being by your side.\But now, every day...\No, every hour, I become more and more demanding.\I wonder what you were discussing with Natsume.\What he meant when he said last night.\It even makes me,\the lowly dog, dare to be jealous. response:	T-Too close!
context: I was happy just being by your side.\But now, every day...\No, every hour, I become more and more demanding.\I wonder what you were discussing with Natsume.\What he meant when he said last night.\It even makes me,\the lowly dog, dare to be jealous.\T-Too close! response:	Miss Ririchiyo!
context: But now, every day...\No, every hour, I become more and more demanding.\I wonder what you were discussing with Natsume.\What he meant when he said last night.\It even makes me,\the lowly dog, dare to be jealous.\T-Too close!\Miss Ririchiyo! response:	Are you all right?
context: No, every hour, I become more and more demanding.\I wonder what you were discussing with Natsume.\What he meant when he said last night.\It even makes me,\the lowly dog, dare to be jealous.\T-Too close!\Miss Ririchiyo!\Are you all right? response:	Irregular heartbeat.
context: I wonder what you were discussing with Natsume.\What he meant when he said last night.\It even makes me,\the lowly dog, dare to be jealous.\T-Too close!\Miss Ririchiyo!\Are you all right?\Irregular heartbeat. response:	Irregular heartbeat is a layman's term
context: What he meant when he said last night.\It even makes me,\the lowly dog, dare to be jealous.\T-Too close!\Miss Ririchiyo!\Are you all right?\Irregular heartbeat.\Irregular heartbeat is a layman's term response:	for extrasystolic arrhythmia.
context: It even makes me,\the lowly dog, dare to be jealous.\T-Too close!\Miss Ririchiyo!\Are you all right?\Irregular heartbeat.\Irregular heartbeat is a layman's term\for extrasystolic arrhythmia. response:	Related conditions are tachycardia, a rapid heartbeat,
context: the lowly dog, dare to be jealous.\T-Too close!\Miss Ririchiyo!\Are you all right?\Irregular heartbeat.\Irregular heartbeat is a layman's term\for extrasystolic arrhythmia.\Related conditions are tachycardia, a rapid heartbeat, response:	and bradycardia, a slowed heartbeat.
context: T-Too close!\Miss Ririchiyo!\Are you all right?\Irregular heartbeat.\Irregular heartbeat is a layman's term\for extrasystolic arrhythmia.\Related conditions are tachycardia, a rapid heartbeat,\and bradycardia, a slowed heartbeat. response:	I hope it isn't anything serious...
context: Miss Ririchiyo!\Are you all right?\Irregular heartbeat.\Irregular heartbeat is a layman's term\for extrasystolic arrhythmia.\Related conditions are tachycardia, a rapid heartbeat,\and bradycardia, a slowed heartbeat.\I hope it isn't anything serious... response:	Heartbeat
context: Are you all right?\Irregular heartbeat.\Irregular heartbeat is a layman's term\for extrasystolic arrhythmia.\Related conditions are tachycardia, a rapid heartbeat,\and bradycardia, a slowed heartbeat.\I hope it isn't anything serious...\Heartbeat response:	Pulse
context: Irregular heartbeat.\Irregular heartbeat is a layman's term\for extrasystolic arrhythmia.\Related conditions are tachycardia, a rapid heartbeat,\and bradycardia, a slowed heartbeat.\I hope it isn't anything serious...\Heartbeat\Pulse response:	Arrhythmia...?
context: Irregular heartbeat is a layman's term\for extrasystolic arrhythmia.\Related conditions are tachycardia, a rapid heartbeat,\and bradycardia, a slowed heartbeat.\I hope it isn't anything serious...\Heartbeat\Pulse\Arrhythmia...? response:	I never expected Natsume to be working at Ayakashi Kan.
context: for extrasystolic arrhythmia.\Related conditions are tachycardia, a rapid heartbeat,\and bradycardia, a slowed heartbeat.\I hope it isn't anything serious...\Heartbeat\Pulse\Arrhythmia...?\I never expected Natsume to be working at Ayakashi Kan. response:	I'll have to make sure he doesn't say too much.
context: Related conditions are tachycardia, a rapid heartbeat,\and bradycardia, a slowed heartbeat.\I hope it isn't anything serious...\Heartbeat\Pulse\Arrhythmia...?\I never expected Natsume to be working at Ayakashi Kan.\I'll have to make sure he doesn't say too much. response:	They say that a late-night bar is the scramble crossing of life.
context: and bradycardia, a slowed heartbeat.\I hope it isn't anything serious...\Heartbeat\Pulse\Arrhythmia...?\I never expected Natsume to be working at Ayakashi Kan.\I'll have to make sure he doesn't say too much.\They say that a late-night bar is the scramble crossing of life. response:	Dad, this is the morning dining hall.
context: I hope it isn't anything serious...\Heartbeat\Pulse\Arrhythmia...?\I never expected Natsume to be working at Ayakashi Kan.\I'll have to make sure he doesn't say too much.\They say that a late-night bar is the scramble crossing of life.\Dad, this is the morning dining hall. response:	Could you please hurry and grate the radish?
context: Heartbeat\Pulse\Arrhythmia...?\I never expected Natsume to be working at Ayakashi Kan.\I'll have to make sure he doesn't say too much.\They say that a late-night bar is the scramble crossing of life.\Dad, this is the morning dining hall.\Could you please hurry and grate the radish? response:	The place where worn-out people come,
context: Pulse\Arrhythmia...?\I never expected Natsume to be working at Ayakashi Kan.\I'll have to make sure he doesn't say too much.\They say that a late-night bar is the scramble crossing of life.\Dad, this is the morning dining hall.\Could you please hurry and grate the radish?\The place where worn-out people come, response:	to feel the momentary warmth
context: Arrhythmia...?\I never expected Natsume to be working at Ayakashi Kan.\I'll have to make sure he doesn't say too much.\They say that a late-night bar is the scramble crossing of life.\Dad, this is the morning dining hall.\Could you please hurry and grate the radish?\The place where worn-out people come,\to feel the momentary warmth response:	of Midnight Heaven.
context: I never expected Natsume to be working at Ayakashi Kan.\I'll have to make sure he doesn't say too much.\They say that a late-night bar is the scramble crossing of life.\Dad, this is the morning dining hall.\Could you please hurry and grate the radish?\The place where worn-out people come,\to feel the momentary warmth\of Midnight Heaven. response:	Whatever, can you please boil the eggs?
context: I'll have to make sure he doesn't say too much.\They say that a late-night bar is the scramble crossing of life.\Dad, this is the morning dining hall.\Could you please hurry and grate the radish?\The place where worn-out people come,\to feel the momentary warmth\of Midnight Heaven.\Whatever, can you please boil the eggs? response:	My eggs are already boiled.
context: They say that a late-night bar is the scramble crossing of life.\Dad, this is the morning dining hall.\Could you please hurry and grate the radish?\The place where worn-out people come,\to feel the momentary warmth\of Midnight Heaven.\Whatever, can you please boil the eggs?\My eggs are already boiled. response:	I'm hard boiled.
context: Dad, this is the morning dining hall.\Could you please hurry and grate the radish?\The place where worn-out people come,\to feel the momentary warmth\of Midnight Heaven.\Whatever, can you please boil the eggs?\My eggs are already boiled.\I'm hard boiled. response:	Kagerou of the Spring.
context: Could you please hurry and grate the radish?\The place where worn-out people come,\to feel the momentary warmth\of Midnight Heaven.\Whatever, can you please boil the eggs?\My eggs are already boiled.\I'm hard boiled.\Kagerou of the Spring. response:	Was that a little too pretentious?
context: The place where worn-out people come,\to feel the momentary warmth\of Midnight Heaven.\Whatever, can you please boil the eggs?\My eggs are already boiled.\I'm hard boiled.\Kagerou of the Spring.\Was that a little too pretentious? response:	Kagerou of the Spring
context: to feel the momentary warmth\of Midnight Heaven.\Whatever, can you please boil the eggs?\My eggs are already boiled.\I'm hard boiled.\Kagerou of the Spring.\Was that a little too pretentious?\Kagerou of the Spring response:	Please permit me to accompany you again next time.
