context: Onode response:	Raku!
context: Don't tell me you actually really like it deep down!\Not a chance, you moron!\Oh, yeah?\You're going to cherish it, huh?\Damn it, you had me fooled with how sweetly you said it.\My heart even skipped a beat just now.\Wait, why is my heart skipping a beat for her?\I just found out Onodera could possibly be my promise girl! response:	It's not a stretch to say that I've met the girl I'm destined to be with!
context: Not a chance, you moron!\Oh, yeah?\You're going to cherish it, huh?\Damn it, you had me fooled with how sweetly you said it.\My heart even skipped a beat just now.\Wait, why is my heart skipping a beat for her?\I just found out Onodera could possibly be my promise girl!\It's not a stretch to say that I've met the girl I'm destined to be with! response:	Hey, Raku, got a sec?
context: Oh, yeah?\You're going to cherish it, huh?\Damn it, you had me fooled with how sweetly you said it.\My heart even skipped a beat just now.\Wait, why is my heart skipping a beat for her?\I just found out Onodera could possibly be my promise girl!\It's not a stretch to say that I've met the girl I'm destined to be with!\Hey, Raku, got a sec? response:	There's something that I've been wanting to ask you for the longest time.
context: You're going to cherish it, huh?\Damn it, you had me fooled with how sweetly you said it.\My heart even skipped a beat just now.\Wait, why is my heart skipping a beat for her?\I just found out Onodera could possibly be my promise girl!\It's not a stretch to say that I've met the girl I'm destined to be with!\Hey, Raku, got a sec?\There's something that I've been wanting to ask you for the longest time. response:	Mind if I ask?
context: Damn it, you had me fooled with how sweetly you said it.\My heart even skipped a beat just now.\Wait, why is my heart skipping a beat for her?\I just found out Onodera could possibly be my promise girl!\It's not a stretch to say that I've met the girl I'm destined to be with!\Hey, Raku, got a sec?\There's something that I've been wanting to ask you for the longest time.\Mind if I ask? response:	Why are you being so formal now?
context: My heart even skipped a beat just now.\Wait, why is my heart skipping a beat for her?\I just found out Onodera could possibly be my promise girl!\It's not a stretch to say that I've met the girl I'm destined to be with!\Hey, Raku, got a sec?\There's something that I've been wanting to ask you for the longest time.\Mind if I ask?\Why are you being so formal now? response:	The girl that you said you met ten years ago... Are you still in love with her?
context: Wait, why is my heart skipping a beat for her?\I just found out Onodera could possibly be my promise girl!\It's not a stretch to say that I've met the girl I'm destined to be with!\Hey, Raku, got a sec?\There's something that I've been wanting to ask you for the longest time.\Mind if I ask?\Why are you being so formal now?\The girl that you said you met ten years ago... Are you still in love with her? response:	You're still going on about that?
context: I just found out Onodera could possibly be my promise girl!\It's not a stretch to say that I've met the girl I'm destined to be with!\Hey, Raku, got a sec?\There's something that I've been wanting to ask you for the longest time.\Mind if I ask?\Why are you being so formal now?\The girl that you said you met ten years ago... Are you still in love with her?\You're still going on about that? response:	I told you, that's not what she and I were like
context: It's not a stretch to say that I've met the girl I'm destined to be with!\Hey, Raku, got a sec?\There's something that I've been wanting to ask you for the longest time.\Mind if I ask?\Why are you being so formal now?\The girl that you said you met ten years ago... Are you still in love with her?\You're still going on about that?\I told you, that's not what she and I were like response:	No, wait!
context: Hey, Raku, got a sec?\There's something that I've been wanting to ask you for the longest time.\Mind if I ask?\Why are you being so formal now?\The girl that you said you met ten years ago... Are you still in love with her?\You're still going on about that?\I told you, that's not what she and I were like\No, wait! response:	The girl from ten years ago...
context: There's something that I've been wanting to ask you for the longest time.\Mind if I ask?\Why are you being so formal now?\The girl that you said you met ten years ago... Are you still in love with her?\You're still going on about that?\I told you, that's not what she and I were like\No, wait!\The girl from ten years ago... response:	I haven't necessarily confirmed anything,
context: Mind if I ask?\Why are you being so formal now?\The girl that you said you met ten years ago... Are you still in love with her?\You're still going on about that?\I told you, that's not what she and I were like\No, wait!\The girl from ten years ago...\I haven't necessarily confirmed anything, response:	but what I found out means that it has to be Onodera, right?
context: Why are you being so formal now?\The girl that you said you met ten years ago... Are you still in love with her?\You're still going on about that?\I told you, that's not what she and I were like\No, wait!\The girl from ten years ago...\I haven't necessarily confirmed anything,\but what I found out means that it has to be Onodera, right? response:	If that's the case...
context: The girl that you said you met ten years ago... Are you still in love with her?\You're still going on about that?\I told you, that's not what she and I were like\No, wait!\The girl from ten years ago...\I haven't necessarily confirmed anything,\but what I found out means that it has to be Onodera, right?\If that's the case... response:	Yeah, I am.
context: You're still going on about that?\I told you, that's not what she and I were like\No, wait!\The girl from ten years ago...\I haven't necessarily confirmed anything,\but what I found out means that it has to be Onodera, right?\If that's the case...\Yeah, I am. response:	You are?
context: I told you, that's not what she and I were like\No, wait!\The girl from ten years ago...\I haven't necessarily confirmed anything,\but what I found out means that it has to be Onodera, right?\If that's the case...\Yeah, I am.\You are? response:	Then, do the words,
context: No, wait!\The girl from ten years ago...\I haven't necessarily confirmed anything,\but what I found out means that it has to be Onodera, right?\If that's the case...\Yeah, I am.\You are?\Then, do the words, response:	Zawsze in love,
context: The girl from ten years ago...\I haven't necessarily confirmed anything,\but what I found out means that it has to be Onodera, right?\If that's the case...\Yeah, I am.\You are?\Then, do the words,\Zawsze in love, response:	ring a bell?
context: I haven't necessarily confirmed anything,\but what I found out means that it has to be Onodera, right?\If that's the case...\Yeah, I am.\You are?\Then, do the words,\Zawsze in love,\ring a bell? response:	What?
