context: Too slow! response:	Onii-chan!
context: Hey! What's so funny?\Comiket can certainly be pretty harsh, but if you put your all into it, you can find all sorts of fun.\That's why I figured we should come here together.\I see...\Well, it has nothing to do with a normal person like me, though.\Could you give me back my coat now?\Thanks a lot.\I'm sure she response:	What might you be talking about?
context: Comiket can certainly be pretty harsh, but if you put your all into it, you can find all sorts of fun.\That's why I figured we should come here together.\I see...\Well, it has nothing to do with a normal person like me, though.\Could you give me back my coat now?\Thanks a lot.\I'm sure she\What might you be talking about? response:	Hey, come on!
context: That's why I figured we should come here together.\I see...\Well, it has nothing to do with a normal person like me, though.\Could you give me back my coat now?\Thanks a lot.\I'm sure she\What might you be talking about?\Hey, come on! response:	Kirino!
context: I see...\Well, it has nothing to do with a normal person like me, though.\Could you give me back my coat now?\Thanks a lot.\I'm sure she\What might you be talking about?\Hey, come on!\Kirino! response:	Ayase?
context: Well, it has nothing to do with a normal person like me, though.\Could you give me back my coat now?\Thanks a lot.\I'm sure she\What might you be talking about?\Hey, come on!\Kirino!\Ayase? response:	There's No Way My Little Sister would go to Summer Comiket
context: Could you give me back my coat now?\Thanks a lot.\I'm sure she\What might you be talking about?\Hey, come on!\Kirino!\Ayase?\There's No Way My Little Sister would go to Summer Comiket response:	Mazui Presents
context: Thanks a lot.\I'm sure she\What might you be talking about?\Hey, come on!\Kirino!\Ayase?\There's No Way My Little Sister would go to Summer Comiket\Mazui Presents response:	There's No Way My Little Sister 0000 can be This Cute
context: I'm sure she\What might you be talking about?\Hey, come on!\Kirino!\Ayase?\There's No Way My Little Sister would go to Summer Comiket\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute response:	There's No Way My Little Sister's Best Friend can be this
context: What might you be talking about?\Hey, come on!\Kirino!\Ayase?\There's No Way My Little Sister would go to Summer Comiket\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this response:	OP
context: Hey, come on!\Kirino!\Ayase?\There's No Way My Little Sister would go to Summer Comiket\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\OP response:	H HO
context: Kirino!\Ayase?\There's No Way My Little Sister would go to Summer Comiket\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\OP\H HO response:	HO O
context: Ayase?\There's No Way My Little Sister would go to Summer Comiket\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\OP\H HO\HO O response:	sonna yasashiku shinai de donna kao sureba ii no
context: There's No Way My Little Sister would go to Summer Comiket\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\OP\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no response:	tsumikasaneta kotoba de mienaiyo kimi no yokogao
context: Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\OP\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao response:	dokodakke? nakushita kagi ha mitsukaranai mama de
context: There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister's Best Friend can be this\OP\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de response:	tameiki surechigai ni iji hatte tsukarechau
context: There's No Way My Little Sister's Best Friend can be this\OP\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau response:	hon no sukoshi chikaku kimi to no kyori ga
context: OP\H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga response:	umaku tsukamenainda ato chotto na no ni
context: H HO\HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni response:	sonna yasashikushinaide hora mata kizutsukeatte
context: HO O\sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte response:	tsumikasaneta uso demo ugokenakunatteru
context: sonna yasashiku shinai de donna kao sureba ii no\tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru response:	sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi
context: tsumikasaneta kotoba de mienaiyo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi response:	saigo no ichi pe-ji kai? kimi ni ha egao misetai
context: dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai response:	Don't be so nice to me, I just don't know how to react
context: tameiki surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react response:	With all these words piling up, I can't even see your face
context: hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face response:	Where is it? I lost my key, now I can't find it
context: umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it response:	Sigh, I'll burn out if I keep acting like this whenever we miss
context: sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss response:	Maybe we're close? I just can't figure out
context: tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out response:	Just how far away I am, even though you're right there
context: sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there response:	Don't be so nice to me, see? We hurt each other again
context: saigo no ichi pe-ji kai? kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again response:	With all these lies piling up, I can't even move
context: Don't be so nice to me, I just don't know how to react\With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move response:	I want to see you now, but I don't know what to say
context: With all these words piling up, I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say response:	Is this the end for our story? I want you to see my smile
context: Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile response:	ED
context: Sigh, I'll burn out if I keep acting like this whenever we miss\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED response:	SS
context: Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED\SS response:	S(S)
context: Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED\SS\S(S) response:	tsuyoku tsuyoku negatteita
context: Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED\SS\S(S)\tsuyoku tsuyoku negatteita response:	anata ga kakusu hontou no egao
context: With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED\SS\S(S)\tsuyoku tsuyoku negatteita\anata ga kakusu hontou no egao response:	tooku tooku miuketai
context: I want to see you now, but I don't know what to say\Is this the end for our story? I want you to see my smile\ED\SS\S(S)\tsuyoku tsuyoku negatteita\anata ga kakusu hontou no egao\tooku tooku miuketai response:	watashi kara tsutaeru sayonara
context: Is this the end for our story? I want you to see my smile\ED\SS\S(S)\tsuyoku tsuyoku negatteita\anata ga kakusu hontou no egao\tooku tooku miuketai\watashi kara tsutaeru sayonara response:	anata ga hontou ni taisetsu ni shitai mono
context: ED\SS\S(S)\tsuyoku tsuyoku negatteita\anata ga kakusu hontou no egao\tooku tooku miuketai\watashi kara tsutaeru sayonara\anata ga hontou ni taisetsu ni shitai mono response:	hitotsu dake janaitte wakatteitai kedo
context: SS\S(S)\tsuyoku tsuyoku negatteita\anata ga kakusu hontou no egao\tooku tooku miuketai\watashi kara tsutaeru sayonara\anata ga hontou ni taisetsu ni shitai mono\hitotsu dake janaitte wakatteitai kedo response:	ne onegai watashi dake wo mitsumetsudzukete yo
context: S(S)\tsuyoku tsuyoku negatteita\anata ga kakusu hontou no egao\tooku tooku miuketai\watashi kara tsutaeru sayonara\anata ga hontou ni taisetsu ni shitai mono\hitotsu dake janaitte wakatteitai kedo\ne onegai watashi dake wo mitsumetsudzukete yo response:	kakimidasarenu kegarenaki kokoro
context: tsuyoku tsuyoku negatteita\anata ga kakusu hontou no egao\tooku tooku miuketai\watashi kara tsutaeru sayonara\anata ga hontou ni taisetsu ni shitai mono\hitotsu dake janaitte wakatteitai kedo\ne onegai watashi dake wo mitsumetsudzukete yo\kakimidasarenu kegarenaki kokoro response:	dekiru nara mitometai (mitomerarenai)
context: anata ga kakusu hontou no egao\tooku tooku miuketai\watashi kara tsutaeru sayonara\anata ga hontou ni taisetsu ni shitai mono\hitotsu dake janaitte wakatteitai kedo\ne onegai watashi dake wo mitsumetsudzukete yo\kakimidasarenu kegarenaki kokoro\dekiru nara mitometai (mitomerarenai) response:	shiroi kyanbasu ni egakareta tomo
context: tooku tooku miuketai\watashi kara tsutaeru sayonara\anata ga hontou ni taisetsu ni shitai mono\hitotsu dake janaitte wakatteitai kedo\ne onegai watashi dake wo mitsumetsudzukete yo\kakimidasarenu kegarenaki kokoro\dekiru nara mitometai (mitomerarenai)\shiroi kyanbasu ni egakareta tomo response:	subete seotte ikiteyuku no
context: watashi kara tsutaeru sayonara\anata ga hontou ni taisetsu ni shitai mono\hitotsu dake janaitte wakatteitai kedo\ne onegai watashi dake wo mitsumetsudzukete yo\kakimidasarenu kegarenaki kokoro\dekiru nara mitometai (mitomerarenai)\shiroi kyanbasu ni egakareta tomo\subete seotte ikiteyuku no response:	Strongly, strongly, I wished
context: anata ga hontou ni taisetsu ni shitai mono\hitotsu dake janaitte wakatteitai kedo\ne onegai watashi dake wo mitsumetsudzukete yo\kakimidasarenu kegarenaki kokoro\dekiru nara mitometai (mitomerarenai)\shiroi kyanbasu ni egakareta tomo\subete seotte ikiteyuku no\Strongly, strongly, I wished response:	To see the true smile youre hiding
context: hitotsu dake janaitte wakatteitai kedo\ne onegai watashi dake wo mitsumetsudzukete yo\kakimidasarenu kegarenaki kokoro\dekiru nara mitometai (mitomerarenai)\shiroi kyanbasu ni egakareta tomo\subete seotte ikiteyuku no\Strongly, strongly, I wished\To see the true smile youre hiding response:	From afar, from afar, I want to see
context: ne onegai watashi dake wo mitsumetsudzukete yo\kakimidasarenu kegarenaki kokoro\dekiru nara mitometai (mitomerarenai)\shiroi kyanbasu ni egakareta tomo\subete seotte ikiteyuku no\Strongly, strongly, I wished\To see the true smile youre hiding\From afar, from afar, I want to see response:	A goodbye from me to you
context: kakimidasarenu kegarenaki kokoro\dekiru nara mitometai (mitomerarenai)\shiroi kyanbasu ni egakareta tomo\subete seotte ikiteyuku no\Strongly, strongly, I wished\To see the true smile youre hiding\From afar, from afar, I want to see\A goodbye from me to you response:	I try to understand that
context: dekiru nara mitometai (mitomerarenai)\shiroi kyanbasu ni egakareta tomo\subete seotte ikiteyuku no\Strongly, strongly, I wished\To see the true smile youre hiding\From afar, from afar, I want to see\A goodbye from me to you\I try to understand that response:	You hold more than one thing dear
context: shiroi kyanbasu ni egakareta tomo\subete seotte ikiteyuku no\Strongly, strongly, I wished\To see the true smile youre hiding\From afar, from afar, I want to see\A goodbye from me to you\I try to understand that\You hold more than one thing dear response:	But please, just look only at me
context: subete seotte ikiteyuku no\Strongly, strongly, I wished\To see the true smile youre hiding\From afar, from afar, I want to see\A goodbye from me to you\I try to understand that\You hold more than one thing dear\But please, just look only at me response:	With your pure, incorruptible heart
context: Strongly, strongly, I wished\To see the true smile youre hiding\From afar, from afar, I want to see\A goodbye from me to you\I try to understand that\You hold more than one thing dear\But please, just look only at me\With your pure, incorruptible heart response:	I want to accept it (I cannot accept it)
context: To see the true smile youre hiding\From afar, from afar, I want to see\A goodbye from me to you\I try to understand that\You hold more than one thing dear\But please, just look only at me\With your pure, incorruptible heart\I want to accept it (I cannot accept it) response:	Even if drawn on white canvas
context: From afar, from afar, I want to see\A goodbye from me to you\I try to understand that\You hold more than one thing dear\But please, just look only at me\With your pure, incorruptible heart\I want to accept it (I cannot accept it)\Even if drawn on white canvas response:	Ill undertake it all and live on
