context: Caviar and foie gras, truffles, lobster and shark fin spring rolls, response:	fried sea urchin and filet mignon...
context: but I... I'm...\Ichijou-kun, I'm...\Onodera?\In?\Sorry about that! Did anyone get hurt up there?\For god's sake, would you guys watch it? You could've hurt someone!\Oh, crap, someone's up there!\Jeez! response:	My bad. Onodera, I'm gonna go get a teacher.
context: Ichijou-kun, I'm...\Onodera?\In?\Sorry about that! Did anyone get hurt up there?\For god's sake, would you guys watch it? You could've hurt someone!\Oh, crap, someone's up there!\Jeez!\My bad. Onodera, I'm gonna go get a teacher. response:	Oh, be careful not to touch that glass.
context: Onodera?\In?\Sorry about that! Did anyone get hurt up there?\For god's sake, would you guys watch it? You could've hurt someone!\Oh, crap, someone's up there!\Jeez!\My bad. Onodera, I'm gonna go get a teacher.\Oh, be careful not to touch that glass. response:	Huh? Oh, right...
context: In?\Sorry about that! Did anyone get hurt up there?\For god's sake, would you guys watch it? You could've hurt someone!\Oh, crap, someone's up there!\Jeez!\My bad. Onodera, I'm gonna go get a teacher.\Oh, be careful not to touch that glass.\Huh? Oh, right... response:	Oh, yeah...
context: Sorry about that! Did anyone get hurt up there?\For god's sake, would you guys watch it? You could've hurt someone!\Oh, crap, someone's up there!\Jeez!\My bad. Onodera, I'm gonna go get a teacher.\Oh, be careful not to touch that glass.\Huh? Oh, right...\Oh, yeah... response:	What were you trying to say just now?
context: For god's sake, would you guys watch it? You could've hurt someone!\Oh, crap, someone's up there!\Jeez!\My bad. Onodera, I'm gonna go get a teacher.\Oh, be careful not to touch that glass.\Huh? Oh, right...\Oh, yeah...\What were you trying to say just now? response:	Huh? Oh... No, that was...
context: Oh, crap, someone's up there!\Jeez!\My bad. Onodera, I'm gonna go get a teacher.\Oh, be careful not to touch that glass.\Huh? Oh, right...\Oh, yeah...\What were you trying to say just now?\Huh? Oh... No, that was... response:	S-Sorry, it was nothing important. Don't worry about it!
context: Jeez!\My bad. Onodera, I'm gonna go get a teacher.\Oh, be careful not to touch that glass.\Huh? Oh, right...\Oh, yeah...\What were you trying to say just now?\Huh? Oh... No, that was...\S-Sorry, it was nothing important. Don't worry about it! response:	Oh, I see.
context: My bad. Onodera, I'm gonna go get a teacher.\Oh, be careful not to touch that glass.\Huh? Oh, right...\Oh, yeah...\What were you trying to say just now?\Huh? Oh... No, that was...\S-Sorry, it was nothing important. Don't worry about it!\Oh, I see. response:	'Kay, I'll be back in a bit.
context: Oh, be careful not to touch that glass.\Huh? Oh, right...\Oh, yeah...\What were you trying to say just now?\Huh? Oh... No, that was...\S-Sorry, it was nothing important. Don't worry about it!\Oh, I see.\'Kay, I'll be back in a bit. response:	How could something like this happen?
context: Huh? Oh, right...\Oh, yeah...\What were you trying to say just now?\Huh? Oh... No, that was...\S-Sorry, it was nothing important. Don't worry about it!\Oh, I see.\'Kay, I'll be back in a bit.\How could something like this happen? response:	Your timing is terrible, God!
context: Oh, yeah...\What were you trying to say just now?\Huh? Oh... No, that was...\S-Sorry, it was nothing important. Don't worry about it!\Oh, I see.\'Kay, I'll be back in a bit.\How could something like this happen?\Your timing is terrible, God! response:	Oh, my heart's still pounding. How disappointing.
context: What were you trying to say just now?\Huh? Oh... No, that was...\S-Sorry, it was nothing important. Don't worry about it!\Oh, I see.\'Kay, I'll be back in a bit.\How could something like this happen?\Your timing is terrible, God!\Oh, my heart's still pounding. How disappointing. response:	And I'd finally mustered the courage...
context: Huh? Oh... No, that was...\S-Sorry, it was nothing important. Don't worry about it!\Oh, I see.\'Kay, I'll be back in a bit.\How could something like this happen?\Your timing is terrible, God!\Oh, my heart's still pounding. How disappointing.\And I'd finally mustered the courage... response:	Man, that was scary.
context: S-Sorry, it was nothing important. Don't worry about it!\Oh, I see.\'Kay, I'll be back in a bit.\How could something like this happen?\Your timing is terrible, God!\Oh, my heart's still pounding. How disappointing.\And I'd finally mustered the courage...\Man, that was scary. response:	It almost seemed like she was confessing.
context: Oh, I see.\'Kay, I'll be back in a bit.\How could something like this happen?\Your timing is terrible, God!\Oh, my heart's still pounding. How disappointing.\And I'd finally mustered the courage...\Man, that was scary.\It almost seemed like she was confessing. response:	I mean, in there alone, with those particular lines?
context: 'Kay, I'll be back in a bit.\How could something like this happen?\Your timing is terrible, God!\Oh, my heart's still pounding. How disappointing.\And I'd finally mustered the courage...\Man, that was scary.\It almost seemed like she was confessing.\I mean, in there alone, with those particular lines? response:	Not to mention how nervous she looked...
context: How could something like this happen?\Your timing is terrible, God!\Oh, my heart's still pounding. How disappointing.\And I'd finally mustered the courage...\Man, that was scary.\It almost seemed like she was confessing.\I mean, in there alone, with those particular lines?\Not to mention how nervous she looked... response:	Though really, there's no way that Onodera could possibly have feelings for me, right?
context: Your timing is terrible, God!\Oh, my heart's still pounding. How disappointing.\And I'd finally mustered the courage...\Man, that was scary.\It almost seemed like she was confessing.\I mean, in there alone, with those particular lines?\Not to mention how nervous she looked...\Though really, there's no way that Onodera could possibly have feelings for me, right? response:	It's not like I was anticipating anything that sweet! Honestly!
context: Oh, my heart's still pounding. How disappointing.\And I'd finally mustered the courage...\Man, that was scary.\It almost seemed like she was confessing.\I mean, in there alone, with those particular lines?\Not to mention how nervous she looked...\Though really, there's no way that Onodera could possibly have feelings for me, right?\It's not like I was anticipating anything that sweet! Honestly! response:	A man can dream, though.
context: And I'd finally mustered the courage...\Man, that was scary.\It almost seemed like she was confessing.\I mean, in there alone, with those particular lines?\Not to mention how nervous she looked...\Though really, there's no way that Onodera could possibly have feelings for me, right?\It's not like I was anticipating anything that sweet! Honestly!\A man can dream, though. response:	Sorry. I couldn't tell him after all.
context: Man, that was scary.\It almost seemed like she was confessing.\I mean, in there alone, with those particular lines?\Not to mention how nervous she looked...\Though really, there's no way that Onodera could possibly have feelings for me, right?\It's not like I was anticipating anything that sweet! Honestly!\A man can dream, though.\Sorry. I couldn't tell him after all. response:	Yeah?
context: It almost seemed like she was confessing.\I mean, in there alone, with those particular lines?\Not to mention how nervous she looked...\Though really, there's no way that Onodera could possibly have feelings for me, right?\It's not like I was anticipating anything that sweet! Honestly!\A man can dream, though.\Sorry. I couldn't tell him after all.\Yeah? response:	You coward! Well, I had a feeling that you'd chicken out anyway.
context: I mean, in there alone, with those particular lines?\Not to mention how nervous she looked...\Though really, there's no way that Onodera could possibly have feelings for me, right?\It's not like I was anticipating anything that sweet! Honestly!\A man can dream, though.\Sorry. I couldn't tell him after all.\Yeah?\You coward! Well, I had a feeling that you'd chicken out anyway. response:	Don't say that.
context: Not to mention how nervous she looked...\Though really, there's no way that Onodera could possibly have feelings for me, right?\It's not like I was anticipating anything that sweet! Honestly!\A man can dream, though.\Sorry. I couldn't tell him after all.\Yeah?\You coward! Well, I had a feeling that you'd chicken out anyway.\Don't say that. response:	But hey, what counts is that you tried, right?
context: Though really, there's no way that Onodera could possibly have feelings for me, right?\It's not like I was anticipating anything that sweet! Honestly!\A man can dream, though.\Sorry. I couldn't tell him after all.\Yeah?\You coward! Well, I had a feeling that you'd chicken out anyway.\Don't say that.\But hey, what counts is that you tried, right? response:	And I guess it was wrong of me to rush you like that.
context: It's not like I was anticipating anything that sweet! Honestly!\A man can dream, though.\Sorry. I couldn't tell him after all.\Yeah?\You coward! Well, I had a feeling that you'd chicken out anyway.\Don't say that.\But hey, what counts is that you tried, right?\And I guess it was wrong of me to rush you like that. response:	Ruri-chan...
context: A man can dream, though.\Sorry. I couldn't tell him after all.\Yeah?\You coward! Well, I had a feeling that you'd chicken out anyway.\Don't say that.\But hey, what counts is that you tried, right?\And I guess it was wrong of me to rush you like that.\Ruri-chan... response:	But if it happens again, consider our friendship over.
context: Sorry. I couldn't tell him after all.\Yeah?\You coward! Well, I had a feeling that you'd chicken out anyway.\Don't say that.\But hey, what counts is that you tried, right?\And I guess it was wrong of me to rush you like that.\Ruri-chan...\But if it happens again, consider our friendship over. response:	You're going to put everything on the line next time.
context: Yeah?\You coward! Well, I had a feeling that you'd chicken out anyway.\Don't say that.\But hey, what counts is that you tried, right?\And I guess it was wrong of me to rush you like that.\Ruri-chan...\But if it happens again, consider our friendship over.\You're going to put everything on the line next time. response:	Wh-What? Come on!
context: You coward! Well, I had a feeling that you'd chicken out anyway.\Don't say that.\But hey, what counts is that you tried, right?\And I guess it was wrong of me to rush you like that.\Ruri-chan...\But if it happens again, consider our friendship over.\You're going to put everything on the line next time.\Wh-What? Come on! response:	Sorry, Ruri-chan... The truth is...
context: Don't say that.\But hey, what counts is that you tried, right?\And I guess it was wrong of me to rush you like that.\Ruri-chan...\But if it happens again, consider our friendship over.\You're going to put everything on the line next time.\Wh-What? Come on!\Sorry, Ruri-chan... The truth is... response:	Deep down inside, I'm a little relieved that I failed.
context: But hey, what counts is that you tried, right?\And I guess it was wrong of me to rush you like that.\Ruri-chan...\But if it happens again, consider our friendship over.\You're going to put everything on the line next time.\Wh-What? Come on!\Sorry, Ruri-chan... The truth is...\Deep down inside, I'm a little relieved that I failed. response:	Even though I want him to know how I feel as soon as possible,
context: And I guess it was wrong of me to rush you like that.\Ruri-chan...\But if it happens again, consider our friendship over.\You're going to put everything on the line next time.\Wh-What? Come on!\Sorry, Ruri-chan... The truth is...\Deep down inside, I'm a little relieved that I failed.\Even though I want him to know how I feel as soon as possible, response:	I'd be nice to keep what we have right now just a little longer.
context: Ruri-chan...\But if it happens again, consider our friendship over.\You're going to put everything on the line next time.\Wh-What? Come on!\Sorry, Ruri-chan... The truth is...\Deep down inside, I'm a little relieved that I failed.\Even though I want him to know how I feel as soon as possible,\I'd be nice to keep what we have right now just a little longer. response:	But next time I'm telling you for sure, Ichijou-kun.
context: But if it happens again, consider our friendship over.\You're going to put everything on the line next time.\Wh-What? Come on!\Sorry, Ruri-chan... The truth is...\Deep down inside, I'm a little relieved that I failed.\Even though I want him to know how I feel as soon as possible,\I'd be nice to keep what we have right now just a little longer.\But next time I'm telling you for sure, Ichijou-kun. response:	Now, what am I going to do with this little trinket?
context: You're going to put everything on the line next time.\Wh-What? Come on!\Sorry, Ruri-chan... The truth is...\Deep down inside, I'm a little relieved that I failed.\Even though I want him to know how I feel as soon as possible,\I'd be nice to keep what we have right now just a little longer.\But next time I'm telling you for sure, Ichijou-kun.\Now, what am I going to do with this little trinket? response:	He's always talking about how important it is to him,
context: Wh-What? Come on!\Sorry, Ruri-chan... The truth is...\Deep down inside, I'm a little relieved that I failed.\Even though I want him to know how I feel as soon as possible,\I'd be nice to keep what we have right now just a little longer.\But next time I'm telling you for sure, Ichijou-kun.\Now, what am I going to do with this little trinket?\He's always talking about how important it is to him, response:	So I guess I'll give it back to him tomorrow.
context: Sorry, Ruri-chan... The truth is...\Deep down inside, I'm a little relieved that I failed.\Even though I want him to know how I feel as soon as possible,\I'd be nice to keep what we have right now just a little longer.\But next time I'm telling you for sure, Ichijou-kun.\Now, what am I going to do with this little trinket?\He's always talking about how important it is to him,\So I guess I'll give it back to him tomorrow. response:	I wonder what kind of girl that loser made his promise to.
context: Deep down inside, I'm a little relieved that I failed.\Even though I want him to know how I feel as soon as possible,\I'd be nice to keep what we have right now just a little longer.\But next time I'm telling you for sure, Ichijou-kun.\Now, what am I going to do with this little trinket?\He's always talking about how important it is to him,\So I guess I'll give it back to him tomorrow.\I wonder what kind of girl that loser made his promise to. response:	He was in total denial,
context: Even though I want him to know how I feel as soon as possible,\I'd be nice to keep what we have right now just a little longer.\But next time I'm telling you for sure, Ichijou-kun.\Now, what am I going to do with this little trinket?\He's always talking about how important it is to him,\So I guess I'll give it back to him tomorrow.\I wonder what kind of girl that loser made his promise to.\He was in total denial, response:	but deep down, it seems that he wants to be reunited with her.
context: I'd be nice to keep what we have right now just a little longer.\But next time I'm telling you for sure, Ichijou-kun.\Now, what am I going to do with this little trinket?\He's always talking about how important it is to him,\So I guess I'll give it back to him tomorrow.\I wonder what kind of girl that loser made his promise to.\He was in total denial,\but deep down, it seems that he wants to be reunited with her. response:	I guess that means that even now, he still likes her.
context: But next time I'm telling you for sure, Ichijou-kun.\Now, what am I going to do with this little trinket?\He's always talking about how important it is to him,\So I guess I'll give it back to him tomorrow.\I wonder what kind of girl that loser made his promise to.\He was in total denial,\but deep down, it seems that he wants to be reunited with her.\I guess that means that even now, he still likes her. response:	Wait, what am I thinking?! That has nothing to do with this!
context: Now, what am I going to do with this little trinket?\He's always talking about how important it is to him,\So I guess I'll give it back to him tomorrow.\I wonder what kind of girl that loser made his promise to.\He was in total denial,\but deep down, it seems that he wants to be reunited with her.\I guess that means that even now, he still likes her.\Wait, what am I thinking?! That has nothing to do with this! response:	Oh, jeez! Can I just give him back his damned locket already?
context: He's always talking about how important it is to him,\So I guess I'll give it back to him tomorrow.\I wonder what kind of girl that loser made his promise to.\He was in total denial,\but deep down, it seems that he wants to be reunited with her.\I guess that means that even now, he still likes her.\Wait, what am I thinking?! That has nothing to do with this!\Oh, jeez! Can I just give him back his damned locket already? response:	Young Master, Young Master! You have a visitor!
context: So I guess I'll give it back to him tomorrow.\I wonder what kind of girl that loser made his promise to.\He was in total denial,\but deep down, it seems that he wants to be reunited with her.\I guess that means that even now, he still likes her.\Wait, what am I thinking?! That has nothing to do with this!\Oh, jeez! Can I just give him back his damned locket already?\Young Master, Young Master! You have a visitor! response:	A visitor? I don't have time for that now. Is it Shuu?
context: I wonder what kind of girl that loser made his promise to.\He was in total denial,\but deep down, it seems that he wants to be reunited with her.\I guess that means that even now, he still likes her.\Wait, what am I thinking?! That has nothing to do with this!\Oh, jeez! Can I just give him back his damned locket already?\Young Master, Young Master! You have a visitor!\A visitor? I don't have time for that now. Is it Shuu? response:	Hey, darling. You dropped something.
context: He was in total denial,\but deep down, it seems that he wants to be reunited with her.\I guess that means that even now, he still likes her.\Wait, what am I thinking?! That has nothing to do with this!\Oh, jeez! Can I just give him back his damned locket already?\Young Master, Young Master! You have a visitor!\A visitor? I don't have time for that now. Is it Shuu?\Hey, darling. You dropped something. response:	What are you doing, anyway?
context: but deep down, it seems that he wants to be reunited with her.\I guess that means that even now, he still likes her.\Wait, what am I thinking?! That has nothing to do with this!\Oh, jeez! Can I just give him back his damned locket already?\Young Master, Young Master! You have a visitor!\A visitor? I don't have time for that now. Is it Shuu?\Hey, darling. You dropped something.\What are you doing, anyway? response:	Whoa! You serious?!
context: I guess that means that even now, he still likes her.\Wait, what am I thinking?! That has nothing to do with this!\Oh, jeez! Can I just give him back his damned locket already?\Young Master, Young Master! You have a visitor!\A visitor? I don't have time for that now. Is it Shuu?\Hey, darling. You dropped something.\What are you doing, anyway?\Whoa! You serious?! response:	You're the one who found it?
context: Wait, what am I thinking?! That has nothing to do with this!\Oh, jeez! Can I just give him back his damned locket already?\Young Master, Young Master! You have a visitor!\A visitor? I don't have time for that now. Is it Shuu?\Hey, darling. You dropped something.\What are you doing, anyway?\Whoa! You serious?!\You're the one who found it? response:	Oh, shut up.
context: Oh, jeez! Can I just give him back his damned locket already?\Young Master, Young Master! You have a visitor!\A visitor? I don't have time for that now. Is it Shuu?\Hey, darling. You dropped something.\What are you doing, anyway?\Whoa! You serious?!\You're the one who found it?\Oh, shut up. response:	I was panicking, looking for it. I only just realized it was gone.
context: Young Master, Young Master! You have a visitor!\A visitor? I don't have time for that now. Is it Shuu?\Hey, darling. You dropped something.\What are you doing, anyway?\Whoa! You serious?!\You're the one who found it?\Oh, shut up.\I was panicking, looking for it. I only just realized it was gone. response:	Thanks. I owe you one!
context: A visitor? I don't have time for that now. Is it Shuu?\Hey, darling. You dropped something.\What are you doing, anyway?\Whoa! You serious?!\You're the one who found it?\Oh, shut up.\I was panicking, looking for it. I only just realized it was gone.\Thanks. I owe you one! response:	Young Master, you found it? What a relief!
context: Hey, darling. You dropped something.\What are you doing, anyway?\Whoa! You serious?!\You're the one who found it?\Oh, shut up.\I was panicking, looking for it. I only just realized it was gone.\Thanks. I owe you one!\Young Master, you found it? What a relief! response:	You should be more careful, you know?
context: What are you doing, anyway?\Whoa! You serious?!\You're the one who found it?\Oh, shut up.\I was panicking, looking for it. I only just realized it was gone.\Thanks. I owe you one!\Young Master, you found it? What a relief!\You should be more careful, you know? response:	But how'd I drop it? I thought it was around my neck the whole time.
context: Whoa! You serious?!\You're the one who found it?\Oh, shut up.\I was panicking, looking for it. I only just realized it was gone.\Thanks. I owe you one!\Young Master, you found it? What a relief!\You should be more careful, you know?\But how'd I drop it? I thought it was around my neck the whole time. response:	Anyway, that's sorted. See you later, stupid bean sprout.
context: You're the one who found it?\Oh, shut up.\I was panicking, looking for it. I only just realized it was gone.\Thanks. I owe you one!\Young Master, you found it? What a relief!\You should be more careful, you know?\But how'd I drop it? I thought it was around my neck the whole time.\Anyway, that's sorted. See you later, stupid bean sprout. response:	Oh, thanks for that!
context: Oh, shut up.\I was panicking, looking for it. I only just realized it was gone.\Thanks. I owe you one!\Young Master, you found it? What a relief!\You should be more careful, you know?\But how'd I drop it? I thought it was around my neck the whole time.\Anyway, that's sorted. See you later, stupid bean sprout.\Oh, thanks for that! response:	I guess even she's capable of being nice sometimes.
context: I was panicking, looking for it. I only just realized it was gone.\Thanks. I owe you one!\Young Master, you found it? What a relief!\You should be more careful, you know?\But how'd I drop it? I thought it was around my neck the whole time.\Anyway, that's sorted. See you later, stupid bean sprout.\Oh, thanks for that!\I guess even she's capable of being nice sometimes. response:	How did it go, Mistress? How was that locket I repaired?
context: Thanks. I owe you one!\Young Master, you found it? What a relief!\You should be more careful, you know?\But how'd I drop it? I thought it was around my neck the whole time.\Anyway, that's sorted. See you later, stupid bean sprout.\Oh, thanks for that!\I guess even she's capable of being nice sometimes.\How did it go, Mistress? How was that locket I repaired? response:	Oh, it was great! Darling didn't notice a thing.
context: Young Master, you found it? What a relief!\You should be more careful, you know?\But how'd I drop it? I thought it was around my neck the whole time.\Anyway, that's sorted. See you later, stupid bean sprout.\Oh, thanks for that!\I guess even she's capable of being nice sometimes.\How did it go, Mistress? How was that locket I repaired?\Oh, it was great! Darling didn't notice a thing. response:	What? Is that really okay?
context: You should be more careful, you know?\But how'd I drop it? I thought it was around my neck the whole time.\Anyway, that's sorted. See you later, stupid bean sprout.\Oh, thanks for that!\I guess even she's capable of being nice sometimes.\How did it go, Mistress? How was that locket I repaired?\Oh, it was great! Darling didn't notice a thing.\What? Is that really okay? response:	Wouldn't you want him to know, after you went through the trouble to fix it?
context: But how'd I drop it? I thought it was around my neck the whole time.\Anyway, that's sorted. See you later, stupid bean sprout.\Oh, thanks for that!\I guess even she's capable of being nice sometimes.\How did it go, Mistress? How was that locket I repaired?\Oh, it was great! Darling didn't notice a thing.\What? Is that really okay?\Wouldn't you want him to know, after you went through the trouble to fix it? response:	It's totally fine this way.
context: Anyway, that's sorted. See you later, stupid bean sprout.\Oh, thanks for that!\I guess even she's capable of being nice sometimes.\How did it go, Mistress? How was that locket I repaired?\Oh, it was great! Darling didn't notice a thing.\What? Is that really okay?\Wouldn't you want him to know, after you went through the trouble to fix it?\It's totally fine this way. response:	Now we're even, stupid bean sprout.
context: Oh, thanks for that!\I guess even she's capable of being nice sometimes.\How did it go, Mistress? How was that locket I repaired?\Oh, it was great! Darling didn't notice a thing.\What? Is that really okay?\Wouldn't you want him to know, after you went through the trouble to fix it?\It's totally fine this way.\Now we're even, stupid bean sprout. response:	You say it's precious to you, but you keep losing it.
context: I guess even she's capable of being nice sometimes.\How did it go, Mistress? How was that locket I repaired?\Oh, it was great! Darling didn't notice a thing.\What? Is that really okay?\Wouldn't you want him to know, after you went through the trouble to fix it?\It's totally fine this way.\Now we're even, stupid bean sprout.\You say it's precious to you, but you keep losing it. response:	The girl who gave it to you would be crushed.
context: How did it go, Mistress? How was that locket I repaired?\Oh, it was great! Darling didn't notice a thing.\What? Is that really okay?\Wouldn't you want him to know, after you went through the trouble to fix it?\It's totally fine this way.\Now we're even, stupid bean sprout.\You say it's precious to you, but you keep losing it.\The girl who gave it to you would be crushed. response:	Actually,
context: Oh, it was great! Darling didn't notice a thing.\What? Is that really okay?\Wouldn't you want him to know, after you went through the trouble to fix it?\It's totally fine this way.\Now we're even, stupid bean sprout.\You say it's precious to you, but you keep losing it.\The girl who gave it to you would be crushed.\Actually, response:	speaking of promises...
context: What? Is that really okay?\Wouldn't you want him to know, after you went through the trouble to fix it?\It's totally fine this way.\Now we're even, stupid bean sprout.\You say it's precious to you, but you keep losing it.\The girl who gave it to you would be crushed.\Actually,\speaking of promises... response:	Didn't I make a promise with a boy, when I was younger?
context: Wouldn't you want him to know, after you went through the trouble to fix it?\It's totally fine this way.\Now we're even, stupid bean sprout.\You say it's precious to you, but you keep losing it.\The girl who gave it to you would be crushed.\Actually,\speaking of promises...\Didn't I make a promise with a boy, when I was younger? response:	Huh?
context: It's totally fine this way.\Now we're even, stupid bean sprout.\You say it's precious to you, but you keep losing it.\The girl who gave it to you would be crushed.\Actually,\speaking of promises...\Didn't I make a promise with a boy, when I was younger?\Huh? response:	It almost sounds like his story.
context: Now we're even, stupid bean sprout.\You say it's precious to you, but you keep losing it.\The girl who gave it to you would be crushed.\Actually,\speaking of promises...\Didn't I make a promise with a boy, when I was younger?\Huh?\It almost sounds like his story. response:	But there's no way it is.
context: You say it's precious to you, but you keep losing it.\The girl who gave it to you would be crushed.\Actually,\speaking of promises...\Didn't I make a promise with a boy, when I was younger?\Huh?\It almost sounds like his story.\But there's no way it is. response:	What was it, that he said that day?
context: The girl who gave it to you would be crushed.\Actually,\speaking of promises...\Didn't I make a promise with a boy, when I was younger?\Huh?\It almost sounds like his story.\But there's no way it is.\What was it, that he said that day? response:	Something like...
context: Actually,\speaking of promises...\Didn't I make a promise with a boy, when I was younger?\Huh?\It almost sounds like his story.\But there's no way it is.\What was it, that he said that day?\Something like... response:	Oh, I remember.
context: speaking of promises...\Didn't I make a promise with a boy, when I was younger?\Huh?\It almost sounds like his story.\But there's no way it is.\What was it, that he said that day?\Something like...\Oh, I remember. response:	Zawsze in love.”
context: Didn't I make a promise with a boy, when I was younger?\Huh?\It almost sounds like his story.\But there's no way it is.\What was it, that he said that day?\Something like...\Oh, I remember.\Zawsze in love.” response:	You wanted to see me, Claude-sama?
context: Huh?\It almost sounds like his story.\But there's no way it is.\What was it, that he said that day?\Something like...\Oh, I remember.\Zawsze in love.”\You wanted to see me, Claude-sama? response:	There you are. I've been waiting for you.
context: It almost sounds like his story.\But there's no way it is.\What was it, that he said that day?\Something like...\Oh, I remember.\Zawsze in love.”\You wanted to see me, Claude-sama?\There you are. I've been waiting for you. response:	This is the target for your next mission.
context: But there's no way it is.\What was it, that he said that day?\Something like...\Oh, I remember.\Zawsze in love.”\You wanted to see me, Claude-sama?\There you are. I've been waiting for you.\This is the target for your next mission. response:	His name is Ichijou Raku.
context: What was it, that he said that day?\Something like...\Oh, I remember.\Zawsze in love.”\You wanted to see me, Claude-sama?\There you are. I've been waiting for you.\This is the target for your next mission.\His name is Ichijou Raku. response:	You probably know about about it already,
context: Something like...\Oh, I remember.\Zawsze in love.”\You wanted to see me, Claude-sama?\There you are. I've been waiting for you.\This is the target for your next mission.\His name is Ichijou Raku.\You probably know about about it already, response:	but our Mistress is currently in a relationship with this fellow.
context: Oh, I remember.\Zawsze in love.”\You wanted to see me, Claude-sama?\There you are. I've been waiting for you.\This is the target for your next mission.\His name is Ichijou Raku.\You probably know about about it already,\but our Mistress is currently in a relationship with this fellow. response:	However, I get the feeling that he's only using and deceiving her.
context: Zawsze in love.”\You wanted to see me, Claude-sama?\There you are. I've been waiting for you.\This is the target for your next mission.\His name is Ichijou Raku.\You probably know about about it already,\but our Mistress is currently in a relationship with this fellow.\However, I get the feeling that he's only using and deceiving her. response:	He's a cunning little punk.
context: You wanted to see me, Claude-sama?\There you are. I've been waiting for you.\This is the target for your next mission.\His name is Ichijou Raku.\You probably know about about it already,\but our Mistress is currently in a relationship with this fellow.\However, I get the feeling that he's only using and deceiving her.\He's a cunning little punk. response:	Mistress...
context: There you are. I've been waiting for you.\This is the target for your next mission.\His name is Ichijou Raku.\You probably know about about it already,\but our Mistress is currently in a relationship with this fellow.\However, I get the feeling that he's only using and deceiving her.\He's a cunning little punk.\Mistress... response:	I won't let him get away.
context: This is the target for your next mission.\His name is Ichijou Raku.\You probably know about about it already,\but our Mistress is currently in a relationship with this fellow.\However, I get the feeling that he's only using and deceiving her.\He's a cunning little punk.\Mistress...\I won't let him get away. response:	And on top of that, he's a short, vulgar, worthless, inconsequential wimp.
context: His name is Ichijou Raku.\You probably know about about it already,\but our Mistress is currently in a relationship with this fellow.\However, I get the feeling that he's only using and deceiving her.\He's a cunning little punk.\Mistress...\I won't let him get away.\And on top of that, he's a short, vulgar, worthless, inconsequential wimp. response:	It's like he was raised by monkeys, he reeks more than a cesspool, and he's a pig with no balls.
context: You probably know about about it already,\but our Mistress is currently in a relationship with this fellow.\However, I get the feeling that he's only using and deceiving her.\He's a cunning little punk.\Mistress...\I won't let him get away.\And on top of that, he's a short, vulgar, worthless, inconsequential wimp.\It's like he was raised by monkeys, he reeks more than a cesspool, and he's a pig with no balls. response:	Just thinking about him pisses me off.
context: but our Mistress is currently in a relationship with this fellow.\However, I get the feeling that he's only using and deceiving her.\He's a cunning little punk.\Mistress...\I won't let him get away.\And on top of that, he's a short, vulgar, worthless, inconsequential wimp.\It's like he was raised by monkeys, he reeks more than a cesspool, and he's a pig with no balls.\Just thinking about him pisses me off. response:	Snuggling up to our Mistress, damn him!
context: However, I get the feeling that he's only using and deceiving her.\He's a cunning little punk.\Mistress...\I won't let him get away.\And on top of that, he's a short, vulgar, worthless, inconsequential wimp.\It's like he was raised by monkeys, he reeks more than a cesspool, and he's a pig with no balls.\Just thinking about him pisses me off.\Snuggling up to our Mistress, damn him! response:	Mistress should never be with a guy like him!
context: He's a cunning little punk.\Mistress...\I won't let him get away.\And on top of that, he's a short, vulgar, worthless, inconsequential wimp.\It's like he was raised by monkeys, he reeks more than a cesspool, and he's a pig with no balls.\Just thinking about him pisses me off.\Snuggling up to our Mistress, damn him!\Mistress should never be with a guy like him! response:	I-Is he that heinous? What gall...
context: Mistress...\I won't let him get away.\And on top of that, he's a short, vulgar, worthless, inconsequential wimp.\It's like he was raised by monkeys, he reeks more than a cesspool, and he's a pig with no balls.\Just thinking about him pisses me off.\Snuggling up to our Mistress, damn him!\Mistress should never be with a guy like him!\I-Is he that heinous? What gall... response:	Unfortunately, I'm not able to protect Mistress from him directly.
context: I won't let him get away.\And on top of that, he's a short, vulgar, worthless, inconsequential wimp.\It's like he was raised by monkeys, he reeks more than a cesspool, and he's a pig with no balls.\Just thinking about him pisses me off.\Snuggling up to our Mistress, damn him!\Mistress should never be with a guy like him!\I-Is he that heinous? What gall...\Unfortunately, I'm not able to protect Mistress from him directly. response:	But on the other hand, you, my brilliant subordinate and protege,
context: And on top of that, he's a short, vulgar, worthless, inconsequential wimp.\It's like he was raised by monkeys, he reeks more than a cesspool, and he's a pig with no balls.\Just thinking about him pisses me off.\Snuggling up to our Mistress, damn him!\Mistress should never be with a guy like him!\I-Is he that heinous? What gall...\Unfortunately, I'm not able to protect Mistress from him directly.\But on the other hand, you, my brilliant subordinate and protege, response:	should have no problem saving Mistress from the vile clutches of this little prick.
context: It's like he was raised by monkeys, he reeks more than a cesspool, and he's a pig with no balls.\Just thinking about him pisses me off.\Snuggling up to our Mistress, damn him!\Mistress should never be with a guy like him!\I-Is he that heinous? What gall...\Unfortunately, I'm not able to protect Mistress from him directly.\But on the other hand, you, my brilliant subordinate and protege,\should have no problem saving Mistress from the vile clutches of this little prick. response:	Understood. I vow that I will save Mistress.
