context: Once upon a time, there was a man who died. response:	The story was interrupted and along with his heart,
context: He would always tease me and say,'Yours still has a long way to go.'\But that was happiness for me.\Oh...\I wonder which will taste better compared to you?\That's what those words meant.\But...\There's no one left to tease me when I ask about it.\I have the recipes that he wrote down, but the person who cooked them is no longer here. response:	I was so lonely.
context: But that was happiness for me.\Oh...\I wonder which will taste better compared to you?\That's what those words meant.\But...\There's no one left to tease me when I ask about it.\I have the recipes that he wrote down, but the person who cooked them is no longer here.\I was so lonely. response:	So, I wanted to at least have my customers stay as long as possible.
context: Oh...\I wonder which will taste better compared to you?\That's what those words meant.\But...\There's no one left to tease me when I ask about it.\I have the recipes that he wrote down, but the person who cooked them is no longer here.\I was so lonely.\So, I wanted to at least have my customers stay as long as possible. response:	I see.
context: I wonder which will taste better compared to you?\That's what those words meant.\But...\There's no one left to tease me when I ask about it.\I have the recipes that he wrote down, but the person who cooked them is no longer here.\I was so lonely.\So, I wanted to at least have my customers stay as long as possible.\I see. response:	You're the feeling of loneliness, aren't you?
context: That's what those words meant.\But...\There's no one left to tease me when I ask about it.\I have the recipes that he wrote down, but the person who cooked them is no longer here.\I was so lonely.\So, I wanted to at least have my customers stay as long as possible.\I see.\You're the feeling of loneliness, aren't you? response:	The feeling of loneliness.
context: But...\There's no one left to tease me when I ask about it.\I have the recipes that he wrote down, but the person who cooked them is no longer here.\I was so lonely.\So, I wanted to at least have my customers stay as long as possible.\I see.\You're the feeling of loneliness, aren't you?\The feeling of loneliness. response:	Yes, but this isn't where you belong.
context: There's no one left to tease me when I ask about it.\I have the recipes that he wrote down, but the person who cooked them is no longer here.\I was so lonely.\So, I wanted to at least have my customers stay as long as possible.\I see.\You're the feeling of loneliness, aren't you?\The feeling of loneliness.\Yes, but this isn't where you belong. response:	I'm sorry. I'm going.
context: I have the recipes that he wrote down, but the person who cooked them is no longer here.\I was so lonely.\So, I wanted to at least have my customers stay as long as possible.\I see.\You're the feeling of loneliness, aren't you?\The feeling of loneliness.\Yes, but this isn't where you belong.\I'm sorry. I'm going. response:	Don't go! I'll be all alone again!
context: I was so lonely.\So, I wanted to at least have my customers stay as long as possible.\I see.\You're the feeling of loneliness, aren't you?\The feeling of loneliness.\Yes, but this isn't where you belong.\I'm sorry. I'm going.\Don't go! I'll be all alone again! response:	Don't worry. You're not alone, Ebine-san.
context: So, I wanted to at least have my customers stay as long as possible.\I see.\You're the feeling of loneliness, aren't you?\The feeling of loneliness.\Yes, but this isn't where you belong.\I'm sorry. I'm going.\Don't go! I'll be all alone again!\Don't worry. You're not alone, Ebine-san. response:	Because you have the recipes left to you by the one you loved.
context: I see.\You're the feeling of loneliness, aren't you?\The feeling of loneliness.\Yes, but this isn't where you belong.\I'm sorry. I'm going.\Don't go! I'll be all alone again!\Don't worry. You're not alone, Ebine-san.\Because you have the recipes left to you by the one you loved. response:	Lots of dishes are waiting, wanting to be made.
context: You're the feeling of loneliness, aren't you?\The feeling of loneliness.\Yes, but this isn't where you belong.\I'm sorry. I'm going.\Don't go! I'll be all alone again!\Don't worry. You're not alone, Ebine-san.\Because you have the recipes left to you by the one you loved.\Lots of dishes are waiting, wanting to be made. response:	A gift left to you by the one you love.
context: The feeling of loneliness.\Yes, but this isn't where you belong.\I'm sorry. I'm going.\Don't go! I'll be all alone again!\Don't worry. You're not alone, Ebine-san.\Because you have the recipes left to you by the one you loved.\Lots of dishes are waiting, wanting to be made.\A gift left to you by the one you love. response:	The power to turn loneliness into strength.
context: Yes, but this isn't where you belong.\I'm sorry. I'm going.\Don't go! I'll be all alone again!\Don't worry. You're not alone, Ebine-san.\Because you have the recipes left to you by the one you loved.\Lots of dishes are waiting, wanting to be made.\A gift left to you by the one you love.\The power to turn loneliness into strength. response:	My Dear!
context: I'm sorry. I'm going.\Don't go! I'll be all alone again!\Don't worry. You're not alone, Ebine-san.\Because you have the recipes left to you by the one you loved.\Lots of dishes are waiting, wanting to be made.\A gift left to you by the one you love.\The power to turn loneliness into strength.\My Dear! response:	I feel like I can cook warm dishes again.
context: Don't go! I'll be all alone again!\Don't worry. You're not alone, Ebine-san.\Because you have the recipes left to you by the one you loved.\Lots of dishes are waiting, wanting to be made.\A gift left to you by the one you love.\The power to turn loneliness into strength.\My Dear!\I feel like I can cook warm dishes again. response:	Warm, just like your heart.
context: Don't worry. You're not alone, Ebine-san.\Because you have the recipes left to you by the one you loved.\Lots of dishes are waiting, wanting to be made.\A gift left to you by the one you love.\The power to turn loneliness into strength.\My Dear!\I feel like I can cook warm dishes again.\Warm, just like your heart. response:	I'll make this into a wonderful restaurant again.
context: Because you have the recipes left to you by the one you loved.\Lots of dishes are waiting, wanting to be made.\A gift left to you by the one you love.\The power to turn loneliness into strength.\My Dear!\I feel like I can cook warm dishes again.\Warm, just like your heart.\I'll make this into a wonderful restaurant again. response:	Please help me, my Dear.
context: Lots of dishes are waiting, wanting to be made.\A gift left to you by the one you love.\The power to turn loneliness into strength.\My Dear!\I feel like I can cook warm dishes again.\Warm, just like your heart.\I'll make this into a wonderful restaurant again.\Please help me, my Dear. response:	My prince, your feelings belong within you.
context: A gift left to you by the one you love.\The power to turn loneliness into strength.\My Dear!\I feel like I can cook warm dishes again.\Warm, just like your heart.\I'll make this into a wonderful restaurant again.\Please help me, my Dear.\My prince, your feelings belong within you. response:	Your life belongs within your heart.
context: The power to turn loneliness into strength.\My Dear!\I feel like I can cook warm dishes again.\Warm, just like your heart.\I'll make this into a wonderful restaurant again.\Please help me, my Dear.\My prince, your feelings belong within you.\Your life belongs within your heart. response:	Thank you, Princess Tutu.
context: My Dear!\I feel like I can cook warm dishes again.\Warm, just like your heart.\I'll make this into a wonderful restaurant again.\Please help me, my Dear.\My prince, your feelings belong within you.\Your life belongs within your heart.\Thank you, Princess Tutu. response:	Mytho...
context: I feel like I can cook warm dishes again.\Warm, just like your heart.\I'll make this into a wonderful restaurant again.\Please help me, my Dear.\My prince, your feelings belong within you.\Your life belongs within your heart.\Thank you, Princess Tutu.\Mytho... response:	All right!
context: Warm, just like your heart.\I'll make this into a wonderful restaurant again.\Please help me, my Dear.\My prince, your feelings belong within you.\Your life belongs within your heart.\Thank you, Princess Tutu.\Mytho...\All right! response:	Mytho, what are you doing in this place?
context: I'll make this into a wonderful restaurant again.\Please help me, my Dear.\My prince, your feelings belong within you.\Your life belongs within your heart.\Thank you, Princess Tutu.\Mytho...\All right!\Mytho, what are you doing in this place? response:	Hey!
context: Please help me, my Dear.\My prince, your feelings belong within you.\Your life belongs within your heart.\Thank you, Princess Tutu.\Mytho...\All right!\Mytho, what are you doing in this place?\Hey! response:	Nothing...
context: My prince, your feelings belong within you.\Your life belongs within your heart.\Thank you, Princess Tutu.\Mytho...\All right!\Mytho, what are you doing in this place?\Hey!\Nothing... response:	What happened?
context: Your life belongs within your heart.\Thank you, Princess Tutu.\Mytho...\All right!\Mytho, what are you doing in this place?\Hey!\Nothing...\What happened? response:	Princess Tutu...
context: Thank you, Princess Tutu.\Mytho...\All right!\Mytho, what are you doing in this place?\Hey!\Nothing...\What happened?\Princess Tutu... response:	Don't tell me he knows it's me?!
context: Mytho...\All right!\Mytho, what are you doing in this place?\Hey!\Nothing...\What happened?\Princess Tutu...\Don't tell me he knows it's me?! response:	She touched me.
context: All right!\Mytho, what are you doing in this place?\Hey!\Nothing...\What happened?\Princess Tutu...\Don't tell me he knows it's me?!\She touched me. response:	Princess Tutu?
context: Mytho, what are you doing in this place?\Hey!\Nothing...\What happened?\Princess Tutu...\Don't tell me he knows it's me?!\She touched me.\Princess Tutu? response:	Ridiculous. That's just a story.
context: Hey!\Nothing...\What happened?\Princess Tutu...\Don't tell me he knows it's me?!\She touched me.\Princess Tutu?\Ridiculous. That's just a story. response:	What?
context: Nothing...\What happened?\Princess Tutu...\Don't tell me he knows it's me?!\She touched me.\Princess Tutu?\Ridiculous. That's just a story.\What? response:	Tutu is... part of the story too?
context: What happened?\Princess Tutu...\Don't tell me he knows it's me?!\She touched me.\Princess Tutu?\Ridiculous. That's just a story.\What?\Tutu is... part of the story too? response:	But I'm a duck...
context: Princess Tutu...\Don't tell me he knows it's me?!\She touched me.\Princess Tutu?\Ridiculous. That's just a story.\What?\Tutu is... part of the story too?\But I'm a duck... response:	She's blessed with beauty, cleverness, and strength,but the thing is, the princess is fated never to be with her prince.
context: Don't tell me he knows it's me?!\She touched me.\Princess Tutu?\Ridiculous. That's just a story.\What?\Tutu is... part of the story too?\But I'm a duck...\She's blessed with beauty, cleverness, and strength,but the thing is, the princess is fated never to be with her prince. response:	The moment she confesses her love, she turns into a speck of light and vanishes.
context: She touched me.\Princess Tutu?\Ridiculous. That's just a story.\What?\Tutu is... part of the story too?\But I'm a duck...\She's blessed with beauty, cleverness, and strength,but the thing is, the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes. response:	Quack!
context: Princess Tutu?\Ridiculous. That's just a story.\What?\Tutu is... part of the story too?\But I'm a duck...\She's blessed with beauty, cleverness, and strength,but the thing is, the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack! response:	What's part of the story? And what's real?
context: Ridiculous. That's just a story.\What?\Tutu is... part of the story too?\But I'm a duck...\She's blessed with beauty, cleverness, and strength,but the thing is, the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\What's part of the story? And what's real? response:	Tutu is me and I'm a duck...
context: What?\Tutu is... part of the story too?\But I'm a duck...\She's blessed with beauty, cleverness, and strength,but the thing is, the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\What's part of the story? And what's real?\Tutu is me and I'm a duck... response:	But Tutu is... Tutu is...
context: Tutu is... part of the story too?\But I'm a duck...\She's blessed with beauty, cleverness, and strength,but the thing is, the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\What's part of the story? And what's real?\Tutu is me and I'm a duck...\But Tutu is... Tutu is... response:	That's right, Princess Tutu is a tragic princess.
context: But I'm a duck...\She's blessed with beauty, cleverness, and strength,but the thing is, the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\What's part of the story? And what's real?\Tutu is me and I'm a duck...\But Tutu is... Tutu is...\That's right, Princess Tutu is a tragic princess. response:	Stories aren't always guaranteed a happily ever after.
context: She's blessed with beauty, cleverness, and strength,but the thing is, the princess is fated never to be with her prince.\The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\What's part of the story? And what's real?\Tutu is me and I'm a duck...\But Tutu is... Tutu is...\That's right, Princess Tutu is a tragic princess.\Stories aren't always guaranteed a happily ever after. response:	All I want to do is to restore Mytho's heart.
context: The moment she confesses her love, she turns into a speck of light and vanishes.\Quack!\What's part of the story? And what's real?\Tutu is me and I'm a duck...\But Tutu is... Tutu is...\That's right, Princess Tutu is a tragic princess.\Stories aren't always guaranteed a happily ever after.\All I want to do is to restore Mytho's heart. response:	I'm not thinking about being with him or confessing to him or anything!
context: Quack!\What's part of the story? And what's real?\Tutu is me and I'm a duck...\But Tutu is... Tutu is...\That's right, Princess Tutu is a tragic princess.\Stories aren't always guaranteed a happily ever after.\All I want to do is to restore Mytho's heart.\I'm not thinking about being with him or confessing to him or anything! response:	I don't understand what this emotion is that I'm feeling.
context: What's part of the story? And what's real?\Tutu is me and I'm a duck...\But Tutu is... Tutu is...\That's right, Princess Tutu is a tragic princess.\Stories aren't always guaranteed a happily ever after.\All I want to do is to restore Mytho's heart.\I'm not thinking about being with him or confessing to him or anything!\I don't understand what this emotion is that I'm feeling. response:	You better not be the one making Mytho remember weird things.
context: Tutu is me and I'm a duck...\But Tutu is... Tutu is...\That's right, Princess Tutu is a tragic princess.\Stories aren't always guaranteed a happily ever after.\All I want to do is to restore Mytho's heart.\I'm not thinking about being with him or confessing to him or anything!\I don't understand what this emotion is that I'm feeling.\You better not be the one making Mytho remember weird things. response:	Maybe it's Princess Tutu from the fairy tale?
context: But Tutu is... Tutu is...\That's right, Princess Tutu is a tragic princess.\Stories aren't always guaranteed a happily ever after.\All I want to do is to restore Mytho's heart.\I'm not thinking about being with him or confessing to him or anything!\I don't understand what this emotion is that I'm feeling.\You better not be the one making Mytho remember weird things.\Maybe it's Princess Tutu from the fairy tale? response:	The story will become real.
context: That's right, Princess Tutu is a tragic princess.\Stories aren't always guaranteed a happily ever after.\All I want to do is to restore Mytho's heart.\I'm not thinking about being with him or confessing to him or anything!\I don't understand what this emotion is that I'm feeling.\You better not be the one making Mytho remember weird things.\Maybe it's Princess Tutu from the fairy tale?\The story will become real. response:	In this town, where reality and stories intermingle...
context: Stories aren't always guaranteed a happily ever after.\All I want to do is to restore Mytho's heart.\I'm not thinking about being with him or confessing to him or anything!\I don't understand what this emotion is that I'm feeling.\You better not be the one making Mytho remember weird things.\Maybe it's Princess Tutu from the fairy tale?\The story will become real.\In this town, where reality and stories intermingle... response:	I am Princess Tutu.
context: All I want to do is to restore Mytho's heart.\I'm not thinking about being with him or confessing to him or anything!\I don't understand what this emotion is that I'm feeling.\You better not be the one making Mytho remember weird things.\Maybe it's Princess Tutu from the fairy tale?\The story will become real.\In this town, where reality and stories intermingle...\I am Princess Tutu. response:	I am fated never to be with the one I love, just like you.
context: I'm not thinking about being with him or confessing to him or anything!\I don't understand what this emotion is that I'm feeling.\You better not be the one making Mytho remember weird things.\Maybe it's Princess Tutu from the fairy tale?\The story will become real.\In this town, where reality and stories intermingle...\I am Princess Tutu.\I am fated never to be with the one I love, just like you. response:	All you children who love stories, come gather around.
context: I don't understand what this emotion is that I'm feeling.\You better not be the one making Mytho remember weird things.\Maybe it's Princess Tutu from the fairy tale?\The story will become real.\In this town, where reality and stories intermingle...\I am Princess Tutu.\I am fated never to be with the one I love, just like you.\All you children who love stories, come gather around. response:	'Giselle'
context: You better not be the one making Mytho remember weird things.\Maybe it's Princess Tutu from the fairy tale?\The story will become real.\In this town, where reality and stories intermingle...\I am Princess Tutu.\I am fated never to be with the one I love, just like you.\All you children who love stories, come gather around.\'Giselle' response:	The voice calling, come now, wake up
context: Maybe it's Princess Tutu from the fairy tale?\The story will become real.\In this town, where reality and stories intermingle...\I am Princess Tutu.\I am fated never to be with the one I love, just like you.\All you children who love stories, come gather around.\'Giselle'\The voice calling, come now, wake up response:	Wiping a tearstained face
context: The story will become real.\In this town, where reality and stories intermingle...\I am Princess Tutu.\I am fated never to be with the one I love, just like you.\All you children who love stories, come gather around.\'Giselle'\The voice calling, come now, wake up\Wiping a tearstained face response:	The brilliant light and the dew on trees are born
context: In this town, where reality and stories intermingle...\I am Princess Tutu.\I am fated never to be with the one I love, just like you.\All you children who love stories, come gather around.\'Giselle'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born response:	By the secret water's edge that no one knows of
context: I am Princess Tutu.\I am fated never to be with the one I love, just like you.\All you children who love stories, come gather around.\'Giselle'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of response:	Dance the pas de deux of life
context: I am fated never to be with the one I love, just like you.\All you children who love stories, come gather around.\'Giselle'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life response:	Dreaming again today
context: All you children who love stories, come gather around.\'Giselle'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today response:	It is a gentle, yet fierce current
context: 'Giselle'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current response:	How far does the labyrinth stretch?
context: The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch? response:	I shall go
context: Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go response:	The dream I hold tight
context: The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight response:	I loved like I was dreaming
context: By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming response:	It swells... My heart swells
context: Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells response:	I thought how wonderful it was to be alive
context: Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive response:	I can't wait for tomorrow
context: It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow response:	I want to be there for you
context: How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you response:	At all times
context: I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times response:	Wait, it won't wait
context: The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait response:	Running, running along
context: I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along response:	Passing by even the wind and the rain clouds
context: It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along\Passing by even the wind and the rain clouds response:	Just beating my own wings
