context: HALF response:	TS
context: *T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko* response:	*T/L Note: That day, I found out where my dream continues
context: boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues response:	*T/L Note: That day, I found out where my dream continues
context: *T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues response:	sugu ni sagashite miseru yo*
context: *T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo* response:	*T/L Note: I'll show you its sequel now
context: mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now response:	*T/L Note: I'll show you its sequel now
context: *T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now response:	ima mo boku dake wa oboeteirun da*
context: *T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da* response:	*T/L Note: Right now, I'm the only one who still remembers
context: ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers response:	*T/L Note: Right now, I'm the only one who still remembers
context: *T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers response:	natsukashii nukumori*
context: *T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori* response:	*T/L Note: that familiar warmth
context: sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth response:	*T/L Note: that familiar warmth
context: *T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth response:	saa mou ikou ka*
context: *T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka* response:	*T/L Note: Now let's get going
context: ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going response:	*T/L Note: Now let's get going
context: *T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going response:	machiu- keteru unmei ni*
context: *T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni* response:	*T/L Note: I was frozen with fear
context: natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear response:	*T/L Note: I was frozen with fear
context: *T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear response:	tachisukumi obieteta*
context: *T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta* response:	*T/L Note: thinking of the fate that awaited me
context: saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me response:	*T/L Note: thinking of the fate that awaited me
context: *T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me response:	mou kess- hite mayo- wanai you ni*
context: *T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni* response:	*T/L Note: I'll become so strong that I won't
context: machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't response:	*T/L Note: I'll become so strong that I won't
context: *T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't response:	tsuyoku natte yuku yo*
context: *T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo* response:	*T/L Note: be uncertain ever again
context: tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again response:	*T/L Note: be uncertain ever again
context: *T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again response:	nido to modorenai kako mo ashita kara kate ni shite*
context: *T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite* response:	*T/L Note: The past that can't be written will support me from tomorrow on
context: mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on response:	*T/L Note: The past that can't be written will support me from tomorrow on
context: *T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on response:	sou yatte noriko- ete yuku no sa*
context: *T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa* response:	*T/L Note: I'll overcome it all
context: tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all response:	*T/L Note: I'll overcome it all
context: *T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all response:	sou shite boku wa boku ni naru*
context: *T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all\sou shite boku wa boku ni naru* response:	*T/L Note: and I'll become myself
context: nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all\sou shite boku wa boku ni naru*\*T/L Note: and I'll become myself response:	*T/L Note: and I'll become myself
context: *T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all\sou shite boku wa boku ni naru*\*T/L Note: and I'll become myself\*T/L Note: and I'll become myself response:	sou shite boku wa boku ni naru*
context: *T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all\sou shite boku wa boku ni naru*\*T/L Note: and I'll become myself\*T/L Note: and I'll become myself\sou shite boku wa boku ni naru* response:	Don't repost to any manga readers! You have to sign up for our forum to download!
