context: Kochi kite hayaku! Kochi kite suguni! response:	Hurry over here! Come over here now!
context: That sounds good.\Hitoha-chan, try have a little more faith in everyone!\That's right, let me have a turn at your nipples!\Trust me with your Nipples!\Me too!\Everyone's going to protect your Nipples!!\Nipples!! Nipples!! Nipples!!\Everyone likes Nipples as much as you do. Of course, I like them too! response:	Nipples...
context: Hitoha-chan, try have a little more faith in everyone!\That's right, let me have a turn at your nipples!\Trust me with your Nipples!\Me too!\Everyone's going to protect your Nipples!!\Nipples!! Nipples!! Nipples!!\Everyone likes Nipples as much as you do. Of course, I like them too!\Nipples... response:	Nipples is standing up! (Getting erect )
context: That's right, let me have a turn at your nipples!\Trust me with your Nipples!\Me too!\Everyone's going to protect your Nipples!!\Nipples!! Nipples!! Nipples!!\Everyone likes Nipples as much as you do. Of course, I like them too!\Nipples...\Nipples is standing up! (Getting erect ) response:	Your Nipples..Can I touch it?
context: Trust me with your Nipples!\Me too!\Everyone's going to protect your Nipples!!\Nipples!! Nipples!! Nipples!!\Everyone likes Nipples as much as you do. Of course, I like them too!\Nipples...\Nipples is standing up! (Getting erect )\Your Nipples..Can I touch it? response:	It all ends well, right?
context: Me too!\Everyone's going to protect your Nipples!!\Nipples!! Nipples!! Nipples!!\Everyone likes Nipples as much as you do. Of course, I like them too!\Nipples...\Nipples is standing up! (Getting erect )\Your Nipples..Can I touch it?\It all ends well, right? response:	Class of perverts!!
context: Everyone's going to protect your Nipples!!\Nipples!! Nipples!! Nipples!!\Everyone likes Nipples as much as you do. Of course, I like them too!\Nipples...\Nipples is standing up! (Getting erect )\Your Nipples..Can I touch it?\It all ends well, right?\Class of perverts!! response:	Nipples are the best!! It's so soft! Ahh that looks ticklish!
context: Nipples!! Nipples!! Nipples!!\Everyone likes Nipples as much as you do. Of course, I like them too!\Nipples...\Nipples is standing up! (Getting erect )\Your Nipples..Can I touch it?\It all ends well, right?\Class of perverts!!\Nipples are the best!! It's so soft! Ahh that looks ticklish! response:	Kotei ni yuuhi ga ochite
context: Everyone likes Nipples as much as you do. Of course, I like them too!\Nipples...\Nipples is standing up! (Getting erect )\Your Nipples..Can I touch it?\It all ends well, right?\Class of perverts!!\Nipples are the best!! It's so soft! Ahh that looks ticklish!\Kotei ni yuuhi ga ochite response:	The sunset reflected on the schoolgrounds.
context: Nipples...\Nipples is standing up! (Getting erect )\Your Nipples..Can I touch it?\It all ends well, right?\Class of perverts!!\Nipples are the best!! It's so soft! Ahh that looks ticklish!\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds. response:	te wo futte ie ni kaeru
context: Nipples is standing up! (Getting erect )\Your Nipples..Can I touch it?\It all ends well, right?\Class of perverts!!\Nipples are the best!! It's so soft! Ahh that looks ticklish!\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru response:	Let's hold hands and go home.
context: Your Nipples..Can I touch it?\It all ends well, right?\Class of perverts!!\Nipples are the best!! It's so soft! Ahh that looks ticklish!\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home. response:	bedo no naka de mata konya
context: It all ends well, right?\Class of perverts!!\Nipples are the best!! It's so soft! Ahh that looks ticklish!\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya response:	Laying in my bed tonight.
context: Class of perverts!!\Nipples are the best!! It's so soft! Ahh that looks ticklish!\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight. response:	kyou no kimi ni aitetara ii na
context: Nipples are the best!! It's so soft! Ahh that looks ticklish!\Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na response:	OS
context: Kotei ni yuuhi ga ochite\The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS response:	It would be nice if I could meet you again.
context: The sunset reflected on the schoolgrounds.\te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again. response:	ikou! Nemurou!
context: te wo futte ie ni kaeru\Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again.\ikou! Nemurou! response:	Let's go! Let's sleep!
context: Let's hold hands and go home.\bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep! response:	Asa made matte nai
context: bedo no naka de mata konya\Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai response:	I can't wait till morning!
context: Laying in my bed tonight.\kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning! response:	totemo suteki sa
context: kyou no kimi ni aitetara ii na\OS\It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning!\totemo suteki sa response:	It's really wonderful,
context: OS\It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning!\totemo suteki sa\It's really wonderful, response:	sora motomeru no sa
context: It would be nice if I could meet you again.\ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning!\totemo suteki sa\It's really wonderful,\sora motomeru no sa response:	just wishing upon the sky.
context: ikou! Nemurou!\Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning!\totemo suteki sa\It's really wonderful,\sora motomeru no sa\just wishing upon the sky. response:	kimi to te wo tsunai de
context: Let's go! Let's sleep!\Asa made matte nai\I can't wait till morning!\totemo suteki sa\It's really wonderful,\sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de response:	Just holding hands with you,
context: Asa made matte nai\I can't wait till morning!\totemo suteki sa\It's really wonderful,\sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you, response:	Mune ga itaku nata
context: I can't wait till morning!\totemo suteki sa\It's really wonderful,\sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata response:	makes my heart beat
context: totemo suteki sa\It's really wonderful,\sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata\makes my heart beat response:	Yume no naka demo
context: It's really wonderful,\sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata\makes my heart beat\Yume no naka demo response:	Even though it's only a dream
context: sora motomeru no sa\just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata\makes my heart beat\Yume no naka demo\Even though it's only a dream response:	Yume iro no Koi
context: just wishing upon the sky.\kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata\makes my heart beat\Yume no naka demo\Even though it's only a dream\Yume iro no Koi response:	It's a lovely dream.
context: kimi to te wo tsunai de\Just holding hands with you,\Mune ga itaku nata\makes my heart beat\Yume no naka demo\Even though it's only a dream\Yume iro no Koi\It's a lovely dream. response:	No way..This actually became an anime?!
context: Just holding hands with you,\Mune ga itaku nata\makes my heart beat\Yume no naka demo\Even though it's only a dream\Yume iro no Koi\It's a lovely dream.\No way..This actually became an anime?! response:	That means my greatness will be shown on anime as well!
context: Mune ga itaku nata\makes my heart beat\Yume no naka demo\Even though it's only a dream\Yume iro no Koi\It's a lovely dream.\No way..This actually became an anime?!\That means my greatness will be shown on anime as well! response:	Next Time: Can't stop the triplets! Look forward to it!
context: makes my heart beat\Yume no naka demo\Even though it's only a dream\Yume iro no Koi\It's a lovely dream.\No way..This actually became an anime?!\That means my greatness will be shown on anime as well!\Next Time: Can't stop the triplets! Look forward to it! response:	I wonder why no one stopped them...
