context: Are you really okay with making such a discussion just like that? response:	Are you really okay with deciding this so easily?
context: All 1,500 years of the history of the Cavendish line.\These books represent the culmination of my predecessors' research\about countless forms of healing magic.\Unfortunately, many of them have become obsolete with the advance of the medical sciences.\Isn't she...\One of the Nine Olde Witches?\The Cavendish foremother, Beatrix the Witch.\Her magic saved the lives of innumerable people. response:	She also created our founding motto, Affection.
context: These books represent the culmination of my predecessors' research\about countless forms of healing magic.\Unfortunately, many of them have become obsolete with the advance of the medical sciences.\Isn't she...\One of the Nine Olde Witches?\The Cavendish foremother, Beatrix the Witch.\Her magic saved the lives of innumerable people.\She also created our founding motto, Affection. response:	We live in a time of peace, and this place has not been used in years.
context: about countless forms of healing magic.\Unfortunately, many of them have become obsolete with the advance of the medical sciences.\Isn't she...\One of the Nine Olde Witches?\The Cavendish foremother, Beatrix the Witch.\Her magic saved the lives of innumerable people.\She also created our founding motto, Affection.\We live in a time of peace, and this place has not been used in years. response:	My mother Bernadette worked hard to ensure it would remain this way.
context: Unfortunately, many of them have become obsolete with the advance of the medical sciences.\Isn't she...\One of the Nine Olde Witches?\The Cavendish foremother, Beatrix the Witch.\Her magic saved the lives of innumerable people.\She also created our founding motto, Affection.\We live in a time of peace, and this place has not been used in years.\My mother Bernadette worked hard to ensure it would remain this way. response:	Your mother?
context: Isn't she...\One of the Nine Olde Witches?\The Cavendish foremother, Beatrix the Witch.\Her magic saved the lives of innumerable people.\She also created our founding motto, Affection.\We live in a time of peace, and this place has not been used in years.\My mother Bernadette worked hard to ensure it would remain this way.\Your mother? response:	She had a weak constitution, and after years of pushing herself, she passed away all too soon.
context: One of the Nine Olde Witches?\The Cavendish foremother, Beatrix the Witch.\Her magic saved the lives of innumerable people.\She also created our founding motto, Affection.\We live in a time of peace, and this place has not been used in years.\My mother Bernadette worked hard to ensure it would remain this way.\Your mother?\She had a weak constitution, and after years of pushing herself, she passed away all too soon. response:	I am truly proud of what my mother and ancestors did, and of the Cavendish name.
context: The Cavendish foremother, Beatrix the Witch.\Her magic saved the lives of innumerable people.\She also created our founding motto, Affection.\We live in a time of peace, and this place has not been used in years.\My mother Bernadette worked hard to ensure it would remain this way.\Your mother?\She had a weak constitution, and after years of pushing herself, she passed away all too soon.\I am truly proud of what my mother and ancestors did, and of the Cavendish name. response:	That's why...
context: Her magic saved the lives of innumerable people.\She also created our founding motto, Affection.\We live in a time of peace, and this place has not been used in years.\My mother Bernadette worked hard to ensure it would remain this way.\Your mother?\She had a weak constitution, and after years of pushing herself, she passed away all too soon.\I am truly proud of what my mother and ancestors did, and of the Cavendish name.\That's why... response:	I wanted to protect it, to preserve this home...
context: She also created our founding motto, Affection.\We live in a time of peace, and this place has not been used in years.\My mother Bernadette worked hard to ensure it would remain this way.\Your mother?\She had a weak constitution, and after years of pushing herself, she passed away all too soon.\I am truly proud of what my mother and ancestors did, and of the Cavendish name.\That's why...\I wanted to protect it, to preserve this home... response:	Don't give up! You can still protect this house!
context: We live in a time of peace, and this place has not been used in years.\My mother Bernadette worked hard to ensure it would remain this way.\Your mother?\She had a weak constitution, and after years of pushing herself, she passed away all too soon.\I am truly proud of what my mother and ancestors did, and of the Cavendish name.\That's why...\I wanted to protect it, to preserve this home...\Don't give up! You can still protect this house! response:	It's already over! There's no chance of making it now
context: My mother Bernadette worked hard to ensure it would remain this way.\Your mother?\She had a weak constitution, and after years of pushing herself, she passed away all too soon.\I am truly proud of what my mother and ancestors did, and of the Cavendish name.\That's why...\I wanted to protect it, to preserve this home...\Don't give up! You can still protect this house!\It's already over! There's no chance of making it now response:	You can't say that until you gountil you try!
context: Your mother?\She had a weak constitution, and after years of pushing herself, she passed away all too soon.\I am truly proud of what my mother and ancestors did, and of the Cavendish name.\That's why...\I wanted to protect it, to preserve this home...\Don't give up! You can still protect this house!\It's already over! There's no chance of making it now\You can't say that until you gountil you try! response:	There must be a way!
context: She had a weak constitution, and after years of pushing herself, she passed away all too soon.\I am truly proud of what my mother and ancestors did, and of the Cavendish name.\That's why...\I wanted to protect it, to preserve this home...\Don't give up! You can still protect this house!\It's already over! There's no chance of making it now\You can't say that until you gountil you try!\There must be a way! response:	I had no idea you had such a heartfelt dream.
context: I am truly proud of what my mother and ancestors did, and of the Cavendish name.\That's why...\I wanted to protect it, to preserve this home...\Don't give up! You can still protect this house!\It's already over! There's no chance of making it now\You can't say that until you gountil you try!\There must be a way!\I had no idea you had such a heartfelt dream. response:	It's amazing! That's a wonderful dream!
context: That's why...\I wanted to protect it, to preserve this home...\Don't give up! You can still protect this house!\It's already over! There's no chance of making it now\You can't say that until you gountil you try!\There must be a way!\I had no idea you had such a heartfelt dream.\It's amazing! That's a wonderful dream! response:	You can't just give up on a dream that's so important to you!
context: I wanted to protect it, to preserve this home...\Don't give up! You can still protect this house!\It's already over! There's no chance of making it now\You can't say that until you gountil you try!\There must be a way!\I had no idea you had such a heartfelt dream.\It's amazing! That's a wonderful dream!\You can't just give up on a dream that's so important to you! response:	Protect what's precious to you!
context: Don't give up! You can still protect this house!\It's already over! There's no chance of making it now\You can't say that until you gountil you try!\There must be a way!\I had no idea you had such a heartfelt dream.\It's amazing! That's a wonderful dream!\You can't just give up on a dream that's so important to you!\Protect what's precious to you! response:	Akko...
context: It's already over! There's no chance of making it now\You can't say that until you gountil you try!\There must be a way!\I had no idea you had such a heartfelt dream.\It's amazing! That's a wonderful dream!\You can't just give up on a dream that's so important to you!\Protect what's precious to you!\Akko... response:	And then come back to school too!
context: You can't say that until you gountil you try!\There must be a way!\I had no idea you had such a heartfelt dream.\It's amazing! That's a wonderful dream!\You can't just give up on a dream that's so important to you!\Protect what's precious to you!\Akko...\And then come back to school too! response:	Huh?
context: There must be a way!\I had no idea you had such a heartfelt dream.\It's amazing! That's a wonderful dream!\You can't just give up on a dream that's so important to you!\Protect what's precious to you!\Akko...\And then come back to school too!\Huh? response:	You can do bothbe the head and attend school! That's the best option!
context: I had no idea you had such a heartfelt dream.\It's amazing! That's a wonderful dream!\You can't just give up on a dream that's so important to you!\Protect what's precious to you!\Akko...\And then come back to school too!\Huh?\You can do bothbe the head and attend school! That's the best option! response:	No, it would be impossible to
context: It's amazing! That's a wonderful dream!\You can't just give up on a dream that's so important to you!\Protect what's precious to you!\Akko...\And then come back to school too!\Huh?\You can do bothbe the head and attend school! That's the best option!\No, it would be impossible to response:	You can do it!
context: You can't just give up on a dream that's so important to you!\Protect what's precious to you!\Akko...\And then come back to school too!\Huh?\You can do bothbe the head and attend school! That's the best option!\No, it would be impossible to\You can do it! response:	If anyone can do it, it's you!
context: Protect what's precious to you!\Akko...\And then come back to school too!\Huh?\You can do bothbe the head and attend school! That's the best option!\No, it would be impossible to\You can do it!\If anyone can do it, it's you! response:	Believe in yourself and your heart!
context: Akko...\And then come back to school too!\Huh?\You can do bothbe the head and attend school! That's the best option!\No, it would be impossible to\You can do it!\If anyone can do it, it's you!\Believe in yourself and your heart! response:	Believe in... my heart...
context: And then come back to school too!\Huh?\You can do bothbe the head and attend school! That's the best option!\No, it would be impossible to\You can do it!\If anyone can do it, it's you!\Believe in yourself and your heart!\Believe in... my heart... response:	The staff... is a Word nearby?
context: Huh?\You can do bothbe the head and attend school! That's the best option!\No, it would be impossible to\You can do it!\If anyone can do it, it's you!\Believe in yourself and your heart!\Believe in... my heart...\The staff... is a Word nearby? response:	When traditional and modern powers mingle, the gate to an unseen world will open.
context: You can do bothbe the head and attend school! That's the best option!\No, it would be impossible to\You can do it!\If anyone can do it, it's you!\Believe in yourself and your heart!\Believe in... my heart...\The staff... is a Word nearby?\When traditional and modern powers mingle, the gate to an unseen world will open. response:	It's a saying that has been passed down throughout the generations.
context: No, it would be impossible to\You can do it!\If anyone can do it, it's you!\Believe in yourself and your heart!\Believe in... my heart...\The staff... is a Word nearby?\When traditional and modern powers mingle, the gate to an unseen world will open.\It's a saying that has been passed down throughout the generations. response:	Is that the fifth Word, the one related to history?
context: You can do it!\If anyone can do it, it's you!\Believe in yourself and your heart!\Believe in... my heart...\The staff... is a Word nearby?\When traditional and modern powers mingle, the gate to an unseen world will open.\It's a saying that has been passed down throughout the generations.\Is that the fifth Word, the one related to history? response:	Akko, recite it!
context: If anyone can do it, it's you!\Believe in yourself and your heart!\Believe in... my heart...\The staff... is a Word nearby?\When traditional and modern powers mingle, the gate to an unseen world will open.\It's a saying that has been passed down throughout the generations.\Is that the fifth Word, the one related to history?\Akko, recite it! response:	Sybilladura Lelladybura.
context: Believe in yourself and your heart!\Believe in... my heart...\The staff... is a Word nearby?\When traditional and modern powers mingle, the gate to an unseen world will open.\It's a saying that has been passed down throughout the generations.\Is that the fifth Word, the one related to history?\Akko, recite it!\Sybilladura Lelladybura. response:	Sybilladura.
context: Believe in... my heart...\The staff... is a Word nearby?\When traditional and modern powers mingle, the gate to an unseen world will open.\It's a saying that has been passed down throughout the generations.\Is that the fifth Word, the one related to history?\Akko, recite it!\Sybilladura Lelladybura.\Sybilladura. response:	Sybilladura...
context: The staff... is a Word nearby?\When traditional and modern powers mingle, the gate to an unseen world will open.\It's a saying that has been passed down throughout the generations.\Is that the fifth Word, the one related to history?\Akko, recite it!\Sybilladura Lelladybura.\Sybilladura.\Sybilladura... response:	Lelladybura!
context: When traditional and modern powers mingle, the gate to an unseen world will open.\It's a saying that has been passed down throughout the generations.\Is that the fifth Word, the one related to history?\Akko, recite it!\Sybilladura Lelladybura.\Sybilladura.\Sybilladura...\Lelladybura! response:	Lelladybura!
context: It's a saying that has been passed down throughout the generations.\Is that the fifth Word, the one related to history?\Akko, recite it!\Sybilladura Lelladybura.\Sybilladura.\Sybilladura...\Lelladybura!\Lelladybura! response:	Oh yeah!
context: Is that the fifth Word, the one related to history?\Akko, recite it!\Sybilladura Lelladybura.\Sybilladura.\Sybilladura...\Lelladybura!\Lelladybura!\Oh yeah! response:	It's Chariot's broom, the Shiny Volley!
context: Akko, recite it!\Sybilladura Lelladybura.\Sybilladura.\Sybilladura...\Lelladybura!\Lelladybura!\Oh yeah!\It's Chariot's broom, the Shiny Volley! response:	Take it, Diana!
context: Sybilladura Lelladybura.\Sybilladura.\Sybilladura...\Lelladybura!\Lelladybura!\Oh yeah!\It's Chariot's broom, the Shiny Volley!\Take it, Diana! response:	Traditional and modern powers... and a gate to the unknown.
context: Sybilladura.\Sybilladura...\Lelladybura!\Lelladybura!\Oh yeah!\It's Chariot's broom, the Shiny Volley!\Take it, Diana!\Traditional and modern powers... and a gate to the unknown. response:	Akko, let's go together!
context: Sybilladura...\Lelladybura!\Lelladybura!\Oh yeah!\It's Chariot's broom, the Shiny Volley!\Take it, Diana!\Traditional and modern powers... and a gate to the unknown.\Akko, let's go together! response:	Okay!
context: Lelladybura!\Lelladybura!\Oh yeah!\It's Chariot's broom, the Shiny Volley!\Take it, Diana!\Traditional and modern powers... and a gate to the unknown.\Akko, let's go together!\Okay! response:	Tia Freyre!
context: Lelladybura!\Oh yeah!\It's Chariot's broom, the Shiny Volley!\Take it, Diana!\Traditional and modern powers... and a gate to the unknown.\Akko, let's go together!\Okay!\Tia Freyre! response:	Yes!
context: Oh yeah!\It's Chariot's broom, the Shiny Volley!\Take it, Diana!\Traditional and modern powers... and a gate to the unknown.\Akko, let's go together!\Okay!\Tia Freyre!\Yes! response:	Diana, that means we made it!
context: It's Chariot's broom, the Shiny Volley!\Take it, Diana!\Traditional and modern powers... and a gate to the unknown.\Akko, let's go together!\Okay!\Tia Freyre!\Yes!\Diana, that means we made it! response:	We won't let you go...
context: Take it, Diana!\Traditional and modern powers... and a gate to the unknown.\Akko, let's go together!\Okay!\Tia Freyre!\Yes!\Diana, that means we made it!\We won't let you go... response:	Any further than this!
context: Traditional and modern powers... and a gate to the unknown.\Akko, let's go together!\Okay!\Tia Freyre!\Yes!\Diana, that means we made it!\We won't let you go...\Any further than this! response:	Aeguil!
context: Akko, let's go together!\Okay!\Tia Freyre!\Yes!\Diana, that means we made it!\We won't let you go...\Any further than this!\Aeguil! response:	Is this the ritual shrine?
context: Okay!\Tia Freyre!\Yes!\Diana, that means we made it!\We won't let you go...\Any further than this!\Aeguil!\Is this the ritual shrine? response:	I said we wouldn't let you go!
context: Tia Freyre!\Yes!\Diana, that means we made it!\We won't let you go...\Any further than this!\Aeguil!\Is this the ritual shrine?\I said we wouldn't let you go! response:	Is this the horrific calamity that befalls those who disturb the ritual?
context: Yes!\Diana, that means we made it!\We won't let you go...\Any further than this!\Aeguil!\Is this the ritual shrine?\I said we wouldn't let you go!\Is this the horrific calamity that befalls those who disturb the ritual? response:	Diana...
context: Diana, that means we made it!\We won't let you go...\Any further than this!\Aeguil!\Is this the ritual shrine?\I said we wouldn't let you go!\Is this the horrific calamity that befalls those who disturb the ritual?\Diana... response:	Save us!
context: We won't let you go...\Any further than this!\Aeguil!\Is this the ritual shrine?\I said we wouldn't let you go!\Is this the horrific calamity that befalls those who disturb the ritual?\Diana...\Save us! response:	Save us...
context: Any further than this!\Aeguil!\Is this the ritual shrine?\I said we wouldn't let you go!\Is this the horrific calamity that befalls those who disturb the ritual?\Diana...\Save us!\Save us... response:	Diana!
context: Aeguil!\Is this the ritual shrine?\I said we wouldn't let you go!\Is this the horrific calamity that befalls those who disturb the ritual?\Diana...\Save us!\Save us...\Diana! response:	Could that be... the remaining time?
context: Is this the ritual shrine?\I said we wouldn't let you go!\Is this the horrific calamity that befalls those who disturb the ritual?\Diana...\Save us!\Save us...\Diana!\Could that be... the remaining time? response:	We have to hurry! Diana!
context: I said we wouldn't let you go!\Is this the horrific calamity that befalls those who disturb the ritual?\Diana...\Save us!\Save us...\Diana!\Could that be... the remaining time?\We have to hurry! Diana! response:	Diana? Hey, Diana!
context: Is this the horrific calamity that befalls those who disturb the ritual?\Diana...\Save us!\Save us...\Diana!\Could that be... the remaining time?\We have to hurry! Diana!\Diana? Hey, Diana! response:	Ennor Fiendennor!
context: Diana...\Save us!\Save us...\Diana!\Could that be... the remaining time?\We have to hurry! Diana!\Diana? Hey, Diana!\Ennor Fiendennor! response:	Lady Beatrix?
context: Save us!\Save us...\Diana!\Could that be... the remaining time?\We have to hurry! Diana!\Diana? Hey, Diana!\Ennor Fiendennor!\Lady Beatrix? response:	Diana...
context: Save us...\Diana!\Could that be... the remaining time?\We have to hurry! Diana!\Diana? Hey, Diana!\Ennor Fiendennor!\Lady Beatrix?\Diana... response:	Young Lady.
context: Diana!\Could that be... the remaining time?\We have to hurry! Diana!\Diana? Hey, Diana!\Ennor Fiendennor!\Lady Beatrix?\Diana...\Young Lady. response:	I was unable to complete the ritual.
context: Could that be... the remaining time?\We have to hurry! Diana!\Diana? Hey, Diana!\Ennor Fiendennor!\Lady Beatrix?\Diana...\Young Lady.\I was unable to complete the ritual. response:	At the very end, I made the determination to abandon it.
context: We have to hurry! Diana!\Diana? Hey, Diana!\Ennor Fiendennor!\Lady Beatrix?\Diana...\Young Lady.\I was unable to complete the ritual.\At the very end, I made the determination to abandon it. response:	I do not regret my decision.
context: Diana? Hey, Diana!\Ennor Fiendennor!\Lady Beatrix?\Diana...\Young Lady.\I was unable to complete the ritual.\At the very end, I made the determination to abandon it.\I do not regret my decision. response:	Young Lady, please stop pretending as though you've forgotten.
context: Ennor Fiendennor!\Lady Beatrix?\Diana...\Young Lady.\I was unable to complete the ritual.\At the very end, I made the determination to abandon it.\I do not regret my decision.\Young Lady, please stop pretending as though you've forgotten. response:	There is no need to be reserved.
context: Lady Beatrix?\Diana...\Young Lady.\I was unable to complete the ritual.\At the very end, I made the determination to abandon it.\I do not regret my decision.\Young Lady, please stop pretending as though you've forgotten.\There is no need to be reserved. response:	Please pursue the dream you have had ever since your childhood.
context: Diana...\Young Lady.\I was unable to complete the ritual.\At the very end, I made the determination to abandon it.\I do not regret my decision.\Young Lady, please stop pretending as though you've forgotten.\There is no need to be reserved.\Please pursue the dream you have had ever since your childhood. response:	I must also suggest you return to Luna Nova.
context: Young Lady.\I was unable to complete the ritual.\At the very end, I made the determination to abandon it.\I do not regret my decision.\Young Lady, please stop pretending as though you've forgotten.\There is no need to be reserved.\Please pursue the dream you have had ever since your childhood.\I must also suggest you return to Luna Nova. response:	What?
context: I was unable to complete the ritual.\At the very end, I made the determination to abandon it.\I do not regret my decision.\Young Lady, please stop pretending as though you've forgotten.\There is no need to be reserved.\Please pursue the dream you have had ever since your childhood.\I must also suggest you return to Luna Nova.\What? response:	Pardon my rudeness, but you no longer have any reason to stay here.
context: At the very end, I made the determination to abandon it.\I do not regret my decision.\Young Lady, please stop pretending as though you've forgotten.\There is no need to be reserved.\Please pursue the dream you have had ever since your childhood.\I must also suggest you return to Luna Nova.\What?\Pardon my rudeness, but you no longer have any reason to stay here. response:	But
context: I do not regret my decision.\Young Lady, please stop pretending as though you've forgotten.\There is no need to be reserved.\Please pursue the dream you have had ever since your childhood.\I must also suggest you return to Luna Nova.\What?\Pardon my rudeness, but you no longer have any reason to stay here.\But response:	Until you can once again return to the manor, we will protect it in your stead.
context: Young Lady, please stop pretending as though you've forgotten.\There is no need to be reserved.\Please pursue the dream you have had ever since your childhood.\I must also suggest you return to Luna Nova.\What?\Pardon my rudeness, but you no longer have any reason to stay here.\But\Until you can once again return to the manor, we will protect it in your stead. response:	So please, follow the path you yourself wish to walk.
context: There is no need to be reserved.\Please pursue the dream you have had ever since your childhood.\I must also suggest you return to Luna Nova.\What?\Pardon my rudeness, but you no longer have any reason to stay here.\But\Until you can once again return to the manor, we will protect it in your stead.\So please, follow the path you yourself wish to walk. response:	Everyone... thank you.
context: Please pursue the dream you have had ever since your childhood.\I must also suggest you return to Luna Nova.\What?\Pardon my rudeness, but you no longer have any reason to stay here.\But\Until you can once again return to the manor, we will protect it in your stead.\So please, follow the path you yourself wish to walk.\Everyone... thank you. response:	Madam Daryl!
context: I must also suggest you return to Luna Nova.\What?\Pardon my rudeness, but you no longer have any reason to stay here.\But\Until you can once again return to the manor, we will protect it in your stead.\So please, follow the path you yourself wish to walk.\Everyone... thank you.\Madam Daryl! response:	She's too obsessed with her Cavendish pride. What a thoroughly charmless child.
context: What?\Pardon my rudeness, but you no longer have any reason to stay here.\But\Until you can once again return to the manor, we will protect it in your stead.\So please, follow the path you yourself wish to walk.\Everyone... thank you.\Madam Daryl!\She's too obsessed with her Cavendish pride. What a thoroughly charmless child. response:	She really is my sister's daughter, in that regard.
context: Pardon my rudeness, but you no longer have any reason to stay here.\But\Until you can once again return to the manor, we will protect it in your stead.\So please, follow the path you yourself wish to walk.\Everyone... thank you.\Madam Daryl!\She's too obsessed with her Cavendish pride. What a thoroughly charmless child.\She really is my sister's daughter, in that regard. response:	But... that may just allow her to revive the Cavendish family one day.
context: But\Until you can once again return to the manor, we will protect it in your stead.\So please, follow the path you yourself wish to walk.\Everyone... thank you.\Madam Daryl!\She's too obsessed with her Cavendish pride. What a thoroughly charmless child.\She really is my sister's daughter, in that regard.\But... that may just allow her to revive the Cavendish family one day. response:	Yes, I'm certain.
context: Until you can once again return to the manor, we will protect it in your stead.\So please, follow the path you yourself wish to walk.\Everyone... thank you.\Madam Daryl!\She's too obsessed with her Cavendish pride. What a thoroughly charmless child.\She really is my sister's daughter, in that regard.\But... that may just allow her to revive the Cavendish family one day.\Yes, I'm certain. response:	Kagari Atsuko, how could you possibly forget this?
context: So please, follow the path you yourself wish to walk.\Everyone... thank you.\Madam Daryl!\She's too obsessed with her Cavendish pride. What a thoroughly charmless child.\She really is my sister's daughter, in that regard.\But... that may just allow her to revive the Cavendish family one day.\Yes, I'm certain.\Kagari Atsuko, how could you possibly forget this? response:	I'm so glad I got you to give me a lift home.
context: Everyone... thank you.\Madam Daryl!\She's too obsessed with her Cavendish pride. What a thoroughly charmless child.\She really is my sister's daughter, in that regard.\But... that may just allow her to revive the Cavendish family one day.\Yes, I'm certain.\Kagari Atsuko, how could you possibly forget this?\I'm so glad I got you to give me a lift home. response:	Akko.
context: Madam Daryl!\She's too obsessed with her Cavendish pride. What a thoroughly charmless child.\She really is my sister's daughter, in that regard.\But... that may just allow her to revive the Cavendish family one day.\Yes, I'm certain.\Kagari Atsuko, how could you possibly forget this?\I'm so glad I got you to give me a lift home.\Akko. response:	What's up?
context: She's too obsessed with her Cavendish pride. What a thoroughly charmless child.\She really is my sister's daughter, in that regard.\But... that may just allow her to revive the Cavendish family one day.\Yes, I'm certain.\Kagari Atsuko, how could you possibly forget this?\I'm so glad I got you to give me a lift home.\Akko.\What's up? response:	There is one thing that I cannot leave unsaid.
context: She really is my sister's daughter, in that regard.\But... that may just allow her to revive the Cavendish family one day.\Yes, I'm certain.\Kagari Atsuko, how could you possibly forget this?\I'm so glad I got you to give me a lift home.\Akko.\What's up?\There is one thing that I cannot leave unsaid. response:	Huh? What now, did I mess up again somehow?!
context: But... that may just allow her to revive the Cavendish family one day.\Yes, I'm certain.\Kagari Atsuko, how could you possibly forget this?\I'm so glad I got you to give me a lift home.\Akko.\What's up?\There is one thing that I cannot leave unsaid.\Huh? What now, did I mess up again somehow?! response:	I must say... I'm grateful for what you did.
context: Yes, I'm certain.\Kagari Atsuko, how could you possibly forget this?\I'm so glad I got you to give me a lift home.\Akko.\What's up?\There is one thing that I cannot leave unsaid.\Huh? What now, did I mess up again somehow?!\I must say... I'm grateful for what you did. response:	No way!
context: Kagari Atsuko, how could you possibly forget this?\I'm so glad I got you to give me a lift home.\Akko.\What's up?\There is one thing that I cannot leave unsaid.\Huh? What now, did I mess up again somehow?!\I must say... I'm grateful for what you did.\No way! response:	What was that? What did you just say?!
context: I'm so glad I got you to give me a lift home.\Akko.\What's up?\There is one thing that I cannot leave unsaid.\Huh? What now, did I mess up again somehow?!\I must say... I'm grateful for what you did.\No way!\What was that? What did you just say?! response:	I will not repeat myself.
context: Akko.\What's up?\There is one thing that I cannot leave unsaid.\Huh? What now, did I mess up again somehow?!\I must say... I'm grateful for what you did.\No way!\What was that? What did you just say?!\I will not repeat myself. response:	No, I really couldn't hear! Say it again!
context: What's up?\There is one thing that I cannot leave unsaid.\Huh? What now, did I mess up again somehow?!\I must say... I'm grateful for what you did.\No way!\What was that? What did you just say?!\I will not repeat myself.\No, I really couldn't hear! Say it again! response:	I will not.
context: There is one thing that I cannot leave unsaid.\Huh? What now, did I mess up again somehow?!\I must say... I'm grateful for what you did.\No way!\What was that? What did you just say?!\I will not repeat myself.\No, I really couldn't hear! Say it again!\I will not. response:	Just one more time!
context: Huh? What now, did I mess up again somehow?!\I must say... I'm grateful for what you did.\No way!\What was that? What did you just say?!\I will not repeat myself.\No, I really couldn't hear! Say it again!\I will not.\Just one more time! response:	I will absolutely not say it!
context: I must say... I'm grateful for what you did.\No way!\What was that? What did you just say?!\I will not repeat myself.\No, I really couldn't hear! Say it again!\I will not.\Just one more time!\I will absolutely not say it! response:	Don't be so bashful!
context: No way!\What was that? What did you just say?!\I will not repeat myself.\No, I really couldn't hear! Say it again!\I will not.\Just one more time!\I will absolutely not say it!\Don't be so bashful! response:	I'll drop you!
context: What was that? What did you just say?!\I will not repeat myself.\No, I really couldn't hear! Say it again!\I will not.\Just one more time!\I will absolutely not say it!\Don't be so bashful!\I'll drop you! response:	Even though I just learned another spell
context: I will not repeat myself.\No, I really couldn't hear! Say it again!\I will not.\Just one more time!\I will absolutely not say it!\Don't be so bashful!\I'll drop you!\Even though I just learned another spell response:	oboetate no jumon ja
context: No, I really couldn't hear! Say it again!\I will not.\Just one more time!\I will absolutely not say it!\Don't be so bashful!\I'll drop you!\Even though I just learned another spell\oboetate no jumon ja response:	Even though I just learned another spell
context: I will not.\Just one more time!\I will absolutely not say it!\Don't be so bashful!\I'll drop you!\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell response:	oboetate no jumon ja
context: Just one more time!\I will absolutely not say it!\Don't be so bashful!\I'll drop you!\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja response:	The things I want to do are still out of reach
context: I will absolutely not say it!\Don't be so bashful!\I'll drop you!\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach response:	kanawanai koto bakari dakedo
context: Don't be so bashful!\I'll drop you!\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo response:	The things I want to do are still out of reach
context: I'll drop you!\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach response:	kanawanai koto bakari dakedo
context: Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo response:	My skills are no match for my fantasies
context: oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies response:	imeeji suru no wa ima yori takaku
context: Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku response:	My skills are no match for my fantasies
context: oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies response:	imeeji suru no wa ima yori takaku
context: The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku response:	Yet my heart leaps out to meet them
context: kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them response:	tobitachi odoridasu kokoro
context: The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro response:	Yet my heart leaps out to meet them
context: kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them response:	tobitachi odoridasu kokoro
context: My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro response:	Breaking my tiny shell one layer at a time
context: imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time response:	chiisana kara nandomo nugisutete
context: My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete response:	Breaking my tiny shell one layer at a time
context: imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time response:	chiisana kara nandomo nugisutete
