context: How'd your date go? response:	Uh...
context: That was close...\I'm going home!\I didn't make a mistake.\I'm doing the right thing.\I'm doing the right thing...\So...\Why...\Why is this happening again? response:	Stay calm. Stay calm. Stay calm.
context: I'm going home!\I didn't make a mistake.\I'm doing the right thing.\I'm doing the right thing...\So...\Why...\Why is this happening again?\Stay calm. Stay calm. Stay calm. response:	Save money Loan paid off!!
context: I didn't make a mistake.\I'm doing the right thing.\I'm doing the right thing...\So...\Why...\Why is this happening again?\Stay calm. Stay calm. Stay calm.\Save money Loan paid off!! response:	Hey, Haru.
context: I'm doing the right thing.\I'm doing the right thing...\So...\Why...\Why is this happening again?\Stay calm. Stay calm. Stay calm.\Save money Loan paid off!!\Hey, Haru. response:	Don't you want any takoyaki?
context: I'm doing the right thing...\So...\Why...\Why is this happening again?\Stay calm. Stay calm. Stay calm.\Save money Loan paid off!!\Hey, Haru.\Don't you want any takoyaki? response:	Nope, you can have them.
context: So...\Why...\Why is this happening again?\Stay calm. Stay calm. Stay calm.\Save money Loan paid off!!\Hey, Haru.\Don't you want any takoyaki?\Nope, you can have them. response:	What's this?
context: Why...\Why is this happening again?\Stay calm. Stay calm. Stay calm.\Save money Loan paid off!!\Hey, Haru.\Don't you want any takoyaki?\Nope, you can have them.\What's this? response:	Natsume gave it to me.
context: Why is this happening again?\Stay calm. Stay calm. Stay calm.\Save money Loan paid off!!\Hey, Haru.\Don't you want any takoyaki?\Nope, you can have them.\What's this?\Natsume gave it to me. response:	I'm supposed to drink it if I feel irritated.
context: Stay calm. Stay calm. Stay calm.\Save money Loan paid off!!\Hey, Haru.\Don't you want any takoyaki?\Nope, you can have them.\What's this?\Natsume gave it to me.\I'm supposed to drink it if I feel irritated. response:	Shizuku's so cute.
context: Save money Loan paid off!!\Hey, Haru.\Don't you want any takoyaki?\Nope, you can have them.\What's this?\Natsume gave it to me.\I'm supposed to drink it if I feel irritated.\Shizuku's so cute. response:	I'm going home!
context: Hey, Haru.\Don't you want any takoyaki?\Nope, you can have them.\What's this?\Natsume gave it to me.\I'm supposed to drink it if I feel irritated.\Shizuku's so cute.\I'm going home! response:	What was that about?
context: Don't you want any takoyaki?\Nope, you can have them.\What's this?\Natsume gave it to me.\I'm supposed to drink it if I feel irritated.\Shizuku's so cute.\I'm going home!\What was that about? response:	Oh, that's nice.
context: Nope, you can have them.\What's this?\Natsume gave it to me.\I'm supposed to drink it if I feel irritated.\Shizuku's so cute.\I'm going home!\What was that about?\Oh, that's nice. response:	The springtime of your life.
context: What's this?\Natsume gave it to me.\I'm supposed to drink it if I feel irritated.\Shizuku's so cute.\I'm going home!\What was that about?\Oh, that's nice.\The springtime of your life. response:	Well... Good luck, Haru.
context: Natsume gave it to me.\I'm supposed to drink it if I feel irritated.\Shizuku's so cute.\I'm going home!\What was that about?\Oh, that's nice.\The springtime of your life.\Well... Good luck, Haru. response:	Yeah.
context: I'm supposed to drink it if I feel irritated.\Shizuku's so cute.\I'm going home!\What was that about?\Oh, that's nice.\The springtime of your life.\Well... Good luck, Haru.\Yeah. response:	The coop has been powered up!
context: Shizuku's so cute.\I'm going home!\What was that about?\Oh, that's nice.\The springtime of your life.\Well... Good luck, Haru.\Yeah.\The coop has been powered up! response:	A barricade of barbed wire?
context: I'm going home!\What was that about?\Oh, that's nice.\The springtime of your life.\Well... Good luck, Haru.\Yeah.\The coop has been powered up!\A barricade of barbed wire? response:	How does he get inside?
context: What was that about?\Oh, that's nice.\The springtime of your life.\Well... Good luck, Haru.\Yeah.\The coop has been powered up!\A barricade of barbed wire?\How does he get inside? response:	How does he get out then?!
context: Oh, that's nice.\The springtime of your life.\Well... Good luck, Haru.\Yeah.\The coop has been powered up!\A barricade of barbed wire?\How does he get inside?\How does he get out then?! response:	So this is what it means to be barrier free!
context: The springtime of your life.\Well... Good luck, Haru.\Yeah.\The coop has been powered up!\A barricade of barbed wire?\How does he get inside?\How does he get out then?!\So this is what it means to be barrier free! response:	Next Episode
context: Well... Good luck, Haru.\Yeah.\The coop has been powered up!\A barricade of barbed wire?\How does he get inside?\How does he get out then?!\So this is what it means to be barrier free!\Next Episode response:	Come Down to Syoyo Festival!
context: Yeah.\The coop has been powered up!\A barricade of barbed wire?\How does he get inside?\How does he get out then?!\So this is what it means to be barrier free!\Next Episode\Come Down to Syoyo Festival! response:	You're so smart, Tomio.
