context: I was having a dream... response:	There! Look!
context: The reason you were trying so hard to tell us apart...\It has something to do with that girl from five years ago you mentioned, right?\You think it's one of us, don't you?\Yeah.\What's the point in buying all of those?\This is to make me try five times harder.\I'm going to become an example for the others.\Raise your hand if you met me a long time ago. response:	Where'd that come from?
context: It has something to do with that girl from five years ago you mentioned, right?\You think it's one of us, don't you?\Yeah.\What's the point in buying all of those?\This is to make me try five times harder.\I'm going to become an example for the others.\Raise your hand if you met me a long time ago.\Where'd that come from? response:	What are you talking about?
context: You think it's one of us, don't you?\Yeah.\What's the point in buying all of those?\This is to make me try five times harder.\I'm going to become an example for the others.\Raise your hand if you met me a long time ago.\Where'd that come from?\What are you talking about? response:	Figures.
context: Yeah.\What's the point in buying all of those?\This is to make me try five times harder.\I'm going to become an example for the others.\Raise your hand if you met me a long time ago.\Where'd that come from?\What are you talking about?\Figures. response:	There's no way that girl was one of you idiots.
context: What's the point in buying all of those?\This is to make me try five times harder.\I'm going to become an example for the others.\Raise your hand if you met me a long time ago.\Where'd that come from?\What are you talking about?\Figures.\There's no way that girl was one of you idiots. response:	Assumes she looks like this now
context: This is to make me try five times harder.\I'm going to become an example for the others.\Raise your hand if you met me a long time ago.\Where'd that come from?\What are you talking about?\Figures.\There's no way that girl was one of you idiots.\Assumes she looks like this now response:	H-How dare you call us idiots?!
context: I'm going to become an example for the others.\Raise your hand if you met me a long time ago.\Where'd that come from?\What are you talking about?\Figures.\There's no way that girl was one of you idiots.\Assumes she looks like this now\H-How dare you call us idiots?! response:	I'm not wrong, am I?
context: Raise your hand if you met me a long time ago.\Where'd that come from?\What are you talking about?\Figures.\There's no way that girl was one of you idiots.\Assumes she looks like this now\H-How dare you call us idiots?!\I'm not wrong, am I? response:	I can't believe you've been hiding the exams you bombed.
context: Where'd that come from?\What are you talking about?\Figures.\There's no way that girl was one of you idiots.\Assumes she looks like this now\H-How dare you call us idiots?!\I'm not wrong, am I?\I can't believe you've been hiding the exams you bombed. response:	We're spending all day today on review.
context: What are you talking about?\Figures.\There's no way that girl was one of you idiots.\Assumes she looks like this now\H-How dare you call us idiots?!\I'm not wrong, am I?\I can't believe you've been hiding the exams you bombed.\We're spending all day today on review. response:	Itsuki...
context: Figures.\There's no way that girl was one of you idiots.\Assumes she looks like this now\H-How dare you call us idiots?!\I'm not wrong, am I?\I can't believe you've been hiding the exams you bombed.\We're spending all day today on review.\Itsuki... response:	Was that on purpose?
context: There's no way that girl was one of you idiots.\Assumes she looks like this now\H-How dare you call us idiots?!\I'm not wrong, am I?\I can't believe you've been hiding the exams you bombed.\We're spending all day today on review.\Itsuki...\Was that on purpose? response:	I don't care about you anymore, Futaro.
context: Assumes she looks like this now\H-How dare you call us idiots?!\I'm not wrong, am I?\I can't believe you've been hiding the exams you bombed.\We're spending all day today on review.\Itsuki...\Was that on purpose?\I don't care about you anymore, Futaro. response:	S-Sorry!
context: H-How dare you call us idiots?!\I'm not wrong, am I?\I can't believe you've been hiding the exams you bombed.\We're spending all day today on review.\Itsuki...\Was that on purpose?\I don't care about you anymore, Futaro.\S-Sorry! response:	It looks like you need to do some studying first, Uesugi-san.
context: I'm not wrong, am I?\I can't believe you've been hiding the exams you bombed.\We're spending all day today on review.\Itsuki...\Was that on purpose?\I don't care about you anymore, Futaro.\S-Sorry!\It looks like you need to do some studying first, Uesugi-san. response:	Though now that I take a good look,
context: I can't believe you've been hiding the exams you bombed.\We're spending all day today on review.\Itsuki...\Was that on purpose?\I don't care about you anymore, Futaro.\S-Sorry!\It looks like you need to do some studying first, Uesugi-san.\Though now that I take a good look, response:	quintuplets can be quite different.
context: We're spending all day today on review.\Itsuki...\Was that on purpose?\I don't care about you anymore, Futaro.\S-Sorry!\It looks like you need to do some studying first, Uesugi-san.\Though now that I take a good look,\quintuplets can be quite different. response:	Still, for now,
context: Itsuki...\Was that on purpose?\I don't care about you anymore, Futaro.\S-Sorry!\It looks like you need to do some studying first, Uesugi-san.\Though now that I take a good look,\quintuplets can be quite different.\Still, for now, response:	I don't think I'm going to be able to tell them apart without their handwriting.
context: Was that on purpose?\I don't care about you anymore, Futaro.\S-Sorry!\It looks like you need to do some studying first, Uesugi-san.\Though now that I take a good look,\quintuplets can be quite different.\Still, for now,\I don't think I'm going to be able to tell them apart without their handwriting. response:	Announcement Regarding Term Finals
context: I don't care about you anymore, Futaro.\S-Sorry!\It looks like you need to do some studying first, Uesugi-san.\Though now that I take a good look,\quintuplets can be quite different.\Still, for now,\I don't think I'm going to be able to tell them apart without their handwriting.\Announcement Regarding Term Finals response:	Episode 2
context: S-Sorry!\It looks like you need to do some studying first, Uesugi-san.\Though now that I take a good look,\quintuplets can be quite different.\Still, for now,\I don't think I'm going to be able to tell them apart without their handwriting.\Announcement Regarding Term Finals\Episode 2 response:	Seven Goodbyes Part 1
context: It looks like you need to do some studying first, Uesugi-san.\Though now that I take a good look,\quintuplets can be quite different.\Still, for now,\I don't think I'm going to be able to tell them apart without their handwriting.\Announcement Regarding Term Finals\Episode 2\Seven Goodbyes Part 1 response:	Seven Goodbyes,
context: Though now that I take a good look,\quintuplets can be quite different.\Still, for now,\I don't think I'm going to be able to tell them apart without their handwriting.\Announcement Regarding Term Finals\Episode 2\Seven Goodbyes Part 1\Seven Goodbyes, response:	Part 1.
