context: ED response:	Man, this week's storyboard is good too.
context: Yes.\And did you get it?\They'd never give him the right do something like that.\But they did.\With some conditions.\Conditions?\I have to get first place ten weeks in a row.\So I only need to come in first place for five more weeks! response:	I'll definitely get 1st in the next five weeks and end a manga.
context: And did you get it?\They'd never give him the right do something like that.\But they did.\With some conditions.\Conditions?\I have to get first place ten weeks in a row.\So I only need to come in first place for five more weeks!\I'll definitely get 1st in the next five weeks and end a manga. response:	Ten weeks in a row...
context: They'd never give him the right do something like that.\But they did.\With some conditions.\Conditions?\I have to get first place ten weeks in a row.\So I only need to come in first place for five more weeks!\I'll definitely get 1st in the next five weeks and end a manga.\Ten weeks in a row... response:	He came in first with a large lead in this week's initial ranking.
context: But they did.\With some conditions.\Conditions?\I have to get first place ten weeks in a row.\So I only need to come in first place for five more weeks!\I'll definitely get 1st in the next five weeks and end a manga.\Ten weeks in a row...\He came in first with a large lead in this week's initial ranking. response:	That means he actually has only four more weeks to go.
context: With some conditions.\Conditions?\I have to get first place ten weeks in a row.\So I only need to come in first place for five more weeks!\I'll definitely get 1st in the next five weeks and end a manga.\Ten weeks in a row...\He came in first with a large lead in this week's initial ranking.\That means he actually has only four more weeks to go. response:	Tell us what manga you want to end!
context: Conditions?\I have to get first place ten weeks in a row.\So I only need to come in first place for five more weeks!\I'll definitely get 1st in the next five weeks and end a manga.\Ten weeks in a row...\He came in first with a large lead in this week's initial ranking.\That means he actually has only four more weeks to go.\Tell us what manga you want to end! response:	Is it mine?
context: I have to get first place ten weeks in a row.\So I only need to come in first place for five more weeks!\I'll definitely get 1st in the next five weeks and end a manga.\Ten weeks in a row...\He came in first with a large lead in this week's initial ranking.\That means he actually has only four more weeks to go.\Tell us what manga you want to end!\Is it mine? response:	It is, isn't it?
context: So I only need to come in first place for five more weeks!\I'll definitely get 1st in the next five weeks and end a manga.\Ten weeks in a row...\He came in first with a large lead in this week's initial ranking.\That means he actually has only four more weeks to go.\Tell us what manga you want to end!\Is it mine?\It is, isn't it? response:	The one I want to end...
context: I'll definitely get 1st in the next five weeks and end a manga.\Ten weeks in a row...\He came in first with a large lead in this week's initial ranking.\That means he actually has only four more weeks to go.\Tell us what manga you want to end!\Is it mine?\It is, isn't it?\The one I want to end... response:	is CROW!
context: Ten weeks in a row...\He came in first with a large lead in this week's initial ranking.\That means he actually has only four more weeks to go.\Tell us what manga you want to end!\Is it mine?\It is, isn't it?\The one I want to end...\is CROW! response:	CROW?
context: He came in first with a large lead in this week's initial ranking.\That means he actually has only four more weeks to go.\Tell us what manga you want to end!\Is it mine?\It is, isn't it?\The one I want to end...\is CROW!\CROW? response:	Hiramaru?
context: That means he actually has only four more weeks to go.\Tell us what manga you want to end!\Is it mine?\It is, isn't it?\The one I want to end...\is CROW!\CROW?\Hiramaru? response:	I knew it!
context: Tell us what manga you want to end!\Is it mine?\It is, isn't it?\The one I want to end...\is CROW!\CROW?\Hiramaru?\I knew it! response:	Wasn't it supposed to be a manga you hate?
context: Is it mine?\It is, isn't it?\The one I want to end...\is CROW!\CROW?\Hiramaru?\I knew it!\Wasn't it supposed to be a manga you hate? response:	I do hate it.
context: It is, isn't it?\The one I want to end...\is CROW!\CROW?\Hiramaru?\I knew it!\Wasn't it supposed to be a manga you hate?\I do hate it. response:	You do?
context: The one I want to end...\is CROW!\CROW?\Hiramaru?\I knew it!\Wasn't it supposed to be a manga you hate?\I do hate it.\You do? response:	I hate not being able to end something in the way that I want.
context: is CROW!\CROW?\Hiramaru?\I knew it!\Wasn't it supposed to be a manga you hate?\I do hate it.\You do?\I hate not being able to end something in the way that I want. response:	I know that the editing department doesn't want to end a popular manga.
context: CROW?\Hiramaru?\I knew it!\Wasn't it supposed to be a manga you hate?\I do hate it.\You do?\I hate not being able to end something in the way that I want.\I know that the editing department doesn't want to end a popular manga. response:	The magazine is trying to make a profit, and I understand that.
context: Hiramaru?\I knew it!\Wasn't it supposed to be a manga you hate?\I do hate it.\You do?\I hate not being able to end something in the way that I want.\I know that the editing department doesn't want to end a popular manga.\The magazine is trying to make a profit, and I understand that. response:	But before I started drawing, I made a resolution.
context: I knew it!\Wasn't it supposed to be a manga you hate?\I do hate it.\You do?\I hate not being able to end something in the way that I want.\I know that the editing department doesn't want to end a popular manga.\The magazine is trying to make a profit, and I understand that.\But before I started drawing, I made a resolution. response:	I resolved to end my manga when I want to: at the height of its popularity, in the coolest way possible.
context: Wasn't it supposed to be a manga you hate?\I do hate it.\You do?\I hate not being able to end something in the way that I want.\I know that the editing department doesn't want to end a popular manga.\The magazine is trying to make a profit, and I understand that.\But before I started drawing, I made a resolution.\I resolved to end my manga when I want to: at the height of its popularity, in the coolest way possible. response:	It looks like I'll be able to do that, and I couldn't be happier.
context: I do hate it.\You do?\I hate not being able to end something in the way that I want.\I know that the editing department doesn't want to end a popular manga.\The magazine is trying to make a profit, and I understand that.\But before I started drawing, I made a resolution.\I resolved to end my manga when I want to: at the height of its popularity, in the coolest way possible.\It looks like I'll be able to do that, and I couldn't be happier. response:	The Chief wanted me to continue the manga if possible, but he came around soon enough.
context: You do?\I hate not being able to end something in the way that I want.\I know that the editing department doesn't want to end a popular manga.\The magazine is trying to make a profit, and I understand that.\But before I started drawing, I made a resolution.\I resolved to end my manga when I want to: at the height of its popularity, in the coolest way possible.\It looks like I'll be able to do that, and I couldn't be happier.\The Chief wanted me to continue the manga if possible, but he came around soon enough. response:	And that's when he said you had to come in 1st for ten weeks straight.
context: I hate not being able to end something in the way that I want.\I know that the editing department doesn't want to end a popular manga.\The magazine is trying to make a profit, and I understand that.\But before I started drawing, I made a resolution.\I resolved to end my manga when I want to: at the height of its popularity, in the coolest way possible.\It looks like I'll be able to do that, and I couldn't be happier.\The Chief wanted me to continue the manga if possible, but he came around soon enough.\And that's when he said you had to come in 1st for ten weeks straight. response:	Not exactly.
context: I know that the editing department doesn't want to end a popular manga.\The magazine is trying to make a profit, and I understand that.\But before I started drawing, I made a resolution.\I resolved to end my manga when I want to: at the height of its popularity, in the coolest way possible.\It looks like I'll be able to do that, and I couldn't be happier.\The Chief wanted me to continue the manga if possible, but he came around soon enough.\And that's when he said you had to come in 1st for ten weeks straight.\Not exactly. response:	After I come in 1st for ten weeks in a row, I then have ten weeks to wrap the story up and end it.
context: The magazine is trying to make a profit, and I understand that.\But before I started drawing, I made a resolution.\I resolved to end my manga when I want to: at the height of its popularity, in the coolest way possible.\It looks like I'll be able to do that, and I couldn't be happier.\The Chief wanted me to continue the manga if possible, but he came around soon enough.\And that's when he said you had to come in 1st for ten weeks straight.\Not exactly.\After I come in 1st for ten weeks in a row, I then have ten weeks to wrap the story up and end it. response:	That's the condition I gave.
context: But before I started drawing, I made a resolution.\I resolved to end my manga when I want to: at the height of its popularity, in the coolest way possible.\It looks like I'll be able to do that, and I couldn't be happier.\The Chief wanted me to continue the manga if possible, but he came around soon enough.\And that's when he said you had to come in 1st for ten weeks straight.\Not exactly.\After I come in 1st for ten weeks in a row, I then have ten weeks to wrap the story up and end it.\That's the condition I gave. response:	The Chief Editor accepted it.
context: I resolved to end my manga when I want to: at the height of its popularity, in the coolest way possible.\It looks like I'll be able to do that, and I couldn't be happier.\The Chief wanted me to continue the manga if possible, but he came around soon enough.\And that's when he said you had to come in 1st for ten weeks straight.\Not exactly.\After I come in 1st for ten weeks in a row, I then have ten weeks to wrap the story up and end it.\That's the condition I gave.\The Chief Editor accepted it. response:	What happens if you don't come in 1st for ten weeks in a row?
context: It looks like I'll be able to do that, and I couldn't be happier.\The Chief wanted me to continue the manga if possible, but he came around soon enough.\And that's when he said you had to come in 1st for ten weeks straight.\Not exactly.\After I come in 1st for ten weeks in a row, I then have ten weeks to wrap the story up and end it.\That's the condition I gave.\The Chief Editor accepted it.\What happens if you don't come in 1st for ten weeks in a row? response:	Then I can't end the series.
context: The Chief wanted me to continue the manga if possible, but he came around soon enough.\And that's when he said you had to come in 1st for ten weeks straight.\Not exactly.\After I come in 1st for ten weeks in a row, I then have ten weeks to wrap the story up and end it.\That's the condition I gave.\The Chief Editor accepted it.\What happens if you don't come in 1st for ten weeks in a row?\Then I can't end the series. response:	It wouldn't be cool if another manga got first place.
context: And that's when he said you had to come in 1st for ten weeks straight.\Not exactly.\After I come in 1st for ten weeks in a row, I then have ten weeks to wrap the story up and end it.\That's the condition I gave.\The Chief Editor accepted it.\What happens if you don't come in 1st for ten weeks in a row?\Then I can't end the series.\It wouldn't be cool if another manga got first place. response:	Should that happen, I would try again to come in 1st for ten consecutive weeks. Then, I'd end my manga.
context: Not exactly.\After I come in 1st for ten weeks in a row, I then have ten weeks to wrap the story up and end it.\That's the condition I gave.\The Chief Editor accepted it.\What happens if you don't come in 1st for ten weeks in a row?\Then I can't end the series.\It wouldn't be cool if another manga got first place.\Should that happen, I would try again to come in 1st for ten consecutive weeks. Then, I'd end my manga. response:	If I can't do that, I have to keep drawing the series until it gets canceled.
context: After I come in 1st for ten weeks in a row, I then have ten weeks to wrap the story up and end it.\That's the condition I gave.\The Chief Editor accepted it.\What happens if you don't come in 1st for ten weeks in a row?\Then I can't end the series.\It wouldn't be cool if another manga got first place.\Should that happen, I would try again to come in 1st for ten consecutive weeks. Then, I'd end my manga.\If I can't do that, I have to keep drawing the series until it gets canceled. response:	Getting canceled or staying in first place...
context: That's the condition I gave.\The Chief Editor accepted it.\What happens if you don't come in 1st for ten weeks in a row?\Then I can't end the series.\It wouldn't be cool if another manga got first place.\Should that happen, I would try again to come in 1st for ten consecutive weeks. Then, I'd end my manga.\If I can't do that, I have to keep drawing the series until it gets canceled.\Getting canceled or staying in first place... response:	Such extremes.
context: The Chief Editor accepted it.\What happens if you don't come in 1st for ten weeks in a row?\Then I can't end the series.\It wouldn't be cool if another manga got first place.\Should that happen, I would try again to come in 1st for ten consecutive weeks. Then, I'd end my manga.\If I can't do that, I have to keep drawing the series until it gets canceled.\Getting canceled or staying in first place...\Such extremes. response:	Excuse me.
context: What happens if you don't come in 1st for ten weeks in a row?\Then I can't end the series.\It wouldn't be cool if another manga got first place.\Should that happen, I would try again to come in 1st for ten consecutive weeks. Then, I'd end my manga.\If I can't do that, I have to keep drawing the series until it gets canceled.\Getting canceled or staying in first place...\Such extremes.\Excuse me. response:	If this don't concern NATURAL, I'm leaving.
context: Then I can't end the series.\It wouldn't be cool if another manga got first place.\Should that happen, I would try again to come in 1st for ten consecutive weeks. Then, I'd end my manga.\If I can't do that, I have to keep drawing the series until it gets canceled.\Getting canceled or staying in first place...\Such extremes.\Excuse me.\If this don't concern NATURAL, I'm leaving. response:	She hasn't changed.
context: It wouldn't be cool if another manga got first place.\Should that happen, I would try again to come in 1st for ten consecutive weeks. Then, I'd end my manga.\If I can't do that, I have to keep drawing the series until it gets canceled.\Getting canceled or staying in first place...\Such extremes.\Excuse me.\If this don't concern NATURAL, I'm leaving.\She hasn't changed. response:	Should you continue drawing a popular manga just because it's popular,
context: Should that happen, I would try again to come in 1st for ten consecutive weeks. Then, I'd end my manga.\If I can't do that, I have to keep drawing the series until it gets canceled.\Getting canceled or staying in first place...\Such extremes.\Excuse me.\If this don't concern NATURAL, I'm leaving.\She hasn't changed.\Should you continue drawing a popular manga just because it's popular, response:	or should you end it when you want to?
context: If I can't do that, I have to keep drawing the series until it gets canceled.\Getting canceled or staying in first place...\Such extremes.\Excuse me.\If this don't concern NATURAL, I'm leaving.\She hasn't changed.\Should you continue drawing a popular manga just because it's popular,\or should you end it when you want to? response:	It's a difficult question.
context: Getting canceled or staying in first place...\Such extremes.\Excuse me.\If this don't concern NATURAL, I'm leaving.\She hasn't changed.\Should you continue drawing a popular manga just because it's popular,\or should you end it when you want to?\It's a difficult question. response:	I can understand wanting to end it in the best way that you can.
context: Such extremes.\Excuse me.\If this don't concern NATURAL, I'm leaving.\She hasn't changed.\Should you continue drawing a popular manga just because it's popular,\or should you end it when you want to?\It's a difficult question.\I can understand wanting to end it in the best way that you can. response:	But it'll hurt Shounen Jack if CROW ends.
context: Excuse me.\If this don't concern NATURAL, I'm leaving.\She hasn't changed.\Should you continue drawing a popular manga just because it's popular,\or should you end it when you want to?\It's a difficult question.\I can understand wanting to end it in the best way that you can.\But it'll hurt Shounen Jack if CROW ends. response:	The anime still ongoing.
context: If this don't concern NATURAL, I'm leaving.\She hasn't changed.\Should you continue drawing a popular manga just because it's popular,\or should you end it when you want to?\It's a difficult question.\I can understand wanting to end it in the best way that you can.\But it'll hurt Shounen Jack if CROW ends.\The anime still ongoing. response:	If it was me, I wouldn't end my manga while it's still popular.
context: She hasn't changed.\Should you continue drawing a popular manga just because it's popular,\or should you end it when you want to?\It's a difficult question.\I can understand wanting to end it in the best way that you can.\But it'll hurt Shounen Jack if CROW ends.\The anime still ongoing.\If it was me, I wouldn't end my manga while it's still popular. response:	It'd be such a waste!
context: Should you continue drawing a popular manga just because it's popular,\or should you end it when you want to?\It's a difficult question.\I can understand wanting to end it in the best way that you can.\But it'll hurt Shounen Jack if CROW ends.\The anime still ongoing.\If it was me, I wouldn't end my manga while it's still popular.\It'd be such a waste! response:	I think you should continue while it's still popular.
context: or should you end it when you want to?\It's a difficult question.\I can understand wanting to end it in the best way that you can.\But it'll hurt Shounen Jack if CROW ends.\The anime still ongoing.\If it was me, I wouldn't end my manga while it's still popular.\It'd be such a waste!\I think you should continue while it's still popular. response:	Are you serious?!
context: It's a difficult question.\I can understand wanting to end it in the best way that you can.\But it'll hurt Shounen Jack if CROW ends.\The anime still ongoing.\If it was me, I wouldn't end my manga while it's still popular.\It'd be such a waste!\I think you should continue while it's still popular.\Are you serious?! response:	Niizuma already has all the money he could ever need!
context: I can understand wanting to end it in the best way that you can.\But it'll hurt Shounen Jack if CROW ends.\The anime still ongoing.\If it was me, I wouldn't end my manga while it's still popular.\It'd be such a waste!\I think you should continue while it's still popular.\Are you serious?!\Niizuma already has all the money he could ever need! response:	He should end his manga now and just enjoy himself!
context: But it'll hurt Shounen Jack if CROW ends.\The anime still ongoing.\If it was me, I wouldn't end my manga while it's still popular.\It'd be such a waste!\I think you should continue while it's still popular.\Are you serious?!\Niizuma already has all the money he could ever need!\He should end his manga now and just enjoy himself! response:	Work is just meant to earn you enough money to live on, anyway!
context: The anime still ongoing.\If it was me, I wouldn't end my manga while it's still popular.\It'd be such a waste!\I think you should continue while it's still popular.\Are you serious?!\Niizuma already has all the money he could ever need!\He should end his manga now and just enjoy himself!\Work is just meant to earn you enough money to live on, anyway! response:	Hiramaru, that's not what we're talking about here.
context: If it was me, I wouldn't end my manga while it's still popular.\It'd be such a waste!\I think you should continue while it's still popular.\Are you serious?!\Niizuma already has all the money he could ever need!\He should end his manga now and just enjoy himself!\Work is just meant to earn you enough money to live on, anyway!\Hiramaru, that's not what we're talking about here. response:	Right.
context: It'd be such a waste!\I think you should continue while it's still popular.\Are you serious?!\Niizuma already has all the money he could ever need!\He should end his manga now and just enjoy himself!\Work is just meant to earn you enough money to live on, anyway!\Hiramaru, that's not what we're talking about here.\Right. response:	Well, even if you end CROW, you've still got NATURAL.
context: I think you should continue while it's still popular.\Are you serious?!\Niizuma already has all the money he could ever need!\He should end his manga now and just enjoy himself!\Work is just meant to earn you enough money to live on, anyway!\Hiramaru, that's not what we're talking about here.\Right.\Well, even if you end CROW, you've still got NATURAL. response:	But Akina writes NATURAL.
context: Are you serious?!\Niizuma already has all the money he could ever need!\He should end his manga now and just enjoy himself!\Work is just meant to earn you enough money to live on, anyway!\Hiramaru, that's not what we're talking about here.\Right.\Well, even if you end CROW, you've still got NATURAL.\But Akina writes NATURAL. response:	I'd like to do another manga of my own one day.
context: Niizuma already has all the money he could ever need!\He should end his manga now and just enjoy himself!\Work is just meant to earn you enough money to live on, anyway!\Hiramaru, that's not what we're talking about here.\Right.\Well, even if you end CROW, you've still got NATURAL.\But Akina writes NATURAL.\I'd like to do another manga of my own one day. response:	I'm not against you ending CROW the way you want.
context: He should end his manga now and just enjoy himself!\Work is just meant to earn you enough money to live on, anyway!\Hiramaru, that's not what we're talking about here.\Right.\Well, even if you end CROW, you've still got NATURAL.\But Akina writes NATURAL.\I'd like to do another manga of my own one day.\I'm not against you ending CROW the way you want. response:	But I don't want you to end it this way, either.
context: Work is just meant to earn you enough money to live on, anyway!\Hiramaru, that's not what we're talking about here.\Right.\Well, even if you end CROW, you've still got NATURAL.\But Akina writes NATURAL.\I'd like to do another manga of my own one day.\I'm not against you ending CROW the way you want.\But I don't want you to end it this way, either. response:	I feel the same.
context: Hiramaru, that's not what we're talking about here.\Right.\Well, even if you end CROW, you've still got NATURAL.\But Akina writes NATURAL.\I'd like to do another manga of my own one day.\I'm not against you ending CROW the way you want.\But I don't want you to end it this way, either.\I feel the same. response:	You're the artist we've always looked up to.
context: Right.\Well, even if you end CROW, you've still got NATURAL.\But Akina writes NATURAL.\I'd like to do another manga of my own one day.\I'm not against you ending CROW the way you want.\But I don't want you to end it this way, either.\I feel the same.\You're the artist we've always looked up to. response:	I know how you feel,
context: Well, even if you end CROW, you've still got NATURAL.\But Akina writes NATURAL.\I'd like to do another manga of my own one day.\I'm not against you ending CROW the way you want.\But I don't want you to end it this way, either.\I feel the same.\You're the artist we've always looked up to.\I know how you feel, response:	and excuse me for saying this, but I don't want you to end it now.
context: But Akina writes NATURAL.\I'd like to do another manga of my own one day.\I'm not against you ending CROW the way you want.\But I don't want you to end it this way, either.\I feel the same.\You're the artist we've always looked up to.\I know how you feel,\and excuse me for saying this, but I don't want you to end it now. response:	I won't let you!
context: I'd like to do another manga of my own one day.\I'm not against you ending CROW the way you want.\But I don't want you to end it this way, either.\I feel the same.\You're the artist we've always looked up to.\I know how you feel,\and excuse me for saying this, but I don't want you to end it now.\I won't let you! response:	Yeah.
context: I'm not against you ending CROW the way you want.\But I don't want you to end it this way, either.\I feel the same.\You're the artist we've always looked up to.\I know how you feel,\and excuse me for saying this, but I don't want you to end it now.\I won't let you!\Yeah. response:	We've always wanted to surpass him.
context: But I don't want you to end it this way, either.\I feel the same.\You're the artist we've always looked up to.\I know how you feel,\and excuse me for saying this, but I don't want you to end it now.\I won't let you!\Yeah.\We've always wanted to surpass him. response:	I don't want things to end without us ever having succeeded!
context: I feel the same.\You're the artist we've always looked up to.\I know how you feel,\and excuse me for saying this, but I don't want you to end it now.\I won't let you!\Yeah.\We've always wanted to surpass him.\I don't want things to end without us ever having succeeded! response:	Yeah.
context: You're the artist we've always looked up to.\I know how you feel,\and excuse me for saying this, but I don't want you to end it now.\I won't let you!\Yeah.\We've always wanted to surpass him.\I don't want things to end without us ever having succeeded!\Yeah. response:	I see. If he ended it now, it'd be like he quit while he was ahead.
context: I know how you feel,\and excuse me for saying this, but I don't want you to end it now.\I won't let you!\Yeah.\We've always wanted to surpass him.\I don't want things to end without us ever having succeeded!\Yeah.\I see. If he ended it now, it'd be like he quit while he was ahead. response:	Which means,
context: and excuse me for saying this, but I don't want you to end it now.\I won't let you!\Yeah.\We've always wanted to surpass him.\I don't want things to end without us ever having succeeded!\Yeah.\I see. If he ended it now, it'd be like he quit while he was ahead.\Which means, response:	if we don't want him to end it, we need to overtake him!
context: I won't let you!\Yeah.\We've always wanted to surpass him.\I don't want things to end without us ever having succeeded!\Yeah.\I see. If he ended it now, it'd be like he quit while he was ahead.\Which means,\if we don't want him to end it, we need to overtake him! response:	That's correct.
context: Yeah.\We've always wanted to surpass him.\I don't want things to end without us ever having succeeded!\Yeah.\I see. If he ended it now, it'd be like he quit while he was ahead.\Which means,\if we don't want him to end it, we need to overtake him!\That's correct. response:	So sorry, but CROW ain't ending!
context: We've always wanted to surpass him.\I don't want things to end without us ever having succeeded!\Yeah.\I see. If he ended it now, it'd be like he quit while he was ahead.\Which means,\if we don't want him to end it, we need to overtake him!\That's correct.\So sorry, but CROW ain't ending! response:	Because I'm gonna pass you!
context: I don't want things to end without us ever having succeeded!\Yeah.\I see. If he ended it now, it'd be like he quit while he was ahead.\Which means,\if we don't want him to end it, we need to overtake him!\That's correct.\So sorry, but CROW ain't ending!\Because I'm gonna pass you! response:	You can't.
context: Yeah.\I see. If he ended it now, it'd be like he quit while he was ahead.\Which means,\if we don't want him to end it, we need to overtake him!\That's correct.\So sorry, but CROW ain't ending!\Because I'm gonna pass you!\You can't. response:	No, we can!
context: I see. If he ended it now, it'd be like he quit while he was ahead.\Which means,\if we don't want him to end it, we need to overtake him!\That's correct.\So sorry, but CROW ain't ending!\Because I'm gonna pass you!\You can't.\No, we can! response:	Right, Saikou?
context: Which means,\if we don't want him to end it, we need to overtake him!\That's correct.\So sorry, but CROW ain't ending!\Because I'm gonna pass you!\You can't.\No, we can!\Right, Saikou? response:	Yeah!
context: if we don't want him to end it, we need to overtake him!\That's correct.\So sorry, but CROW ain't ending!\Because I'm gonna pass you!\You can't.\No, we can!\Right, Saikou?\Yeah! response:	I understand how Fukuda and Ashirogi feel.
context: That's correct.\So sorry, but CROW ain't ending!\Because I'm gonna pass you!\You can't.\No, we can!\Right, Saikou?\Yeah!\I understand how Fukuda and Ashirogi feel. response:	Even if I'm not against Niizuma ending it as he wants to,
context: So sorry, but CROW ain't ending!\Because I'm gonna pass you!\You can't.\No, we can!\Right, Saikou?\Yeah!\I understand how Fukuda and Ashirogi feel.\Even if I'm not against Niizuma ending it as he wants to, response:	as his rival, I want to surpass him.
context: Because I'm gonna pass you!\You can't.\No, we can!\Right, Saikou?\Yeah!\I understand how Fukuda and Ashirogi feel.\Even if I'm not against Niizuma ending it as he wants to,\as his rival, I want to surpass him. response:	We all can agree on that.
context: You can't.\No, we can!\Right, Saikou?\Yeah!\I understand how Fukuda and Ashirogi feel.\Even if I'm not against Niizuma ending it as he wants to,\as his rival, I want to surpass him.\We all can agree on that. response:	Yeah, I want to surpass CROW, too.
context: No, we can!\Right, Saikou?\Yeah!\I understand how Fukuda and Ashirogi feel.\Even if I'm not against Niizuma ending it as he wants to,\as his rival, I want to surpass him.\We all can agree on that.\Yeah, I want to surpass CROW, too. response:	I want to pass him and prevent him from ending it.
context: Right, Saikou?\Yeah!\I understand how Fukuda and Ashirogi feel.\Even if I'm not against Niizuma ending it as he wants to,\as his rival, I want to surpass him.\We all can agree on that.\Yeah, I want to surpass CROW, too.\I want to pass him and prevent him from ending it. response:	It'd be awesome if I were able to do it.
context: Yeah!\I understand how Fukuda and Ashirogi feel.\Even if I'm not against Niizuma ending it as he wants to,\as his rival, I want to surpass him.\We all can agree on that.\Yeah, I want to surpass CROW, too.\I want to pass him and prevent him from ending it.\It'd be awesome if I were able to do it. response:	What are you talking about?
context: I understand how Fukuda and Ashirogi feel.\Even if I'm not against Niizuma ending it as he wants to,\as his rival, I want to surpass him.\We all can agree on that.\Yeah, I want to surpass CROW, too.\I want to pass him and prevent him from ending it.\It'd be awesome if I were able to do it.\What are you talking about? response:	CROW is at the height of its climax! You can't win!
context: Even if I'm not against Niizuma ending it as he wants to,\as his rival, I want to surpass him.\We all can agree on that.\Yeah, I want to surpass CROW, too.\I want to pass him and prevent him from ending it.\It'd be awesome if I were able to do it.\What are you talking about?\CROW is at the height of its climax! You can't win! response:	I didn't throw out manuscript after manuscript only to lose to the likes of you guys!
context: as his rival, I want to surpass him.\We all can agree on that.\Yeah, I want to surpass CROW, too.\I want to pass him and prevent him from ending it.\It'd be awesome if I were able to do it.\What are you talking about?\CROW is at the height of its climax! You can't win!\I didn't throw out manuscript after manuscript only to lose to the likes of you guys! response:	Now you've said it, Master Niizuma.
context: We all can agree on that.\Yeah, I want to surpass CROW, too.\I want to pass him and prevent him from ending it.\It'd be awesome if I were able to do it.\What are you talking about?\CROW is at the height of its climax! You can't win!\I didn't throw out manuscript after manuscript only to lose to the likes of you guys!\Now you've said it, Master Niizuma. response:	Coming here has gotten us fired up.
context: Yeah, I want to surpass CROW, too.\I want to pass him and prevent him from ending it.\It'd be awesome if I were able to do it.\What are you talking about?\CROW is at the height of its climax! You can't win!\I didn't throw out manuscript after manuscript only to lose to the likes of you guys!\Now you've said it, Master Niizuma.\Coming here has gotten us fired up. response:	I'll take you on!
context: I want to pass him and prevent him from ending it.\It'd be awesome if I were able to do it.\What are you talking about?\CROW is at the height of its climax! You can't win!\I didn't throw out manuscript after manuscript only to lose to the likes of you guys!\Now you've said it, Master Niizuma.\Coming here has gotten us fired up.\I'll take you on! response:	I won't let you end your manga in such a cool way!
context: It'd be awesome if I were able to do it.\What are you talking about?\CROW is at the height of its climax! You can't win!\I didn't throw out manuscript after manuscript only to lose to the likes of you guys!\Now you've said it, Master Niizuma.\Coming here has gotten us fired up.\I'll take you on!\I won't let you end your manga in such a cool way! response:	Yeah! Never!
context: What are you talking about?\CROW is at the height of its climax! You can't win!\I didn't throw out manuscript after manuscript only to lose to the likes of you guys!\Now you've said it, Master Niizuma.\Coming here has gotten us fired up.\I'll take you on!\I won't let you end your manga in such a cool way!\Yeah! Never! response:	How interesting.
context: CROW is at the height of its climax! You can't win!\I didn't throw out manuscript after manuscript only to lose to the likes of you guys!\Now you've said it, Master Niizuma.\Coming here has gotten us fired up.\I'll take you on!\I won't let you end your manga in such a cool way!\Yeah! Never!\How interesting. response:	Forget five weeks.
context: I didn't throw out manuscript after manuscript only to lose to the likes of you guys!\Now you've said it, Master Niizuma.\Coming here has gotten us fired up.\I'll take you on!\I won't let you end your manga in such a cool way!\Yeah! Never!\How interesting.\Forget five weeks. response:	If anyone manages to beat me even once before I finish my final manuscript,
context: Now you've said it, Master Niizuma.\Coming here has gotten us fired up.\I'll take you on!\I won't let you end your manga in such a cool way!\Yeah! Never!\How interesting.\Forget five weeks.\If anyone manages to beat me even once before I finish my final manuscript, response:	I won't end CROW!
context: Coming here has gotten us fired up.\I'll take you on!\I won't let you end your manga in such a cool way!\Yeah! Never!\How interesting.\Forget five weeks.\If anyone manages to beat me even once before I finish my final manuscript,\I won't end CROW! response:	He won't end it if we beat him!
context: I'll take you on!\I won't let you end your manga in such a cool way!\Yeah! Never!\How interesting.\Forget five weeks.\If anyone manages to beat me even once before I finish my final manuscript,\I won't end CROW!\He won't end it if we beat him! response:	We have eight more weeks... No, seven!
context: I won't let you end your manga in such a cool way!\Yeah! Never!\How interesting.\Forget five weeks.\If anyone manages to beat me even once before I finish my final manuscript,\I won't end CROW!\He won't end it if we beat him!\We have eight more weeks... No, seven! response:	It's a challenge!
context: Yeah! Never!\How interesting.\Forget five weeks.\If anyone manages to beat me even once before I finish my final manuscript,\I won't end CROW!\He won't end it if we beat him!\We have eight more weeks... No, seven!\It's a challenge! response:	You're on!
context: How interesting.\Forget five weeks.\If anyone manages to beat me even once before I finish my final manuscript,\I won't end CROW!\He won't end it if we beat him!\We have eight more weeks... No, seven!\It's a challenge!\You're on! response:	I accepted Master Niizuma's challenge!
context: Forget five weeks.\If anyone manages to beat me even once before I finish my final manuscript,\I won't end CROW!\He won't end it if we beat him!\We have eight more weeks... No, seven!\It's a challenge!\You're on!\I accepted Master Niizuma's challenge! response:	I'm pumped!
context: If anyone manages to beat me even once before I finish my final manuscript,\I won't end CROW!\He won't end it if we beat him!\We have eight more weeks... No, seven!\It's a challenge!\You're on!\I accepted Master Niizuma's challenge!\I'm pumped! response:	I want to get first place with Hiramaru.
context: I won't end CROW!\He won't end it if we beat him!\We have eight more weeks... No, seven!\It's a challenge!\You're on!\I accepted Master Niizuma's challenge!\I'm pumped!\I want to get first place with Hiramaru. response:	Next time: Front and Center.
context: He won't end it if we beat him!\We have eight more weeks... No, seven!\It's a challenge!\You're on!\I accepted Master Niizuma's challenge!\I'm pumped!\I want to get first place with Hiramaru.\Next time: Front and Center. response:	I'll win and achieve my dream!
context: We have eight more weeks... No, seven!\It's a challenge!\You're on!\I accepted Master Niizuma's challenge!\I'm pumped!\I want to get first place with Hiramaru.\Next time: Front and Center.\I'll win and achieve my dream! response:	Serialization and Prevention
