context: Man, I'm hungry. response:	After we visit Big Bro's grave, let's get something to eat, Josuke.
context: Good, good... You're eating that right up.\Looks like the main dish, lamb in apple sauce, is a success.\What?!\What are you doing there?\You saw, didn't you?!\So you came in here to spy on me?!\You will pay for this! Prepare yourself!\Why do I have to listen to you threatening to make me pay? response:	That's my line!
context: Looks like the main dish, lamb in apple sauce, is a success.\What?!\What are you doing there?\You saw, didn't you?!\So you came in here to spy on me?!\You will pay for this! Prepare yourself!\Why do I have to listen to you threatening to make me pay?\That's my line! response:	What the hell are you trying to do with your cooking?!
context: What?!\What are you doing there?\You saw, didn't you?!\So you came in here to spy on me?!\You will pay for this! Prepare yourself!\Why do I have to listen to you threatening to make me pay?\That's my line!\What the hell are you trying to do with your cooking?! response:	Okuyasu!
context: What are you doing there?\You saw, didn't you?!\So you came in here to spy on me?!\You will pay for this! Prepare yourself!\Why do I have to listen to you threatening to make me pay?\That's my line!\What the hell are you trying to do with your cooking?!\Okuyasu! response:	Why are you eating?!
context: You saw, didn't you?!\So you came in here to spy on me?!\You will pay for this! Prepare yourself!\Why do I have to listen to you threatening to make me pay?\That's my line!\What the hell are you trying to do with your cooking?!\Okuyasu!\Why are you eating?! response:	I can't help it! My stomach hurts, but I can't help eating it!
context: So you came in here to spy on me?!\You will pay for this! Prepare yourself!\Why do I have to listen to you threatening to make me pay?\That's my line!\What the hell are you trying to do with your cooking?!\Okuyasu!\Why are you eating?!\I can't help it! My stomach hurts, but I can't help eating it! response:	Every time the tanginess of the apple sauce
context: You will pay for this! Prepare yourself!\Why do I have to listen to you threatening to make me pay?\That's my line!\What the hell are you trying to do with your cooking?!\Okuyasu!\Why are you eating?!\I can't help it! My stomach hurts, but I can't help eating it!\Every time the tanginess of the apple sauce response:	and the juice from the lamb goes down my throat, I feel happiness!
context: Why do I have to listen to you threatening to make me pay?\That's my line!\What the hell are you trying to do with your cooking?!\Okuyasu!\Why are you eating?!\I can't help it! My stomach hurts, but I can't help eating it!\Every time the tanginess of the apple sauce\and the juice from the lamb goes down my throat, I feel happiness! response:	To think a flavor like this existed in this world!
context: That's my line!\What the hell are you trying to do with your cooking?!\Okuyasu!\Why are you eating?!\I can't help it! My stomach hurts, but I can't help eating it!\Every time the tanginess of the apple sauce\and the juice from the lamb goes down my throat, I feel happiness!\To think a flavor like this existed in this world! response:	Don't eat that meat, Okuyasu!
context: What the hell are you trying to do with your cooking?!\Okuyasu!\Why are you eating?!\I can't help it! My stomach hurts, but I can't help eating it!\Every time the tanginess of the apple sauce\and the juice from the lamb goes down my throat, I feel happiness!\To think a flavor like this existed in this world!\Don't eat that meat, Okuyasu! response:	I'm so happy! It's like happiness over and over!
context: Okuyasu!\Why are you eating?!\I can't help it! My stomach hurts, but I can't help eating it!\Every time the tanginess of the apple sauce\and the juice from the lamb goes down my throat, I feel happiness!\To think a flavor like this existed in this world!\Don't eat that meat, Okuyasu!\I'm so happy! It's like happiness over and over! response:	It's so good!
context: Why are you eating?!\I can't help it! My stomach hurts, but I can't help eating it!\Every time the tanginess of the apple sauce\and the juice from the lamb goes down my throat, I feel happiness!\To think a flavor like this existed in this world!\Don't eat that meat, Okuyasu!\I'm so happy! It's like happiness over and over!\It's so good! response:	M-My innards...
context: I can't help it! My stomach hurts, but I can't help eating it!\Every time the tanginess of the apple sauce\and the juice from the lamb goes down my throat, I feel happiness!\To think a flavor like this existed in this world!\Don't eat that meat, Okuyasu!\I'm so happy! It's like happiness over and over!\It's so good!\M-My innards... response:	My stomach!
context: Every time the tanginess of the apple sauce\and the juice from the lamb goes down my throat, I feel happiness!\To think a flavor like this existed in this world!\Don't eat that meat, Okuyasu!\I'm so happy! It's like happiness over and over!\It's so good!\M-My innards...\My stomach! response:	Okuyasu!
context: and the juice from the lamb goes down my throat, I feel happiness!\To think a flavor like this existed in this world!\Don't eat that meat, Okuyasu!\I'm so happy! It's like happiness over and over!\It's so good!\M-My innards...\My stomach!\Okuyasu! response:	You'll pay for this!
context: To think a flavor like this existed in this world!\Don't eat that meat, Okuyasu!\I'm so happy! It's like happiness over and over!\It's so good!\M-My innards...\My stomach!\Okuyasu!\You'll pay for this! response:	You bastard!
context: Don't eat that meat, Okuyasu!\I'm so happy! It's like happiness over and over!\It's so good!\M-My innards...\My stomach!\Okuyasu!\You'll pay for this!\You bastard! response:	Wash your hands with soap right now!
context: I'm so happy! It's like happiness over and over!\It's so good!\M-My innards...\My stomach!\Okuyasu!\You'll pay for this!\You bastard!\Wash your hands with soap right now! response:	Medicinal
context: It's so good!\M-My innards...\My stomach!\Okuyasu!\You'll pay for this!\You bastard!\Wash your hands with soap right now!\Medicinal response:	Medicinal
context: M-My innards...\My stomach!\Okuyasu!\You'll pay for this!\You bastard!\Wash your hands with soap right now!\Medicinal\Medicinal response:	Huh?!
context: My stomach!\Okuyasu!\You'll pay for this!\You bastard!\Wash your hands with soap right now!\Medicinal\Medicinal\Huh?! response:	It's unforgivable!
context: Okuyasu!\You'll pay for this!\You bastard!\Wash your hands with soap right now!\Medicinal\Medicinal\Huh?!\It's unforgivable! response:	Entering the kitchen without permission is unforgivable!
context: You'll pay for this!\You bastard!\Wash your hands with soap right now!\Medicinal\Medicinal\Huh?!\It's unforgivable!\Entering the kitchen without permission is unforgivable! response:	You! The kitchen must stay clean!
context: You bastard!\Wash your hands with soap right now!\Medicinal\Medicinal\Huh?!\It's unforgivable!\Entering the kitchen without permission is unforgivable!\You! The kitchen must stay clean! response:	S-Soap? Are you telling me to wash my hands?
context: Wash your hands with soap right now!\Medicinal\Medicinal\Huh?!\It's unforgivable!\Entering the kitchen without permission is unforgivable!\You! The kitchen must stay clean!\S-Soap? Are you telling me to wash my hands? response:	Hey, Josuke!
context: Medicinal\Medicinal\Huh?!\It's unforgivable!\Entering the kitchen without permission is unforgivable!\You! The kitchen must stay clean!\S-Soap? Are you telling me to wash my hands?\Hey, Josuke! response:	My guts suddenly feel way better! I feel really full, too.
context: Medicinal\Huh?!\It's unforgivable!\Entering the kitchen without permission is unforgivable!\You! The kitchen must stay clean!\S-Soap? Are you telling me to wash my hands?\Hey, Josuke!\My guts suddenly feel way better! I feel really full, too. response:	I feel totally satisfied.
context: Huh?!\It's unforgivable!\Entering the kitchen without permission is unforgivable!\You! The kitchen must stay clean!\S-Soap? Are you telling me to wash my hands?\Hey, Josuke!\My guts suddenly feel way better! I feel really full, too.\I feel totally satisfied. response:	Huh?!
context: It's unforgivable!\Entering the kitchen without permission is unforgivable!\You! The kitchen must stay clean!\S-Soap? Are you telling me to wash my hands?\Hey, Josuke!\My guts suddenly feel way better! I feel really full, too.\I feel totally satisfied.\Huh?! response:	My diarrhea tummy's all better!
context: Entering the kitchen without permission is unforgivable!\You! The kitchen must stay clean!\S-Soap? Are you telling me to wash my hands?\Hey, Josuke!\My guts suddenly feel way better! I feel really full, too.\I feel totally satisfied.\Huh?!\My diarrhea tummy's all better! response:	What?!
context: You! The kitchen must stay clean!\S-Soap? Are you telling me to wash my hands?\Hey, Josuke!\My guts suddenly feel way better! I feel really full, too.\I feel totally satisfied.\Huh?!\My diarrhea tummy's all better!\What?! response:	Good for you.
context: S-Soap? Are you telling me to wash my hands?\Hey, Josuke!\My guts suddenly feel way better! I feel really full, too.\I feel totally satisfied.\Huh?!\My diarrhea tummy's all better!\What?!\Good for you. response:	Nothing brings me more joy and happiness than a customer who
context: Hey, Josuke!\My guts suddenly feel way better! I feel really full, too.\I feel totally satisfied.\Huh?!\My diarrhea tummy's all better!\What?!\Good for you.\Nothing brings me more joy and happiness than a customer who response:	enjoys my cooking and becomes healthy.
context: My guts suddenly feel way better! I feel really full, too.\I feel totally satisfied.\Huh?!\My diarrhea tummy's all better!\What?!\Good for you.\Nothing brings me more joy and happiness than a customer who\enjoys my cooking and becomes healthy. response:	The puppy...
context: I feel totally satisfied.\Huh?!\My diarrhea tummy's all better!\What?!\Good for you.\Nothing brings me more joy and happiness than a customer who\enjoys my cooking and becomes healthy.\The puppy... response:	This dish was a little iffy, so I was having him taste it first.
context: Huh?!\My diarrhea tummy's all better!\What?!\Good for you.\Nothing brings me more joy and happiness than a customer who\enjoys my cooking and becomes healthy.\The puppy...\This dish was a little iffy, so I was having him taste it first. response:	His tummy was a little upset, too.
context: My diarrhea tummy's all better!\What?!\Good for you.\Nothing brings me more joy and happiness than a customer who\enjoys my cooking and becomes healthy.\The puppy...\This dish was a little iffy, so I was having him taste it first.\His tummy was a little upset, too. response:	Y-You... seriously only wanted to feed Okuyasu good food?
context: What?!\Good for you.\Nothing brings me more joy and happiness than a customer who\enjoys my cooking and becomes healthy.\The puppy...\This dish was a little iffy, so I was having him taste it first.\His tummy was a little upset, too.\Y-You... seriously only wanted to feed Okuyasu good food? response:	What else could a chef ask for?
context: Good for you.\Nothing brings me more joy and happiness than a customer who\enjoys my cooking and becomes healthy.\The puppy...\This dish was a little iffy, so I was having him taste it first.\His tummy was a little upset, too.\Y-You... seriously only wanted to feed Okuyasu good food?\What else could a chef ask for? response:	That is what I live for. That is all I hope for.
context: Nothing brings me more joy and happiness than a customer who\enjoys my cooking and becomes healthy.\The puppy...\This dish was a little iffy, so I was having him taste it first.\His tummy was a little upset, too.\Y-You... seriously only wanted to feed Okuyasu good food?\What else could a chef ask for?\That is what I live for. That is all I hope for. response:	You're a Stand user, aren't you?
context: enjoys my cooking and becomes healthy.\The puppy...\This dish was a little iffy, so I was having him taste it first.\His tummy was a little upset, too.\Y-You... seriously only wanted to feed Okuyasu good food?\What else could a chef ask for?\That is what I live for. That is all I hope for.\You're a Stand user, aren't you? response:	We are, too.
context: The puppy...\This dish was a little iffy, so I was having him taste it first.\His tummy was a little upset, too.\Y-You... seriously only wanted to feed Okuyasu good food?\What else could a chef ask for?\That is what I live for. That is all I hope for.\You're a Stand user, aren't you?\We are, too. response:	Oh, I cannot believe it!
context: This dish was a little iffy, so I was having him taste it first.\His tummy was a little upset, too.\Y-You... seriously only wanted to feed Okuyasu good food?\What else could a chef ask for?\That is what I live for. That is all I hope for.\You're a Stand user, aren't you?\We are, too.\Oh, I cannot believe it! response:	When... When I went around the world
context: His tummy was a little upset, too.\Y-You... seriously only wanted to feed Okuyasu good food?\What else could a chef ask for?\That is what I live for. That is all I hope for.\You're a Stand user, aren't you?\We are, too.\Oh, I cannot believe it!\When... When I went around the world response:	looking for what my ideal cooking would be, that's when I realized my powers.
context: Y-You... seriously only wanted to feed Okuyasu good food?\What else could a chef ask for?\That is what I live for. That is all I hope for.\You're a Stand user, aren't you?\We are, too.\Oh, I cannot believe it!\When... When I went around the world\looking for what my ideal cooking would be, that's when I realized my powers. response:	This is the first time I've met anyone else with similar powers.
context: What else could a chef ask for?\That is what I live for. That is all I hope for.\You're a Stand user, aren't you?\We are, too.\Oh, I cannot believe it!\When... When I went around the world\looking for what my ideal cooking would be, that's when I realized my powers.\This is the first time I've met anyone else with similar powers. response:	But you! You lack common sense!
context: That is what I live for. That is all I hope for.\You're a Stand user, aren't you?\We are, too.\Oh, I cannot believe it!\When... When I went around the world\looking for what my ideal cooking would be, that's when I realized my powers.\This is the first time I've met anyone else with similar powers.\But you! You lack common sense! response:	Huh?
context: You're a Stand user, aren't you?\We are, too.\Oh, I cannot believe it!\When... When I went around the world\looking for what my ideal cooking would be, that's when I realized my powers.\This is the first time I've met anyone else with similar powers.\But you! You lack common sense!\Huh? response:	You touched things without washing your hands, didn't you?!
context: We are, too.\Oh, I cannot believe it!\When... When I went around the world\looking for what my ideal cooking would be, that's when I realized my powers.\This is the first time I've met anyone else with similar powers.\But you! You lack common sense!\Huh?\You touched things without washing your hands, didn't you?! response:	The number one enemy in a kitchen is germs!
context: Oh, I cannot believe it!\When... When I went around the world\looking for what my ideal cooking would be, that's when I realized my powers.\This is the first time I've met anyone else with similar powers.\But you! You lack common sense!\Huh?\You touched things without washing your hands, didn't you?!\The number one enemy in a kitchen is germs! response:	That's why I got angry!
context: When... When I went around the world\looking for what my ideal cooking would be, that's when I realized my powers.\This is the first time I've met anyone else with similar powers.\But you! You lack common sense!\Huh?\You touched things without washing your hands, didn't you?!\The number one enemy in a kitchen is germs!\That's why I got angry! response:	H-Huh? I-I'm sorry! I didn't mean it!
context: looking for what my ideal cooking would be, that's when I realized my powers.\This is the first time I've met anyone else with similar powers.\But you! You lack common sense!\Huh?\You touched things without washing your hands, didn't you?!\The number one enemy in a kitchen is germs!\That's why I got angry!\H-Huh? I-I'm sorry! I didn't mean it! response:	You'd better prepare yourself!
context: This is the first time I've met anyone else with similar powers.\But you! You lack common sense!\Huh?\You touched things without washing your hands, didn't you?!\The number one enemy in a kitchen is germs!\That's why I got angry!\H-Huh? I-I'm sorry! I didn't mean it!\You'd better prepare yourself! response:	Now, let us continue with the cooking.
context: But you! You lack common sense!\Huh?\You touched things without washing your hands, didn't you?!\The number one enemy in a kitchen is germs!\That's why I got angry!\H-Huh? I-I'm sorry! I didn't mean it!\You'd better prepare yourself!\Now, let us continue with the cooking. response:	Dessert is... flan?
context: Huh?\You touched things without washing your hands, didn't you?!\The number one enemy in a kitchen is germs!\That's why I got angry!\H-Huh? I-I'm sorry! I didn't mean it!\You'd better prepare yourself!\Now, let us continue with the cooking.\Dessert is... flan? response:	But I'm a street punk!
context: You touched things without washing your hands, didn't you?!\The number one enemy in a kitchen is germs!\That's why I got angry!\H-Huh? I-I'm sorry! I didn't mean it!\You'd better prepare yourself!\Now, let us continue with the cooking.\Dessert is... flan?\But I'm a street punk! response:	Hmph! Me eating flan is laughable.
context: The number one enemy in a kitchen is germs!\That's why I got angry!\H-Huh? I-I'm sorry! I didn't mean it!\You'd better prepare yourself!\Now, let us continue with the cooking.\Dessert is... flan?\But I'm a street punk!\Hmph! Me eating flan is laughable. response:	So good!
context: That's why I got angry!\H-Huh? I-I'm sorry! I didn't mean it!\You'd better prepare yourself!\Now, let us continue with the cooking.\Dessert is... flan?\But I'm a street punk!\Hmph! Me eating flan is laughable.\So good! response:	You really are a genius!
context: H-Huh? I-I'm sorry! I didn't mean it!\You'd better prepare yourself!\Now, let us continue with the cooking.\Dessert is... flan?\But I'm a street punk!\Hmph! Me eating flan is laughable.\So good!\You really are a genius! response:	I'm so proud to live in Morioh, where a chef like you lives!
context: You'd better prepare yourself!\Now, let us continue with the cooking.\Dessert is... flan?\But I'm a street punk!\Hmph! Me eating flan is laughable.\So good!\You really are a genius!\I'm so proud to live in Morioh, where a chef like you lives! response:	Damn you, Okuyasu!
context: Now, let us continue with the cooking.\Dessert is... flan?\But I'm a street punk!\Hmph! Me eating flan is laughable.\So good!\You really are a genius!\I'm so proud to live in Morioh, where a chef like you lives!\Damn you, Okuyasu! response:	It appears that he's pleased.
context: Dessert is... flan?\But I'm a street punk!\Hmph! Me eating flan is laughable.\So good!\You really are a genius!\I'm so proud to live in Morioh, where a chef like you lives!\Damn you, Okuyasu!\It appears that he's pleased. response:	You! Your hands aren't moving!
context: But I'm a street punk!\Hmph! Me eating flan is laughable.\So good!\You really are a genius!\I'm so proud to live in Morioh, where a chef like you lives!\Damn you, Okuyasu!\It appears that he's pleased.\You! Your hands aren't moving! response:	This is so pathetic...
context: Hmph! Me eating flan is laughable.\So good!\You really are a genius!\I'm so proud to live in Morioh, where a chef like you lives!\Damn you, Okuyasu!\It appears that he's pleased.\You! Your hands aren't moving!\This is so pathetic... response:	Hey, my athlete's foot is all better!
context: So good!\You really are a genius!\I'm so proud to live in Morioh, where a chef like you lives!\Damn you, Okuyasu!\It appears that he's pleased.\You! Your hands aren't moving!\This is so pathetic...\Hey, my athlete's foot is all better! response:	Please come again. Grazie!
context: You really are a genius!\I'm so proud to live in Morioh, where a chef like you lives!\Damn you, Okuyasu!\It appears that he's pleased.\You! Your hands aren't moving!\This is so pathetic...\Hey, my athlete's foot is all better!\Please come again. Grazie! response:	Trendy
context: I'm so proud to live in Morioh, where a chef like you lives!\Damn you, Okuyasu!\It appears that he's pleased.\You! Your hands aren't moving!\This is so pathetic...\Hey, my athlete's foot is all better!\Please come again. Grazie!\Trendy response:	Po
context: Damn you, Okuyasu!\It appears that he's pleased.\You! Your hands aren't moving!\This is so pathetic...\Hey, my athlete's foot is all better!\Please come again. Grazie!\Trendy\Po response:	Pole
context: It appears that he's pleased.\You! Your hands aren't moving!\This is so pathetic...\Hey, my athlete's foot is all better!\Please come again. Grazie!\Trendy\Po\Pole response:	Pole J
context: You! Your hands aren't moving!\This is so pathetic...\Hey, my athlete's foot is all better!\Please come again. Grazie!\Trendy\Po\Pole\Pole J response:	Pole Ja
context: This is so pathetic...\Hey, my athlete's foot is all better!\Please come again. Grazie!\Trendy\Po\Pole\Pole J\Pole Ja response:	Pole Jam
context: Hey, my athlete's foot is all better!\Please come again. Grazie!\Trendy\Po\Pole\Pole J\Pole Ja\Pole Jam response:	To
context: Please come again. Grazie!\Trendy\Po\Pole\Pole J\Pole Ja\Pole Jam\To response:	Toni
context: Trendy\Po\Pole\Pole J\Pole Ja\Pole Jam\To\Toni response:	Tonio
context: Po\Pole\Pole J\Pole Ja\Pole Jam\To\Toni\Tonio response:	Tonio T
context: Pole\Pole J\Pole Ja\Pole Jam\To\Toni\Tonio\Tonio T response:	Tonio Tr
context: Pole J\Pole Ja\Pole Jam\To\Toni\Tonio\Tonio T\Tonio Tr response:	Tonio Tre
context: Pole Ja\Pole Jam\To\Toni\Tonio\Tonio T\Tonio Tr\Tonio Tre response:	Tonio Tren
context: Pole Jam\To\Toni\Tonio\Tonio T\Tonio Tr\Tonio Tre\Tonio Tren response:	Tonio Trend
context: To\Toni\Tonio\Tonio T\Tonio Tr\Tonio Tre\Tonio Tren\Tonio Trend response:	Tonio Trendy
context: Toni\Tonio\Tonio T\Tonio Tr\Tonio Tre\Tonio Tren\Tonio Trend\Tonio Trendy response:	You're Jotaro Kujo, right?
context: Tonio\Tonio T\Tonio Tr\Tonio Tre\Tonio Tren\Tonio Trend\Tonio Trendy\You're Jotaro Kujo, right? response:	I'm with the Speedwagon Foundation.
context: Tonio T\Tonio Tr\Tonio Tre\Tonio Tren\Tonio Trend\Tonio Trendy\You're Jotaro Kujo, right?\I'm with the Speedwagon Foundation. response:	Apparently, anywhere near electrical wires is dangerous,
context: Tonio Tr\Tonio Tre\Tonio Tren\Tonio Trend\Tonio Trendy\You're Jotaro Kujo, right?\I'm with the Speedwagon Foundation.\Apparently, anywhere near electrical wires is dangerous, response:	including phone lines and power lines,
context: Tonio Tre\Tonio Tren\Tonio Trend\Tonio Trendy\You're Jotaro Kujo, right?\I'm with the Speedwagon Foundation.\Apparently, anywhere near electrical wires is dangerous,\including phone lines and power lines, response:	so I came to deliver this message myself.
context: Tonio Tren\Tonio Trend\Tonio Trendy\You're Jotaro Kujo, right?\I'm with the Speedwagon Foundation.\Apparently, anywhere near electrical wires is dangerous,\including phone lines and power lines,\so I came to deliver this message myself. response:	I should be arriving at Morioh's port tomorrow at noon.
context: Tonio Trend\Tonio Trendy\You're Jotaro Kujo, right?\I'm with the Speedwagon Foundation.\Apparently, anywhere near electrical wires is dangerous,\including phone lines and power lines,\so I came to deliver this message myself.\I should be arriving at Morioh's port tomorrow at noon. response:	From Joseph Joestar.
context: Tonio Trendy\You're Jotaro Kujo, right?\I'm with the Speedwagon Foundation.\Apparently, anywhere near electrical wires is dangerous,\including phone lines and power lines,\so I came to deliver this message myself.\I should be arriving at Morioh's port tomorrow at noon.\From Joseph Joestar. response:	Episode 11 Chili Pepper, Part 1
context: You're Jotaro Kujo, right?\I'm with the Speedwagon Foundation.\Apparently, anywhere near electrical wires is dangerous,\including phone lines and power lines,\so I came to deliver this message myself.\I should be arriving at Morioh's port tomorrow at noon.\From Joseph Joestar.\Episode 11 Chili Pepper, Part 1 response:	Episode 11 Chi li Pepper, Part 1
