context: This is LAN Xi. response:	The big city where I grew up.
context: Notice For best performance, the third-year blackboard reports will be paused for the next semester.\Master Chen, I decided to quit the exam, I'll go draw instead.\No matter what you choose, I want you to be able to move forward.\I know that in Master Chen's heart,\the final exam was the most important stop for the future.\But it's not a stop for the train of life.\We are all going in our own direction, driving to a different place.\See you, my adolescence. response:	Thanks senior.
context: Master Chen, I decided to quit the exam, I'll go draw instead.\No matter what you choose, I want you to be able to move forward.\I know that in Master Chen's heart,\the final exam was the most important stop for the future.\But it's not a stop for the train of life.\We are all going in our own direction, driving to a different place.\See you, my adolescence.\Thanks senior. response:	Thank you Xue Zhang, I'm the President of 2nd Year class 4,
context: No matter what you choose, I want you to be able to move forward.\I know that in Master Chen's heart,\the final exam was the most important stop for the future.\But it's not a stop for the train of life.\We are all going in our own direction, driving to a different place.\See you, my adolescence.\Thanks senior.\Thank you Xue Zhang, I'm the President of 2nd Year class 4, response:	can I ask you to copy the contents of your blackboard reports for our course?
context: I know that in Master Chen's heart,\the final exam was the most important stop for the future.\But it's not a stop for the train of life.\We are all going in our own direction, driving to a different place.\See you, my adolescence.\Thanks senior.\Thank you Xue Zhang, I'm the President of 2nd Year class 4,\can I ask you to copy the contents of your blackboard reports for our course? response:	Many people like your content.
context: the final exam was the most important stop for the future.\But it's not a stop for the train of life.\We are all going in our own direction, driving to a different place.\See you, my adolescence.\Thanks senior.\Thank you Xue Zhang, I'm the President of 2nd Year class 4,\can I ask you to copy the contents of your blackboard reports for our course?\Many people like your content. response:	You strove hard for those blackboard reports.
context: But it's not a stop for the train of life.\We are all going in our own direction, driving to a different place.\See you, my adolescence.\Thanks senior.\Thank you Xue Zhang, I'm the President of 2nd Year class 4,\can I ask you to copy the contents of your blackboard reports for our course?\Many people like your content.\You strove hard for those blackboard reports. response:	2nd year class 3
context: We are all going in our own direction, driving to a different place.\See you, my adolescence.\Thanks senior.\Thank you Xue Zhang, I'm the President of 2nd Year class 4,\can I ask you to copy the contents of your blackboard reports for our course?\Many people like your content.\You strove hard for those blackboard reports.\2nd year class 3 response:	I wish you luck and that you can stay first forever in any job.
context: See you, my adolescence.\Thanks senior.\Thank you Xue Zhang, I'm the President of 2nd Year class 4,\can I ask you to copy the contents of your blackboard reports for our course?\Many people like your content.\You strove hard for those blackboard reports.\2nd year class 3\I wish you luck and that you can stay first forever in any job. response:	2nd year class 4
context: Thanks senior.\Thank you Xue Zhang, I'm the President of 2nd Year class 4,\can I ask you to copy the contents of your blackboard reports for our course?\Many people like your content.\You strove hard for those blackboard reports.\2nd year class 3\I wish you luck and that you can stay first forever in any job.\2nd year class 4 response:	But no slap in the back, try your best, strive!
context: Thank you Xue Zhang, I'm the President of 2nd Year class 4,\can I ask you to copy the contents of your blackboard reports for our course?\Many people like your content.\You strove hard for those blackboard reports.\2nd year class 3\I wish you luck and that you can stay first forever in any job.\2nd year class 4\But no slap in the back, try your best, strive! response:	Every week I have to go up to the 3rd floor just to see your blackboard reports.
context: can I ask you to copy the contents of your blackboard reports for our course?\Many people like your content.\You strove hard for those blackboard reports.\2nd year class 3\I wish you luck and that you can stay first forever in any job.\2nd year class 4\But no slap in the back, try your best, strive!\Every week I have to go up to the 3rd floor just to see your blackboard reports. response:	Your blackboard reports are too good, Xue Zhang's notes are probably great!
context: Many people like your content.\You strove hard for those blackboard reports.\2nd year class 3\I wish you luck and that you can stay first forever in any job.\2nd year class 4\But no slap in the back, try your best, strive!\Every week I have to go up to the 3rd floor just to see your blackboard reports.\Your blackboard reports are too good, Xue Zhang's notes are probably great! response:	Surely you can enter your first choice university, try your best!
context: You strove hard for those blackboard reports.\2nd year class 3\I wish you luck and that you can stay first forever in any job.\2nd year class 4\But no slap in the back, try your best, strive!\Every week I have to go up to the 3rd floor just to see your blackboard reports.\Your blackboard reports are too good, Xue Zhang's notes are probably great!\Surely you can enter your first choice university, try your best! response:	Try hard!
context: 2nd year class 3\I wish you luck and that you can stay first forever in any job.\2nd year class 4\But no slap in the back, try your best, strive!\Every week I have to go up to the 3rd floor just to see your blackboard reports.\Your blackboard reports are too good, Xue Zhang's notes are probably great!\Surely you can enter your first choice university, try your best!\Try hard! response:	Hua Sheng.
context: I wish you luck and that you can stay first forever in any job.\2nd year class 4\But no slap in the back, try your best, strive!\Every week I have to go up to the 3rd floor just to see your blackboard reports.\Your blackboard reports are too good, Xue Zhang's notes are probably great!\Surely you can enter your first choice university, try your best!\Try hard!\Hua Sheng. response:	When the rainy season ends,
context: 2nd year class 4\But no slap in the back, try your best, strive!\Every week I have to go up to the 3rd floor just to see your blackboard reports.\Your blackboard reports are too good, Xue Zhang's notes are probably great!\Surely you can enter your first choice university, try your best!\Try hard!\Hua Sheng.\When the rainy season ends, response:	It will be the time for me to leave for Shen Zhen.
context: But no slap in the back, try your best, strive!\Every week I have to go up to the 3rd floor just to see your blackboard reports.\Your blackboard reports are too good, Xue Zhang's notes are probably great!\Surely you can enter your first choice university, try your best!\Try hard!\Hua Sheng.\When the rainy season ends,\It will be the time for me to leave for Shen Zhen. response:	Tu...
context: Every week I have to go up to the 3rd floor just to see your blackboard reports.\Your blackboard reports are too good, Xue Zhang's notes are probably great!\Surely you can enter your first choice university, try your best!\Try hard!\Hua Sheng.\When the rainy season ends,\It will be the time for me to leave for Shen Zhen.\Tu... response:	Wow, that's a great city.
context: Your blackboard reports are too good, Xue Zhang's notes are probably great!\Surely you can enter your first choice university, try your best!\Try hard!\Hua Sheng.\When the rainy season ends,\It will be the time for me to leave for Shen Zhen.\Tu...\Wow, that's a great city. response:	I also want to go.
context: Surely you can enter your first choice university, try your best!\Try hard!\Hua Sheng.\When the rainy season ends,\It will be the time for me to leave for Shen Zhen.\Tu...\Wow, that's a great city.\I also want to go. response:	Do mangakas make money?
context: Try hard!\Hua Sheng.\When the rainy season ends,\It will be the time for me to leave for Shen Zhen.\Tu...\Wow, that's a great city.\I also want to go.\Do mangakas make money? response:	When you earn good money, don't forget about me.
context: Hua Sheng.\When the rainy season ends,\It will be the time for me to leave for Shen Zhen.\Tu...\Wow, that's a great city.\I also want to go.\Do mangakas make money?\When you earn good money, don't forget about me. response:	Now in my life, I can see the goal with my own eyes.
context: When the rainy season ends,\It will be the time for me to leave for Shen Zhen.\Tu...\Wow, that's a great city.\I also want to go.\Do mangakas make money?\When you earn good money, don't forget about me.\Now in my life, I can see the goal with my own eyes. response:	On the other hand, you...
context: It will be the time for me to leave for Shen Zhen.\Tu...\Wow, that's a great city.\I also want to go.\Do mangakas make money?\When you earn good money, don't forget about me.\Now in my life, I can see the goal with my own eyes.\On the other hand, you... response:	You are still doing something that you like.
context: Tu...\Wow, that's a great city.\I also want to go.\Do mangakas make money?\When you earn good money, don't forget about me.\Now in my life, I can see the goal with my own eyes.\On the other hand, you...\You are still doing something that you like. response:	I only know how to do this.
context: Wow, that's a great city.\I also want to go.\Do mangakas make money?\When you earn good money, don't forget about me.\Now in my life, I can see the goal with my own eyes.\On the other hand, you...\You are still doing something that you like.\I only know how to do this. response:	Oh, right, did you really quit?
context: I also want to go.\Do mangakas make money?\When you earn good money, don't forget about me.\Now in my life, I can see the goal with my own eyes.\On the other hand, you...\You are still doing something that you like.\I only know how to do this.\Oh, right, did you really quit? response:	Yes, I resigned.
context: Do mangakas make money?\When you earn good money, don't forget about me.\Now in my life, I can see the goal with my own eyes.\On the other hand, you...\You are still doing something that you like.\I only know how to do this.\Oh, right, did you really quit?\Yes, I resigned. response:	I'm drawing my own manga.
context: When you earn good money, don't forget about me.\Now in my life, I can see the goal with my own eyes.\On the other hand, you...\You are still doing something that you like.\I only know how to do this.\Oh, right, did you really quit?\Yes, I resigned.\I'm drawing my own manga. response:	Yes, I'm rooting for you.
context: Now in my life, I can see the goal with my own eyes.\On the other hand, you...\You are still doing something that you like.\I only know how to do this.\Oh, right, did you really quit?\Yes, I resigned.\I'm drawing my own manga.\Yes, I'm rooting for you. response:	Take advantage that you can still choose.
context: On the other hand, you...\You are still doing something that you like.\I only know how to do this.\Oh, right, did you really quit?\Yes, I resigned.\I'm drawing my own manga.\Yes, I'm rooting for you.\Take advantage that you can still choose. response:	Go do what you really want to do.
context: You are still doing something that you like.\I only know how to do this.\Oh, right, did you really quit?\Yes, I resigned.\I'm drawing my own manga.\Yes, I'm rooting for you.\Take advantage that you can still choose.\Go do what you really want to do. response:	Not unlike those years...
context: I only know how to do this.\Oh, right, did you really quit?\Yes, I resigned.\I'm drawing my own manga.\Yes, I'm rooting for you.\Take advantage that you can still choose.\Go do what you really want to do.\Not unlike those years... response:	On Wednesday at 4pm at the city hall there will be a demonstration of art and culture. Except for those in third year, all other classes must arrive on time to participate.
context: Oh, right, did you really quit?\Yes, I resigned.\I'm drawing my own manga.\Yes, I'm rooting for you.\Take advantage that you can still choose.\Go do what you really want to do.\Not unlike those years...\On Wednesday at 4pm at the city hall there will be a demonstration of art and culture. Except for those in third year, all other classes must arrive on time to participate. response:	What are you carrying your backpack for?
context: Yes, I resigned.\I'm drawing my own manga.\Yes, I'm rooting for you.\Take advantage that you can still choose.\Go do what you really want to do.\Not unlike those years...\On Wednesday at 4pm at the city hall there will be a demonstration of art and culture. Except for those in third year, all other classes must arrive on time to participate.\What are you carrying your backpack for? response:	Let's go.
context: I'm drawing my own manga.\Yes, I'm rooting for you.\Take advantage that you can still choose.\Go do what you really want to do.\Not unlike those years...\On Wednesday at 4pm at the city hall there will be a demonstration of art and culture. Except for those in third year, all other classes must arrive on time to participate.\What are you carrying your backpack for?\Let's go. response:	All right.
context: Yes, I'm rooting for you.\Take advantage that you can still choose.\Go do what you really want to do.\Not unlike those years...\On Wednesday at 4pm at the city hall there will be a demonstration of art and culture. Except for those in third year, all other classes must arrive on time to participate.\What are you carrying your backpack for?\Let's go.\All right. response:	Yes Yes.
context: Take advantage that you can still choose.\Go do what you really want to do.\Not unlike those years...\On Wednesday at 4pm at the city hall there will be a demonstration of art and culture. Except for those in third year, all other classes must arrive on time to participate.\What are you carrying your backpack for?\Let's go.\All right.\Yes Yes. response:	She's my student.
context: Go do what you really want to do.\Not unlike those years...\On Wednesday at 4pm at the city hall there will be a demonstration of art and culture. Except for those in third year, all other classes must arrive on time to participate.\What are you carrying your backpack for?\Let's go.\All right.\Yes Yes.\She's my student. response:	Yao Zhe Tian.
context: Not unlike those years...\On Wednesday at 4pm at the city hall there will be a demonstration of art and culture. Except for those in third year, all other classes must arrive on time to participate.\What are you carrying your backpack for?\Let's go.\All right.\Yes Yes.\She's my student.\Yao Zhe Tian. response:	It's only because I came
context: On Wednesday at 4pm at the city hall there will be a demonstration of art and culture. Except for those in third year, all other classes must arrive on time to participate.\What are you carrying your backpack for?\Let's go.\All right.\Yes Yes.\She's my student.\Yao Zhe Tian.\It's only because I came response:	that your backpack got wet.
context: What are you carrying your backpack for?\Let's go.\All right.\Yes Yes.\She's my student.\Yao Zhe Tian.\It's only because I came\that your backpack got wet. response:	It's okay.
context: Let's go.\All right.\Yes Yes.\She's my student.\Yao Zhe Tian.\It's only because I came\that your backpack got wet.\It's okay. response:	I was already getting annoyed.
context: All right.\Yes Yes.\She's my student.\Yao Zhe Tian.\It's only because I came\that your backpack got wet.\It's okay.\I was already getting annoyed. response:	Here's some ginger tea.
context: Yes Yes.\She's my student.\Yao Zhe Tian.\It's only because I came\that your backpack got wet.\It's okay.\I was already getting annoyed.\Here's some ginger tea. response:	Oh, ginger tea.
context: She's my student.\Yao Zhe Tian.\It's only because I came\that your backpack got wet.\It's okay.\I was already getting annoyed.\Here's some ginger tea.\Oh, ginger tea. response:	Be careful, it's hot.
context: Yao Zhe Tian.\It's only because I came\that your backpack got wet.\It's okay.\I was already getting annoyed.\Here's some ginger tea.\Oh, ginger tea.\Be careful, it's hot. response:	Thank you.
context: It's only because I came\that your backpack got wet.\It's okay.\I was already getting annoyed.\Here's some ginger tea.\Oh, ginger tea.\Be careful, it's hot.\Thank you. response:	Are you still drawing?
context: that your backpack got wet.\It's okay.\I was already getting annoyed.\Here's some ginger tea.\Oh, ginger tea.\Be careful, it's hot.\Thank you.\Are you still drawing? response:	Yes, I still draw.
context: It's okay.\I was already getting annoyed.\Here's some ginger tea.\Oh, ginger tea.\Be careful, it's hot.\Thank you.\Are you still drawing?\Yes, I still draw. response:	And I plan to continue drawing.
context: I was already getting annoyed.\Here's some ginger tea.\Oh, ginger tea.\Be careful, it's hot.\Thank you.\Are you still drawing?\Yes, I still draw.\And I plan to continue drawing. response:	That's why I decided to go to Shen Zhen.
context: Here's some ginger tea.\Oh, ginger tea.\Be careful, it's hot.\Thank you.\Are you still drawing?\Yes, I still draw.\And I plan to continue drawing.\That's why I decided to go to Shen Zhen. response:	It's a small manga company.
context: Oh, ginger tea.\Be careful, it's hot.\Thank you.\Are you still drawing?\Yes, I still draw.\And I plan to continue drawing.\That's why I decided to go to Shen Zhen.\It's a small manga company. response:	Maybe for me it will be a new beginning.
context: Be careful, it's hot.\Thank you.\Are you still drawing?\Yes, I still draw.\And I plan to continue drawing.\That's why I decided to go to Shen Zhen.\It's a small manga company.\Maybe for me it will be a new beginning. response:	Wait, you're not going to participate in the final exams?
context: Thank you.\Are you still drawing?\Yes, I still draw.\And I plan to continue drawing.\That's why I decided to go to Shen Zhen.\It's a small manga company.\Maybe for me it will be a new beginning.\Wait, you're not going to participate in the final exams? response:	Yeah.
context: Are you still drawing?\Yes, I still draw.\And I plan to continue drawing.\That's why I decided to go to Shen Zhen.\It's a small manga company.\Maybe for me it will be a new beginning.\Wait, you're not going to participate in the final exams?\Yeah. response:	But...
context: Yes, I still draw.\And I plan to continue drawing.\That's why I decided to go to Shen Zhen.\It's a small manga company.\Maybe for me it will be a new beginning.\Wait, you're not going to participate in the final exams?\Yeah.\But... response:	I didn't think that
context: And I plan to continue drawing.\That's why I decided to go to Shen Zhen.\It's a small manga company.\Maybe for me it will be a new beginning.\Wait, you're not going to participate in the final exams?\Yeah.\But...\I didn't think that response:	someone like me
context: That's why I decided to go to Shen Zhen.\It's a small manga company.\Maybe for me it will be a new beginning.\Wait, you're not going to participate in the final exams?\Yeah.\But...\I didn't think that\someone like me response:	was so bad at it.
context: It's a small manga company.\Maybe for me it will be a new beginning.\Wait, you're not going to participate in the final exams?\Yeah.\But...\I didn't think that\someone like me\was so bad at it. response:	When I decided not to go to the final exam, in my heart I felt a little...
context: Maybe for me it will be a new beginning.\Wait, you're not going to participate in the final exams?\Yeah.\But...\I didn't think that\someone like me\was so bad at it.\When I decided not to go to the final exam, in my heart I felt a little... response:	bit of repentance.
context: Wait, you're not going to participate in the final exams?\Yeah.\But...\I didn't think that\someone like me\was so bad at it.\When I decided not to go to the final exam, in my heart I felt a little...\bit of repentance. response:	It's good that this magazine...
context: Yeah.\But...\I didn't think that\someone like me\was so bad at it.\When I decided not to go to the final exam, in my heart I felt a little...\bit of repentance.\It's good that this magazine... response:	Magazine?
context: But...\I didn't think that\someone like me\was so bad at it.\When I decided not to go to the final exam, in my heart I felt a little...\bit of repentance.\It's good that this magazine...\Magazine? response:	My magazines!
context: I didn't think that\someone like me\was so bad at it.\When I decided not to go to the final exam, in my heart I felt a little...\bit of repentance.\It's good that this magazine...\Magazine?\My magazines! response:	Ah, this is bad
context: someone like me\was so bad at it.\When I decided not to go to the final exam, in my heart I felt a little...\bit of repentance.\It's good that this magazine...\Magazine?\My magazines!\Ah, this is bad response:	Everything is wet.
context: was so bad at it.\When I decided not to go to the final exam, in my heart I felt a little...\bit of repentance.\It's good that this magazine...\Magazine?\My magazines!\Ah, this is bad\Everything is wet. response:	I just took them out today.
context: When I decided not to go to the final exam, in my heart I felt a little...\bit of repentance.\It's good that this magazine...\Magazine?\My magazines!\Ah, this is bad\Everything is wet.\I just took them out today. response:	They are all wet.
context: bit of repentance.\It's good that this magazine...\Magazine?\My magazines!\Ah, this is bad\Everything is wet.\I just took them out today.\They are all wet. response:	Your...
context: It's good that this magazine...\Magazine?\My magazines!\Ah, this is bad\Everything is wet.\I just took them out today.\They are all wet.\Your... response:	Did you get them out of the mailbox?
context: Magazine?\My magazines!\Ah, this is bad\Everything is wet.\I just took them out today.\They are all wet.\Your...\Did you get them out of the mailbox? response:	Yes.
context: My magazines!\Ah, this is bad\Everything is wet.\I just took them out today.\They are all wet.\Your...\Did you get them out of the mailbox?\Yes. response:	What are you looking for?
context: Ah, this is bad\Everything is wet.\I just took them out today.\They are all wet.\Your...\Did you get them out of the mailbox?\Yes.\What are you looking for? response:	Oh, no... nothing.
context: Everything is wet.\I just took them out today.\They are all wet.\Your...\Did you get them out of the mailbox?\Yes.\What are you looking for?\Oh, no... nothing. response:	I sneaked them out and I still haven't read any of them.
context: I just took them out today.\They are all wet.\Your...\Did you get them out of the mailbox?\Yes.\What are you looking for?\Oh, no... nothing.\I sneaked them out and I still haven't read any of them. response:	They're all wet.
context: They are all wet.\Your...\Did you get them out of the mailbox?\Yes.\What are you looking for?\Oh, no... nothing.\I sneaked them out and I still haven't read any of them.\They're all wet. response:	It's the first time I sneak them out behind my mother's back.
context: Your...\Did you get them out of the mailbox?\Yes.\What are you looking for?\Oh, no... nothing.\I sneaked them out and I still haven't read any of them.\They're all wet.\It's the first time I sneak them out behind my mother's back. response:	Now I ruined them.
context: Did you get them out of the mailbox?\Yes.\What are you looking for?\Oh, no... nothing.\I sneaked them out and I still haven't read any of them.\They're all wet.\It's the first time I sneak them out behind my mother's back.\Now I ruined them. response:	They got so wet, even if I return them, she will notice.
context: Yes.\What are you looking for?\Oh, no... nothing.\I sneaked them out and I still haven't read any of them.\They're all wet.\It's the first time I sneak them out behind my mother's back.\Now I ruined them.\They got so wet, even if I return them, she will notice. response:	What is this?
context: What are you looking for?\Oh, no... nothing.\I sneaked them out and I still haven't read any of them.\They're all wet.\It's the first time I sneak them out behind my mother's back.\Now I ruined them.\They got so wet, even if I return them, she will notice.\What is this? response:	It seems that there's a letter.
context: Oh, no... nothing.\I sneaked them out and I still haven't read any of them.\They're all wet.\It's the first time I sneak them out behind my mother's back.\Now I ruined them.\They got so wet, even if I return them, she will notice.\What is this?\It seems that there's a letter. response:	Wait.
context: I sneaked them out and I still haven't read any of them.\They're all wet.\It's the first time I sneak them out behind my mother's back.\Now I ruined them.\They got so wet, even if I return them, she will notice.\What is this?\It seems that there's a letter.\Wait. response:	Do you know what it is?
context: They're all wet.\It's the first time I sneak them out behind my mother's back.\Now I ruined them.\They got so wet, even if I return them, she will notice.\What is this?\It seems that there's a letter.\Wait.\Do you know what it is? response:	I don't know what it is.
context: It's the first time I sneak them out behind my mother's back.\Now I ruined them.\They got so wet, even if I return them, she will notice.\What is this?\It seems that there's a letter.\Wait.\Do you know what it is?\I don't know what it is. response:	It's all blurred, you can't see anything.
context: Now I ruined them.\They got so wet, even if I return them, she will notice.\What is this?\It seems that there's a letter.\Wait.\Do you know what it is?\I don't know what it is.\It's all blurred, you can't see anything. response:	Maybe...
context: They got so wet, even if I return them, she will notice.\What is this?\It seems that there's a letter.\Wait.\Do you know what it is?\I don't know what it is.\It's all blurred, you can't see anything.\Maybe... response:	It was a gift from the magazine.
context: What is this?\It seems that there's a letter.\Wait.\Do you know what it is?\I don't know what it is.\It's all blurred, you can't see anything.\Maybe...\It was a gift from the magazine. response:	I think it's not good anymore.
context: It seems that there's a letter.\Wait.\Do you know what it is?\I don't know what it is.\It's all blurred, you can't see anything.\Maybe...\It was a gift from the magazine.\I think it's not good anymore. response:	Throw it away.
context: Wait.\Do you know what it is?\I don't know what it is.\It's all blurred, you can't see anything.\Maybe...\It was a gift from the magazine.\I think it's not good anymore.\Throw it away. response:	Drink some ginger tea.
context: Do you know what it is?\I don't know what it is.\It's all blurred, you can't see anything.\Maybe...\It was a gift from the magazine.\I think it's not good anymore.\Throw it away.\Drink some ginger tea. response:	Don't catch a cold.
context: I don't know what it is.\It's all blurred, you can't see anything.\Maybe...\It was a gift from the magazine.\I think it's not good anymore.\Throw it away.\Drink some ginger tea.\Don't catch a cold. response:	Yeah.
context: It's all blurred, you can't see anything.\Maybe...\It was a gift from the magazine.\I think it's not good anymore.\Throw it away.\Drink some ginger tea.\Don't catch a cold.\Yeah. response:	How spicy.
context: Maybe...\It was a gift from the magazine.\I think it's not good anymore.\Throw it away.\Drink some ginger tea.\Don't catch a cold.\Yeah.\How spicy. response:	Tu Xiao Yi.
context: It was a gift from the magazine.\I think it's not good anymore.\Throw it away.\Drink some ginger tea.\Don't catch a cold.\Yeah.\How spicy.\Tu Xiao Yi. response:	I always want to do something right.
context: I think it's not good anymore.\Throw it away.\Drink some ginger tea.\Don't catch a cold.\Yeah.\How spicy.\Tu Xiao Yi.\I always want to do something right. response:	But it's not always what I end up doing.
context: Throw it away.\Drink some ginger tea.\Don't catch a cold.\Yeah.\How spicy.\Tu Xiao Yi.\I always want to do something right.\But it's not always what I end up doing. response:	If only this morning I hadn't taken out the magazines.
context: Drink some ginger tea.\Don't catch a cold.\Yeah.\How spicy.\Tu Xiao Yi.\I always want to do something right.\But it's not always what I end up doing.\If only this morning I hadn't taken out the magazines. response:	There wouldn't have been a need to return them in time.
context: Don't catch a cold.\Yeah.\How spicy.\Tu Xiao Yi.\I always want to do something right.\But it's not always what I end up doing.\If only this morning I hadn't taken out the magazines.\There wouldn't have been a need to return them in time. response:	It's like with us...
context: Yeah.\How spicy.\Tu Xiao Yi.\I always want to do something right.\But it's not always what I end up doing.\If only this morning I hadn't taken out the magazines.\There wouldn't have been a need to return them in time.\It's like with us... response:	You have to remember
context: How spicy.\Tu Xiao Yi.\I always want to do something right.\But it's not always what I end up doing.\If only this morning I hadn't taken out the magazines.\There wouldn't have been a need to return them in time.\It's like with us...\You have to remember response:	that If you have something that you really like
context: Tu Xiao Yi.\I always want to do something right.\But it's not always what I end up doing.\If only this morning I hadn't taken out the magazines.\There wouldn't have been a need to return them in time.\It's like with us...\You have to remember\that If you have something that you really like response:	then make it shine.
context: I always want to do something right.\But it's not always what I end up doing.\If only this morning I hadn't taken out the magazines.\There wouldn't have been a need to return them in time.\It's like with us...\You have to remember\that If you have something that you really like\then make it shine. response:	If you like someone
context: But it's not always what I end up doing.\If only this morning I hadn't taken out the magazines.\There wouldn't have been a need to return them in time.\It's like with us...\You have to remember\that If you have something that you really like\then make it shine.\If you like someone response:	make them shine as well.
context: If only this morning I hadn't taken out the magazines.\There wouldn't have been a need to return them in time.\It's like with us...\You have to remember\that If you have something that you really like\then make it shine.\If you like someone\make them shine as well. response:	Although even if in the end you can't be together,
context: There wouldn't have been a need to return them in time.\It's like with us...\You have to remember\that If you have something that you really like\then make it shine.\If you like someone\make them shine as well.\Although even if in the end you can't be together, response:	It doesn't matter.
context: It's like with us...\You have to remember\that If you have something that you really like\then make it shine.\If you like someone\make them shine as well.\Although even if in the end you can't be together,\It doesn't matter. response:	Why?
context: You have to remember\that If you have something that you really like\then make it shine.\If you like someone\make them shine as well.\Although even if in the end you can't be together,\It doesn't matter.\Why? response:	You'll probably like that person.
context: that If you have something that you really like\then make it shine.\If you like someone\make them shine as well.\Although even if in the end you can't be together,\It doesn't matter.\Why?\You'll probably like that person. response:	You'll shine for liking him.
context: then make it shine.\If you like someone\make them shine as well.\Although even if in the end you can't be together,\It doesn't matter.\Why?\You'll probably like that person.\You'll shine for liking him. response:	You found what you really like.
context: If you like someone\make them shine as well.\Although even if in the end you can't be together,\It doesn't matter.\Why?\You'll probably like that person.\You'll shine for liking him.\You found what you really like. response:	I won't give up.
context: make them shine as well.\Although even if in the end you can't be together,\It doesn't matter.\Why?\You'll probably like that person.\You'll shine for liking him.\You found what you really like.\I won't give up. response:	University wish list and career.
context: Although even if in the end you can't be together,\It doesn't matter.\Why?\You'll probably like that person.\You'll shine for liking him.\You found what you really like.\I won't give up.\University wish list and career. response:	Psychology Education
context: It doesn't matter.\Why?\You'll probably like that person.\You'll shine for liking him.\You found what you really like.\I won't give up.\University wish list and career.\Psychology Education response:	I wish everyone to shine in their own way.
context: Why?\You'll probably like that person.\You'll shine for liking him.\You found what you really like.\I won't give up.\University wish list and career.\Psychology Education\I wish everyone to shine in their own way. response:	Yes, Hua Sheng, don't cry.
context: You'll probably like that person.\You'll shine for liking him.\You found what you really like.\I won't give up.\University wish list and career.\Psychology Education\I wish everyone to shine in their own way.\Yes, Hua Sheng, don't cry. response:	When I get there, I will call you.
context: You'll shine for liking him.\You found what you really like.\I won't give up.\University wish list and career.\Psychology Education\I wish everyone to shine in their own way.\Yes, Hua Sheng, don't cry.\When I get there, I will call you. response:	You have to take care.
context: You found what you really like.\I won't give up.\University wish list and career.\Psychology Education\I wish everyone to shine in their own way.\Yes, Hua Sheng, don't cry.\When I get there, I will call you.\You have to take care. response:	Tu Xiao Yi.
context: I won't give up.\University wish list and career.\Psychology Education\I wish everyone to shine in their own way.\Yes, Hua Sheng, don't cry.\When I get there, I will call you.\You have to take care.\Tu Xiao Yi. response:	This is for you.
context: University wish list and career.\Psychology Education\I wish everyone to shine in their own way.\Yes, Hua Sheng, don't cry.\When I get there, I will call you.\You have to take care.\Tu Xiao Yi.\This is for you. response:	Keep it as a memento.
context: Psychology Education\I wish everyone to shine in their own way.\Yes, Hua Sheng, don't cry.\When I get there, I will call you.\You have to take care.\Tu Xiao Yi.\This is for you.\Keep it as a memento. response:	Yes
context: I wish everyone to shine in their own way.\Yes, Hua Sheng, don't cry.\When I get there, I will call you.\You have to take care.\Tu Xiao Yi.\This is for you.\Keep it as a memento.\Yes response:	Thank you.
context: Yes, Hua Sheng, don't cry.\When I get there, I will call you.\You have to take care.\Tu Xiao Yi.\This is for you.\Keep it as a memento.\Yes\Thank you. response:	You don't need to go further, right here it's good.
context: When I get there, I will call you.\You have to take care.\Tu Xiao Yi.\This is for you.\Keep it as a memento.\Yes\Thank you.\You don't need to go further, right here it's good. response:	Tu Xiao Yi.
context: You have to take care.\Tu Xiao Yi.\This is for you.\Keep it as a memento.\Yes\Thank you.\You don't need to go further, right here it's good.\Tu Xiao Yi. response:	Don't forget us when you get to the big city!
context: Tu Xiao Yi.\This is for you.\Keep it as a memento.\Yes\Thank you.\You don't need to go further, right here it's good.\Tu Xiao Yi.\Don't forget us when you get to the big city! response:	Be a genius!
context: This is for you.\Keep it as a memento.\Yes\Thank you.\You don't need to go further, right here it's good.\Tu Xiao Yi.\Don't forget us when you get to the big city!\Be a genius! response:	Tu Xiao Yi!
context: Keep it as a memento.\Yes\Thank you.\You don't need to go further, right here it's good.\Tu Xiao Yi.\Don't forget us when you get to the big city!\Be a genius!\Tu Xiao Yi! response:	Try hard.
context: Yes\Thank you.\You don't need to go further, right here it's good.\Tu Xiao Yi.\Don't forget us when you get to the big city!\Be a genius!\Tu Xiao Yi!\Try hard. response:	Help me give this to Tu Xiao Yi.
context: Thank you.\You don't need to go further, right here it's good.\Tu Xiao Yi.\Don't forget us when you get to the big city!\Be a genius!\Tu Xiao Yi!\Try hard.\Help me give this to Tu Xiao Yi. response:	Tell him It's from you.
context: You don't need to go further, right here it's good.\Tu Xiao Yi.\Don't forget us when you get to the big city!\Be a genius!\Tu Xiao Yi!\Try hard.\Help me give this to Tu Xiao Yi.\Tell him It's from you. response:	Why?
context: Tu Xiao Yi.\Don't forget us when you get to the big city!\Be a genius!\Tu Xiao Yi!\Try hard.\Help me give this to Tu Xiao Yi.\Tell him It's from you.\Why? response:	Just give it to him.
context: Don't forget us when you get to the big city!\Be a genius!\Tu Xiao Yi!\Try hard.\Help me give this to Tu Xiao Yi.\Tell him It's from you.\Why?\Just give it to him. response:	Right then I knew...
context: Be a genius!\Tu Xiao Yi!\Try hard.\Help me give this to Tu Xiao Yi.\Tell him It's from you.\Why?\Just give it to him.\Right then I knew... response:	From that moment I knew
