context: 7 hours ago response:	7 hours ago
context: Inspector, which riot locations were we asked to suppress first?\Let's see...\Here they are.\I think he's been playing us from the start.\What if the whole thing was set up so that the riots would flare up\in such a way that all the CID's detectives would be lured out?\You don't mean... No way!\I've spent these last five years desperately trying to figure out the Sibyl System. response:	Distributed parallel processing by servers installed throughout the metropolitan area.
context: Let's see...\Here they are.\I think he's been playing us from the start.\What if the whole thing was set up so that the riots would flare up\in such a way that all the CID's detectives would be lured out?\You don't mean... No way!\I've spent these last five years desperately trying to figure out the Sibyl System.\Distributed parallel processing by servers installed throughout the metropolitan area. response:	A model system that makes iron-clad fault tolerance a reality.
context: Here they are.\I think he's been playing us from the start.\What if the whole thing was set up so that the riots would flare up\in such a way that all the CID's detectives would be lured out?\You don't mean... No way!\I've spent these last five years desperately trying to figure out the Sibyl System.\Distributed parallel processing by servers installed throughout the metropolitan area.\A model system that makes iron-clad fault tolerance a reality. response:	Those are the catchphrases used by the Ministry of Welfare.
context: I think he's been playing us from the start.\What if the whole thing was set up so that the riots would flare up\in such a way that all the CID's detectives would be lured out?\You don't mean... No way!\I've spent these last five years desperately trying to figure out the Sibyl System.\Distributed parallel processing by servers installed throughout the metropolitan area.\A model system that makes iron-clad fault tolerance a reality.\Those are the catchphrases used by the Ministry of Welfare. response:	Of course, analyzing and measuring the Psycho-Pass of every citizen in this country
context: What if the whole thing was set up so that the riots would flare up\in such a way that all the CID's detectives would be lured out?\You don't mean... No way!\I've spent these last five years desperately trying to figure out the Sibyl System.\Distributed parallel processing by servers installed throughout the metropolitan area.\A model system that makes iron-clad fault tolerance a reality.\Those are the catchphrases used by the Ministry of Welfare.\Of course, analyzing and measuring the Psycho-Pass of every citizen in this country response:	requires a great deal of computing power.
context: in such a way that all the CID's detectives would be lured out?\You don't mean... No way!\I've spent these last five years desperately trying to figure out the Sibyl System.\Distributed parallel processing by servers installed throughout the metropolitan area.\A model system that makes iron-clad fault tolerance a reality.\Those are the catchphrases used by the Ministry of Welfare.\Of course, analyzing and measuring the Psycho-Pass of every citizen in this country\requires a great deal of computing power. response:	As you might imagine, such computational feats are impossible without distributed computing over a series of nodes.
context: You don't mean... No way!\I've spent these last five years desperately trying to figure out the Sibyl System.\Distributed parallel processing by servers installed throughout the metropolitan area.\A model system that makes iron-clad fault tolerance a reality.\Those are the catchphrases used by the Ministry of Welfare.\Of course, analyzing and measuring the Psycho-Pass of every citizen in this country\requires a great deal of computing power.\As you might imagine, such computational feats are impossible without distributed computing over a series of nodes. response:	However, the more I looked into it, the more I realized
context: I've spent these last five years desperately trying to figure out the Sibyl System.\Distributed parallel processing by servers installed throughout the metropolitan area.\A model system that makes iron-clad fault tolerance a reality.\Those are the catchphrases used by the Ministry of Welfare.\Of course, analyzing and measuring the Psycho-Pass of every citizen in this country\requires a great deal of computing power.\As you might imagine, such computational feats are impossible without distributed computing over a series of nodes.\However, the more I looked into it, the more I realized response:	that something about the flow of data made no sense.
context: Distributed parallel processing by servers installed throughout the metropolitan area.\A model system that makes iron-clad fault tolerance a reality.\Those are the catchphrases used by the Ministry of Welfare.\Of course, analyzing and measuring the Psycho-Pass of every citizen in this country\requires a great deal of computing power.\As you might imagine, such computational feats are impossible without distributed computing over a series of nodes.\However, the more I looked into it, the more I realized\that something about the flow of data made no sense. response:	Scanners throughout town, authorized counseling AIs, the Dominators, and so on...
context: A model system that makes iron-clad fault tolerance a reality.\Those are the catchphrases used by the Ministry of Welfare.\Of course, analyzing and measuring the Psycho-Pass of every citizen in this country\requires a great deal of computing power.\As you might imagine, such computational feats are impossible without distributed computing over a series of nodes.\However, the more I looked into it, the more I realized\that something about the flow of data made no sense.\Scanners throughout town, authorized counseling AIs, the Dominators, and so on... response:	At first glance, it looked like the data was just being distributed throughout the grid,
context: Those are the catchphrases used by the Ministry of Welfare.\Of course, analyzing and measuring the Psycho-Pass of every citizen in this country\requires a great deal of computing power.\As you might imagine, such computational feats are impossible without distributed computing over a series of nodes.\However, the more I looked into it, the more I realized\that something about the flow of data made no sense.\Scanners throughout town, authorized counseling AIs, the Dominators, and so on...\At first glance, it looked like the data was just being distributed throughout the grid, response:	but it was actually just being passed from one place to another.
context: Of course, analyzing and measuring the Psycho-Pass of every citizen in this country\requires a great deal of computing power.\As you might imagine, such computational feats are impossible without distributed computing over a series of nodes.\However, the more I looked into it, the more I realized\that something about the flow of data made no sense.\Scanners throughout town, authorized counseling AIs, the Dominators, and so on...\At first glance, it looked like the data was just being distributed throughout the grid,\but it was actually just being passed from one place to another. response:	Then, I finally noticed it.
context: requires a great deal of computing power.\As you might imagine, such computational feats are impossible without distributed computing over a series of nodes.\However, the more I looked into it, the more I realized\that something about the flow of data made no sense.\Scanners throughout town, authorized counseling AIs, the Dominators, and so on...\At first glance, it looked like the data was just being distributed throughout the grid,\but it was actually just being passed from one place to another.\Then, I finally noticed it. response:	There's a single relay point that every piece of data transmitted through the Sibyl System
context: As you might imagine, such computational feats are impossible without distributed computing over a series of nodes.\However, the more I looked into it, the more I realized\that something about the flow of data made no sense.\Scanners throughout town, authorized counseling AIs, the Dominators, and so on...\At first glance, it looked like the data was just being distributed throughout the grid,\but it was actually just being passed from one place to another.\Then, I finally noticed it.\There's a single relay point that every piece of data transmitted through the Sibyl System response:	passes through at least once, without exception.
context: However, the more I looked into it, the more I realized\that something about the flow of data made no sense.\Scanners throughout town, authorized counseling AIs, the Dominators, and so on...\At first glance, it looked like the data was just being distributed throughout the grid,\but it was actually just being passed from one place to another.\Then, I finally noticed it.\There's a single relay point that every piece of data transmitted through the Sibyl System\passes through at least once, without exception. response:	If we consider the possibility that there is a stand-alone system hidden there
context: that something about the flow of data made no sense.\Scanners throughout town, authorized counseling AIs, the Dominators, and so on...\At first glance, it looked like the data was just being distributed throughout the grid,\but it was actually just being passed from one place to another.\Then, I finally noticed it.\There's a single relay point that every piece of data transmitted through the Sibyl System\passes through at least once, without exception.\If we consider the possibility that there is a stand-alone system hidden there response:	that is responsible for all of Sibyl's processing and computation,
context: Scanners throughout town, authorized counseling AIs, the Dominators, and so on...\At first glance, it looked like the data was just being distributed throughout the grid,\but it was actually just being passed from one place to another.\Then, I finally noticed it.\There's a single relay point that every piece of data transmitted through the Sibyl System\passes through at least once, without exception.\If we consider the possibility that there is a stand-alone system hidden there\that is responsible for all of Sibyl's processing and computation, response:	everything makes sense.
context: At first glance, it looked like the data was just being distributed throughout the grid,\but it was actually just being passed from one place to another.\Then, I finally noticed it.\There's a single relay point that every piece of data transmitted through the Sibyl System\passes through at least once, without exception.\If we consider the possibility that there is a stand-alone system hidden there\that is responsible for all of Sibyl's processing and computation,\everything makes sense. response:	You really are a genius.
context: but it was actually just being passed from one place to another.\Then, I finally noticed it.\There's a single relay point that every piece of data transmitted through the Sibyl System\passes through at least once, without exception.\If we consider the possibility that there is a stand-alone system hidden there\that is responsible for all of Sibyl's processing and computation,\everything makes sense.\You really are a genius. response:	What's strange, though, is its capacity.
context: Then, I finally noticed it.\There's a single relay point that every piece of data transmitted through the Sibyl System\passes through at least once, without exception.\If we consider the possibility that there is a stand-alone system hidden there\that is responsible for all of Sibyl's processing and computation,\everything makes sense.\You really are a genius.\What's strange, though, is its capacity. response:	If everything really is handled by this one system,
context: There's a single relay point that every piece of data transmitted through the Sibyl System\passes through at least once, without exception.\If we consider the possibility that there is a stand-alone system hidden there\that is responsible for all of Sibyl's processing and computation,\everything makes sense.\You really are a genius.\What's strange, though, is its capacity.\If everything really is handled by this one system, response:	the sheer throughput it must have is beyond what should be possible with current technology.
context: passes through at least once, without exception.\If we consider the possibility that there is a stand-alone system hidden there\that is responsible for all of Sibyl's processing and computation,\everything makes sense.\You really are a genius.\What's strange, though, is its capacity.\If everything really is handled by this one system,\the sheer throughput it must have is beyond what should be possible with current technology. response:	As well as that, it makes no sense to put it all in one place to begin with.
context: If we consider the possibility that there is a stand-alone system hidden there\that is responsible for all of Sibyl's processing and computation,\everything makes sense.\You really are a genius.\What's strange, though, is its capacity.\If everything really is handled by this one system,\the sheer throughput it must have is beyond what should be possible with current technology.\As well as that, it makes no sense to put it all in one place to begin with. response:	It's far too great of a security risk no matter how you look at it.
context: that is responsible for all of Sibyl's processing and computation,\everything makes sense.\You really are a genius.\What's strange, though, is its capacity.\If everything really is handled by this one system,\the sheer throughput it must have is beyond what should be possible with current technology.\As well as that, it makes no sense to put it all in one place to begin with.\It's far too great of a security risk no matter how you look at it. response:	Maybe they just want to keep it secret at all costs.
context: everything makes sense.\You really are a genius.\What's strange, though, is its capacity.\If everything really is handled by this one system,\the sheer throughput it must have is beyond what should be possible with current technology.\As well as that, it makes no sense to put it all in one place to begin with.\It's far too great of a security risk no matter how you look at it.\Maybe they just want to keep it secret at all costs. response:	Exactly.
context: You really are a genius.\What's strange, though, is its capacity.\If everything really is handled by this one system,\the sheer throughput it must have is beyond what should be possible with current technology.\As well as that, it makes no sense to put it all in one place to begin with.\It's far too great of a security risk no matter how you look at it.\Maybe they just want to keep it secret at all costs.\Exactly. response:	But when I discover something that fishy, I can't help but sniff around.
context: What's strange, though, is its capacity.\If everything really is handled by this one system,\the sheer throughput it must have is beyond what should be possible with current technology.\As well as that, it makes no sense to put it all in one place to begin with.\It's far too great of a security risk no matter how you look at it.\Maybe they just want to keep it secret at all costs.\Exactly.\But when I discover something that fishy, I can't help but sniff around. response:	I had to find out the truth behind the Sibyl System.
context: If everything really is handled by this one system,\the sheer throughput it must have is beyond what should be possible with current technology.\As well as that, it makes no sense to put it all in one place to begin with.\It's far too great of a security risk no matter how you look at it.\Maybe they just want to keep it secret at all costs.\Exactly.\But when I discover something that fishy, I can't help but sniff around.\I had to find out the truth behind the Sibyl System. response:	And you tracked it back to this facility?
context: the sheer throughput it must have is beyond what should be possible with current technology.\As well as that, it makes no sense to put it all in one place to begin with.\It's far too great of a security risk no matter how you look at it.\Maybe they just want to keep it secret at all costs.\Exactly.\But when I discover something that fishy, I can't help but sniff around.\I had to find out the truth behind the Sibyl System.\And you tracked it back to this facility? response:	This is the relay point at which all the cymatic scan data intersects.
context: As well as that, it makes no sense to put it all in one place to begin with.\It's far too great of a security risk no matter how you look at it.\Maybe they just want to keep it secret at all costs.\Exactly.\But when I discover something that fishy, I can't help but sniff around.\I had to find out the truth behind the Sibyl System.\And you tracked it back to this facility?\This is the relay point at which all the cymatic scan data intersects. response:	There are also clear signs that the true power consumption in this area has been concealed.
context: It's far too great of a security risk no matter how you look at it.\Maybe they just want to keep it secret at all costs.\Exactly.\But when I discover something that fishy, I can't help but sniff around.\I had to find out the truth behind the Sibyl System.\And you tracked it back to this facility?\This is the relay point at which all the cymatic scan data intersects.\There are also clear signs that the true power consumption in this area has been concealed. response:	I'm almost certain that the Sibyl System resides within this building: the Ministry of Welfare's Nona Tower.
context: Maybe they just want to keep it secret at all costs.\Exactly.\But when I discover something that fishy, I can't help but sniff around.\I had to find out the truth behind the Sibyl System.\And you tracked it back to this facility?\This is the relay point at which all the cymatic scan data intersects.\There are also clear signs that the true power consumption in this area has been concealed.\I'm almost certain that the Sibyl System resides within this building: the Ministry of Welfare's Nona Tower. response:	Well, then...
context: Exactly.\But when I discover something that fishy, I can't help but sniff around.\I had to find out the truth behind the Sibyl System.\And you tracked it back to this facility?\This is the relay point at which all the cymatic scan data intersects.\There are also clear signs that the true power consumption in this area has been concealed.\I'm almost certain that the Sibyl System resides within this building: the Ministry of Welfare's Nona Tower.\Well, then... response:	why don't we all uncover the heart of the Great Prophetess?
context: But when I discover something that fishy, I can't help but sniff around.\I had to find out the truth behind the Sibyl System.\And you tracked it back to this facility?\This is the relay point at which all the cymatic scan data intersects.\There are also clear signs that the true power consumption in this area has been concealed.\I'm almost certain that the Sibyl System resides within this building: the Ministry of Welfare's Nona Tower.\Well, then...\why don't we all uncover the heart of the Great Prophetess? response:	Inspector Ginoza!
context: I had to find out the truth behind the Sibyl System.\And you tracked it back to this facility?\This is the relay point at which all the cymatic scan data intersects.\There are also clear signs that the true power consumption in this area has been concealed.\I'm almost certain that the Sibyl System resides within this building: the Ministry of Welfare's Nona Tower.\Well, then...\why don't we all uncover the heart of the Great Prophetess?\Inspector Ginoza! response:	The man behind these incidents is planning to attack the Ministry of Welfare's Nona Tower!
context: And you tracked it back to this facility?\This is the relay point at which all the cymatic scan data intersects.\There are also clear signs that the true power consumption in this area has been concealed.\I'm almost certain that the Sibyl System resides within this building: the Ministry of Welfare's Nona Tower.\Well, then...\why don't we all uncover the heart of the Great Prophetess?\Inspector Ginoza!\The man behind these incidents is planning to attack the Ministry of Welfare's Nona Tower! response:	The riots are just a diversion!
context: This is the relay point at which all the cymatic scan data intersects.\There are also clear signs that the true power consumption in this area has been concealed.\I'm almost certain that the Sibyl System resides within this building: the Ministry of Welfare's Nona Tower.\Well, then...\why don't we all uncover the heart of the Great Prophetess?\Inspector Ginoza!\The man behind these incidents is planning to attack the Ministry of Welfare's Nona Tower!\The riots are just a diversion! response:	Don't be ridiculous!
context: There are also clear signs that the true power consumption in this area has been concealed.\I'm almost certain that the Sibyl System resides within this building: the Ministry of Welfare's Nona Tower.\Well, then...\why don't we all uncover the heart of the Great Prophetess?\Inspector Ginoza!\The man behind these incidents is planning to attack the Ministry of Welfare's Nona Tower!\The riots are just a diversion!\Don't be ridiculous! response:	You are not to leave your post based on groundless speculation!
context: I'm almost certain that the Sibyl System resides within this building: the Ministry of Welfare's Nona Tower.\Well, then...\why don't we all uncover the heart of the Great Prophetess?\Inspector Ginoza!\The man behind these incidents is planning to attack the Ministry of Welfare's Nona Tower!\The riots are just a diversion!\Don't be ridiculous!\You are not to leave your post based on groundless speculation! response:	People's lives are at stake!
context: Well, then...\why don't we all uncover the heart of the Great Prophetess?\Inspector Ginoza!\The man behind these incidents is planning to attack the Ministry of Welfare's Nona Tower!\The riots are just a diversion!\Don't be ridiculous!\You are not to leave your post based on groundless speculation!\People's lives are at stake! response:	But since all the Inspectors and Enforcers are out on the field, the government district in the Chuo Ward is empty!
context: why don't we all uncover the heart of the Great Prophetess?\Inspector Ginoza!\The man behind these incidents is planning to attack the Ministry of Welfare's Nona Tower!\The riots are just a diversion!\Don't be ridiculous!\You are not to leave your post based on groundless speculation!\People's lives are at stake!\But since all the Inspectors and Enforcers are out on the field, the government district in the Chuo Ward is empty! response:	The guard Drones might as well be scarecrows to these guys!
context: Inspector Ginoza!\The man behind these incidents is planning to attack the Ministry of Welfare's Nona Tower!\The riots are just a diversion!\Don't be ridiculous!\You are not to leave your post based on groundless speculation!\People's lives are at stake!\But since all the Inspectors and Enforcers are out on the field, the government district in the Chuo Ward is empty!\The guard Drones might as well be scarecrows to these guys! response:	If we stay here and let them carry out their plan, we won't get a second chance to stop them!
context: The man behind these incidents is planning to attack the Ministry of Welfare's Nona Tower!\The riots are just a diversion!\Don't be ridiculous!\You are not to leave your post based on groundless speculation!\People's lives are at stake!\But since all the Inspectors and Enforcers are out on the field, the government district in the Chuo Ward is empty!\The guard Drones might as well be scarecrows to these guys!\If we stay here and let them carry out their plan, we won't get a second chance to stop them! response:	Please let us go, if only us!
context: The riots are just a diversion!\Don't be ridiculous!\You are not to leave your post based on groundless speculation!\People's lives are at stake!\But since all the Inspectors and Enforcers are out on the field, the government district in the Chuo Ward is empty!\The guard Drones might as well be scarecrows to these guys!\If we stay here and let them carry out their plan, we won't get a second chance to stop them!\Please let us go, if only us! response:	Okay!
context: Don't be ridiculous!\You are not to leave your post based on groundless speculation!\People's lives are at stake!\But since all the Inspectors and Enforcers are out on the field, the government district in the Chuo Ward is empty!\The guard Drones might as well be scarecrows to these guys!\If we stay here and let them carry out their plan, we won't get a second chance to stop them!\Please let us go, if only us!\Okay! response:	You guys go there first and find out what's happening!
context: You are not to leave your post based on groundless speculation!\People's lives are at stake!\But since all the Inspectors and Enforcers are out on the field, the government district in the Chuo Ward is empty!\The guard Drones might as well be scarecrows to these guys!\If we stay here and let them carry out their plan, we won't get a second chance to stop them!\Please let us go, if only us!\Okay!\You guys go there first and find out what's happening! response:	We'll continue to suppress the riots in each area.
context: People's lives are at stake!\But since all the Inspectors and Enforcers are out on the field, the government district in the Chuo Ward is empty!\The guard Drones might as well be scarecrows to these guys!\If we stay here and let them carry out their plan, we won't get a second chance to stop them!\Please let us go, if only us!\Okay!\You guys go there first and find out what's happening!\We'll continue to suppress the riots in each area. response:	If anything happens, let me know immediately!
context: But since all the Inspectors and Enforcers are out on the field, the government district in the Chuo Ward is empty!\The guard Drones might as well be scarecrows to these guys!\If we stay here and let them carry out their plan, we won't get a second chance to stop them!\Please let us go, if only us!\Okay!\You guys go there first and find out what's happening!\We'll continue to suppress the riots in each area.\If anything happens, let me know immediately! response:	Okay!
context: The guard Drones might as well be scarecrows to these guys!\If we stay here and let them carry out their plan, we won't get a second chance to stop them!\Please let us go, if only us!\Okay!\You guys go there first and find out what's happening!\We'll continue to suppress the riots in each area.\If anything happens, let me know immediately!\Okay! response:	Here it is!
context: If we stay here and let them carry out their plan, we won't get a second chance to stop them!\Please let us go, if only us!\Okay!\You guys go there first and find out what's happening!\We'll continue to suppress the riots in each area.\If anything happens, let me know immediately!\Okay!\Here it is! response:	There's no way I could love anyone,
context: Please let us go, if only us!\Okay!\You guys go there first and find out what's happening!\We'll continue to suppress the riots in each area.\If anything happens, let me know immediately!\Okay!\Here it is!\There's no way I could love anyone, response:	There's no way I could love anyone,
context: Okay!\You guys go there first and find out what's happening!\We'll continue to suppress the riots in each area.\If anything happens, let me know immediately!\Okay!\Here it is!\There's no way I could love anyone,\There's no way I could love anyone, response:	but I wish to be loved by someone in turn
context: You guys go there first and find out what's happening!\We'll continue to suppress the riots in each area.\If anything happens, let me know immediately!\Okay!\Here it is!\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn response:	but I wish to be loved by someone in turn
context: We'll continue to suppress the riots in each area.\If anything happens, let me know immediately!\Okay!\Here it is!\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn response:	The world may not have
context: If anything happens, let me know immediately!\Okay!\Here it is!\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have response:	The world may not have
context: Okay!\Here it is!\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have response:	ended yesterday after all,
context: Here it is!\There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all, response:	ended yesterday after all,
context: There's no way I could love anyone,\There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all, response:	but we will not budge
context: There's no way I could love anyone,\but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge response:	but we will not budge
context: but I wish to be loved by someone in turn\but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge response:	from where we are
context: but I wish to be loved by someone in turn\The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are response:	from where we are
context: The world may not have\The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are response:	God, in favor of which parts have you left us?
context: The world may not have\ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us? response:	God, in favor of which parts have you left us?
context: ended yesterday after all,\ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us? response:	I receive no reply
context: ended yesterday after all,\but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply response:	I receive no reply
context: but we will not budge\but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply response:	I never do
context: but we will not budge\from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do response:	I never do
context: from where we are\from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do response:	Are you still here?
context: from where we are\God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here? response:	Are you still here?
context: God, in favor of which parts have you left us?\God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here? response:	You'll never walk alone
context: God, in favor of which parts have you left us?\I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone response:	You'll never walk alone
context: I receive no reply\I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone response:	I walk with you
context: I receive no reply\I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you response:	I walk with you
context: I never do\I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you response:	I will share all your sins
context: I never do\Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins response:	I will share all your sins
context: Are you still here?\Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins response:	Together with you
context: Are you still here?\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you response:	Together with you
context: You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you response:	I walk
context: You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk response:	I walk
context: I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk response:	a trackless path
context: I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path response:	a trackless path
context: I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path\a trackless path response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: Together with you\Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
