context: Our adolescence is the season of love. response:	Our hearts flutter. We feel restless. And we're curious about boys.
context: What the hell is with you?\That hurt.\I didn't go through the trouble of getting us to Nagasaki so you could do that, you idiot!\You're an idiot. Seriously. An idiot.\What do you mean, the trouble?\The trip's plan.\The reason that I had it changed to Nagasaki.\No, I can't do it. response:	If we're going to fight the past, you're the only one who can take that place.
context: That hurt.\I didn't go through the trouble of getting us to Nagasaki so you could do that, you idiot!\You're an idiot. Seriously. An idiot.\What do you mean, the trouble?\The trip's plan.\The reason that I had it changed to Nagasaki.\No, I can't do it.\If we're going to fight the past, you're the only one who can take that place. response:	You're the only one who knows the old Mabuchi.
context: I didn't go through the trouble of getting us to Nagasaki so you could do that, you idiot!\You're an idiot. Seriously. An idiot.\What do you mean, the trouble?\The trip's plan.\The reason that I had it changed to Nagasaki.\No, I can't do it.\If we're going to fight the past, you're the only one who can take that place.\You're the only one who knows the old Mabuchi. response:	But I have plans with Kikuchi-kun.
context: You're an idiot. Seriously. An idiot.\What do you mean, the trouble?\The trip's plan.\The reason that I had it changed to Nagasaki.\No, I can't do it.\If we're going to fight the past, you're the only one who can take that place.\You're the only one who knows the old Mabuchi.\But I have plans with Kikuchi-kun. response:	And...
context: What do you mean, the trouble?\The trip's plan.\The reason that I had it changed to Nagasaki.\No, I can't do it.\If we're going to fight the past, you're the only one who can take that place.\You're the only one who knows the old Mabuchi.\But I have plans with Kikuchi-kun.\And... response:	Kou going to that place...
context: The trip's plan.\The reason that I had it changed to Nagasaki.\No, I can't do it.\If we're going to fight the past, you're the only one who can take that place.\You're the only one who knows the old Mabuchi.\But I have plans with Kikuchi-kun.\And...\Kou going to that place... response:	It'll never work.
context: The reason that I had it changed to Nagasaki.\No, I can't do it.\If we're going to fight the past, you're the only one who can take that place.\You're the only one who knows the old Mabuchi.\But I have plans with Kikuchi-kun.\And...\Kou going to that place...\It'll never work. response:	The one who can get him there
context: No, I can't do it.\If we're going to fight the past, you're the only one who can take that place.\You're the only one who knows the old Mabuchi.\But I have plans with Kikuchi-kun.\And...\Kou going to that place...\It'll never work.\The one who can get him there response:	is the class leader. You, Yoshioka Futaba.
context: If we're going to fight the past, you're the only one who can take that place.\You're the only one who knows the old Mabuchi.\But I have plans with Kikuchi-kun.\And...\Kou going to that place...\It'll never work.\The one who can get him there\is the class leader. You, Yoshioka Futaba. response:	You said that you want to take back Mabuchi's smile, right?
context: You're the only one who knows the old Mabuchi.\But I have plans with Kikuchi-kun.\And...\Kou going to that place...\It'll never work.\The one who can get him there\is the class leader. You, Yoshioka Futaba.\You said that you want to take back Mabuchi's smile, right? response:	Was that a lie?
context: But I have plans with Kikuchi-kun.\And...\Kou going to that place...\It'll never work.\The one who can get him there\is the class leader. You, Yoshioka Futaba.\You said that you want to take back Mabuchi's smile, right?\Was that a lie? response:	We feel the same way.
context: And...\Kou going to that place...\It'll never work.\The one who can get him there\is the class leader. You, Yoshioka Futaba.\You said that you want to take back Mabuchi's smile, right?\Was that a lie?\We feel the same way. response:	Hey, Kou.
context: Kou going to that place...\It'll never work.\The one who can get him there\is the class leader. You, Yoshioka Futaba.\You said that you want to take back Mabuchi's smile, right?\Was that a lie?\We feel the same way.\Hey, Kou. response:	Can you really not forgive yourself?
context: It'll never work.\The one who can get him there\is the class leader. You, Yoshioka Futaba.\You said that you want to take back Mabuchi's smile, right?\Was that a lie?\We feel the same way.\Hey, Kou.\Can you really not forgive yourself? response:	How about making sure of that?
context: The one who can get him there\is the class leader. You, Yoshioka Futaba.\You said that you want to take back Mabuchi's smile, right?\Was that a lie?\We feel the same way.\Hey, Kou.\Can you really not forgive yourself?\How about making sure of that? response:	Before meeting up with Narumi-cchi,
context: is the class leader. You, Yoshioka Futaba.\You said that you want to take back Mabuchi's smile, right?\Was that a lie?\We feel the same way.\Hey, Kou.\Can you really not forgive yourself?\How about making sure of that?\Before meeting up with Narumi-cchi, response:	at least kick away the past first.
context: You said that you want to take back Mabuchi's smile, right?\Was that a lie?\We feel the same way.\Hey, Kou.\Can you really not forgive yourself?\How about making sure of that?\Before meeting up with Narumi-cchi,\at least kick away the past first. response:	That's what we're asking of you.
context: Was that a lie?\We feel the same way.\Hey, Kou.\Can you really not forgive yourself?\How about making sure of that?\Before meeting up with Narumi-cchi,\at least kick away the past first.\That's what we're asking of you. response:	Okay, don't be late for meeting back up!
context: We feel the same way.\Hey, Kou.\Can you really not forgive yourself?\How about making sure of that?\Before meeting up with Narumi-cchi,\at least kick away the past first.\That's what we're asking of you.\Okay, don't be late for meeting back up! response:	Everyone, make sure you come back!
context: Hey, Kou.\Can you really not forgive yourself?\How about making sure of that?\Before meeting up with Narumi-cchi,\at least kick away the past first.\That's what we're asking of you.\Okay, don't be late for meeting back up!\Everyone, make sure you come back! response:	Please let me take Futaba-chan for the day.
context: Can you really not forgive yourself?\How about making sure of that?\Before meeting up with Narumi-cchi,\at least kick away the past first.\That's what we're asking of you.\Okay, don't be late for meeting back up!\Everyone, make sure you come back!\Please let me take Futaba-chan for the day. response:	If one of your friends was sending out a distress signal,
context: How about making sure of that?\Before meeting up with Narumi-cchi,\at least kick away the past first.\That's what we're asking of you.\Okay, don't be late for meeting back up!\Everyone, make sure you come back!\Please let me take Futaba-chan for the day.\If one of your friends was sending out a distress signal, response:	you would go save that friend, right?
context: Before meeting up with Narumi-cchi,\at least kick away the past first.\That's what we're asking of you.\Okay, don't be late for meeting back up!\Everyone, make sure you come back!\Please let me take Futaba-chan for the day.\If one of your friends was sending out a distress signal,\you would go save that friend, right? response:	Kou.
context: at least kick away the past first.\That's what we're asking of you.\Okay, don't be late for meeting back up!\Everyone, make sure you come back!\Please let me take Futaba-chan for the day.\If one of your friends was sending out a distress signal,\you would go save that friend, right?\Kou. response:	You're late.
context: That's what we're asking of you.\Okay, don't be late for meeting back up!\Everyone, make sure you come back!\Please let me take Futaba-chan for the day.\If one of your friends was sending out a distress signal,\you would go save that friend, right?\Kou.\You're late. response:	Kominato...
context: Okay, don't be late for meeting back up!\Everyone, make sure you come back!\Please let me take Futaba-chan for the day.\If one of your friends was sending out a distress signal,\you would go save that friend, right?\Kou.\You're late.\Kominato... response:	I'm leaving.
context: Everyone, make sure you come back!\Please let me take Futaba-chan for the day.\If one of your friends was sending out a distress signal,\you would go save that friend, right?\Kou.\You're late.\Kominato...\I'm leaving. response:	Spineless.
context: Please let me take Futaba-chan for the day.\If one of your friends was sending out a distress signal,\you would go save that friend, right?\Kou.\You're late.\Kominato...\I'm leaving.\Spineless. response:	You've only grown taller. How sad.
context: If one of your friends was sending out a distress signal,\you would go save that friend, right?\Kou.\You're late.\Kominato...\I'm leaving.\Spineless.\You've only grown taller. How sad. response:	You really don't look like, and aren't like, Tanaka-kun.
context: you would go save that friend, right?\Kou.\You're late.\Kominato...\I'm leaving.\Spineless.\You've only grown taller. How sad.\You really don't look like, and aren't like, Tanaka-kun. response:	I said Tanaka is-
context: Kou.\You're late.\Kominato...\I'm leaving.\Spineless.\You've only grown taller. How sad.\You really don't look like, and aren't like, Tanaka-kun.\I said Tanaka is- response:	Always dragging along and whining about stuff in the past...
context: You're late.\Kominato...\I'm leaving.\Spineless.\You've only grown taller. How sad.\You really don't look like, and aren't like, Tanaka-kun.\I said Tanaka is-\Always dragging along and whining about stuff in the past... response:	You're a loser yourself, Kou.
context: Kominato...\I'm leaving.\Spineless.\You've only grown taller. How sad.\You really don't look like, and aren't like, Tanaka-kun.\I said Tanaka is-\Always dragging along and whining about stuff in the past...\You're a loser yourself, Kou. response:	What do you think you-
context: I'm leaving.\Spineless.\You've only grown taller. How sad.\You really don't look like, and aren't like, Tanaka-kun.\I said Tanaka is-\Always dragging along and whining about stuff in the past...\You're a loser yourself, Kou.\What do you think you- response:	Bedsores that got worse every day
context: Spineless.\You've only grown taller. How sad.\You really don't look like, and aren't like, Tanaka-kun.\I said Tanaka is-\Always dragging along and whining about stuff in the past...\You're a loser yourself, Kou.\What do you think you-\Bedsores that got worse every day response:	and so much vomit you know the end is coming.
context: You've only grown taller. How sad.\You really don't look like, and aren't like, Tanaka-kun.\I said Tanaka is-\Always dragging along and whining about stuff in the past...\You're a loser yourself, Kou.\What do you think you-\Bedsores that got worse every day\and so much vomit you know the end is coming. response:	In the end, she couldn't even remember your name, let alone your face.
context: You really don't look like, and aren't like, Tanaka-kun.\I said Tanaka is-\Always dragging along and whining about stuff in the past...\You're a loser yourself, Kou.\What do you think you-\Bedsores that got worse every day\and so much vomit you know the end is coming.\In the end, she couldn't even remember your name, let alone your face. response:	After hearing about your mom,
context: I said Tanaka is-\Always dragging along and whining about stuff in the past...\You're a loser yourself, Kou.\What do you think you-\Bedsores that got worse every day\and so much vomit you know the end is coming.\In the end, she couldn't even remember your name, let alone your face.\After hearing about your mom, response:	I've studied a lot about her illness.
context: Always dragging along and whining about stuff in the past...\You're a loser yourself, Kou.\What do you think you-\Bedsores that got worse every day\and so much vomit you know the end is coming.\In the end, she couldn't even remember your name, let alone your face.\After hearing about your mom,\I've studied a lot about her illness. response:	I asked Tanaka-sensei a lot of questions.
context: You're a loser yourself, Kou.\What do you think you-\Bedsores that got worse every day\and so much vomit you know the end is coming.\In the end, she couldn't even remember your name, let alone your face.\After hearing about your mom,\I've studied a lot about her illness.\I asked Tanaka-sensei a lot of questions. response:	And after all that, I still couldn't get any closer to the severity of your sadness.
context: What do you think you-\Bedsores that got worse every day\and so much vomit you know the end is coming.\In the end, she couldn't even remember your name, let alone your face.\After hearing about your mom,\I've studied a lot about her illness.\I asked Tanaka-sensei a lot of questions.\And after all that, I still couldn't get any closer to the severity of your sadness. response:	I didn't understand. I was frustrated.
context: Bedsores that got worse every day\and so much vomit you know the end is coming.\In the end, she couldn't even remember your name, let alone your face.\After hearing about your mom,\I've studied a lot about her illness.\I asked Tanaka-sensei a lot of questions.\And after all that, I still couldn't get any closer to the severity of your sadness.\I didn't understand. I was frustrated. response:	My desire to understand still hasn't changed.
context: and so much vomit you know the end is coming.\In the end, she couldn't even remember your name, let alone your face.\After hearing about your mom,\I've studied a lot about her illness.\I asked Tanaka-sensei a lot of questions.\And after all that, I still couldn't get any closer to the severity of your sadness.\I didn't understand. I was frustrated.\My desire to understand still hasn't changed. response:	I said you don't need to know these things, didn't I?
context: In the end, she couldn't even remember your name, let alone your face.\After hearing about your mom,\I've studied a lot about her illness.\I asked Tanaka-sensei a lot of questions.\And after all that, I still couldn't get any closer to the severity of your sadness.\I didn't understand. I was frustrated.\My desire to understand still hasn't changed.\I said you don't need to know these things, didn't I? response:	Her voice was getting hoarse back then.
context: After hearing about your mom,\I've studied a lot about her illness.\I asked Tanaka-sensei a lot of questions.\And after all that, I still couldn't get any closer to the severity of your sadness.\I didn't understand. I was frustrated.\My desire to understand still hasn't changed.\I said you don't need to know these things, didn't I?\Her voice was getting hoarse back then. response:	Kou, how about eating together downstairs?
context: I've studied a lot about her illness.\I asked Tanaka-sensei a lot of questions.\And after all that, I still couldn't get any closer to the severity of your sadness.\I didn't understand. I was frustrated.\My desire to understand still hasn't changed.\I said you don't need to know these things, didn't I?\Her voice was getting hoarse back then.\Kou, how about eating together downstairs? response:	It's fine. I want to finish this.
context: I asked Tanaka-sensei a lot of questions.\And after all that, I still couldn't get any closer to the severity of your sadness.\I didn't understand. I was frustrated.\My desire to understand still hasn't changed.\I said you don't need to know these things, didn't I?\Her voice was getting hoarse back then.\Kou, how about eating together downstairs?\It's fine. I want to finish this. response:	Then... I'll leave it here.
context: And after all that, I still couldn't get any closer to the severity of your sadness.\I didn't understand. I was frustrated.\My desire to understand still hasn't changed.\I said you don't need to know these things, didn't I?\Her voice was getting hoarse back then.\Kou, how about eating together downstairs?\It's fine. I want to finish this.\Then... I'll leave it here. response:	Don't work too hard.
context: I didn't understand. I was frustrated.\My desire to understand still hasn't changed.\I said you don't need to know these things, didn't I?\Her voice was getting hoarse back then.\Kou, how about eating together downstairs?\It's fine. I want to finish this.\Then... I'll leave it here.\Don't work too hard. response:	Okay.
context: My desire to understand still hasn't changed.\I said you don't need to know these things, didn't I?\Her voice was getting hoarse back then.\Kou, how about eating together downstairs?\It's fine. I want to finish this.\Then... I'll leave it here.\Don't work too hard.\Okay. response:	wonder why I didn't realize.
context: I said you don't need to know these things, didn't I?\Her voice was getting hoarse back then.\Kou, how about eating together downstairs?\It's fine. I want to finish this.\Then... I'll leave it here.\Don't work too hard.\Okay.\wonder why I didn't realize. response:	I wonder where I went wrong.
context: Her voice was getting hoarse back then.\Kou, how about eating together downstairs?\It's fine. I want to finish this.\Then... I'll leave it here.\Don't work too hard.\Okay.\wonder why I didn't realize.\I wonder where I went wrong. response:	Is everything over after only one mistake?
context: Kou, how about eating together downstairs?\It's fine. I want to finish this.\Then... I'll leave it here.\Don't work too hard.\Okay.\wonder why I didn't realize.\I wonder where I went wrong.\Is everything over after only one mistake? response:	There aren't any people who take the right path every time.
context: It's fine. I want to finish this.\Then... I'll leave it here.\Don't work too hard.\Okay.\wonder why I didn't realize.\I wonder where I went wrong.\Is everything over after only one mistake?\There aren't any people who take the right path every time. response:	Come with me
context: Then... I'll leave it here.\Don't work too hard.\Okay.\wonder why I didn't realize.\I wonder where I went wrong.\Is everything over after only one mistake?\There aren't any people who take the right path every time.\Come with me response:	and make sure...
context: Don't work too hard.\Okay.\wonder why I didn't realize.\I wonder where I went wrong.\Is everything over after only one mistake?\There aren't any people who take the right path every time.\Come with me\and make sure... response:	of whether or not you really did make a mistake.
context: Okay.\wonder why I didn't realize.\I wonder where I went wrong.\Is everything over after only one mistake?\There aren't any people who take the right path every time.\Come with me\and make sure...\of whether or not you really did make a mistake. response:	Come.
context: wonder why I didn't realize.\I wonder where I went wrong.\Is everything over after only one mistake?\There aren't any people who take the right path every time.\Come with me\and make sure...\of whether or not you really did make a mistake.\Come. response:	I said come!
context: I wonder where I went wrong.\Is everything over after only one mistake?\There aren't any people who take the right path every time.\Come with me\and make sure...\of whether or not you really did make a mistake.\Come.\I said come! response:	That hurts!
context: Is everything over after only one mistake?\There aren't any people who take the right path every time.\Come with me\and make sure...\of whether or not you really did make a mistake.\Come.\I said come!\That hurts! response:	You're alright!
context: There aren't any people who take the right path every time.\Come with me\and make sure...\of whether or not you really did make a mistake.\Come.\I said come!\That hurts!\You're alright! response:	No matter what happens, I'll help you.
context: Come with me\and make sure...\of whether or not you really did make a mistake.\Come.\I said come!\That hurts!\You're alright!\No matter what happens, I'll help you. response:	I promised you, right?
context: and make sure...\of whether or not you really did make a mistake.\Come.\I said come!\That hurts!\You're alright!\No matter what happens, I'll help you.\I promised you, right? response:	That if there were somebody giving you a hard time,
context: of whether or not you really did make a mistake.\Come.\I said come!\That hurts!\You're alright!\No matter what happens, I'll help you.\I promised you, right?\That if there were somebody giving you a hard time, response:	I would beat that person up.
context: Come.\I said come!\That hurts!\You're alright!\No matter what happens, I'll help you.\I promised you, right?\That if there were somebody giving you a hard time,\I would beat that person up. response:	Come on.
context: I said come!\That hurts!\You're alright!\No matter what happens, I'll help you.\I promised you, right?\That if there were somebody giving you a hard time,\I would beat that person up.\Come on. response:	This is the area I lived in for 4 years.
context: That hurts!\You're alright!\No matter what happens, I'll help you.\I promised you, right?\That if there were somebody giving you a hard time,\I would beat that person up.\Come on.\This is the area I lived in for 4 years. response:	Yeah.
context: You're alright!\No matter what happens, I'll help you.\I promised you, right?\That if there were somebody giving you a hard time,\I would beat that person up.\Come on.\This is the area I lived in for 4 years.\Yeah. response:	When I first came here with my mom,
context: No matter what happens, I'll help you.\I promised you, right?\That if there were somebody giving you a hard time,\I would beat that person up.\Come on.\This is the area I lived in for 4 years.\Yeah.\When I first came here with my mom, response:	I didn't speak for a long time.
context: I promised you, right?\That if there were somebody giving you a hard time,\I would beat that person up.\Come on.\This is the area I lived in for 4 years.\Yeah.\When I first came here with my mom,\I didn't speak for a long time. response:	Kou, it's heavy, right?
context: That if there were somebody giving you a hard time,\I would beat that person up.\Come on.\This is the area I lived in for 4 years.\Yeah.\When I first came here with my mom,\I didn't speak for a long time.\Kou, it's heavy, right? response:	I'll carry some.
context: I would beat that person up.\Come on.\This is the area I lived in for 4 years.\Yeah.\When I first came here with my mom,\I didn't speak for a long time.\Kou, it's heavy, right?\I'll carry some. response:	But she kept talking to me.
context: Come on.\This is the area I lived in for 4 years.\Yeah.\When I first came here with my mom,\I didn't speak for a long time.\Kou, it's heavy, right?\I'll carry some.\But she kept talking to me. response:	I'm home.
context: This is the area I lived in for 4 years.\Yeah.\When I first came here with my mom,\I didn't speak for a long time.\Kou, it's heavy, right?\I'll carry some.\But she kept talking to me.\I'm home. response:	Actually, I'll just eat here.
context: Yeah.\When I first came here with my mom,\I didn't speak for a long time.\Kou, it's heavy, right?\I'll carry some.\But she kept talking to me.\I'm home.\Actually, I'll just eat here. response:	There wasn't a girl you liked there?
context: When I first came here with my mom,\I didn't speak for a long time.\Kou, it's heavy, right?\I'll carry some.\But she kept talking to me.\I'm home.\Actually, I'll just eat here.\There wasn't a girl you liked there? response:	How is it?
context: I didn't speak for a long time.\Kou, it's heavy, right?\I'll carry some.\But she kept talking to me.\I'm home.\Actually, I'll just eat here.\There wasn't a girl you liked there?\How is it? response:	This is strange.
context: Kou, it's heavy, right?\I'll carry some.\But she kept talking to me.\I'm home.\Actually, I'll just eat here.\There wasn't a girl you liked there?\How is it?\This is strange. response:	I wonder why,
context: I'll carry some.\But she kept talking to me.\I'm home.\Actually, I'll just eat here.\There wasn't a girl you liked there?\How is it?\This is strange.\I wonder why, response:	but I can only remember her smiling face.
context: But she kept talking to me.\I'm home.\Actually, I'll just eat here.\There wasn't a girl you liked there?\How is it?\This is strange.\I wonder why,\but I can only remember her smiling face. response:	Mabuchi-san?
context: I'm home.\Actually, I'll just eat here.\There wasn't a girl you liked there?\How is it?\This is strange.\I wonder why,\but I can only remember her smiling face.\Mabuchi-san? response:	You've come back?
context: Actually, I'll just eat here.\There wasn't a girl you liked there?\How is it?\This is strange.\I wonder why,\but I can only remember her smiling face.\Mabuchi-san?\You've come back? response:	He's the priest.
context: There wasn't a girl you liked there?\How is it?\This is strange.\I wonder why,\but I can only remember her smiling face.\Mabuchi-san?\You've come back?\He's the priest. response:	My mom came here a lot.
context: How is it?\This is strange.\I wonder why,\but I can only remember her smiling face.\Mabuchi-san?\You've come back?\He's the priest.\My mom came here a lot. response:	In hopes she would get better.
context: This is strange.\I wonder why,\but I can only remember her smiling face.\Mabuchi-san?\You've come back?\He's the priest.\My mom came here a lot.\In hopes she would get better. response:	Your mother
context: I wonder why,\but I can only remember her smiling face.\Mabuchi-san?\You've come back?\He's the priest.\My mom came here a lot.\In hopes she would get better.\Your mother response:	never once prayed for herself.
context: but I can only remember her smiling face.\Mabuchi-san?\You've come back?\He's the priest.\My mom came here a lot.\In hopes she would get better.\Your mother\never once prayed for herself. response:	Every day,
context: Mabuchi-san?\You've come back?\He's the priest.\My mom came here a lot.\In hopes she would get better.\Your mother\never once prayed for herself.\Every day, response:	she came here
context: You've come back?\He's the priest.\My mom came here a lot.\In hopes she would get better.\Your mother\never once prayed for herself.\Every day,\she came here response:	to pray for you.
context: He's the priest.\My mom came here a lot.\In hopes she would get better.\Your mother\never once prayed for herself.\Every day,\she came here\to pray for you. response:	I pray that Kou has fun at his new school.
context: My mom came here a lot.\In hopes she would get better.\Your mother\never once prayed for herself.\Every day,\she came here\to pray for you.\I pray that Kou has fun at his new school. response:	I pray that Kou remains healthy.
context: In hopes she would get better.\Your mother\never once prayed for herself.\Every day,\she came here\to pray for you.\I pray that Kou has fun at his new school.\I pray that Kou remains healthy. response:	I pray that Kou grows to be a kind-hearted person.
context: Your mother\never once prayed for herself.\Every day,\she came here\to pray for you.\I pray that Kou has fun at his new school.\I pray that Kou remains healthy.\I pray that Kou grows to be a kind-hearted person. response:	I pray that Kou finds people important to him.
context: never once prayed for herself.\Every day,\she came here\to pray for you.\I pray that Kou has fun at his new school.\I pray that Kou remains healthy.\I pray that Kou grows to be a kind-hearted person.\I pray that Kou finds people important to him. response:	I pray that Kou...
context: Every day,\she came here\to pray for you.\I pray that Kou has fun at his new school.\I pray that Kou remains healthy.\I pray that Kou grows to be a kind-hearted person.\I pray that Kou finds people important to him.\I pray that Kou... response:	lives his life with a smile.
context: she came here\to pray for you.\I pray that Kou has fun at his new school.\I pray that Kou remains healthy.\I pray that Kou grows to be a kind-hearted person.\I pray that Kou finds people important to him.\I pray that Kou...\lives his life with a smile. response:	Not asking for her own sake...
context: to pray for you.\I pray that Kou has fun at his new school.\I pray that Kou remains healthy.\I pray that Kou grows to be a kind-hearted person.\I pray that Kou finds people important to him.\I pray that Kou...\lives his life with a smile.\Not asking for her own sake... response:	is what it is to be a mother.
context: I pray that Kou has fun at his new school.\I pray that Kou remains healthy.\I pray that Kou grows to be a kind-hearted person.\I pray that Kou finds people important to him.\I pray that Kou...\lives his life with a smile.\Not asking for her own sake...\is what it is to be a mother. response:	Sorry.
context: I pray that Kou remains healthy.\I pray that Kou grows to be a kind-hearted person.\I pray that Kou finds people important to him.\I pray that Kou...\lives his life with a smile.\Not asking for her own sake...\is what it is to be a mother.\Sorry. response:	It's okay.
context: I pray that Kou grows to be a kind-hearted person.\I pray that Kou finds people important to him.\I pray that Kou...\lives his life with a smile.\Not asking for her own sake...\is what it is to be a mother.\Sorry.\It's okay. response:	You did come, after all.
context: I pray that Kou finds people important to him.\I pray that Kou...\lives his life with a smile.\Not asking for her own sake...\is what it is to be a mother.\Sorry.\It's okay.\You did come, after all. response:	couldn't move forward, after all.
context: I pray that Kou...\lives his life with a smile.\Not asking for her own sake...\is what it is to be a mother.\Sorry.\It's okay.\You did come, after all.\couldn't move forward, after all. response:	Kikuchi-kun, you said...
context: lives his life with a smile.\Not asking for her own sake...\is what it is to be a mother.\Sorry.\It's okay.\You did come, after all.\couldn't move forward, after all.\Kikuchi-kun, you said... response:	that you see me first
context: Not asking for her own sake...\is what it is to be a mother.\Sorry.\It's okay.\You did come, after all.\couldn't move forward, after all.\Kikuchi-kun, you said...\that you see me first response:	no matter where we are, right?
context: is what it is to be a mother.\Sorry.\It's okay.\You did come, after all.\couldn't move forward, after all.\Kikuchi-kun, you said...\that you see me first\no matter where we are, right? response:	Yeah.
context: Sorry.\It's okay.\You did come, after all.\couldn't move forward, after all.\Kikuchi-kun, you said...\that you see me first\no matter where we are, right?\Yeah. response:	But...
context: It's okay.\You did come, after all.\couldn't move forward, after all.\Kikuchi-kun, you said...\that you see me first\no matter where we are, right?\Yeah.\But... response:	Back then and even now, what I see first
context: You did come, after all.\couldn't move forward, after all.\Kikuchi-kun, you said...\that you see me first\no matter where we are, right?\Yeah.\But...\Back then and even now, what I see first response:	has always been Kou's back.
context: couldn't move forward, after all.\Kikuchi-kun, you said...\that you see me first\no matter where we are, right?\Yeah.\But...\Back then and even now, what I see first\has always been Kou's back. response:	I'm sorry.
context: Kikuchi-kun, you said...\that you see me first\no matter where we are, right?\Yeah.\But...\Back then and even now, what I see first\has always been Kou's back.\I'm sorry. response:	I knew that.
context: that you see me first\no matter where we are, right?\Yeah.\But...\Back then and even now, what I see first\has always been Kou's back.\I'm sorry.\I knew that. response:	I knew that you, without hesitation, would always go straight after Mabuchi.
context: no matter where we are, right?\Yeah.\But...\Back then and even now, what I see first\has always been Kou's back.\I'm sorry.\I knew that.\I knew that you, without hesitation, would always go straight after Mabuchi. response:	But that being the way you are
context: Yeah.\But...\Back then and even now, what I see first\has always been Kou's back.\I'm sorry.\I knew that.\I knew that you, without hesitation, would always go straight after Mabuchi.\But that being the way you are response:	is exactly why I fell for you.
context: But...\Back then and even now, what I see first\has always been Kou's back.\I'm sorry.\I knew that.\I knew that you, without hesitation, would always go straight after Mabuchi.\But that being the way you are\is exactly why I fell for you. response:	This is me being a bad loser.
context: Back then and even now, what I see first\has always been Kou's back.\I'm sorry.\I knew that.\I knew that you, without hesitation, would always go straight after Mabuchi.\But that being the way you are\is exactly why I fell for you.\This is me being a bad loser. response:	Kikuchi-kun...
context: has always been Kou's back.\I'm sorry.\I knew that.\I knew that you, without hesitation, would always go straight after Mabuchi.\But that being the way you are\is exactly why I fell for you.\This is me being a bad loser.\Kikuchi-kun... response:	I wonder if those two are okay.
context: I'm sorry.\I knew that.\I knew that you, without hesitation, would always go straight after Mabuchi.\But that being the way you are\is exactly why I fell for you.\This is me being a bad loser.\Kikuchi-kun...\I wonder if those two are okay. response:	Hey.
context: I knew that.\I knew that you, without hesitation, would always go straight after Mabuchi.\But that being the way you are\is exactly why I fell for you.\This is me being a bad loser.\Kikuchi-kun...\I wonder if those two are okay.\Hey. response:	- You lot.
context: I knew that you, without hesitation, would always go straight after Mabuchi.\But that being the way you are\is exactly why I fell for you.\This is me being a bad loser.\Kikuchi-kun...\I wonder if those two are okay.\Hey.\- You lot. response:	- Crap.
context: But that being the way you are\is exactly why I fell for you.\This is me being a bad loser.\Kikuchi-kun...\I wonder if those two are okay.\Hey.\- You lot.\- Crap. response:	What is it?
context: is exactly why I fell for you.\This is me being a bad loser.\Kikuchi-kun...\I wonder if those two are okay.\Hey.\- You lot.\- Crap.\What is it? response:	Leave the rest to me.
context: This is me being a bad loser.\Kikuchi-kun...\I wonder if those two are okay.\Hey.\- You lot.\- Crap.\What is it?\Leave the rest to me. response:	Come back before breakfast.
context: Kikuchi-kun...\I wonder if those two are okay.\Hey.\- You lot.\- Crap.\What is it?\Leave the rest to me.\Come back before breakfast. response:	Kou: I want you to come out with me one more time.
context: I wonder if those two are okay.\Hey.\- You lot.\- Crap.\What is it?\Leave the rest to me.\Come back before breakfast.\Kou: I want you to come out with me one more time. response:	I want to see the sunrise with everyone.
context: Hey.\- You lot.\- Crap.\What is it?\Leave the rest to me.\Come back before breakfast.\Kou: I want you to come out with me one more time.\I want to see the sunrise with everyone. response:	We'll make a good memory!
context: - You lot.\- Crap.\What is it?\Leave the rest to me.\Come back before breakfast.\Kou: I want you to come out with me one more time.\I want to see the sunrise with everyone.\We'll make a good memory! response:	Yes, hello?
context: - Crap.\What is it?\Leave the rest to me.\Come back before breakfast.\Kou: I want you to come out with me one more time.\I want to see the sunrise with everyone.\We'll make a good memory!\Yes, hello? response:	Yoshioka-san?
context: What is it?\Leave the rest to me.\Come back before breakfast.\Kou: I want you to come out with me one more time.\I want to see the sunrise with everyone.\We'll make a good memory!\Yes, hello?\Yoshioka-san? response:	When Kou-chan transferred here 4 years ago,
context: Leave the rest to me.\Come back before breakfast.\Kou: I want you to come out with me one more time.\I want to see the sunrise with everyone.\We'll make a good memory!\Yes, hello?\Yoshioka-san?\When Kou-chan transferred here 4 years ago, response:	he was wearing a uniform that was different from everybody else's.
context: Come back before breakfast.\Kou: I want you to come out with me one more time.\I want to see the sunrise with everyone.\We'll make a good memory!\Yes, hello?\Yoshioka-san?\When Kou-chan transferred here 4 years ago,\he was wearing a uniform that was different from everybody else's. response:	He was short, too.
context: Kou: I want you to come out with me one more time.\I want to see the sunrise with everyone.\We'll make a good memory!\Yes, hello?\Yoshioka-san?\When Kou-chan transferred here 4 years ago,\he was wearing a uniform that was different from everybody else's.\He was short, too. response:	He was always alone, and never fit in with other people.
context: I want to see the sunrise with everyone.\We'll make a good memory!\Yes, hello?\Yoshioka-san?\When Kou-chan transferred here 4 years ago,\he was wearing a uniform that was different from everybody else's.\He was short, too.\He was always alone, and never fit in with other people. response:	After school, he would stay at his art class desk
context: We'll make a good memory!\Yes, hello?\Yoshioka-san?\When Kou-chan transferred here 4 years ago,\he was wearing a uniform that was different from everybody else's.\He was short, too.\He was always alone, and never fit in with other people.\After school, he would stay at his art class desk response:	and write graffiti on it while he was alone.
