context: In the beginning, I picked you up from here. response:	When I found you, you were barely moving.
context: That monster-\You are in no condition to speak. Lie down for now.\That would be good.\Thank you, Miss.\- I'll make some food for you. - All right.\I sold a basket of loquats at the foot of the mountain\but only received very little rice.\I don't have many vegetables either. response:	- You've gone to much trouble, Miss. - Here.
context: You are in no condition to speak. Lie down for now.\That would be good.\Thank you, Miss.\- I'll make some food for you. - All right.\I sold a basket of loquats at the foot of the mountain\but only received very little rice.\I don't have many vegetables either.\- You've gone to much trouble, Miss. - Here. response:	All right.
context: That would be good.\Thank you, Miss.\- I'll make some food for you. - All right.\I sold a basket of loquats at the foot of the mountain\but only received very little rice.\I don't have many vegetables either.\- You've gone to much trouble, Miss. - Here.\All right. response:	Seeing the condition you're in, I think I should feed you instead.
context: Thank you, Miss.\- I'll make some food for you. - All right.\I sold a basket of loquats at the foot of the mountain\but only received very little rice.\I don't have many vegetables either.\- You've gone to much trouble, Miss. - Here.\All right.\Seeing the condition you're in, I think I should feed you instead. response:	I don't dare trouble you, Miss.
context: - I'll make some food for you. - All right.\I sold a basket of loquats at the foot of the mountain\but only received very little rice.\I don't have many vegetables either.\- You've gone to much trouble, Miss. - Here.\All right.\Seeing the condition you're in, I think I should feed you instead.\I don't dare trouble you, Miss. response:	It's fine.
context: I sold a basket of loquats at the foot of the mountain\but only received very little rice.\I don't have many vegetables either.\- You've gone to much trouble, Miss. - Here.\All right.\Seeing the condition you're in, I think I should feed you instead.\I don't dare trouble you, Miss.\It's fine. response:	I often take care of some injured small animals.
context: but only received very little rice.\I don't have many vegetables either.\- You've gone to much trouble, Miss. - Here.\All right.\Seeing the condition you're in, I think I should feed you instead.\I don't dare trouble you, Miss.\It's fine.\I often take care of some injured small animals. response:	It's no trouble.
context: I don't have many vegetables either.\- You've gone to much trouble, Miss. - Here.\All right.\Seeing the condition you're in, I think I should feed you instead.\I don't dare trouble you, Miss.\It's fine.\I often take care of some injured small animals.\It's no trouble. response:	Miss, you sure are kind-hearted.
context: - You've gone to much trouble, Miss. - Here.\All right.\Seeing the condition you're in, I think I should feed you instead.\I don't dare trouble you, Miss.\It's fine.\I often take care of some injured small animals.\It's no trouble.\Miss, you sure are kind-hearted. response:	I am the only one living on this mountain.
context: All right.\Seeing the condition you're in, I think I should feed you instead.\I don't dare trouble you, Miss.\It's fine.\I often take care of some injured small animals.\It's no trouble.\Miss, you sure are kind-hearted.\I am the only one living on this mountain. response:	The nearest town is far away.
context: Seeing the condition you're in, I think I should feed you instead.\I don't dare trouble you, Miss.\It's fine.\I often take care of some injured small animals.\It's no trouble.\Miss, you sure are kind-hearted.\I am the only one living on this mountain.\The nearest town is far away. response:	Instead of saying I'm taking them in, I'd say they're keeping me company.
context: I don't dare trouble you, Miss.\It's fine.\I often take care of some injured small animals.\It's no trouble.\Miss, you sure are kind-hearted.\I am the only one living on this mountain.\The nearest town is far away.\Instead of saying I'm taking them in, I'd say they're keeping me company. response:	Otherwise, it is too lonely being by myself.
context: It's fine.\I often take care of some injured small animals.\It's no trouble.\Miss, you sure are kind-hearted.\I am the only one living on this mountain.\The nearest town is far away.\Instead of saying I'm taking them in, I'd say they're keeping me company.\Otherwise, it is too lonely being by myself. response:	Your injuries are so severe. Why don't you stay here to recuperate?
context: I often take care of some injured small animals.\It's no trouble.\Miss, you sure are kind-hearted.\I am the only one living on this mountain.\The nearest town is far away.\Instead of saying I'm taking them in, I'd say they're keeping me company.\Otherwise, it is too lonely being by myself.\Your injuries are so severe. Why don't you stay here to recuperate? response:	The rice I received in exchange should be enough to last you a few days.
context: It's no trouble.\Miss, you sure are kind-hearted.\I am the only one living on this mountain.\The nearest town is far away.\Instead of saying I'm taking them in, I'd say they're keeping me company.\Otherwise, it is too lonely being by myself.\Your injuries are so severe. Why don't you stay here to recuperate?\The rice I received in exchange should be enough to last you a few days. response:	Thank you, Miss.
context: Miss, you sure are kind-hearted.\I am the only one living on this mountain.\The nearest town is far away.\Instead of saying I'm taking them in, I'd say they're keeping me company.\Otherwise, it is too lonely being by myself.\Your injuries are so severe. Why don't you stay here to recuperate?\The rice I received in exchange should be enough to last you a few days.\Thank you, Miss. response:	What about yourself?
context: I am the only one living on this mountain.\The nearest town is far away.\Instead of saying I'm taking them in, I'd say they're keeping me company.\Otherwise, it is too lonely being by myself.\Your injuries are so severe. Why don't you stay here to recuperate?\The rice I received in exchange should be enough to last you a few days.\Thank you, Miss.\What about yourself? response:	I don't think I made enough porridge today.
context: The nearest town is far away.\Instead of saying I'm taking them in, I'd say they're keeping me company.\Otherwise, it is too lonely being by myself.\Your injuries are so severe. Why don't you stay here to recuperate?\The rice I received in exchange should be enough to last you a few days.\Thank you, Miss.\What about yourself?\I don't think I made enough porridge today. response:	If you are not full yet, I'll go pick some fruit.
context: Instead of saying I'm taking them in, I'd say they're keeping me company.\Otherwise, it is too lonely being by myself.\Your injuries are so severe. Why don't you stay here to recuperate?\The rice I received in exchange should be enough to last you a few days.\Thank you, Miss.\What about yourself?\I don't think I made enough porridge today.\If you are not full yet, I'll go pick some fruit. response:	Miss.
context: Otherwise, it is too lonely being by myself.\Your injuries are so severe. Why don't you stay here to recuperate?\The rice I received in exchange should be enough to last you a few days.\Thank you, Miss.\What about yourself?\I don't think I made enough porridge today.\If you are not full yet, I'll go pick some fruit.\Miss. response:	You are my savior.
context: Your injuries are so severe. Why don't you stay here to recuperate?\The rice I received in exchange should be enough to last you a few days.\Thank you, Miss.\What about yourself?\I don't think I made enough porridge today.\If you are not full yet, I'll go pick some fruit.\Miss.\You are my savior. response:	Can you tell me your name?
context: The rice I received in exchange should be enough to last you a few days.\Thank you, Miss.\What about yourself?\I don't think I made enough porridge today.\If you are not full yet, I'll go pick some fruit.\Miss.\You are my savior.\Can you tell me your name? response:	I don't have a name.
context: Thank you, Miss.\What about yourself?\I don't think I made enough porridge today.\If you are not full yet, I'll go pick some fruit.\Miss.\You are my savior.\Can you tell me your name?\I don't have a name. response:	No name?
context: What about yourself?\I don't think I made enough porridge today.\If you are not full yet, I'll go pick some fruit.\Miss.\You are my savior.\Can you tell me your name?\I don't have a name.\No name? response:	I have no name and no family.
context: I don't think I made enough porridge today.\If you are not full yet, I'll go pick some fruit.\Miss.\You are my savior.\Can you tell me your name?\I don't have a name.\No name?\I have no name and no family. response:	I live alone on this mountain. I don't have any friends either.
context: If you are not full yet, I'll go pick some fruit.\Miss.\You are my savior.\Can you tell me your name?\I don't have a name.\No name?\I have no name and no family.\I live alone on this mountain. I don't have any friends either. response:	In that case...
context: Miss.\You are my savior.\Can you tell me your name?\I don't have a name.\No name?\I have no name and no family.\I live alone on this mountain. I don't have any friends either.\In that case... response:	Why don't I give you one?
context: You are my savior.\Can you tell me your name?\I don't have a name.\No name?\I have no name and no family.\I live alone on this mountain. I don't have any friends either.\In that case...\Why don't I give you one? response:	You'll give me one?
context: Can you tell me your name?\I don't have a name.\No name?\I have no name and no family.\I live alone on this mountain. I don't have any friends either.\In that case...\Why don't I give you one?\You'll give me one? response:	You are dressed so simple yet elegant.
context: I don't have a name.\No name?\I have no name and no family.\I live alone on this mountain. I don't have any friends either.\In that case...\Why don't I give you one?\You'll give me one?\You are dressed so simple yet elegant. response:	The two words, Su Su, really suit you.
context: No name?\I have no name and no family.\I live alone on this mountain. I don't have any friends either.\In that case...\Why don't I give you one?\You'll give me one?\You are dressed so simple yet elegant.\The two words, Su Su, really suit you. response:	Su Su?
context: I have no name and no family.\I live alone on this mountain. I don't have any friends either.\In that case...\Why don't I give you one?\You'll give me one?\You are dressed so simple yet elegant.\The two words, Su Su, really suit you.\Su Su? response:	Su Su.
context: I live alone on this mountain. I don't have any friends either.\In that case...\Why don't I give you one?\You'll give me one?\You are dressed so simple yet elegant.\The two words, Su Su, really suit you.\Su Su?\Su Su. response:	All right, then I will be named Su Su.
context: In that case...\Why don't I give you one?\You'll give me one?\You are dressed so simple yet elegant.\The two words, Su Su, really suit you.\Su Su?\Su Su.\All right, then I will be named Su Su. response:	Thank you for giving me a name. I'll go pick fruit for you now.
context: Why don't I give you one?\You'll give me one?\You are dressed so simple yet elegant.\The two words, Su Su, really suit you.\Su Su?\Su Su.\All right, then I will be named Su Su.\Thank you for giving me a name. I'll go pick fruit for you now. response:	Miss.
context: You'll give me one?\You are dressed so simple yet elegant.\The two words, Su Su, really suit you.\Su Su?\Su Su.\All right, then I will be named Su Su.\Thank you for giving me a name. I'll go pick fruit for you now.\Miss. response:	Don't you want to know my name?
context: You are dressed so simple yet elegant.\The two words, Su Su, really suit you.\Su Su?\Su Su.\All right, then I will be named Su Su.\Thank you for giving me a name. I'll go pick fruit for you now.\Miss.\Don't you want to know my name? response:	I forgot to ask.
context: The two words, Su Su, really suit you.\Su Su?\Su Su.\All right, then I will be named Su Su.\Thank you for giving me a name. I'll go pick fruit for you now.\Miss.\Don't you want to know my name?\I forgot to ask. response:	What is your name?
context: Su Su?\Su Su.\All right, then I will be named Su Su.\Thank you for giving me a name. I'll go pick fruit for you now.\Miss.\Don't you want to know my name?\I forgot to ask.\What is your name? response:	Ye Hua.
context: Su Su.\All right, then I will be named Su Su.\Thank you for giving me a name. I'll go pick fruit for you now.\Miss.\Don't you want to know my name?\I forgot to ask.\What is your name?\Ye Hua. response:	Which two words are Ye Hua?
context: All right, then I will be named Su Su.\Thank you for giving me a name. I'll go pick fruit for you now.\Miss.\Don't you want to know my name?\I forgot to ask.\What is your name?\Ye Hua.\Which two words are Ye Hua? response:	Can you write them out for me?
context: Thank you for giving me a name. I'll go pick fruit for you now.\Miss.\Don't you want to know my name?\I forgot to ask.\What is your name?\Ye Hua.\Which two words are Ye Hua?\Can you write them out for me? response:	I know now.
context: Miss.\Don't you want to know my name?\I forgot to ask.\What is your name?\Ye Hua.\Which two words are Ye Hua?\Can you write them out for me?\I know now. response:	What happened?
context: Don't you want to know my name?\I forgot to ask.\What is your name?\Ye Hua.\Which two words are Ye Hua?\Can you write them out for me?\I know now.\What happened? response:	Did I bump into your injury?
context: I forgot to ask.\What is your name?\Ye Hua.\Which two words are Ye Hua?\Can you write them out for me?\I know now.\What happened?\Did I bump into your injury? response:	No harm done.
context: What is your name?\Ye Hua.\Which two words are Ye Hua?\Can you write them out for me?\I know now.\What happened?\Did I bump into your injury?\No harm done. response:	Good. Let's leave.
context: Ye Hua.\Which two words are Ye Hua?\Can you write them out for me?\I know now.\What happened?\Did I bump into your injury?\No harm done.\Good. Let's leave. response:	What happened?
context: Which two words are Ye Hua?\Can you write them out for me?\I know now.\What happened?\Did I bump into your injury?\No harm done.\Good. Let's leave.\What happened? response:	I just wanted to roast something for you to eat.
context: Can you write them out for me?\I know now.\What happened?\Did I bump into your injury?\No harm done.\Good. Let's leave.\What happened?\I just wanted to roast something for you to eat. response:	Your roast produces so much thick smoke.
context: I know now.\What happened?\Did I bump into your injury?\No harm done.\Good. Let's leave.\What happened?\I just wanted to roast something for you to eat.\Your roast produces so much thick smoke. response:	It's always been this way.
context: What happened?\Did I bump into your injury?\No harm done.\Good. Let's leave.\What happened?\I just wanted to roast something for you to eat.\Your roast produces so much thick smoke.\It's always been this way. response:	How did you survive before I came here?
context: Did I bump into your injury?\No harm done.\Good. Let's leave.\What happened?\I just wanted to roast something for you to eat.\Your roast produces so much thick smoke.\It's always been this way.\How did you survive before I came here? response:	I am not picky about my food.
context: No harm done.\Good. Let's leave.\What happened?\I just wanted to roast something for you to eat.\Your roast produces so much thick smoke.\It's always been this way.\How did you survive before I came here?\I am not picky about my food. response:	When I'm hungry, I pick some fruit.
context: Good. Let's leave.\What happened?\I just wanted to roast something for you to eat.\Your roast produces so much thick smoke.\It's always been this way.\How did you survive before I came here?\I am not picky about my food.\When I'm hungry, I pick some fruit. response:	If I catch some small animals, I roast them to eat.
context: What happened?\I just wanted to roast something for you to eat.\Your roast produces so much thick smoke.\It's always been this way.\How did you survive before I came here?\I am not picky about my food.\When I'm hungry, I pick some fruit.\If I catch some small animals, I roast them to eat. response:	It's a good thing you know you have to roast them
context: I just wanted to roast something for you to eat.\Your roast produces so much thick smoke.\It's always been this way.\How did you survive before I came here?\I am not picky about my food.\When I'm hungry, I pick some fruit.\If I catch some small animals, I roast them to eat.\It's a good thing you know you have to roast them response:	and can't eat them raw.
context: Your roast produces so much thick smoke.\It's always been this way.\How did you survive before I came here?\I am not picky about my food.\When I'm hungry, I pick some fruit.\If I catch some small animals, I roast them to eat.\It's a good thing you know you have to roast them\and can't eat them raw. response:	I can't eat raw meat. I get a stomachache when I do.
context: It's always been this way.\How did you survive before I came here?\I am not picky about my food.\When I'm hungry, I pick some fruit.\If I catch some small animals, I roast them to eat.\It's a good thing you know you have to roast them\and can't eat them raw.\I can't eat raw meat. I get a stomachache when I do. response:	But, I used to take care of a black snake.
context: How did you survive before I came here?\I am not picky about my food.\When I'm hungry, I pick some fruit.\If I catch some small animals, I roast them to eat.\It's a good thing you know you have to roast them\and can't eat them raw.\I can't eat raw meat. I get a stomachache when I do.\But, I used to take care of a black snake. response:	It liked to eat raw meat.
context: I am not picky about my food.\When I'm hungry, I pick some fruit.\If I catch some small animals, I roast them to eat.\It's a good thing you know you have to roast them\and can't eat them raw.\I can't eat raw meat. I get a stomachache when I do.\But, I used to take care of a black snake.\It liked to eat raw meat. response:	It ate a lot every day. It was very hard to take care of.
context: When I'm hungry, I pick some fruit.\If I catch some small animals, I roast them to eat.\It's a good thing you know you have to roast them\and can't eat them raw.\I can't eat raw meat. I get a stomachache when I do.\But, I used to take care of a black snake.\It liked to eat raw meat.\It ate a lot every day. It was very hard to take care of. response:	Is it that hard to take care of?
context: If I catch some small animals, I roast them to eat.\It's a good thing you know you have to roast them\and can't eat them raw.\I can't eat raw meat. I get a stomachache when I do.\But, I used to take care of a black snake.\It liked to eat raw meat.\It ate a lot every day. It was very hard to take care of.\Is it that hard to take care of? response:	You've never taken care of a snake, have you?
context: It's a good thing you know you have to roast them\and can't eat them raw.\I can't eat raw meat. I get a stomachache when I do.\But, I used to take care of a black snake.\It liked to eat raw meat.\It ate a lot every day. It was very hard to take care of.\Is it that hard to take care of?\You've never taken care of a snake, have you? response:	Naturally, you wouldn't know the hardships of such a task.
context: and can't eat them raw.\I can't eat raw meat. I get a stomachache when I do.\But, I used to take care of a black snake.\It liked to eat raw meat.\It ate a lot every day. It was very hard to take care of.\Is it that hard to take care of?\You've never taken care of a snake, have you?\Naturally, you wouldn't know the hardships of such a task. response:	That little black snake of mine was absolutely finicky.
context: I can't eat raw meat. I get a stomachache when I do.\But, I used to take care of a black snake.\It liked to eat raw meat.\It ate a lot every day. It was very hard to take care of.\Is it that hard to take care of?\You've never taken care of a snake, have you?\Naturally, you wouldn't know the hardships of such a task.\That little black snake of mine was absolutely finicky. response:	It had to sleep with me every day
context: But, I used to take care of a black snake.\It liked to eat raw meat.\It ate a lot every day. It was very hard to take care of.\Is it that hard to take care of?\You've never taken care of a snake, have you?\Naturally, you wouldn't know the hardships of such a task.\That little black snake of mine was absolutely finicky.\It had to sleep with me every day response:	and I even got a quilt because I was afraid it would be cold.
context: It liked to eat raw meat.\It ate a lot every day. It was very hard to take care of.\Is it that hard to take care of?\You've never taken care of a snake, have you?\Naturally, you wouldn't know the hardships of such a task.\That little black snake of mine was absolutely finicky.\It had to sleep with me every day\and I even got a quilt because I was afraid it would be cold. response:	Su Su, do you know snakes don't need to sleep on a bed
context: It ate a lot every day. It was very hard to take care of.\Is it that hard to take care of?\You've never taken care of a snake, have you?\Naturally, you wouldn't know the hardships of such a task.\That little black snake of mine was absolutely finicky.\It had to sleep with me every day\and I even got a quilt because I was afraid it would be cold.\Su Su, do you know snakes don't need to sleep on a bed response:	and don't need to be covered by a quilt?
context: Is it that hard to take care of?\You've never taken care of a snake, have you?\Naturally, you wouldn't know the hardships of such a task.\That little black snake of mine was absolutely finicky.\It had to sleep with me every day\and I even got a quilt because I was afraid it would be cold.\Su Su, do you know snakes don't need to sleep on a bed\and don't need to be covered by a quilt? response:	Really?
context: You've never taken care of a snake, have you?\Naturally, you wouldn't know the hardships of such a task.\That little black snake of mine was absolutely finicky.\It had to sleep with me every day\and I even got a quilt because I was afraid it would be cold.\Su Su, do you know snakes don't need to sleep on a bed\and don't need to be covered by a quilt?\Really? response:	It's true.
context: Naturally, you wouldn't know the hardships of such a task.\That little black snake of mine was absolutely finicky.\It had to sleep with me every day\and I even got a quilt because I was afraid it would be cold.\Su Su, do you know snakes don't need to sleep on a bed\and don't need to be covered by a quilt?\Really?\It's true. response:	Then perhaps it's because that snake of mine is different from the rest.
context: That little black snake of mine was absolutely finicky.\It had to sleep with me every day\and I even got a quilt because I was afraid it would be cold.\Su Su, do you know snakes don't need to sleep on a bed\and don't need to be covered by a quilt?\Really?\It's true.\Then perhaps it's because that snake of mine is different from the rest. response:	That's why it really did turn into a big black dragon later on.
context: It had to sleep with me every day\and I even got a quilt because I was afraid it would be cold.\Su Su, do you know snakes don't need to sleep on a bed\and don't need to be covered by a quilt?\Really?\It's true.\Then perhaps it's because that snake of mine is different from the rest.\That's why it really did turn into a big black dragon later on. response:	It was about as large as this hut.
context: and I even got a quilt because I was afraid it would be cold.\Su Su, do you know snakes don't need to sleep on a bed\and don't need to be covered by a quilt?\Really?\It's true.\Then perhaps it's because that snake of mine is different from the rest.\That's why it really did turn into a big black dragon later on.\It was about as large as this hut. response:	And then it flew away and never returned.
context: Su Su, do you know snakes don't need to sleep on a bed\and don't need to be covered by a quilt?\Really?\It's true.\Then perhaps it's because that snake of mine is different from the rest.\That's why it really did turn into a big black dragon later on.\It was about as large as this hut.\And then it flew away and never returned. response:	All right, I'll stop talking about that ungrateful snake now.
context: and don't need to be covered by a quilt?\Really?\It's true.\Then perhaps it's because that snake of mine is different from the rest.\That's why it really did turn into a big black dragon later on.\It was about as large as this hut.\And then it flew away and never returned.\All right, I'll stop talking about that ungrateful snake now. response:	There should still be some fruit in the house you can eat.
context: Really?\It's true.\Then perhaps it's because that snake of mine is different from the rest.\That's why it really did turn into a big black dragon later on.\It was about as large as this hut.\And then it flew away and never returned.\All right, I'll stop talking about that ungrateful snake now.\There should still be some fruit in the house you can eat. response:	I'm going to pick some more herbs for you.
context: It's true.\Then perhaps it's because that snake of mine is different from the rest.\That's why it really did turn into a big black dragon later on.\It was about as large as this hut.\And then it flew away and never returned.\All right, I'll stop talking about that ungrateful snake now.\There should still be some fruit in the house you can eat.\I'm going to pick some more herbs for you. response:	Su Su.
context: Then perhaps it's because that snake of mine is different from the rest.\That's why it really did turn into a big black dragon later on.\It was about as large as this hut.\And then it flew away and never returned.\All right, I'll stop talking about that ungrateful snake now.\There should still be some fruit in the house you can eat.\I'm going to pick some more herbs for you.\Su Su. response:	How come you're here?
context: That's why it really did turn into a big black dragon later on.\It was about as large as this hut.\And then it flew away and never returned.\All right, I'll stop talking about that ungrateful snake now.\There should still be some fruit in the house you can eat.\I'm going to pick some more herbs for you.\Su Su.\How come you're here? response:	You're so heavily injured, yet you walked so far.
context: It was about as large as this hut.\And then it flew away and never returned.\All right, I'll stop talking about that ungrateful snake now.\There should still be some fruit in the house you can eat.\I'm going to pick some more herbs for you.\Su Su.\How come you're here?\You're so heavily injured, yet you walked so far. response:	- Are you all right? - I'm fine.
context: And then it flew away and never returned.\All right, I'll stop talking about that ungrateful snake now.\There should still be some fruit in the house you can eat.\I'm going to pick some more herbs for you.\Su Su.\How come you're here?\You're so heavily injured, yet you walked so far.\- Are you all right? - I'm fine. response:	It was late and you hadn't returned, so I came looking for you.
context: All right, I'll stop talking about that ungrateful snake now.\There should still be some fruit in the house you can eat.\I'm going to pick some more herbs for you.\Su Su.\How come you're here?\You're so heavily injured, yet you walked so far.\- Are you all right? - I'm fine.\It was late and you hadn't returned, so I came looking for you. response:	- I got lost. - Lost?
context: There should still be some fruit in the house you can eat.\I'm going to pick some more herbs for you.\Su Su.\How come you're here?\You're so heavily injured, yet you walked so far.\- Are you all right? - I'm fine.\It was late and you hadn't returned, so I came looking for you.\- I got lost. - Lost? response:	The last time I entered this forest
context: I'm going to pick some more herbs for you.\Su Su.\How come you're here?\You're so heavily injured, yet you walked so far.\- Are you all right? - I'm fine.\It was late and you hadn't returned, so I came looking for you.\- I got lost. - Lost?\The last time I entered this forest response:	it took me eight days to find my way out.
context: Su Su.\How come you're here?\You're so heavily injured, yet you walked so far.\- Are you all right? - I'm fine.\It was late and you hadn't returned, so I came looking for you.\- I got lost. - Lost?\The last time I entered this forest\it took me eight days to find my way out. response:	Eight days?
context: How come you're here?\You're so heavily injured, yet you walked so far.\- Are you all right? - I'm fine.\It was late and you hadn't returned, so I came looking for you.\- I got lost. - Lost?\The last time I entered this forest\it took me eight days to find my way out.\Eight days? response:	To be able to get lost to such an extent is an ability all on its own.
context: You're so heavily injured, yet you walked so far.\- Are you all right? - I'm fine.\It was late and you hadn't returned, so I came looking for you.\- I got lost. - Lost?\The last time I entered this forest\it took me eight days to find my way out.\Eight days?\To be able to get lost to such an extent is an ability all on its own. response:	I know you want to laugh at me.
context: - Are you all right? - I'm fine.\It was late and you hadn't returned, so I came looking for you.\- I got lost. - Lost?\The last time I entered this forest\it took me eight days to find my way out.\Eight days?\To be able to get lost to such an extent is an ability all on its own.\I know you want to laugh at me. response:	It's all right. You don't need to hold it in. Go ahead and laugh.
context: It was late and you hadn't returned, so I came looking for you.\- I got lost. - Lost?\The last time I entered this forest\it took me eight days to find my way out.\Eight days?\To be able to get lost to such an extent is an ability all on its own.\I know you want to laugh at me.\It's all right. You don't need to hold it in. Go ahead and laugh. response:	I have always been very tolerant to those who aren't smart.
context: - I got lost. - Lost?\The last time I entered this forest\it took me eight days to find my way out.\Eight days?\To be able to get lost to such an extent is an ability all on its own.\I know you want to laugh at me.\It's all right. You don't need to hold it in. Go ahead and laugh.\I have always been very tolerant to those who aren't smart. response:	You were injured and walked so far.
context: The last time I entered this forest\it took me eight days to find my way out.\Eight days?\To be able to get lost to such an extent is an ability all on its own.\I know you want to laugh at me.\It's all right. You don't need to hold it in. Go ahead and laugh.\I have always been very tolerant to those who aren't smart.\You were injured and walked so far. response:	You must not have any energy left to keep going.
context: it took me eight days to find my way out.\Eight days?\To be able to get lost to such an extent is an ability all on its own.\I know you want to laugh at me.\It's all right. You don't need to hold it in. Go ahead and laugh.\I have always been very tolerant to those who aren't smart.\You were injured and walked so far.\You must not have any energy left to keep going. response:	I was originally going to pick some herbs and then return.
context: Eight days?\To be able to get lost to such an extent is an ability all on its own.\I know you want to laugh at me.\It's all right. You don't need to hold it in. Go ahead and laugh.\I have always been very tolerant to those who aren't smart.\You were injured and walked so far.\You must not have any energy left to keep going.\I was originally going to pick some herbs and then return. response:	In the end, I lost my way.
context: To be able to get lost to such an extent is an ability all on its own.\I know you want to laugh at me.\It's all right. You don't need to hold it in. Go ahead and laugh.\I have always been very tolerant to those who aren't smart.\You were injured and walked so far.\You must not have any energy left to keep going.\I was originally going to pick some herbs and then return.\In the end, I lost my way. response:	It seems someone like me is only capable of taking care of small animals.
context: I know you want to laugh at me.\It's all right. You don't need to hold it in. Go ahead and laugh.\I have always been very tolerant to those who aren't smart.\You were injured and walked so far.\You must not have any energy left to keep going.\I was originally going to pick some herbs and then return.\In the end, I lost my way.\It seems someone like me is only capable of taking care of small animals. response:	No wonder my little black dragon never came back to see me after it left.
context: It's all right. You don't need to hold it in. Go ahead and laugh.\I have always been very tolerant to those who aren't smart.\You were injured and walked so far.\You must not have any energy left to keep going.\I was originally going to pick some herbs and then return.\In the end, I lost my way.\It seems someone like me is only capable of taking care of small animals.\No wonder my little black dragon never came back to see me after it left. response:	It must have disliked me very much.
context: I have always been very tolerant to those who aren't smart.\You were injured and walked so far.\You must not have any energy left to keep going.\I was originally going to pick some herbs and then return.\In the end, I lost my way.\It seems someone like me is only capable of taking care of small animals.\No wonder my little black dragon never came back to see me after it left.\It must have disliked me very much. response:	Do you miss it very much?
context: You were injured and walked so far.\You must not have any energy left to keep going.\I was originally going to pick some herbs and then return.\In the end, I lost my way.\It seems someone like me is only capable of taking care of small animals.\No wonder my little black dragon never came back to see me after it left.\It must have disliked me very much.\Do you miss it very much? response:	Perhaps it had no choice but to leave.
context: You must not have any energy left to keep going.\I was originally going to pick some herbs and then return.\In the end, I lost my way.\It seems someone like me is only capable of taking care of small animals.\No wonder my little black dragon never came back to see me after it left.\It must have disliked me very much.\Do you miss it very much?\Perhaps it had no choice but to leave. response:	Dragons are from a clan of ancient gods.
context: I was originally going to pick some herbs and then return.\In the end, I lost my way.\It seems someone like me is only capable of taking care of small animals.\No wonder my little black dragon never came back to see me after it left.\It must have disliked me very much.\Do you miss it very much?\Perhaps it had no choice but to leave.\Dragons are from a clan of ancient gods. response:	Most of the time, they appear in the mortal realm to subdue monsters.
context: In the end, I lost my way.\It seems someone like me is only capable of taking care of small animals.\No wonder my little black dragon never came back to see me after it left.\It must have disliked me very much.\Do you miss it very much?\Perhaps it had no choice but to leave.\Dragons are from a clan of ancient gods.\Most of the time, they appear in the mortal realm to subdue monsters. response:	And also because it is an immortal
context: It seems someone like me is only capable of taking care of small animals.\No wonder my little black dragon never came back to see me after it left.\It must have disliked me very much.\Do you miss it very much?\Perhaps it had no choice but to leave.\Dragons are from a clan of ancient gods.\Most of the time, they appear in the mortal realm to subdue monsters.\And also because it is an immortal response:	it cannot stay in the mortal realm for a long time.
context: No wonder my little black dragon never came back to see me after it left.\It must have disliked me very much.\Do you miss it very much?\Perhaps it had no choice but to leave.\Dragons are from a clan of ancient gods.\Most of the time, they appear in the mortal realm to subdue monsters.\And also because it is an immortal\it cannot stay in the mortal realm for a long time. response:	Otherwise, it would affect the fates of mortals and there would be trouble.
context: It must have disliked me very much.\Do you miss it very much?\Perhaps it had no choice but to leave.\Dragons are from a clan of ancient gods.\Most of the time, they appear in the mortal realm to subdue monsters.\And also because it is an immortal\it cannot stay in the mortal realm for a long time.\Otherwise, it would affect the fates of mortals and there would be trouble. response:	Really?
context: Do you miss it very much?\Perhaps it had no choice but to leave.\Dragons are from a clan of ancient gods.\Most of the time, they appear in the mortal realm to subdue monsters.\And also because it is an immortal\it cannot stay in the mortal realm for a long time.\Otherwise, it would affect the fates of mortals and there would be trouble.\Really? response:	I remember now.
context: Perhaps it had no choice but to leave.\Dragons are from a clan of ancient gods.\Most of the time, they appear in the mortal realm to subdue monsters.\And also because it is an immortal\it cannot stay in the mortal realm for a long time.\Otherwise, it would affect the fates of mortals and there would be trouble.\Really?\I remember now. response:	When the black dragon flew away
context: Dragons are from a clan of ancient gods.\Most of the time, they appear in the mortal realm to subdue monsters.\And also because it is an immortal\it cannot stay in the mortal realm for a long time.\Otherwise, it would affect the fates of mortals and there would be trouble.\Really?\I remember now.\When the black dragon flew away response:	the city's people did seem to say
context: Most of the time, they appear in the mortal realm to subdue monsters.\And also because it is an immortal\it cannot stay in the mortal realm for a long time.\Otherwise, it would affect the fates of mortals and there would be trouble.\Really?\I remember now.\When the black dragon flew away\the city's people did seem to say response:	it subdued the gold...
context: And also because it is an immortal\it cannot stay in the mortal realm for a long time.\Otherwise, it would affect the fates of mortals and there would be trouble.\Really?\I remember now.\When the black dragon flew away\the city's people did seem to say\it subdued the gold... response:	Scarlet Flame Golden Lion.
context: it cannot stay in the mortal realm for a long time.\Otherwise, it would affect the fates of mortals and there would be trouble.\Really?\I remember now.\When the black dragon flew away\the city's people did seem to say\it subdued the gold...\Scarlet Flame Golden Lion. response:	Yes, Golden Lion.
context: Otherwise, it would affect the fates of mortals and there would be trouble.\Really?\I remember now.\When the black dragon flew away\the city's people did seem to say\it subdued the gold...\Scarlet Flame Golden Lion.\Yes, Golden Lion. response:	How did you know?
