context: My name is Shinka Nibutani. response:	I am a Year Two student at Icho Private High School.
context: What a relief.\I didn't notice it through all of her spiteful comments...\She might actually be really nice.\LOCKED AWAY\My name is Mori Summer.\I am a magician who has lived for 400 years.\I have heard the whisperings of the spirits,\and have come to grant you my council. response:	Mistress Mori Summer...
context: I didn't notice it through all of her spiteful comments...\She might actually be really nice.\LOCKED AWAY\My name is Mori Summer.\I am a magician who has lived for 400 years.\I have heard the whisperings of the spirits,\and have come to grant you my council.\Mistress Mori Summer... response:	I finally met you.
context: She might actually be really nice.\LOCKED AWAY\My name is Mori Summer.\I am a magician who has lived for 400 years.\I have heard the whisperings of the spirits,\and have come to grant you my council.\Mistress Mori Summer...\I finally met you. response:	What is it that troubles you?
context: LOCKED AWAY\My name is Mori Summer.\I am a magician who has lived for 400 years.\I have heard the whisperings of the spirits,\and have come to grant you my council.\Mistress Mori Summer...\I finally met you.\What is it that troubles you? response:	Please confide in me.
context: My name is Mori Summer.\I am a magician who has lived for 400 years.\I have heard the whisperings of the spirits,\and have come to grant you my council.\Mistress Mori Summer...\I finally met you.\What is it that troubles you?\Please confide in me. response:	Deko, no cell pics.
context: I am a magician who has lived for 400 years.\I have heard the whisperings of the spirits,\and have come to grant you my council.\Mistress Mori Summer...\I finally met you.\What is it that troubles you?\Please confide in me.\Deko, no cell pics. response:	Just one photo.
context: I have heard the whisperings of the spirits,\and have come to grant you my council.\Mistress Mori Summer...\I finally met you.\What is it that troubles you?\Please confide in me.\Deko, no cell pics.\Just one photo. response:	Please allow me this one photo of your glorious presence.
context: and have come to grant you my council.\Mistress Mori Summer...\I finally met you.\What is it that troubles you?\Please confide in me.\Deko, no cell pics.\Just one photo.\Please allow me this one photo of your glorious presence. response:	Deko.
context: Mistress Mori Summer...\I finally met you.\What is it that troubles you?\Please confide in me.\Deko, no cell pics.\Just one photo.\Please allow me this one photo of your glorious presence.\Deko. response:	I beg you! Just this one photo!
context: I finally met you.\What is it that troubles you?\Please confide in me.\Deko, no cell pics.\Just one photo.\Please allow me this one photo of your glorious presence.\Deko.\I beg you! Just this one photo! response:	Just this one!
context: What is it that troubles you?\Please confide in me.\Deko, no cell pics.\Just one photo.\Please allow me this one photo of your glorious presence.\Deko.\I beg you! Just this one photo!\Just this one! response:	Oh, all right.
context: Please confide in me.\Deko, no cell pics.\Just one photo.\Please allow me this one photo of your glorious presence.\Deko.\I beg you! Just this one photo!\Just this one!\Oh, all right. response:	Mistress Mori Summer!
context: Deko, no cell pics.\Just one photo.\Please allow me this one photo of your glorious presence.\Deko.\I beg you! Just this one photo!\Just this one!\Oh, all right.\Mistress Mori Summer! response:	Master!
context: Just one photo.\Please allow me this one photo of your glorious presence.\Deko.\I beg you! Just this one photo!\Just this one!\Oh, all right.\Mistress Mori Summer!\Master! response:	Master... Master...
context: Please allow me this one photo of your glorious presence.\Deko.\I beg you! Just this one photo!\Just this one!\Oh, all right.\Mistress Mori Summer!\Master!\Master... Master... response:	I'm sorry about everything till now. C'mon, stop crying.
context: Deko.\I beg you! Just this one photo!\Just this one!\Oh, all right.\Mistress Mori Summer!\Master!\Master... Master...\I'm sorry about everything till now. C'mon, stop crying. response:	Appear to me, Demon Beast!
context: I beg you! Just this one photo!\Just this one!\Oh, all right.\Mistress Mori Summer!\Master!\Master... Master...\I'm sorry about everything till now. C'mon, stop crying.\Appear to me, Demon Beast! response:	Reveal to me the resting place that I seek!
context: Just this one!\Oh, all right.\Mistress Mori Summer!\Master!\Master... Master...\I'm sorry about everything till now. C'mon, stop crying.\Appear to me, Demon Beast!\Reveal to me the resting place that I seek! response:	At this rate, Nibutani really is gonna win the election.
context: Oh, all right.\Mistress Mori Summer!\Master!\Master... Master...\I'm sorry about everything till now. C'mon, stop crying.\Appear to me, Demon Beast!\Reveal to me the resting place that I seek!\At this rate, Nibutani really is gonna win the election. response:	President of the student council.
context: Mistress Mori Summer!\Master!\Master... Master...\I'm sorry about everything till now. C'mon, stop crying.\Appear to me, Demon Beast!\Reveal to me the resting place that I seek!\At this rate, Nibutani really is gonna win the election.\President of the student council. response:	President of the student council?
context: Master!\Master... Master...\I'm sorry about everything till now. C'mon, stop crying.\Appear to me, Demon Beast!\Reveal to me the resting place that I seek!\At this rate, Nibutani really is gonna win the election.\President of the student council.\President of the student council? response:	Shichimiya?
context: Master... Master...\I'm sorry about everything till now. C'mon, stop crying.\Appear to me, Demon Beast!\Reveal to me the resting place that I seek!\At this rate, Nibutani really is gonna win the election.\President of the student council.\President of the student council?\Shichimiya? response:	Are you the Demon Beast? Yuta, stand back!
context: I'm sorry about everything till now. C'mon, stop crying.\Appear to me, Demon Beast!\Reveal to me the resting place that I seek!\At this rate, Nibutani really is gonna win the election.\President of the student council.\President of the student council?\Shichimiya?\Are you the Demon Beast? Yuta, stand back! response:	Hey, no pulling!
context: Appear to me, Demon Beast!\Reveal to me the resting place that I seek!\At this rate, Nibutani really is gonna win the election.\President of the student council.\President of the student council?\Shichimiya?\Are you the Demon Beast? Yuta, stand back!\Hey, no pulling! response:	Yuta, the bath is ready.
context: Reveal to me the resting place that I seek!\At this rate, Nibutani really is gonna win the election.\President of the student council.\President of the student council?\Shichimiya?\Are you the Demon Beast? Yuta, stand back!\Hey, no pulling!\Yuta, the bath is ready. response:	85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE
context: At this rate, Nibutani really is gonna win the election.\President of the student council.\President of the student council?\Shichimiya?\Are you the Demon Beast? Yuta, stand back!\Hey, no pulling!\Yuta, the bath is ready.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE response:	A man always strives to reach the top!
context: President of the student council.\President of the student council?\Shichimiya?\Are you the Demon Beast? Yuta, stand back!\Hey, no pulling!\Yuta, the bath is ready.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\A man always strives to reach the top! response:	A man always has ambition!
context: President of the student council?\Shichimiya?\Are you the Demon Beast? Yuta, stand back!\Hey, no pulling!\Yuta, the bath is ready.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\A man always strives to reach the top!\A man always has ambition! response:	I, Makoto Isshiki, will go to the top to be your dictator!
context: Shichimiya?\Are you the Demon Beast? Yuta, stand back!\Hey, no pulling!\Yuta, the bath is ready.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\A man always strives to reach the top!\A man always has ambition!\I, Makoto Isshiki, will go to the top to be your dictator! response:	Thank you!
context: Are you the Demon Beast? Yuta, stand back!\Hey, no pulling!\Yuta, the bath is ready.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\A man always strives to reach the top!\A man always has ambition!\I, Makoto Isshiki, will go to the top to be your dictator!\Thank you! response:	85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE
context: Hey, no pulling!\Yuta, the bath is ready.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\A man always strives to reach the top!\A man always has ambition!\I, Makoto Isshiki, will go to the top to be your dictator!\Thank you!\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE response:	Isshiki, where are you going with that?
context: Yuta, the bath is ready.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\A man always strives to reach the top!\A man always has ambition!\I, Makoto Isshiki, will go to the top to be your dictator!\Thank you!\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\Isshiki, where are you going with that? response:	We're next. Are you nervous?
context: 85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\A man always strives to reach the top!\A man always has ambition!\I, Makoto Isshiki, will go to the top to be your dictator!\Thank you!\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\Isshiki, where are you going with that?\We're next. Are you nervous? response:	Did you remember to bring the draft?
context: A man always strives to reach the top!\A man always has ambition!\I, Makoto Isshiki, will go to the top to be your dictator!\Thank you!\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\Isshiki, where are you going with that?\We're next. Are you nervous?\Did you remember to bring the draft? response:	I'm fine! I have the draft right here.
context: A man always has ambition!\I, Makoto Isshiki, will go to the top to be your dictator!\Thank you!\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\Isshiki, where are you going with that?\We're next. Are you nervous?\Did you remember to bring the draft?\I'm fine! I have the draft right here. response:	Yesterday, I revised the previous version of the speech
context: I, Makoto Isshiki, will go to the top to be your dictator!\Thank you!\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\Isshiki, where are you going with that?\We're next. Are you nervous?\Did you remember to bring the draft?\I'm fine! I have the draft right here.\Yesterday, I revised the previous version of the speech response:	to convey your information to the masses with more accuracy...
context: Thank you!\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\Isshiki, where are you going with that?\We're next. Are you nervous?\Did you remember to bring the draft?\I'm fine! I have the draft right here.\Yesterday, I revised the previous version of the speech\to convey your information to the masses with more accuracy... response:	85TH ANNUAL STUDENT COUNCIL ELECTION SHINKA NIBUTANI SUPPORT SPEECH Sanae Dekomori
context: 85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\Isshiki, where are you going with that?\We're next. Are you nervous?\Did you remember to bring the draft?\I'm fine! I have the draft right here.\Yesterday, I revised the previous version of the speech\to convey your information to the masses with more accuracy...\85TH ANNUAL STUDENT COUNCIL ELECTION SHINKA NIBUTANI SUPPORT SPEECH Sanae Dekomori response:	Now the draft carries a much more powerful message.
context: Isshiki, where are you going with that?\We're next. Are you nervous?\Did you remember to bring the draft?\I'm fine! I have the draft right here.\Yesterday, I revised the previous version of the speech\to convey your information to the masses with more accuracy...\85TH ANNUAL STUDENT COUNCIL ELECTION SHINKA NIBUTANI SUPPORT SPEECH Sanae Dekomori\Now the draft carries a much more powerful message. response:	What? Oh.
context: We're next. Are you nervous?\Did you remember to bring the draft?\I'm fine! I have the draft right here.\Yesterday, I revised the previous version of the speech\to convey your information to the masses with more accuracy...\85TH ANNUAL STUDENT COUNCIL ELECTION SHINKA NIBUTANI SUPPORT SPEECH Sanae Dekomori\Now the draft carries a much more powerful message.\What? Oh. response:	Next up is Miss Sanae Dekomori, who is Shinka Nibutani's campaign speech manager.
context: Did you remember to bring the draft?\I'm fine! I have the draft right here.\Yesterday, I revised the previous version of the speech\to convey your information to the masses with more accuracy...\85TH ANNUAL STUDENT COUNCIL ELECTION SHINKA NIBUTANI SUPPORT SPEECH Sanae Dekomori\Now the draft carries a much more powerful message.\What? Oh.\Next up is Miss Sanae Dekomori, who is Shinka Nibutani's campaign speech manager. response:	Here! I'm going in.
context: I'm fine! I have the draft right here.\Yesterday, I revised the previous version of the speech\to convey your information to the masses with more accuracy...\85TH ANNUAL STUDENT COUNCIL ELECTION SHINKA NIBUTANI SUPPORT SPEECH Sanae Dekomori\Now the draft carries a much more powerful message.\What? Oh.\Next up is Miss Sanae Dekomori, who is Shinka Nibutani's campaign speech manager.\Here! I'm going in. response:	Candidate for President of the Student Council, Year Two, Shinka Nibutani
context: Yesterday, I revised the previous version of the speech\to convey your information to the masses with more accuracy...\85TH ANNUAL STUDENT COUNCIL ELECTION SHINKA NIBUTANI SUPPORT SPEECH Sanae Dekomori\Now the draft carries a much more powerful message.\What? Oh.\Next up is Miss Sanae Dekomori, who is Shinka Nibutani's campaign speech manager.\Here! I'm going in.\Candidate for President of the Student Council, Year Two, Shinka Nibutani response:	Good afternoon.
context: to convey your information to the masses with more accuracy...\85TH ANNUAL STUDENT COUNCIL ELECTION SHINKA NIBUTANI SUPPORT SPEECH Sanae Dekomori\Now the draft carries a much more powerful message.\What? Oh.\Next up is Miss Sanae Dekomori, who is Shinka Nibutani's campaign speech manager.\Here! I'm going in.\Candidate for President of the Student Council, Year Two, Shinka Nibutani\Good afternoon. response:	I am Sanae Dekomori, and I am Shinka Nibutani's campaign speech manager.
context: 85TH ANNUAL STUDENT COUNCIL ELECTION SHINKA NIBUTANI SUPPORT SPEECH Sanae Dekomori\Now the draft carries a much more powerful message.\What? Oh.\Next up is Miss Sanae Dekomori, who is Shinka Nibutani's campaign speech manager.\Here! I'm going in.\Candidate for President of the Student Council, Year Two, Shinka Nibutani\Good afternoon.\I am Sanae Dekomori, and I am Shinka Nibutani's campaign speech manager. response:	I will now convey the words spoken by Mistress Mori Summer...
context: Now the draft carries a much more powerful message.\What? Oh.\Next up is Miss Sanae Dekomori, who is Shinka Nibutani's campaign speech manager.\Here! I'm going in.\Candidate for President of the Student Council, Year Two, Shinka Nibutani\Good afternoon.\I am Sanae Dekomori, and I am Shinka Nibutani's campaign speech manager.\I will now convey the words spoken by Mistress Mori Summer... response:	Chapter one, paragraph three.
context: What? Oh.\Next up is Miss Sanae Dekomori, who is Shinka Nibutani's campaign speech manager.\Here! I'm going in.\Candidate for President of the Student Council, Year Two, Shinka Nibutani\Good afternoon.\I am Sanae Dekomori, and I am Shinka Nibutani's campaign speech manager.\I will now convey the words spoken by Mistress Mori Summer...\Chapter one, paragraph three. response:	The world is composed of love's divine providence.
context: Next up is Miss Sanae Dekomori, who is Shinka Nibutani's campaign speech manager.\Here! I'm going in.\Candidate for President of the Student Council, Year Two, Shinka Nibutani\Good afternoon.\I am Sanae Dekomori, and I am Shinka Nibutani's campaign speech manager.\I will now convey the words spoken by Mistress Mori Summer...\Chapter one, paragraph three.\The world is composed of love's divine providence. response:	85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE
context: Here! I'm going in.\Candidate for President of the Student Council, Year Two, Shinka Nibutani\Good afternoon.\I am Sanae Dekomori, and I am Shinka Nibutani's campaign speech manager.\I will now convey the words spoken by Mistress Mori Summer...\Chapter one, paragraph three.\The world is composed of love's divine providence.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE response:	I have spent the last 400 years
context: Candidate for President of the Student Council, Year Two, Shinka Nibutani\Good afternoon.\I am Sanae Dekomori, and I am Shinka Nibutani's campaign speech manager.\I will now convey the words spoken by Mistress Mori Summer...\Chapter one, paragraph three.\The world is composed of love's divine providence.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\I have spent the last 400 years response:	observing the internal workings of the hearts of mankind.
context: Good afternoon.\I am Sanae Dekomori, and I am Shinka Nibutani's campaign speech manager.\I will now convey the words spoken by Mistress Mori Summer...\Chapter one, paragraph three.\The world is composed of love's divine providence.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\I have spent the last 400 years\observing the internal workings of the hearts of mankind. response:	War. Hate. Strife.
context: I am Sanae Dekomori, and I am Shinka Nibutani's campaign speech manager.\I will now convey the words spoken by Mistress Mori Summer...\Chapter one, paragraph three.\The world is composed of love's divine providence.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\I have spent the last 400 years\observing the internal workings of the hearts of mankind.\War. Hate. Strife. response:	I can't help but wonder why mankind continues these actions?
context: I will now convey the words spoken by Mistress Mori Summer...\Chapter one, paragraph three.\The world is composed of love's divine providence.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\I have spent the last 400 years\observing the internal workings of the hearts of mankind.\War. Hate. Strife.\I can't help but wonder why mankind continues these actions? response:	Join me, everyone.
context: Chapter one, paragraph three.\The world is composed of love's divine providence.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\I have spent the last 400 years\observing the internal workings of the hearts of mankind.\War. Hate. Strife.\I can't help but wonder why mankind continues these actions?\Join me, everyone. response:	The spirits are always nearby delivering their love!
context: The world is composed of love's divine providence.\85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\I have spent the last 400 years\observing the internal workings of the hearts of mankind.\War. Hate. Strife.\I can't help but wonder why mankind continues these actions?\Join me, everyone.\The spirits are always nearby delivering their love! response:	Stop it!
context: 85TH ANNUAL STUDENT COUNCIL ELECTION ALL-CANDIDATES DEBATE\I have spent the last 400 years\observing the internal workings of the hearts of mankind.\War. Hate. Strife.\I can't help but wonder why mankind continues these actions?\Join me, everyone.\The spirits are always nearby delivering their love!\Stop it! response:	Stop it! Stop it! Stop it! Stop it! Stop it!
context: I have spent the last 400 years\observing the internal workings of the hearts of mankind.\War. Hate. Strife.\I can't help but wonder why mankind continues these actions?\Join me, everyone.\The spirits are always nearby delivering their love!\Stop it!\Stop it! Stop it! Stop it! Stop it! Stop it! response:	Senpai? Stop it! Stop it! Stop it! Stop it! Stop it!
context: observing the internal workings of the hearts of mankind.\War. Hate. Strife.\I can't help but wonder why mankind continues these actions?\Join me, everyone.\The spirits are always nearby delivering their love!\Stop it!\Stop it! Stop it! Stop it! Stop it! Stop it!\Senpai? Stop it! Stop it! Stop it! Stop it! Stop it! response:	Nibutani...
context: War. Hate. Strife.\I can't help but wonder why mankind continues these actions?\Join me, everyone.\The spirits are always nearby delivering their love!\Stop it!\Stop it! Stop it! Stop it! Stop it! Stop it!\Senpai? Stop it! Stop it! Stop it! Stop it! Stop it!\Nibutani... response:	The critical hit?
context: I can't help but wonder why mankind continues these actions?\Join me, everyone.\The spirits are always nearby delivering their love!\Stop it!\Stop it! Stop it! Stop it! Stop it! Stop it!\Senpai? Stop it! Stop it! Stop it! Stop it! Stop it!\Nibutani...\The critical hit? response:	85TH ANNUAL STUDENT COUNCIL ELECTION RESULTS: PRESIDENT: Hitomi Ubushiro
context: Join me, everyone.\The spirits are always nearby delivering their love!\Stop it!\Stop it! Stop it! Stop it! Stop it! Stop it!\Senpai? Stop it! Stop it! Stop it! Stop it! Stop it!\Nibutani...\The critical hit?\85TH ANNUAL STUDENT COUNCIL ELECTION RESULTS: PRESIDENT: Hitomi Ubushiro response:	DROPOUT: Shinka Nibutani, Makoto Isshiki, Kenta Tanaka
context: The spirits are always nearby delivering their love!\Stop it!\Stop it! Stop it! Stop it! Stop it! Stop it!\Senpai? Stop it! Stop it! Stop it! Stop it! Stop it!\Nibutani...\The critical hit?\85TH ANNUAL STUDENT COUNCIL ELECTION RESULTS: PRESIDENT: Hitomi Ubushiro\DROPOUT: Shinka Nibutani, Makoto Isshiki, Kenta Tanaka response:	Nibu didn't come today?
context: Stop it!\Stop it! Stop it! Stop it! Stop it! Stop it!\Senpai? Stop it! Stop it! Stop it! Stop it! Stop it!\Nibutani...\The critical hit?\85TH ANNUAL STUDENT COUNCIL ELECTION RESULTS: PRESIDENT: Hitomi Ubushiro\DROPOUT: Shinka Nibutani, Makoto Isshiki, Kenta Tanaka\Nibu didn't come today? response:	I think she stayed home.
context: Stop it! Stop it! Stop it! Stop it! Stop it!\Senpai? Stop it! Stop it! Stop it! Stop it! Stop it!\Nibutani...\The critical hit?\85TH ANNUAL STUDENT COUNCIL ELECTION RESULTS: PRESIDENT: Hitomi Ubushiro\DROPOUT: Shinka Nibutani, Makoto Isshiki, Kenta Tanaka\Nibu didn't come today?\I think she stayed home. response:	Far-East Magical Napping Society - Summer Thereof
context: Senpai? Stop it! Stop it! Stop it! Stop it! Stop it!\Nibutani...\The critical hit?\85TH ANNUAL STUDENT COUNCIL ELECTION RESULTS: PRESIDENT: Hitomi Ubushiro\DROPOUT: Shinka Nibutani, Makoto Isshiki, Kenta Tanaka\Nibu didn't come today?\I think she stayed home.\Far-East Magical Napping Society - Summer Thereof response:	I nearly fell for her deception!
context: Nibutani...\The critical hit?\85TH ANNUAL STUDENT COUNCIL ELECTION RESULTS: PRESIDENT: Hitomi Ubushiro\DROPOUT: Shinka Nibutani, Makoto Isshiki, Kenta Tanaka\Nibu didn't come today?\I think she stayed home.\Far-East Magical Napping Society - Summer Thereof\I nearly fell for her deception! response:	Just like that?!
context: The critical hit?\85TH ANNUAL STUDENT COUNCIL ELECTION RESULTS: PRESIDENT: Hitomi Ubushiro\DROPOUT: Shinka Nibutani, Makoto Isshiki, Kenta Tanaka\Nibu didn't come today?\I think she stayed home.\Far-East Magical Napping Society - Summer Thereof\I nearly fell for her deception!\Just like that?! response:	Of course!
context: 85TH ANNUAL STUDENT COUNCIL ELECTION RESULTS: PRESIDENT: Hitomi Ubushiro\DROPOUT: Shinka Nibutani, Makoto Isshiki, Kenta Tanaka\Nibu didn't come today?\I think she stayed home.\Far-East Magical Napping Society - Summer Thereof\I nearly fell for her deception!\Just like that?!\Of course! response:	The Mabinogion is gospel!
context: DROPOUT: Shinka Nibutani, Makoto Isshiki, Kenta Tanaka\Nibu didn't come today?\I think she stayed home.\Far-East Magical Napping Society - Summer Thereof\I nearly fell for her deception!\Just like that?!\Of course!\The Mabinogion is gospel! response:	The words of this book caused her to suffer!
context: Nibu didn't come today?\I think she stayed home.\Far-East Magical Napping Society - Summer Thereof\I nearly fell for her deception!\Just like that?!\Of course!\The Mabinogion is gospel!\The words of this book caused her to suffer! response:	Proof that she is an imposter!
context: I think she stayed home.\Far-East Magical Napping Society - Summer Thereof\I nearly fell for her deception!\Just like that?!\Of course!\The Mabinogion is gospel!\The words of this book caused her to suffer!\Proof that she is an imposter! response:	Exactly.
context: Far-East Magical Napping Society - Summer Thereof\I nearly fell for her deception!\Just like that?!\Of course!\The Mabinogion is gospel!\The words of this book caused her to suffer!\Proof that she is an imposter!\Exactly. response:	You are the only master for me, Master.
context: I nearly fell for her deception!\Just like that?!\Of course!\The Mabinogion is gospel!\The words of this book caused her to suffer!\Proof that she is an imposter!\Exactly.\You are the only master for me, Master. response:	My master!
context: Just like that?!\Of course!\The Mabinogion is gospel!\The words of this book caused her to suffer!\Proof that she is an imposter!\Exactly.\You are the only master for me, Master.\My master! response:	My servant!
context: Of course!\The Mabinogion is gospel!\The words of this book caused her to suffer!\Proof that she is an imposter!\Exactly.\You are the only master for me, Master.\My master!\My servant! response:	Good for them.
context: The Mabinogion is gospel!\The words of this book caused her to suffer!\Proof that she is an imposter!\Exactly.\You are the only master for me, Master.\My master!\My servant!\Good for them. response:	This is good?
context: The words of this book caused her to suffer!\Proof that she is an imposter!\Exactly.\You are the only master for me, Master.\My master!\My servant!\Good for them.\This is good? response:	Nibutani?
context: Proof that she is an imposter!\Exactly.\You are the only master for me, Master.\My master!\My servant!\Good for them.\This is good?\Nibutani? response:	She's gloomy.
context: Exactly.\You are the only master for me, Master.\My master!\My servant!\Good for them.\This is good?\Nibutani?\She's gloomy. response:	Give that back.
context: You are the only master for me, Master.\My master!\My servant!\Good for them.\This is good?\Nibutani?\She's gloomy.\Give that back. response:	You showed yourself, imposter!
context: My master!\My servant!\Good for them.\This is good?\Nibutani?\She's gloomy.\Give that back.\You showed yourself, imposter! response:	Shut up! That Mabinogion is to blame for everything!
context: My servant!\Good for them.\This is good?\Nibutani?\She's gloomy.\Give that back.\You showed yourself, imposter!\Shut up! That Mabinogion is to blame for everything! response:	Hand it over!
context: Good for them.\This is good?\Nibutani?\She's gloomy.\Give that back.\You showed yourself, imposter!\Shut up! That Mabinogion is to blame for everything!\Hand it over! response:	Do not talk righteously to me, imposter!
context: This is good?\Nibutani?\She's gloomy.\Give that back.\You showed yourself, imposter!\Shut up! That Mabinogion is to blame for everything!\Hand it over!\Do not talk righteously to me, imposter! response:	Just hand it over!
context: Nibutani?\She's gloomy.\Give that back.\You showed yourself, imposter!\Shut up! That Mabinogion is to blame for everything!\Hand it over!\Do not talk righteously to me, imposter!\Just hand it over! response:	I will never give it to an imposter!
context: She's gloomy.\Give that back.\You showed yourself, imposter!\Shut up! That Mabinogion is to blame for everything!\Hand it over!\Do not talk righteously to me, imposter!\Just hand it over!\I will never give it to an imposter! response:	Milk - Full Of Calcium
context: Give that back.\You showed yourself, imposter!\Shut up! That Mabinogion is to blame for everything!\Hand it over!\Do not talk righteously to me, imposter!\Just hand it over!\I will never give it to an imposter!\Milk - Full Of Calcium response:	Just give it up already! Got it?!
context: You showed yourself, imposter!\Shut up! That Mabinogion is to blame for everything!\Hand it over!\Do not talk righteously to me, imposter!\Just hand it over!\I will never give it to an imposter!\Milk - Full Of Calcium\Just give it up already! Got it?! response:	Stop! Stop it!
context: Shut up! That Mabinogion is to blame for everything!\Hand it over!\Do not talk righteously to me, imposter!\Just hand it over!\I will never give it to an imposter!\Milk - Full Of Calcium\Just give it up already! Got it?!\Stop! Stop it! response:	It's much more relaxing this way.
context: Hand it over!\Do not talk righteously to me, imposter!\Just hand it over!\I will never give it to an imposter!\Milk - Full Of Calcium\Just give it up already! Got it?!\Stop! Stop it!\It's much more relaxing this way. response:	You find this relaxing?
context: Do not talk righteously to me, imposter!\Just hand it over!\I will never give it to an imposter!\Milk - Full Of Calcium\Just give it up already! Got it?!\Stop! Stop it!\It's much more relaxing this way.\You find this relaxing? response:	Now hand it over!
context: Just hand it over!\I will never give it to an imposter!\Milk - Full Of Calcium\Just give it up already! Got it?!\Stop! Stop it!\It's much more relaxing this way.\You find this relaxing?\Now hand it over! response:	To Be Continued
