context: /** TS by scol **/ response:	PHONE TEXT HERE
context: As a whole, it's a well put together sci-fi story,\and I think people who like that would be drawn into it.\Okay.\But this is more of a novel than it is a manga.\There's too much narration and the lines are very expositional too.\Unless the story progresses through the drawings and characters, there's no point in it being a manga.\We decided I wouldn't interfere in about the story, so I didn't say anything about it,\but I thought that too, a little. response:	But for an editor, saying something like that is a given.
context: and I think people who like that would be drawn into it.\Okay.\But this is more of a novel than it is a manga.\There's too much narration and the lines are very expositional too.\Unless the story progresses through the drawings and characters, there's no point in it being a manga.\We decided I wouldn't interfere in about the story, so I didn't say anything about it,\but I thought that too, a little.\But for an editor, saying something like that is a given. response:	As a story, it's really well made.
context: Okay.\But this is more of a novel than it is a manga.\There's too much narration and the lines are very expositional too.\Unless the story progresses through the drawings and characters, there's no point in it being a manga.\We decided I wouldn't interfere in about the story, so I didn't say anything about it,\but I thought that too, a little.\But for an editor, saying something like that is a given.\As a story, it's really well made. response:	So maybe you would be suited to do something like a light novel?
context: But this is more of a novel than it is a manga.\There's too much narration and the lines are very expositional too.\Unless the story progresses through the drawings and characters, there's no point in it being a manga.\We decided I wouldn't interfere in about the story, so I didn't say anything about it,\but I thought that too, a little.\But for an editor, saying something like that is a given.\As a story, it's really well made.\So maybe you would be suited to do something like a light novel? response:	There are hit and miss editors.
context: There's too much narration and the lines are very expositional too.\Unless the story progresses through the drawings and characters, there's no point in it being a manga.\We decided I wouldn't interfere in about the story, so I didn't say anything about it,\but I thought that too, a little.\But for an editor, saying something like that is a given.\As a story, it's really well made.\So maybe you would be suited to do something like a light novel?\There are hit and miss editors. response:	No, I definitely want to be an original author for a manga.
context: Unless the story progresses through the drawings and characters, there's no point in it being a manga.\We decided I wouldn't interfere in about the story, so I didn't say anything about it,\but I thought that too, a little.\But for an editor, saying something like that is a given.\As a story, it's really well made.\So maybe you would be suited to do something like a light novel?\There are hit and miss editors.\No, I definitely want to be an original author for a manga. response:	I wonder if we can have faith in this person?
context: We decided I wouldn't interfere in about the story, so I didn't say anything about it,\but I thought that too, a little.\But for an editor, saying something like that is a given.\As a story, it's really well made.\So maybe you would be suited to do something like a light novel?\There are hit and miss editors.\No, I definitely want to be an original author for a manga.\I wonder if we can have faith in this person? response:	Is that so?
context: but I thought that too, a little.\But for an editor, saying something like that is a given.\As a story, it's really well made.\So maybe you would be suited to do something like a light novel?\There are hit and miss editors.\No, I definitely want to be an original author for a manga.\I wonder if we can have faith in this person?\Is that so? response:	And, Mashiro-kun, wasn't it?
context: But for an editor, saying something like that is a given.\As a story, it's really well made.\So maybe you would be suited to do something like a light novel?\There are hit and miss editors.\No, I definitely want to be an original author for a manga.\I wonder if we can have faith in this person?\Is that so?\And, Mashiro-kun, wasn't it? response:	Yes.
context: As a story, it's really well made.\So maybe you would be suited to do something like a light novel?\There are hit and miss editors.\No, I definitely want to be an original author for a manga.\I wonder if we can have faith in this person?\Is that so?\And, Mashiro-kun, wasn't it?\Yes. response:	I think you definitely have a great ability for rough sketching.
context: So maybe you would be suited to do something like a light novel?\There are hit and miss editors.\No, I definitely want to be an original author for a manga.\I wonder if we can have faith in this person?\Is that so?\And, Mashiro-kun, wasn't it?\Yes.\I think you definitely have a great ability for rough sketching. response:	Thank you.
context: There are hit and miss editors.\No, I definitely want to be an original author for a manga.\I wonder if we can have faith in this person?\Is that so?\And, Mashiro-kun, wasn't it?\Yes.\I think you definitely have a great ability for rough sketching.\Thank you. response:	But even so, this isn't manga artwork.
context: No, I definitely want to be an original author for a manga.\I wonder if we can have faith in this person?\Is that so?\And, Mashiro-kun, wasn't it?\Yes.\I think you definitely have a great ability for rough sketching.\Thank you.\But even so, this isn't manga artwork. response:	There are too many lines, there's no difference in lines between the characters and the background.
context: I wonder if we can have faith in this person?\Is that so?\And, Mashiro-kun, wasn't it?\Yes.\I think you definitely have a great ability for rough sketching.\Thank you.\But even so, this isn't manga artwork.\There are too many lines, there's no difference in lines between the characters and the background. response:	Put in more distortion.
context: Is that so?\And, Mashiro-kun, wasn't it?\Yes.\I think you definitely have a great ability for rough sketching.\Thank you.\But even so, this isn't manga artwork.\There are too many lines, there's no difference in lines between the characters and the background.\Put in more distortion. response:	You need to make the drawings your own style.
context: And, Mashiro-kun, wasn't it?\Yes.\I think you definitely have a great ability for rough sketching.\Thank you.\But even so, this isn't manga artwork.\There are too many lines, there's no difference in lines between the characters and the background.\Put in more distortion.\You need to make the drawings your own style. response:	Okay.
context: Yes.\I think you definitely have a great ability for rough sketching.\Thank you.\But even so, this isn't manga artwork.\There are too many lines, there's no difference in lines between the characters and the background.\Put in more distortion.\You need to make the drawings your own style.\Okay. response:	Mashiro has only been using a pen for two months.
context: I think you definitely have a great ability for rough sketching.\Thank you.\But even so, this isn't manga artwork.\There are too many lines, there's no difference in lines between the characters and the background.\Put in more distortion.\You need to make the drawings your own style.\Okay.\Mashiro has only been using a pen for two months. response:	Two months?
context: Thank you.\But even so, this isn't manga artwork.\There are too many lines, there's no difference in lines between the characters and the background.\Put in more distortion.\You need to make the drawings your own style.\Okay.\Mashiro has only been using a pen for two months.\Two months? response:	Really?
context: But even so, this isn't manga artwork.\There are too many lines, there's no difference in lines between the characters and the background.\Put in more distortion.\You need to make the drawings your own style.\Okay.\Mashiro has only been using a pen for two months.\Two months?\Really? response:	YYes.
context: There are too many lines, there's no difference in lines between the characters and the background.\Put in more distortion.\You need to make the drawings your own style.\Okay.\Mashiro has only been using a pen for two months.\Two months?\Really?\YYes. response:	If that's true, I'll really be looking forward to what you do in the future.
context: Put in more distortion.\You need to make the drawings your own style.\Okay.\Mashiro has only been using a pen for two months.\Two months?\Really?\YYes.\If that's true, I'll really be looking forward to what you do in the future. response:	Do you two like this kind of story?
context: You need to make the drawings your own style.\Okay.\Mashiro has only been using a pen for two months.\Two months?\Really?\YYes.\If that's true, I'll really be looking forward to what you do in the future.\Do you two like this kind of story? response:	So you're saying that it doesn't stand out as something you'd see in Jack?
context: Okay.\Mashiro has only been using a pen for two months.\Two months?\Really?\YYes.\If that's true, I'll really be looking forward to what you do in the future.\Do you two like this kind of story?\So you're saying that it doesn't stand out as something you'd see in Jack? response:	Takagi-kun, you're the type who writes while calculating how you can become popular and sell, aren't you?
context: Mashiro has only been using a pen for two months.\Two months?\Really?\YYes.\If that's true, I'll really be looking forward to what you do in the future.\Do you two like this kind of story?\So you're saying that it doesn't stand out as something you'd see in Jack?\Takagi-kun, you're the type who writes while calculating how you can become popular and sell, aren't you? response:	This might be just my observation, but
context: Two months?\Really?\YYes.\If that's true, I'll really be looking forward to what you do in the future.\Do you two like this kind of story?\So you're saying that it doesn't stand out as something you'd see in Jack?\Takagi-kun, you're the type who writes while calculating how you can become popular and sell, aren't you?\This might be just my observation, but response:	there are two general types you can divide successful mangaka into.
context: Really?\YYes.\If that's true, I'll really be looking forward to what you do in the future.\Do you two like this kind of story?\So you're saying that it doesn't stand out as something you'd see in Jack?\Takagi-kun, you're the type who writes while calculating how you can become popular and sell, aren't you?\This might be just my observation, but\there are two general types you can divide successful mangaka into. response:	First, there are the types that put everything they have into drawing what they want and make a hit.
context: YYes.\If that's true, I'll really be looking forward to what you do in the future.\Do you two like this kind of story?\So you're saying that it doesn't stand out as something you'd see in Jack?\Takagi-kun, you're the type who writes while calculating how you can become popular and sell, aren't you?\This might be just my observation, but\there are two general types you can divide successful mangaka into.\First, there are the types that put everything they have into drawing what they want and make a hit. response:	If you're being positive, you could say they're geniuses.
context: If that's true, I'll really be looking forward to what you do in the future.\Do you two like this kind of story?\So you're saying that it doesn't stand out as something you'd see in Jack?\Takagi-kun, you're the type who writes while calculating how you can become popular and sell, aren't you?\This might be just my observation, but\there are two general types you can divide successful mangaka into.\First, there are the types that put everything they have into drawing what they want and make a hit.\If you're being positive, you could say they're geniuses. response:	If you're speaking negatively, you might call them naturals.
context: Do you two like this kind of story?\So you're saying that it doesn't stand out as something you'd see in Jack?\Takagi-kun, you're the type who writes while calculating how you can become popular and sell, aren't you?\This might be just my observation, but\there are two general types you can divide successful mangaka into.\First, there are the types that put everything they have into drawing what they want and make a hit.\If you're being positive, you could say they're geniuses.\If you're speaking negatively, you might call them naturals. response:	Then there are ones like Takagi-kun, the type that calculates as much as they can to produce a hit.
context: So you're saying that it doesn't stand out as something you'd see in Jack?\Takagi-kun, you're the type who writes while calculating how you can become popular and sell, aren't you?\This might be just my observation, but\there are two general types you can divide successful mangaka into.\First, there are the types that put everything they have into drawing what they want and make a hit.\If you're being positive, you could say they're geniuses.\If you're speaking negatively, you might call them naturals.\Then there are ones like Takagi-kun, the type that calculates as much as they can to produce a hit. response:	However, the ones who make big hits are, overwhelmingly, the people who don't calculate.
context: Takagi-kun, you're the type who writes while calculating how you can become popular and sell, aren't you?\This might be just my observation, but\there are two general types you can divide successful mangaka into.\First, there are the types that put everything they have into drawing what they want and make a hit.\If you're being positive, you could say they're geniuses.\If you're speaking negatively, you might call them naturals.\Then there are ones like Takagi-kun, the type that calculates as much as they can to produce a hit.\However, the ones who make big hits are, overwhelmingly, the people who don't calculate. response:	Ah, sorry. Maybe that wasn't the best way to phrase it.
context: This might be just my observation, but\there are two general types you can divide successful mangaka into.\First, there are the types that put everything they have into drawing what they want and make a hit.\If you're being positive, you could say they're geniuses.\If you're speaking negatively, you might call them naturals.\Then there are ones like Takagi-kun, the type that calculates as much as they can to produce a hit.\However, the ones who make big hits are, overwhelmingly, the people who don't calculate.\Ah, sorry. Maybe that wasn't the best way to phrase it. response:	I suppose what I'm saying is, those who draw with calculation have much higher hurdles to overcome.
context: there are two general types you can divide successful mangaka into.\First, there are the types that put everything they have into drawing what they want and make a hit.\If you're being positive, you could say they're geniuses.\If you're speaking negatively, you might call them naturals.\Then there are ones like Takagi-kun, the type that calculates as much as they can to produce a hit.\However, the ones who make big hits are, overwhelmingly, the people who don't calculate.\Ah, sorry. Maybe that wasn't the best way to phrase it.\I suppose what I'm saying is, those who draw with calculation have much higher hurdles to overcome. response:	On the other hand, the ones who can produce hits by calculating are strong.
context: First, there are the types that put everything they have into drawing what they want and make a hit.\If you're being positive, you could say they're geniuses.\If you're speaking negatively, you might call them naturals.\Then there are ones like Takagi-kun, the type that calculates as much as they can to produce a hit.\However, the ones who make big hits are, overwhelmingly, the people who don't calculate.\Ah, sorry. Maybe that wasn't the best way to phrase it.\I suppose what I'm saying is, those who draw with calculation have much higher hurdles to overcome.\On the other hand, the ones who can produce hits by calculating are strong. response:	They won't be done after just one work.
context: If you're being positive, you could say they're geniuses.\If you're speaking negatively, you might call them naturals.\Then there are ones like Takagi-kun, the type that calculates as much as they can to produce a hit.\However, the ones who make big hits are, overwhelmingly, the people who don't calculate.\Ah, sorry. Maybe that wasn't the best way to phrase it.\I suppose what I'm saying is, those who draw with calculation have much higher hurdles to overcome.\On the other hand, the ones who can produce hits by calculating are strong.\They won't be done after just one work. response:	Even for us editors, those types are life-savers.
context: If you're speaking negatively, you might call them naturals.\Then there are ones like Takagi-kun, the type that calculates as much as they can to produce a hit.\However, the ones who make big hits are, overwhelmingly, the people who don't calculate.\Ah, sorry. Maybe that wasn't the best way to phrase it.\I suppose what I'm saying is, those who draw with calculation have much higher hurdles to overcome.\On the other hand, the ones who can produce hits by calculating are strong.\They won't be done after just one work.\Even for us editors, those types are life-savers. response:	I can't force you,
context: Then there are ones like Takagi-kun, the type that calculates as much as they can to produce a hit.\However, the ones who make big hits are, overwhelmingly, the people who don't calculate.\Ah, sorry. Maybe that wasn't the best way to phrase it.\I suppose what I'm saying is, those who draw with calculation have much higher hurdles to overcome.\On the other hand, the ones who can produce hits by calculating are strong.\They won't be done after just one work.\Even for us editors, those types are life-savers.\I can't force you, response:	but I would like for you to not bring your work to any other publishers.
context: However, the ones who make big hits are, overwhelmingly, the people who don't calculate.\Ah, sorry. Maybe that wasn't the best way to phrase it.\I suppose what I'm saying is, those who draw with calculation have much higher hurdles to overcome.\On the other hand, the ones who can produce hits by calculating are strong.\They won't be done after just one work.\Even for us editors, those types are life-savers.\I can't force you,\but I would like for you to not bring your work to any other publishers. response:	If possible, I'd like to see you two later as well.
context: Ah, sorry. Maybe that wasn't the best way to phrase it.\I suppose what I'm saying is, those who draw with calculation have much higher hurdles to overcome.\On the other hand, the ones who can produce hits by calculating are strong.\They won't be done after just one work.\Even for us editors, those types are life-savers.\I can't force you,\but I would like for you to not bring your work to any other publishers.\If possible, I'd like to see you two later as well. response:	Let's do our best together in Jack.
context: I suppose what I'm saying is, those who draw with calculation have much higher hurdles to overcome.\On the other hand, the ones who can produce hits by calculating are strong.\They won't be done after just one work.\Even for us editors, those types are life-savers.\I can't force you,\but I would like for you to not bring your work to any other publishers.\If possible, I'd like to see you two later as well.\Let's do our best together in Jack. response:	If anything comes up, send me and e-mail at the address I wrote on there.
context: On the other hand, the ones who can produce hits by calculating are strong.\They won't be done after just one work.\Even for us editors, those types are life-savers.\I can't force you,\but I would like for you to not bring your work to any other publishers.\If possible, I'd like to see you two later as well.\Let's do our best together in Jack.\If anything comes up, send me and e-mail at the address I wrote on there. response:	When I have time, I'll reply.
context: They won't be done after just one work.\Even for us editors, those types are life-savers.\I can't force you,\but I would like for you to not bring your work to any other publishers.\If possible, I'd like to see you two later as well.\Let's do our best together in Jack.\If anything comes up, send me and e-mail at the address I wrote on there.\When I have time, I'll reply. response:	Don't get so excited over an email address.
context: Even for us editors, those types are life-savers.\I can't force you,\but I would like for you to not bring your work to any other publishers.\If possible, I'd like to see you two later as well.\Let's do our best together in Jack.\If anything comes up, send me and e-mail at the address I wrote on there.\When I have time, I'll reply.\Don't get so excited over an email address. response:	When I find a golden egg, I give out my cell phone number without a second thought.
context: I can't force you,\but I would like for you to not bring your work to any other publishers.\If possible, I'd like to see you two later as well.\Let's do our best together in Jack.\If anything comes up, send me and e-mail at the address I wrote on there.\When I have time, I'll reply.\Don't get so excited over an email address.\When I find a golden egg, I give out my cell phone number without a second thought. response:	You guys are still around bronze.
context: but I would like for you to not bring your work to any other publishers.\If possible, I'd like to see you two later as well.\Let's do our best together in Jack.\If anything comes up, send me and e-mail at the address I wrote on there.\When I have time, I'll reply.\Don't get so excited over an email address.\When I find a golden egg, I give out my cell phone number without a second thought.\You guys are still around bronze. response:	Not only did he give us thorough opinions, he's being this frank with us.
context: If possible, I'd like to see you two later as well.\Let's do our best together in Jack.\If anything comes up, send me and e-mail at the address I wrote on there.\When I have time, I'll reply.\Don't get so excited over an email address.\When I find a golden egg, I give out my cell phone number without a second thought.\You guys are still around bronze.\Not only did he give us thorough opinions, he's being this frank with us. response:	Maybe it's all right to trust him.
context: Let's do our best together in Jack.\If anything comes up, send me and e-mail at the address I wrote on there.\When I have time, I'll reply.\Don't get so excited over an email address.\When I find a golden egg, I give out my cell phone number without a second thought.\You guys are still around bronze.\Not only did he give us thorough opinions, he's being this frank with us.\Maybe it's all right to trust him. response:	For now I think I'm going to send this manuscript around for the monthly award, is that okay?
context: If anything comes up, send me and e-mail at the address I wrote on there.\When I have time, I'll reply.\Don't get so excited over an email address.\When I find a golden egg, I give out my cell phone number without a second thought.\You guys are still around bronze.\Not only did he give us thorough opinions, he's being this frank with us.\Maybe it's all right to trust him.\For now I think I'm going to send this manuscript around for the monthly award, is that okay? response:	Monthly award?
context: When I have time, I'll reply.\Don't get so excited over an email address.\When I find a golden egg, I give out my cell phone number without a second thought.\You guys are still around bronze.\Not only did he give us thorough opinions, he's being this frank with us.\Maybe it's all right to trust him.\For now I think I'm going to send this manuscript around for the monthly award, is that okay?\Monthly award? response:	You mean the excellence award given to one of the works submitted every month?
context: Don't get so excited over an email address.\When I find a golden egg, I give out my cell phone number without a second thought.\You guys are still around bronze.\Not only did he give us thorough opinions, he's being this frank with us.\Maybe it's all right to trust him.\For now I think I'm going to send this manuscript around for the monthly award, is that okay?\Monthly award?\You mean the excellence award given to one of the works submitted every month? response:	So, does that mean it's good?
context: When I find a golden egg, I give out my cell phone number without a second thought.\You guys are still around bronze.\Not only did he give us thorough opinions, he's being this frank with us.\Maybe it's all right to trust him.\For now I think I'm going to send this manuscript around for the monthly award, is that okay?\Monthly award?\You mean the excellence award given to one of the works submitted every month?\So, does that mean it's good? response:	It's not that easy.
context: You guys are still around bronze.\Not only did he give us thorough opinions, he's being this frank with us.\Maybe it's all right to trust him.\For now I think I'm going to send this manuscript around for the monthly award, is that okay?\Monthly award?\You mean the excellence award given to one of the works submitted every month?\So, does that mean it's good?\It's not that easy. response:	But with manga, you get ten different opinions from ten different people.
context: Not only did he give us thorough opinions, he's being this frank with us.\Maybe it's all right to trust him.\For now I think I'm going to send this manuscript around for the monthly award, is that okay?\Monthly award?\You mean the excellence award given to one of the works submitted every month?\So, does that mean it's good?\It's not that easy.\But with manga, you get ten different opinions from ten different people. response:	There might even be people who say that this could get into the finals.
context: Maybe it's all right to trust him.\For now I think I'm going to send this manuscript around for the monthly award, is that okay?\Monthly award?\You mean the excellence award given to one of the works submitted every month?\So, does that mean it's good?\It's not that easy.\But with manga, you get ten different opinions from ten different people.\There might even be people who say that this could get into the finals. response:	To be honest, even we don't know for sure what'll be a hit or not.
context: For now I think I'm going to send this manuscript around for the monthly award, is that okay?\Monthly award?\You mean the excellence award given to one of the works submitted every month?\So, does that mean it's good?\It's not that easy.\But with manga, you get ten different opinions from ten different people.\There might even be people who say that this could get into the finals.\To be honest, even we don't know for sure what'll be a hit or not. response:	If we did, there wouldn't be new series that end so quickly.
context: Monthly award?\You mean the excellence award given to one of the works submitted every month?\So, does that mean it's good?\It's not that easy.\But with manga, you get ten different opinions from ten different people.\There might even be people who say that this could get into the finals.\To be honest, even we don't know for sure what'll be a hit or not.\If we did, there wouldn't be new series that end so quickly. response:	A work becoming a hit is, for the most part, a gamble.
context: You mean the excellence award given to one of the works submitted every month?\So, does that mean it's good?\It's not that easy.\But with manga, you get ten different opinions from ten different people.\There might even be people who say that this could get into the finals.\To be honest, even we don't know for sure what'll be a hit or not.\If we did, there wouldn't be new series that end so quickly.\A work becoming a hit is, for the most part, a gamble. response:	Beyond that, you're just a gambler.
context: So, does that mean it's good?\It's not that easy.\But with manga, you get ten different opinions from ten different people.\There might even be people who say that this could get into the finals.\To be honest, even we don't know for sure what'll be a hit or not.\If we did, there wouldn't be new series that end so quickly.\A work becoming a hit is, for the most part, a gamble.\Beyond that, you're just a gambler. response:	Please contact me once you've got your next work done.
context: It's not that easy.\But with manga, you get ten different opinions from ten different people.\There might even be people who say that this could get into the finals.\To be honest, even we don't know for sure what'll be a hit or not.\If we did, there wouldn't be new series that end so quickly.\A work becoming a hit is, for the most part, a gamble.\Beyond that, you're just a gambler.\Please contact me once you've got your next work done. response:	Until then.
context: But with manga, you get ten different opinions from ten different people.\There might even be people who say that this could get into the finals.\To be honest, even we don't know for sure what'll be a hit or not.\If we did, there wouldn't be new series that end so quickly.\A work becoming a hit is, for the most part, a gamble.\Beyond that, you're just a gambler.\Please contact me once you've got your next work done.\Until then. response:	It's been nice working with you!
context: There might even be people who say that this could get into the finals.\To be honest, even we don't know for sure what'll be a hit or not.\If we did, there wouldn't be new series that end so quickly.\A work becoming a hit is, for the most part, a gamble.\Beyond that, you're just a gambler.\Please contact me once you've got your next work done.\Until then.\It's been nice working with you! response:	Thank you very much.
context: To be honest, even we don't know for sure what'll be a hit or not.\If we did, there wouldn't be new series that end so quickly.\A work becoming a hit is, for the most part, a gamble.\Beyond that, you're just a gambler.\Please contact me once you've got your next work done.\Until then.\It's been nice working with you!\Thank you very much. response:	It was a success, right?
context: If we did, there wouldn't be new series that end so quickly.\A work becoming a hit is, for the most part, a gamble.\Beyond that, you're just a gambler.\Please contact me once you've got your next work done.\Until then.\It's been nice working with you!\Thank you very much.\It was a success, right? response:	On the first work we brought in, he gave us his business card and even his email address.
context: A work becoming a hit is, for the most part, a gamble.\Beyond that, you're just a gambler.\Please contact me once you've got your next work done.\Until then.\It's been nice working with you!\Thank you very much.\It was a success, right?\On the first work we brought in, he gave us his business card and even his email address. response:	What do you think, Shuujin?
context: Beyond that, you're just a gambler.\Please contact me once you've got your next work done.\Until then.\It's been nice working with you!\Thank you very much.\It was a success, right?\On the first work we brought in, he gave us his business card and even his email address.\What do you think, Shuujin? response:	About what?
context: Please contact me once you've got your next work done.\Until then.\It's been nice working with you!\Thank you very much.\It was a success, right?\On the first work we brought in, he gave us his business card and even his email address.\What do you think, Shuujin?\About what? response:	I think Hattori-san was good.
context: Until then.\It's been nice working with you!\Thank you very much.\It was a success, right?\On the first work we brought in, he gave us his business card and even his email address.\What do you think, Shuujin?\About what?\I think Hattori-san was good. response:	Yeah, I think so too.
context: It's been nice working with you!\Thank you very much.\It was a success, right?\On the first work we brought in, he gave us his business card and even his email address.\What do you think, Shuujin?\About what?\I think Hattori-san was good.\Yeah, I think so too. response:	Hey, how did it go?
context: Thank you very much.\It was a success, right?\On the first work we brought in, he gave us his business card and even his email address.\What do you think, Shuujin?\About what?\I think Hattori-san was good.\Yeah, I think so too.\Hey, how did it go? response:	With the middle school pair?
context: It was a success, right?\On the first work we brought in, he gave us his business card and even his email address.\What do you think, Shuujin?\About what?\I think Hattori-san was good.\Yeah, I think so too.\Hey, how did it go?\With the middle school pair? response:	No good, at least not yet.
context: On the first work we brought in, he gave us his business card and even his email address.\What do you think, Shuujin?\About what?\I think Hattori-san was good.\Yeah, I think so too.\Hey, how did it go?\With the middle school pair?\No good, at least not yet. response:	I guess not everyone can be Niizuma Eiji.
context: What do you think, Shuujin?\About what?\I think Hattori-san was good.\Yeah, I think so too.\Hey, how did it go?\With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji. response:	But the artist had only been using a pen for two months, it seems.
context: About what?\I think Hattori-san was good.\Yeah, I think so too.\Hey, how did it go?\With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But the artist had only been using a pen for two months, it seems. response:	The original story author also isn't proficient yet, but his general ideas were...
context: I think Hattori-san was good.\Yeah, I think so too.\Hey, how did it go?\With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But the artist had only been using a pen for two months, it seems.\The original story author also isn't proficient yet, but his general ideas were... response:	Did you like them?
context: Yeah, I think so too.\Hey, how did it go?\With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But the artist had only been using a pen for two months, it seems.\The original story author also isn't proficient yet, but his general ideas were...\Did you like them? response:	Yes, even if they were fourteen years old.
context: Hey, how did it go?\With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But the artist had only been using a pen for two months, it seems.\The original story author also isn't proficient yet, but his general ideas were...\Did you like them?\Yes, even if they were fourteen years old. response:	Also...
context: With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But the artist had only been using a pen for two months, it seems.\The original story author also isn't proficient yet, but his general ideas were...\Did you like them?\Yes, even if they were fourteen years old.\Also... response:	Two man teams sure are tough.
context: No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But the artist had only been using a pen for two months, it seems.\The original story author also isn't proficient yet, but his general ideas were...\Did you like them?\Yes, even if they were fourteen years old.\Also...\Two man teams sure are tough. response:	They're still kids, so they don't know if they'll get into a fight and split up someday.
context: I guess not everyone can be Niizuma Eiji.\But the artist had only been using a pen for two months, it seems.\The original story author also isn't proficient yet, but his general ideas were...\Did you like them?\Yes, even if they were fourteen years old.\Also...\Two man teams sure are tough.\They're still kids, so they don't know if they'll get into a fight and split up someday. response:	Well, if you liked them, then make sure to raise them properly.
context: But the artist had only been using a pen for two months, it seems.\The original story author also isn't proficient yet, but his general ideas were...\Did you like them?\Yes, even if they were fourteen years old.\Also...\Two man teams sure are tough.\They're still kids, so they don't know if they'll get into a fight and split up someday.\Well, if you liked them, then make sure to raise them properly. response:	I think that in three years, they'll surpass Niizuma Eiji.
context: The original story author also isn't proficient yet, but his general ideas were...\Did you like them?\Yes, even if they were fourteen years old.\Also...\Two man teams sure are tough.\They're still kids, so they don't know if they'll get into a fight and split up someday.\Well, if you liked them, then make sure to raise them properly.\I think that in three years, they'll surpass Niizuma Eiji. response:	If you don't get a hit out in three whole years, you'll be out of here.
context: Did you like them?\Yes, even if they were fourteen years old.\Also...\Two man teams sure are tough.\They're still kids, so they don't know if they'll get into a fight and split up someday.\Well, if you liked them, then make sure to raise them properly.\I think that in three years, they'll surpass Niizuma Eiji.\If you don't get a hit out in three whole years, you'll be out of here. response:	Good luck.
context: Yes, even if they were fourteen years old.\Also...\Two man teams sure are tough.\They're still kids, so they don't know if they'll get into a fight and split up someday.\Well, if you liked them, then make sure to raise them properly.\I think that in three years, they'll surpass Niizuma Eiji.\If you don't get a hit out in three whole years, you'll be out of here.\Good luck. response:	TL note: This is a sort of voice training exercise where a sentence is said for every vowel and consonant type in the Japanese alphabet.
context: Also...\Two man teams sure are tough.\They're still kids, so they don't know if they'll get into a fight and split up someday.\Well, if you liked them, then make sure to raise them properly.\I think that in three years, they'll surpass Niizuma Eiji.\If you don't get a hit out in three whole years, you'll be out of here.\Good luck.\TL note: This is a sort of voice training exercise where a sentence is said for every vowel and consonant type in the Japanese alphabet. response:	Water striders red. A-i-u-e-o.
context: Two man teams sure are tough.\They're still kids, so they don't know if they'll get into a fight and split up someday.\Well, if you liked them, then make sure to raise them properly.\I think that in three years, they'll surpass Niizuma Eiji.\If you don't get a hit out in three whole years, you'll be out of here.\Good luck.\TL note: This is a sort of voice training exercise where a sentence is said for every vowel and consonant type in the Japanese alphabet.\Water striders red. A-i-u-e-o. response:	Little shrimp swim in the floating algae.
context: They're still kids, so they don't know if they'll get into a fight and split up someday.\Well, if you liked them, then make sure to raise them properly.\I think that in three years, they'll surpass Niizuma Eiji.\If you don't get a hit out in three whole years, you'll be out of here.\Good luck.\TL note: This is a sort of voice training exercise where a sentence is said for every vowel and consonant type in the Japanese alphabet.\Water striders red. A-i-u-e-o.\Little shrimp swim in the floating algae. response:	Kaki persimmon, chestnut tree, ka-ki-ku-ke-ko.
context: Well, if you liked them, then make sure to raise them properly.\I think that in three years, they'll surpass Niizuma Eiji.\If you don't get a hit out in three whole years, you'll be out of here.\Good luck.\TL note: This is a sort of voice training exercise where a sentence is said for every vowel and consonant type in the Japanese alphabet.\Water striders red. A-i-u-e-o.\Little shrimp swim in the floating algae.\Kaki persimmon, chestnut tree, ka-ki-ku-ke-ko. response:	Woodpecker clicking, dried out zelkova tree.
context: I think that in three years, they'll surpass Niizuma Eiji.\If you don't get a hit out in three whole years, you'll be out of here.\Good luck.\TL note: This is a sort of voice training exercise where a sentence is said for every vowel and consonant type in the Japanese alphabet.\Water striders red. A-i-u-e-o.\Little shrimp swim in the floating algae.\Kaki persimmon, chestnut tree, ka-ki-ku-ke-ko.\Woodpecker clicking, dried out zelkova tree. response:	Put the soya bean in the sake, sa-shi-su-se-so.
context: If you don't get a hit out in three whole years, you'll be out of here.\Good luck.\TL note: This is a sort of voice training exercise where a sentence is said for every vowel and consonant type in the Japanese alphabet.\Water striders red. A-i-u-e-o.\Little shrimp swim in the floating algae.\Kaki persimmon, chestnut tree, ka-ki-ku-ke-ko.\Woodpecker clicking, dried out zelkova tree.\Put the soya bean in the sake, sa-shi-su-se-so. response:	Those fish bit on the shoals.
context: Good luck.\TL note: This is a sort of voice training exercise where a sentence is said for every vowel and consonant type in the Japanese alphabet.\Water striders red. A-i-u-e-o.\Little shrimp swim in the floating algae.\Kaki persimmon, chestnut tree, ka-ki-ku-ke-ko.\Woodpecker clicking, dried out zelkova tree.\Put the soya bean in the sake, sa-shi-su-se-so.\Those fish bit on the shoals. response:	Even with summer vacation ending today.
