context: That's because I was too silly. response:	I thought that I shouldn't be too concerned about his past.
context: There's no rush.\Qian Qian, you still haven't told me who took your eyes from you.\It was just a relationship trial.\It's not worth mentioning.\Su Su...\Master...\Do you know...why I named you Su Su?\You've never mentioned it. response:	It's because when I first met you
context: Qian Qian, you still haven't told me who took your eyes from you.\It was just a relationship trial.\It's not worth mentioning.\Su Su...\Master...\Do you know...why I named you Su Su?\You've never mentioned it.\It's because when I first met you response:	you were in a plain (Su in Chinese) outfit.
context: It was just a relationship trial.\It's not worth mentioning.\Su Su...\Master...\Do you know...why I named you Su Su?\You've never mentioned it.\It's because when I first met you\you were in a plain (Su in Chinese) outfit. response:	Su Su...
context: It's not worth mentioning.\Su Su...\Master...\Do you know...why I named you Su Su?\You've never mentioned it.\It's because when I first met you\you were in a plain (Su in Chinese) outfit.\Su Su... response:	I've been waiting for one person my whole life.
context: Su Su...\Master...\Do you know...why I named you Su Su?\You've never mentioned it.\It's because when I first met you\you were in a plain (Su in Chinese) outfit.\Su Su...\I've been waiting for one person my whole life. response:	I know that you've been waiting for a fairy from Qing Qiu.
context: Master...\Do you know...why I named you Su Su?\You've never mentioned it.\It's because when I first met you\you were in a plain (Su in Chinese) outfit.\Su Su...\I've been waiting for one person my whole life.\I know that you've been waiting for a fairy from Qing Qiu. response:	Yes.
context: Do you know...why I named you Su Su?\You've never mentioned it.\It's because when I first met you\you were in a plain (Su in Chinese) outfit.\Su Su...\I've been waiting for one person my whole life.\I know that you've been waiting for a fairy from Qing Qiu.\Yes. response:	She came to me when I was 11 years old.
context: You've never mentioned it.\It's because when I first met you\you were in a plain (Su in Chinese) outfit.\Su Su...\I've been waiting for one person my whole life.\I know that you've been waiting for a fairy from Qing Qiu.\Yes.\She came to me when I was 11 years old. response:	She said that she'd marry me when I'm grown up.
context: It's because when I first met you\you were in a plain (Su in Chinese) outfit.\Su Su...\I've been waiting for one person my whole life.\I know that you've been waiting for a fairy from Qing Qiu.\Yes.\She came to me when I was 11 years old.\She said that she'd marry me when I'm grown up. response:	Sadly, she never came again.
context: you were in a plain (Su in Chinese) outfit.\Su Su...\I've been waiting for one person my whole life.\I know that you've been waiting for a fairy from Qing Qiu.\Yes.\She came to me when I was 11 years old.\She said that she'd marry me when I'm grown up.\Sadly, she never came again. response:	It's said that deities live for a long time.
context: Su Su...\I've been waiting for one person my whole life.\I know that you've been waiting for a fairy from Qing Qiu.\Yes.\She came to me when I was 11 years old.\She said that she'd marry me when I'm grown up.\Sadly, she never came again.\It's said that deities live for a long time. response:	My short life is but a ten some days of her life.
context: I've been waiting for one person my whole life.\I know that you've been waiting for a fairy from Qing Qiu.\Yes.\She came to me when I was 11 years old.\She said that she'd marry me when I'm grown up.\Sadly, she never came again.\It's said that deities live for a long time.\My short life is but a ten some days of her life. response:	It seems... that I won't be able to wait any longer.
context: I know that you've been waiting for a fairy from Qing Qiu.\Yes.\She came to me when I was 11 years old.\She said that she'd marry me when I'm grown up.\Sadly, she never came again.\It's said that deities live for a long time.\My short life is but a ten some days of her life.\It seems... that I won't be able to wait any longer. response:	Master...
context: Yes.\She came to me when I was 11 years old.\She said that she'd marry me when I'm grown up.\Sadly, she never came again.\It's said that deities live for a long time.\My short life is but a ten some days of her life.\It seems... that I won't be able to wait any longer.\Master... response:	You've stayed single all your life.
context: She came to me when I was 11 years old.\She said that she'd marry me when I'm grown up.\Sadly, she never came again.\It's said that deities live for a long time.\My short life is but a ten some days of her life.\It seems... that I won't be able to wait any longer.\Master...\You've stayed single all your life. response:	You've never been unfaithful to that fairy.
context: She said that she'd marry me when I'm grown up.\Sadly, she never came again.\It's said that deities live for a long time.\My short life is but a ten some days of her life.\It seems... that I won't be able to wait any longer.\Master...\You've stayed single all your life.\You've never been unfaithful to that fairy. response:	Will she blame me for breaking our promise?
context: Sadly, she never came again.\It's said that deities live for a long time.\My short life is but a ten some days of her life.\It seems... that I won't be able to wait any longer.\Master...\You've stayed single all your life.\You've never been unfaithful to that fairy.\Will she blame me for breaking our promise? response:	After my death...
context: It's said that deities live for a long time.\My short life is but a ten some days of her life.\It seems... that I won't be able to wait any longer.\Master...\You've stayed single all your life.\You've never been unfaithful to that fairy.\Will she blame me for breaking our promise?\After my death... response:	Burn me to ashes and bury this string of beads with me.
context: My short life is but a ten some days of her life.\It seems... that I won't be able to wait any longer.\Master...\You've stayed single all your life.\You've never been unfaithful to that fairy.\Will she blame me for breaking our promise?\After my death...\Burn me to ashes and bury this string of beads with me. response:	Master?
context: It seems... that I won't be able to wait any longer.\Master...\You've stayed single all your life.\You've never been unfaithful to that fairy.\Will she blame me for breaking our promise?\After my death...\Burn me to ashes and bury this string of beads with me.\Master? response:	- Master! - Master!
context: Master...\You've stayed single all your life.\You've never been unfaithful to that fairy.\Will she blame me for breaking our promise?\After my death...\Burn me to ashes and bury this string of beads with me.\Master?\- Master! - Master! response:	- Master... - Master...
context: You've stayed single all your life.\You've never been unfaithful to that fairy.\Will she blame me for breaking our promise?\After my death...\Burn me to ashes and bury this string of beads with me.\Master?\- Master! - Master!\- Master... - Master... response:	- Master... - Master...
context: You've never been unfaithful to that fairy.\Will she blame me for breaking our promise?\After my death...\Burn me to ashes and bury this string of beads with me.\Master?\- Master! - Master!\- Master... - Master...\- Master... - Master... response:	Kunlun Mountain?
context: Will she blame me for breaking our promise?\After my death...\Burn me to ashes and bury this string of beads with me.\Master?\- Master! - Master!\- Master... - Master...\- Master... - Master...\Kunlun Mountain? response:	Why am I here?
context: After my death...\Burn me to ashes and bury this string of beads with me.\Master?\- Master! - Master!\- Master... - Master...\- Master... - Master...\Kunlun Mountain?\Why am I here? response:	Ye Hua.
context: Burn me to ashes and bury this string of beads with me.\Master?\- Master! - Master!\- Master... - Master...\- Master... - Master...\Kunlun Mountain?\Why am I here?\Ye Hua. response:	High God Mo Yuan?
context: Master?\- Master! - Master!\- Master... - Master...\- Master... - Master...\Kunlun Mountain?\Why am I here?\Ye Hua.\High God Mo Yuan? response:	Ye Hua...
context: - Master! - Master!\- Master... - Master...\- Master... - Master...\Kunlun Mountain?\Why am I here?\Ye Hua.\High God Mo Yuan?\Ye Hua... response:	Perhaps you should address me as your older brother instead.
context: - Master... - Master...\- Master... - Master...\Kunlun Mountain?\Why am I here?\Ye Hua.\High God Mo Yuan?\Ye Hua...\Perhaps you should address me as your older brother instead. response:	My older brother?
context: - Master... - Master...\Kunlun Mountain?\Why am I here?\Ye Hua.\High God Mo Yuan?\Ye Hua...\Perhaps you should address me as your older brother instead.\My older brother? response:	You're Heavenly Father's son and my younger twin brother.
context: Kunlun Mountain?\Why am I here?\Ye Hua.\High God Mo Yuan?\Ye Hua...\Perhaps you should address me as your older brother instead.\My older brother?\You're Heavenly Father's son and my younger twin brother. response:	It was because of an accident that your spirit went into deep slumber.
context: Why am I here?\Ye Hua.\High God Mo Yuan?\Ye Hua...\Perhaps you should address me as your older brother instead.\My older brother?\You're Heavenly Father's son and my younger twin brother.\It was because of an accident that your spirit went into deep slumber. response:	Hence, our father had you placed into a golden lotus.
context: Ye Hua.\High God Mo Yuan?\Ye Hua...\Perhaps you should address me as your older brother instead.\My older brother?\You're Heavenly Father's son and my younger twin brother.\It was because of an accident that your spirit went into deep slumber.\Hence, our father had you placed into a golden lotus. response:	Before he went into the realm of nothingness
context: High God Mo Yuan?\Ye Hua...\Perhaps you should address me as your older brother instead.\My older brother?\You're Heavenly Father's son and my younger twin brother.\It was because of an accident that your spirit went into deep slumber.\Hence, our father had you placed into a golden lotus.\Before he went into the realm of nothingness response:	he entrusted you to me and I took you back to Kunlun Mountain.
context: Ye Hua...\Perhaps you should address me as your older brother instead.\My older brother?\You're Heavenly Father's son and my younger twin brother.\It was because of an accident that your spirit went into deep slumber.\Hence, our father had you placed into a golden lotus.\Before he went into the realm of nothingness\he entrusted you to me and I took you back to Kunlun Mountain. response:	I kept you in this lotus pond to await your awakening.
context: Perhaps you should address me as your older brother instead.\My older brother?\You're Heavenly Father's son and my younger twin brother.\It was because of an accident that your spirit went into deep slumber.\Hence, our father had you placed into a golden lotus.\Before he went into the realm of nothingness\he entrusted you to me and I took you back to Kunlun Mountain.\I kept you in this lotus pond to await your awakening. response:	When Bai Qian was training here
context: My older brother?\You're Heavenly Father's son and my younger twin brother.\It was because of an accident that your spirit went into deep slumber.\Hence, our father had you placed into a golden lotus.\Before he went into the realm of nothingness\he entrusted you to me and I took you back to Kunlun Mountain.\I kept you in this lotus pond to await your awakening.\When Bai Qian was training here response:	she loved to look after you, her golden lotus.
context: You're Heavenly Father's son and my younger twin brother.\It was because of an accident that your spirit went into deep slumber.\Hence, our father had you placed into a golden lotus.\Before he went into the realm of nothingness\he entrusted you to me and I took you back to Kunlun Mountain.\I kept you in this lotus pond to await your awakening.\When Bai Qian was training here\she loved to look after you, her golden lotus. response:	Perhaps, it was destined.
context: It was because of an accident that your spirit went into deep slumber.\Hence, our father had you placed into a golden lotus.\Before he went into the realm of nothingness\he entrusted you to me and I took you back to Kunlun Mountain.\I kept you in this lotus pond to await your awakening.\When Bai Qian was training here\she loved to look after you, her golden lotus.\Perhaps, it was destined. response:	It's a fated romance that you should both cherish.
context: Hence, our father had you placed into a golden lotus.\Before he went into the realm of nothingness\he entrusted you to me and I took you back to Kunlun Mountain.\I kept you in this lotus pond to await your awakening.\When Bai Qian was training here\she loved to look after you, her golden lotus.\Perhaps, it was destined.\It's a fated romance that you should both cherish. response:	I was actually in meditation.
context: Before he went into the realm of nothingness\he entrusted you to me and I took you back to Kunlun Mountain.\I kept you in this lotus pond to await your awakening.\When Bai Qian was training here\she loved to look after you, her golden lotus.\Perhaps, it was destined.\It's a fated romance that you should both cherish.\I was actually in meditation. response:	However, I wished to see you.
context: he entrusted you to me and I took you back to Kunlun Mountain.\I kept you in this lotus pond to await your awakening.\When Bai Qian was training here\she loved to look after you, her golden lotus.\Perhaps, it was destined.\It's a fated romance that you should both cherish.\I was actually in meditation.\However, I wished to see you. response:	After all, I've waited for this day for some hundred thousands of years.
context: I kept you in this lotus pond to await your awakening.\When Bai Qian was training here\she loved to look after you, her golden lotus.\Perhaps, it was destined.\It's a fated romance that you should both cherish.\I was actually in meditation.\However, I wished to see you.\After all, I've waited for this day for some hundred thousands of years. response:	Heavenly Lord...
context: When Bai Qian was training here\she loved to look after you, her golden lotus.\Perhaps, it was destined.\It's a fated romance that you should both cherish.\I was actually in meditation.\However, I wished to see you.\After all, I've waited for this day for some hundred thousands of years.\Heavenly Lord... response:	- Heavenly Lord! - Su Jin!
context: she loved to look after you, her golden lotus.\Perhaps, it was destined.\It's a fated romance that you should both cherish.\I was actually in meditation.\However, I wished to see you.\After all, I've waited for this day for some hundred thousands of years.\Heavenly Lord...\- Heavenly Lord! - Su Jin! response:	- Heavenly Lord. - Heavenly Lord.
context: Perhaps, it was destined.\It's a fated romance that you should both cherish.\I was actually in meditation.\However, I wished to see you.\After all, I've waited for this day for some hundred thousands of years.\Heavenly Lord...\- Heavenly Lord! - Su Jin!\- Heavenly Lord. - Heavenly Lord. response:	Heavenly Lord!
context: It's a fated romance that you should both cherish.\I was actually in meditation.\However, I wished to see you.\After all, I've waited for this day for some hundred thousands of years.\Heavenly Lord...\- Heavenly Lord! - Su Jin!\- Heavenly Lord. - Heavenly Lord.\Heavenly Lord! response:	Lord Dong Hua.
context: I was actually in meditation.\However, I wished to see you.\After all, I've waited for this day for some hundred thousands of years.\Heavenly Lord...\- Heavenly Lord! - Su Jin!\- Heavenly Lord. - Heavenly Lord.\Heavenly Lord!\Lord Dong Hua. response:	Heavenly Lord, you must uphold justice for me!
context: However, I wished to see you.\After all, I've waited for this day for some hundred thousands of years.\Heavenly Lord...\- Heavenly Lord! - Su Jin!\- Heavenly Lord. - Heavenly Lord.\Heavenly Lord!\Lord Dong Hua.\Heavenly Lord, you must uphold justice for me! response:	You knew what happened then.
context: After all, I've waited for this day for some hundred thousands of years.\Heavenly Lord...\- Heavenly Lord! - Su Jin!\- Heavenly Lord. - Heavenly Lord.\Heavenly Lord!\Lord Dong Hua.\Heavenly Lord, you must uphold justice for me!\You knew what happened then. response:	You must uphold justice for me, Heavenly Lord!
context: Heavenly Lord...\- Heavenly Lord! - Su Jin!\- Heavenly Lord. - Heavenly Lord.\Heavenly Lord!\Lord Dong Hua.\Heavenly Lord, you must uphold justice for me!\You knew what happened then.\You must uphold justice for me, Heavenly Lord! response:	Get up.
context: - Heavenly Lord! - Su Jin!\- Heavenly Lord. - Heavenly Lord.\Heavenly Lord!\Lord Dong Hua.\Heavenly Lord, you must uphold justice for me!\You knew what happened then.\You must uphold justice for me, Heavenly Lord!\Get up. response:	No, I can't get up.
context: - Heavenly Lord. - Heavenly Lord.\Heavenly Lord!\Lord Dong Hua.\Heavenly Lord, you must uphold justice for me!\You knew what happened then.\You must uphold justice for me, Heavenly Lord!\Get up.\No, I can't get up. response:	If I do, it means that I admit to this accusation.
context: Heavenly Lord!\Lord Dong Hua.\Heavenly Lord, you must uphold justice for me!\You knew what happened then.\You must uphold justice for me, Heavenly Lord!\Get up.\No, I can't get up.\If I do, it means that I admit to this accusation. response:	High God Bai Qian not only dug out my eyes, but also...
context: Lord Dong Hua.\Heavenly Lord, you must uphold justice for me!\You knew what happened then.\You must uphold justice for me, Heavenly Lord!\Get up.\No, I can't get up.\If I do, it means that I admit to this accusation.\High God Bai Qian not only dug out my eyes, but also... response:	But she also wants me to apologize for her fall from the Zhuxian Terrace.
context: Heavenly Lord, you must uphold justice for me!\You knew what happened then.\You must uphold justice for me, Heavenly Lord!\Get up.\No, I can't get up.\If I do, it means that I admit to this accusation.\High God Bai Qian not only dug out my eyes, but also...\But she also wants me to apologize for her fall from the Zhuxian Terrace. response:	She asked that I'm to be stripped of my celestial status
context: You knew what happened then.\You must uphold justice for me, Heavenly Lord!\Get up.\No, I can't get up.\If I do, it means that I admit to this accusation.\High God Bai Qian not only dug out my eyes, but also...\But she also wants me to apologize for her fall from the Zhuxian Terrace.\She asked that I'm to be stripped of my celestial status response:	and stand guard at Ruoshui Riverbank to watch over the Bell of East Emperor.
context: You must uphold justice for me, Heavenly Lord!\Get up.\No, I can't get up.\If I do, it means that I admit to this accusation.\High God Bai Qian not only dug out my eyes, but also...\But she also wants me to apologize for her fall from the Zhuxian Terrace.\She asked that I'm to be stripped of my celestial status\and stand guard at Ruoshui Riverbank to watch over the Bell of East Emperor. response:	Never am I to return to the Celestial Palace.
context: Get up.\No, I can't get up.\If I do, it means that I admit to this accusation.\High God Bai Qian not only dug out my eyes, but also...\But she also wants me to apologize for her fall from the Zhuxian Terrace.\She asked that I'm to be stripped of my celestial status\and stand guard at Ruoshui Riverbank to watch over the Bell of East Emperor.\Never am I to return to the Celestial Palace. response:	Although the Celestial Tribe is indebted to Qing Qiu because of Sang Ji
context: No, I can't get up.\If I do, it means that I admit to this accusation.\High God Bai Qian not only dug out my eyes, but also...\But she also wants me to apologize for her fall from the Zhuxian Terrace.\She asked that I'm to be stripped of my celestial status\and stand guard at Ruoshui Riverbank to watch over the Bell of East Emperor.\Never am I to return to the Celestial Palace.\Although the Celestial Tribe is indebted to Qing Qiu because of Sang Ji response:	we mustn't allow that high god to accuse our tribesman at will.
context: If I do, it means that I admit to this accusation.\High God Bai Qian not only dug out my eyes, but also...\But she also wants me to apologize for her fall from the Zhuxian Terrace.\She asked that I'm to be stripped of my celestial status\and stand guard at Ruoshui Riverbank to watch over the Bell of East Emperor.\Never am I to return to the Celestial Palace.\Although the Celestial Tribe is indebted to Qing Qiu because of Sang Ji\we mustn't allow that high god to accuse our tribesman at will. response:	Exactly.
context: High God Bai Qian not only dug out my eyes, but also...\But she also wants me to apologize for her fall from the Zhuxian Terrace.\She asked that I'm to be stripped of my celestial status\and stand guard at Ruoshui Riverbank to watch over the Bell of East Emperor.\Never am I to return to the Celestial Palace.\Although the Celestial Tribe is indebted to Qing Qiu because of Sang Ji\we mustn't allow that high god to accuse our tribesman at will.\Exactly. response:	If we were to let anyone bully Su Jin how could we face our deceased brother?
context: But she also wants me to apologize for her fall from the Zhuxian Terrace.\She asked that I'm to be stripped of my celestial status\and stand guard at Ruoshui Riverbank to watch over the Bell of East Emperor.\Never am I to return to the Celestial Palace.\Although the Celestial Tribe is indebted to Qing Qiu because of Sang Ji\we mustn't allow that high god to accuse our tribesman at will.\Exactly.\If we were to let anyone bully Su Jin how could we face our deceased brother? response:	You...
context: She asked that I'm to be stripped of my celestial status\and stand guard at Ruoshui Riverbank to watch over the Bell of East Emperor.\Never am I to return to the Celestial Palace.\Although the Celestial Tribe is indebted to Qing Qiu because of Sang Ji\we mustn't allow that high god to accuse our tribesman at will.\Exactly.\If we were to let anyone bully Su Jin how could we face our deceased brother?\You... response:	You can't take Su Jin's side of the tale seriously.
context: and stand guard at Ruoshui Riverbank to watch over the Bell of East Emperor.\Never am I to return to the Celestial Palace.\Although the Celestial Tribe is indebted to Qing Qiu because of Sang Ji\we mustn't allow that high god to accuse our tribesman at will.\Exactly.\If we were to let anyone bully Su Jin how could we face our deceased brother?\You...\You can't take Su Jin's side of the tale seriously. response:	You have to hear me out! And my aunt as well!
context: Never am I to return to the Celestial Palace.\Although the Celestial Tribe is indebted to Qing Qiu because of Sang Ji\we mustn't allow that high god to accuse our tribesman at will.\Exactly.\If we were to let anyone bully Su Jin how could we face our deceased brother?\You...\You can't take Su Jin's side of the tale seriously.\You have to hear me out! And my aunt as well! response:	You aunt left after digging Su Jin's eyes out!
context: Although the Celestial Tribe is indebted to Qing Qiu because of Sang Ji\we mustn't allow that high god to accuse our tribesman at will.\Exactly.\If we were to let anyone bully Su Jin how could we face our deceased brother?\You...\You can't take Su Jin's side of the tale seriously.\You have to hear me out! And my aunt as well!\You aunt left after digging Su Jin's eyes out! response:	She's the Queen of Qing Qiu.
context: we mustn't allow that high god to accuse our tribesman at will.\Exactly.\If we were to let anyone bully Su Jin how could we face our deceased brother?\You...\You can't take Su Jin's side of the tale seriously.\You have to hear me out! And my aunt as well!\You aunt left after digging Su Jin's eyes out!\She's the Queen of Qing Qiu. response:	She's also addressed as Auntie
context: Exactly.\If we were to let anyone bully Su Jin how could we face our deceased brother?\You...\You can't take Su Jin's side of the tale seriously.\You have to hear me out! And my aunt as well!\You aunt left after digging Su Jin's eyes out!\She's the Queen of Qing Qiu.\She's also addressed as Auntie response:	by all in the four seas and the Eight Far Lands.
context: If we were to let anyone bully Su Jin how could we face our deceased brother?\You...\You can't take Su Jin's side of the tale seriously.\You have to hear me out! And my aunt as well!\You aunt left after digging Su Jin's eyes out!\She's the Queen of Qing Qiu.\She's also addressed as Auntie\by all in the four seas and the Eight Far Lands. response:	How could we possibly ask her here?
context: You...\You can't take Su Jin's side of the tale seriously.\You have to hear me out! And my aunt as well!\You aunt left after digging Su Jin's eyes out!\She's the Queen of Qing Qiu.\She's also addressed as Auntie\by all in the four seas and the Eight Far Lands.\How could we possibly ask her here? response:	If she wishes to explain herself to the Celestial Tribe
context: You can't take Su Jin's side of the tale seriously.\You have to hear me out! And my aunt as well!\You aunt left after digging Su Jin's eyes out!\She's the Queen of Qing Qiu.\She's also addressed as Auntie\by all in the four seas and the Eight Far Lands.\How could we possibly ask her here?\If she wishes to explain herself to the Celestial Tribe response:	she shouldn't have done this deed quietly and fled!
context: You have to hear me out! And my aunt as well!\You aunt left after digging Su Jin's eyes out!\She's the Queen of Qing Qiu.\She's also addressed as Auntie\by all in the four seas and the Eight Far Lands.\How could we possibly ask her here?\If she wishes to explain herself to the Celestial Tribe\she shouldn't have done this deed quietly and fled! response:	My aunt left quietly to save the Celestial Tribe some dignity.
context: You aunt left after digging Su Jin's eyes out!\She's the Queen of Qing Qiu.\She's also addressed as Auntie\by all in the four seas and the Eight Far Lands.\How could we possibly ask her here?\If she wishes to explain herself to the Celestial Tribe\she shouldn't have done this deed quietly and fled!\My aunt left quietly to save the Celestial Tribe some dignity. response:	Would you rather have her announce to the four seas
context: She's the Queen of Qing Qiu.\She's also addressed as Auntie\by all in the four seas and the Eight Far Lands.\How could we possibly ask her here?\If she wishes to explain herself to the Celestial Tribe\she shouldn't have done this deed quietly and fled!\My aunt left quietly to save the Celestial Tribe some dignity.\Would you rather have her announce to the four seas response:	that your Lady Su Jin was already very evil as a heavenly concubine?
context: She's also addressed as Auntie\by all in the four seas and the Eight Far Lands.\How could we possibly ask her here?\If she wishes to explain herself to the Celestial Tribe\she shouldn't have done this deed quietly and fled!\My aunt left quietly to save the Celestial Tribe some dignity.\Would you rather have her announce to the four seas\that your Lady Su Jin was already very evil as a heavenly concubine? response:	She bullied a helpless mortal snatched her husband away
context: by all in the four seas and the Eight Far Lands.\How could we possibly ask her here?\If she wishes to explain herself to the Celestial Tribe\she shouldn't have done this deed quietly and fled!\My aunt left quietly to save the Celestial Tribe some dignity.\Would you rather have her announce to the four seas\that your Lady Su Jin was already very evil as a heavenly concubine?\She bullied a helpless mortal snatched her husband away response:	robbed her of her eyes and forced her to jump off the Zhuxian Terrace?
context: How could we possibly ask her here?\If she wishes to explain herself to the Celestial Tribe\she shouldn't have done this deed quietly and fled!\My aunt left quietly to save the Celestial Tribe some dignity.\Would you rather have her announce to the four seas\that your Lady Su Jin was already very evil as a heavenly concubine?\She bullied a helpless mortal snatched her husband away\robbed her of her eyes and forced her to jump off the Zhuxian Terrace? response:	How could such a young lass be so ruthless?
context: If she wishes to explain herself to the Celestial Tribe\she shouldn't have done this deed quietly and fled!\My aunt left quietly to save the Celestial Tribe some dignity.\Would you rather have her announce to the four seas\that your Lady Su Jin was already very evil as a heavenly concubine?\She bullied a helpless mortal snatched her husband away\robbed her of her eyes and forced her to jump off the Zhuxian Terrace?\How could such a young lass be so ruthless? response:	Your aunt dug out my eyes and you're still lying for her!
context: she shouldn't have done this deed quietly and fled!\My aunt left quietly to save the Celestial Tribe some dignity.\Would you rather have her announce to the four seas\that your Lady Su Jin was already very evil as a heavenly concubine?\She bullied a helpless mortal snatched her husband away\robbed her of her eyes and forced her to jump off the Zhuxian Terrace?\How could such a young lass be so ruthless?\Your aunt dug out my eyes and you're still lying for her! response:	The Celestial Tribe is such a bully!
context: My aunt left quietly to save the Celestial Tribe some dignity.\Would you rather have her announce to the four seas\that your Lady Su Jin was already very evil as a heavenly concubine?\She bullied a helpless mortal snatched her husband away\robbed her of her eyes and forced her to jump off the Zhuxian Terrace?\How could such a young lass be so ruthless?\Your aunt dug out my eyes and you're still lying for her!\The Celestial Tribe is such a bully! response:	Why would you only believe in her?
context: Would you rather have her announce to the four seas\that your Lady Su Jin was already very evil as a heavenly concubine?\She bullied a helpless mortal snatched her husband away\robbed her of her eyes and forced her to jump off the Zhuxian Terrace?\How could such a young lass be so ruthless?\Your aunt dug out my eyes and you're still lying for her!\The Celestial Tribe is such a bully!\Why would you only believe in her? response:	Isn't it enough to frame my aunt once?
context: that your Lady Su Jin was already very evil as a heavenly concubine?\She bullied a helpless mortal snatched her husband away\robbed her of her eyes and forced her to jump off the Zhuxian Terrace?\How could such a young lass be so ruthless?\Your aunt dug out my eyes and you're still lying for her!\The Celestial Tribe is such a bully!\Why would you only believe in her?\Isn't it enough to frame my aunt once? response:	You have to do it twice?
context: She bullied a helpless mortal snatched her husband away\robbed her of her eyes and forced her to jump off the Zhuxian Terrace?\How could such a young lass be so ruthless?\Your aunt dug out my eyes and you're still lying for her!\The Celestial Tribe is such a bully!\Why would you only believe in her?\Isn't it enough to frame my aunt once?\You have to do it twice? response:	Atrocious!
context: robbed her of her eyes and forced her to jump off the Zhuxian Terrace?\How could such a young lass be so ruthless?\Your aunt dug out my eyes and you're still lying for her!\The Celestial Tribe is such a bully!\Why would you only believe in her?\Isn't it enough to frame my aunt once?\You have to do it twice?\Atrocious! response:	Atrocious indeed.
context: How could such a young lass be so ruthless?\Your aunt dug out my eyes and you're still lying for her!\The Celestial Tribe is such a bully!\Why would you only believe in her?\Isn't it enough to frame my aunt once?\You have to do it twice?\Atrocious!\Atrocious indeed. response:	Lord Dong Hua, aren't you here to help me?
context: Your aunt dug out my eyes and you're still lying for her!\The Celestial Tribe is such a bully!\Why would you only believe in her?\Isn't it enough to frame my aunt once?\You have to do it twice?\Atrocious!\Atrocious indeed.\Lord Dong Hua, aren't you here to help me? response:	Why are you now standing up for Su Jin?
context: The Celestial Tribe is such a bully!\Why would you only believe in her?\Isn't it enough to frame my aunt once?\You have to do it twice?\Atrocious!\Atrocious indeed.\Lord Dong Hua, aren't you here to help me?\Why are you now standing up for Su Jin? response:	This is one mysterious case.
context: Why would you only believe in her?\Isn't it enough to frame my aunt once?\You have to do it twice?\Atrocious!\Atrocious indeed.\Lord Dong Hua, aren't you here to help me?\Why are you now standing up for Su Jin?\This is one mysterious case. response:	Everyone tells a different story.
context: Isn't it enough to frame my aunt once?\You have to do it twice?\Atrocious!\Atrocious indeed.\Lord Dong Hua, aren't you here to help me?\Why are you now standing up for Su Jin?\This is one mysterious case.\Everyone tells a different story. response:	I have some words to say that might offend Heavenly Lord.
context: You have to do it twice?\Atrocious!\Atrocious indeed.\Lord Dong Hua, aren't you here to help me?\Why are you now standing up for Su Jin?\This is one mysterious case.\Everyone tells a different story.\I have some words to say that might offend Heavenly Lord. response:	But I think that there's a need for me to speak my mind.
context: Atrocious!\Atrocious indeed.\Lord Dong Hua, aren't you here to help me?\Why are you now standing up for Su Jin?\This is one mysterious case.\Everyone tells a different story.\I have some words to say that might offend Heavenly Lord.\But I think that there's a need for me to speak my mind. response:	Do tell, Lord Dong Hua.
context: Atrocious indeed.\Lord Dong Hua, aren't you here to help me?\Why are you now standing up for Su Jin?\This is one mysterious case.\Everyone tells a different story.\I have some words to say that might offend Heavenly Lord.\But I think that there's a need for me to speak my mind.\Do tell, Lord Dong Hua. response:	This matter concerns the Celestial Tribe and Qing Qiu.
context: Lord Dong Hua, aren't you here to help me?\Why are you now standing up for Su Jin?\This is one mysterious case.\Everyone tells a different story.\I have some words to say that might offend Heavenly Lord.\But I think that there's a need for me to speak my mind.\Do tell, Lord Dong Hua.\This matter concerns the Celestial Tribe and Qing Qiu. response:	Su Jin was once your concubine.
context: Why are you now standing up for Su Jin?\This is one mysterious case.\Everyone tells a different story.\I have some words to say that might offend Heavenly Lord.\But I think that there's a need for me to speak my mind.\Do tell, Lord Dong Hua.\This matter concerns the Celestial Tribe and Qing Qiu.\Su Jin was once your concubine. response:	You shouldn't get involved in it.
context: This is one mysterious case.\Everyone tells a different story.\I have some words to say that might offend Heavenly Lord.\But I think that there's a need for me to speak my mind.\Do tell, Lord Dong Hua.\This matter concerns the Celestial Tribe and Qing Qiu.\Su Jin was once your concubine.\You shouldn't get involved in it. response:	Otherwise, tongues will wag.
context: Everyone tells a different story.\I have some words to say that might offend Heavenly Lord.\But I think that there's a need for me to speak my mind.\Do tell, Lord Dong Hua.\This matter concerns the Celestial Tribe and Qing Qiu.\Su Jin was once your concubine.\You shouldn't get involved in it.\Otherwise, tongues will wag. response:	Qing Qiu will deem us unjust in trying this case.
context: I have some words to say that might offend Heavenly Lord.\But I think that there's a need for me to speak my mind.\Do tell, Lord Dong Hua.\This matter concerns the Celestial Tribe and Qing Qiu.\Su Jin was once your concubine.\You shouldn't get involved in it.\Otherwise, tongues will wag.\Qing Qiu will deem us unjust in trying this case. response:	You mean...
context: But I think that there's a need for me to speak my mind.\Do tell, Lord Dong Hua.\This matter concerns the Celestial Tribe and Qing Qiu.\Su Jin was once your concubine.\You shouldn't get involved in it.\Otherwise, tongues will wag.\Qing Qiu will deem us unjust in trying this case.\You mean... response:	Everyone knows that I was once the God of Heaven and Earth.
