context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: As expected, everyone's after the first place team,\and Class A is in hot pursuit!\Everyone's got skills!\Those Class A guys are good.\With all those flashy moves, even just watching's fun!\There's this much difference just from their experience fighting villains!\Now, let's take a look at each team's points...\It's been seven minutes! Here are the current rankings up on the screen! response:	Huh? It's kinda...
context: and Class A is in hot pursuit!\Everyone's got skills!\Those Class A guys are good.\With all those flashy moves, even just watching's fun!\There's this much difference just from their experience fighting villains!\Now, let's take a look at each team's points...\It's been seven minutes! Here are the current rankings up on the screen!\Huh? It's kinda... response:	What? Wait a minute!
context: Everyone's got skills!\Those Class A guys are good.\With all those flashy moves, even just watching's fun!\There's this much difference just from their experience fighting villains!\Now, let's take a look at each team's points...\It's been seven minutes! Here are the current rankings up on the screen!\Huh? It's kinda...\What? Wait a minute! response:	Other than Midoriya, Class A isn't doing so well...
context: Those Class A guys are good.\With all those flashy moves, even just watching's fun!\There's this much difference just from their experience fighting villains!\Now, let's take a look at each team's points...\It's been seven minutes! Here are the current rankings up on the screen!\Huh? It's kinda...\What? Wait a minute!\Other than Midoriya, Class A isn't doing so well... response:	Bakugo? What?
context: With all those flashy moves, even just watching's fun!\There's this much difference just from their experience fighting villains!\Now, let's take a look at each team's points...\It's been seven minutes! Here are the current rankings up on the screen!\Huh? It's kinda...\What? Wait a minute!\Other than Midoriya, Class A isn't doing so well...\Bakugo? What? response:	Class A is too simple-minded.
context: There's this much difference just from their experience fighting villains!\Now, let's take a look at each team's points...\It's been seven minutes! Here are the current rankings up on the screen!\Huh? It's kinda...\What? Wait a minute!\Other than Midoriya, Class A isn't doing so well...\Bakugo? What?\Class A is too simple-minded. response:	He got us!
context: Now, let's take a look at each team's points...\It's been seven minutes! Here are the current rankings up on the screen!\Huh? It's kinda...\What? Wait a minute!\Other than Midoriya, Class A isn't doing so well...\Bakugo? What?\Class A is too simple-minded.\He got us! response:	What'd you say, bastard?
context: It's been seven minutes! Here are the current rankings up on the screen!\Huh? It's kinda...\What? Wait a minute!\Other than Midoriya, Class A isn't doing so well...\Bakugo? What?\Class A is too simple-minded.\He got us!\What'd you say, bastard? response:	Give that back! I'll kill you!
context: Huh? It's kinda...\What? Wait a minute!\Other than Midoriya, Class A isn't doing so well...\Bakugo? What?\Class A is too simple-minded.\He got us!\What'd you say, bastard?\Give that back! I'll kill you! response:	Since Midnight said it was the first game,
context: What? Wait a minute!\Other than Midoriya, Class A isn't doing so well...\Bakugo? What?\Class A is too simple-minded.\He got us!\What'd you say, bastard?\Give that back! I'll kill you!\Since Midnight said it was the first game, response:	it wouldn't make sense for them to cut a ton of people in the qualifier, right?
context: Other than Midoriya, Class A isn't doing so well...\Bakugo? What?\Class A is too simple-minded.\He got us!\What'd you say, bastard?\Give that back! I'll kill you!\Since Midnight said it was the first game,\it wouldn't make sense for them to cut a ton of people in the qualifier, right? response:	Assuming they'd keep about forty people for the next stage,
context: Bakugo? What?\Class A is too simple-minded.\He got us!\What'd you say, bastard?\Give that back! I'll kill you!\Since Midnight said it was the first game,\it wouldn't make sense for them to cut a ton of people in the qualifier, right?\Assuming they'd keep about forty people for the next stage, response:	we just made sure we stayed within that number as we ran,
context: Class A is too simple-minded.\He got us!\What'd you say, bastard?\Give that back! I'll kill you!\Since Midnight said it was the first game,\it wouldn't make sense for them to cut a ton of people in the qualifier, right?\Assuming they'd keep about forty people for the next stage,\we just made sure we stayed within that number as we ran, response:	observing from the back the Quirks and personalities of those who would be our rivals.
context: He got us!\What'd you say, bastard?\Give that back! I'll kill you!\Since Midnight said it was the first game,\it wouldn't make sense for them to cut a ton of people in the qualifier, right?\Assuming they'd keep about forty people for the next stage,\we just made sure we stayed within that number as we ran,\observing from the back the Quirks and personalities of those who would be our rivals. response:	There's no point in being obsessive over winning in the prelims, right?
context: What'd you say, bastard?\Give that back! I'll kill you!\Since Midnight said it was the first game,\it wouldn't make sense for them to cut a ton of people in the qualifier, right?\Assuming they'd keep about forty people for the next stage,\we just made sure we stayed within that number as we ran,\observing from the back the Quirks and personalities of those who would be our rivals.\There's no point in being obsessive over winning in the prelims, right? response:	You did this as a class?
context: Give that back! I'll kill you!\Since Midnight said it was the first game,\it wouldn't make sense for them to cut a ton of people in the qualifier, right?\Assuming they'd keep about forty people for the next stage,\we just made sure we stayed within that number as we ran,\observing from the back the Quirks and personalities of those who would be our rivals.\There's no point in being obsessive over winning in the prelims, right?\You did this as a class? response:	Well, it wasn't a consensus, but it was a good idea, right?
context: Since Midnight said it was the first game,\it wouldn't make sense for them to cut a ton of people in the qualifier, right?\Assuming they'd keep about forty people for the next stage,\we just made sure we stayed within that number as we ran,\observing from the back the Quirks and personalities of those who would be our rivals.\There's no point in being obsessive over winning in the prelims, right?\You did this as a class?\Well, it wasn't a consensus, but it was a good idea, right? response:	Hey, they're coming.
context: it wouldn't make sense for them to cut a ton of people in the qualifier, right?\Assuming they'd keep about forty people for the next stage,\we just made sure we stayed within that number as we ran,\observing from the back the Quirks and personalities of those who would be our rivals.\There's no point in being obsessive over winning in the prelims, right?\You did this as a class?\Well, it wasn't a consensus, but it was a good idea, right?\Hey, they're coming. response:	It's better than going after a temporary top
context: Assuming they'd keep about forty people for the next stage,\we just made sure we stayed within that number as we ran,\observing from the back the Quirks and personalities of those who would be our rivals.\There's no point in being obsessive over winning in the prelims, right?\You did this as a class?\Well, it wasn't a consensus, but it was a good idea, right?\Hey, they're coming.\It's better than going after a temporary top response:	like a horse with a carrot waving in front of its face.
context: we just made sure we stayed within that number as we ran,\observing from the back the Quirks and personalities of those who would be our rivals.\There's no point in being obsessive over winning in the prelims, right?\You did this as a class?\Well, it wasn't a consensus, but it was a good idea, right?\Hey, they're coming.\It's better than going after a temporary top\like a horse with a carrot waving in front of its face. response:	Oh, while I'm at it, you're famous, aren't you?
context: observing from the back the Quirks and personalities of those who would be our rivals.\There's no point in being obsessive over winning in the prelims, right?\You did this as a class?\Well, it wasn't a consensus, but it was a good idea, right?\Hey, they're coming.\It's better than going after a temporary top\like a horse with a carrot waving in front of its face.\Oh, while I'm at it, you're famous, aren't you? response:	As the victim of the sludge incident!
context: There's no point in being obsessive over winning in the prelims, right?\You did this as a class?\Well, it wasn't a consensus, but it was a good idea, right?\Hey, they're coming.\It's better than going after a temporary top\like a horse with a carrot waving in front of its face.\Oh, while I'm at it, you're famous, aren't you?\As the victim of the sludge incident! response:	Tell me about it sometime-
context: You did this as a class?\Well, it wasn't a consensus, but it was a good idea, right?\Hey, they're coming.\It's better than going after a temporary top\like a horse with a carrot waving in front of its face.\Oh, while I'm at it, you're famous, aren't you?\As the victim of the sludge incident!\Tell me about it sometime- response:	About how it feels to be attacked by villains once a year.
context: Well, it wasn't a consensus, but it was a good idea, right?\Hey, they're coming.\It's better than going after a temporary top\like a horse with a carrot waving in front of its face.\Oh, while I'm at it, you're famous, aren't you?\As the victim of the sludge incident!\Tell me about it sometime-\About how it feels to be attacked by villains once a year. response:	Kirishima... change of plan...
context: Hey, they're coming.\It's better than going after a temporary top\like a horse with a carrot waving in front of its face.\Oh, while I'm at it, you're famous, aren't you?\As the victim of the sludge incident!\Tell me about it sometime-\About how it feels to be attacked by villains once a year.\Kirishima... change of plan... response:	Before we get Deku,
context: It's better than going after a temporary top\like a horse with a carrot waving in front of its face.\Oh, while I'm at it, you're famous, aren't you?\As the victim of the sludge incident!\Tell me about it sometime-\About how it feels to be attacked by villains once a year.\Kirishima... change of plan...\Before we get Deku, response:	let's kill all these guys!
context: like a horse with a carrot waving in front of its face.\Oh, while I'm at it, you're famous, aren't you?\As the victim of the sludge incident!\Tell me about it sometime-\About how it feels to be attacked by villains once a year.\Kirishima... change of plan...\Before we get Deku,\let's kill all these guys! response:	Class B had a long-term strategy that involved throwing the qualifier, huh?
context: Oh, while I'm at it, you're famous, aren't you?\As the victim of the sludge incident!\Tell me about it sometime-\About how it feels to be attacked by villains once a year.\Kirishima... change of plan...\Before we get Deku,\let's kill all these guys!\Class B had a long-term strategy that involved throwing the qualifier, huh? response:	It's true that they could leave a stronger impression by overturning the mood
context: As the victim of the sludge incident!\Tell me about it sometime-\About how it feels to be attacked by villains once a year.\Kirishima... change of plan...\Before we get Deku,\let's kill all these guys!\Class B had a long-term strategy that involved throwing the qualifier, huh?\It's true that they could leave a stronger impression by overturning the mood response:	that favored Class A before the sports festival started.
context: Tell me about it sometime-\About how it feels to be attacked by villains once a year.\Kirishima... change of plan...\Before we get Deku,\let's kill all these guys!\Class B had a long-term strategy that involved throwing the qualifier, huh?\It's true that they could leave a stronger impression by overturning the mood\that favored Class A before the sports festival started. response:	But based on their way of thinking, it means they won't necessarily come after me.
context: About how it feels to be attacked by villains once a year.\Kirishima... change of plan...\Before we get Deku,\let's kill all these guys!\Class B had a long-term strategy that involved throwing the qualifier, huh?\It's true that they could leave a stronger impression by overturning the mood\that favored Class A before the sports festival started.\But based on their way of thinking, it means they won't necessarily come after me. response:	Everyone, it'll be easier to run aw-
context: Kirishima... change of plan...\Before we get Deku,\let's kill all these guys!\Class B had a long-term strategy that involved throwing the qualifier, huh?\It's true that they could leave a stronger impression by overturning the mood\that favored Class A before the sports festival started.\But based on their way of thinking, it means they won't necessarily come after me.\Everyone, it'll be easier to run aw- response:	Less than half the time is left now!
context: Before we get Deku,\let's kill all these guys!\Class B had a long-term strategy that involved throwing the qualifier, huh?\It's true that they could leave a stronger impression by overturning the mood\that favored Class A before the sports festival started.\But based on their way of thinking, it means they won't necessarily come after me.\Everyone, it'll be easier to run aw-\Less than half the time is left now! response:	It won't be that easy, huh?
context: let's kill all these guys!\Class B had a long-term strategy that involved throwing the qualifier, huh?\It's true that they could leave a stronger impression by overturning the mood\that favored Class A before the sports festival started.\But based on their way of thinking, it means they won't necessarily come after me.\Everyone, it'll be easier to run aw-\Less than half the time is left now!\It won't be that easy, huh? response:	The cavalry battle is about to enter the second half!
context: Class B had a long-term strategy that involved throwing the qualifier, huh?\It's true that they could leave a stronger impression by overturning the mood\that favored Class A before the sports festival started.\But based on their way of thinking, it means they won't necessarily come after me.\Everyone, it'll be easier to run aw-\Less than half the time is left now!\It won't be that easy, huh?\The cavalry battle is about to enter the second half! response:	In this unexpected rise of Class B,
context: It's true that they could leave a stronger impression by overturning the mood\that favored Class A before the sports festival started.\But based on their way of thinking, it means they won't necessarily come after me.\Everyone, it'll be easier to run aw-\Less than half the time is left now!\It won't be that easy, huh?\The cavalry battle is about to enter the second half!\In this unexpected rise of Class B, response:	who will wear the ten million points in the end?!
context: that favored Class A before the sports festival started.\But based on their way of thinking, it means they won't necessarily come after me.\Everyone, it'll be easier to run aw-\Less than half the time is left now!\It won't be that easy, huh?\The cavalry battle is about to enter the second half!\In this unexpected rise of Class B,\who will wear the ten million points in the end?! response:	I'll be taking that now.
context: But based on their way of thinking, it means they won't necessarily come after me.\Everyone, it'll be easier to run aw-\Less than half the time is left now!\It won't be that easy, huh?\The cavalry battle is about to enter the second half!\In this unexpected rise of Class B,\who will wear the ten million points in the end?!\I'll be taking that now. response:	Preview
context: Everyone, it'll be easier to run aw-\Less than half the time is left now!\It won't be that easy, huh?\The cavalry battle is about to enter the second half!\In this unexpected rise of Class B,\who will wear the ten million points in the end?!\I'll be taking that now.\Preview response:	I am Tenya Iida, the class representative of Class A,
context: Less than half the time is left now!\It won't be that easy, huh?\The cavalry battle is about to enter the second half!\In this unexpected rise of Class B,\who will wear the ten million points in the end?!\I'll be taking that now.\Preview\I am Tenya Iida, the class representative of Class A, response:	and I am responsible for the preview.
context: It won't be that easy, huh?\The cavalry battle is about to enter the second half!\In this unexpected rise of Class B,\who will wear the ten million points in the end?!\I'll be taking that now.\Preview\I am Tenya Iida, the class representative of Class A,\and I am responsible for the preview. response:	L-Let's talk about the next episode, Iida.
context: The cavalry battle is about to enter the second half!\In this unexpected rise of Class B,\who will wear the ten million points in the end?!\I'll be taking that now.\Preview\I am Tenya Iida, the class representative of Class A,\and I am responsible for the preview.\L-Let's talk about the next episode, Iida. response:	I will challenge you!
context: In this unexpected rise of Class B,\who will wear the ten million points in the end?!\I'll be taking that now.\Preview\I am Tenya Iida, the class representative of Class A,\and I am responsible for the preview.\L-Let's talk about the next episode, Iida.\I will challenge you! response:	That's the other extreme!
context: who will wear the ten million points in the end?!\I'll be taking that now.\Preview\I am Tenya Iida, the class representative of Class A,\and I am responsible for the preview.\L-Let's talk about the next episode, Iida.\I will challenge you!\That's the other extreme! response:	I will defeat your team in the cavalry battle
context: I'll be taking that now.\Preview\I am Tenya Iida, the class representative of Class A,\and I am responsible for the preview.\L-Let's talk about the next episode, Iida.\I will challenge you!\That's the other extreme!\I will defeat your team in the cavalry battle response:	with a result that will not bring shame to the Tenya hero family
context: Preview\I am Tenya Iida, the class representative of Class A,\and I am responsible for the preview.\L-Let's talk about the next episode, Iida.\I will challenge you!\That's the other extreme!\I will defeat your team in the cavalry battle\with a result that will not bring shame to the Tenya hero family response:	and like my older brother, Tensei, I will become an upstanding-
context: I am Tenya Iida, the class representative of Class A,\and I am responsible for the preview.\L-Let's talk about the next episode, Iida.\I will challenge you!\That's the other extreme!\I will defeat your team in the cavalry battle\with a result that will not bring shame to the Tenya hero family\and like my older brother, Tensei, I will become an upstanding- response:	He's talking about himself after all, huh?
context: and I am responsible for the preview.\L-Let's talk about the next episode, Iida.\I will challenge you!\That's the other extreme!\I will defeat your team in the cavalry battle\with a result that will not bring shame to the Tenya hero family\and like my older brother, Tensei, I will become an upstanding-\He's talking about himself after all, huh? response:	Next time, Cavalry Battle Finale!
context: L-Let's talk about the next episode, Iida.\I will challenge you!\That's the other extreme!\I will defeat your team in the cavalry battle\with a result that will not bring shame to the Tenya hero family\and like my older brother, Tensei, I will become an upstanding-\He's talking about himself after all, huh?\Next time, Cavalry Battle Finale! response:	Vroom, vroom sounds are coming from Iida's calves!
context: I will challenge you!\That's the other extreme!\I will defeat your team in the cavalry battle\with a result that will not bring shame to the Tenya hero family\and like my older brother, Tensei, I will become an upstanding-\He's talking about himself after all, huh?\Next time, Cavalry Battle Finale!\Vroom, vroom sounds are coming from Iida's calves! response:	Go beyond!
context: That's the other extreme!\I will defeat your team in the cavalry battle\with a result that will not bring shame to the Tenya hero family\and like my older brother, Tensei, I will become an upstanding-\He's talking about himself after all, huh?\Next time, Cavalry Battle Finale!\Vroom, vroom sounds are coming from Iida's calves!\Go beyond! response:	Next time: Cavalry Battle Finale
context: I will defeat your team in the cavalry battle\with a result that will not bring shame to the Tenya hero family\and like my older brother, Tensei, I will become an upstanding-\He's talking about himself after all, huh?\Next time, Cavalry Battle Finale!\Vroom, vroom sounds are coming from Iida's calves!\Go beyond!\Next time: Cavalry Battle Finale response:	Plus Ultra!
