context: The Third Plate response:	Three
context: I'm kind of concerned that my customer base seems skewed, but...\Sadatsuka was serious about doing that in the Main Avenue area?\Dried Fish Store of Darkness Kusaya Buy Take-Home Gifts Here\There'll be complaints about the smell.\Entrancing Gourmet Insect Dishes Entomophagy RS\Hey, this isn't bad!\It feels like a sweeter version of soft roe.\That's right! response:	Asian giant hornet larvae taste good, don't they?
context: Sadatsuka was serious about doing that in the Main Avenue area?\Dried Fish Store of Darkness Kusaya Buy Take-Home Gifts Here\There'll be complaints about the smell.\Entrancing Gourmet Insect Dishes Entomophagy RS\Hey, this isn't bad!\It feels like a sweeter version of soft roe.\That's right!\Asian giant hornet larvae taste good, don't they? response:	Thanks for the taste!
context: Dried Fish Store of Darkness Kusaya Buy Take-Home Gifts Here\There'll be complaints about the smell.\Entrancing Gourmet Insect Dishes Entomophagy RS\Hey, this isn't bad!\It feels like a sweeter version of soft roe.\That's right!\Asian giant hornet larvae taste good, don't they?\Thanks for the taste! response:	Okay, next up...
context: There'll be complaints about the smell.\Entrancing Gourmet Insect Dishes Entomophagy RS\Hey, this isn't bad!\It feels like a sweeter version of soft roe.\That's right!\Asian giant hornet larvae taste good, don't they?\Thanks for the taste!\Okay, next up... response:	Oh, this line must be for Kuga's booth!
context: Entrancing Gourmet Insect Dishes Entomophagy RS\Hey, this isn't bad!\It feels like a sweeter version of soft roe.\That's right!\Asian giant hornet larvae taste good, don't they?\Thanks for the taste!\Okay, next up...\Oh, this line must be for Kuga's booth! response:	Kuga Restaurant
context: Hey, this isn't bad!\It feels like a sweeter version of soft roe.\That's right!\Asian giant hornet larvae taste good, don't they?\Thanks for the taste!\Okay, next up...\Oh, this line must be for Kuga's booth!\Kuga Restaurant response:	There's a never-ending line that's even longer than yesterday's!
context: It feels like a sweeter version of soft roe.\That's right!\Asian giant hornet larvae taste good, don't they?\Thanks for the taste!\Okay, next up...\Oh, this line must be for Kuga's booth!\Kuga Restaurant\There's a never-ending line that's even longer than yesterday's! response:	I'm getting such steady business! It's hard being so business savvy!
context: That's right!\Asian giant hornet larvae taste good, don't they?\Thanks for the taste!\Okay, next up...\Oh, this line must be for Kuga's booth!\Kuga Restaurant\There's a never-ending line that's even longer than yesterday's!\I'm getting such steady business! It's hard being so business savvy! response:	Well, guess I can come by later.
context: Asian giant hornet larvae taste good, don't they?\Thanks for the taste!\Okay, next up...\Oh, this line must be for Kuga's booth!\Kuga Restaurant\There's a never-ending line that's even longer than yesterday's!\I'm getting such steady business! It's hard being so business savvy!\Well, guess I can come by later. response:	Oh, there it is.
context: Thanks for the taste!\Okay, next up...\Oh, this line must be for Kuga's booth!\Kuga Restaurant\There's a never-ending line that's even longer than yesterday's!\I'm getting such steady business! It's hard being so business savvy!\Well, guess I can come by later.\Oh, there it is. response:	Yukihira Soma's little stall.
context: Okay, next up...\Oh, this line must be for Kuga's booth!\Kuga Restaurant\There's a never-ending line that's even longer than yesterday's!\I'm getting such steady business! It's hard being so business savvy!\Well, guess I can come by later.\Oh, there it is.\Yukihira Soma's little stall. response:	Piping hot black pepper buns, anyone?
context: Oh, this line must be for Kuga's booth!\Kuga Restaurant\There's a never-ending line that's even longer than yesterday's!\I'm getting such steady business! It's hard being so business savvy!\Well, guess I can come by later.\Oh, there it is.\Yukihira Soma's little stall.\Piping hot black pepper buns, anyone? response:	Black pepper buns, huh.
context: Kuga Restaurant\There's a never-ending line that's even longer than yesterday's!\I'm getting such steady business! It's hard being so business savvy!\Well, guess I can come by later.\Oh, there it is.\Yukihira Soma's little stall.\Piping hot black pepper buns, anyone?\Black pepper buns, huh. response:	Looks good.
context: There's a never-ending line that's even longer than yesterday's!\I'm getting such steady business! It's hard being so business savvy!\Well, guess I can come by later.\Oh, there it is.\Yukihira Soma's little stall.\Piping hot black pepper buns, anyone?\Black pepper buns, huh.\Looks good. response:	Hm?
context: I'm getting such steady business! It's hard being so business savvy!\Well, guess I can come by later.\Oh, there it is.\Yukihira Soma's little stall.\Piping hot black pepper buns, anyone?\Black pepper buns, huh.\Looks good.\Hm? response:	They're eating something with chopsticks?
context: Well, guess I can come by later.\Oh, there it is.\Yukihira Soma's little stall.\Piping hot black pepper buns, anyone?\Black pepper buns, huh.\Looks good.\Hm?\They're eating something with chopsticks? response:	Here it comes!
context: Oh, there it is.\Yukihira Soma's little stall.\Piping hot black pepper buns, anyone?\Black pepper buns, huh.\Looks good.\Hm?\They're eating something with chopsticks?\Here it comes! response:	The Central Area's top seller on day two of the festival is...
context: Yukihira Soma's little stall.\Piping hot black pepper buns, anyone?\Black pepper buns, huh.\Looks good.\Hm?\They're eating something with chopsticks?\Here it comes!\The Central Area's top seller on day two of the festival is... response:	Chinese Cuisine RS's Kuga Restaurant!
context: Piping hot black pepper buns, anyone?\Black pepper buns, huh.\Looks good.\Hm?\They're eating something with chopsticks?\Here it comes!\The Central Area's top seller on day two of the festival is...\Chinese Cuisine RS's Kuga Restaurant! response:	They were by far the top earner today, too!
context: Black pepper buns, huh.\Looks good.\Hm?\They're eating something with chopsticks?\Here it comes!\The Central Area's top seller on day two of the festival is...\Chinese Cuisine RS's Kuga Restaurant!\They were by far the top earner today, too! response:	Well, no surprise there.
context: Looks good.\Hm?\They're eating something with chopsticks?\Here it comes!\The Central Area's top seller on day two of the festival is...\Chinese Cuisine RS's Kuga Restaurant!\They were by far the top earner today, too!\Well, no surprise there. response:	But I'm starting to feel a bit sorry for Yukihira-chin.
context: Hm?\They're eating something with chopsticks?\Here it comes!\The Central Area's top seller on day two of the festival is...\Chinese Cuisine RS's Kuga Restaurant!\They were by far the top earner today, too!\Well, no surprise there.\But I'm starting to feel a bit sorry for Yukihira-chin. response:	He was dead last in fortieth place yesterday.
context: They're eating something with chopsticks?\Here it comes!\The Central Area's top seller on day two of the festival is...\Chinese Cuisine RS's Kuga Restaurant!\They were by far the top earner today, too!\Well, no surprise there.\But I'm starting to feel a bit sorry for Yukihira-chin.\He was dead last in fortieth place yesterday. response:	34th Dairy Product RS 35th Yukihira Soma 36th Wild Vegetables RS
context: Here it comes!\The Central Area's top seller on day two of the festival is...\Chinese Cuisine RS's Kuga Restaurant!\They were by far the top earner today, too!\Well, no surprise there.\But I'm starting to feel a bit sorry for Yukihira-chin.\He was dead last in fortieth place yesterday.\34th Dairy Product RS 35th Yukihira Soma 36th Wild Vegetables RS response:	Thirty-fifth place?
context: The Central Area's top seller on day two of the festival is...\Chinese Cuisine RS's Kuga Restaurant!\They were by far the top earner today, too!\Well, no surprise there.\But I'm starting to feel a bit sorry for Yukihira-chin.\He was dead last in fortieth place yesterday.\34th Dairy Product RS 35th Yukihira Soma 36th Wild Vegetables RS\Thirty-fifth place? response:	Oh, guess he tried some on the second day.
context: Chinese Cuisine RS's Kuga Restaurant!\They were by far the top earner today, too!\Well, no surprise there.\But I'm starting to feel a bit sorry for Yukihira-chin.\He was dead last in fortieth place yesterday.\34th Dairy Product RS 35th Yukihira Soma 36th Wild Vegetables RS\Thirty-fifth place?\Oh, guess he tried some on the second day. response:	Oh, he's not here.
context: They were by far the top earner today, too!\Well, no surprise there.\But I'm starting to feel a bit sorry for Yukihira-chin.\He was dead last in fortieth place yesterday.\34th Dairy Product RS 35th Yukihira Soma 36th Wild Vegetables RS\Thirty-fifth place?\Oh, guess he tried some on the second day.\Oh, he's not here. response:	Hey, hey, hey.
context: Well, no surprise there.\But I'm starting to feel a bit sorry for Yukihira-chin.\He was dead last in fortieth place yesterday.\34th Dairy Product RS 35th Yukihira Soma 36th Wild Vegetables RS\Thirty-fifth place?\Oh, guess he tried some on the second day.\Oh, he's not here.\Hey, hey, hey. response:	Did any of you get a look at Yukihira-chin's booth today?
context: But I'm starting to feel a bit sorry for Yukihira-chin.\He was dead last in fortieth place yesterday.\34th Dairy Product RS 35th Yukihira Soma 36th Wild Vegetables RS\Thirty-fifth place?\Oh, guess he tried some on the second day.\Oh, he's not here.\Hey, hey, hey.\Did any of you get a look at Yukihira-chin's booth today? response:	Come to think of it, I think he had more customers than yesterday.
context: He was dead last in fortieth place yesterday.\34th Dairy Product RS 35th Yukihira Soma 36th Wild Vegetables RS\Thirty-fifth place?\Oh, guess he tried some on the second day.\Oh, he's not here.\Hey, hey, hey.\Did any of you get a look at Yukihira-chin's booth today?\Come to think of it, I think he had more customers than yesterday. response:	There was another item on the menu. It looked like a noodle dish.
context: 34th Dairy Product RS 35th Yukihira Soma 36th Wild Vegetables RS\Thirty-fifth place?\Oh, guess he tried some on the second day.\Oh, he's not here.\Hey, hey, hey.\Did any of you get a look at Yukihira-chin's booth today?\Come to think of it, I think he had more customers than yesterday.\There was another item on the menu. It looked like a noodle dish. response:	Hm.
context: Thirty-fifth place?\Oh, guess he tried some on the second day.\Oh, he's not here.\Hey, hey, hey.\Did any of you get a look at Yukihira-chin's booth today?\Come to think of it, I think he had more customers than yesterday.\There was another item on the menu. It looked like a noodle dish.\Hm. response:	Everything sold out today, too.
context: Oh, guess he tried some on the second day.\Oh, he's not here.\Hey, hey, hey.\Did any of you get a look at Yukihira-chin's booth today?\Come to think of it, I think he had more customers than yesterday.\There was another item on the menu. It looked like a noodle dish.\Hm.\Everything sold out today, too. response:	Food that speaks to people who love smelly cuisine does well.
context: Oh, he's not here.\Hey, hey, hey.\Did any of you get a look at Yukihira-chin's booth today?\Come to think of it, I think he had more customers than yesterday.\There was another item on the menu. It looked like a noodle dish.\Hm.\Everything sold out today, too.\Food that speaks to people who love smelly cuisine does well. response:	That's...
context: Hey, hey, hey.\Did any of you get a look at Yukihira-chin's booth today?\Come to think of it, I think he had more customers than yesterday.\There was another item on the menu. It looked like a noodle dish.\Hm.\Everything sold out today, too.\Food that speaks to people who love smelly cuisine does well.\That's... response:	Sir!
context: Did any of you get a look at Yukihira-chin's booth today?\Come to think of it, I think he had more customers than yesterday.\There was another item on the menu. It looked like a noodle dish.\Hm.\Everything sold out today, too.\Food that speaks to people who love smelly cuisine does well.\That's...\Sir! response:	Would you like a black pepper bun before you go?
context: Come to think of it, I think he had more customers than yesterday.\There was another item on the menu. It looked like a noodle dish.\Hm.\Everything sold out today, too.\Food that speaks to people who love smelly cuisine does well.\That's...\Sir!\Would you like a black pepper bun before you go? response:	It'll be on us.
context: There was another item on the menu. It looked like a noodle dish.\Hm.\Everything sold out today, too.\Food that speaks to people who love smelly cuisine does well.\That's...\Sir!\Would you like a black pepper bun before you go?\It'll be on us. response:	Oh, you don't want tickets for that?
context: Hm.\Everything sold out today, too.\Food that speaks to people who love smelly cuisine does well.\That's...\Sir!\Would you like a black pepper bun before you go?\It'll be on us.\Oh, you don't want tickets for that? response:	Nope!
context: Everything sold out today, too.\Food that speaks to people who love smelly cuisine does well.\That's...\Sir!\Would you like a black pepper bun before you go?\It'll be on us.\Oh, you don't want tickets for that?\Nope! response:	Go ahead!
context: Food that speaks to people who love smelly cuisine does well.\That's...\Sir!\Would you like a black pepper bun before you go?\It'll be on us.\Oh, you don't want tickets for that?\Nope!\Go ahead! response:	Juicy and spicy!
context: That's...\Sir!\Would you like a black pepper bun before you go?\It'll be on us.\Oh, you don't want tickets for that?\Nope!\Go ahead!\Juicy and spicy! response:	This is great!
context: Sir!\Would you like a black pepper bun before you go?\It'll be on us.\Oh, you don't want tickets for that?\Nope!\Go ahead!\Juicy and spicy!\This is great! response:	It's so juicy!
context: Would you like a black pepper bun before you go?\It'll be on us.\Oh, you don't want tickets for that?\Nope!\Go ahead!\Juicy and spicy!\This is great!\It's so juicy! response:	If it's free, may I have one, too?
context: It'll be on us.\Oh, you don't want tickets for that?\Nope!\Go ahead!\Juicy and spicy!\This is great!\It's so juicy!\If it's free, may I have one, too? response:	Yes, of course!
context: Oh, you don't want tickets for that?\Nope!\Go ahead!\Juicy and spicy!\This is great!\It's so juicy!\If it's free, may I have one, too?\Yes, of course! response:	You're baking them in a stone oven?
context: Nope!\Go ahead!\Juicy and spicy!\This is great!\It's so juicy!\If it's free, may I have one, too?\Yes, of course!\You're baking them in a stone oven? response:	It's great.
context: Go ahead!\Juicy and spicy!\This is great!\It's so juicy!\If it's free, may I have one, too?\Yes, of course!\You're baking them in a stone oven?\It's great. response:	May I have one, too?
context: Juicy and spicy!\This is great!\It's so juicy!\If it's free, may I have one, too?\Yes, of course!\You're baking them in a stone oven?\It's great.\May I have one, too? response:	Yeah, juicy!
context: This is great!\It's so juicy!\If it's free, may I have one, too?\Yes, of course!\You're baking them in a stone oven?\It's great.\May I have one, too?\Yeah, juicy! response:	Piping hot!
context: It's so juicy!\If it's free, may I have one, too?\Yes, of course!\You're baking them in a stone oven?\It's great.\May I have one, too?\Yeah, juicy!\Piping hot! response:	What's going on here?
context: If it's free, may I have one, too?\Yes, of course!\You're baking them in a stone oven?\It's great.\May I have one, too?\Yeah, juicy!\Piping hot!\What's going on here? response:	Sadatsuka-san?!
context: Yes, of course!\You're baking them in a stone oven?\It's great.\May I have one, too?\Yeah, juicy!\Piping hot!\What's going on here?\Sadatsuka-san?! response:	Calamari with peanut sauce?! Disgusting!
context: You're baking them in a stone oven?\It's great.\May I have one, too?\Yeah, juicy!\Piping hot!\What's going on here?\Sadatsuka-san?!\Calamari with peanut sauce?! Disgusting! response:	Your kusaya is super smelly too, Sadatsuka.
context: It's great.\May I have one, too?\Yeah, juicy!\Piping hot!\What's going on here?\Sadatsuka-san?!\Calamari with peanut sauce?! Disgusting!\Your kusaya is super smelly too, Sadatsuka. response:	Smelly, but addictive, right?
context: May I have one, too?\Yeah, juicy!\Piping hot!\What's going on here?\Sadatsuka-san?!\Calamari with peanut sauce?! Disgusting!\Your kusaya is super smelly too, Sadatsuka.\Smelly, but addictive, right? response:	They make quite a pair.
context: Yeah, juicy!\Piping hot!\What's going on here?\Sadatsuka-san?!\Calamari with peanut sauce?! Disgusting!\Your kusaya is super smelly too, Sadatsuka.\Smelly, but addictive, right?\They make quite a pair. response:	Kiviak and surstromming are two of the smelliest and tastiest dishes in the world.
context: Piping hot!\What's going on here?\Sadatsuka-san?!\Calamari with peanut sauce?! Disgusting!\Your kusaya is super smelly too, Sadatsuka.\Smelly, but addictive, right?\They make quite a pair.\Kiviak and surstromming are two of the smelliest and tastiest dishes in the world. response:	My ambition is to create something that's even more grotesque and delicious!
context: What's going on here?\Sadatsuka-san?!\Calamari with peanut sauce?! Disgusting!\Your kusaya is super smelly too, Sadatsuka.\Smelly, but addictive, right?\They make quite a pair.\Kiviak and surstromming are two of the smelliest and tastiest dishes in the world.\My ambition is to create something that's even more grotesque and delicious! response:	You get it, huh!
context: Sadatsuka-san?!\Calamari with peanut sauce?! Disgusting!\Your kusaya is super smelly too, Sadatsuka.\Smelly, but addictive, right?\They make quite a pair.\Kiviak and surstromming are two of the smelliest and tastiest dishes in the world.\My ambition is to create something that's even more grotesque and delicious!\You get it, huh! response:	Taste-test my next ultra-disgusting masterpiece next time!
context: Calamari with peanut sauce?! Disgusting!\Your kusaya is super smelly too, Sadatsuka.\Smelly, but addictive, right?\They make quite a pair.\Kiviak and surstromming are two of the smelliest and tastiest dishes in the world.\My ambition is to create something that's even more grotesque and delicious!\You get it, huh!\Taste-test my next ultra-disgusting masterpiece next time! response:	Very well.
context: Your kusaya is super smelly too, Sadatsuka.\Smelly, but addictive, right?\They make quite a pair.\Kiviak and surstromming are two of the smelliest and tastiest dishes in the world.\My ambition is to create something that's even more grotesque and delicious!\You get it, huh!\Taste-test my next ultra-disgusting masterpiece next time!\Very well. response:	I'll let you taste my grotesque and delicious creations as well.
context: Smelly, but addictive, right?\They make quite a pair.\Kiviak and surstromming are two of the smelliest and tastiest dishes in the world.\My ambition is to create something that's even more grotesque and delicious!\You get it, huh!\Taste-test my next ultra-disgusting masterpiece next time!\Very well.\I'll let you taste my grotesque and delicious creations as well. response:	I feel like these two never should have met.
context: They make quite a pair.\Kiviak and surstromming are two of the smelliest and tastiest dishes in the world.\My ambition is to create something that's even more grotesque and delicious!\You get it, huh!\Taste-test my next ultra-disgusting masterpiece next time!\Very well.\I'll let you taste my grotesque and delicious creations as well.\I feel like these two never should have met. response:	Oh, I was testing new dishes last night
context: Kiviak and surstromming are two of the smelliest and tastiest dishes in the world.\My ambition is to create something that's even more grotesque and delicious!\You get it, huh!\Taste-test my next ultra-disgusting masterpiece next time!\Very well.\I'll let you taste my grotesque and delicious creations as well.\I feel like these two never should have met.\Oh, I was testing new dishes last night response:	by carting this stall around, too.
context: My ambition is to create something that's even more grotesque and delicious!\You get it, huh!\Taste-test my next ultra-disgusting masterpiece next time!\Very well.\I'll let you taste my grotesque and delicious creations as well.\I feel like these two never should have met.\Oh, I was testing new dishes last night\by carting this stall around, too. response:	Other booths hand out samples on the street.
context: You get it, huh!\Taste-test my next ultra-disgusting masterpiece next time!\Very well.\I'll let you taste my grotesque and delicious creations as well.\I feel like these two never should have met.\Oh, I was testing new dishes last night\by carting this stall around, too.\Other booths hand out samples on the street. response:	There shouldn't be any problems
context: Taste-test my next ultra-disgusting masterpiece next time!\Very well.\I'll let you taste my grotesque and delicious creations as well.\I feel like these two never should have met.\Oh, I was testing new dishes last night\by carting this stall around, too.\Other booths hand out samples on the street.\There shouldn't be any problems response:	with me taking my stall around to hand out samples, right?
context: Very well.\I'll let you taste my grotesque and delicious creations as well.\I feel like these two never should have met.\Oh, I was testing new dishes last night\by carting this stall around, too.\Other booths hand out samples on the street.\There shouldn't be any problems\with me taking my stall around to hand out samples, right? response:	You're a clever one.
context: I'll let you taste my grotesque and delicious creations as well.\I feel like these two never should have met.\Oh, I was testing new dishes last night\by carting this stall around, too.\Other booths hand out samples on the street.\There shouldn't be any problems\with me taking my stall around to hand out samples, right?\You're a clever one. response:	This'll let me see how customers are reacting to my dishes, too.
context: I feel like these two never should have met.\Oh, I was testing new dishes last night\by carting this stall around, too.\Other booths hand out samples on the street.\There shouldn't be any problems\with me taking my stall around to hand out samples, right?\You're a clever one.\This'll let me see how customers are reacting to my dishes, too. response:	And I kind of wanted a change of pace.
context: Oh, I was testing new dishes last night\by carting this stall around, too.\Other booths hand out samples on the street.\There shouldn't be any problems\with me taking my stall around to hand out samples, right?\You're a clever one.\This'll let me see how customers are reacting to my dishes, too.\And I kind of wanted a change of pace. response:	I think I can glimpse something I can't
context: by carting this stall around, too.\Other booths hand out samples on the street.\There shouldn't be any problems\with me taking my stall around to hand out samples, right?\You're a clever one.\This'll let me see how customers are reacting to my dishes, too.\And I kind of wanted a change of pace.\I think I can glimpse something I can't response:	when I'm right next to the Chinese Cuisine RS.
context: Other booths hand out samples on the street.\There shouldn't be any problems\with me taking my stall around to hand out samples, right?\You're a clever one.\This'll let me see how customers are reacting to my dishes, too.\And I kind of wanted a change of pace.\I think I can glimpse something I can't\when I'm right next to the Chinese Cuisine RS. response:	Would you like one?
context: There shouldn't be any problems\with me taking my stall around to hand out samples, right?\You're a clever one.\This'll let me see how customers are reacting to my dishes, too.\And I kind of wanted a change of pace.\I think I can glimpse something I can't\when I'm right next to the Chinese Cuisine RS.\Would you like one? response:	Black pepper buns, huh.
context: with me taking my stall around to hand out samples, right?\You're a clever one.\This'll let me see how customers are reacting to my dishes, too.\And I kind of wanted a change of pace.\I think I can glimpse something I can't\when I'm right next to the Chinese Cuisine RS.\Would you like one?\Black pepper buns, huh. response:	Hmm, that feels kind of heavy.
context: You're a clever one.\This'll let me see how customers are reacting to my dishes, too.\And I kind of wanted a change of pace.\I think I can glimpse something I can't\when I'm right next to the Chinese Cuisine RS.\Would you like one?\Black pepper buns, huh.\Hmm, that feels kind of heavy. response:	If you have something that'd just go right down without a hitch...
context: This'll let me see how customers are reacting to my dishes, too.\And I kind of wanted a change of pace.\I think I can glimpse something I can't\when I'm right next to the Chinese Cuisine RS.\Would you like one?\Black pepper buns, huh.\Hmm, that feels kind of heavy.\If you have something that'd just go right down without a hitch... response:	Oh, I have just the thing!
context: And I kind of wanted a change of pace.\I think I can glimpse something I can't\when I'm right next to the Chinese Cuisine RS.\Would you like one?\Black pepper buns, huh.\Hmm, that feels kind of heavy.\If you have something that'd just go right down without a hitch...\Oh, I have just the thing! response:	Please wait a moment!
context: I think I can glimpse something I can't\when I'm right next to the Chinese Cuisine RS.\Would you like one?\Black pepper buns, huh.\Hmm, that feels kind of heavy.\If you have something that'd just go right down without a hitch...\Oh, I have just the thing!\Please wait a moment! response:	Here we go!
context: when I'm right next to the Chinese Cuisine RS.\Would you like one?\Black pepper buns, huh.\Hmm, that feels kind of heavy.\If you have something that'd just go right down without a hitch...\Oh, I have just the thing!\Please wait a moment!\Here we go! response:	Oh!
context: Would you like one?\Black pepper buns, huh.\Hmm, that feels kind of heavy.\If you have something that'd just go right down without a hitch...\Oh, I have just the thing!\Please wait a moment!\Here we go!\Oh! response:	What's this? Hand-made noodles?
context: Black pepper buns, huh.\Hmm, that feels kind of heavy.\If you have something that'd just go right down without a hitch...\Oh, I have just the thing!\Please wait a moment!\Here we go!\Oh!\What's this? Hand-made noodles? response:	Ah, the student's making his own noodles!
context: Hmm, that feels kind of heavy.\If you have something that'd just go right down without a hitch...\Oh, I have just the thing!\Please wait a moment!\Here we go!\Oh!\What's this? Hand-made noodles?\Ah, the student's making his own noodles! response:	Th-This is...
context: If you have something that'd just go right down without a hitch...\Oh, I have just the thing!\Please wait a moment!\Here we go!\Oh!\What's this? Hand-made noodles?\Ah, the student's making his own noodles!\Th-This is... response:	You're thinly slicing the dough for the black pepper buns into noodles?!
context: Oh, I have just the thing!\Please wait a moment!\Here we go!\Oh!\What's this? Hand-made noodles?\Ah, the student's making his own noodles!\Th-This is...\You're thinly slicing the dough for the black pepper buns into noodles?! response:	Thanks for waiting!
context: Please wait a moment!\Here we go!\Oh!\What's this? Hand-made noodles?\Ah, the student's making his own noodles!\Th-This is...\You're thinly slicing the dough for the black pepper buns into noodles?!\Thanks for waiting! response:	Ah...
context: Here we go!\Oh!\What's this? Hand-made noodles?\Ah, the student's making his own noodles!\Th-This is...\You're thinly slicing the dough for the black pepper buns into noodles?!\Thanks for waiting!\Ah... response:	I can smell the shrimp stock and garlic!
context: Oh!\What's this? Hand-made noodles?\Ah, the student's making his own noodles!\Th-This is...\You're thinly slicing the dough for the black pepper buns into noodles?!\Thanks for waiting!\Ah...\I can smell the shrimp stock and garlic! response:	Delicious!
context: What's this? Hand-made noodles?\Ah, the student's making his own noodles!\Th-This is...\You're thinly slicing the dough for the black pepper buns into noodles?!\Thanks for waiting!\Ah...\I can smell the shrimp stock and garlic!\Delicious! response:	Though light, it has deep flavor!
context: Ah, the student's making his own noodles!\Th-This is...\You're thinly slicing the dough for the black pepper buns into noodles?!\Thanks for waiting!\Ah...\I can smell the shrimp stock and garlic!\Delicious!\Though light, it has deep flavor! response:	I've been eating the whole day, but this just goes straight down!
context: Th-This is...\You're thinly slicing the dough for the black pepper buns into noodles?!\Thanks for waiting!\Ah...\I can smell the shrimp stock and garlic!\Delicious!\Though light, it has deep flavor!\I've been eating the whole day, but this just goes straight down! response:	It's a great way to end the day!
context: You're thinly slicing the dough for the black pepper buns into noodles?!\Thanks for waiting!\Ah...\I can smell the shrimp stock and garlic!\Delicious!\Though light, it has deep flavor!\I've been eating the whole day, but this just goes straight down!\It's a great way to end the day! response:	The topping is the ground pork filling for the black pepper buns?
context: Thanks for waiting!\Ah...\I can smell the shrimp stock and garlic!\Delicious!\Though light, it has deep flavor!\I've been eating the whole day, but this just goes straight down!\It's a great way to end the day!\The topping is the ground pork filling for the black pepper buns? response:	That's right!
context: Ah...\I can smell the shrimp stock and garlic!\Delicious!\Though light, it has deep flavor!\I've been eating the whole day, but this just goes straight down!\It's a great way to end the day!\The topping is the ground pork filling for the black pepper buns?\That's right! response:	I just put the dish together yesterday while listening to what customers wanted.
context: I can smell the shrimp stock and garlic!\Delicious!\Though light, it has deep flavor!\I've been eating the whole day, but this just goes straight down!\It's a great way to end the day!\The topping is the ground pork filling for the black pepper buns?\That's right!\I just put the dish together yesterday while listening to what customers wanted. response:	Thanks to this noodle dish,
context: Delicious!\Though light, it has deep flavor!\I've been eating the whole day, but this just goes straight down!\It's a great way to end the day!\The topping is the ground pork filling for the black pepper buns?\That's right!\I just put the dish together yesterday while listening to what customers wanted.\Thanks to this noodle dish, response:	our sales did much better on the second day.
context: Though light, it has deep flavor!\I've been eating the whole day, but this just goes straight down!\It's a great way to end the day!\The topping is the ground pork filling for the black pepper buns?\That's right!\I just put the dish together yesterday while listening to what customers wanted.\Thanks to this noodle dish,\our sales did much better on the second day. response:	I wouldn't have expected you to make the dough into noodles...
context: I've been eating the whole day, but this just goes straight down!\It's a great way to end the day!\The topping is the ground pork filling for the black pepper buns?\That's right!\I just put the dish together yesterday while listening to what customers wanted.\Thanks to this noodle dish,\our sales did much better on the second day.\I wouldn't have expected you to make the dough into noodles... response:	and you improvised on the fly.
context: It's a great way to end the day!\The topping is the ground pork filling for the black pepper buns?\That's right!\I just put the dish together yesterday while listening to what customers wanted.\Thanks to this noodle dish,\our sales did much better on the second day.\I wouldn't have expected you to make the dough into noodles...\and you improvised on the fly. response:	Well, to be honest,
context: The topping is the ground pork filling for the black pepper buns?\That's right!\I just put the dish together yesterday while listening to what customers wanted.\Thanks to this noodle dish,\our sales did much better on the second day.\I wouldn't have expected you to make the dough into noodles...\and you improvised on the fly.\Well, to be honest, response:	there's a very similar noodle dish in Taiwan.
context: That's right!\I just put the dish together yesterday while listening to what customers wanted.\Thanks to this noodle dish,\our sales did much better on the second day.\I wouldn't have expected you to make the dough into noodles...\and you improvised on the fly.\Well, to be honest,\there's a very similar noodle dish in Taiwan. response:	Danzi noodles!
context: I just put the dish together yesterday while listening to what customers wanted.\Thanks to this noodle dish,\our sales did much better on the second day.\I wouldn't have expected you to make the dough into noodles...\and you improvised on the fly.\Well, to be honest,\there's a very similar noodle dish in Taiwan.\Danzi noodles! response:	That's right!
context: Thanks to this noodle dish,\our sales did much better on the second day.\I wouldn't have expected you to make the dough into noodles...\and you improvised on the fly.\Well, to be honest,\there's a very similar noodle dish in Taiwan.\Danzi noodles!\That's right! response:	They're wheat noodles in a light broth made from shrimp shells and bonito flakes,
context: our sales did much better on the second day.\I wouldn't have expected you to make the dough into noodles...\and you improvised on the fly.\Well, to be honest,\there's a very similar noodle dish in Taiwan.\Danzi noodles!\That's right!\They're wheat noodles in a light broth made from shrimp shells and bonito flakes, response:	topped with ground pork and sliced scallions.
context: I wouldn't have expected you to make the dough into noodles...\and you improvised on the fly.\Well, to be honest,\there's a very similar noodle dish in Taiwan.\Danzi noodles!\That's right!\They're wheat noodles in a light broth made from shrimp shells and bonito flakes,\topped with ground pork and sliced scallions. response:	They're served in very small bowls that are almost like tea cups.
context: and you improvised on the fly.\Well, to be honest,\there's a very similar noodle dish in Taiwan.\Danzi noodles!\That's right!\They're wheat noodles in a light broth made from shrimp shells and bonito flakes,\topped with ground pork and sliced scallions.\They're served in very small bowls that are almost like tea cups. response:	There's a phrase in Taiwan that means eating well without getting tired of it.
context: Well, to be honest,\there's a very similar noodle dish in Taiwan.\Danzi noodles!\That's right!\They're wheat noodles in a light broth made from shrimp shells and bonito flakes,\topped with ground pork and sliced scallions.\They're served in very small bowls that are almost like tea cups.\There's a phrase in Taiwan that means eating well without getting tired of it. response:	That's why the portion size is manageable.
context: there's a very similar noodle dish in Taiwan.\Danzi noodles!\That's right!\They're wheat noodles in a light broth made from shrimp shells and bonito flakes,\topped with ground pork and sliced scallions.\They're served in very small bowls that are almost like tea cups.\There's a phrase in Taiwan that means eating well without getting tired of it.\That's why the portion size is manageable. response:	If I had to name this dish,
