context: Yeah. response:	Pre! Preparation!
context: But you know, you can buy a four-pack of pork for the same price.\If you're troubled by the price, why don't you go touch Aisaka-san?\You might inherit a fortune from some grandfather you've never heard of.\Probably.\Hey, you'll be blessed with good fortune if you touch Taiga, right?\The credibility is zero.\But what if it's true?\What should I do to make Taiga herself be blessed by good fortune? response:	She's already very lucky.
context: If you're troubled by the price, why don't you go touch Aisaka-san?\You might inherit a fortune from some grandfather you've never heard of.\Probably.\Hey, you'll be blessed with good fortune if you touch Taiga, right?\The credibility is zero.\But what if it's true?\What should I do to make Taiga herself be blessed by good fortune?\She's already very lucky. response:	I guess you should choose quantity over quality,
context: You might inherit a fortune from some grandfather you've never heard of.\Probably.\Hey, you'll be blessed with good fortune if you touch Taiga, right?\The credibility is zero.\But what if it's true?\What should I do to make Taiga herself be blessed by good fortune?\She's already very lucky.\I guess you should choose quantity over quality, response:	since she won't have any complaints as long as she's full.
context: Probably.\Hey, you'll be blessed with good fortune if you touch Taiga, right?\The credibility is zero.\But what if it's true?\What should I do to make Taiga herself be blessed by good fortune?\She's already very lucky.\I guess you should choose quantity over quality,\since she won't have any complaints as long as she's full. response:	I guess you're right.
context: Hey, you'll be blessed with good fortune if you touch Taiga, right?\The credibility is zero.\But what if it's true?\What should I do to make Taiga herself be blessed by good fortune?\She's already very lucky.\I guess you should choose quantity over quality,\since she won't have any complaints as long as she's full.\I guess you're right. response:	All right, I'll get the pork.
context: The credibility is zero.\But what if it's true?\What should I do to make Taiga herself be blessed by good fortune?\She's already very lucky.\I guess you should choose quantity over quality,\since she won't have any complaints as long as she's full.\I guess you're right.\All right, I'll get the pork. response:	Oh, I don't need a plastic bag.
context: But what if it's true?\What should I do to make Taiga herself be blessed by good fortune?\She's already very lucky.\I guess you should choose quantity over quality,\since she won't have any complaints as long as she's full.\I guess you're right.\All right, I'll get the pork.\Oh, I don't need a plastic bag. response:	Takasu-kun, you're like a housewife for collecting these points.
context: What should I do to make Taiga herself be blessed by good fortune?\She's already very lucky.\I guess you should choose quantity over quality,\since she won't have any complaints as long as she's full.\I guess you're right.\All right, I'll get the pork.\Oh, I don't need a plastic bag.\Takasu-kun, you're like a housewife for collecting these points. response:	Shut up.
context: She's already very lucky.\I guess you should choose quantity over quality,\since she won't have any complaints as long as she's full.\I guess you're right.\All right, I'll get the pork.\Oh, I don't need a plastic bag.\Takasu-kun, you're like a housewife for collecting these points.\Shut up. response:	Oh, right.
context: I guess you should choose quantity over quality,\since she won't have any complaints as long as she's full.\I guess you're right.\All right, I'll get the pork.\Oh, I don't need a plastic bag.\Takasu-kun, you're like a housewife for collecting these points.\Shut up.\Oh, right. response:	Here, take it.
context: since she won't have any complaints as long as she's full.\I guess you're right.\All right, I'll get the pork.\Oh, I don't need a plastic bag.\Takasu-kun, you're like a housewife for collecting these points.\Shut up.\Oh, right.\Here, take it. response:	I'm giving it to you.
context: I guess you're right.\All right, I'll get the pork.\Oh, I don't need a plastic bag.\Takasu-kun, you're like a housewife for collecting these points.\Shut up.\Oh, right.\Here, take it.\I'm giving it to you. response:	There are only three people in my house,
context: All right, I'll get the pork.\Oh, I don't need a plastic bag.\Takasu-kun, you're like a housewife for collecting these points.\Shut up.\Oh, right.\Here, take it.\I'm giving it to you.\There are only three people in my house, response:	so one or two packs is enough.
context: Oh, I don't need a plastic bag.\Takasu-kun, you're like a housewife for collecting these points.\Shut up.\Oh, right.\Here, take it.\I'm giving it to you.\There are only three people in my house,\so one or two packs is enough. response:	Even if I took it, I wouldn't know how to cook it.
context: Takasu-kun, you're like a housewife for collecting these points.\Shut up.\Oh, right.\Here, take it.\I'm giving it to you.\There are only three people in my house,\so one or two packs is enough.\Even if I took it, I wouldn't know how to cook it. response:	Whatever, you should eat some pork.
context: Shut up.\Oh, right.\Here, take it.\I'm giving it to you.\There are only three people in my house,\so one or two packs is enough.\Even if I took it, I wouldn't know how to cook it.\Whatever, you should eat some pork. response:	You don't look well today.
context: Oh, right.\Here, take it.\I'm giving it to you.\There are only three people in my house,\so one or two packs is enough.\Even if I took it, I wouldn't know how to cook it.\Whatever, you should eat some pork.\You don't look well today. response:	You're probably lacking vitamin B2.
context: Here, take it.\I'm giving it to you.\There are only three people in my house,\so one or two packs is enough.\Even if I took it, I wouldn't know how to cook it.\Whatever, you should eat some pork.\You don't look well today.\You're probably lacking vitamin B2. response:	Huh?
context: I'm giving it to you.\There are only three people in my house,\so one or two packs is enough.\Even if I took it, I wouldn't know how to cook it.\Whatever, you should eat some pork.\You don't look well today.\You're probably lacking vitamin B2.\Huh? response:	You didn't look well this morning.
context: There are only three people in my house,\so one or two packs is enough.\Even if I took it, I wouldn't know how to cook it.\Whatever, you should eat some pork.\You don't look well today.\You're probably lacking vitamin B2.\Huh?\You didn't look well this morning. response:	Remember, at the vending machines?
context: so one or two packs is enough.\Even if I took it, I wouldn't know how to cook it.\Whatever, you should eat some pork.\You don't look well today.\You're probably lacking vitamin B2.\Huh?\You didn't look well this morning.\Remember, at the vending machines? response:	W-What?
context: Even if I took it, I wouldn't know how to cook it.\Whatever, you should eat some pork.\You don't look well today.\You're probably lacking vitamin B2.\Huh?\You didn't look well this morning.\Remember, at the vending machines?\W-What? response:	You're like a nosy old lady...
context: Whatever, you should eat some pork.\You don't look well today.\You're probably lacking vitamin B2.\Huh?\You didn't look well this morning.\Remember, at the vending machines?\W-What?\You're like a nosy old lady... response:	I'm fine with that.
context: You don't look well today.\You're probably lacking vitamin B2.\Huh?\You didn't look well this morning.\Remember, at the vending machines?\W-What?\You're like a nosy old lady...\I'm fine with that. response:	I bet all you're eating is fast food.
context: You're probably lacking vitamin B2.\Huh?\You didn't look well this morning.\Remember, at the vending machines?\W-What?\You're like a nosy old lady...\I'm fine with that.\I bet all you're eating is fast food. response:	You're such a kid.
context: Huh?\You didn't look well this morning.\Remember, at the vending machines?\W-What?\You're like a nosy old lady...\I'm fine with that.\I bet all you're eating is fast food.\You're such a kid. response:	Grill it with ginger.
context: You didn't look well this morning.\Remember, at the vending machines?\W-What?\You're like a nosy old lady...\I'm fine with that.\I bet all you're eating is fast food.\You're such a kid.\Grill it with ginger. response:	Ginger can warm your body.
context: Remember, at the vending machines?\W-What?\You're like a nosy old lady...\I'm fine with that.\I bet all you're eating is fast food.\You're such a kid.\Grill it with ginger.\Ginger can warm your body. response:	See you.
context: W-What?\You're like a nosy old lady...\I'm fine with that.\I bet all you're eating is fast food.\You're such a kid.\Grill it with ginger.\Ginger can warm your body.\See you. response:	Like a kid, huh?
context: You're like a nosy old lady...\I'm fine with that.\I bet all you're eating is fast food.\You're such a kid.\Grill it with ginger.\Ginger can warm your body.\See you.\Like a kid, huh? response:	Sheesh, that disgusting dog.
context: I'm fine with that.\I bet all you're eating is fast food.\You're such a kid.\Grill it with ginger.\Ginger can warm your body.\See you.\Like a kid, huh?\Sheesh, that disgusting dog. response:	How dare he ditch his master and leave first?
context: I bet all you're eating is fast food.\You're such a kid.\Grill it with ginger.\Ginger can warm your body.\See you.\Like a kid, huh?\Sheesh, that disgusting dog.\How dare he ditch his master and leave first? response:	K-Kitamu...
context: You're such a kid.\Grill it with ginger.\Ginger can warm your body.\See you.\Like a kid, huh?\Sheesh, that disgusting dog.\How dare he ditch his master and leave first?\K-Kitamu... response:	Aisaka?
context: Grill it with ginger.\Ginger can warm your body.\See you.\Like a kid, huh?\Sheesh, that disgusting dog.\How dare he ditch his master and leave first?\K-Kitamu...\Aisaka? response:	What are you... doing here?
context: Ginger can warm your body.\See you.\Like a kid, huh?\Sheesh, that disgusting dog.\How dare he ditch his master and leave first?\K-Kitamu...\Aisaka?\What are you... doing here? response:	I'm doing nothing here.
context: See you.\Like a kid, huh?\Sheesh, that disgusting dog.\How dare he ditch his master and leave first?\K-Kitamu...\Aisaka?\What are you... doing here?\I'm doing nothing here. response:	Palmtop Tiger of Happiness.
context: Like a kid, huh?\Sheesh, that disgusting dog.\How dare he ditch his master and leave first?\K-Kitamu...\Aisaka?\What are you... doing here?\I'm doing nothing here.\Palmtop Tiger of Happiness. response:	I'm sorry.
context: Sheesh, that disgusting dog.\How dare he ditch his master and leave first?\K-Kitamu...\Aisaka?\What are you... doing here?\I'm doing nothing here.\Palmtop Tiger of Happiness.\I'm sorry. response:	What am I doing?
context: How dare he ditch his master and leave first?\K-Kitamu...\Aisaka?\What are you... doing here?\I'm doing nothing here.\Palmtop Tiger of Happiness.\I'm sorry.\What am I doing? response:	Did something happen?
context: K-Kitamu...\Aisaka?\What are you... doing here?\I'm doing nothing here.\Palmtop Tiger of Happiness.\I'm sorry.\What am I doing?\Did something happen? response:	Did you lose your wallet or something?
context: Aisaka?\What are you... doing here?\I'm doing nothing here.\Palmtop Tiger of Happiness.\I'm sorry.\What am I doing?\Did something happen?\Did you lose your wallet or something? response:	Were you bullied by that evil student council president?
context: What are you... doing here?\I'm doing nothing here.\Palmtop Tiger of Happiness.\I'm sorry.\What am I doing?\Did something happen?\Did you lose your wallet or something?\Were you bullied by that evil student council president? response:	No, nothing like that.
context: I'm doing nothing here.\Palmtop Tiger of Happiness.\I'm sorry.\What am I doing?\Did something happen?\Did you lose your wallet or something?\Were you bullied by that evil student council president?\No, nothing like that. response:	It's nothing.
context: Palmtop Tiger of Happiness.\I'm sorry.\What am I doing?\Did something happen?\Did you lose your wallet or something?\Were you bullied by that evil student council president?\No, nothing like that.\It's nothing. response:	Um...
context: I'm sorry.\What am I doing?\Did something happen?\Did you lose your wallet or something?\Were you bullied by that evil student council president?\No, nothing like that.\It's nothing.\Um... response:	I don't understand what's going on,
context: What am I doing?\Did something happen?\Did you lose your wallet or something?\Were you bullied by that evil student council president?\No, nothing like that.\It's nothing.\Um...\I don't understand what's going on, response:	but you can touch me if you want.
context: Did something happen?\Did you lose your wallet or something?\Were you bullied by that evil student council president?\No, nothing like that.\It's nothing.\Um...\I don't understand what's going on,\but you can touch me if you want. response:	Come on, touch me however you want.
context: Did you lose your wallet or something?\Were you bullied by that evil student council president?\No, nothing like that.\It's nothing.\Um...\I don't understand what's going on,\but you can touch me if you want.\Come on, touch me however you want. response:	Touch me as much as you want!
context: Were you bullied by that evil student council president?\No, nothing like that.\It's nothing.\Um...\I don't understand what's going on,\but you can touch me if you want.\Come on, touch me however you want.\Touch me as much as you want! response:	Oh no!
context: No, nothing like that.\It's nothing.\Um...\I don't understand what's going on,\but you can touch me if you want.\Come on, touch me however you want.\Touch me as much as you want!\Oh no! response:	What am I saying?
context: It's nothing.\Um...\I don't understand what's going on,\but you can touch me if you want.\Come on, touch me however you want.\Touch me as much as you want!\Oh no!\What am I saying? response:	Aisaka.
context: Um...\I don't understand what's going on,\but you can touch me if you want.\Come on, touch me however you want.\Touch me as much as you want!\Oh no!\What am I saying?\Aisaka. response:	I'm sorry, it's okay.
context: I don't understand what's going on,\but you can touch me if you want.\Come on, touch me however you want.\Touch me as much as you want!\Oh no!\What am I saying?\Aisaka.\I'm sorry, it's okay. response:	Thanks.
context: but you can touch me if you want.\Come on, touch me however you want.\Touch me as much as you want!\Oh no!\What am I saying?\Aisaka.\I'm sorry, it's okay.\Thanks. response:	Tomiie-kun, are you really okay?
context: Come on, touch me however you want.\Touch me as much as you want!\Oh no!\What am I saying?\Aisaka.\I'm sorry, it's okay.\Thanks.\Tomiie-kun, are you really okay? response:	Y-Yeah, I'm fine.
context: Touch me as much as you want!\Oh no!\What am I saying?\Aisaka.\I'm sorry, it's okay.\Thanks.\Tomiie-kun, are you really okay?\Y-Yeah, I'm fine. response:	Really?
context: Oh no!\What am I saying?\Aisaka.\I'm sorry, it's okay.\Thanks.\Tomiie-kun, are you really okay?\Y-Yeah, I'm fine.\Really? response:	Really, really?
context: What am I saying?\Aisaka.\I'm sorry, it's okay.\Thanks.\Tomiie-kun, are you really okay?\Y-Yeah, I'm fine.\Really?\Really, really? response:	Yeah, Sakura-chan, I'm honestly fine.
context: Aisaka.\I'm sorry, it's okay.\Thanks.\Tomiie-kun, are you really okay?\Y-Yeah, I'm fine.\Really?\Really, really?\Yeah, Sakura-chan, I'm honestly fine. response:	Sheesh, why did you leave without me?
context: I'm sorry, it's okay.\Thanks.\Tomiie-kun, are you really okay?\Y-Yeah, I'm fine.\Really?\Really, really?\Yeah, Sakura-chan, I'm honestly fine.\Sheesh, why did you leave without me? response:	Hey Ryuuji, there's a lot of food.
context: Thanks.\Tomiie-kun, are you really okay?\Y-Yeah, I'm fine.\Really?\Really, really?\Yeah, Sakura-chan, I'm honestly fine.\Sheesh, why did you leave without me?\Hey Ryuuji, there's a lot of food. response:	Is it some special day today?
context: Tomiie-kun, are you really okay?\Y-Yeah, I'm fine.\Really?\Really, really?\Yeah, Sakura-chan, I'm honestly fine.\Sheesh, why did you leave without me?\Hey Ryuuji, there's a lot of food.\Is it some special day today? response:	Uh, well...
context: Y-Yeah, I'm fine.\Really?\Really, really?\Yeah, Sakura-chan, I'm honestly fine.\Sheesh, why did you leave without me?\Hey Ryuuji, there's a lot of food.\Is it some special day today?\Uh, well... response:	Uh... I didn't have lunch, so I'm very hungry.
context: Really?\Really, really?\Yeah, Sakura-chan, I'm honestly fine.\Sheesh, why did you leave without me?\Hey Ryuuji, there's a lot of food.\Is it some special day today?\Uh, well...\Uh... I didn't have lunch, so I'm very hungry. response:	It smells great.
context: Really, really?\Yeah, Sakura-chan, I'm honestly fine.\Sheesh, why did you leave without me?\Hey Ryuuji, there's a lot of food.\Is it some special day today?\Uh, well...\Uh... I didn't have lunch, so I'm very hungry.\It smells great. response:	You're good at this type of cooking too?
context: Yeah, Sakura-chan, I'm honestly fine.\Sheesh, why did you leave without me?\Hey Ryuuji, there's a lot of food.\Is it some special day today?\Uh, well...\Uh... I didn't have lunch, so I'm very hungry.\It smells great.\You're good at this type of cooking too? response:	Yeah, it's western-style boiled pork.
context: Sheesh, why did you leave without me?\Hey Ryuuji, there's a lot of food.\Is it some special day today?\Uh, well...\Uh... I didn't have lunch, so I'm very hungry.\It smells great.\You're good at this type of cooking too?\Yeah, it's western-style boiled pork. response:	The special thing about it is that Shinshuu miso was added to the vinegar.
context: Hey Ryuuji, there's a lot of food.\Is it some special day today?\Uh, well...\Uh... I didn't have lunch, so I'm very hungry.\It smells great.\You're good at this type of cooking too?\Yeah, it's western-style boiled pork.\The special thing about it is that Shinshuu miso was added to the vinegar. response:	I can't lose to the restaurant that your father took me to.
context: Is it some special day today?\Uh, well...\Uh... I didn't have lunch, so I'm very hungry.\It smells great.\You're good at this type of cooking too?\Yeah, it's western-style boiled pork.\The special thing about it is that Shinshuu miso was added to the vinegar.\I can't lose to the restaurant that your father took me to. response:	Uh...
context: Uh, well...\Uh... I didn't have lunch, so I'm very hungry.\It smells great.\You're good at this type of cooking too?\Yeah, it's western-style boiled pork.\The special thing about it is that Shinshuu miso was added to the vinegar.\I can't lose to the restaurant that your father took me to.\Uh... response:	Then you put melted cheese on it -
context: Uh... I didn't have lunch, so I'm very hungry.\It smells great.\You're good at this type of cooking too?\Yeah, it's western-style boiled pork.\The special thing about it is that Shinshuu miso was added to the vinegar.\I can't lose to the restaurant that your father took me to.\Uh...\Then you put melted cheese on it - response:	Are you stupid?
context: It smells great.\You're good at this type of cooking too?\Yeah, it's western-style boiled pork.\The special thing about it is that Shinshuu miso was added to the vinegar.\I can't lose to the restaurant that your father took me to.\Uh...\Then you put melted cheese on it -\Are you stupid? response:	I told you, I'm fine already.
context: You're good at this type of cooking too?\Yeah, it's western-style boiled pork.\The special thing about it is that Shinshuu miso was added to the vinegar.\I can't lose to the restaurant that your father took me to.\Uh...\Then you put melted cheese on it -\Are you stupid?\I told you, I'm fine already. response:	Never mind, hurry up and finish cooking.
context: Yeah, it's western-style boiled pork.\The special thing about it is that Shinshuu miso was added to the vinegar.\I can't lose to the restaurant that your father took me to.\Uh...\Then you put melted cheese on it -\Are you stupid?\I told you, I'm fine already.\Never mind, hurry up and finish cooking. response:	Yeah, yeah.
context: The special thing about it is that Shinshuu miso was added to the vinegar.\I can't lose to the restaurant that your father took me to.\Uh...\Then you put melted cheese on it -\Are you stupid?\I told you, I'm fine already.\Never mind, hurry up and finish cooking.\Yeah, yeah. response:	The Legend of the Palmtop Tiger of Happiness, huh?
context: I can't lose to the restaurant that your father took me to.\Uh...\Then you put melted cheese on it -\Are you stupid?\I told you, I'm fine already.\Never mind, hurry up and finish cooking.\Yeah, yeah.\The Legend of the Palmtop Tiger of Happiness, huh? response:	Honestly, it's the stupidest thing I've ever heard.
context: Uh...\Then you put melted cheese on it -\Are you stupid?\I told you, I'm fine already.\Never mind, hurry up and finish cooking.\Yeah, yeah.\The Legend of the Palmtop Tiger of Happiness, huh?\Honestly, it's the stupidest thing I've ever heard. response:	Rub, rub, rub, rub...
context: Then you put melted cheese on it -\Are you stupid?\I told you, I'm fine already.\Never mind, hurry up and finish cooking.\Yeah, yeah.\The Legend of the Palmtop Tiger of Happiness, huh?\Honestly, it's the stupidest thing I've ever heard.\Rub, rub, rub, rub... response:	Ya-chan?
context: Are you stupid?\I told you, I'm fine already.\Never mind, hurry up and finish cooking.\Yeah, yeah.\The Legend of the Palmtop Tiger of Happiness, huh?\Honestly, it's the stupidest thing I've ever heard.\Rub, rub, rub, rub...\Ya-chan? response:	Oh, I can feel the good fortune already!
context: I told you, I'm fine already.\Never mind, hurry up and finish cooking.\Yeah, yeah.\The Legend of the Palmtop Tiger of Happiness, huh?\Honestly, it's the stupidest thing I've ever heard.\Rub, rub, rub, rub...\Ya-chan?\Oh, I can feel the good fortune already! response:	That's a bit too quick.
context: Never mind, hurry up and finish cooking.\Yeah, yeah.\The Legend of the Palmtop Tiger of Happiness, huh?\Honestly, it's the stupidest thing I've ever heard.\Rub, rub, rub, rub...\Ya-chan?\Oh, I can feel the good fortune already!\That's a bit too quick. response:	The fact that I'm able to rub you like this...
context: Yeah, yeah.\The Legend of the Palmtop Tiger of Happiness, huh?\Honestly, it's the stupidest thing I've ever heard.\Rub, rub, rub, rub...\Ya-chan?\Oh, I can feel the good fortune already!\That's a bit too quick.\The fact that I'm able to rub you like this... response:	The fact that I'm able to have meals with my family...
context: The Legend of the Palmtop Tiger of Happiness, huh?\Honestly, it's the stupidest thing I've ever heard.\Rub, rub, rub, rub...\Ya-chan?\Oh, I can feel the good fortune already!\That's a bit too quick.\The fact that I'm able to rub you like this...\The fact that I'm able to have meals with my family... response:	This all makes me the happiest person in the world.
context: Honestly, it's the stupidest thing I've ever heard.\Rub, rub, rub, rub...\Ya-chan?\Oh, I can feel the good fortune already!\That's a bit too quick.\The fact that I'm able to rub you like this...\The fact that I'm able to have meals with my family...\This all makes me the happiest person in the world. response:	Family?
context: Rub, rub, rub, rub...\Ya-chan?\Oh, I can feel the good fortune already!\That's a bit too quick.\The fact that I'm able to rub you like this...\The fact that I'm able to have meals with my family...\This all makes me the happiest person in the world.\Family? response:	Yeah.
context: Ya-chan?\Oh, I can feel the good fortune already!\That's a bit too quick.\The fact that I'm able to rub you like this...\The fact that I'm able to have meals with my family...\This all makes me the happiest person in the world.\Family?\Yeah. response:	Our family is made up of three people!
context: Oh, I can feel the good fortune already!\That's a bit too quick.\The fact that I'm able to rub you like this...\The fact that I'm able to have meals with my family...\This all makes me the happiest person in the world.\Family?\Yeah.\Our family is made up of three people! response:	Ya-chan, I can't breathe...
context: That's a bit too quick.\The fact that I'm able to rub you like this...\The fact that I'm able to have meals with my family...\This all makes me the happiest person in the world.\Family?\Yeah.\Our family is made up of three people!\Ya-chan, I can't breathe... response:	If you touch the Palmtop Tiger, any wish can come true.
context: The fact that I'm able to rub you like this...\The fact that I'm able to have meals with my family...\This all makes me the happiest person in the world.\Family?\Yeah.\Our family is made up of three people!\Ya-chan, I can't breathe...\If you touch the Palmtop Tiger, any wish can come true. response:	If that's true...
context: The fact that I'm able to have meals with my family...\This all makes me the happiest person in the world.\Family?\Yeah.\Our family is made up of three people!\Ya-chan, I can't breathe...\If you touch the Palmtop Tiger, any wish can come true.\If that's true... response:	Yeah, that's why, Mama...
context: This all makes me the happiest person in the world.\Family?\Yeah.\Our family is made up of three people!\Ya-chan, I can't breathe...\If you touch the Palmtop Tiger, any wish can come true.\If that's true...\Yeah, that's why, Mama... response:	I think I want to stay here.
context: Family?\Yeah.\Our family is made up of three people!\Ya-chan, I can't breathe...\If you touch the Palmtop Tiger, any wish can come true.\If that's true...\Yeah, that's why, Mama...\I think I want to stay here. response:	Yeah, I've made new friends,
context: Yeah.\Our family is made up of three people!\Ya-chan, I can't breathe...\If you touch the Palmtop Tiger, any wish can come true.\If that's true...\Yeah, that's why, Mama...\I think I want to stay here.\Yeah, I've made new friends, response:	and also...
context: Our family is made up of three people!\Ya-chan, I can't breathe...\If you touch the Palmtop Tiger, any wish can come true.\If that's true...\Yeah, that's why, Mama...\I think I want to stay here.\Yeah, I've made new friends,\and also... response:	I'm fine, I'm also trying my best.
context: Ya-chan, I can't breathe...\If you touch the Palmtop Tiger, any wish can come true.\If that's true...\Yeah, that's why, Mama...\I think I want to stay here.\Yeah, I've made new friends,\and also...\I'm fine, I'm also trying my best. response:	Yeah, people say I'm mature now.
context: If you touch the Palmtop Tiger, any wish can come true.\If that's true...\Yeah, that's why, Mama...\I think I want to stay here.\Yeah, I've made new friends,\and also...\I'm fine, I'm also trying my best.\Yeah, people say I'm mature now. response:	What sort of wish... will I make?
context: If that's true...\Yeah, that's why, Mama...\I think I want to stay here.\Yeah, I've made new friends,\and also...\I'm fine, I'm also trying my best.\Yeah, people say I'm mature now.\What sort of wish... will I make? response:	Although I can't really make out the form of my wish yet...
context: Yeah, that's why, Mama...\I think I want to stay here.\Yeah, I've made new friends,\and also...\I'm fine, I'm also trying my best.\Yeah, people say I'm mature now.\What sort of wish... will I make?\Although I can't really make out the form of my wish yet... response:	Or rather, I don't want to see it.
context: I think I want to stay here.\Yeah, I've made new friends,\and also...\I'm fine, I'm also trying my best.\Yeah, people say I'm mature now.\What sort of wish... will I make?\Although I can't really make out the form of my wish yet...\Or rather, I don't want to see it. response:	Ryuu-chan, come touch her too.
context: Yeah, I've made new friends,\and also...\I'm fine, I'm also trying my best.\Yeah, people say I'm mature now.\What sort of wish... will I make?\Although I can't really make out the form of my wish yet...\Or rather, I don't want to see it.\Ryuu-chan, come touch her too. response:	I'll do it too!
context: and also...\I'm fine, I'm also trying my best.\Yeah, people say I'm mature now.\What sort of wish... will I make?\Although I can't really make out the form of my wish yet...\Or rather, I don't want to see it.\Ryuu-chan, come touch her too.\I'll do it too! response:	It's dirty!
context: I'm fine, I'm also trying my best.\Yeah, people say I'm mature now.\What sort of wish... will I make?\Although I can't really make out the form of my wish yet...\Or rather, I don't want to see it.\Ryuu-chan, come touch her too.\I'll do it too!\It's dirty! response:	Don't use your feet!
context: Yeah, people say I'm mature now.\What sort of wish... will I make?\Although I can't really make out the form of my wish yet...\Or rather, I don't want to see it.\Ryuu-chan, come touch her too.\I'll do it too!\It's dirty!\Don't use your feet! response:	Stop, stop, stop, stop!
context: What sort of wish... will I make?\Although I can't really make out the form of my wish yet...\Or rather, I don't want to see it.\Ryuu-chan, come touch her too.\I'll do it too!\It's dirty!\Don't use your feet!\Stop, stop, stop, stop! response:	Amazing! As expected from Kitamura-kun!
context: Although I can't really make out the form of my wish yet...\Or rather, I don't want to see it.\Ryuu-chan, come touch her too.\I'll do it too!\It's dirty!\Don't use your feet!\Stop, stop, stop, stop!\Amazing! As expected from Kitamura-kun! response:	You said it ten times without biting your tongue.
context: Or rather, I don't want to see it.\Ryuu-chan, come touch her too.\I'll do it too!\It's dirty!\Don't use your feet!\Stop, stop, stop, stop!\Amazing! As expected from Kitamura-kun!\You said it ten times without biting your tongue. response:	Wait, what do you mean by stop?
context: Ryuu-chan, come touch her too.\I'll do it too!\It's dirty!\Don't use your feet!\Stop, stop, stop, stop!\Amazing! As expected from Kitamura-kun!\You said it ten times without biting your tongue.\Wait, what do you mean by stop? response:	Everything!
context: I'll do it too!\It's dirty!\Don't use your feet!\Stop, stop, stop, stop!\Amazing! As expected from Kitamura-kun!\You said it ten times without biting your tongue.\Wait, what do you mean by stop?\Everything! response:	Stop everything!
