context: Intro response:	Things got pretty crazy yesterday, didn't they?
context: 300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair response:	Great Reptile Fair
context: Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair response:	300 Species Gathering
context: Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering response:	Great Reptile Fair
context: 300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair response:	Great Reptile Fair
context: Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair response:	300 Species Gathering
context: Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering response:	Great Reptile Fair
context: 300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair response:	Great Reptile Fair
context: Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair response:	300 Species Gathering
context: Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering response:	Great Reptile Fair
context: 300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair response:	Great Reptile Fair
context: Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair response:	300 Species Gathering
context: Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering response:	Great Reptile Fair
context: 300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair response:	Great Reptile Fair
context: Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair response:	Ch-Chiho?
context: Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\Ch-Chiho? response:	It's still not too late to turn back, you know?
context: 300 Species Gathering\Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\Ch-Chiho?\It's still not too late to turn back, you know? response:	Nah, I'll go!
context: Great Reptile Fair\Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\Ch-Chiho?\It's still not too late to turn back, you know?\Nah, I'll go! response:	Really?
context: Great Reptile Fair\300 Species Gathering\Great Reptile Fair\Great Reptile Fair\Ch-Chiho?\It's still not too late to turn back, you know?\Nah, I'll go!\Really? response:	It's no big deal if you wanna go back. Really.
context: 300 Species Gathering\Great Reptile Fair\Great Reptile Fair\Ch-Chiho?\It's still not too late to turn back, you know?\Nah, I'll go!\Really?\It's no big deal if you wanna go back. Really. response:	No.
context: Great Reptile Fair\Great Reptile Fair\Ch-Chiho?\It's still not too late to turn back, you know?\Nah, I'll go!\Really?\It's no big deal if you wanna go back. Really.\No. response:	I've come all this way, so I'm gonna go!
context: Great Reptile Fair\Ch-Chiho?\It's still not too late to turn back, you know?\Nah, I'll go!\Really?\It's no big deal if you wanna go back. Really.\No.\I've come all this way, so I'm gonna go! response:	Really?
context: Ch-Chiho?\It's still not too late to turn back, you know?\Nah, I'll go!\Really?\It's no big deal if you wanna go back. Really.\No.\I've come all this way, so I'm gonna go!\Really? response:	Could it be that you're scared, Emi?
context: It's still not too late to turn back, you know?\Nah, I'll go!\Really?\It's no big deal if you wanna go back. Really.\No.\I've come all this way, so I'm gonna go!\Really?\Could it be that you're scared, Emi? response:	Huh?!
context: Nah, I'll go!\Really?\It's no big deal if you wanna go back. Really.\No.\I've come all this way, so I'm gonna go!\Really?\Could it be that you're scared, Emi?\Huh?! response:	Scared?!
context: Really?\It's no big deal if you wanna go back. Really.\No.\I've come all this way, so I'm gonna go!\Really?\Could it be that you're scared, Emi?\Huh?!\Scared?! response:	I'm just not good with these things!
context: It's no big deal if you wanna go back. Really.\No.\I've come all this way, so I'm gonna go!\Really?\Could it be that you're scared, Emi?\Huh?!\Scared?!\I'm just not good with these things! response:	Me neither.
context: No.\I've come all this way, so I'm gonna go!\Really?\Could it be that you're scared, Emi?\Huh?!\Scared?!\I'm just not good with these things!\Me neither. response:	It sucks when they just show up out of nowhere, right?
context: I've come all this way, so I'm gonna go!\Really?\Could it be that you're scared, Emi?\Huh?!\Scared?!\I'm just not good with these things!\Me neither.\It sucks when they just show up out of nowhere, right? response:	Totally...
context: Really?\Could it be that you're scared, Emi?\Huh?!\Scared?!\I'm just not good with these things!\Me neither.\It sucks when they just show up out of nowhere, right?\Totally... response:	Can't deal with those things...
context: Could it be that you're scared, Emi?\Huh?!\Scared?!\I'm just not good with these things!\Me neither.\It sucks when they just show up out of nowhere, right?\Totally...\Can't deal with those things... response:	Totally...
context: Huh?!\Scared?!\I'm just not good with these things!\Me neither.\It sucks when they just show up out of nowhere, right?\Totally...\Can't deal with those things...\Totally... response:	Great Reptile Fair
context: Scared?!\I'm just not good with these things!\Me neither.\It sucks when they just show up out of nowhere, right?\Totally...\Can't deal with those things...\Totally...\Great Reptile Fair response:	Great Reptile Fair
context: I'm just not good with these things!\Me neither.\It sucks when they just show up out of nowhere, right?\Totally...\Can't deal with those things...\Totally...\Great Reptile Fair\Great Reptile Fair response:	Anyway, it looks like there are various types on offer.
context: Me neither.\It sucks when they just show up out of nowhere, right?\Totally...\Can't deal with those things...\Totally...\Great Reptile Fair\Great Reptile Fair\Anyway, it looks like there are various types on offer. response:	Will they have any edible ones?
context: It sucks when they just show up out of nowhere, right?\Totally...\Can't deal with those things...\Totally...\Great Reptile Fair\Great Reptile Fair\Anyway, it looks like there are various types on offer.\Will they have any edible ones? response:	Huh? Edible?
context: Totally...\Can't deal with those things...\Totally...\Great Reptile Fair\Great Reptile Fair\Anyway, it looks like there are various types on offer.\Will they have any edible ones?\Huh? Edible? response:	You've eaten them before?!
context: Can't deal with those things...\Totally...\Great Reptile Fair\Great Reptile Fair\Anyway, it looks like there are various types on offer.\Will they have any edible ones?\Huh? Edible?\You've eaten them before?! response:	Indeed. Plenty of times.
context: Totally...\Great Reptile Fair\Great Reptile Fair\Anyway, it looks like there are various types on offer.\Will they have any edible ones?\Huh? Edible?\You've eaten them before?!\Indeed. Plenty of times. response:	Whaaat?!
context: Great Reptile Fair\Great Reptile Fair\Anyway, it looks like there are various types on offer.\Will they have any edible ones?\Huh? Edible?\You've eaten them before?!\Indeed. Plenty of times.\Whaaat?! response:	Where?!
context: Great Reptile Fair\Anyway, it looks like there are various types on offer.\Will they have any edible ones?\Huh? Edible?\You've eaten them before?!\Indeed. Plenty of times.\Whaaat?!\Where?! response:	If I recall correctly,
context: Anyway, it looks like there are various types on offer.\Will they have any edible ones?\Huh? Edible?\You've eaten them before?!\Indeed. Plenty of times.\Whaaat?!\Where?!\If I recall correctly, response:	that was when I made a journey to the south.
context: Will they have any edible ones?\Huh? Edible?\You've eaten them before?!\Indeed. Plenty of times.\Whaaat?!\Where?!\If I recall correctly,\that was when I made a journey to the south. response:	Okinawa?
context: Huh? Edible?\You've eaten them before?!\Indeed. Plenty of times.\Whaaat?!\Where?!\If I recall correctly,\that was when I made a journey to the south.\Okinawa? response:	My acquaintance there insisted that I'd regret it if I didn't sample the area's lizard cuisine.
context: You've eaten them before?!\Indeed. Plenty of times.\Whaaat?!\Where?!\If I recall correctly,\that was when I made a journey to the south.\Okinawa?\My acquaintance there insisted that I'd regret it if I didn't sample the area's lizard cuisine. response:	Was there nothing else?
context: Indeed. Plenty of times.\Whaaat?!\Where?!\If I recall correctly,\that was when I made a journey to the south.\Okinawa?\My acquaintance there insisted that I'd regret it if I didn't sample the area's lizard cuisine.\Was there nothing else? response:	She was pretty persistent about it,
context: Whaaat?!\Where?!\If I recall correctly,\that was when I made a journey to the south.\Okinawa?\My acquaintance there insisted that I'd regret it if I didn't sample the area's lizard cuisine.\Was there nothing else?\She was pretty persistent about it, response:	so even though I wasn't too keen on it at first...
context: Where?!\If I recall correctly,\that was when I made a journey to the south.\Okinawa?\My acquaintance there insisted that I'd regret it if I didn't sample the area's lizard cuisine.\Was there nothing else?\She was pretty persistent about it,\so even though I wasn't too keen on it at first... response:	That eatery prided itself on cooking lizards from head to tail.
context: If I recall correctly,\that was when I made a journey to the south.\Okinawa?\My acquaintance there insisted that I'd regret it if I didn't sample the area's lizard cuisine.\Was there nothing else?\She was pretty persistent about it,\so even though I wasn't too keen on it at first...\That eatery prided itself on cooking lizards from head to tail. response:	And yes, the tail soup certainly was marvelous.
context: that was when I made a journey to the south.\Okinawa?\My acquaintance there insisted that I'd regret it if I didn't sample the area's lizard cuisine.\Was there nothing else?\She was pretty persistent about it,\so even though I wasn't too keen on it at first...\That eatery prided itself on cooking lizards from head to tail.\And yes, the tail soup certainly was marvelous. response:	Oh...
context: Okinawa?\My acquaintance there insisted that I'd regret it if I didn't sample the area's lizard cuisine.\Was there nothing else?\She was pretty persistent about it,\so even though I wasn't too keen on it at first...\That eatery prided itself on cooking lizards from head to tail.\And yes, the tail soup certainly was marvelous.\Oh... response:	The soup stock was peculiar, but tasty,
context: My acquaintance there insisted that I'd regret it if I didn't sample the area's lizard cuisine.\Was there nothing else?\She was pretty persistent about it,\so even though I wasn't too keen on it at first...\That eatery prided itself on cooking lizards from head to tail.\And yes, the tail soup certainly was marvelous.\Oh...\The soup stock was peculiar, but tasty, response:	and its grotesque appearance didn't bother me at all.
context: Was there nothing else?\She was pretty persistent about it,\so even though I wasn't too keen on it at first...\That eatery prided itself on cooking lizards from head to tail.\And yes, the tail soup certainly was marvelous.\Oh...\The soup stock was peculiar, but tasty,\and its grotesque appearance didn't bother me at all. response:	I wanted all of Ente Is
context: She was pretty persistent about it,\so even though I wasn't too keen on it at first...\That eatery prided itself on cooking lizards from head to tail.\And yes, the tail soup certainly was marvelous.\Oh...\The soup stock was peculiar, but tasty,\and its grotesque appearance didn't bother me at all.\I wanted all of Ente Is response:	Why would you talk to Chiho about Ente Isla?!
context: so even though I wasn't too keen on it at first...\That eatery prided itself on cooking lizards from head to tail.\And yes, the tail soup certainly was marvelous.\Oh...\The soup stock was peculiar, but tasty,\and its grotesque appearance didn't bother me at all.\I wanted all of Ente Is\Why would you talk to Chiho about Ente Isla?! response:	What have I done?
context: That eatery prided itself on cooking lizards from head to tail.\And yes, the tail soup certainly was marvelous.\Oh...\The soup stock was peculiar, but tasty,\and its grotesque appearance didn't bother me at all.\I wanted all of Ente Is\Why would you talk to Chiho about Ente Isla?!\What have I done? response:	Maou!
context: And yes, the tail soup certainly was marvelous.\Oh...\The soup stock was peculiar, but tasty,\and its grotesque appearance didn't bother me at all.\I wanted all of Ente Is\Why would you talk to Chiho about Ente Isla?!\What have I done?\Maou! response:	Yes?
context: Oh...\The soup stock was peculiar, but tasty,\and its grotesque appearance didn't bother me at all.\I wanted all of Ente Is\Why would you talk to Chiho about Ente Isla?!\What have I done?\Maou!\Yes? response:	Could you make a couple deliveries around the park once you're done with that?
context: The soup stock was peculiar, but tasty,\and its grotesque appearance didn't bother me at all.\I wanted all of Ente Is\Why would you talk to Chiho about Ente Isla?!\What have I done?\Maou!\Yes?\Could you make a couple deliveries around the park once you're done with that? response:	Sure!
context: and its grotesque appearance didn't bother me at all.\I wanted all of Ente Is\Why would you talk to Chiho about Ente Isla?!\What have I done?\Maou!\Yes?\Could you make a couple deliveries around the park once you're done with that?\Sure! response:	I'm so sorry.
context: I wanted all of Ente Is\Why would you talk to Chiho about Ente Isla?!\What have I done?\Maou!\Yes?\Could you make a couple deliveries around the park once you're done with that?\Sure!\I'm so sorry. response:	No, it was all my fault.
context: Why would you talk to Chiho about Ente Isla?!\What have I done?\Maou!\Yes?\Could you make a couple deliveries around the park once you're done with that?\Sure!\I'm so sorry.\No, it was all my fault. response:	Don't sweat it.
context: What have I done?\Maou!\Yes?\Could you make a couple deliveries around the park once you're done with that?\Sure!\I'm so sorry.\No, it was all my fault.\Don't sweat it. response:	What?
context: Maou!\Yes?\Could you make a couple deliveries around the park once you're done with that?\Sure!\I'm so sorry.\No, it was all my fault.\Don't sweat it.\What? response:	You're so cute, Yusa.
context: Yes?\Could you make a couple deliveries around the park once you're done with that?\Sure!\I'm so sorry.\No, it was all my fault.\Don't sweat it.\What?\You're so cute, Yusa. response:	Jeez...
context: Could you make a couple deliveries around the park once you're done with that?\Sure!\I'm so sorry.\No, it was all my fault.\Don't sweat it.\What?\You're so cute, Yusa.\Jeez... response:	I'm from MgRonald's.
context: Sure!\I'm so sorry.\No, it was all my fault.\Don't sweat it.\What?\You're so cute, Yusa.\Jeez...\I'm from MgRonald's. response:	Thanks for waiting.
context: I'm so sorry.\No, it was all my fault.\Don't sweat it.\What?\You're so cute, Yusa.\Jeez...\I'm from MgRonald's.\Thanks for waiting. response:	Right on time!
context: No, it was all my fault.\Don't sweat it.\What?\You're so cute, Yusa.\Jeez...\I'm from MgRonald's.\Thanks for waiting.\Right on time! response:	Could you bring that inside?
context: Don't sweat it.\What?\You're so cute, Yusa.\Jeez...\I'm from MgRonald's.\Thanks for waiting.\Right on time!\Could you bring that inside? response:	Um...
context: What?\You're so cute, Yusa.\Jeez...\I'm from MgRonald's.\Thanks for waiting.\Right on time!\Could you bring that inside?\Um... response:	This is the Big MgTuna.
context: You're so cute, Yusa.\Jeez...\I'm from MgRonald's.\Thanks for waiting.\Right on time!\Could you bring that inside?\Um...\This is the Big MgTuna. response:	This is amazing!
context: Jeez...\I'm from MgRonald's.\Thanks for waiting.\Right on time!\Could you bring that inside?\Um...\This is the Big MgTuna.\This is amazing! response:	I never expected there to be so many types.
context: I'm from MgRonald's.\Thanks for waiting.\Right on time!\Could you bring that inside?\Um...\This is the Big MgTuna.\This is amazing!\I never expected there to be so many types. response:	Totally.
context: Thanks for waiting.\Right on time!\Could you bring that inside?\Um...\This is the Big MgTuna.\This is amazing!\I never expected there to be so many types.\Totally. response:	Well?
context: Right on time!\Could you bring that inside?\Um...\This is the Big MgTuna.\This is amazing!\I never expected there to be so many types.\Totally.\Well? response:	Did you spot the one you ate?
context: Could you bring that inside?\Um...\This is the Big MgTuna.\This is amazing!\I never expected there to be so many types.\Totally.\Well?\Did you spot the one you ate? response:	No.
context: Um...\This is the Big MgTuna.\This is amazing!\I never expected there to be so many types.\Totally.\Well?\Did you spot the one you ate?\No. response:	I'm trying not to see them that way.
context: This is the Big MgTuna.\This is amazing!\I never expected there to be so many types.\Totally.\Well?\Did you spot the one you ate?\No.\I'm trying not to see them that way. response:	Huh?
context: This is amazing!\I never expected there to be so many types.\Totally.\Well?\Did you spot the one you ate?\No.\I'm trying not to see them that way.\Huh? response:	Is this monkey...
context: I never expected there to be so many types.\Totally.\Well?\Did you spot the one you ate?\No.\I'm trying not to see them that way.\Huh?\Is this monkey... response:	He's dressed, though.
context: Totally.\Well?\Did you spot the one you ate?\No.\I'm trying not to see them that way.\Huh?\Is this monkey...\He's dressed, though. response:	Come on out. There's nothing to be afraid of.
context: Well?\Did you spot the one you ate?\No.\I'm trying not to see them that way.\Huh?\Is this monkey...\He's dressed, though.\Come on out. There's nothing to be afraid of. response:	This monkey kinda pisses me off...
context: Did you spot the one you ate?\No.\I'm trying not to see them that way.\Huh?\Is this monkey...\He's dressed, though.\Come on out. There's nothing to be afraid of.\This monkey kinda pisses me off... response:	I'll be leaving, then. Please call us any time you like.
context: No.\I'm trying not to see them that way.\Huh?\Is this monkey...\He's dressed, though.\Come on out. There's nothing to be afraid of.\This monkey kinda pisses me off...\I'll be leaving, then. Please call us any time you like. response:	Huh?
context: I'm trying not to see them that way.\Huh?\Is this monkey...\He's dressed, though.\Come on out. There's nothing to be afraid of.\This monkey kinda pisses me off...\I'll be leaving, then. Please call us any time you like.\Huh? response:	Sadao!
context: Huh?\Is this monkey...\He's dressed, though.\Come on out. There's nothing to be afraid of.\This monkey kinda pisses me off...\I'll be leaving, then. Please call us any time you like.\Huh?\Sadao! response:	Sadao?
context: Is this monkey...\He's dressed, though.\Come on out. There's nothing to be afraid of.\This monkey kinda pisses me off...\I'll be leaving, then. Please call us any time you like.\Huh?\Sadao!\Sadao? response:	Yeah, our monkey.
context: He's dressed, though.\Come on out. There's nothing to be afraid of.\This monkey kinda pisses me off...\I'll be leaving, then. Please call us any time you like.\Huh?\Sadao!\Sadao?\Yeah, our monkey. response:	Monkey?
context: Come on out. There's nothing to be afraid of.\This monkey kinda pisses me off...\I'll be leaving, then. Please call us any time you like.\Huh?\Sadao!\Sadao?\Yeah, our monkey.\Monkey? response:	Sadao!
context: This monkey kinda pisses me off...\I'll be leaving, then. Please call us any time you like.\Huh?\Sadao!\Sadao?\Yeah, our monkey.\Monkey?\Sadao! response:	Where'd he run off to?
context: I'll be leaving, then. Please call us any time you like.\Huh?\Sadao!\Sadao?\Yeah, our monkey.\Monkey?\Sadao!\Where'd he run off to? response:	Sadao!
context: Huh?\Sadao!\Sadao?\Yeah, our monkey.\Monkey?\Sadao!\Where'd he run off to?\Sadao! response:	Sadao!
context: Sadao!\Sadao?\Yeah, our monkey.\Monkey?\Sadao!\Where'd he run off to?\Sadao!\Sadao! response:	Where are you?
context: Sadao?\Yeah, our monkey.\Monkey?\Sadao!\Where'd he run off to?\Sadao!\Sadao!\Where are you? response:	S-Sadao!
context: Yeah, our monkey.\Monkey?\Sadao!\Where'd he run off to?\Sadao!\Sadao!\Where are you?\S-Sadao! response:	What should we do with him?
context: Monkey?\Sadao!\Where'd he run off to?\Sadao!\Sadao!\Where are you?\S-Sadao!\What should we do with him? response:	Leave him at lost and found?
context: Sadao!\Where'd he run off to?\Sadao!\Sadao!\Where are you?\S-Sadao!\What should we do with him?\Leave him at lost and found? response:	Sadao!
context: Where'd he run off to?\Sadao!\Sadao!\Where are you?\S-Sadao!\What should we do with him?\Leave him at lost and found?\Sadao! response:	Sadao!
context: Sadao!\Sadao!\Where are you?\S-Sadao!\What should we do with him?\Leave him at lost and found?\Sadao!\Sadao! response:	Ya can't up'n run off by yerself!
context: Sadao!\Where are you?\S-Sadao!\What should we do with him?\Leave him at lost and found?\Sadao!\Sadao!\Ya can't up'n run off by yerself! response:	I'm glad you found him.
context: Where are you?\S-Sadao!\What should we do with him?\Leave him at lost and found?\Sadao!\Sadao!\Ya can't up'n run off by yerself!\I'm glad you found him. response:	Yeah.
context: S-Sadao!\What should we do with him?\Leave him at lost and found?\Sadao!\Sadao!\Ya can't up'n run off by yerself!\I'm glad you found him.\Yeah. response:	Maou?
context: What should we do with him?\Leave him at lost and found?\Sadao!\Sadao!\Ya can't up'n run off by yerself!\I'm glad you found him.\Yeah.\Maou? response:	Oh, Chiho.
context: Leave him at lost and found?\Sadao!\Sadao!\Ya can't up'n run off by yerself!\I'm glad you found him.\Yeah.\Maou?\Oh, Chiho. response:	Thanks a bunch.
context: Sadao!\Sadao!\Ya can't up'n run off by yerself!\I'm glad you found him.\Yeah.\Maou?\Oh, Chiho.\Thanks a bunch. response:	Is Sadao his name?
context: Sadao!\Ya can't up'n run off by yerself!\I'm glad you found him.\Yeah.\Maou?\Oh, Chiho.\Thanks a bunch.\Is Sadao his name? response:	Yeah.
context: Ya can't up'n run off by yerself!\I'm glad you found him.\Yeah.\Maou?\Oh, Chiho.\Thanks a bunch.\Is Sadao his name?\Yeah. response:	So you were lost, Sadao?
context: I'm glad you found him.\Yeah.\Maou?\Oh, Chiho.\Thanks a bunch.\Is Sadao his name?\Yeah.\So you were lost, Sadao? response:	I'm glad you found your master, Sadao.
context: Yeah.\Maou?\Oh, Chiho.\Thanks a bunch.\Is Sadao his name?\Yeah.\So you were lost, Sadao?\I'm glad you found your master, Sadao. response:	Sadao sure does love his women.
context: Maou?\Oh, Chiho.\Thanks a bunch.\Is Sadao his name?\Yeah.\So you were lost, Sadao?\I'm glad you found your master, Sadao.\Sadao sure does love his women. response:	What do I even do with him?
context: Oh, Chiho.\Thanks a bunch.\Is Sadao his name?\Yeah.\So you were lost, Sadao?\I'm glad you found your master, Sadao.\Sadao sure does love his women.\What do I even do with him? response:	Yeah...
context: Thanks a bunch.\Is Sadao his name?\Yeah.\So you were lost, Sadao?\I'm glad you found your master, Sadao.\Sadao sure does love his women.\What do I even do with him?\Yeah... response:	And he especially likes the big ones.
context: Is Sadao his name?\Yeah.\So you were lost, Sadao?\I'm glad you found your master, Sadao.\Sadao sure does love his women.\What do I even do with him?\Yeah...\And he especially likes the big ones. response:	Big?
context: Yeah.\So you were lost, Sadao?\I'm glad you found your master, Sadao.\Sadao sure does love his women.\What do I even do with him?\Yeah...\And he especially likes the big ones.\Big? response:	Knock if off, you guys!
context: So you were lost, Sadao?\I'm glad you found your master, Sadao.\Sadao sure does love his women.\What do I even do with him?\Yeah...\And he especially likes the big ones.\Big?\Knock if off, you guys! response:	What?
context: I'm glad you found your master, Sadao.\Sadao sure does love his women.\What do I even do with him?\Yeah...\And he especially likes the big ones.\Big?\Knock if off, you guys!\What? response:	Attention, please.
context: Sadao sure does love his women.\What do I even do with him?\Yeah...\And he especially likes the big ones.\Big?\Knock if off, you guys!\What?\Attention, please. response:	Crocodiles have escaped from the Reptile Fair.
context: What do I even do with him?\Yeah...\And he especially likes the big ones.\Big?\Knock if off, you guys!\What?\Attention, please.\Crocodiles have escaped from the Reptile Fair. response:	Chiho?!
context: Yeah...\And he especially likes the big ones.\Big?\Knock if off, you guys!\What?\Attention, please.\Crocodiles have escaped from the Reptile Fair.\Chiho?! response:	Please evacuate to a safe area.
context: And he especially likes the big ones.\Big?\Knock if off, you guys!\What?\Attention, please.\Crocodiles have escaped from the Reptile Fair.\Chiho?!\Please evacuate to a safe area. response:	Please don't panic while evacuating.
context: Big?\Knock if off, you guys!\What?\Attention, please.\Crocodiles have escaped from the Reptile Fair.\Chiho?!\Please evacuate to a safe area.\Please don't panic while evacuating. response:	Don't get separated from your kids!
context: Knock if off, you guys!\What?\Attention, please.\Crocodiles have escaped from the Reptile Fair.\Chiho?!\Please evacuate to a safe area.\Please don't panic while evacuating.\Don't get separated from your kids! response:	Are you okay, Chiho?
context: What?\Attention, please.\Crocodiles have escaped from the Reptile Fair.\Chiho?!\Please evacuate to a safe area.\Please don't panic while evacuating.\Don't get separated from your kids!\Are you okay, Chiho? response:	Yeah...
context: Attention, please.\Crocodiles have escaped from the Reptile Fair.\Chiho?!\Please evacuate to a safe area.\Please don't panic while evacuating.\Don't get separated from your kids!\Are you okay, Chiho?\Yeah... response:	Suzuno?
context: Crocodiles have escaped from the Reptile Fair.\Chiho?!\Please evacuate to a safe area.\Please don't panic while evacuating.\Don't get separated from your kids!\Are you okay, Chiho?\Yeah...\Suzuno? response:	Return to the depths of Hell, O blackened souls.
context: Chiho?!\Please evacuate to a safe area.\Please don't panic while evacuating.\Don't get separated from your kids!\Are you okay, Chiho?\Yeah...\Suzuno?\Return to the depths of Hell, O blackened souls. response:	By my command, cowardly beings begone!
context: Please evacuate to a safe area.\Please don't panic while evacuating.\Don't get separated from your kids!\Are you okay, Chiho?\Yeah...\Suzuno?\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone! response:	Return to the depths of Hell, O blackened souls.
context: Please don't panic while evacuating.\Don't get separated from your kids!\Are you okay, Chiho?\Yeah...\Suzuno?\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Return to the depths of Hell, O blackened souls. response:	By my command, cowardly beings begone!
context: Don't get separated from your kids!\Are you okay, Chiho?\Yeah...\Suzuno?\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone! response:	Is that... Maou?
context: Are you okay, Chiho?\Yeah...\Suzuno?\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Is that... Maou? response:	Looks like it.
context: Yeah...\Suzuno?\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Is that... Maou?\Looks like it. response:	Why?
context: Suzuno?\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Is that... Maou?\Looks like it.\Why? response:	He could've used the chaos to harvest even more magic,
context: Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Is that... Maou?\Looks like it.\Why?\He could've used the chaos to harvest even more magic, response:	but instead, he used what little magic he did harvest to help humans!
context: By my command, cowardly beings begone!\Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Is that... Maou?\Looks like it.\Why?\He could've used the chaos to harvest even more magic,\but instead, he used what little magic he did harvest to help humans! response:	What in the world are you thinking,
context: Return to the depths of Hell, O blackened souls.\By my command, cowardly beings begone!\Is that... Maou?\Looks like it.\Why?\He could've used the chaos to harvest even more magic,\but instead, he used what little magic he did harvest to help humans!\What in the world are you thinking, response:	Overlord Satan?!
context: By my command, cowardly beings begone!\Is that... Maou?\Looks like it.\Why?\He could've used the chaos to harvest even more magic,\but instead, he used what little magic he did harvest to help humans!\What in the world are you thinking,\Overlord Satan?! response:	You were even better than what Kisaki told me.
context: Is that... Maou?\Looks like it.\Why?\He could've used the chaos to harvest even more magic,\but instead, he used what little magic he did harvest to help humans!\What in the world are you thinking,\Overlord Satan?!\You were even better than what Kisaki told me. response:	Really?
context: Looks like it.\Why?\He could've used the chaos to harvest even more magic,\but instead, he used what little magic he did harvest to help humans!\What in the world are you thinking,\Overlord Satan?!\You were even better than what Kisaki told me.\Really? response:	Thank you very much.
context: Why?\He could've used the chaos to harvest even more magic,\but instead, he used what little magic he did harvest to help humans!\What in the world are you thinking,\Overlord Satan?!\You were even better than what Kisaki told me.\Really?\Thank you very much. response:	Well, I've got cleaning up to do,
context: He could've used the chaos to harvest even more magic,\but instead, he used what little magic he did harvest to help humans!\What in the world are you thinking,\Overlord Satan?!\You were even better than what Kisaki told me.\Really?\Thank you very much.\Well, I've got cleaning up to do, response:	so I'll see you at work tomorrow, Chiho.
context: but instead, he used what little magic he did harvest to help humans!\What in the world are you thinking,\Overlord Satan?!\You were even better than what Kisaki told me.\Really?\Thank you very much.\Well, I've got cleaning up to do,\so I'll see you at work tomorrow, Chiho. response:	Yeah, see you tomorrow.
context: What in the world are you thinking,\Overlord Satan?!\You were even better than what Kisaki told me.\Really?\Thank you very much.\Well, I've got cleaning up to do,\so I'll see you at work tomorrow, Chiho.\Yeah, see you tomorrow. response:	Acting like he's busy, jeez...
context: Overlord Satan?!\You were even better than what Kisaki told me.\Really?\Thank you very much.\Well, I've got cleaning up to do,\so I'll see you at work tomorrow, Chiho.\Yeah, see you tomorrow.\Acting like he's busy, jeez... response:	Nah...
context: You were even better than what Kisaki told me.\Really?\Thank you very much.\Well, I've got cleaning up to do,\so I'll see you at work tomorrow, Chiho.\Yeah, see you tomorrow.\Acting like he's busy, jeez...\Nah... response:	Just seeing Maou being all cool made me glad I came.
