context: Opening 1st Frame response:	Signs
context: Check it out! Major Hanji is losing her shit.\What on Earth...\Let's go. This is the jurisdiction of the Police.\Yes, sir...\What do you see there?\Who do you think is the enemy?\Excuse me?\Sorry, don't mind me. response:	The investigation into the murder of Sawney and Bean is ongoing.
context: What on Earth...\Let's go. This is the jurisdiction of the Police.\Yes, sir...\What do you see there?\Who do you think is the enemy?\Excuse me?\Sorry, don't mind me.\The investigation into the murder of Sawney and Bean is ongoing. response:	Mikasa, Armin, and the rest of the 104th Cadets
context: Let's go. This is the jurisdiction of the Police.\Yes, sir...\What do you see there?\Who do you think is the enemy?\Excuse me?\Sorry, don't mind me.\The investigation into the murder of Sawney and Bean is ongoing.\Mikasa, Armin, and the rest of the 104th Cadets response:	face their own fears and doubts as they choose which force they will join.
context: Yes, sir...\What do you see there?\Who do you think is the enemy?\Excuse me?\Sorry, don't mind me.\The investigation into the murder of Sawney and Bean is ongoing.\Mikasa, Armin, and the rest of the 104th Cadets\face their own fears and doubts as they choose which force they will join. response:	O, my friend!
context: What do you see there?\Who do you think is the enemy?\Excuse me?\Sorry, don't mind me.\The investigation into the murder of Sawney and Bean is ongoing.\Mikasa, Armin, and the rest of the 104th Cadets\face their own fears and doubts as they choose which force they will join.\O, my friend! response:	This is a victory for us!
context: Who do you think is the enemy?\Excuse me?\Sorry, don't mind me.\The investigation into the murder of Sawney and Bean is ongoing.\Mikasa, Armin, and the rest of the 104th Cadets\face their own fears and doubts as they choose which force they will join.\O, my friend!\This is a victory for us! response:	Our fame starts here!
context: Excuse me?\Sorry, don't mind me.\The investigation into the murder of Sawney and Bean is ongoing.\Mikasa, Armin, and the rest of the 104th Cadets\face their own fears and doubts as they choose which force they will join.\O, my friend!\This is a victory for us!\Our fame starts here! response:	O, my friend!
context: Sorry, don't mind me.\The investigation into the murder of Sawney and Bean is ongoing.\Mikasa, Armin, and the rest of the 104th Cadets\face their own fears and doubts as they choose which force they will join.\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend! response:	Let us celebrate this victory for the next battle!
context: The investigation into the murder of Sawney and Bean is ongoing.\Mikasa, Armin, and the rest of the 104th Cadets\face their own fears and doubts as they choose which force they will join.\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle! response:	I died for naught I won't let it end like that for you
context: Mikasa, Armin, and the rest of the 104th Cadets\face their own fears and doubts as they choose which force they will join.\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you response:	until I am the last one standing
context: face their own fears and doubts as they choose which force they will join.\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing response:	The enemy is cruel... We will kill
context: O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill response:	The enemy is colossal... We will jump
context: This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump response:	In our hands we hold blades of glory
context: Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory response:	and sing in the name of victory
context: O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory response:	We bear the wings of freedom on our backs
context: Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs response:	Swearing iron determination upon our hearts,
context: I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts, response:	we slash apart the circle of idiocy
context: until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy response:	and soar through the sky
context: The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky response:	with our wings of freedom
context: The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom response:	O mein Freund!
context: In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom\O mein Freund! response:	Jetzt, hier ist ein Sieg
context: and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg response:	Dies ist der erste Gloria
context: We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria response:	O mein Freund!
context: Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund! response:	Feiern wir diesen Sieg fur den nachsten Kampf
context: we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf response:	OUD...
context: and soar through the sky\with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD... response:	Der Feind ist grausam... Wir bringen...
context: with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen... response:	Der Feind ist riesig... Wir springen...
context: O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen... response:	Gloria
context: Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria response:	O Sieg
context: Dies ist der erste Gloria\O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria\O Sieg response:	Flugel der Freiheit
context: O mein Freund!\Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit response:	DO Ringe der Torheit
context: Feiern wir diesen Sieg fur den nachsten Kampf\OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit response:	Flugel der Freiheit
context: OUD...\Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit response:	The Special Ops Squad
context: Der Feind ist grausam... Wir bringen...\Der Feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\The Special Ops Squad response:	Prelude to the Counterattack (pt 2)
context: Der Feind ist riesig... Wir springen...\Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\The Special Ops Squad\Prelude to the Counterattack (pt 2) response:	What to do now?
context: Gloria\O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\The Special Ops Squad\Prelude to the Counterattack (pt 2)\What to do now? response:	Prelude to the Counterattack (pt 3)
context: O Sieg\Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\The Special Ops Squad\Prelude to the Counterattack (pt 2)\What to do now?\Prelude to the Counterattack (pt 3) response:	Currently Disclosable Information
context: Flugel der Freiheit\DO Ringe der Torheit\Flugel der Freiheit\The Special Ops Squad\Prelude to the Counterattack (pt 2)\What to do now?\Prelude to the Counterattack (pt 3)\Currently Disclosable Information response:	The Wall Faith (pt 1) A religious sect with growing influence in the inner lands. They worship the Walls and won't allow anyone to touch them, even for defense purposes.
context: DO Ringe der Torheit\Flugel der Freiheit\The Special Ops Squad\Prelude to the Counterattack (pt 2)\What to do now?\Prelude to the Counterattack (pt 3)\Currently Disclosable Information\The Wall Faith (pt 1) A religious sect with growing influence in the inner lands. They worship the Walls and won't allow anyone to touch them, even for defense purposes. response:	Currently Disclosable Information
context: Flugel der Freiheit\The Special Ops Squad\Prelude to the Counterattack (pt 2)\What to do now?\Prelude to the Counterattack (pt 3)\Currently Disclosable Information\The Wall Faith (pt 1) A religious sect with growing influence in the inner lands. They worship the Walls and won't allow anyone to touch them, even for defense purposes.\Currently Disclosable Information response:	The Wall Faith (2) Since the fall of Wall Maria, the number of their followers is growing rapidly, and so does their influence.
context: The Special Ops Squad\Prelude to the Counterattack (pt 2)\What to do now?\Prelude to the Counterattack (pt 3)\Currently Disclosable Information\The Wall Faith (pt 1) A religious sect with growing influence in the inner lands. They worship the Walls and won't allow anyone to touch them, even for defense purposes.\Currently Disclosable Information\The Wall Faith (2) Since the fall of Wall Maria, the number of their followers is growing rapidly, and so does their influence. response:	Trost
context: Prelude to the Counterattack (pt 2)\What to do now?\Prelude to the Counterattack (pt 3)\Currently Disclosable Information\The Wall Faith (pt 1) A religious sect with growing influence in the inner lands. They worship the Walls and won't allow anyone to touch them, even for defense purposes.\Currently Disclosable Information\The Wall Faith (2) Since the fall of Wall Maria, the number of their followers is growing rapidly, and so does their influence.\Trost response:	Former Recon Corps HQ
context: What to do now?\Prelude to the Counterattack (pt 3)\Currently Disclosable Information\The Wall Faith (pt 1) A religious sect with growing influence in the inner lands. They worship the Walls and won't allow anyone to touch them, even for defense purposes.\Currently Disclosable Information\The Wall Faith (2) Since the fall of Wall Maria, the number of their followers is growing rapidly, and so does their influence.\Trost\Former Recon Corps HQ response:	tatoeba ore ga oreja naitoshite
context: Prelude to the Counterattack (pt 3)\Currently Disclosable Information\The Wall Faith (pt 1) A religious sect with growing influence in the inner lands. They worship the Walls and won't allow anyone to touch them, even for defense purposes.\Currently Disclosable Information\The Wall Faith (2) Since the fall of Wall Maria, the number of their followers is growing rapidly, and so does their influence.\Trost\Former Recon Corps HQ\tatoeba ore ga oreja naitoshite response:	omae wa omaedato iikirerunoka
context: Currently Disclosable Information\The Wall Faith (pt 1) A religious sect with growing influence in the inner lands. They worship the Walls and won't allow anyone to touch them, even for defense purposes.\Currently Disclosable Information\The Wall Faith (2) Since the fall of Wall Maria, the number of their followers is growing rapidly, and so does their influence.\Trost\Former Recon Corps HQ\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka response:	suna no utsuwa wo kowashite koboreta
context: The Wall Faith (pt 1) A religious sect with growing influence in the inner lands. They worship the Walls and won't allow anyone to touch them, even for defense purposes.\Currently Disclosable Information\The Wall Faith (2) Since the fall of Wall Maria, the number of their followers is growing rapidly, and so does their influence.\Trost\Former Recon Corps HQ\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta response:	kokoro wo hirotte atsumerareruka
context: Currently Disclosable Information\The Wall Faith (2) Since the fall of Wall Maria, the number of their followers is growing rapidly, and so does their influence.\Trost\Former Recon Corps HQ\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka response:	dareka no yobu koe ga
context: The Wall Faith (2) Since the fall of Wall Maria, the number of their followers is growing rapidly, and so does their influence.\Trost\Former Recon Corps HQ\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga response:	miminari ni kawatta
context: Trost\Former Recon Corps HQ\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta response:	toki ga tomatta mitaida
context: Former Recon Corps HQ\tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida response:	saa me wo samase
context: tatoeba ore ga oreja naitoshite\omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase response:	fukai yami wo ore wa arukidashita
context: omae wa omaedato iikirerunoka\suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita response:	hayate mitai ni nigedashita
context: suna no utsuwa wo kowashite koboreta\kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita response:	ikita shikabane mitaidatta
context: kokoro wo hirotte atsumerareruka\dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta response:	oretachi wa kabe no soto e
context: dareka no yobu koe ga\miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e response:	mata aouze chizu ni nai bashode
context: miminari ni kawatta\toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode response:	If we suppose that I am not me,
context: toki ga tomatta mitaida\saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me, response:	Can you say with certainty that you are you?
context: saa me wo samase\fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you? response:	Will you be able to pick up after yourself
context: fukai yami wo ore wa arukidashita\hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself response:	Once your sand-like shell breaks and your heart crumbles?
context: hayate mitai ni nigedashita\ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles? response:	I could hear someone calling
context: ikita shikabane mitaidatta\oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling response:	But now my ears are just ringing
context: oretachi wa kabe no soto e\mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing response:	It's as if time has frozen
context: mata aouze chizu ni nai bashode\If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen response:	Now, wake up
context: If we suppose that I am not me,\Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up response:	I began to walk through a deep dark abyss
context: Can you say with certainty that you are you?\Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss response:	As swift as a gale, I escaped for my life
context: Will you be able to pick up after yourself\Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss\As swift as a gale, I escaped for my life response:	I felt like a living corpse
context: Once your sand-like shell breaks and your heart crumbles?\I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss\As swift as a gale, I escaped for my life\I felt like a living corpse response:	We break out of our walls
context: I could hear someone calling\But now my ears are just ringing\It's as if time has frozen\Now, wake up\I began to walk through a deep dark abyss\As swift as a gale, I escaped for my life\I felt like a living corpse\We break out of our walls response:	To reunite in worlds we've yet to map
