context: Black crow! response:	We even got an apartment for him.
context: Oh man! This is the happiest I've ever been in my life!\MMe too! This feels so much better than getting into high school!\Hurray! Hurray! Hurray!\Hello? Hello?\Oh, excuse us.\We're just so happy.\I've thought this over, and I'll be honest with you.\Yes? response:	They're running a fifty-page work by Niizuma Eiji from the cover.
context: MMe too! This feels so much better than getting into high school!\Hurray! Hurray! Hurray!\Hello? Hello?\Oh, excuse us.\We're just so happy.\I've thought this over, and I'll be honest with you.\Yes?\They're running a fifty-page work by Niizuma Eiji from the cover. response:	Niizuma Eiji, from the cover?
context: Hurray! Hurray! Hurray!\Hello? Hello?\Oh, excuse us.\We're just so happy.\I've thought this over, and I'll be honest with you.\Yes?\They're running a fifty-page work by Niizuma Eiji from the cover.\Niizuma Eiji, from the cover? response:	Part of the reason they included your work
context: Hello? Hello?\Oh, excuse us.\We're just so happy.\I've thought this over, and I'll be honest with you.\Yes?\They're running a fifty-page work by Niizuma Eiji from the cover.\Niizuma Eiji, from the cover?\Part of the reason they included your work response:	was in order to make him look better, since you're the same age.
context: Oh, excuse us.\We're just so happy.\I've thought this over, and I'll be honest with you.\Yes?\They're running a fifty-page work by Niizuma Eiji from the cover.\Niizuma Eiji, from the cover?\Part of the reason they included your work\was in order to make him look better, since you're the same age. response:	They're just using us?
context: We're just so happy.\I've thought this over, and I'll be honest with you.\Yes?\They're running a fifty-page work by Niizuma Eiji from the cover.\Niizuma Eiji, from the cover?\Part of the reason they included your work\was in order to make him look better, since you're the same age.\They're just using us? response:	Listen to me.
context: I've thought this over, and I'll be honest with you.\Yes?\They're running a fifty-page work by Niizuma Eiji from the cover.\Niizuma Eiji, from the cover?\Part of the reason they included your work\was in order to make him look better, since you're the same age.\They're just using us?\Listen to me. response:	Getting your work published in NEXT!, whatever the reason, is a big opportunity.
context: Yes?\They're running a fifty-page work by Niizuma Eiji from the cover.\Niizuma Eiji, from the cover?\Part of the reason they included your work\was in order to make him look better, since you're the same age.\They're just using us?\Listen to me.\Getting your work published in NEXT!, whatever the reason, is a big opportunity. response:	Please work with the intention of beatingno...
context: They're running a fifty-page work by Niizuma Eiji from the cover.\Niizuma Eiji, from the cover?\Part of the reason they included your work\was in order to make him look better, since you're the same age.\They're just using us?\Listen to me.\Getting your work published in NEXT!, whatever the reason, is a big opportunity.\Please work with the intention of beatingno... response:	Win!
context: Niizuma Eiji, from the cover?\Part of the reason they included your work\was in order to make him look better, since you're the same age.\They're just using us?\Listen to me.\Getting your work published in NEXT!, whatever the reason, is a big opportunity.\Please work with the intention of beatingno...\Win! response:	Don't you dare lose!
context: Part of the reason they included your work\was in order to make him look better, since you're the same age.\They're just using us?\Listen to me.\Getting your work published in NEXT!, whatever the reason, is a big opportunity.\Please work with the intention of beatingno...\Win!\Don't you dare lose! response:	Yes sir!
context: was in order to make him look better, since you're the same age.\They're just using us?\Listen to me.\Getting your work published in NEXT!, whatever the reason, is a big opportunity.\Please work with the intention of beatingno...\Win!\Don't you dare lose!\Yes sir! response:	If we snag the number one spot at NEXT! we'll get serialized!
context: They're just using us?\Listen to me.\Getting your work published in NEXT!, whatever the reason, is a big opportunity.\Please work with the intention of beatingno...\Win!\Don't you dare lose!\Yes sir!\If we snag the number one spot at NEXT! we'll get serialized! response:	Before that happens, go on a date with Miho!
context: Listen to me.\Getting your work published in NEXT!, whatever the reason, is a big opportunity.\Please work with the intention of beatingno...\Win!\Don't you dare lose!\Yes sir!\If we snag the number one spot at NEXT! we'll get serialized!\Before that happens, go on a date with Miho! response:	We're going to wait until after our dream comes true.
context: Getting your work published in NEXT!, whatever the reason, is a big opportunity.\Please work with the intention of beatingno...\Win!\Don't you dare lose!\Yes sir!\If we snag the number one spot at NEXT! we'll get serialized!\Before that happens, go on a date with Miho!\We're going to wait until after our dream comes true. response:	I so do not get you!
context: Please work with the intention of beatingno...\Win!\Don't you dare lose!\Yes sir!\If we snag the number one spot at NEXT! we'll get serialized!\Before that happens, go on a date with Miho!\We're going to wait until after our dream comes true.\I so do not get you! response:	Next episode: Feast and Graduation
context: Win!\Don't you dare lose!\Yes sir!\If we snag the number one spot at NEXT! we'll get serialized!\Before that happens, go on a date with Miho!\We're going to wait until after our dream comes true.\I so do not get you!\Next episode: Feast and Graduation response:	Does that mean your dream has to come true?
