context: Mazui presents response:	mezamete wa kurikaesu nemuri asa wa
context: There's something I want to check.\You're going to fight the shadow?\Depending on how it turns out.\It's too dangerous alone!\There's no choice.\I gave everyone the freedom to choose what to do.\There are people who will follow you!\They need time to think. response:	It's an important decision.
context: You're going to fight the shadow?\Depending on how it turns out.\It's too dangerous alone!\There's no choice.\I gave everyone the freedom to choose what to do.\There are people who will follow you!\They need time to think.\It's an important decision. response:	That's... true.
context: Depending on how it turns out.\It's too dangerous alone!\There's no choice.\I gave everyone the freedom to choose what to do.\There are people who will follow you!\They need time to think.\It's an important decision.\That's... true. response:	When I return, if everyone's gone and safely left this world,
context: It's too dangerous alone!\There's no choice.\I gave everyone the freedom to choose what to do.\There are people who will follow you!\They need time to think.\It's an important decision.\That's... true.\When I return, if everyone's gone and safely left this world, response:	I'll assume you managed to send them all off.
context: There's no choice.\I gave everyone the freedom to choose what to do.\There are people who will follow you!\They need time to think.\It's an important decision.\That's... true.\When I return, if everyone's gone and safely left this world,\I'll assume you managed to send them all off. response:	But...
context: I gave everyone the freedom to choose what to do.\There are people who will follow you!\They need time to think.\It's an important decision.\That's... true.\When I return, if everyone's gone and safely left this world,\I'll assume you managed to send them all off.\But... response:	I'll wait for you!
context: There are people who will follow you!\They need time to think.\It's an important decision.\That's... true.\When I return, if everyone's gone and safely left this world,\I'll assume you managed to send them all off.\But...\I'll wait for you! response:	Don't be dumb.
context: They need time to think.\It's an important decision.\That's... true.\When I return, if everyone's gone and safely left this world,\I'll assume you managed to send them all off.\But...\I'll wait for you!\Don't be dumb. response:	If you wait alone, the shadow will get you.
context: It's an important decision.\That's... true.\When I return, if everyone's gone and safely left this world,\I'll assume you managed to send them all off.\But...\I'll wait for you!\Don't be dumb.\If you wait alone, the shadow will get you. response:	You need to get out of this world before that happens.
context: That's... true.\When I return, if everyone's gone and safely left this world,\I'll assume you managed to send them all off.\But...\I'll wait for you!\Don't be dumb.\If you wait alone, the shadow will get you.\You need to get out of this world before that happens. response:	Don't worry about me.
context: When I return, if everyone's gone and safely left this world,\I'll assume you managed to send them all off.\But...\I'll wait for you!\Don't be dumb.\If you wait alone, the shadow will get you.\You need to get out of this world before that happens.\Don't worry about me. response:	No, we'll worry.
context: I'll assume you managed to send them all off.\But...\I'll wait for you!\Don't be dumb.\If you wait alone, the shadow will get you.\You need to get out of this world before that happens.\Don't worry about me.\No, we'll worry. response:	Hinata - kun...
context: But...\I'll wait for you!\Don't be dumb.\If you wait alone, the shadow will get you.\You need to get out of this world before that happens.\Don't worry about me.\No, we'll worry.\Hinata - kun... response:	What are you saying, all of a sudden?
context: I'll wait for you!\Don't be dumb.\If you wait alone, the shadow will get you.\You need to get out of this world before that happens.\Don't worry about me.\No, we'll worry.\Hinata - kun...\What are you saying, all of a sudden? response:	Didn't we form this Battlefront together?
context: Don't be dumb.\If you wait alone, the shadow will get you.\You need to get out of this world before that happens.\Don't worry about me.\No, we'll worry.\Hinata - kun...\What are you saying, all of a sudden?\Didn't we form this Battlefront together? response:	We've spent a long time here together,
context: If you wait alone, the shadow will get you.\You need to get out of this world before that happens.\Don't worry about me.\No, we'll worry.\Hinata - kun...\What are you saying, all of a sudden?\Didn't we form this Battlefront together?\We've spent a long time here together, response:	so we'll leave together too.
context: You need to get out of this world before that happens.\Don't worry about me.\No, we'll worry.\Hinata - kun...\What are you saying, all of a sudden?\Didn't we form this Battlefront together?\We've spent a long time here together,\so we'll leave together too. response:	I won't leave you here.
context: Don't worry about me.\No, we'll worry.\Hinata - kun...\What are you saying, all of a sudden?\Didn't we form this Battlefront together?\We've spent a long time here together,\so we'll leave together too.\I won't leave you here. response:	You're such an idiot, like always.
context: No, we'll worry.\Hinata - kun...\What are you saying, all of a sudden?\Didn't we form this Battlefront together?\We've spent a long time here together,\so we'll leave together too.\I won't leave you here.\You're such an idiot, like always. response:	Nothing's going to be solved with emotional speeches.
context: Hinata - kun...\What are you saying, all of a sudden?\Didn't we form this Battlefront together?\We've spent a long time here together,\so we'll leave together too.\I won't leave you here.\You're such an idiot, like always.\Nothing's going to be solved with emotional speeches. response:	An attack!
context: What are you saying, all of a sudden?\Didn't we form this Battlefront together?\We've spent a long time here together,\so we'll leave together too.\I won't leave you here.\You're such an idiot, like always.\Nothing's going to be solved with emotional speeches.\An attack! response:	We're under attack!
context: Didn't we form this Battlefront together?\We've spent a long time here together,\so we'll leave together too.\I won't leave you here.\You're such an idiot, like always.\Nothing's going to be solved with emotional speeches.\An attack!\We're under attack! response:	Kanade - chan, I'm counting on you.
context: We've spent a long time here together,\so we'll leave together too.\I won't leave you here.\You're such an idiot, like always.\Nothing's going to be solved with emotional speeches.\An attack!\We're under attack!\Kanade - chan, I'm counting on you. response:	Hand Sonic, version 5.
context: so we'll leave together too.\I won't leave you here.\You're such an idiot, like always.\Nothing's going to be solved with emotional speeches.\An attack!\We're under attack!\Kanade - chan, I'm counting on you.\Hand Sonic, version 5. response:	Well, if we can, we'll meet again.
context: I won't leave you here.\You're such an idiot, like always.\Nothing's going to be solved with emotional speeches.\An attack!\We're under attack!\Kanade - chan, I'm counting on you.\Hand Sonic, version 5.\Well, if we can, we'll meet again. response:	Yurippe!
context: You're such an idiot, like always.\Nothing's going to be solved with emotional speeches.\An attack!\We're under attack!\Kanade - chan, I'm counting on you.\Hand Sonic, version 5.\Well, if we can, we'll meet again.\Yurippe! response:	What a terrible nickname.
context: Nothing's going to be solved with emotional speeches.\An attack!\We're under attack!\Kanade - chan, I'm counting on you.\Hand Sonic, version 5.\Well, if we can, we'll meet again.\Yurippe!\What a terrible nickname. response:	But it might have been why everyone followed me.
context: An attack!\We're under attack!\Kanade - chan, I'm counting on you.\Hand Sonic, version 5.\Well, if we can, we'll meet again.\Yurippe!\What a terrible nickname.\But it might have been why everyone followed me. response:	Thank you.
context: We're under attack!\Kanade - chan, I'm counting on you.\Hand Sonic, version 5.\Well, if we can, we'll meet again.\Yurippe!\What a terrible nickname.\But it might have been why everyone followed me.\Thank you. response:	Alright! I guess this is the last one.
context: Kanade - chan, I'm counting on you.\Hand Sonic, version 5.\Well, if we can, we'll meet again.\Yurippe!\What a terrible nickname.\But it might have been why everyone followed me.\Thank you.\Alright! I guess this is the last one. response:	That transformation...
context: Hand Sonic, version 5.\Well, if we can, we'll meet again.\Yurippe!\What a terrible nickname.\But it might have been why everyone followed me.\Thank you.\Alright! I guess this is the last one.\That transformation... response:	If its possible for NPCs to be reprogrammed, like Kanade does to herself...
context: Well, if we can, we'll meet again.\Yurippe!\What a terrible nickname.\But it might have been why everyone followed me.\Thank you.\Alright! I guess this is the last one.\That transformation...\If its possible for NPCs to be reprogrammed, like Kanade does to herself... response:	That software must be being used to transform the NPCs and attack us.
context: Yurippe!\What a terrible nickname.\But it might have been why everyone followed me.\Thank you.\Alright! I guess this is the last one.\That transformation...\If its possible for NPCs to be reprogrammed, like Kanade does to herself...\That software must be being used to transform the NPCs and attack us. response:	And there must be a whole load of computers wherever that is.
context: What a terrible nickname.\But it might have been why everyone followed me.\Thank you.\Alright! I guess this is the last one.\That transformation...\If its possible for NPCs to be reprogrammed, like Kanade does to herself...\That software must be being used to transform the NPCs and attack us.\And there must be a whole load of computers wherever that is. response:	There has to be a large number of computers wherever that is.
context: But it might have been why everyone followed me.\Thank you.\Alright! I guess this is the last one.\That transformation...\If its possible for NPCs to be reprogrammed, like Kanade does to herself...\That software must be being used to transform the NPCs and attack us.\And there must be a whole load of computers wherever that is.\There has to be a large number of computers wherever that is. response:	If that's the case, there can be only one place.
context: Thank you.\Alright! I guess this is the last one.\That transformation...\If its possible for NPCs to be reprogrammed, like Kanade does to herself...\That software must be being used to transform the NPCs and attack us.\And there must be a whole load of computers wherever that is.\There has to be a large number of computers wherever that is.\If that's the case, there can be only one place. response:	< sign: Library >
context: Alright! I guess this is the last one.\That transformation...\If its possible for NPCs to be reprogrammed, like Kanade does to herself...\That software must be being used to transform the NPCs and attack us.\And there must be a whole load of computers wherever that is.\There has to be a large number of computers wherever that is.\If that's the case, there can be only one place.\< sign: Library > response:	< sign: Library Interior - PC Room 1 >
context: That transformation...\If its possible for NPCs to be reprogrammed, like Kanade does to herself...\That software must be being used to transform the NPCs and attack us.\And there must be a whole load of computers wherever that is.\There has to be a large number of computers wherever that is.\If that's the case, there can be only one place.\< sign: Library >\< sign: Library Interior - PC Room 1 > response:	Checkmate.
context: If its possible for NPCs to be reprogrammed, like Kanade does to herself...\That software must be being used to transform the NPCs and attack us.\And there must be a whole load of computers wherever that is.\There has to be a large number of computers wherever that is.\If that's the case, there can be only one place.\< sign: Library >\< sign: Library Interior - PC Room 1 >\Checkmate. response:	Put up your hands.
context: That software must be being used to transform the NPCs and attack us.\And there must be a whole load of computers wherever that is.\There has to be a large number of computers wherever that is.\If that's the case, there can be only one place.\< sign: Library >\< sign: Library Interior - PC Room 1 >\Checkmate.\Put up your hands. response:	What did you checkmate?
context: And there must be a whole load of computers wherever that is.\There has to be a large number of computers wherever that is.\If that's the case, there can be only one place.\< sign: Library >\< sign: Library Interior - PC Room 1 >\Checkmate.\Put up your hands.\What did you checkmate? response:	Do you play chess?
context: There has to be a large number of computers wherever that is.\If that's the case, there can be only one place.\< sign: Library >\< sign: Library Interior - PC Room 1 >\Checkmate.\Put up your hands.\What did you checkmate?\Do you play chess? response:	This is the culprit?
context: If that's the case, there can be only one place.\< sign: Library >\< sign: Library Interior - PC Room 1 >\Checkmate.\Put up your hands.\What did you checkmate?\Do you play chess?\This is the culprit? response:	So in this age of computers, people still play with those?
context: < sign: Library >\< sign: Library Interior - PC Room 1 >\Checkmate.\Put up your hands.\What did you checkmate?\Do you play chess?\This is the culprit?\So in this age of computers, people still play with those? response:	You have a good hobby for such a young person.
context: < sign: Library Interior - PC Room 1 >\Checkmate.\Put up your hands.\What did you checkmate?\Do you play chess?\This is the culprit?\So in this age of computers, people still play with those?\You have a good hobby for such a young person. response:	Wait!
context: Checkmate.\Put up your hands.\What did you checkmate?\Do you play chess?\This is the culprit?\So in this age of computers, people still play with those?\You have a good hobby for such a young person.\Wait! response:	Hmm? Me?
context: Put up your hands.\What did you checkmate?\Do you play chess?\This is the culprit?\So in this age of computers, people still play with those?\You have a good hobby for such a young person.\Wait!\Hmm? Me? response:	What were you doing?
context: What did you checkmate?\Do you play chess?\This is the culprit?\So in this age of computers, people still play with those?\You have a good hobby for such a young person.\Wait!\Hmm? Me?\What were you doing? response:	Here?
context: Do you play chess?\This is the culprit?\So in this age of computers, people still play with those?\You have a good hobby for such a young person.\Wait!\Hmm? Me?\What were you doing?\Here? response:	Yes.
context: This is the culprit?\So in this age of computers, people still play with those?\You have a good hobby for such a young person.\Wait!\Hmm? Me?\What were you doing?\Here?\Yes. response:	Setting up new computers.
context: So in this age of computers, people still play with those?\You have a good hobby for such a young person.\Wait!\Hmm? Me?\What were you doing?\Here?\Yes.\Setting up new computers. response:	What for?
context: You have a good hobby for such a young person.\Wait!\Hmm? Me?\What were you doing?\Here?\Yes.\Setting up new computers.\What for? response:	They have good specs, so they get stolen.
context: Wait!\Hmm? Me?\What were you doing?\Here?\Yes.\Setting up new computers.\What for?\They have good specs, so they get stolen. response:	When there's not enough we have to replace them.
context: Hmm? Me?\What were you doing?\Here?\Yes.\Setting up new computers.\What for?\They have good specs, so they get stolen.\When there's not enough we have to replace them. response:	Any leads on the culprit?
context: What were you doing?\Here?\Yes.\Setting up new computers.\What for?\They have good specs, so they get stolen.\When there's not enough we have to replace them.\Any leads on the culprit? response:	Nothing at this stage.
context: Here?\Yes.\Setting up new computers.\What for?\They have good specs, so they get stolen.\When there's not enough we have to replace them.\Any leads on the culprit?\Nothing at this stage. response:	Is that all?
context: Yes.\Setting up new computers.\What for?\They have good specs, so they get stolen.\When there's not enough we have to replace them.\Any leads on the culprit?\Nothing at this stage.\Is that all? response:	Thanks.
context: Setting up new computers.\What for?\They have good specs, so they get stolen.\When there's not enough we have to replace them.\Any leads on the culprit?\Nothing at this stage.\Is that all?\Thanks. response:	Sorry for stopping you.
context: What for?\They have good specs, so they get stolen.\When there's not enough we have to replace them.\Any leads on the culprit?\Nothing at this stage.\Is that all?\Thanks.\Sorry for stopping you. response:	There's no doubt about it.
context: They have good specs, so they get stolen.\When there's not enough we have to replace them.\Any leads on the culprit?\Nothing at this stage.\Is that all?\Thanks.\Sorry for stopping you.\There's no doubt about it. response:	The one stealing the computers is currently playing God of this world.
context: When there's not enough we have to replace them.\Any leads on the culprit?\Nothing at this stage.\Is that all?\Thanks.\Sorry for stopping you.\There's no doubt about it.\The one stealing the computers is currently playing God of this world. response:	He's using the stolen computers to interfere with the NPCs.
context: Any leads on the culprit?\Nothing at this stage.\Is that all?\Thanks.\Sorry for stopping you.\There's no doubt about it.\The one stealing the computers is currently playing God of this world.\He's using the stolen computers to interfere with the NPCs. response:	But how do I catch him?
context: Nothing at this stage.\Is that all?\Thanks.\Sorry for stopping you.\There's no doubt about it.\The one stealing the computers is currently playing God of this world.\He's using the stolen computers to interfere with the NPCs.\But how do I catch him? response:	I don't have the time to relax and think.
context: Is that all?\Thanks.\Sorry for stopping you.\There's no doubt about it.\The one stealing the computers is currently playing God of this world.\He's using the stolen computers to interfere with the NPCs.\But how do I catch him?\I don't have the time to relax and think. response:	Even now, the shadows are multiplying.
context: Thanks.\Sorry for stopping you.\There's no doubt about it.\The one stealing the computers is currently playing God of this world.\He's using the stolen computers to interfere with the NPCs.\But how do I catch him?\I don't have the time to relax and think.\Even now, the shadows are multiplying. response:	And these aren't exactly easy to just make off with.
context: Sorry for stopping you.\There's no doubt about it.\The one stealing the computers is currently playing God of this world.\He's using the stolen computers to interfere with the NPCs.\But how do I catch him?\I don't have the time to relax and think.\Even now, the shadows are multiplying.\And these aren't exactly easy to just make off with. response:	Does he sneak in at night, put them on a cart, then take them out?
context: There's no doubt about it.\The one stealing the computers is currently playing God of this world.\He's using the stolen computers to interfere with the NPCs.\But how do I catch him?\I don't have the time to relax and think.\Even now, the shadows are multiplying.\And these aren't exactly easy to just make off with.\Does he sneak in at night, put them on a cart, then take them out? response:	Or does he use a window?
context: The one stealing the computers is currently playing God of this world.\He's using the stolen computers to interfere with the NPCs.\But how do I catch him?\I don't have the time to relax and think.\Even now, the shadows are multiplying.\And these aren't exactly easy to just make off with.\Does he sneak in at night, put them on a cart, then take them out?\Or does he use a window? response:	Found you.
context: He's using the stolen computers to interfere with the NPCs.\But how do I catch him?\I don't have the time to relax and think.\Even now, the shadows are multiplying.\And these aren't exactly easy to just make off with.\Does he sneak in at night, put them on a cart, then take them out?\Or does he use a window?\Found you. response:	Wait...
context: But how do I catch him?\I don't have the time to relax and think.\Even now, the shadows are multiplying.\And these aren't exactly easy to just make off with.\Does he sneak in at night, put them on a cart, then take them out?\Or does he use a window?\Found you.\Wait... response:	No way...
context: I don't have the time to relax and think.\Even now, the shadows are multiplying.\And these aren't exactly easy to just make off with.\Does he sneak in at night, put them on a cart, then take them out?\Or does he use a window?\Found you.\Wait...\No way... response:	Guild again?!
context: Even now, the shadows are multiplying.\And these aren't exactly easy to just make off with.\Does he sneak in at night, put them on a cart, then take them out?\Or does he use a window?\Found you.\Wait...\No way...\Guild again?! response:	< preview >
context: And these aren't exactly easy to just make off with.\Does he sneak in at night, put them on a cart, then take them out?\Or does he use a window?\Found you.\Wait...\No way...\Guild again?!\< preview > response:	We're breaking through!
context: Does he sneak in at night, put them on a cart, then take them out?\Or does he use a window?\Found you.\Wait...\No way...\Guild again?!\< preview >\We're breaking through! response:	What's with this world?
context: Or does he use a window?\Found you.\Wait...\No way...\Guild again?!\< preview >\We're breaking through!\What's with this world? response:	I wonder if we can surprise God??
context: Found you.\Wait...\No way...\Guild again?!\< preview >\We're breaking through!\What's with this world?\I wonder if we can surprise God?? response:	Disappear!
context: Wait...\No way...\Guild again?!\< preview >\We're breaking through!\What's with this world?\I wonder if we can surprise God??\Disappear! response:	Because it doesn't seem anyone would notice if I disappeared!
context: No way...\Guild again?!\< preview >\We're breaking through!\What's with this world?\I wonder if we can surprise God??\Disappear!\Because it doesn't seem anyone would notice if I disappeared! response:	Disappear!
context: Guild again?!\< preview >\We're breaking through!\What's with this world?\I wonder if we can surprise God??\Disappear!\Because it doesn't seem anyone would notice if I disappeared!\Disappear! response:	I only move to save Yurippe!
context: < preview >\We're breaking through!\What's with this world?\I wonder if we can surprise God??\Disappear!\Because it doesn't seem anyone would notice if I disappeared!\Disappear!\I only move to save Yurippe! response:	Disappear like miserable toilet paper!
context: We're breaking through!\What's with this world?\I wonder if we can surprise God??\Disappear!\Because it doesn't seem anyone would notice if I disappeared!\Disappear!\I only move to save Yurippe!\Disappear like miserable toilet paper! response:	Think of it like it's gained the fighting strength of 100 people.
context: What's with this world?\I wonder if we can surprise God??\Disappear!\Because it doesn't seem anyone would notice if I disappeared!\Disappear!\I only move to save Yurippe!\Disappear like miserable toilet paper!\Think of it like it's gained the fighting strength of 100 people. response:	I'll also play in a band in the next life!
context: I wonder if we can surprise God??\Disappear!\Because it doesn't seem anyone would notice if I disappeared!\Disappear!\I only move to save Yurippe!\Disappear like miserable toilet paper!\Think of it like it's gained the fighting strength of 100 people.\I'll also play in a band in the next life! response:	Give me your hand!
context: Disappear!\Because it doesn't seem anyone would notice if I disappeared!\Disappear!\I only move to save Yurippe!\Disappear like miserable toilet paper!\Think of it like it's gained the fighting strength of 100 people.\I'll also play in a band in the next life!\Give me your hand! response:	You've done well to reach here.
context: Because it doesn't seem anyone would notice if I disappeared!\Disappear!\I only move to save Yurippe!\Disappear like miserable toilet paper!\Think of it like it's gained the fighting strength of 100 people.\I'll also play in a band in the next life!\Give me your hand!\You've done well to reach here. response:	If I disappear now... can I start over?
context: Disappear!\I only move to save Yurippe!\Disappear like miserable toilet paper!\Think of it like it's gained the fighting strength of 100 people.\I'll also play in a band in the next life!\Give me your hand!\You've done well to reach here.\If I disappear now... can I start over? response:	TS
context: I only move to save Yurippe!\Disappear like miserable toilet paper!\Think of it like it's gained the fighting strength of 100 people.\I'll also play in a band in the next life!\Give me your hand!\You've done well to reach here.\If I disappear now... can I start over?\TS response:	Study Block - Inner Garden
context: Disappear like miserable toilet paper!\Think of it like it's gained the fighting strength of 100 people.\I'll also play in a band in the next life!\Give me your hand!\You've done well to reach here.\If I disappear now... can I start over?\TS\Study Block - Inner Garden response:	Anti - Angel Operations Headquarters
context: Think of it like it's gained the fighting strength of 100 people.\I'll also play in a band in the next life!\Give me your hand!\You've done well to reach here.\If I disappear now... can I start over?\TS\Study Block - Inner Garden\Anti - Angel Operations Headquarters response:	Incinerator
context: I'll also play in a band in the next life!\Give me your hand!\You've done well to reach here.\If I disappear now... can I start over?\TS\Study Block - Inner Garden\Anti - Angel Operations Headquarters\Incinerator response:	Student Council Office
context: Give me your hand!\You've done well to reach here.\If I disappear now... can I start over?\TS\Study Block - Inner Garden\Anti - Angel Operations Headquarters\Incinerator\Student Council Office response:	Student Council Office
context: You've done well to reach here.\If I disappear now... can I start over?\TS\Study Block - Inner Garden\Anti - Angel Operations Headquarters\Incinerator\Student Council Office\Student Council Office response:	Girl's Dormitary - Angel Area
context: If I disappear now... can I start over?\TS\Study Block - Inner Garden\Anti - Angel Operations Headquarters\Incinerator\Student Council Office\Student Council Office\Girl's Dormitary - Angel Area response:	Study Block - Connecting Corridor
context: TS\Study Block - Inner Garden\Anti - Angel Operations Headquarters\Incinerator\Student Council Office\Student Council Office\Girl's Dormitary - Angel Area\Study Block - Connecting Corridor response:	Study Block A - Classroom
context: Study Block - Inner Garden\Anti - Angel Operations Headquarters\Incinerator\Student Council Office\Student Council Office\Girl's Dormitary - Angel Area\Study Block - Connecting Corridor\Study Block A - Classroom response:	Study Block A - Stairway
context: Anti - Angel Operations Headquarters\Incinerator\Student Council Office\Student Council Office\Girl's Dormitary - Angel Area\Study Block - Connecting Corridor\Study Block A - Classroom\Study Block A - Stairway response:	Gymnasium
context: Incinerator\Student Council Office\Student Council Office\Girl's Dormitary - Angel Area\Study Block - Connecting Corridor\Study Block A - Classroom\Study Block A - Stairway\Gymnasium response:	Library
context: Student Council Office\Student Council Office\Girl's Dormitary - Angel Area\Study Block - Connecting Corridor\Study Block A - Classroom\Study Block A - Stairway\Gymnasium\Library response:	PC Room 1
context: Student Council Office\Girl's Dormitary - Angel Area\Study Block - Connecting Corridor\Study Block A - Classroom\Study Block A - Stairway\Gymnasium\Library\PC Room 1 response:	Library Interior - PC Room 1
context: Girl's Dormitary - Angel Area\Study Block - Connecting Corridor\Study Block A - Classroom\Study Block A - Stairway\Gymnasium\Library\PC Room 1\Library Interior - PC Room 1 response:	Christ of the Front Diary
context: Study Block - Connecting Corridor\Study Block A - Classroom\Study Block A - Stairway\Gymnasium\Library\PC Room 1\Library Interior - PC Room 1\Christ of the Front Diary response:	Today's weather was good too.
context: Study Block A - Classroom\Study Block A - Stairway\Gymnasium\Library\PC Room 1\Library Interior - PC Room 1\Christ of the Front Diary\Today's weather was good too. response:	It seems I've been in this world too long.
context: Study Block A - Stairway\Gymnasium\Library\PC Room 1\Library Interior - PC Room 1\Christ of the Front Diary\Today's weather was good too.\It seems I've been in this world too long. response:	I've had a change of heart.
context: Gymnasium\Library\PC Room 1\Library Interior - PC Room 1\Christ of the Front Diary\Today's weather was good too.\It seems I've been in this world too long.\I've had a change of heart. response:	I repeat,
context: Library\PC Room 1\Library Interior - PC Room 1\Christ of the Front Diary\Today's weather was good too.\It seems I've been in this world too long.\I've had a change of heart.\I repeat, response:	Today's weather was good too.
context: PC Room 1\Library Interior - PC Room 1\Christ of the Front Diary\Today's weather was good too.\It seems I've been in this world too long.\I've had a change of heart.\I repeat,\Today's weather was good too. response:	Tomorrow onwards I'm sure I'll get to see even clearer skies.
