context: Alien...? response:	My duty is to observe Haruhi Suzumiya...
context: You lazy dumbass!\Haruhi Suzumiya\9 sec.\We were supposed to meet up at four?\Get your ass back here!\Within thirty seconds!\This was when the struggle began.\In order to move Nagato, who when reading, is apparently rooted to the floor... response:	Ignoring the flood of calls from Haruhi during that time.
context: Haruhi Suzumiya\9 sec.\We were supposed to meet up at four?\Get your ass back here!\Within thirty seconds!\This was when the struggle began.\In order to move Nagato, who when reading, is apparently rooted to the floor...\Ignoring the flood of calls from Haruhi during that time. response:	Late!
context: 9 sec.\We were supposed to meet up at four?\Get your ass back here!\Within thirty seconds!\This was when the struggle began.\In order to move Nagato, who when reading, is apparently rooted to the floor...\Ignoring the flood of calls from Haruhi during that time.\Late! response:	Penalty!
context: We were supposed to meet up at four?\Get your ass back here!\Within thirty seconds!\This was when the struggle began.\In order to move Nagato, who when reading, is apparently rooted to the floor...\Ignoring the flood of calls from Haruhi during that time.\Late!\Penalty! response:	In the end, after yielding no results nor satisfaction...
context: Get your ass back here!\Within thirty seconds!\This was when the struggle began.\In order to move Nagato, who when reading, is apparently rooted to the floor...\Ignoring the flood of calls from Haruhi during that time.\Late!\Penalty!\In the end, after yielding no results nor satisfaction... response:	Just as we were splitting up, Asahina-san...
context: Within thirty seconds!\This was when the struggle began.\In order to move Nagato, who when reading, is apparently rooted to the floor...\Ignoring the flood of calls from Haruhi during that time.\Late!\Penalty!\In the end, after yielding no results nor satisfaction...\Just as we were splitting up, Asahina-san... response:	Thank you for listening to what I had to say today.
context: This was when the struggle began.\In order to move Nagato, who when reading, is apparently rooted to the floor...\Ignoring the flood of calls from Haruhi during that time.\Late!\Penalty!\In the end, after yielding no results nor satisfaction...\Just as we were splitting up, Asahina-san...\Thank you for listening to what I had to say today. response:	What exactly were you doing today?
context: In order to move Nagato, who when reading, is apparently rooted to the floor...\Ignoring the flood of calls from Haruhi during that time.\Late!\Penalty!\In the end, after yielding no results nor satisfaction...\Just as we were splitting up, Asahina-san...\Thank you for listening to what I had to say today.\What exactly were you doing today? response:	What about you?
context: Ignoring the flood of calls from Haruhi during that time.\Late!\Penalty!\In the end, after yielding no results nor satisfaction...\Just as we were splitting up, Asahina-san...\Thank you for listening to what I had to say today.\What exactly were you doing today?\What about you? response:	Did you discover something interesting?
context: Late!\Penalty!\In the end, after yielding no results nor satisfaction...\Just as we were splitting up, Asahina-san...\Thank you for listening to what I had to say today.\What exactly were you doing today?\What about you?\Did you discover something interesting? response:	Well, they're not careless enough to let you...
context: Penalty!\In the end, after yielding no results nor satisfaction...\Just as we were splitting up, Asahina-san...\Thank you for listening to what I had to say today.\What exactly were you doing today?\What about you?\Did you discover something interesting?\Well, they're not careless enough to let you... response:	Day after tomorrow, we'll have a review over today's behavior.
context: In the end, after yielding no results nor satisfaction...\Just as we were splitting up, Asahina-san...\Thank you for listening to what I had to say today.\What exactly were you doing today?\What about you?\Did you discover something interesting?\Well, they're not careless enough to let you...\Day after tomorrow, we'll have a review over today's behavior. response:	And with that, she left.
context: Just as we were splitting up, Asahina-san...\Thank you for listening to what I had to say today.\What exactly were you doing today?\What about you?\Did you discover something interesting?\Well, they're not careless enough to let you...\Day after tomorrow, we'll have a review over today's behavior.\And with that, she left. response:	Your illegally parked bicycle
context: Thank you for listening to what I had to say today.\What exactly were you doing today?\What about you?\Did you discover something interesting?\Well, they're not careless enough to let you...\Day after tomorrow, we'll have a review over today's behavior.\And with that, she left.\Your illegally parked bicycle response:	has been confiscated.
context: What exactly were you doing today?\What about you?\Did you discover something interesting?\Well, they're not careless enough to let you...\Day after tomorrow, we'll have a review over today's behavior.\And with that, she left.\Your illegally parked bicycle\has been confiscated. response:	This has to be a dream.
context: What about you?\Did you discover something interesting?\Well, they're not careless enough to let you...\Day after tomorrow, we'll have a review over today's behavior.\And with that, she left.\Your illegally parked bicycle\has been confiscated.\This has to be a dream. response:	A new week begins.
context: Did you discover something interesting?\Well, they're not careless enough to let you...\Day after tomorrow, we'll have a review over today's behavior.\And with that, she left.\Your illegally parked bicycle\has been confiscated.\This has to be a dream.\A new week begins. response:	We've reached the point where the humidity of the rainy season...
context: Well, they're not careless enough to let you...\Day after tomorrow, we'll have a review over today's behavior.\And with that, she left.\Your illegally parked bicycle\has been confiscated.\This has to be a dream.\A new week begins.\We've reached the point where the humidity of the rainy season... response:	Oddly enough, Haruhi didn't show up until right before the bell rang.
context: Day after tomorrow, we'll have a review over today's behavior.\And with that, she left.\Your illegally parked bicycle\has been confiscated.\This has to be a dream.\A new week begins.\We've reached the point where the humidity of the rainy season...\Oddly enough, Haruhi didn't show up until right before the bell rang. response:	Fan me too.
context: And with that, she left.\Your illegally parked bicycle\has been confiscated.\This has to be a dream.\A new week begins.\We've reached the point where the humidity of the rainy season...\Oddly enough, Haruhi didn't show up until right before the bell rang.\Fan me too. response:	Fan yourself.
context: Your illegally parked bicycle\has been confiscated.\This has to be a dream.\A new week begins.\We've reached the point where the humidity of the rainy season...\Oddly enough, Haruhi didn't show up until right before the bell rang.\Fan me too.\Fan yourself. response:	Look here, Suzumiya.
context: has been confiscated.\This has to be a dream.\A new week begins.\We've reached the point where the humidity of the rainy season...\Oddly enough, Haruhi didn't show up until right before the bell rang.\Fan me too.\Fan yourself.\Look here, Suzumiya. response:	Have you ever heard the story The Bluebird of Happiness before?
context: This has to be a dream.\A new week begins.\We've reached the point where the humidity of the rainy season...\Oddly enough, Haruhi didn't show up until right before the bell rang.\Fan me too.\Fan yourself.\Look here, Suzumiya.\Have you ever heard the story The Bluebird of Happiness before? response:	What about it?
context: A new week begins.\We've reached the point where the humidity of the rainy season...\Oddly enough, Haruhi didn't show up until right before the bell rang.\Fan me too.\Fan yourself.\Look here, Suzumiya.\Have you ever heard the story The Bluebird of Happiness before?\What about it? response:	No. Nothing really.
context: We've reached the point where the humidity of the rainy season...\Oddly enough, Haruhi didn't show up until right before the bell rang.\Fan me too.\Fan yourself.\Look here, Suzumiya.\Have you ever heard the story The Bluebird of Happiness before?\What about it?\No. Nothing really. response:	Then don't open your mouth.
context: Oddly enough, Haruhi didn't show up until right before the bell rang.\Fan me too.\Fan yourself.\Look here, Suzumiya.\Have you ever heard the story The Bluebird of Happiness before?\What about it?\No. Nothing really.\Then don't open your mouth. response:	After spending the day...
context: Fan me too.\Fan yourself.\Look here, Suzumiya.\Have you ever heard the story The Bluebird of Happiness before?\What about it?\No. Nothing really.\Then don't open your mouth.\After spending the day... response:	Besides, there was someone I wanted to talk to.
context: Fan yourself.\Look here, Suzumiya.\Have you ever heard the story The Bluebird of Happiness before?\What about it?\No. Nothing really.\Then don't open your mouth.\After spending the day...\Besides, there was someone I wanted to talk to. response:	Koizumi.
context: Look here, Suzumiya.\Have you ever heard the story The Bluebird of Happiness before?\What about it?\No. Nothing really.\Then don't open your mouth.\After spending the day...\Besides, there was someone I wanted to talk to.\Koizumi. response:	Don't you also have something to tell me concerning Suzumiya?
context: Have you ever heard the story The Bluebird of Happiness before?\What about it?\No. Nothing really.\Then don't open your mouth.\After spending the day...\Besides, there was someone I wanted to talk to.\Koizumi.\Don't you also have something to tell me concerning Suzumiya? response:	The also would imply that...
context: What about it?\No. Nothing really.\Then don't open your mouth.\After spending the day...\Besides, there was someone I wanted to talk to.\Koizumi.\Don't you also have something to tell me concerning Suzumiya?\The also would imply that... response:	How much do you know?
context: No. Nothing really.\Then don't open your mouth.\After spending the day...\Besides, there was someone I wanted to talk to.\Koizumi.\Don't you also have something to tell me concerning Suzumiya?\The also would imply that...\How much do you know? response:	The fact that Suzumiya isn't an ordinary person, I guess.
context: Then don't open your mouth.\After spending the day...\Besides, there was someone I wanted to talk to.\Koizumi.\Don't you also have something to tell me concerning Suzumiya?\The also would imply that...\How much do you know?\The fact that Suzumiya isn't an ordinary person, I guess. response:	That makes things quite simple.
context: After spending the day...\Besides, there was someone I wanted to talk to.\Koizumi.\Don't you also have something to tell me concerning Suzumiya?\The also would imply that...\How much do you know?\The fact that Suzumiya isn't an ordinary person, I guess.\That makes things quite simple. response:	That is exactly the case.
context: Besides, there was someone I wanted to talk to.\Koizumi.\Don't you also have something to tell me concerning Suzumiya?\The also would imply that...\How much do you know?\The fact that Suzumiya isn't an ordinary person, I guess.\That makes things quite simple.\That is exactly the case. response:	Why don't you start by telling me your true identity?
context: Koizumi.\Don't you also have something to tell me concerning Suzumiya?\The also would imply that...\How much do you know?\The fact that Suzumiya isn't an ordinary person, I guess.\That makes things quite simple.\That is exactly the case.\Why don't you start by telling me your true identity? response:	As you may have suspected, I am an esper.
context: Don't you also have something to tell me concerning Suzumiya?\The also would imply that...\How much do you know?\The fact that Suzumiya isn't an ordinary person, I guess.\That makes things quite simple.\That is exactly the case.\Why don't you start by telling me your true identity?\As you may have suspected, I am an esper. response:	You can think of me as such.
context: The also would imply that...\How much do you know?\The fact that Suzumiya isn't an ordinary person, I guess.\That makes things quite simple.\That is exactly the case.\Why don't you start by telling me your true identity?\As you may have suspected, I am an esper.\You can think of me as such. response:	I wasn't intending on a sudden transfer to this school...
context: How much do you know?\The fact that Suzumiya isn't an ordinary person, I guess.\That makes things quite simple.\That is exactly the case.\Why don't you start by telling me your true identity?\As you may have suspected, I am an esper.\You can think of me as such.\I wasn't intending on a sudden transfer to this school... response:	Surely...
context: The fact that Suzumiya isn't an ordinary person, I guess.\That makes things quite simple.\That is exactly the case.\Why don't you start by telling me your true identity?\As you may have suspected, I am an esper.\You can think of me as such.\I wasn't intending on a sudden transfer to this school...\Surely... response:	I couldn't have anticipated that the two of them would join forces with Haruhi Suzumiya so readily.
context: That makes things quite simple.\That is exactly the case.\Why don't you start by telling me your true identity?\As you may have suspected, I am an esper.\You can think of me as such.\I wasn't intending on a sudden transfer to this school...\Surely...\I couldn't have anticipated that the two of them would join forces with Haruhi Suzumiya so readily. response:	I'm sure we'll have another opportunity to delve into the details.
context: That is exactly the case.\Why don't you start by telling me your true identity?\As you may have suspected, I am an esper.\You can think of me as such.\I wasn't intending on a sudden transfer to this school...\Surely...\I couldn't have anticipated that the two of them would join forces with Haruhi Suzumiya so readily.\I'm sure we'll have another opportunity to delve into the details. response:	Seeing is believing.
context: Why don't you start by telling me your true identity?\As you may have suspected, I am an esper.\You can think of me as such.\I wasn't intending on a sudden transfer to this school...\Surely...\I couldn't have anticipated that the two of them would join forces with Haruhi Suzumiya so readily.\I'm sure we'll have another opportunity to delve into the details.\Seeing is believing. response:	I also have something I would like to show you.
context: As you may have suspected, I am an esper.\You can think of me as such.\I wasn't intending on a sudden transfer to this school...\Surely...\I couldn't have anticipated that the two of them would join forces with Haruhi Suzumiya so readily.\I'm sure we'll have another opportunity to delve into the details.\Seeing is believing.\I also have something I would like to show you. response:	For now, I'll just give you a summary.
context: You can think of me as such.\I wasn't intending on a sudden transfer to this school...\Surely...\I couldn't have anticipated that the two of them would join forces with Haruhi Suzumiya so readily.\I'm sure we'll have another opportunity to delve into the details.\Seeing is believing.\I also have something I would like to show you.\For now, I'll just give you a summary. response:	The Agency I belong to includes a number of other espers.
context: I wasn't intending on a sudden transfer to this school...\Surely...\I couldn't have anticipated that the two of them would join forces with Haruhi Suzumiya so readily.\I'm sure we'll have another opportunity to delve into the details.\Seeing is believing.\I also have something I would like to show you.\For now, I'll just give you a summary.\The Agency I belong to includes a number of other espers. response:	Actually, there are a number of agents planted in this school.
context: Surely...\I couldn't have anticipated that the two of them would join forces with Haruhi Suzumiya so readily.\I'm sure we'll have another opportunity to delve into the details.\Seeing is believing.\I also have something I would like to show you.\For now, I'll just give you a summary.\The Agency I belong to includes a number of other espers.\Actually, there are a number of agents planted in this school. response:	And ever since our creation three years ago...
context: I couldn't have anticipated that the two of them would join forces with Haruhi Suzumiya so readily.\I'm sure we'll have another opportunity to delve into the details.\Seeing is believing.\I also have something I would like to show you.\For now, I'll just give you a summary.\The Agency I belong to includes a number of other espers.\Actually, there are a number of agents planted in this school.\And ever since our creation three years ago... response:	Everything began three years ago.
context: I'm sure we'll have another opportunity to delve into the details.\Seeing is believing.\I also have something I would like to show you.\For now, I'll just give you a summary.\The Agency I belong to includes a number of other espers.\Actually, there are a number of agents planted in this school.\And ever since our creation three years ago...\Everything began three years ago. response:	Something happened then.
context: Seeing is believing.\I also have something I would like to show you.\For now, I'll just give you a summary.\The Agency I belong to includes a number of other espers.\Actually, there are a number of agents planted in this school.\And ever since our creation three years ago...\Everything began three years ago.\Something happened then. response:	That was when I discovered within me what could only be described as ESP.
context: I also have something I would like to show you.\For now, I'll just give you a summary.\The Agency I belong to includes a number of other espers.\Actually, there are a number of agents planted in this school.\And ever since our creation three years ago...\Everything began three years ago.\Something happened then.\That was when I discovered within me what could only be described as ESP. response:	What does Haruhi have to do with what happened three years ago?
context: For now, I'll just give you a summary.\The Agency I belong to includes a number of other espers.\Actually, there are a number of agents planted in this school.\And ever since our creation three years ago...\Everything began three years ago.\Something happened then.\That was when I discovered within me what could only be described as ESP.\What does Haruhi have to do with what happened three years ago? response:	Perhaps this world is but a dream a certain being is seeing...
context: The Agency I belong to includes a number of other espers.\Actually, there are a number of agents planted in this school.\And ever since our creation three years ago...\Everything began three years ago.\Something happened then.\That was when I discovered within me what could only be described as ESP.\What does Haruhi have to do with what happened three years ago?\Perhaps this world is but a dream a certain being is seeing... response:	That is what the higher-ups in the Agency' believe.
context: Actually, there are a number of agents planted in this school.\And ever since our creation three years ago...\Everything began three years ago.\Something happened then.\That was when I discovered within me what could only be described as ESP.\What does Haruhi have to do with what happened three years ago?\Perhaps this world is but a dream a certain being is seeing...\That is what the higher-ups in the Agency' believe. response:	And because it is just a dream...
context: And ever since our creation three years ago...\Everything began three years ago.\Something happened then.\That was when I discovered within me what could only be described as ESP.\What does Haruhi have to do with what happened three years ago?\Perhaps this world is but a dream a certain being is seeing...\That is what the higher-ups in the Agency' believe.\And because it is just a dream... response:	And we know the name of the being who is capable of such acts.
context: Everything began three years ago.\Something happened then.\That was when I discovered within me what could only be described as ESP.\What does Haruhi have to do with what happened three years ago?\Perhaps this world is but a dream a certain being is seeing...\That is what the higher-ups in the Agency' believe.\And because it is just a dream...\And we know the name of the being who is capable of such acts. response:	You mean Haruhi?
context: Something happened then.\That was when I discovered within me what could only be described as ESP.\What does Haruhi have to do with what happened three years ago?\Perhaps this world is but a dream a certain being is seeing...\That is what the higher-ups in the Agency' believe.\And because it is just a dream...\And we know the name of the being who is capable of such acts.\You mean Haruhi? response:	Humans have defined such a being...
context: That was when I discovered within me what could only be described as ESP.\What does Haruhi have to do with what happened three years ago?\Perhaps this world is but a dream a certain being is seeing...\That is what the higher-ups in the Agency' believe.\And because it is just a dream...\And we know the name of the being who is capable of such acts.\You mean Haruhi?\Humans have defined such a being... response:	You've even got people calling you God now, Haruhi.
context: What does Haruhi have to do with what happened three years ago?\Perhaps this world is but a dream a certain being is seeing...\That is what the higher-ups in the Agency' believe.\And because it is just a dream...\And we know the name of the being who is capable of such acts.\You mean Haruhi?\Humans have defined such a being...\You've even got people calling you God now, Haruhi. response:	Look at it this way.
context: Perhaps this world is but a dream a certain being is seeing...\That is what the higher-ups in the Agency' believe.\And because it is just a dream...\And we know the name of the being who is capable of such acts.\You mean Haruhi?\Humans have defined such a being...\You've even got people calling you God now, Haruhi.\Look at it this way. response:	Could espers such as ourselves...
context: That is what the higher-ups in the Agency' believe.\And because it is just a dream...\And we know the name of the being who is capable of such acts.\You mean Haruhi?\Humans have defined such a being...\You've even got people calling you God now, Haruhi.\Look at it this way.\Could espers such as ourselves... response:	This happened because Suzumiya-san wished for it.
context: And because it is just a dream...\And we know the name of the being who is capable of such acts.\You mean Haruhi?\Humans have defined such a being...\You've even got people calling you God now, Haruhi.\Look at it this way.\Could espers such as ourselves...\This happened because Suzumiya-san wished for it. response:	And it probably happened three years ago.
context: And we know the name of the being who is capable of such acts.\You mean Haruhi?\Humans have defined such a being...\You've even got people calling you God now, Haruhi.\Look at it this way.\Could espers such as ourselves...\This happened because Suzumiya-san wished for it.\And it probably happened three years ago. response:	So you're saying that Haruhi remade the world three years ago?
context: You mean Haruhi?\Humans have defined such a being...\You've even got people calling you God now, Haruhi.\Look at it this way.\Could espers such as ourselves...\This happened because Suzumiya-san wished for it.\And it probably happened three years ago.\So you're saying that Haruhi remade the world three years ago? response:	Rather than remade...
context: Humans have defined such a being...\You've even got people calling you God now, Haruhi.\Look at it this way.\Could espers such as ourselves...\This happened because Suzumiya-san wished for it.\And it probably happened three years ago.\So you're saying that Haruhi remade the world three years ago?\Rather than remade... response:	Well, this is but our theory.
context: You've even got people calling you God now, Haruhi.\Look at it this way.\Could espers such as ourselves...\This happened because Suzumiya-san wished for it.\And it probably happened three years ago.\So you're saying that Haruhi remade the world three years ago?\Rather than remade...\Well, this is but our theory. response:	Whatever.
context: Look at it this way.\Could espers such as ourselves...\This happened because Suzumiya-san wished for it.\And it probably happened three years ago.\So you're saying that Haruhi remade the world three years ago?\Rather than remade...\Well, this is but our theory.\Whatever. response:	So. What do you people intend to do with Haruhi?
context: Could espers such as ourselves...\This happened because Suzumiya-san wished for it.\And it probably happened three years ago.\So you're saying that Haruhi remade the world three years ago?\Rather than remade...\Well, this is but our theory.\Whatever.\So. What do you people intend to do with Haruhi? response:	If this world loses the favor of God...
context: This happened because Suzumiya-san wished for it.\And it probably happened three years ago.\So you're saying that Haruhi remade the world three years ago?\Rather than remade...\Well, this is but our theory.\Whatever.\So. What do you people intend to do with Haruhi?\If this world loses the favor of God... response:	I happen to feel some attachment to this world.
context: And it probably happened three years ago.\So you're saying that Haruhi remade the world three years ago?\Rather than remade...\Well, this is but our theory.\Whatever.\So. What do you people intend to do with Haruhi?\If this world loses the favor of God...\I happen to feel some attachment to this world. response:	Why don't you just ask Haruhi?
context: So you're saying that Haruhi remade the world three years ago?\Rather than remade...\Well, this is but our theory.\Whatever.\So. What do you people intend to do with Haruhi?\If this world loses the favor of God...\I happen to feel some attachment to this world.\Why don't you just ask Haruhi? response:	There are those within the Agency who indeed advocate such a measure.
context: Rather than remade...\Well, this is but our theory.\Whatever.\So. What do you people intend to do with Haruhi?\If this world loses the favor of God...\I happen to feel some attachment to this world.\Why don't you just ask Haruhi?\There are those within the Agency who indeed advocate such a measure. response:	As well as diehards who seek to further stimulate her.
context: Well, this is but our theory.\Whatever.\So. What do you people intend to do with Haruhi?\If this world loses the favor of God...\I happen to feel some attachment to this world.\Why don't you just ask Haruhi?\There are those within the Agency who indeed advocate such a measure.\As well as diehards who seek to further stimulate her. response:	However, the majority is of the opinion that we should not interfere.
context: Whatever.\So. What do you people intend to do with Haruhi?\If this world loses the favor of God...\I happen to feel some attachment to this world.\Why don't you just ask Haruhi?\There are those within the Agency who indeed advocate such a measure.\As well as diehards who seek to further stimulate her.\However, the majority is of the opinion that we should not interfere. response:	She has yet to realize her true potential.
context: So. What do you people intend to do with Haruhi?\If this world loses the favor of God...\I happen to feel some attachment to this world.\Why don't you just ask Haruhi?\There are those within the Agency who indeed advocate such a measure.\As well as diehards who seek to further stimulate her.\However, the majority is of the opinion that we should not interfere.\She has yet to realize her true potential. response:	In that case we are of the idea that...
context: If this world loses the favor of God...\I happen to feel some attachment to this world.\Why don't you just ask Haruhi?\There are those within the Agency who indeed advocate such a measure.\As well as diehards who seek to further stimulate her.\However, the majority is of the opinion that we should not interfere.\She has yet to realize her true potential.\In that case we are of the idea that... response:	Let sleeping gods lie, huh...
context: I happen to feel some attachment to this world.\Why don't you just ask Haruhi?\There are those within the Agency who indeed advocate such a measure.\As well as diehards who seek to further stimulate her.\However, the majority is of the opinion that we should not interfere.\She has yet to realize her true potential.\In that case we are of the idea that...\Let sleeping gods lie, huh... response:	Precisely.
context: Why don't you just ask Haruhi?\There are those within the Agency who indeed advocate such a measure.\As well as diehards who seek to further stimulate her.\However, the majority is of the opinion that we should not interfere.\She has yet to realize her true potential.\In that case we are of the idea that...\Let sleeping gods lie, huh...\Precisely. response:	Are you sure you guys aren't the ones dreaming?
context: There are those within the Agency who indeed advocate such a measure.\As well as diehards who seek to further stimulate her.\However, the majority is of the opinion that we should not interfere.\She has yet to realize her true potential.\In that case we are of the idea that...\Let sleeping gods lie, huh...\Precisely.\Are you sure you guys aren't the ones dreaming? response:	That is, of course, a possibility.
context: As well as diehards who seek to further stimulate her.\However, the majority is of the opinion that we should not interfere.\She has yet to realize her true potential.\In that case we are of the idea that...\Let sleeping gods lie, huh...\Precisely.\Are you sure you guys aren't the ones dreaming?\That is, of course, a possibility. response:	However...
context: However, the majority is of the opinion that we should not interfere.\She has yet to realize her true potential.\In that case we are of the idea that...\Let sleeping gods lie, huh...\Precisely.\Are you sure you guys aren't the ones dreaming?\That is, of course, a possibility.\However... response:	Here's a test then.
context: She has yet to realize her true potential.\In that case we are of the idea that...\Let sleeping gods lie, huh...\Precisely.\Are you sure you guys aren't the ones dreaming?\That is, of course, a possibility.\However...\Here's a test then. response:	You said you were an esper, right?
context: In that case we are of the idea that...\Let sleeping gods lie, huh...\Precisely.\Are you sure you guys aren't the ones dreaming?\That is, of course, a possibility.\However...\Here's a test then.\You said you were an esper, right? response:	Show me your power.
context: Let sleeping gods lie, huh...\Precisely.\Are you sure you guys aren't the ones dreaming?\That is, of course, a possibility.\However...\Here's a test then.\You said you were an esper, right?\Show me your power. response:	Then I'll believe you.
context: Precisely.\Are you sure you guys aren't the ones dreaming?\That is, of course, a possibility.\However...\Here's a test then.\You said you were an esper, right?\Show me your power.\Then I'll believe you. response:	For example...
context: Are you sure you guys aren't the ones dreaming?\That is, of course, a possibility.\However...\Here's a test then.\You said you were an esper, right?\Show me your power.\Then I'll believe you.\For example... response:	My power cannot be so easily apprehended.
context: That is, of course, a possibility.\However...\Here's a test then.\You said you were an esper, right?\Show me your power.\Then I'll believe you.\For example...\My power cannot be so easily apprehended. response:	Also, I usually hold no power at all.
context: However...\Here's a test then.\You said you were an esper, right?\Show me your power.\Then I'll believe you.\For example...\My power cannot be so easily apprehended.\Also, I usually hold no power at all. response:	A number of conditions must be met...
context: Here's a test then.\You said you were an esper, right?\Show me your power.\Then I'll believe you.\For example...\My power cannot be so easily apprehended.\Also, I usually hold no power at all.\A number of conditions must be met... response:	As I said at the beginning...
context: You said you were an esper, right?\Show me your power.\Then I'll believe you.\For example...\My power cannot be so easily apprehended.\Also, I usually hold no power at all.\A number of conditions must be met...\As I said at the beginning... response:	Sorry to drag on so long.
context: Show me your power.\Then I'll believe you.\For example...\My power cannot be so easily apprehended.\Also, I usually hold no power at all.\A number of conditions must be met...\As I said at the beginning...\Sorry to drag on so long. response:	I'll excuse myself for today.
context: Then I'll believe you.\For example...\My power cannot be so easily apprehended.\Also, I usually hold no power at all.\A number of conditions must be met...\As I said at the beginning...\Sorry to drag on so long.\I'll excuse myself for today. response:	That's right!
context: For example...\My power cannot be so easily apprehended.\Also, I usually hold no power at all.\A number of conditions must be met...\As I said at the beginning...\Sorry to drag on so long.\I'll excuse myself for today.\That's right! response:	The biggest mystery would be you.
context: My power cannot be so easily apprehended.\Also, I usually hold no power at all.\A number of conditions must be met...\As I said at the beginning...\Sorry to drag on so long.\I'll excuse myself for today.\That's right!\The biggest mystery would be you. response:	Although it's bad form, I investigated a number of things concerning you...
context: Also, I usually hold no power at all.\A number of conditions must be met...\As I said at the beginning...\Sorry to drag on so long.\I'll excuse myself for today.\That's right!\The biggest mystery would be you.\Although it's bad form, I investigated a number of things concerning you... response:	You are an ordinary human.
context: A number of conditions must be met...\As I said at the beginning...\Sorry to drag on so long.\I'll excuse myself for today.\That's right!\The biggest mystery would be you.\Although it's bad form, I investigated a number of things concerning you...\You are an ordinary human. response:	Excuse me!
context: As I said at the beginning...\Sorry to drag on so long.\I'll excuse myself for today.\That's right!\The biggest mystery would be you.\Although it's bad form, I investigated a number of things concerning you...\You are an ordinary human.\Excuse me! response:	You don't have to obediently follow Haruhi's orders.
context: Sorry to drag on so long.\I'll excuse myself for today.\That's right!\The biggest mystery would be you.\Although it's bad form, I investigated a number of things concerning you...\You are an ordinary human.\Excuse me!\You don't have to obediently follow Haruhi's orders. response:	That day...
context: I'll excuse myself for today.\That's right!\The biggest mystery would be you.\Although it's bad form, I investigated a number of things concerning you...\You are an ordinary human.\Excuse me!\You don't have to obediently follow Haruhi's orders.\That day... response:	CHIEF
