context: Gonna go there? response:	Class 2-F
context: S-See you later.\Y-Yeah.\Bye-bye, Hikki.\If it's a choice both Yukinoshita and Yuigahama can live with,\I'm fine with that.\But...\And Then, Yuigahama Yui Makes a Declaration.\05 The Scent of Tea Doesn't Fill That Room Anymore. response:	Let's see...
context: Y-Yeah.\Bye-bye, Hikki.\If it's a choice both Yukinoshita and Yuigahama can live with,\I'm fine with that.\But...\And Then, Yuigahama Yui Makes a Declaration.\05 The Scent of Tea Doesn't Fill That Room Anymore.\Let's see... response:	Milano-style doria, peperoncino, and the drink bar...
context: Bye-bye, Hikki.\If it's a choice both Yukinoshita and Yuigahama can live with,\I'm fine with that.\But...\And Then, Yuigahama Yui Makes a Declaration.\05 The Scent of Tea Doesn't Fill That Room Anymore.\Let's see...\Milano-style doria, peperoncino, and the drink bar... response:	And chicken wings!
context: If it's a choice both Yukinoshita and Yuigahama can live with,\I'm fine with that.\But...\And Then, Yuigahama Yui Makes a Declaration.\05 The Scent of Tea Doesn't Fill That Room Anymore.\Let's see...\Milano-style doria, peperoncino, and the drink bar...\And chicken wings! response:	You're getting too much.
context: I'm fine with that.\But...\And Then, Yuigahama Yui Makes a Declaration.\05 The Scent of Tea Doesn't Fill That Room Anymore.\Let's see...\Milano-style doria, peperoncino, and the drink bar...\And chicken wings!\You're getting too much. response:	Well, what's great about Saize is the reasonable prices and classic good taste!
context: But...\And Then, Yuigahama Yui Makes a Declaration.\05 The Scent of Tea Doesn't Fill That Room Anymore.\Let's see...\Milano-style doria, peperoncino, and the drink bar...\And chicken wings!\You're getting too much.\Well, what's great about Saize is the reasonable prices and classic good taste! response:	That's right! Saize is the greatest, right?
context: And Then, Yuigahama Yui Makes a Declaration.\05 The Scent of Tea Doesn't Fill That Room Anymore.\Let's see...\Milano-style doria, peperoncino, and the drink bar...\And chicken wings!\You're getting too much.\Well, what's great about Saize is the reasonable prices and classic good taste!\That's right! Saize is the greatest, right? response:	Ah, I'll have the focaccia and the drink bar.
context: 05 The Scent of Tea Doesn't Fill That Room Anymore.\Let's see...\Milano-style doria, peperoncino, and the drink bar...\And chicken wings!\You're getting too much.\Well, what's great about Saize is the reasonable prices and classic good taste!\That's right! Saize is the greatest, right?\Ah, I'll have the focaccia and the drink bar. response:	Is that enough?
context: Let's see...\Milano-style doria, peperoncino, and the drink bar...\And chicken wings!\You're getting too much.\Well, what's great about Saize is the reasonable prices and classic good taste!\That's right! Saize is the greatest, right?\Ah, I'll have the focaccia and the drink bar.\Is that enough? response:	Sure. Focaccia is really good with sweet syrup on it.
context: Milano-style doria, peperoncino, and the drink bar...\And chicken wings!\You're getting too much.\Well, what's great about Saize is the reasonable prices and classic good taste!\That's right! Saize is the greatest, right?\Ah, I'll have the focaccia and the drink bar.\Is that enough?\Sure. Focaccia is really good with sweet syrup on it. response:	What?! That sounds delicious! I think I'll have that, too!
context: And chicken wings!\You're getting too much.\Well, what's great about Saize is the reasonable prices and classic good taste!\That's right! Saize is the greatest, right?\Ah, I'll have the focaccia and the drink bar.\Is that enough?\Sure. Focaccia is really good with sweet syrup on it.\What?! That sounds delicious! I think I'll have that, too! response:	Oh, and...
context: You're getting too much.\Well, what's great about Saize is the reasonable prices and classic good taste!\That's right! Saize is the greatest, right?\Ah, I'll have the focaccia and the drink bar.\Is that enough?\Sure. Focaccia is really good with sweet syrup on it.\What?! That sounds delicious! I think I'll have that, too!\Oh, and... response:	Chorizo Prosciutto!
context: Well, what's great about Saize is the reasonable prices and classic good taste!\That's right! Saize is the greatest, right?\Ah, I'll have the focaccia and the drink bar.\Is that enough?\Sure. Focaccia is really good with sweet syrup on it.\What?! That sounds delicious! I think I'll have that, too!\Oh, and...\Chorizo Prosciutto! response:	Is that a finishing move?!
