context: How long are you gonna stay here, Dad? response:	I dunno. You'd be sad if I left, right, Sota?
context: Wow, she got quiet.\You scared of us?\We're not scary.\C'mon, say something.\At least tell us what your first name is!\C'mon, what's your name?\Hey, uh... wanna head home?\Yeah. response:	Good idea.
context: You scared of us?\We're not scary.\C'mon, say something.\At least tell us what your first name is!\C'mon, what's your name?\Hey, uh... wanna head home?\Yeah.\Good idea. response:	I was just trying to think of what to say...
context: We're not scary.\C'mon, say something.\At least tell us what your first name is!\C'mon, what's your name?\Hey, uh... wanna head home?\Yeah.\Good idea.\I was just trying to think of what to say... response:	Do guys make you uncomfortable, Sawada?
context: C'mon, say something.\At least tell us what your first name is!\C'mon, what's your name?\Hey, uh... wanna head home?\Yeah.\Good idea.\I was just trying to think of what to say...\Do guys make you uncomfortable, Sawada? response:	Kinda.
context: At least tell us what your first name is!\C'mon, what's your name?\Hey, uh... wanna head home?\Yeah.\Good idea.\I was just trying to think of what to say...\Do guys make you uncomfortable, Sawada?\Kinda. response:	You know, I'm also a guy...
context: C'mon, what's your name?\Hey, uh... wanna head home?\Yeah.\Good idea.\I was just trying to think of what to say...\Do guys make you uncomfortable, Sawada?\Kinda.\You know, I'm also a guy... response:	Man, Hori-senpai sure is late!
context: Hey, uh... wanna head home?\Yeah.\Good idea.\I was just trying to think of what to say...\Do guys make you uncomfortable, Sawada?\Kinda.\You know, I'm also a guy...\Man, Hori-senpai sure is late! response:	I knew it!
context: Yeah.\Good idea.\I was just trying to think of what to say...\Do guys make you uncomfortable, Sawada?\Kinda.\You know, I'm also a guy...\Man, Hori-senpai sure is late!\I knew it! response:	Sorry that took so long!
context: Good idea.\I was just trying to think of what to say...\Do guys make you uncomfortable, Sawada?\Kinda.\You know, I'm also a guy...\Man, Hori-senpai sure is late!\I knew it!\Sorry that took so long! response:	I've taken a bath at Hori-san's house!
context: I was just trying to think of what to say...\Do guys make you uncomfortable, Sawada?\Kinda.\You know, I'm also a guy...\Man, Hori-senpai sure is late!\I knew it!\Sorry that took so long!\I've taken a bath at Hori-san's house! response:	What?! Then I'm gonna do that, too!
context: Do guys make you uncomfortable, Sawada?\Kinda.\You know, I'm also a guy...\Man, Hori-senpai sure is late!\I knew it!\Sorry that took so long!\I've taken a bath at Hori-san's house!\What?! Then I'm gonna do that, too! response:	You're not allowed!
context: Kinda.\You know, I'm also a guy...\Man, Hori-senpai sure is late!\I knew it!\Sorry that took so long!\I've taken a bath at Hori-san's house!\What?! Then I'm gonna do that, too!\You're not allowed! response:	Says you!
context: You know, I'm also a guy...\Man, Hori-senpai sure is late!\I knew it!\Sorry that took so long!\I've taken a bath at Hori-san's house!\What?! Then I'm gonna do that, too!\You're not allowed!\Says you! response:	-S-Someone, help...
context: Man, Hori-senpai sure is late!\I knew it!\Sorry that took so long!\I've taken a bath at Hori-san's house!\What?! Then I'm gonna do that, too!\You're not allowed!\Says you!\-S-Someone, help... response:	-Can we finish watching this later? -S-Someone, help...
context: I knew it!\Sorry that took so long!\I've taken a bath at Hori-san's house!\What?! Then I'm gonna do that, too!\You're not allowed!\Says you!\-S-Someone, help...\-Can we finish watching this later? -S-Someone, help... response:	-Can we finish watching this later?
context: Sorry that took so long!\I've taken a bath at Hori-san's house!\What?! Then I'm gonna do that, too!\You're not allowed!\Says you!\-S-Someone, help...\-Can we finish watching this later? -S-Someone, help...\-Can we finish watching this later? response:	No, I gotta return it tomorrow.
context: I've taken a bath at Hori-san's house!\What?! Then I'm gonna do that, too!\You're not allowed!\Says you!\-S-Someone, help...\-Can we finish watching this later? -S-Someone, help...\-Can we finish watching this later?\No, I gotta return it tomorrow. response:	Horror movies really freak me out.
context: What?! Then I'm gonna do that, too!\You're not allowed!\Says you!\-S-Someone, help...\-Can we finish watching this later? -S-Someone, help...\-Can we finish watching this later?\No, I gotta return it tomorrow.\Horror movies really freak me out. response:	I can't believe my own daughter would bully me like this...
context: You're not allowed!\Says you!\-S-Someone, help...\-Can we finish watching this later? -S-Someone, help...\-Can we finish watching this later?\No, I gotta return it tomorrow.\Horror movies really freak me out.\I can't believe my own daughter would bully me like this... response:	It's okay, they scare me, too.
context: Says you!\-S-Someone, help...\-Can we finish watching this later? -S-Someone, help...\-Can we finish watching this later?\No, I gotta return it tomorrow.\Horror movies really freak me out.\I can't believe my own daughter would bully me like this...\It's okay, they scare me, too. response:	This whole series is about a girl planning to murder her father!
context: -S-Someone, help...\-Can we finish watching this later? -S-Someone, help...\-Can we finish watching this later?\No, I gotta return it tomorrow.\Horror movies really freak me out.\I can't believe my own daughter would bully me like this...\It's okay, they scare me, too.\This whole series is about a girl planning to murder her father! response:	You're reading too much into this.
context: -Can we finish watching this later? -S-Someone, help...\-Can we finish watching this later?\No, I gotta return it tomorrow.\Horror movies really freak me out.\I can't believe my own daughter would bully me like this...\It's okay, they scare me, too.\This whole series is about a girl planning to murder her father!\You're reading too much into this. response:	Do you really like this movie that much, Hori?
context: -Can we finish watching this later?\No, I gotta return it tomorrow.\Horror movies really freak me out.\I can't believe my own daughter would bully me like this...\It's okay, they scare me, too.\This whole series is about a girl planning to murder her father!\You're reading too much into this.\Do you really like this movie that much, Hori? response:	Man, I so relate to this main character.
context: No, I gotta return it tomorrow.\Horror movies really freak me out.\I can't believe my own daughter would bully me like this...\It's okay, they scare me, too.\This whole series is about a girl planning to murder her father!\You're reading too much into this.\Do you really like this movie that much, Hori?\Man, I so relate to this main character. response:	Their relationship's a lost cause.
context: Horror movies really freak me out.\I can't believe my own daughter would bully me like this...\It's okay, they scare me, too.\This whole series is about a girl planning to murder her father!\You're reading too much into this.\Do you really like this movie that much, Hori?\Man, I so relate to this main character.\Their relationship's a lost cause. response:	All this time, I sucked it up and took it.
context: I can't believe my own daughter would bully me like this...\It's okay, they scare me, too.\This whole series is about a girl planning to murder her father!\You're reading too much into this.\Do you really like this movie that much, Hori?\Man, I so relate to this main character.\Their relationship's a lost cause.\All this time, I sucked it up and took it. response:	But not anymore!
context: It's okay, they scare me, too.\This whole series is about a girl planning to murder her father!\You're reading too much into this.\Do you really like this movie that much, Hori?\Man, I so relate to this main character.\Their relationship's a lost cause.\All this time, I sucked it up and took it.\But not anymore! response:	I'm gonna go buy smokes! Don't come looking for me!
context: This whole series is about a girl planning to murder her father!\You're reading too much into this.\Do you really like this movie that much, Hori?\Man, I so relate to this main character.\Their relationship's a lost cause.\All this time, I sucked it up and took it.\But not anymore!\I'm gonna go buy smokes! Don't come looking for me! response:	Hey, Miyamura.
context: You're reading too much into this.\Do you really like this movie that much, Hori?\Man, I so relate to this main character.\Their relationship's a lost cause.\All this time, I sucked it up and took it.\But not anymore!\I'm gonna go buy smokes! Don't come looking for me!\Hey, Miyamura. response:	You never make any moves on me, huh.
context: Do you really like this movie that much, Hori?\Man, I so relate to this main character.\Their relationship's a lost cause.\All this time, I sucked it up and took it.\But not anymore!\I'm gonna go buy smokes! Don't come looking for me!\Hey, Miyamura.\You never make any moves on me, huh. response:	Huh? What?
context: Man, I so relate to this main character.\Their relationship's a lost cause.\All this time, I sucked it up and took it.\But not anymore!\I'm gonna go buy smokes! Don't come looking for me!\Hey, Miyamura.\You never make any moves on me, huh.\Huh? What? response:	Do you want me to?
context: Their relationship's a lost cause.\All this time, I sucked it up and took it.\But not anymore!\I'm gonna go buy smokes! Don't come looking for me!\Hey, Miyamura.\You never make any moves on me, huh.\Huh? What?\Do you want me to? response:	She's the one who said it, but now she's all embarrassed.
context: All this time, I sucked it up and took it.\But not anymore!\I'm gonna go buy smokes! Don't come looking for me!\Hey, Miyamura.\You never make any moves on me, huh.\Huh? What?\Do you want me to?\She's the one who said it, but now she's all embarrassed. response:	What's so funny?!
context: But not anymore!\I'm gonna go buy smokes! Don't come looking for me!\Hey, Miyamura.\You never make any moves on me, huh.\Huh? What?\Do you want me to?\She's the one who said it, but now she's all embarrassed.\What's so funny?! response:	Nothing, just thought you were being really cute.
context: I'm gonna go buy smokes! Don't come looking for me!\Hey, Miyamura.\You never make any moves on me, huh.\Huh? What?\Do you want me to?\She's the one who said it, but now she's all embarrassed.\What's so funny?!\Nothing, just thought you were being really cute. response:	What?!
context: Hey, Miyamura.\You never make any moves on me, huh.\Huh? What?\Do you want me to?\She's the one who said it, but now she's all embarrassed.\What's so funny?!\Nothing, just thought you were being really cute.\What?! response:	Hori-san, what kind of moves do you want me to make?
context: You never make any moves on me, huh.\Huh? What?\Do you want me to?\She's the one who said it, but now she's all embarrassed.\What's so funny?!\Nothing, just thought you were being really cute.\What?!\Hori-san, what kind of moves do you want me to make? response:	W-Well, I...
context: Huh? What?\Do you want me to?\She's the one who said it, but now she's all embarrassed.\What's so funny?!\Nothing, just thought you were being really cute.\What?!\Hori-san, what kind of moves do you want me to make?\W-Well, I... response:	Miya-
context: Do you want me to?\She's the one who said it, but now she's all embarrassed.\What's so funny?!\Nothing, just thought you were being really cute.\What?!\Hori-san, what kind of moves do you want me to make?\W-Well, I...\Miya- response:	Kyoko-chan! You got any change?
context: She's the one who said it, but now she's all embarrassed.\What's so funny?!\Nothing, just thought you were being really cute.\What?!\Hori-san, what kind of moves do you want me to make?\W-Well, I...\Miya-\Kyoko-chan! You got any change? response:	Man, how embarrassing! I totally forgot my wallet!
context: What's so funny?!\Nothing, just thought you were being really cute.\What?!\Hori-san, what kind of moves do you want me to make?\W-Well, I...\Miya-\Kyoko-chan! You got any change?\Man, how embarrassing! I totally forgot my wallet! response:	What's up, Kyoko?
context: Nothing, just thought you were being really cute.\What?!\Hori-san, what kind of moves do you want me to make?\W-Well, I...\Miya-\Kyoko-chan! You got any change?\Man, how embarrassing! I totally forgot my wallet!\What's up, Kyoko? response:	Ow, ow! Owie!
context: What?!\Hori-san, what kind of moves do you want me to make?\W-Well, I...\Miya-\Kyoko-chan! You got any change?\Man, how embarrassing! I totally forgot my wallet!\What's up, Kyoko?\Ow, ow! Owie! response:	What, did I interrupt something goin' on in here? Am I a third wheel?
context: Hori-san, what kind of moves do you want me to make?\W-Well, I...\Miya-\Kyoko-chan! You got any change?\Man, how embarrassing! I totally forgot my wallet!\What's up, Kyoko?\Ow, ow! Owie!\What, did I interrupt something goin' on in here? Am I a third wheel? response:	Yes.
context: W-Well, I...\Miya-\Kyoko-chan! You got any change?\Man, how embarrassing! I totally forgot my wallet!\What's up, Kyoko?\Ow, ow! Owie!\What, did I interrupt something goin' on in here? Am I a third wheel?\Yes. response:	Let's reenact that scene from the movie.
context: Miya-\Kyoko-chan! You got any change?\Man, how embarrassing! I totally forgot my wallet!\What's up, Kyoko?\Ow, ow! Owie!\What, did I interrupt something goin' on in here? Am I a third wheel?\Yes.\Let's reenact that scene from the movie. response:	Miyamura-kun, help me!
context: Kyoko-chan! You got any change?\Man, how embarrassing! I totally forgot my wallet!\What's up, Kyoko?\Ow, ow! Owie!\What, did I interrupt something goin' on in here? Am I a third wheel?\Yes.\Let's reenact that scene from the movie.\Miyamura-kun, help me! response:	We're gonna marathon all three movies! No bathroom breaks!
context: Man, how embarrassing! I totally forgot my wallet!\What's up, Kyoko?\Ow, ow! Owie!\What, did I interrupt something goin' on in here? Am I a third wheel?\Yes.\Let's reenact that scene from the movie.\Miyamura-kun, help me!\We're gonna marathon all three movies! No bathroom breaks! response:	You're Here, I'm Here
