context: - Ryuko! response:	Are you all right?!
context: and that force scatters new seeds through space.\That is how they continue to reproduce across the universe.\Good grief, talk about making things up out of whole cloth...\There you go again.\Why do you keep blurting out dumb puns that\we've been restraining ourselves from saying?\I've had just about enough of your lack of tact, you stupid Northern Kanto monkey!\Mock Northern Kanto once more, I'll mix you up with limewater and boil you! response:	Now, now, what's with all the yakking about konnyaku?
context: That is how they continue to reproduce across the universe.\Good grief, talk about making things up out of whole cloth...\There you go again.\Why do you keep blurting out dumb puns that\we've been restraining ourselves from saying?\I've had just about enough of your lack of tact, you stupid Northern Kanto monkey!\Mock Northern Kanto once more, I'll mix you up with limewater and boil you!\Now, now, what's with all the yakking about konnyaku? response:	That's enough, you two!
context: Good grief, talk about making things up out of whole cloth...\There you go again.\Why do you keep blurting out dumb puns that\we've been restraining ourselves from saying?\I've had just about enough of your lack of tact, you stupid Northern Kanto monkey!\Mock Northern Kanto once more, I'll mix you up with limewater and boil you!\Now, now, what's with all the yakking about konnyaku?\That's enough, you two! response:	Behave yourselves in front of Lady Satsuki!
context: There you go again.\Why do you keep blurting out dumb puns that\we've been restraining ourselves from saying?\I've had just about enough of your lack of tact, you stupid Northern Kanto monkey!\Mock Northern Kanto once more, I'll mix you up with limewater and boil you!\Now, now, what's with all the yakking about konnyaku?\That's enough, you two!\Behave yourselves in front of Lady Satsuki! response:	Don't worry about it, Gamagoori.
context: Why do you keep blurting out dumb puns that\we've been restraining ourselves from saying?\I've had just about enough of your lack of tact, you stupid Northern Kanto monkey!\Mock Northern Kanto once more, I'll mix you up with limewater and boil you!\Now, now, what's with all the yakking about konnyaku?\That's enough, you two!\Behave yourselves in front of Lady Satsuki!\Don't worry about it, Gamagoori. response:	Hearing you two bicker makes me feel like I have truly come home.
context: we've been restraining ourselves from saying?\I've had just about enough of your lack of tact, you stupid Northern Kanto monkey!\Mock Northern Kanto once more, I'll mix you up with limewater and boil you!\Now, now, what's with all the yakking about konnyaku?\That's enough, you two!\Behave yourselves in front of Lady Satsuki!\Don't worry about it, Gamagoori.\Hearing you two bicker makes me feel like I have truly come home. response:	Yes, ma'am!
context: I've had just about enough of your lack of tact, you stupid Northern Kanto monkey!\Mock Northern Kanto once more, I'll mix you up with limewater and boil you!\Now, now, what's with all the yakking about konnyaku?\That's enough, you two!\Behave yourselves in front of Lady Satsuki!\Don't worry about it, Gamagoori.\Hearing you two bicker makes me feel like I have truly come home.\Yes, ma'am! response:	Okay, I've managed to hack into REVOCS' communications satellites.
context: Mock Northern Kanto once more, I'll mix you up with limewater and boil you!\Now, now, what's with all the yakking about konnyaku?\That's enough, you two!\Behave yourselves in front of Lady Satsuki!\Don't worry about it, Gamagoori.\Hearing you two bicker makes me feel like I have truly come home.\Yes, ma'am!\Okay, I've managed to hack into REVOCS' communications satellites. response:	I'll put up a video feed of the Original Life Fiber.
context: Now, now, what's with all the yakking about konnyaku?\That's enough, you two!\Behave yourselves in front of Lady Satsuki!\Don't worry about it, Gamagoori.\Hearing you two bicker makes me feel like I have truly come home.\Yes, ma'am!\Okay, I've managed to hack into REVOCS' communications satellites.\I'll put up a video feed of the Original Life Fiber. response:	They've beefed up their security, so their cameras are all I can get a peek at.
context: That's enough, you two!\Behave yourselves in front of Lady Satsuki!\Don't worry about it, Gamagoori.\Hearing you two bicker makes me feel like I have truly come home.\Yes, ma'am!\Okay, I've managed to hack into REVOCS' communications satellites.\I'll put up a video feed of the Original Life Fiber.\They've beefed up their security, so their cameras are all I can get a peek at. response:	Ragyo...
context: Behave yourselves in front of Lady Satsuki!\Don't worry about it, Gamagoori.\Hearing you two bicker makes me feel like I have truly come home.\Yes, ma'am!\Okay, I've managed to hack into REVOCS' communications satellites.\I'll put up a video feed of the Original Life Fiber.\They've beefed up their security, so their cameras are all I can get a peek at.\Ragyo... response:	Original Life Fiber's destination, Honnouji Academy.
context: Don't worry about it, Gamagoori.\Hearing you two bicker makes me feel like I have truly come home.\Yes, ma'am!\Okay, I've managed to hack into REVOCS' communications satellites.\I'll put up a video feed of the Original Life Fiber.\They've beefed up their security, so their cameras are all I can get a peek at.\Ragyo...\Original Life Fiber's destination, Honnouji Academy. response:	Exactly as expected.
context: Hearing you two bicker makes me feel like I have truly come home.\Yes, ma'am!\Okay, I've managed to hack into REVOCS' communications satellites.\I'll put up a video feed of the Original Life Fiber.\They've beefed up their security, so their cameras are all I can get a peek at.\Ragyo...\Original Life Fiber's destination, Honnouji Academy.\Exactly as expected. response:	Honnouji Academy?
context: Yes, ma'am!\Okay, I've managed to hack into REVOCS' communications satellites.\I'll put up a video feed of the Original Life Fiber.\They've beefed up their security, so their cameras are all I can get a peek at.\Ragyo...\Original Life Fiber's destination, Honnouji Academy.\Exactly as expected.\Honnouji Academy? response:	That's right.
context: Okay, I've managed to hack into REVOCS' communications satellites.\I'll put up a video feed of the Original Life Fiber.\They've beefed up their security, so their cameras are all I can get a peek at.\Ragyo...\Original Life Fiber's destination, Honnouji Academy.\Exactly as expected.\Honnouji Academy?\That's right. response:	By attaching the Original Life Fiber to the massive
context: I'll put up a video feed of the Original Life Fiber.\They've beefed up their security, so their cameras are all I can get a peek at.\Ragyo...\Original Life Fiber's destination, Honnouji Academy.\Exactly as expected.\Honnouji Academy?\That's right.\By attaching the Original Life Fiber to the massive response:	transmitter installed at Honnouji Academy,
context: They've beefed up their security, so their cameras are all I can get a peek at.\Ragyo...\Original Life Fiber's destination, Honnouji Academy.\Exactly as expected.\Honnouji Academy?\That's right.\By attaching the Original Life Fiber to the massive\transmitter installed at Honnouji Academy, response:	she can send out the signal to transform all humanity into Life Fibers.
context: Ragyo...\Original Life Fiber's destination, Honnouji Academy.\Exactly as expected.\Honnouji Academy?\That's right.\By attaching the Original Life Fiber to the massive\transmitter installed at Honnouji Academy,\she can send out the signal to transform all humanity into Life Fibers. response:	So to stop her plan, we just need to smash that transmitter, then.
context: Original Life Fiber's destination, Honnouji Academy.\Exactly as expected.\Honnouji Academy?\That's right.\By attaching the Original Life Fiber to the massive\transmitter installed at Honnouji Academy,\she can send out the signal to transform all humanity into Life Fibers.\So to stop her plan, we just need to smash that transmitter, then. response:	Oh, there is one unexpected item, though.
context: Exactly as expected.\Honnouji Academy?\That's right.\By attaching the Original Life Fiber to the massive\transmitter installed at Honnouji Academy,\she can send out the signal to transform all humanity into Life Fibers.\So to stop her plan, we just need to smash that transmitter, then.\Oh, there is one unexpected item, though. response:	What is it?
context: Honnouji Academy?\That's right.\By attaching the Original Life Fiber to the massive\transmitter installed at Honnouji Academy,\she can send out the signal to transform all humanity into Life Fibers.\So to stop her plan, we just need to smash that transmitter, then.\Oh, there is one unexpected item, though.\What is it? response:	These missiles that are about to strike this ship.
context: That's right.\By attaching the Original Life Fiber to the massive\transmitter installed at Honnouji Academy,\she can send out the signal to transform all humanity into Life Fibers.\So to stop her plan, we just need to smash that transmitter, then.\Oh, there is one unexpected item, though.\What is it?\These missiles that are about to strike this ship. response:	Report stuff like that right away, darn it!
context: By attaching the Original Life Fiber to the massive\transmitter installed at Honnouji Academy,\she can send out the signal to transform all humanity into Life Fibers.\So to stop her plan, we just need to smash that transmitter, then.\Oh, there is one unexpected item, though.\What is it?\These missiles that are about to strike this ship.\Report stuff like that right away, darn it! response:	Mr. Mikisugi.
context: transmitter installed at Honnouji Academy,\she can send out the signal to transform all humanity into Life Fibers.\So to stop her plan, we just need to smash that transmitter, then.\Oh, there is one unexpected item, though.\What is it?\These missiles that are about to strike this ship.\Report stuff like that right away, darn it!\Mr. Mikisugi. response:	Mister?!
context: she can send out the signal to transform all humanity into Life Fibers.\So to stop her plan, we just need to smash that transmitter, then.\Oh, there is one unexpected item, though.\What is it?\These missiles that are about to strike this ship.\Report stuff like that right away, darn it!\Mr. Mikisugi.\Mister?! response:	I'd like to put you in command of the operation.
context: So to stop her plan, we just need to smash that transmitter, then.\Oh, there is one unexpected item, though.\What is it?\These missiles that are about to strike this ship.\Report stuff like that right away, darn it!\Mr. Mikisugi.\Mister?!\I'd like to put you in command of the operation. response:	M-Me?
context: Oh, there is one unexpected item, though.\What is it?\These missiles that are about to strike this ship.\Report stuff like that right away, darn it!\Mr. Mikisugi.\Mister?!\I'd like to put you in command of the operation.\M-Me? response:	I will go with Ryuko to stop Ragyo.
context: What is it?\These missiles that are about to strike this ship.\Report stuff like that right away, darn it!\Mr. Mikisugi.\Mister?!\I'd like to put you in command of the operation.\M-Me?\I will go with Ryuko to stop Ragyo. response:	It is inappropriate for someone on the front lines to be in command.
context: These missiles that are about to strike this ship.\Report stuff like that right away, darn it!\Mr. Mikisugi.\Mister?!\I'd like to put you in command of the operation.\M-Me?\I will go with Ryuko to stop Ragyo.\It is inappropriate for someone on the front lines to be in command. response:	Ah, I follow you.
context: Report stuff like that right away, darn it!\Mr. Mikisugi.\Mister?!\I'd like to put you in command of the operation.\M-Me?\I will go with Ryuko to stop Ragyo.\It is inappropriate for someone on the front lines to be in command.\Ah, I follow you. response:	Elite Four, is that clear?
context: Mr. Mikisugi.\Mister?!\I'd like to put you in command of the operation.\M-Me?\I will go with Ryuko to stop Ragyo.\It is inappropriate for someone on the front lines to be in command.\Ah, I follow you.\Elite Four, is that clear? response:	Yes, ma'am.
context: Mister?!\I'd like to put you in command of the operation.\M-Me?\I will go with Ryuko to stop Ragyo.\It is inappropriate for someone on the front lines to be in command.\Ah, I follow you.\Elite Four, is that clear?\Yes, ma'am. response:	All right, we'll see to the destruction of the Honnouji Academy transmitter,
context: I'd like to put you in command of the operation.\M-Me?\I will go with Ryuko to stop Ragyo.\It is inappropriate for someone on the front lines to be in command.\Ah, I follow you.\Elite Four, is that clear?\Yes, ma'am.\All right, we'll see to the destruction of the Honnouji Academy transmitter, response:	and Satsuki and Ryuko
context: M-Me?\I will go with Ryuko to stop Ragyo.\It is inappropriate for someone on the front lines to be in command.\Ah, I follow you.\Elite Four, is that clear?\Yes, ma'am.\All right, we'll see to the destruction of the Honnouji Academy transmitter,\and Satsuki and Ryuko response:	will keep Ragyo Kiryuin and the Original Life Fiber occupied!
context: I will go with Ryuko to stop Ragyo.\It is inappropriate for someone on the front lines to be in command.\Ah, I follow you.\Elite Four, is that clear?\Yes, ma'am.\All right, we'll see to the destruction of the Honnouji Academy transmitter,\and Satsuki and Ryuko\will keep Ragyo Kiryuin and the Original Life Fiber occupied! response:	All hands to your posts!
context: It is inappropriate for someone on the front lines to be in command.\Ah, I follow you.\Elite Four, is that clear?\Yes, ma'am.\All right, we'll see to the destruction of the Honnouji Academy transmitter,\and Satsuki and Ryuko\will keep Ragyo Kiryuin and the Original Life Fiber occupied!\All hands to your posts! response:	There you go again, telling people what to do.
context: Ah, I follow you.\Elite Four, is that clear?\Yes, ma'am.\All right, we'll see to the destruction of the Honnouji Academy transmitter,\and Satsuki and Ryuko\will keep Ragyo Kiryuin and the Original Life Fiber occupied!\All hands to your posts!\There you go again, telling people what to do. response:	You aren't going?
context: Elite Four, is that clear?\Yes, ma'am.\All right, we'll see to the destruction of the Honnouji Academy transmitter,\and Satsuki and Ryuko\will keep Ragyo Kiryuin and the Original Life Fiber occupied!\All hands to your posts!\There you go again, telling people what to do.\You aren't going? response:	Can you go?
context: Yes, ma'am.\All right, we'll see to the destruction of the Honnouji Academy transmitter,\and Satsuki and Ryuko\will keep Ragyo Kiryuin and the Original Life Fiber occupied!\All hands to your posts!\There you go again, telling people what to do.\You aren't going?\Can you go? response:	I have no choice.
context: All right, we'll see to the destruction of the Honnouji Academy transmitter,\and Satsuki and Ryuko\will keep Ragyo Kiryuin and the Original Life Fiber occupied!\All hands to your posts!\There you go again, telling people what to do.\You aren't going?\Can you go?\I have no choice. response:	Hurry up and get changed, then.
context: and Satsuki and Ryuko\will keep Ragyo Kiryuin and the Original Life Fiber occupied!\All hands to your posts!\There you go again, telling people what to do.\You aren't going?\Can you go?\I have no choice.\Hurry up and get changed, then. response:	Lady Ryuko, please look after your sister.
context: will keep Ragyo Kiryuin and the Original Life Fiber occupied!\All hands to your posts!\There you go again, telling people what to do.\You aren't going?\Can you go?\I have no choice.\Hurry up and get changed, then.\Lady Ryuko, please look after your sister. response:	I know.
context: All hands to your posts!\There you go again, telling people what to do.\You aren't going?\Can you go?\I have no choice.\Hurry up and get changed, then.\Lady Ryuko, please look after your sister.\I know. response:	Let's do this, Si Sis...
context: There you go again, telling people what to do.\You aren't going?\Can you go?\I have no choice.\Hurry up and get changed, then.\Lady Ryuko, please look after your sister.\I know.\Let's do this, Si Sis... response:	There's no need to force a pretend sisterly bond.
context: You aren't going?\Can you go?\I have no choice.\Hurry up and get changed, then.\Lady Ryuko, please look after your sister.\I know.\Let's do this, Si Sis...\There's no need to force a pretend sisterly bond. response:	Your blood is flowing through Junketsu. That's more than enough.
context: Can you go?\I have no choice.\Hurry up and get changed, then.\Lady Ryuko, please look after your sister.\I know.\Let's do this, Si Sis...\There's no need to force a pretend sisterly bond.\Your blood is flowing through Junketsu. That's more than enough. response:	It is?
context: I have no choice.\Hurry up and get changed, then.\Lady Ryuko, please look after your sister.\I know.\Let's do this, Si Sis...\There's no need to force a pretend sisterly bond.\Your blood is flowing through Junketsu. That's more than enough.\It is? response:	Yes.
context: Hurry up and get changed, then.\Lady Ryuko, please look after your sister.\I know.\Let's do this, Si Sis...\There's no need to force a pretend sisterly bond.\Your blood is flowing through Junketsu. That's more than enough.\It is?\Yes. response:	You two...
context: Lady Ryuko, please look after your sister.\I know.\Let's do this, Si Sis...\There's no need to force a pretend sisterly bond.\Your blood is flowing through Junketsu. That's more than enough.\It is?\Yes.\You two... response:	You can get maudlin later, Senketsu.
context: I know.\Let's do this, Si Sis...\There's no need to force a pretend sisterly bond.\Your blood is flowing through Junketsu. That's more than enough.\It is?\Yes.\You two...\You can get maudlin later, Senketsu. response:	Let's do it!
context: Let's do this, Si Sis...\There's no need to force a pretend sisterly bond.\Your blood is flowing through Junketsu. That's more than enough.\It is?\Yes.\You two...\You can get maudlin later, Senketsu.\Let's do it! response:	- Life Fiber Synchronize, Kamui Senketsu! - Life Fiber Override, Kamui Junketsu!
context: There's no need to force a pretend sisterly bond.\Your blood is flowing through Junketsu. That's more than enough.\It is?\Yes.\You two...\You can get maudlin later, Senketsu.\Let's do it!\- Life Fiber Synchronize, Kamui Senketsu! - Life Fiber Override, Kamui Junketsu! response:	KAMUI SENKETSU KAMUI JUNKETSU
context: Your blood is flowing through Junketsu. That's more than enough.\It is?\Yes.\You two...\You can get maudlin later, Senketsu.\Let's do it!\- Life Fiber Synchronize, Kamui Senketsu! - Life Fiber Override, Kamui Junketsu!\KAMUI SENKETSU KAMUI JUNKETSU response:	Ryuko.
context: It is?\Yes.\You two...\You can get maudlin later, Senketsu.\Let's do it!\- Life Fiber Synchronize, Kamui Senketsu! - Life Fiber Override, Kamui Junketsu!\KAMUI SENKETSU KAMUI JUNKETSU\Ryuko. response:	I see'em.
context: Yes.\You two...\You can get maudlin later, Senketsu.\Let's do it!\- Life Fiber Synchronize, Kamui Senketsu! - Life Fiber Override, Kamui Junketsu!\KAMUI SENKETSU KAMUI JUNKETSU\Ryuko.\I see'em. response:	Senketsu Shippu!
context: You two...\You can get maudlin later, Senketsu.\Let's do it!\- Life Fiber Synchronize, Kamui Senketsu! - Life Fiber Override, Kamui Junketsu!\KAMUI SENKETSU KAMUI JUNKETSU\Ryuko.\I see'em.\Senketsu Shippu! response:	SENKETSU SHIPPU
context: You can get maudlin later, Senketsu.\Let's do it!\- Life Fiber Synchronize, Kamui Senketsu! - Life Fiber Override, Kamui Junketsu!\KAMUI SENKETSU KAMUI JUNKETSU\Ryuko.\I see'em.\Senketsu Shippu!\SENKETSU SHIPPU response:	Grab on!
context: Let's do it!\- Life Fiber Synchronize, Kamui Senketsu! - Life Fiber Override, Kamui Junketsu!\KAMUI SENKETSU KAMUI JUNKETSU\Ryuko.\I see'em.\Senketsu Shippu!\SENKETSU SHIPPU\Grab on! response:	I don't need your help.
context: - Life Fiber Synchronize, Kamui Senketsu! - Life Fiber Override, Kamui Junketsu!\KAMUI SENKETSU KAMUI JUNKETSU\Ryuko.\I see'em.\Senketsu Shippu!\SENKETSU SHIPPU\Grab on!\I don't need your help. response:	Junketsu Senpu!
context: KAMUI SENKETSU KAMUI JUNKETSU\Ryuko.\I see'em.\Senketsu Shippu!\SENKETSU SHIPPU\Grab on!\I don't need your help.\Junketsu Senpu! response:	JUNKETSU SENPU
context: Ryuko.\I see'em.\Senketsu Shippu!\SENKETSU SHIPPU\Grab on!\I don't need your help.\Junketsu Senpu!\JUNKETSU SENPU response:	It's even absorbed my abilities?!
context: I see'em.\Senketsu Shippu!\SENKETSU SHIPPU\Grab on!\I don't need your help.\Junketsu Senpu!\JUNKETSU SENPU\It's even absorbed my abilities?! response:	Hey, not bad!
context: Senketsu Shippu!\SENKETSU SHIPPU\Grab on!\I don't need your help.\Junketsu Senpu!\JUNKETSU SENPU\It's even absorbed my abilities?!\Hey, not bad! response:	Let's hurry!
context: SENKETSU SHIPPU\Grab on!\I don't need your help.\Junketsu Senpu!\JUNKETSU SENPU\It's even absorbed my abilities?!\Hey, not bad!\Let's hurry! response:	Yeah!
context: Grab on!\I don't need your help.\Junketsu Senpu!\JUNKETSU SENPU\It's even absorbed my abilities?!\Hey, not bad!\Let's hurry!\Yeah! response:	All right, we're setting course for Honnouji Academy!
context: I don't need your help.\Junketsu Senpu!\JUNKETSU SENPU\It's even absorbed my abilities?!\Hey, not bad!\Let's hurry!\Yeah!\All right, we're setting course for Honnouji Academy! response:	Satsuki, the ship!
context: Junketsu Senpu!\JUNKETSU SENPU\It's even absorbed my abilities?!\Hey, not bad!\Let's hurry!\Yeah!\All right, we're setting course for Honnouji Academy!\Satsuki, the ship! response:	There was another under the water?
context: JUNKETSU SENPU\It's even absorbed my abilities?!\Hey, not bad!\Let's hurry!\Yeah!\All right, we're setting course for Honnouji Academy!\Satsuki, the ship!\There was another under the water? response:	What the hell is this?
context: It's even absorbed my abilities?!\Hey, not bad!\Let's hurry!\Yeah!\All right, we're setting course for Honnouji Academy!\Satsuki, the ship!\There was another under the water?\What the hell is this? response:	It appears to be a Covers specialized for combat.
context: Hey, not bad!\Let's hurry!\Yeah!\All right, we're setting course for Honnouji Academy!\Satsuki, the ship!\There was another under the water?\What the hell is this?\It appears to be a Covers specialized for combat. response:	This one will be formidable.
context: Let's hurry!\Yeah!\All right, we're setting course for Honnouji Academy!\Satsuki, the ship!\There was another under the water?\What the hell is this?\It appears to be a Covers specialized for combat.\This one will be formidable. response:	Honnouji Academy Fight Club President Mako Mankanshoku is back in action!
context: Yeah!\All right, we're setting course for Honnouji Academy!\Satsuki, the ship!\There was another under the water?\What the hell is this?\It appears to be a Covers specialized for combat.\This one will be formidable.\Honnouji Academy Fight Club President Mako Mankanshoku is back in action! response:	FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU BACK IN ACTION
context: All right, we're setting course for Honnouji Academy!\Satsuki, the ship!\There was another under the water?\What the hell is this?\It appears to be a Covers specialized for combat.\This one will be formidable.\Honnouji Academy Fight Club President Mako Mankanshoku is back in action!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU BACK IN ACTION response:	Rest easy, Ryuko.
context: Satsuki, the ship!\There was another under the water?\What the hell is this?\It appears to be a Covers specialized for combat.\This one will be formidable.\Honnouji Academy Fight Club President Mako Mankanshoku is back in action!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU BACK IN ACTION\Rest easy, Ryuko. response:	I'll keep this ship safe!
context: There was another under the water?\What the hell is this?\It appears to be a Covers specialized for combat.\This one will be formidable.\Honnouji Academy Fight Club President Mako Mankanshoku is back in action!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU BACK IN ACTION\Rest easy, Ryuko.\I'll keep this ship safe! response:	NEXT EPISODE PREVIEW
context: What the hell is this?\It appears to be a Covers specialized for combat.\This one will be formidable.\Honnouji Academy Fight Club President Mako Mankanshoku is back in action!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU BACK IN ACTION\Rest easy, Ryuko.\I'll keep this ship safe!\NEXT EPISODE PREVIEW response:	To wrap the entire world in a single cloth. That is Ragyo's giant wrapping cloth.
context: It appears to be a Covers specialized for combat.\This one will be formidable.\Honnouji Academy Fight Club President Mako Mankanshoku is back in action!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU BACK IN ACTION\Rest easy, Ryuko.\I'll keep this ship safe!\NEXT EPISODE PREVIEW\To wrap the entire world in a single cloth. That is Ragyo's giant wrapping cloth. response:	A SINGLE CLOTH
context: This one will be formidable.\Honnouji Academy Fight Club President Mako Mankanshoku is back in action!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU BACK IN ACTION\Rest easy, Ryuko.\I'll keep this ship safe!\NEXT EPISODE PREVIEW\To wrap the entire world in a single cloth. That is Ragyo's giant wrapping cloth.\A SINGLE CLOTH response:	GIANT WRAPPING CLOTH
context: Honnouji Academy Fight Club President Mako Mankanshoku is back in action!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU BACK IN ACTION\Rest easy, Ryuko.\I'll keep this ship safe!\NEXT EPISODE PREVIEW\To wrap the entire world in a single cloth. That is Ragyo's giant wrapping cloth.\A SINGLE CLOTH\GIANT WRAPPING CLOTH response:	This anime would also wrap up
context: FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU BACK IN ACTION\Rest easy, Ryuko.\I'll keep this ship safe!\NEXT EPISODE PREVIEW\To wrap the entire world in a single cloth. That is Ragyo's giant wrapping cloth.\A SINGLE CLOTH\GIANT WRAPPING CLOTH\This anime would also wrap up response:	THIS ANIME
context: Rest easy, Ryuko.\I'll keep this ship safe!\NEXT EPISODE PREVIEW\To wrap the entire world in a single cloth. That is Ragyo's giant wrapping cloth.\A SINGLE CLOTH\GIANT WRAPPING CLOTH\This anime would also wrap up\THIS ANIME response:	if that happened, so Ryuko, Satsuki, and Mako rise up to prevent it,
context: I'll keep this ship safe!\NEXT EPISODE PREVIEW\To wrap the entire world in a single cloth. That is Ragyo's giant wrapping cloth.\A SINGLE CLOTH\GIANT WRAPPING CLOTH\This anime would also wrap up\THIS ANIME\if that happened, so Ryuko, Satsuki, and Mako rise up to prevent it, response:	TO PREVENT IT
context: NEXT EPISODE PREVIEW\To wrap the entire world in a single cloth. That is Ragyo's giant wrapping cloth.\A SINGLE CLOTH\GIANT WRAPPING CLOTH\This anime would also wrap up\THIS ANIME\if that happened, so Ryuko, Satsuki, and Mako rise up to prevent it,\TO PREVENT IT response:	RYUKO AND SATSUKI
context: To wrap the entire world in a single cloth. That is Ragyo's giant wrapping cloth.\A SINGLE CLOTH\GIANT WRAPPING CLOTH\This anime would also wrap up\THIS ANIME\if that happened, so Ryuko, Satsuki, and Mako rise up to prevent it,\TO PREVENT IT\RYUKO AND SATSUKI response:	MAKO
context: A SINGLE CLOTH\GIANT WRAPPING CLOTH\This anime would also wrap up\THIS ANIME\if that happened, so Ryuko, Satsuki, and Mako rise up to prevent it,\TO PREVENT IT\RYUKO AND SATSUKI\MAKO response:	THEN
context: GIANT WRAPPING CLOTH\This anime would also wrap up\THIS ANIME\if that happened, so Ryuko, Satsuki, and Mako rise up to prevent it,\TO PREVENT IT\RYUKO AND SATSUKI\MAKO\THEN response:	as do the reconstituted Elite Four!
context: This anime would also wrap up\THIS ANIME\if that happened, so Ryuko, Satsuki, and Mako rise up to prevent it,\TO PREVENT IT\RYUKO AND SATSUKI\MAKO\THEN\as do the reconstituted Elite Four! response:	Next time on Kill la Kill, Imitation Gold!
context: THIS ANIME\if that happened, so Ryuko, Satsuki, and Mako rise up to prevent it,\TO PREVENT IT\RYUKO AND SATSUKI\MAKO\THEN\as do the reconstituted Elite Four!\Next time on Kill la Kill, Imitation Gold! response:	EPISODE 23 IMITATION GOLD
