context: Alarm - tap to snooze > slide to stop alarm response:	Morning.
context: Head to first base, the catcher fumbled!\Safe!\We can do this! I have the game sense!\Takato!\Safe!\Game set!\Did you see that? My game sense?\That was amazing, Yusarin! response:	Did we win?
context: Safe!\We can do this! I have the game sense!\Takato!\Safe!\Game set!\Did you see that? My game sense?\That was amazing, Yusarin!\Did we win? response:	Yes, we won.
context: We can do this! I have the game sense!\Takato!\Safe!\Game set!\Did you see that? My game sense?\That was amazing, Yusarin!\Did we win?\Yes, we won. response:	We won, huh...
context: Takato!\Safe!\Game set!\Did you see that? My game sense?\That was amazing, Yusarin!\Did we win?\Yes, we won.\We won, huh... response:	All right.
context: Safe!\Game set!\Did you see that? My game sense?\That was amazing, Yusarin!\Did we win?\Yes, we won.\We won, huh...\All right. response:	Wait... why am I getting so happy about something like this?
context: Game set!\Did you see that? My game sense?\That was amazing, Yusarin!\Did we win?\Yes, we won.\We won, huh...\All right.\Wait... why am I getting so happy about something like this? response:	We were victorious. Please never use that ability ever again.
context: Did you see that? My game sense?\That was amazing, Yusarin!\Did we win?\Yes, we won.\We won, huh...\All right.\Wait... why am I getting so happy about something like this?\We were victorious. Please never use that ability ever again. response:	I'm just an ordinary pitcher... but Takato, the catcher, is different.
context: That was amazing, Yusarin!\Did we win?\Yes, we won.\We won, huh...\All right.\Wait... why am I getting so happy about something like this?\We were victorious. Please never use that ability ever again.\I'm just an ordinary pitcher... but Takato, the catcher, is different. response:	He's a catcher that really deserves to be in the spotlight.
context: Did we win?\Yes, we won.\We won, huh...\All right.\Wait... why am I getting so happy about something like this?\We were victorious. Please never use that ability ever again.\I'm just an ordinary pitcher... but Takato, the catcher, is different.\He's a catcher that really deserves to be in the spotlight. response:	The two of us have played together as a battery for a long time now.
context: Yes, we won.\We won, huh...\All right.\Wait... why am I getting so happy about something like this?\We were victorious. Please never use that ability ever again.\I'm just an ordinary pitcher... but Takato, the catcher, is different.\He's a catcher that really deserves to be in the spotlight.\The two of us have played together as a battery for a long time now. response:	He knew that the baseball team at our school was weak,
context: We won, huh...\All right.\Wait... why am I getting so happy about something like this?\We were victorious. Please never use that ability ever again.\I'm just an ordinary pitcher... but Takato, the catcher, is different.\He's a catcher that really deserves to be in the spotlight.\The two of us have played together as a battery for a long time now.\He knew that the baseball team at our school was weak, response:	but still, he chose to pair up with me.
context: All right.\Wait... why am I getting so happy about something like this?\We were victorious. Please never use that ability ever again.\I'm just an ordinary pitcher... but Takato, the catcher, is different.\He's a catcher that really deserves to be in the spotlight.\The two of us have played together as a battery for a long time now.\He knew that the baseball team at our school was weak,\but still, he chose to pair up with me. response:	That's why I wanted to take him, even if it meant using this strange power...
context: Wait... why am I getting so happy about something like this?\We were victorious. Please never use that ability ever again.\I'm just an ordinary pitcher... but Takato, the catcher, is different.\He's a catcher that really deserves to be in the spotlight.\The two of us have played together as a battery for a long time now.\He knew that the baseball team at our school was weak,\but still, he chose to pair up with me.\That's why I wanted to take him, even if it meant using this strange power... response:	to that big stage where even the pros would notice.
context: We were victorious. Please never use that ability ever again.\I'm just an ordinary pitcher... but Takato, the catcher, is different.\He's a catcher that really deserves to be in the spotlight.\The two of us have played together as a battery for a long time now.\He knew that the baseball team at our school was weak,\but still, he chose to pair up with me.\That's why I wanted to take him, even if it meant using this strange power...\to that big stage where even the pros would notice. response:	So instead of personal gain, you were using your ability for your friendship.
context: I'm just an ordinary pitcher... but Takato, the catcher, is different.\He's a catcher that really deserves to be in the spotlight.\The two of us have played together as a battery for a long time now.\He knew that the baseball team at our school was weak,\but still, he chose to pair up with me.\That's why I wanted to take him, even if it meant using this strange power...\to that big stage where even the pros would notice.\So instead of personal gain, you were using your ability for your friendship. response:	Yeah.
context: He's a catcher that really deserves to be in the spotlight.\The two of us have played together as a battery for a long time now.\He knew that the baseball team at our school was weak,\but still, he chose to pair up with me.\That's why I wanted to take him, even if it meant using this strange power...\to that big stage where even the pros would notice.\So instead of personal gain, you were using your ability for your friendship.\Yeah. response:	We won today's game by cheating.
context: The two of us have played together as a battery for a long time now.\He knew that the baseball team at our school was weak,\but still, he chose to pair up with me.\That's why I wanted to take him, even if it meant using this strange power...\to that big stage where even the pros would notice.\So instead of personal gain, you were using your ability for your friendship.\Yeah.\We won today's game by cheating. response:	But, you have been cheating while pitching this whole time.
context: He knew that the baseball team at our school was weak,\but still, he chose to pair up with me.\That's why I wanted to take him, even if it meant using this strange power...\to that big stage where even the pros would notice.\So instead of personal gain, you were using your ability for your friendship.\Yeah.\We won today's game by cheating.\But, you have been cheating while pitching this whole time. response:	But, people who properly watch are out there.
context: but still, he chose to pair up with me.\That's why I wanted to take him, even if it meant using this strange power...\to that big stage where even the pros would notice.\So instead of personal gain, you were using your ability for your friendship.\Yeah.\We won today's game by cheating.\But, you have been cheating while pitching this whole time.\But, people who properly watch are out there. response:	Even if you don't cheat.
context: That's why I wanted to take him, even if it meant using this strange power...\to that big stage where even the pros would notice.\So instead of personal gain, you were using your ability for your friendship.\Yeah.\We won today's game by cheating.\But, you have been cheating while pitching this whole time.\But, people who properly watch are out there.\Even if you don't cheat. response:	In college, or in the business leagues,
context: to that big stage where even the pros would notice.\So instead of personal gain, you were using your ability for your friendship.\Yeah.\We won today's game by cheating.\But, you have been cheating while pitching this whole time.\But, people who properly watch are out there.\Even if you don't cheat.\In college, or in the business leagues, response:	you can keep watch over him as his best friend.
context: So instead of personal gain, you were using your ability for your friendship.\Yeah.\We won today's game by cheating.\But, you have been cheating while pitching this whole time.\But, people who properly watch are out there.\Even if you don't cheat.\In college, or in the business leagues,\you can keep watch over him as his best friend. response:	Someday, you will be able to brag that he is my best friend.
context: Yeah.\We won today's game by cheating.\But, you have been cheating while pitching this whole time.\But, people who properly watch are out there.\Even if you don't cheat.\In college, or in the business leagues,\you can keep watch over him as his best friend.\Someday, you will be able to brag that he is my best friend. response:	I'm sure of it. It will be all right.
context: We won today's game by cheating.\But, you have been cheating while pitching this whole time.\But, people who properly watch are out there.\Even if you don't cheat.\In college, or in the business leagues,\you can keep watch over him as his best friend.\Someday, you will be able to brag that he is my best friend.\I'm sure of it. It will be all right. response:	Yeah...
context: But, you have been cheating while pitching this whole time.\But, people who properly watch are out there.\Even if you don't cheat.\In college, or in the business leagues,\you can keep watch over him as his best friend.\Someday, you will be able to brag that he is my best friend.\I'm sure of it. It will be all right.\Yeah... response:	And a small experiment. Can you try taking over his body?
context: But, people who properly watch are out there.\Even if you don't cheat.\In college, or in the business leagues,\you can keep watch over him as his best friend.\Someday, you will be able to brag that he is my best friend.\I'm sure of it. It will be all right.\Yeah...\And a small experiment. Can you try taking over his body? response:	Eh? Why?
context: Even if you don't cheat.\In college, or in the business leagues,\you can keep watch over him as his best friend.\Someday, you will be able to brag that he is my best friend.\I'm sure of it. It will be all right.\Yeah...\And a small experiment. Can you try taking over his body?\Eh? Why? response:	As I said, it's a small experiment.
context: In college, or in the business leagues,\you can keep watch over him as his best friend.\Someday, you will be able to brag that he is my best friend.\I'm sure of it. It will be all right.\Yeah...\And a small experiment. Can you try taking over his body?\Eh? Why?\As I said, it's a small experiment. response:	That's not something you say to your test subject.
context: you can keep watch over him as his best friend.\Someday, you will be able to brag that he is my best friend.\I'm sure of it. It will be all right.\Yeah...\And a small experiment. Can you try taking over his body?\Eh? Why?\As I said, it's a small experiment.\That's not something you say to your test subject. response:	He is the test subject, so don't worry.
context: Someday, you will be able to brag that he is my best friend.\I'm sure of it. It will be all right.\Yeah...\And a small experiment. Can you try taking over his body?\Eh? Why?\As I said, it's a small experiment.\That's not something you say to your test subject.\He is the test subject, so don't worry. response:	Fine...
context: I'm sure of it. It will be all right.\Yeah...\And a small experiment. Can you try taking over his body?\Eh? Why?\As I said, it's a small experiment.\That's not something you say to your test subject.\He is the test subject, so don't worry.\Fine... response:	Whoa! What the...?
context: Yeah...\And a small experiment. Can you try taking over his body?\Eh? Why?\As I said, it's a small experiment.\That's not something you say to your test subject.\He is the test subject, so don't worry.\Fine...\Whoa! What the...? response:	Thank you very much.
context: And a small experiment. Can you try taking over his body?\Eh? Why?\As I said, it's a small experiment.\That's not something you say to your test subject.\He is the test subject, so don't worry.\Fine...\Whoa! What the...?\Thank you very much. response:	No, it wasn't anything much... but did you figure something out?
context: Eh? Why?\As I said, it's a small experiment.\That's not something you say to your test subject.\He is the test subject, so don't worry.\Fine...\Whoa! What the...?\Thank you very much.\No, it wasn't anything much... but did you figure something out? response:	I am not sure for now.
context: As I said, it's a small experiment.\That's not something you say to your test subject.\He is the test subject, so don't worry.\Fine...\Whoa! What the...?\Thank you very much.\No, it wasn't anything much... but did you figure something out?\I am not sure for now. response:	Just going to see how things go for a while.
context: That's not something you say to your test subject.\He is the test subject, so don't worry.\Fine...\Whoa! What the...?\Thank you very much.\No, it wasn't anything much... but did you figure something out?\I am not sure for now.\Just going to see how things go for a while. response:	I beg you!
context: He is the test subject, so don't worry.\Fine...\Whoa! What the...?\Thank you very much.\No, it wasn't anything much... but did you figure something out?\I am not sure for now.\Just going to see how things go for a while.\I beg you! response:	I hope that for dinner, she didn't use any of that pizza sauce!
context: Fine...\Whoa! What the...?\Thank you very much.\No, it wasn't anything much... but did you figure something out?\I am not sure for now.\Just going to see how things go for a while.\I beg you!\I hope that for dinner, she didn't use any of that pizza sauce! response:	I'm bac-
context: Whoa! What the...?\Thank you very much.\No, it wasn't anything much... but did you figure something out?\I am not sure for now.\Just going to see how things go for a while.\I beg you!\I hope that for dinner, she didn't use any of that pizza sauce!\I'm bac- response:	A secret recipe of the Otosaka house - a cream stew full of broccoli!
context: Thank you very much.\No, it wasn't anything much... but did you figure something out?\I am not sure for now.\Just going to see how things go for a while.\I beg you!\I hope that for dinner, she didn't use any of that pizza sauce!\I'm bac-\A secret recipe of the Otosaka house - a cream stew full of broccoli! response:	It's red...
context: No, it wasn't anything much... but did you figure something out?\I am not sure for now.\Just going to see how things go for a while.\I beg you!\I hope that for dinner, she didn't use any of that pizza sauce!\I'm bac-\A secret recipe of the Otosaka house - a cream stew full of broccoli!\It's red... response:	Cream stew is supposed to be white...
context: I am not sure for now.\Just going to see how things go for a while.\I beg you!\I hope that for dinner, she didn't use any of that pizza sauce!\I'm bac-\A secret recipe of the Otosaka house - a cream stew full of broccoli!\It's red...\Cream stew is supposed to be white... response:	That is why it's a secret recipe of the Otosaka house!
context: Just going to see how things go for a while.\I beg you!\I hope that for dinner, she didn't use any of that pizza sauce!\I'm bac-\A secret recipe of the Otosaka house - a cream stew full of broccoli!\It's red...\Cream stew is supposed to be white...\That is why it's a secret recipe of the Otosaka house! response:	Just as I thought...
context: I beg you!\I hope that for dinner, she didn't use any of that pizza sauce!\I'm bac-\A secret recipe of the Otosaka house - a cream stew full of broccoli!\It's red...\Cream stew is supposed to be white...\That is why it's a secret recipe of the Otosaka house!\Just as I thought... response:	What do I believe in, you ask? Of course, I have to believe in myself!
context: I hope that for dinner, she didn't use any of that pizza sauce!\I'm bac-\A secret recipe of the Otosaka house - a cream stew full of broccoli!\It's red...\Cream stew is supposed to be white...\That is why it's a secret recipe of the Otosaka house!\Just as I thought...\What do I believe in, you ask? Of course, I have to believe in myself! response:	The power to believe, the power to challenge.
context: I'm bac-\A secret recipe of the Otosaka house - a cream stew full of broccoli!\It's red...\Cream stew is supposed to be white...\That is why it's a secret recipe of the Otosaka house!\Just as I thought...\What do I believe in, you ask? Of course, I have to believe in myself!\The power to believe, the power to challenge. response:	Oh, it's a new commercial from Yusarin! And it's Haro-haro's new song!
context: A secret recipe of the Otosaka house - a cream stew full of broccoli!\It's red...\Cream stew is supposed to be white...\That is why it's a secret recipe of the Otosaka house!\Just as I thought...\What do I believe in, you ask? Of course, I have to believe in myself!\The power to believe, the power to challenge.\Oh, it's a new commercial from Yusarin! And it's Haro-haro's new song! response:	Now accepting enrollment for summer classes at Shinkou Seminars!
context: It's red...\Cream stew is supposed to be white...\That is why it's a secret recipe of the Otosaka house!\Just as I thought...\What do I believe in, you ask? Of course, I have to believe in myself!\The power to believe, the power to challenge.\Oh, it's a new commercial from Yusarin! And it's Haro-haro's new song!\Now accepting enrollment for summer classes at Shinkou Seminars! response:	Oh, that reminds me, did Yusarin really transfer to your school?
context: Cream stew is supposed to be white...\That is why it's a secret recipe of the Otosaka house!\Just as I thought...\What do I believe in, you ask? Of course, I have to believe in myself!\The power to believe, the power to challenge.\Oh, it's a new commercial from Yusarin! And it's Haro-haro's new song!\Now accepting enrollment for summer classes at Shinkou Seminars!\Oh, that reminds me, did Yusarin really transfer to your school? response:	Huh? Yeah...
context: That is why it's a secret recipe of the Otosaka house!\Just as I thought...\What do I believe in, you ask? Of course, I have to believe in myself!\The power to believe, the power to challenge.\Oh, it's a new commercial from Yusarin! And it's Haro-haro's new song!\Now accepting enrollment for summer classes at Shinkou Seminars!\Oh, that reminds me, did Yusarin really transfer to your school?\Huh? Yeah... response:	That is something really amazing!
context: Just as I thought...\What do I believe in, you ask? Of course, I have to believe in myself!\The power to believe, the power to challenge.\Oh, it's a new commercial from Yusarin! And it's Haro-haro's new song!\Now accepting enrollment for summer classes at Shinkou Seminars!\Oh, that reminds me, did Yusarin really transfer to your school?\Huh? Yeah...\That is something really amazing! response:	Oh, brother...
