context: Hey, all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going introduce a lot of other Fairy Tail members!\Makarov\Our guild consists of wizards who Master Makarov gathered! They can use all kinds of magic!\Cana response:	Elfman
context: I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going introduce a lot of other Fairy Tail members!\Makarov\Our guild consists of wizards who Master Makarov gathered! They can use all kinds of magic!\Cana\Elfman response:	Loke
context: still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going introduce a lot of other Fairy Tail members!\Makarov\Our guild consists of wizards who Master Makarov gathered! They can use all kinds of magic!\Cana\Elfman\Loke response:	Mirajane
context: Professor Happy's Fairy Tail Lectures!\Today we're going introduce a lot of other Fairy Tail members!\Makarov\Our guild consists of wizards who Master Makarov gathered! They can use all kinds of magic!\Cana\Elfman\Loke\Mirajane response:	Although everyone is always fighting, in truth we all get along great!
context: Today we're going introduce a lot of other Fairy Tail members!\Makarov\Our guild consists of wizards who Master Makarov gathered! They can use all kinds of magic!\Cana\Elfman\Loke\Mirajane\Although everyone is always fighting, in truth we all get along great! response:	Until next time!
context: Makarov\Our guild consists of wizards who Master Makarov gathered! They can use all kinds of magic!\Cana\Elfman\Loke\Mirajane\Although everyone is always fighting, in truth we all get along great!\Until next time! response:	Stand, Bow, Aye!
context: Our guild consists of wizards who Master Makarov gathered! They can use all kinds of magic!\Cana\Elfman\Loke\Mirajane\Although everyone is always fighting, in truth we all get along great!\Until next time!\Stand, Bow, Aye! response:	It sure would be handy to be able to fly like you, Happy.
context: Cana\Elfman\Loke\Mirajane\Although everyone is always fighting, in truth we all get along great!\Until next time!\Stand, Bow, Aye!\It sure would be handy to be able to fly like you, Happy. response:	Aye! But that'd be impossible.
context: Elfman\Loke\Mirajane\Although everyone is always fighting, in truth we all get along great!\Until next time!\Stand, Bow, Aye!\It sure would be handy to be able to fly like you, Happy.\Aye! But that'd be impossible. response:	Well, unless you and me completely switched magics.
context: Loke\Mirajane\Although everyone is always fighting, in truth we all get along great!\Until next time!\Stand, Bow, Aye!\It sure would be handy to be able to fly like you, Happy.\Aye! But that'd be impossible.\Well, unless you and me completely switched magics. response:	Yeah... I wonder if anyone dropped magic like that around somewhere?
context: Mirajane\Although everyone is always fighting, in truth we all get along great!\Until next time!\Stand, Bow, Aye!\It sure would be handy to be able to fly like you, Happy.\Aye! But that'd be impossible.\Well, unless you and me completely switched magics.\Yeah... I wonder if anyone dropped magic like that around somewhere? response:	Natsu. You can't drop magic.
context: Although everyone is always fighting, in truth we all get along great!\Until next time!\Stand, Bow, Aye!\It sure would be handy to be able to fly like you, Happy.\Aye! But that'd be impossible.\Well, unless you and me completely switched magics.\Yeah... I wonder if anyone dropped magic like that around somewhere?\Natsu. You can't drop magic. response:	Next time: Changeling!
context: Until next time!\Stand, Bow, Aye!\It sure would be handy to be able to fly like you, Happy.\Aye! But that'd be impossible.\Well, unless you and me completely switched magics.\Yeah... I wonder if anyone dropped magic like that around somewhere?\Natsu. You can't drop magic.\Next time: Changeling! response:	But I did hear that magic exists somewhere...
context: Stand, Bow, Aye!\It sure would be handy to be able to fly like you, Happy.\Aye! But that'd be impossible.\Well, unless you and me completely switched magics.\Yeah... I wonder if anyone dropped magic like that around somewhere?\Natsu. You can't drop magic.\Next time: Changeling!\But I did hear that magic exists somewhere... response:	That's my Happy!
context: It sure would be handy to be able to fly like you, Happy.\Aye! But that'd be impossible.\Well, unless you and me completely switched magics.\Yeah... I wonder if anyone dropped magic like that around somewhere?\Natsu. You can't drop magic.\Next time: Changeling!\But I did hear that magic exists somewhere...\That's my Happy! response:	I forget.
