context: Well, you might think number three's the weirdest one. response:	Oh, enough already.
context: Mou kaeranai yo\Subete ha yume no naka sa\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart. response:	When you said this was probably the last time,
context: Subete ha yume no naka sa\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time, response:	I held back my tears.
context: I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears. response:	Memories are always too sad.
context: and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad. response:	I just want to forget them all.
context: But I was relieved, knowing our bus\was riding through...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all. response:	I continued to watch the last sunset
context: was riding through...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset response:	and your back that I would never see again.
context: The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again. response:	You were always too kind.
context: Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\You were always too kind. response:	And even though it's too late now...
context: When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\You were always too kind.\And even though it's too late now... response:	Stop the sunset. I don't want to lose you.
context: I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\You were always too kind.\And even though it's too late now...\Stop the sunset. I don't want to lose you. response:	Like the sky enveloping me,
context: Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\You were always too kind.\And even though it's too late now...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me, response:	your face would always look down at me.
context: I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\You were always too kind.\And even though it's too late now...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me,\your face would always look down at me. response:	Make it so the sun never sets...
context: I continued to watch the last sunset\and your back that I would never see again.\You were always too kind.\And even though it's too late now...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me,\your face would always look down at me.\Make it so the sun never sets... response:	The room we always lived in, that photograph when we walked on the beach...
context: and your back that I would never see again.\You were always too kind.\And even though it's too late now...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me,\your face would always look down at me.\Make it so the sun never sets...\The room we always lived in, that photograph when we walked on the beach... response:	The promise we made will go unkept.
context: You were always too kind.\And even though it's too late now...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me,\your face would always look down at me.\Make it so the sun never sets...\The room we always lived in, that photograph when we walked on the beach...\The promise we made will go unkept. response:	I became so lonely alone in my room, listening to the distant rain.
context: And even though it's too late now...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me,\your face would always look down at me.\Make it so the sun never sets...\The room we always lived in, that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room, listening to the distant rain. response:	One day...
context: Stop the sunset. I don't want to lose you.\Like the sky enveloping me,\your face would always look down at me.\Make it so the sun never sets...\The room we always lived in, that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room, listening to the distant rain.\One day... response:	I felt as if I heard you calling out for me.
context: Like the sky enveloping me,\your face would always look down at me.\Make it so the sun never sets...\The room we always lived in, that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room, listening to the distant rain.\One day...\I felt as if I heard you calling out for me. response:	Without thinking, I looked around.
context: your face would always look down at me.\Make it so the sun never sets...\The room we always lived in, that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room, listening to the distant rain.\One day...\I felt as if I heard you calling out for me.\Without thinking, I looked around. response:	It was just the wind pulling a prank on me.
context: Make it so the sun never sets...\The room we always lived in, that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room, listening to the distant rain.\One day...\I felt as if I heard you calling out for me.\Without thinking, I looked around.\It was just the wind pulling a prank on me. response:	There's no one on the hill.
context: The room we always lived in, that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room, listening to the distant rain.\One day...\I felt as if I heard you calling out for me.\Without thinking, I looked around.\It was just the wind pulling a prank on me.\There's no one on the hill. response:	The sky's the same color
context: The promise we made will go unkept.\I became so lonely alone in my room, listening to the distant rain.\One day...\I felt as if I heard you calling out for me.\Without thinking, I looked around.\It was just the wind pulling a prank on me.\There's no one on the hill.\The sky's the same color response:	as on the day when we broke up.
context: I became so lonely alone in my room, listening to the distant rain.\One day...\I felt as if I heard you calling out for me.\Without thinking, I looked around.\It was just the wind pulling a prank on me.\There's no one on the hill.\The sky's the same color\as on the day when we broke up. response:	One day, the seasons will change again,
context: One day...\I felt as if I heard you calling out for me.\Without thinking, I looked around.\It was just the wind pulling a prank on me.\There's no one on the hill.\The sky's the same color\as on the day when we broke up.\One day, the seasons will change again, response:	Even though flowers are blooming on the hill.
context: I felt as if I heard you calling out for me.\Without thinking, I looked around.\It was just the wind pulling a prank on me.\There's no one on the hill.\The sky's the same color\as on the day when we broke up.\One day, the seasons will change again,\Even though flowers are blooming on the hill. response:	Those days of love
context: Without thinking, I looked around.\It was just the wind pulling a prank on me.\There's no one on the hill.\The sky's the same color\as on the day when we broke up.\One day, the seasons will change again,\Even though flowers are blooming on the hill.\Those days of love response:	will never return.
context: It was just the wind pulling a prank on me.\There's no one on the hill.\The sky's the same color\as on the day when we broke up.\One day, the seasons will change again,\Even though flowers are blooming on the hill.\Those days of love\will never return. response:	It's all a dream now.
context: There's no one on the hill.\The sky's the same color\as on the day when we broke up.\One day, the seasons will change again,\Even though flowers are blooming on the hill.\Those days of love\will never return.\It's all a dream now. response:	The bright sunbeams glint off the distant houses and stores.
context: The sky's the same color\as on the day when we broke up.\One day, the seasons will change again,\Even though flowers are blooming on the hill.\Those days of love\will never return.\It's all a dream now.\The bright sunbeams glint off the distant houses and stores. response:	My small things are
context: as on the day when we broke up.\One day, the seasons will change again,\Even though flowers are blooming on the hill.\Those days of love\will never return.\It's all a dream now.\The bright sunbeams glint off the distant houses and stores.\My small things are response:	already crossing over the bridge.
context: One day, the seasons will change again,\Even though flowers are blooming on the hill.\Those days of love\will never return.\It's all a dream now.\The bright sunbeams glint off the distant houses and stores.\My small things are\already crossing over the bridge. response:	It's such a gentle city,
context: Even though flowers are blooming on the hill.\Those days of love\will never return.\It's all a dream now.\The bright sunbeams glint off the distant houses and stores.\My small things are\already crossing over the bridge.\It's such a gentle city, response:	But right now, it's painful to me.
context: Those days of love\will never return.\It's all a dream now.\The bright sunbeams glint off the distant houses and stores.\My small things are\already crossing over the bridge.\It's such a gentle city,\But right now, it's painful to me. response:	When we were both in love with each other,
context: will never return.\It's all a dream now.\The bright sunbeams glint off the distant houses and stores.\My small things are\already crossing over the bridge.\It's such a gentle city,\But right now, it's painful to me.\When we were both in love with each other, response:	it was just too beautiful.
context: It's all a dream now.\The bright sunbeams glint off the distant houses and stores.\My small things are\already crossing over the bridge.\It's such a gentle city,\But right now, it's painful to me.\When we were both in love with each other,\it was just too beautiful. response:	Those days still live on in my heart,
context: The bright sunbeams glint off the distant houses and stores.\My small things are\already crossing over the bridge.\It's such a gentle city,\But right now, it's painful to me.\When we were both in love with each other,\it was just too beautiful.\Those days still live on in my heart, response:	but I don't know what to do from now on.
context: My small things are\already crossing over the bridge.\It's such a gentle city,\But right now, it's painful to me.\When we were both in love with each other,\it was just too beautiful.\Those days still live on in my heart,\but I don't know what to do from now on. response:	Those days of love
context: already crossing over the bridge.\It's such a gentle city,\But right now, it's painful to me.\When we were both in love with each other,\it was just too beautiful.\Those days still live on in my heart,\but I don't know what to do from now on.\Those days of love response:	will never return.
context: It's such a gentle city,\But right now, it's painful to me.\When we were both in love with each other,\it was just too beautiful.\Those days still live on in my heart,\but I don't know what to do from now on.\Those days of love\will never return. response:	It's all a dream now.
context: But right now, it's painful to me.\When we were both in love with each other,\it was just too beautiful.\Those days still live on in my heart,\but I don't know what to do from now on.\Those days of love\will never return.\It's all a dream now. response:	Those days of love
context: When we were both in love with each other,\it was just too beautiful.\Those days still live on in my heart,\but I don't know what to do from now on.\Those days of love\will never return.\It's all a dream now.\Those days of love response:	will never return.
context: it was just too beautiful.\Those days still live on in my heart,\but I don't know what to do from now on.\Those days of love\will never return.\It's all a dream now.\Those days of love\will never return. response:	Those days of love
context: Those days still live on in my heart,\but I don't know what to do from now on.\Those days of love\will never return.\It's all a dream now.\Those days of love\will never return.\Those days of love response:	will never return.
context: but I don't know what to do from now on.\Those days of love\will never return.\It's all a dream now.\Those days of love\will never return.\Those days of love\will never return. response:	It's all a dream now.
context: Those days of love\will never return.\It's all a dream now.\Those days of love\will never return.\Those days of love\will never return.\It's all a dream now. response:	Episode 13 Preview...
context: will never return.\It's all a dream now.\Those days of love\will never return.\Those days of love\will never return.\It's all a dream now.\Episode 13 Preview... response:	I regret what I did so much that I want to die.
context: It's all a dream now.\Those days of love\will never return.\Those days of love\will never return.\It's all a dream now.\Episode 13 Preview...\I regret what I did so much that I want to die. response:	Back then... back at that place... those actions I took...
context: Those days of love\will never return.\Those days of love\will never return.\It's all a dream now.\Episode 13 Preview...\I regret what I did so much that I want to die.\Back then... back at that place... those actions I took... response:	Everything I choose is always wrong.
context: will never return.\Those days of love\will never return.\It's all a dream now.\Episode 13 Preview...\I regret what I did so much that I want to die.\Back then... back at that place... those actions I took...\Everything I choose is always wrong. response:	But I want you to listen to me...
context: Those days of love\will never return.\It's all a dream now.\Episode 13 Preview...\I regret what I did so much that I want to die.\Back then... back at that place... those actions I took...\Everything I choose is always wrong.\But I want you to listen to me... response:	What I told you this morning was my final notice.
context: will never return.\It's all a dream now.\Episode 13 Preview...\I regret what I did so much that I want to die.\Back then... back at that place... those actions I took...\Everything I choose is always wrong.\But I want you to listen to me...\What I told you this morning was my final notice. response:	Didn't I tell you that you'd regret it?
context: It's all a dream now.\Episode 13 Preview...\I regret what I did so much that I want to die.\Back then... back at that place... those actions I took...\Everything I choose is always wrong.\But I want you to listen to me...\What I told you this morning was my final notice.\Didn't I tell you that you'd regret it? response:	Sorry!
context: Episode 13 Preview...\I regret what I did so much that I want to die.\Back then... back at that place... those actions I took...\Everything I choose is always wrong.\But I want you to listen to me...\What I told you this morning was my final notice.\Didn't I tell you that you'd regret it?\Sorry! response:	I can't hold back anymore!
