context: August response:	September
context: You all right?!\I'm fine.\It's just a scratch.\Ya need mugwort for that!\Get lookin' for mugwort!\No, that's okay!\It's not that bad!\Naru! response:	I got mugwort!
context: I'm fine.\It's just a scratch.\Ya need mugwort for that!\Get lookin' for mugwort!\No, that's okay!\It's not that bad!\Naru!\I got mugwort! response:	This medicine'll stop the bleedin'!
context: It's just a scratch.\Ya need mugwort for that!\Get lookin' for mugwort!\No, that's okay!\It's not that bad!\Naru!\I got mugwort!\This medicine'll stop the bleedin'! response:	I said it's just a scratch!
context: Ya need mugwort for that!\Get lookin' for mugwort!\No, that's okay!\It's not that bad!\Naru!\I got mugwort!\This medicine'll stop the bleedin'!\I said it's just a scratch! response:	That'll only get bacteria in it!
context: Get lookin' for mugwort!\No, that's okay!\It's not that bad!\Naru!\I got mugwort!\This medicine'll stop the bleedin'!\I said it's just a scratch!\That'll only get bacteria in it! response:	This's a shortcut home!
context: No, that's okay!\It's not that bad!\Naru!\I got mugwort!\This medicine'll stop the bleedin'!\I said it's just a scratch!\That'll only get bacteria in it!\This's a shortcut home! response:	Yet another unproductive day...
context: It's not that bad!\Naru!\I got mugwort!\This medicine'll stop the bleedin'!\I said it's just a scratch!\That'll only get bacteria in it!\This's a shortcut home!\Yet another unproductive day... response:	Day after day I play with kids,
context: Naru!\I got mugwort!\This medicine'll stop the bleedin'!\I said it's just a scratch!\That'll only get bacteria in it!\This's a shortcut home!\Yet another unproductive day...\Day after day I play with kids, response:	but don't get anything out of it.
context: I got mugwort!\This medicine'll stop the bleedin'!\I said it's just a scratch!\That'll only get bacteria in it!\This's a shortcut home!\Yet another unproductive day...\Day after day I play with kids,\but don't get anything out of it. response:	Is it really okay to just wait for inspiration to strike?
context: This medicine'll stop the bleedin'!\I said it's just a scratch!\That'll only get bacteria in it!\This's a shortcut home!\Yet another unproductive day...\Day after day I play with kids,\but don't get anything out of it.\Is it really okay to just wait for inspiration to strike? response:	The deadline keeps drawing closer...
context: I said it's just a scratch!\That'll only get bacteria in it!\This's a shortcut home!\Yet another unproductive day...\Day after day I play with kids,\but don't get anything out of it.\Is it really okay to just wait for inspiration to strike?\The deadline keeps drawing closer... response:	Closer...
context: That'll only get bacteria in it!\This's a shortcut home!\Yet another unproductive day...\Day after day I play with kids,\but don't get anything out of it.\Is it really okay to just wait for inspiration to strike?\The deadline keeps drawing closer...\Closer... response:	There!
context: This's a shortcut home!\Yet another unproductive day...\Day after day I play with kids,\but don't get anything out of it.\Is it really okay to just wait for inspiration to strike?\The deadline keeps drawing closer...\Closer...\There! response:	That's it!
context: Yet another unproductive day...\Day after day I play with kids,\but don't get anything out of it.\Is it really okay to just wait for inspiration to strike?\The deadline keeps drawing closer...\Closer...\There!\That's it! response:	The God of Calligraphy has descended!
context: Day after day I play with kids,\but don't get anything out of it.\Is it really okay to just wait for inspiration to strike?\The deadline keeps drawing closer...\Closer...\There!\That's it!\The God of Calligraphy has descended! response:	I never thought I'd find the desire to write this easily!
context: but don't get anything out of it.\Is it really okay to just wait for inspiration to strike?\The deadline keeps drawing closer...\Closer...\There!\That's it!\The God of Calligraphy has descended!\I never thought I'd find the desire to write this easily! response:	I have to rush home and write!
context: Is it really okay to just wait for inspiration to strike?\The deadline keeps drawing closer...\Closer...\There!\That's it!\The God of Calligraphy has descended!\I never thought I'd find the desire to write this easily!\I have to rush home and write! response:	Right now, I can do it!
context: The deadline keeps drawing closer...\Closer...\There!\That's it!\The God of Calligraphy has descended!\I never thought I'd find the desire to write this easily!\I have to rush home and write!\Right now, I can do it! response:	What's the matter, Naru?
context: Closer...\There!\That's it!\The God of Calligraphy has descended!\I never thought I'd find the desire to write this easily!\I have to rush home and write!\Right now, I can do it!\What's the matter, Naru? response:	Sensei's not followin' us.
context: There!\That's it!\The God of Calligraphy has descended!\I never thought I'd find the desire to write this easily!\I have to rush home and write!\Right now, I can do it!\What's the matter, Naru?\Sensei's not followin' us. response:	He just went home a different way without tellin' us.
context: That's it!\The God of Calligraphy has descended!\I never thought I'd find the desire to write this easily!\I have to rush home and write!\Right now, I can do it!\What's the matter, Naru?\Sensei's not followin' us.\He just went home a different way without tellin' us. response:	Ya may be right.
context: The God of Calligraphy has descended!\I never thought I'd find the desire to write this easily!\I have to rush home and write!\Right now, I can do it!\What's the matter, Naru?\Sensei's not followin' us.\He just went home a different way without tellin' us.\Ya may be right. response:	I am right!
context: I never thought I'd find the desire to write this easily!\I have to rush home and write!\Right now, I can do it!\What's the matter, Naru?\Sensei's not followin' us.\He just went home a different way without tellin' us.\Ya may be right.\I am right! response:	Sensei's always like that.
context: I have to rush home and write!\Right now, I can do it!\What's the matter, Naru?\Sensei's not followin' us.\He just went home a different way without tellin' us.\Ya may be right.\I am right!\Sensei's always like that. response:	Yer right!
context: Right now, I can do it!\What's the matter, Naru?\Sensei's not followin' us.\He just went home a different way without tellin' us.\Ya may be right.\I am right!\Sensei's always like that.\Yer right! response:	Darn right!
context: What's the matter, Naru?\Sensei's not followin' us.\He just went home a different way without tellin' us.\Ya may be right.\I am right!\Sensei's always like that.\Yer right!\Darn right! response:	Sensei ain't home yet?!
context: Sensei's not followin' us.\He just went home a different way without tellin' us.\Ya may be right.\I am right!\Sensei's always like that.\Yer right!\Darn right!\Sensei ain't home yet?! response:	There wasn't anyone here when we came.
context: He just went home a different way without tellin' us.\Ya may be right.\I am right!\Sensei's always like that.\Yer right!\Darn right!\Sensei ain't home yet?!\There wasn't anyone here when we came. response:	On our way back from the mountain,
context: Ya may be right.\I am right!\Sensei's always like that.\Yer right!\Darn right!\Sensei ain't home yet?!\There wasn't anyone here when we came.\On our way back from the mountain, response:	Sensei just disappeared.
context: I am right!\Sensei's always like that.\Yer right!\Darn right!\Sensei ain't home yet?!\There wasn't anyone here when we came.\On our way back from the mountain,\Sensei just disappeared. response:	Disappeared?
context: Sensei's always like that.\Yer right!\Darn right!\Sensei ain't home yet?!\There wasn't anyone here when we came.\On our way back from the mountain,\Sensei just disappeared.\Disappeared? response:	I know what happened!
context: Yer right!\Darn right!\Sensei ain't home yet?!\There wasn't anyone here when we came.\On our way back from the mountain,\Sensei just disappeared.\Disappeared?\I know what happened! response:	I Want to Be a Hermit
context: Darn right!\Sensei ain't home yet?!\There wasn't anyone here when we came.\On our way back from the mountain,\Sensei just disappeared.\Disappeared?\I know what happened!\I Want to Be a Hermit response:	A wild giant from the hills must've trapped him and gobbled him up!
context: Sensei ain't home yet?!\There wasn't anyone here when we came.\On our way back from the mountain,\Sensei just disappeared.\Disappeared?\I know what happened!\I Want to Be a Hermit\A wild giant from the hills must've trapped him and gobbled him up! response:	Monster or not, it's still worrisome that he hasn't returned yet.
context: There wasn't anyone here when we came.\On our way back from the mountain,\Sensei just disappeared.\Disappeared?\I know what happened!\I Want to Be a Hermit\A wild giant from the hills must've trapped him and gobbled him up!\Monster or not, it's still worrisome that he hasn't returned yet. response:	Even if he got lost in the hills, the forest ain't that deep.
context: On our way back from the mountain,\Sensei just disappeared.\Disappeared?\I know what happened!\I Want to Be a Hermit\A wild giant from the hills must've trapped him and gobbled him up!\Monster or not, it's still worrisome that he hasn't returned yet.\Even if he got lost in the hills, the forest ain't that deep. response:	There!
context: Sensei just disappeared.\Disappeared?\I know what happened!\I Want to Be a Hermit\A wild giant from the hills must've trapped him and gobbled him up!\Monster or not, it's still worrisome that he hasn't returned yet.\Even if he got lost in the hills, the forest ain't that deep.\There! response:	Just a rabbit?
context: Disappeared?\I know what happened!\I Want to Be a Hermit\A wild giant from the hills must've trapped him and gobbled him up!\Monster or not, it's still worrisome that he hasn't returned yet.\Even if he got lost in the hills, the forest ain't that deep.\There!\Just a rabbit? response:	That scared me!
context: I know what happened!\I Want to Be a Hermit\A wild giant from the hills must've trapped him and gobbled him up!\Monster or not, it's still worrisome that he hasn't returned yet.\Even if he got lost in the hills, the forest ain't that deep.\There!\Just a rabbit?\That scared me! response:	And I finally felt like I could write good calligraphy...
context: I Want to Be a Hermit\A wild giant from the hills must've trapped him and gobbled him up!\Monster or not, it's still worrisome that he hasn't returned yet.\Even if he got lost in the hills, the forest ain't that deep.\There!\Just a rabbit?\That scared me!\And I finally felt like I could write good calligraphy... response:	The time I just spent playing with the kids feels far in the past.
context: A wild giant from the hills must've trapped him and gobbled him up!\Monster or not, it's still worrisome that he hasn't returned yet.\Even if he got lost in the hills, the forest ain't that deep.\There!\Just a rabbit?\That scared me!\And I finally felt like I could write good calligraphy...\The time I just spent playing with the kids feels far in the past. response:	This is bad!
context: Monster or not, it's still worrisome that he hasn't returned yet.\Even if he got lost in the hills, the forest ain't that deep.\There!\Just a rabbit?\That scared me!\And I finally felt like I could write good calligraphy...\The time I just spent playing with the kids feels far in the past.\This is bad! response:	I'm panicking so much that my brain's started to fabricate memories!
context: Even if he got lost in the hills, the forest ain't that deep.\There!\Just a rabbit?\That scared me!\And I finally felt like I could write good calligraphy...\The time I just spent playing with the kids feels far in the past.\This is bad!\I'm panicking so much that my brain's started to fabricate memories! response:	Keep calm, keep calm.
context: There!\Just a rabbit?\That scared me!\And I finally felt like I could write good calligraphy...\The time I just spent playing with the kids feels far in the past.\This is bad!\I'm panicking so much that my brain's started to fabricate memories!\Keep calm, keep calm. response:	A little further up, and I'll be back on the path.
context: Just a rabbit?\That scared me!\And I finally felt like I could write good calligraphy...\The time I just spent playing with the kids feels far in the past.\This is bad!\I'm panicking so much that my brain's started to fabricate memories!\Keep calm, keep calm.\A little further up, and I'll be back on the path. response:	You can do it, Seishuu!
context: That scared me!\And I finally felt like I could write good calligraphy...\The time I just spent playing with the kids feels far in the past.\This is bad!\I'm panicking so much that my brain's started to fabricate memories!\Keep calm, keep calm.\A little further up, and I'll be back on the path.\You can do it, Seishuu! response:	You can do it, Seishuu!
context: And I finally felt like I could write good calligraphy...\The time I just spent playing with the kids feels far in the past.\This is bad!\I'm panicking so much that my brain's started to fabricate memories!\Keep calm, keep calm.\A little further up, and I'll be back on the path.\You can do it, Seishuu!\You can do it, Seishuu! response:	All right!
context: The time I just spent playing with the kids feels far in the past.\This is bad!\I'm panicking so much that my brain's started to fabricate memories!\Keep calm, keep calm.\A little further up, and I'll be back on the path.\You can do it, Seishuu!\You can do it, Seishuu!\All right! response:	Ow!
context: This is bad!\I'm panicking so much that my brain's started to fabricate memories!\Keep calm, keep calm.\A little further up, and I'll be back on the path.\You can do it, Seishuu!\You can do it, Seishuu!\All right!\Ow! response:	This can't be happening...
context: I'm panicking so much that my brain's started to fabricate memories!\Keep calm, keep calm.\A little further up, and I'll be back on the path.\You can do it, Seishuu!\You can do it, Seishuu!\All right!\Ow!\This can't be happening... response:	C'mon, cut it out already!
context: Keep calm, keep calm.\A little further up, and I'll be back on the path.\You can do it, Seishuu!\You can do it, Seishuu!\All right!\Ow!\This can't be happening...\C'mon, cut it out already! response:	Darn it!
context: A little further up, and I'll be back on the path.\You can do it, Seishuu!\You can do it, Seishuu!\All right!\Ow!\This can't be happening...\C'mon, cut it out already!\Darn it! response:	Pose to reduce surface area in contact with ground
context: You can do it, Seishuu!\You can do it, Seishuu!\All right!\Ow!\This can't be happening...\C'mon, cut it out already!\Darn it!\Pose to reduce surface area in contact with ground response:	Isn't it about time someone came to rescue me?!
context: You can do it, Seishuu!\All right!\Ow!\This can't be happening...\C'mon, cut it out already!\Darn it!\Pose to reduce surface area in contact with ground\Isn't it about time someone came to rescue me?! response:	What are they doing?
context: All right!\Ow!\This can't be happening...\C'mon, cut it out already!\Darn it!\Pose to reduce surface area in contact with ground\Isn't it about time someone came to rescue me?!\What are they doing? response:	Getting lost in the wilderness
context: Ow!\This can't be happening...\C'mon, cut it out already!\Darn it!\Pose to reduce surface area in contact with ground\Isn't it about time someone came to rescue me?!\What are they doing?\Getting lost in the wilderness response:	is the height of isolation!
context: This can't be happening...\C'mon, cut it out already!\Darn it!\Pose to reduce surface area in contact with ground\Isn't it about time someone came to rescue me?!\What are they doing?\Getting lost in the wilderness\is the height of isolation! response:	I'm going to die.
context: C'mon, cut it out already!\Darn it!\Pose to reduce surface area in contact with ground\Isn't it about time someone came to rescue me?!\What are they doing?\Getting lost in the wilderness\is the height of isolation!\I'm going to die. response:	I'm going to end up dying alone, literally.
context: Darn it!\Pose to reduce surface area in contact with ground\Isn't it about time someone came to rescue me?!\What are they doing?\Getting lost in the wilderness\is the height of isolation!\I'm going to die.\I'm going to end up dying alone, literally. response:	Somebody save me!
context: Pose to reduce surface area in contact with ground\Isn't it about time someone came to rescue me?!\What are they doing?\Getting lost in the wilderness\is the height of isolation!\I'm going to die.\I'm going to end up dying alone, literally.\Somebody save me! response:	I don't care who!
context: Isn't it about time someone came to rescue me?!\What are they doing?\Getting lost in the wilderness\is the height of isolation!\I'm going to die.\I'm going to end up dying alone, literally.\Somebody save me!\I don't care who! response:	What's that?
context: What are they doing?\Getting lost in the wilderness\is the height of isolation!\I'm going to die.\I'm going to end up dying alone, literally.\Somebody save me!\I don't care who!\What's that? response:	What, it's just a key?
context: Getting lost in the wilderness\is the height of isolation!\I'm going to die.\I'm going to end up dying alone, literally.\Somebody save me!\I don't care who!\What's that?\What, it's just a key? response:	It's a key to my house!
context: is the height of isolation!\I'm going to die.\I'm going to end up dying alone, literally.\Somebody save me!\I don't care who!\What's that?\What, it's just a key?\It's a key to my house! response:	The duplicate key?
context: I'm going to die.\I'm going to end up dying alone, literally.\Somebody save me!\I don't care who!\What's that?\What, it's just a key?\It's a key to my house!\The duplicate key? response:	I lost it.
context: I'm going to end up dying alone, literally.\Somebody save me!\I don't care who!\What's that?\What, it's just a key?\It's a key to my house!\The duplicate key?\I lost it. response:	Maybe while playin' in the hills out back?
context: Somebody save me!\I don't care who!\What's that?\What, it's just a key?\It's a key to my house!\The duplicate key?\I lost it.\Maybe while playin' in the hills out back? response:	That girl...
context: I don't care who!\What's that?\What, it's just a key?\It's a key to my house!\The duplicate key?\I lost it.\Maybe while playin' in the hills out back?\That girl... response:	This is ridiculous!
context: What's that?\What, it's just a key?\It's a key to my house!\The duplicate key?\I lost it.\Maybe while playin' in the hills out back?\That girl...\This is ridiculous! response:	What am I freaking out about? I'm in the hills behind my house!
context: What, it's just a key?\It's a key to my house!\The duplicate key?\I lost it.\Maybe while playin' in the hills out back?\That girl...\This is ridiculous!\What am I freaking out about? I'm in the hills behind my house! response:	Who the heck gets hopelessly lost in his own backyard?
context: It's a key to my house!\The duplicate key?\I lost it.\Maybe while playin' in the hills out back?\That girl...\This is ridiculous!\What am I freaking out about? I'm in the hills behind my house!\Who the heck gets hopelessly lost in his own backyard? response:	What's this?
context: The duplicate key?\I lost it.\Maybe while playin' in the hills out back?\That girl...\This is ridiculous!\What am I freaking out about? I'm in the hills behind my house!\Who the heck gets hopelessly lost in his own backyard?\What's this? response:	Amazing...
context: I lost it.\Maybe while playin' in the hills out back?\That girl...\This is ridiculous!\What am I freaking out about? I'm in the hills behind my house!\Who the heck gets hopelessly lost in his own backyard?\What's this?\Amazing... response:	Is this outer space?
context: Maybe while playin' in the hills out back?\That girl...\This is ridiculous!\What am I freaking out about? I'm in the hills behind my house!\Who the heck gets hopelessly lost in his own backyard?\What's this?\Amazing...\Is this outer space? response:	A shooting star!
context: That girl...\This is ridiculous!\What am I freaking out about? I'm in the hills behind my house!\Who the heck gets hopelessly lost in his own backyard?\What's this?\Amazing...\Is this outer space?\A shooting star! response:	Please fix my bath. Please fix my bath.
context: This is ridiculous!\What am I freaking out about? I'm in the hills behind my house!\Who the heck gets hopelessly lost in his own backyard?\What's this?\Amazing...\Is this outer space?\A shooting star!\Please fix my bath. Please fix my bath. response:	Please fix my bath!
context: What am I freaking out about? I'm in the hills behind my house!\Who the heck gets hopelessly lost in his own backyard?\What's this?\Amazing...\Is this outer space?\A shooting star!\Please fix my bath. Please fix my bath.\Please fix my bath! response:	No, that's not it.
context: Who the heck gets hopelessly lost in his own backyard?\What's this?\Amazing...\Is this outer space?\A shooting star!\Please fix my bath. Please fix my bath.\Please fix my bath!\No, that's not it. response:	Please let me get home soon and write calligraphy!
context: What's this?\Amazing...\Is this outer space?\A shooting star!\Please fix my bath. Please fix my bath.\Please fix my bath!\No, that's not it.\Please let me get home soon and write calligraphy! response:	See? I told ya he fell off the edge.
context: Amazing...\Is this outer space?\A shooting star!\Please fix my bath. Please fix my bath.\Please fix my bath!\No, that's not it.\Please let me get home soon and write calligraphy!\See? I told ya he fell off the edge. response:	No wonder he wasn't on the usual paths when we looked.
context: Is this outer space?\A shooting star!\Please fix my bath. Please fix my bath.\Please fix my bath!\No, that's not it.\Please let me get home soon and write calligraphy!\See? I told ya he fell off the edge.\No wonder he wasn't on the usual paths when we looked. response:	Sensei, I'm so glad yer safe!
context: A shooting star!\Please fix my bath. Please fix my bath.\Please fix my bath!\No, that's not it.\Please let me get home soon and write calligraphy!\See? I told ya he fell off the edge.\No wonder he wasn't on the usual paths when we looked.\Sensei, I'm so glad yer safe! response:	Sheesh!
context: Please fix my bath. Please fix my bath.\Please fix my bath!\No, that's not it.\Please let me get home soon and write calligraphy!\See? I told ya he fell off the edge.\No wonder he wasn't on the usual paths when we looked.\Sensei, I'm so glad yer safe!\Sheesh! response:	What took you so long?
context: Please fix my bath!\No, that's not it.\Please let me get home soon and write calligraphy!\See? I told ya he fell off the edge.\No wonder he wasn't on the usual paths when we looked.\Sensei, I'm so glad yer safe!\Sheesh!\What took you so long? response:	Is Sensei cryin'?
context: No, that's not it.\Please let me get home soon and write calligraphy!\See? I told ya he fell off the edge.\No wonder he wasn't on the usual paths when we looked.\Sensei, I'm so glad yer safe!\Sheesh!\What took you so long?\Is Sensei cryin'? response:	Yes, he is...
context: Please let me get home soon and write calligraphy!\See? I told ya he fell off the edge.\No wonder he wasn't on the usual paths when we looked.\Sensei, I'm so glad yer safe!\Sheesh!\What took you so long?\Is Sensei cryin'?\Yes, he is... response:	Yes! It's finally come!
context: See? I told ya he fell off the edge.\No wonder he wasn't on the usual paths when we looked.\Sensei, I'm so glad yer safe!\Sheesh!\What took you so long?\Is Sensei cryin'?\Yes, he is...\Yes! It's finally come! response:	Sensei!
context: No wonder he wasn't on the usual paths when we looked.\Sensei, I'm so glad yer safe!\Sheesh!\What took you so long?\Is Sensei cryin'?\Yes, he is...\Yes! It's finally come!\Sensei! response:	I brought the first aid...
context: Sensei, I'm so glad yer safe!\Sheesh!\What took you so long?\Is Sensei cryin'?\Yes, he is...\Yes! It's finally come!\Sensei!\I brought the first aid... response:	Here! It's here!
context: Sheesh!\What took you so long?\Is Sensei cryin'?\Yes, he is...\Yes! It's finally come!\Sensei!\I brought the first aid...\Here! It's here! response:	He's in the middle of work.
context: What took you so long?\Is Sensei cryin'?\Yes, he is...\Yes! It's finally come!\Sensei!\I brought the first aid...\Here! It's here!\He's in the middle of work. response:	Seishuu Handa
context: Is Sensei cryin'?\Yes, he is...\Yes! It's finally come!\Sensei!\I brought the first aid...\Here! It's here!\He's in the middle of work.\Seishuu Handa response:	Seishuu Handa
context: Yes, he is...\Yes! It's finally come!\Sensei!\I brought the first aid...\Here! It's here!\He's in the middle of work.\Seishuu Handa\Seishuu Handa response:	STAR
context: Yes! It's finally come!\Sensei!\I brought the first aid...\Here! It's here!\He's in the middle of work.\Seishuu Handa\Seishuu Handa\STAR response:	As I thought, inspiration really is important.
context: Sensei!\I brought the first aid...\Here! It's here!\He's in the middle of work.\Seishuu Handa\Seishuu Handa\STAR\As I thought, inspiration really is important. response:	Yeah.
context: I brought the first aid...\Here! It's here!\He's in the middle of work.\Seishuu Handa\Seishuu Handa\STAR\As I thought, inspiration really is important.\Yeah. response:	I see.
context: Here! It's here!\He's in the middle of work.\Seishuu Handa\Seishuu Handa\STAR\As I thought, inspiration really is important.\Yeah.\I see. response:	Yeah, got it.
context: He's in the middle of work.\Seishuu Handa\Seishuu Handa\STAR\As I thought, inspiration really is important.\Yeah.\I see.\Yeah, got it. response:	I'll come home.
