context: Coffee Shop Hitotose response:	I'm back.
context: so I thought I should be there for you this time.\Y-You're just Hinako...\Oh, fine. I guess I'll hold your hand.\Be grateful!\Well, this is still a lot brighter than the countryside at night.\Hey! Why'd you stop?\Something's there.\Huh? response:	Wh-Where?
context: Y-You're just Hinako...\Oh, fine. I guess I'll hold your hand.\Be grateful!\Well, this is still a lot brighter than the countryside at night.\Hey! Why'd you stop?\Something's there.\Huh?\Wh-Where? response:	See? Right there.
context: Oh, fine. I guess I'll hold your hand.\Be grateful!\Well, this is still a lot brighter than the countryside at night.\Hey! Why'd you stop?\Something's there.\Huh?\Wh-Where?\See? Right there. response:	Th-There's nothing there!
context: Be grateful!\Well, this is still a lot brighter than the countryside at night.\Hey! Why'd you stop?\Something's there.\Huh?\Wh-Where?\See? Right there.\Th-There's nothing there! response:	H-Hey, Hinako! Wait for me!
context: Well, this is still a lot brighter than the countryside at night.\Hey! Why'd you stop?\Something's there.\Huh?\Wh-Where?\See? Right there.\Th-There's nothing there!\H-Hey, Hinako! Wait for me! response:	H-Hinako?
context: Hey! Why'd you stop?\Something's there.\Huh?\Wh-Where?\See? Right there.\Th-There's nothing there!\H-Hey, Hinako! Wait for me!\H-Hinako? response:	Hinako, come on!
context: Something's there.\Huh?\Wh-Where?\See? Right there.\Th-There's nothing there!\H-Hey, Hinako! Wait for me!\H-Hinako?\Hinako, come on! response:	H-Hinako?
context: Huh?\Wh-Where?\See? Right there.\Th-There's nothing there!\H-Hey, Hinako! Wait for me!\H-Hinako?\Hinako, come on!\H-Hinako? response:	Yua-chan, look! It was a kitty!
context: Wh-Where?\See? Right there.\Th-There's nothing there!\H-Hey, Hinako! Wait for me!\H-Hinako?\Hinako, come on!\H-Hinako?\Yua-chan, look! It was a kitty! response:	I guess it wandered in here and got lost.
context: See? Right there.\Th-There's nothing there!\H-Hey, Hinako! Wait for me!\H-Hinako?\Hinako, come on!\H-Hinako?\Yua-chan, look! It was a kitty!\I guess it wandered in here and got lost. response:	Yua-chan?!
context: Th-There's nothing there!\H-Hey, Hinako! Wait for me!\H-Hinako?\Hinako, come on!\H-Hinako?\Yua-chan, look! It was a kitty!\I guess it wandered in here and got lost.\Yua-chan?! response:	Easy, Kuu-chan.
context: H-Hey, Hinako! Wait for me!\H-Hinako?\Hinako, come on!\H-Hinako?\Yua-chan, look! It was a kitty!\I guess it wandered in here and got lost.\Yua-chan?!\Easy, Kuu-chan. response:	Aren't training camps fun?
context: H-Hinako?\Hinako, come on!\H-Hinako?\Yua-chan, look! It was a kitty!\I guess it wandered in here and got lost.\Yua-chan?!\Easy, Kuu-chan.\Aren't training camps fun? response:	I wish we could stay over at school every weekend.
context: Hinako, come on!\H-Hinako?\Yua-chan, look! It was a kitty!\I guess it wandered in here and got lost.\Yua-chan?!\Easy, Kuu-chan.\Aren't training camps fun?\I wish we could stay over at school every weekend. response:	I've had enough.
context: H-Hinako?\Yua-chan, look! It was a kitty!\I guess it wandered in here and got lost.\Yua-chan?!\Easy, Kuu-chan.\Aren't training camps fun?\I wish we could stay over at school every weekend.\I've had enough. response:	After spending the day with all of you,
context: Yua-chan, look! It was a kitty!\I guess it wandered in here and got lost.\Yua-chan?!\Easy, Kuu-chan.\Aren't training camps fun?\I wish we could stay over at school every weekend.\I've had enough.\After spending the day with all of you, response:	I've got some ideas for my script!
context: I guess it wandered in here and got lost.\Yua-chan?!\Easy, Kuu-chan.\Aren't training camps fun?\I wish we could stay over at school every weekend.\I've had enough.\After spending the day with all of you,\I've got some ideas for my script! response:	It's a horror story, though...
context: Yua-chan?!\Easy, Kuu-chan.\Aren't training camps fun?\I wish we could stay over at school every weekend.\I've had enough.\After spending the day with all of you,\I've got some ideas for my script!\It's a horror story, though... response:	Yua-chan?!
context: Easy, Kuu-chan.\Aren't training camps fun?\I wish we could stay over at school every weekend.\I've had enough.\After spending the day with all of you,\I've got some ideas for my script!\It's a horror story, though...\Yua-chan?! response:	Are you okay?
context: Aren't training camps fun?\I wish we could stay over at school every weekend.\I've had enough.\After spending the day with all of you,\I've got some ideas for my script!\It's a horror story, though...\Yua-chan?!\Are you okay? response:	Everyone's having fun, and all is well.
context: I wish we could stay over at school every weekend.\I've had enough.\After spending the day with all of you,\I've got some ideas for my script!\It's a horror story, though...\Yua-chan?!\Are you okay?\Everyone's having fun, and all is well. response:	Open your eyes!
context: I've had enough.\After spending the day with all of you,\I've got some ideas for my script!\It's a horror story, though...\Yua-chan?!\Are you okay?\Everyone's having fun, and all is well.\Open your eyes! response:	I guess this kind of training camp could be nice once in a while.
context: After spending the day with all of you,\I've got some ideas for my script!\It's a horror story, though...\Yua-chan?!\Are you okay?\Everyone's having fun, and all is well.\Open your eyes!\I guess this kind of training camp could be nice once in a while. response:	By the way...
context: I've got some ideas for my script!\It's a horror story, though...\Yua-chan?!\Are you okay?\Everyone's having fun, and all is well.\Open your eyes!\I guess this kind of training camp could be nice once in a while.\By the way... response:	When do we get to have the pillow fight?
context: It's a horror story, though...\Yua-chan?!\Are you okay?\Everyone's having fun, and all is well.\Open your eyes!\I guess this kind of training camp could be nice once in a while.\By the way...\When do we get to have the pillow fight? response:	You're really stuck on that, huh, Sensei?
context: Yua-chan?!\Are you okay?\Everyone's having fun, and all is well.\Open your eyes!\I guess this kind of training camp could be nice once in a while.\By the way...\When do we get to have the pillow fight?\You're really stuck on that, huh, Sensei? response:	Goodnight.
context: Are you okay?\Everyone's having fun, and all is well.\Open your eyes!\I guess this kind of training camp could be nice once in a while.\By the way...\When do we get to have the pillow fight?\You're really stuck on that, huh, Sensei?\Goodnight. response:	Hinako, are you awake?
context: Everyone's having fun, and all is well.\Open your eyes!\I guess this kind of training camp could be nice once in a while.\By the way...\When do we get to have the pillow fight?\You're really stuck on that, huh, Sensei?\Goodnight.\Hinako, are you awake? response:	I mean, it's fine if you're not.
context: Open your eyes!\I guess this kind of training camp could be nice once in a while.\By the way...\When do we get to have the pillow fight?\You're really stuck on that, huh, Sensei?\Goodnight.\Hinako, are you awake?\I mean, it's fine if you're not. response:	Um... Thanks for earlier.
context: I guess this kind of training camp could be nice once in a while.\By the way...\When do we get to have the pillow fight?\You're really stuck on that, huh, Sensei?\Goodnight.\Hinako, are you awake?\I mean, it's fine if you're not.\Um... Thanks for earlier. response:	It was really reassuring having you ther
context: By the way...\When do we get to have the pillow fight?\You're really stuck on that, huh, Sensei?\Goodnight.\Hinako, are you awake?\I mean, it's fine if you're not.\Um... Thanks for earlier.\It was really reassuring having you ther response:	Yua-chan?! Yua-chan?
context: When do we get to have the pillow fight?\You're really stuck on that, huh, Sensei?\Goodnight.\Hinako, are you awake?\I mean, it's fine if you're not.\Um... Thanks for earlier.\It was really reassuring having you ther\Yua-chan?! Yua-chan? response:	What happened?
context: You're really stuck on that, huh, Sensei?\Goodnight.\Hinako, are you awake?\I mean, it's fine if you're not.\Um... Thanks for earlier.\It was really reassuring having you ther\Yua-chan?! Yua-chan?\What happened? response:	What?
context: Goodnight.\Hinako, are you awake?\I mean, it's fine if you're not.\Um... Thanks for earlier.\It was really reassuring having you ther\Yua-chan?! Yua-chan?\What happened?\What? response:	Is something wrong?
context: Hinako, are you awake?\I mean, it's fine if you're not.\Um... Thanks for earlier.\It was really reassuring having you ther\Yua-chan?! Yua-chan?\What happened?\What?\Is something wrong? response:	A burglar?! Is there a burglar?!
context: I mean, it's fine if you're not.\Um... Thanks for earlier.\It was really reassuring having you ther\Yua-chan?! Yua-chan?\What happened?\What?\Is something wrong?\A burglar?! Is there a burglar?! response:	The training camp was so much fun.
context: Um... Thanks for earlier.\It was really reassuring having you ther\Yua-chan?! Yua-chan?\What happened?\What?\Is something wrong?\A burglar?! Is there a burglar?!\The training camp was so much fun. response:	Last night was awful for me, though.
context: It was really reassuring having you ther\Yua-chan?! Yua-chan?\What happened?\What?\Is something wrong?\A burglar?! Is there a burglar?!\The training camp was so much fun.\Last night was awful for me, though. response:	I'm sorry. I can't sleep without that mask on...
context: Yua-chan?! Yua-chan?\What happened?\What?\Is something wrong?\A burglar?! Is there a burglar?!\The training camp was so much fun.\Last night was awful for me, though.\I'm sorry. I can't sleep without that mask on... response:	I-It's not like I was scared or anything!
context: What happened?\What?\Is something wrong?\A burglar?! Is there a burglar?!\The training camp was so much fun.\Last night was awful for me, though.\I'm sorry. I can't sleep without that mask on...\I-It's not like I was scared or anything! response:	It just startled me!
context: What?\Is something wrong?\A burglar?! Is there a burglar?!\The training camp was so much fun.\Last night was awful for me, though.\I'm sorry. I can't sleep without that mask on...\I-It's not like I was scared or anything!\It just startled me! response:	It just startled me.
context: Is something wrong?\A burglar?! Is there a burglar?!\The training camp was so much fun.\Last night was awful for me, though.\I'm sorry. I can't sleep without that mask on...\I-It's not like I was scared or anything!\It just startled me!\It just startled me. response:	Kuu-chan, are you writing the script?
context: A burglar?! Is there a burglar?!\The training camp was so much fun.\Last night was awful for me, though.\I'm sorry. I can't sleep without that mask on...\I-It's not like I was scared or anything!\It just startled me!\It just startled me.\Kuu-chan, are you writing the script? response:	Yep! I think it'll be done by the end of this week!
context: The training camp was so much fun.\Last night was awful for me, though.\I'm sorry. I can't sleep without that mask on...\I-It's not like I was scared or anything!\It just startled me!\It just startled me.\Kuu-chan, are you writing the script?\Yep! I think it'll be done by the end of this week! response:	Wait, you didn't...
context: Last night was awful for me, though.\I'm sorry. I can't sleep without that mask on...\I-It's not like I was scared or anything!\It just startled me!\It just startled me.\Kuu-chan, are you writing the script?\Yep! I think it'll be done by the end of this week!\Wait, you didn't... response:	Don't worry. It's not a horror story.
context: I'm sorry. I can't sleep without that mask on...\I-It's not like I was scared or anything!\It just startled me!\It just startled me.\Kuu-chan, are you writing the script?\Yep! I think it'll be done by the end of this week!\Wait, you didn't...\Don't worry. It's not a horror story. response:	I'm not scared of that stuff, okay?!
context: I-It's not like I was scared or anything!\It just startled me!\It just startled me.\Kuu-chan, are you writing the script?\Yep! I think it'll be done by the end of this week!\Wait, you didn't...\Don't worry. It's not a horror story.\I'm not scared of that stuff, okay?! response:	The script and our practices are coming along well.
context: It just startled me!\It just startled me.\Kuu-chan, are you writing the script?\Yep! I think it'll be done by the end of this week!\Wait, you didn't...\Don't worry. It's not a horror story.\I'm not scared of that stuff, okay?!\The script and our practices are coming along well. response:	If we keep this up,
context: It just startled me.\Kuu-chan, are you writing the script?\Yep! I think it'll be done by the end of this week!\Wait, you didn't...\Don't worry. It's not a horror story.\I'm not scared of that stuff, okay?!\The script and our practices are coming along well.\If we keep this up, response:	I think I can be confident on the stage!
context: Kuu-chan, are you writing the script?\Yep! I think it'll be done by the end of this week!\Wait, you didn't...\Don't worry. It's not a horror story.\I'm not scared of that stuff, okay?!\The script and our practices are coming along well.\If we keep this up,\I think I can be confident on the stage! response:	I'll make sure Mom sees me at my best!
context: Yep! I think it'll be done by the end of this week!\Wait, you didn't...\Don't worry. It's not a horror story.\I'm not scared of that stuff, okay?!\The script and our practices are coming along well.\If we keep this up,\I think I can be confident on the stage!\I'll make sure Mom sees me at my best! response:	I can't wait until the day of the event.
context: Wait, you didn't...\Don't worry. It's not a horror story.\I'm not scared of that stuff, okay?!\The script and our practices are coming along well.\If we keep this up,\I think I can be confident on the stage!\I'll make sure Mom sees me at my best!\I can't wait until the day of the event. response:	Yeah!
context: Don't worry. It's not a horror story.\I'm not scared of that stuff, okay?!\The script and our practices are coming along well.\If we keep this up,\I think I can be confident on the stage!\I'll make sure Mom sees me at my best!\I can't wait until the day of the event.\Yeah! response:	Let's make the Hitotose Troupe's first performance a success!
context: I'm not scared of that stuff, okay?!\The script and our practices are coming along well.\If we keep this up,\I think I can be confident on the stage!\I'll make sure Mom sees me at my best!\I can't wait until the day of the event.\Yeah!\Let's make the Hitotose Troupe's first performance a success! response:	Hinako...
context: The script and our practices are coming along well.\If we keep this up,\I think I can be confident on the stage!\I'll make sure Mom sees me at my best!\I can't wait until the day of the event.\Yeah!\Let's make the Hitotose Troupe's first performance a success!\Hinako... response:	Hina-chan, is a bale of rice that appealing to you?
context: If we keep this up,\I think I can be confident on the stage!\I'll make sure Mom sees me at my best!\I can't wait until the day of the event.\Yeah!\Let's make the Hitotose Troupe's first performance a success!\Hinako...\Hina-chan, is a bale of rice that appealing to you? response:	Huh? Bale of rice?
context: I think I can be confident on the stage!\I'll make sure Mom sees me at my best!\I can't wait until the day of the event.\Yeah!\Let's make the Hitotose Troupe's first performance a success!\Hinako...\Hina-chan, is a bale of rice that appealing to you?\Huh? Bale of rice? response:	Pa-Pa-Parade
context: I'll make sure Mom sees me at my best!\I can't wait until the day of the event.\Yeah!\Let's make the Hitotose Troupe's first performance a success!\Hinako...\Hina-chan, is a bale of rice that appealing to you?\Huh? Bale of rice?\Pa-Pa-Parade response:	Kuu-chan finally finished the script for the Hitotose Troupe's first performance!
context: I can't wait until the day of the event.\Yeah!\Let's make the Hitotose Troupe's first performance a success!\Hinako...\Hina-chan, is a bale of rice that appealing to you?\Huh? Bale of rice?\Pa-Pa-Parade\Kuu-chan finally finished the script for the Hitotose Troupe's first performance! response:	Which means it's my time to shine!
context: Yeah!\Let's make the Hitotose Troupe's first performance a success!\Hinako...\Hina-chan, is a bale of rice that appealing to you?\Huh? Bale of rice?\Pa-Pa-Parade\Kuu-chan finally finished the script for the Hitotose Troupe's first performance!\Which means it's my time to shine! response:	Everyone, try on these costumes right away!
context: Let's make the Hitotose Troupe's first performance a success!\Hinako...\Hina-chan, is a bale of rice that appealing to you?\Huh? Bale of rice?\Pa-Pa-Parade\Kuu-chan finally finished the script for the Hitotose Troupe's first performance!\Which means it's my time to shine!\Everyone, try on these costumes right away! response:	Next time, Pa-Pa-Parade.
