context: To my father and mother back at home... response:	To my father and mother back at home...
context: How've you been since you got your job back?\Twice the pay, twice the work.\It's not worth it.\It would be even more of a sin to leave my excellent employees with nothing to do.\I bought back most of the stocks at rock-bottom prices.\This company belongs to me now.\And, most importantly, I've acquired the Eyes of God.\It'll be a great asset in the future, when we fight to recover the book. response:	What?!
context: Twice the pay, twice the work.\It's not worth it.\It would be even more of a sin to leave my excellent employees with nothing to do.\I bought back most of the stocks at rock-bottom prices.\This company belongs to me now.\And, most importantly, I've acquired the Eyes of God.\It'll be a great asset in the future, when we fight to recover the book.\What?! response:	This is an oversight...
context: It's not worth it.\It would be even more of a sin to leave my excellent employees with nothing to do.\I bought back most of the stocks at rock-bottom prices.\This company belongs to me now.\And, most importantly, I've acquired the Eyes of God.\It'll be a great asset in the future, when we fight to recover the book.\What?!\This is an oversight... response:	I must hurry.
context: It would be even more of a sin to leave my excellent employees with nothing to do.\I bought back most of the stocks at rock-bottom prices.\This company belongs to me now.\And, most importantly, I've acquired the Eyes of God.\It'll be a great asset in the future, when we fight to recover the book.\What?!\This is an oversight...\I must hurry. response:	President?
context: I bought back most of the stocks at rock-bottom prices.\This company belongs to me now.\And, most importantly, I've acquired the Eyes of God.\It'll be a great asset in the future, when we fight to recover the book.\What?!\This is an oversight...\I must hurry.\President? response:	President.
context: This company belongs to me now.\And, most importantly, I've acquired the Eyes of God.\It'll be a great asset in the future, when we fight to recover the book.\What?!\This is an oversight...\I must hurry.\President?\President. response:	Francis-sama, where to?
context: And, most importantly, I've acquired the Eyes of God.\It'll be a great asset in the future, when we fight to recover the book.\What?!\This is an oversight...\I must hurry.\President?\President.\Francis-sama, where to? response:	Huge Sale
context: It'll be a great asset in the future, when we fight to recover the book.\What?!\This is an oversight...\I must hurry.\President?\President.\Francis-sama, where to?\Huge Sale response:	These pots are on special sale.
context: What?!\This is an oversight...\I must hurry.\President?\President.\Francis-sama, where to?\Huge Sale\These pots are on special sale. response:	Next
context: This is an oversight...\I must hurry.\President?\President.\Francis-sama, where to?\Huge Sale\These pots are on special sale.\Next response:	Episode 33
context: I must hurry.\President?\President.\Francis-sama, where to?\Huge Sale\These pots are on special sale.\Next\Episode 33 response:	The Masked Assa ssin
