context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, keep the room nice and bright,
context: No! I couldn't believe that...\Natsu, Lisanna, sorry...\It was you, Elfman!\The egg!\I didn't steal it.\It was cold at night, and you toss and turn, so you let go of the egg.\Then...\You mean you... response:	Right.
context: Natsu, Lisanna, sorry...\It was you, Elfman!\The egg!\I didn't steal it.\It was cold at night, and you toss and turn, so you let go of the egg.\Then...\You mean you...\Right. response:	I can't use magic very well, but I secretly warmed the egg myself.
context: It was you, Elfman!\The egg!\I didn't steal it.\It was cold at night, and you toss and turn, so you let go of the egg.\Then...\You mean you...\Right.\I can't use magic very well, but I secretly warmed the egg myself. response:	So that's what it was.
context: The egg!\I didn't steal it.\It was cold at night, and you toss and turn, so you let go of the egg.\Then...\You mean you...\Right.\I can't use magic very well, but I secretly warmed the egg myself.\So that's what it was. response:	Thank you!
context: I didn't steal it.\It was cold at night, and you toss and turn, so you let go of the egg.\Then...\You mean you...\Right.\I can't use magic very well, but I secretly warmed the egg myself.\So that's what it was.\Thank you! response:	Elfman, you're a real man!
context: It was cold at night, and you toss and turn, so you let go of the egg.\Then...\You mean you...\Right.\I can't use magic very well, but I secretly warmed the egg myself.\So that's what it was.\Thank you!\Elfman, you're a real man! response:	You accused me!
context: Then...\You mean you...\Right.\I can't use magic very well, but I secretly warmed the egg myself.\So that's what it was.\Thank you!\Elfman, you're a real man!\You accused me! response:	Well, you accused me, too.
context: You mean you...\Right.\I can't use magic very well, but I secretly warmed the egg myself.\So that's what it was.\Thank you!\Elfman, you're a real man!\You accused me!\Well, you accused me, too. response:	It's hatching!
context: Right.\I can't use magic very well, but I secretly warmed the egg myself.\So that's what it was.\Thank you!\Elfman, you're a real man!\You accused me!\Well, you accused me, too.\It's hatching! response:	A cat?!
context: I can't use magic very well, but I secretly warmed the egg myself.\So that's what it was.\Thank you!\Elfman, you're a real man!\You accused me!\Well, you accused me, too.\It's hatching!\A cat?! response:	It's got wings!
context: So that's what it was.\Thank you!\Elfman, you're a real man!\You accused me!\Well, you accused me, too.\It's hatching!\A cat?!\It's got wings! response:	A bird?
context: Thank you!\Elfman, you're a real man!\You accused me!\Well, you accused me, too.\It's hatching!\A cat?!\It's got wings!\A bird? response:	Isn't it a cat?
context: Elfman, you're a real man!\You accused me!\Well, you accused me, too.\It's hatching!\A cat?!\It's got wings!\A bird?\Isn't it a cat? response:	A blue cat!
context: You accused me!\Well, you accused me, too.\It's hatching!\A cat?!\It's got wings!\A bird?\Isn't it a cat?\A blue cat! response:	Aye!
context: Well, you accused me, too.\It's hatching!\A cat?!\It's got wings!\A bird?\Isn't it a cat?\A blue cat!\Aye! response:	It's so cute!
context: It's hatching!\A cat?!\It's got wings!\A bird?\Isn't it a cat?\A blue cat!\Aye!\It's so cute! response:	Cute!
context: A cat?!\It's got wings!\A bird?\Isn't it a cat?\A blue cat!\Aye!\It's so cute!\Cute! response:	A parakeet!
context: It's got wings!\A bird?\Isn't it a cat?\A blue cat!\Aye!\It's so cute!\Cute!\A parakeet! response:	My parakeet is back!
context: A bird?\Isn't it a cat?\A blue cat!\Aye!\It's so cute!\Cute!\A parakeet!\My parakeet is back! response:	I was pretty sure it was a red parakeet, but...
context: Isn't it a cat?\A blue cat!\Aye!\It's so cute!\Cute!\A parakeet!\My parakeet is back!\I was pretty sure it was a red parakeet, but... response:	Look, Natsu... Everyone was so on edge before, but now everyone is happy!
context: A blue cat!\Aye!\It's so cute!\Cute!\A parakeet!\My parakeet is back!\I was pretty sure it was a red parakeet, but...\Look, Natsu... Everyone was so on edge before, but now everyone is happy! response:	He's like a bluebird of happiness!
context: Aye!\It's so cute!\Cute!\A parakeet!\My parakeet is back!\I was pretty sure it was a red parakeet, but...\Look, Natsu... Everyone was so on edge before, but now everyone is happy!\He's like a bluebird of happiness! response:	Happiness, huh?
context: It's so cute!\Cute!\A parakeet!\My parakeet is back!\I was pretty sure it was a red parakeet, but...\Look, Natsu... Everyone was so on edge before, but now everyone is happy!\He's like a bluebird of happiness!\Happiness, huh? response:	Then I'll name him Happy!
context: Cute!\A parakeet!\My parakeet is back!\I was pretty sure it was a red parakeet, but...\Look, Natsu... Everyone was so on edge before, but now everyone is happy!\He's like a bluebird of happiness!\Happiness, huh?\Then I'll name him Happy! response:	Aye!
context: A parakeet!\My parakeet is back!\I was pretty sure it was a red parakeet, but...\Look, Natsu... Everyone was so on edge before, but now everyone is happy!\He's like a bluebird of happiness!\Happiness, huh?\Then I'll name him Happy!\Aye! response:	Happy the dragon!
context: My parakeet is back!\I was pretty sure it was a red parakeet, but...\Look, Natsu... Everyone was so on edge before, but now everyone is happy!\He's like a bluebird of happiness!\Happiness, huh?\Then I'll name him Happy!\Aye!\Happy the dragon! response:	It's not a dragon...
context: I was pretty sure it was a red parakeet, but...\Look, Natsu... Everyone was so on edge before, but now everyone is happy!\He's like a bluebird of happiness!\Happiness, huh?\Then I'll name him Happy!\Aye!\Happy the dragon!\It's not a dragon... response:	Guess I'll paint a dragon.
context: Look, Natsu... Everyone was so on edge before, but now everyone is happy!\He's like a bluebird of happiness!\Happiness, huh?\Then I'll name him Happy!\Aye!\Happy the dragon!\It's not a dragon...\Guess I'll paint a dragon. response:	I see.
context: He's like a bluebird of happiness!\Happiness, huh?\Then I'll name him Happy!\Aye!\Happy the dragon!\It's not a dragon...\Guess I'll paint a dragon.\I see. response:	What a nice story, though.
context: Happiness, huh?\Then I'll name him Happy!\Aye!\Happy the dragon!\It's not a dragon...\Guess I'll paint a dragon.\I see.\What a nice story, though. response:	But now, those two...
context: Then I'll name him Happy!\Aye!\Happy the dragon!\It's not a dragon...\Guess I'll paint a dragon.\I see.\What a nice story, though.\But now, those two... response:	The worse they fight, the closer they are, you know?
context: Aye!\Happy the dragon!\It's not a dragon...\Guess I'll paint a dragon.\I see.\What a nice story, though.\But now, those two...\The worse they fight, the closer they are, you know? response:	Hey, Mira! Help me out over here!
context: Happy the dragon!\It's not a dragon...\Guess I'll paint a dragon.\I see.\What a nice story, though.\But now, those two...\The worse they fight, the closer they are, you know?\Hey, Mira! Help me out over here! response:	Coming!
context: It's not a dragon...\Guess I'll paint a dragon.\I see.\What a nice story, though.\But now, those two...\The worse they fight, the closer they are, you know?\Hey, Mira! Help me out over here!\Coming! response:	Um... So this is Erza, and this is Laxus...
context: Guess I'll paint a dragon.\I see.\What a nice story, though.\But now, those two...\The worse they fight, the closer they are, you know?\Hey, Mira! Help me out over here!\Coming!\Um... So this is Erza, and this is Laxus... response:	That makes this girl Lisanna.
context: I see.\What a nice story, though.\But now, those two...\The worse they fight, the closer they are, you know?\Hey, Mira! Help me out over here!\Coming!\Um... So this is Erza, and this is Laxus...\That makes this girl Lisanna. response:	Wait, huh?
context: What a nice story, though.\But now, those two...\The worse they fight, the closer they are, you know?\Hey, Mira! Help me out over here!\Coming!\Um... So this is Erza, and this is Laxus...\That makes this girl Lisanna.\Wait, huh? response:	Who is Lisanna anyway? I wonder why she's not here anymore?
context: But now, those two...\The worse they fight, the closer they are, you know?\Hey, Mira! Help me out over here!\Coming!\Um... So this is Erza, and this is Laxus...\That makes this girl Lisanna.\Wait, huh?\Who is Lisanna anyway? I wonder why she's not here anymore? response:	Fighting again, Natsu?
context: The worse they fight, the closer they are, you know?\Hey, Mira! Help me out over here!\Coming!\Um... So this is Erza, and this is Laxus...\That makes this girl Lisanna.\Wait, huh?\Who is Lisanna anyway? I wonder why she's not here anymore?\Fighting again, Natsu? response:	Oh, Lisanna.
context: Hey, Mira! Help me out over here!\Coming!\Um... So this is Erza, and this is Laxus...\That makes this girl Lisanna.\Wait, huh?\Who is Lisanna anyway? I wonder why she's not here anymore?\Fighting again, Natsu?\Oh, Lisanna. response:	You're back?
context: Coming!\Um... So this is Erza, and this is Laxus...\That makes this girl Lisanna.\Wait, huh?\Who is Lisanna anyway? I wonder why she's not here anymore?\Fighting again, Natsu?\Oh, Lisanna.\You're back? response:	Natsu ate all my fish!
context: Um... So this is Erza, and this is Laxus...\That makes this girl Lisanna.\Wait, huh?\Who is Lisanna anyway? I wonder why she's not here anymore?\Fighting again, Natsu?\Oh, Lisanna.\You're back?\Natsu ate all my fish! response:	Don't say it like I was hogging them all!
context: That makes this girl Lisanna.\Wait, huh?\Who is Lisanna anyway? I wonder why she's not here anymore?\Fighting again, Natsu?\Oh, Lisanna.\You're back?\Natsu ate all my fish!\Don't say it like I was hogging them all! response:	Sheesh... You're the dad, right?
context: Wait, huh?\Who is Lisanna anyway? I wonder why she's not here anymore?\Fighting again, Natsu?\Oh, Lisanna.\You're back?\Natsu ate all my fish!\Don't say it like I was hogging them all!\Sheesh... You're the dad, right? response:	You're supposed to protect the mom and the kid, right?
context: Who is Lisanna anyway? I wonder why she's not here anymore?\Fighting again, Natsu?\Oh, Lisanna.\You're back?\Natsu ate all my fish!\Don't say it like I was hogging them all!\Sheesh... You're the dad, right?\You're supposed to protect the mom and the kid, right? response:	That's from forever ago...
context: Fighting again, Natsu?\Oh, Lisanna.\You're back?\Natsu ate all my fish!\Don't say it like I was hogging them all!\Sheesh... You're the dad, right?\You're supposed to protect the mom and the kid, right?\That's from forever ago... response:	Hey, what are you talking about?
context: Oh, Lisanna.\You're back?\Natsu ate all my fish!\Don't say it like I was hogging them all!\Sheesh... You're the dad, right?\You're supposed to protect the mom and the kid, right?\That's from forever ago...\Hey, what are you talking about? response:	N-Nothing!
context: You're back?\Natsu ate all my fish!\Don't say it like I was hogging them all!\Sheesh... You're the dad, right?\You're supposed to protect the mom and the kid, right?\That's from forever ago...\Hey, what are you talking about?\N-Nothing! response:	We're family, so there'll be times we clash.
context: Natsu ate all my fish!\Don't say it like I was hogging them all!\Sheesh... You're the dad, right?\You're supposed to protect the mom and the kid, right?\That's from forever ago...\Hey, what are you talking about?\N-Nothing!\We're family, so there'll be times we clash. response:	But nobody likes fighting.
context: Don't say it like I was hogging them all!\Sheesh... You're the dad, right?\You're supposed to protect the mom and the kid, right?\That's from forever ago...\Hey, what are you talking about?\N-Nothing!\We're family, so there'll be times we clash.\But nobody likes fighting. response:	After all, Happy is our kid, right?
context: Sheesh... You're the dad, right?\You're supposed to protect the mom and the kid, right?\That's from forever ago...\Hey, what are you talking about?\N-Nothing!\We're family, so there'll be times we clash.\But nobody likes fighting.\After all, Happy is our kid, right? response:	She just said something crazy with a straight face!
context: You're supposed to protect the mom and the kid, right?\That's from forever ago...\Hey, what are you talking about?\N-Nothing!\We're family, so there'll be times we clash.\But nobody likes fighting.\After all, Happy is our kid, right?\She just said something crazy with a straight face! response:	Stop talkin' all weird, man!
context: That's from forever ago...\Hey, what are you talking about?\N-Nothing!\We're family, so there'll be times we clash.\But nobody likes fighting.\After all, Happy is our kid, right?\She just said something crazy with a straight face!\Stop talkin' all weird, man! response:	You'ean'ike dis?
context: Hey, what are you talking about?\N-Nothing!\We're family, so there'll be times we clash.\But nobody likes fighting.\After all, Happy is our kid, right?\She just said something crazy with a straight face!\Stop talkin' all weird, man!\You'ean'ike dis? response:	Don't talk while holding your tongue!
context: N-Nothing!\We're family, so there'll be times we clash.\But nobody likes fighting.\After all, Happy is our kid, right?\She just said something crazy with a straight face!\Stop talkin' all weird, man!\You'ean'ike dis?\Don't talk while holding your tongue! response:	You're just as naive as ever.
context: We're family, so there'll be times we clash.\But nobody likes fighting.\After all, Happy is our kid, right?\She just said something crazy with a straight face!\Stop talkin' all weird, man!\You'ean'ike dis?\Don't talk while holding your tongue!\You're just as naive as ever. response:	Don't call me naive!
context: But nobody likes fighting.\After all, Happy is our kid, right?\She just said something crazy with a straight face!\Stop talkin' all weird, man!\You'ean'ike dis?\Don't talk while holding your tongue!\You're just as naive as ever.\Don't call me naive! response:	Man... Guess I gotta...
context: After all, Happy is our kid, right?\She just said something crazy with a straight face!\Stop talkin' all weird, man!\You'ean'ike dis?\Don't talk while holding your tongue!\You're just as naive as ever.\Don't call me naive!\Man... Guess I gotta... response:	I've made up my mind.
context: She just said something crazy with a straight face!\Stop talkin' all weird, man!\You'ean'ike dis?\Don't talk while holding your tongue!\You're just as naive as ever.\Don't call me naive!\Man... Guess I gotta...\I've made up my mind. response:	I'm never speaking to Natsu again!
context: Stop talkin' all weird, man!\You'ean'ike dis?\Don't talk while holding your tongue!\You're just as naive as ever.\Don't call me naive!\Man... Guess I gotta...\I've made up my mind.\I'm never speaking to Natsu again! response:	Hey!
context: You'ean'ike dis?\Don't talk while holding your tongue!\You're just as naive as ever.\Don't call me naive!\Man... Guess I gotta...\I've made up my mind.\I'm never speaking to Natsu again!\Hey! response:	I can't hear you!
context: Don't talk while holding your tongue!\You're just as naive as ever.\Don't call me naive!\Man... Guess I gotta...\I've made up my mind.\I'm never speaking to Natsu again!\Hey!\I can't hear you! response:	Well that's gonna be a problem.
context: You're just as naive as ever.\Don't call me naive!\Man... Guess I gotta...\I've made up my mind.\I'm never speaking to Natsu again!\Hey!\I can't hear you!\Well that's gonna be a problem. response:	What'll I do with this?
context: Don't call me naive!\Man... Guess I gotta...\I've made up my mind.\I'm never speaking to Natsu again!\Hey!\I can't hear you!\Well that's gonna be a problem.\What'll I do with this? response:	Happy?
context: Man... Guess I gotta...\I've made up my mind.\I'm never speaking to Natsu again!\Hey!\I can't hear you!\Well that's gonna be a problem.\What'll I do with this?\Happy? response:	Yeah! I'm Happy!
context: I've made up my mind.\I'm never speaking to Natsu again!\Hey!\I can't hear you!\Well that's gonna be a problem.\What'll I do with this?\Happy?\Yeah! I'm Happy! response:	I wonder if they made up?
context: I'm never speaking to Natsu again!\Hey!\I can't hear you!\Well that's gonna be a problem.\What'll I do with this?\Happy?\Yeah! I'm Happy!\I wonder if they made up? response:	Ah, well... I guess I'll go check on'em.
context: Hey!\I can't hear you!\Well that's gonna be a problem.\What'll I do with this?\Happy?\Yeah! I'm Happy!\I wonder if they made up?\Ah, well... I guess I'll go check on'em. response:	Merry-go-round
context: I can't hear you!\Well that's gonna be a problem.\What'll I do with this?\Happy?\Yeah! I'm Happy!\I wonder if they made up?\Ah, well... I guess I'll go check on'em.\Merry-go-round response:	I greet the morning,
context: Well that's gonna be a problem.\What'll I do with this?\Happy?\Yeah! I'm Happy!\I wonder if they made up?\Ah, well... I guess I'll go check on'em.\Merry-go-round\I greet the morning, response:	chasing after your profile left only in my revolving dreams
context: What'll I do with this?\Happy?\Yeah! I'm Happy!\I wonder if they made up?\Ah, well... I guess I'll go check on'em.\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams response:	You said, I never want to see your face again, when you left me
context: Happy?\Yeah! I'm Happy!\I wonder if they made up?\Ah, well... I guess I'll go check on'em.\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me response:	But the tears on your cheek said it all
context: Yeah! I'm Happy!\I wonder if they made up?\Ah, well... I guess I'll go check on'em.\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all response:	Every time you felt like you'd be swallowed up in the waves of contradiction
context: I wonder if they made up?\Ah, well... I guess I'll go check on'em.\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction response:	you always held back your tears, you know?
context: Ah, well... I guess I'll go check on'em.\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know? response:	What a strong person, they said, but everyone overestimated you
context: Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you response:	and before you knew it you lost sight of who you really are
context: I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are response:	Then the sun I thought would always be near me collapsed
context: chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed response:	and the light shut off...
context: You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off... response:	Rubbing out the truths and the lies of one day, altogether
context: But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether response:	Merry-go-round
context: Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round response:	I greet the morning,
context: you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning, response:	still, ironically, chasing after your profile in my revolving dreams
context: What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams response:	Professor Happy's Fairy Tail Lectures!
context: and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures! response:	Today I'll be telling you the secrets behind Wizard Guilds!
context: Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets behind Wizard Guilds! response:	In this world there are all kinds of official guilds and dark guilds.
context: and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets behind Wizard Guilds!\In this world there are all kinds of official guilds and dark guilds. response:	Watch for the guild mark that wizards have somewhere on their body that shows which guild they're from.
context: Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets behind Wizard Guilds!\In this world there are all kinds of official guilds and dark guilds.\Watch for the guild mark that wizards have somewhere on their body that shows which guild they're from. response:	And this time will be the final lecture!
context: Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets behind Wizard Guilds!\In this world there are all kinds of official guilds and dark guilds.\Watch for the guild mark that wizards have somewhere on their body that shows which guild they're from.\And this time will be the final lecture! response:	Stand, Bow, Aye!
context: I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets behind Wizard Guilds!\In this world there are all kinds of official guilds and dark guilds.\Watch for the guild mark that wizards have somewhere on their body that shows which guild they're from.\And this time will be the final lecture!\Stand, Bow, Aye! response:	Whoa there... Fairy Tail's all busted up!
context: still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets behind Wizard Guilds!\In this world there are all kinds of official guilds and dark guilds.\Watch for the guild mark that wizards have somewhere on their body that shows which guild they're from.\And this time will be the final lecture!\Stand, Bow, Aye!\Whoa there... Fairy Tail's all busted up! response:	This has got to be Erza's doing!
context: Professor Happy's Fairy Tail Lectures!\Today I'll be telling you the secrets behind Wizard Guilds!\In this world there are all kinds of official guilds and dark guilds.\Watch for the guild mark that wizards have somewhere on their body that shows which guild they're from.\And this time will be the final lecture!\Stand, Bow, Aye!\Whoa there... Fairy Tail's all busted up!\This has got to be Erza's doing! response:	She must have been hungry and run amuck!
context: Today I'll be telling you the secrets behind Wizard Guilds!\In this world there are all kinds of official guilds and dark guilds.\Watch for the guild mark that wizards have somewhere on their body that shows which guild they're from.\And this time will be the final lecture!\Stand, Bow, Aye!\Whoa there... Fairy Tail's all busted up!\This has got to be Erza's doing!\She must have been hungry and run amuck! response:	Oh! I can believe that.
context: In this world there are all kinds of official guilds and dark guilds.\Watch for the guild mark that wizards have somewhere on their body that shows which guild they're from.\And this time will be the final lecture!\Stand, Bow, Aye!\Whoa there... Fairy Tail's all busted up!\This has got to be Erza's doing!\She must have been hungry and run amuck!\Oh! I can believe that. response:	Aye. It's a miracle that the building's even still standing.
context: Watch for the guild mark that wizards have somewhere on their body that shows which guild they're from.\And this time will be the final lecture!\Stand, Bow, Aye!\Whoa there... Fairy Tail's all busted up!\This has got to be Erza's doing!\She must have been hungry and run amuck!\Oh! I can believe that.\Aye. It's a miracle that the building's even still standing. response:	So... maybe we should steer clear for now...
context: And this time will be the final lecture!\Stand, Bow, Aye!\Whoa there... Fairy Tail's all busted up!\This has got to be Erza's doing!\She must have been hungry and run amuck!\Oh! I can believe that.\Aye. It's a miracle that the building's even still standing.\So... maybe we should steer clear for now... response:	Next time: Phantom Lord!
context: Stand, Bow, Aye!\Whoa there... Fairy Tail's all busted up!\This has got to be Erza's doing!\She must have been hungry and run amuck!\Oh! I can believe that.\Aye. It's a miracle that the building's even still standing.\So... maybe we should steer clear for now...\Next time: Phantom Lord! response:	She's like the shadow ruler of Fairy Tail...
context: Whoa there... Fairy Tail's all busted up!\This has got to be Erza's doing!\She must have been hungry and run amuck!\Oh! I can believe that.\Aye. It's a miracle that the building's even still standing.\So... maybe we should steer clear for now...\Next time: Phantom Lord!\She's like the shadow ruler of Fairy Tail... response:	But if one day Erza becomes Fairy Tail's master...
