context: Hina-chan! response:	I wanted to ask you a little favor.
context: That's it! Now press this, and...\Something popped up!\Mom Kuina Chiaki Mayuki\That's all of us. You can contact us anytime.\Thank you!\Now, then...\I'm going to open the shop, okay?\Huh? response:	U-Uh... C-Can I have more pasta?
context: Something popped up!\Mom Kuina Chiaki Mayuki\That's all of us. You can contact us anytime.\Thank you!\Now, then...\I'm going to open the shop, okay?\Huh?\U-Uh... C-Can I have more pasta? response:	You want to eat more?!
context: Mom Kuina Chiaki Mayuki\That's all of us. You can contact us anytime.\Thank you!\Now, then...\I'm going to open the shop, okay?\Huh?\U-Uh... C-Can I have more pasta?\You want to eat more?! response:	Mom Kuina Chiaki Mayuki
context: That's all of us. You can contact us anytime.\Thank you!\Now, then...\I'm going to open the shop, okay?\Huh?\U-Uh... C-Can I have more pasta?\You want to eat more?!\Mom Kuina Chiaki Mayuki response:	I got all these new contacts in just one day!
context: Thank you!\Now, then...\I'm going to open the shop, okay?\Huh?\U-Uh... C-Can I have more pasta?\You want to eat more?!\Mom Kuina Chiaki Mayuki\I got all these new contacts in just one day! response:	Kuina
context: Now, then...\I'm going to open the shop, okay?\Huh?\U-Uh... C-Can I have more pasta?\You want to eat more?!\Mom Kuina Chiaki Mayuki\I got all these new contacts in just one day!\Kuina response:	Are you awake?
context: I'm going to open the shop, okay?\Huh?\U-Uh... C-Can I have more pasta?\You want to eat more?!\Mom Kuina Chiaki Mayuki\I got all these new contacts in just one day!\Kuina\Are you awake? response:	Eh... Ah...
context: Huh?\U-Uh... C-Can I have more pasta?\You want to eat more?!\Mom Kuina Chiaki Mayuki\I got all these new contacts in just one day!\Kuina\Are you awake?\Eh... Ah... response:	Yes, I'm awake!
context: U-Uh... C-Can I have more pasta?\You want to eat more?!\Mom Kuina Chiaki Mayuki\I got all these new contacts in just one day!\Kuina\Are you awake?\Eh... Ah...\Yes, I'm awake! response:	Hello?
context: You want to eat more?!\Mom Kuina Chiaki Mayuki\I got all these new contacts in just one day!\Kuina\Are you awake?\Eh... Ah...\Yes, I'm awake!\Hello? response:	Kuu-chan, you're here!
context: Mom Kuina Chiaki Mayuki\I got all these new contacts in just one day!\Kuina\Are you awake?\Eh... Ah...\Yes, I'm awake!\Hello?\Kuu-chan, you're here! response:	The others are here, too.
context: I got all these new contacts in just one day!\Kuina\Are you awake?\Eh... Ah...\Yes, I'm awake!\Hello?\Kuu-chan, you're here!\The others are here, too. response:	Mayu-chan! Miss Landlady!
context: Kuina\Are you awake?\Eh... Ah...\Yes, I'm awake!\Hello?\Kuu-chan, you're here!\The others are here, too.\Mayu-chan! Miss Landlady! response:	Mind if we come in?
context: Are you awake?\Eh... Ah...\Yes, I'm awake!\Hello?\Kuu-chan, you're here!\The others are here, too.\Mayu-chan! Miss Landlady!\Mind if we come in? response:	U-Um, what brings you all here?
context: Eh... Ah...\Yes, I'm awake!\Hello?\Kuu-chan, you're here!\The others are here, too.\Mayu-chan! Miss Landlady!\Mind if we come in?\U-Um, what brings you all here? response:	We were wondering if you'd decided what we should do with the troupe.
context: Yes, I'm awake!\Hello?\Kuu-chan, you're here!\The others are here, too.\Mayu-chan! Miss Landlady!\Mind if we come in?\U-Um, what brings you all here?\We were wondering if you'd decided what we should do with the troupe. response:	No, I don't even know where we should start...
context: Hello?\Kuu-chan, you're here!\The others are here, too.\Mayu-chan! Miss Landlady!\Mind if we come in?\U-Um, what brings you all here?\We were wondering if you'd decided what we should do with the troupe.\No, I don't even know where we should start... response:	I guess you don't have any stage experience yet.
context: Kuu-chan, you're here!\The others are here, too.\Mayu-chan! Miss Landlady!\Mind if we come in?\U-Um, what brings you all here?\We were wondering if you'd decided what we should do with the troupe.\No, I don't even know where we should start...\I guess you don't have any stage experience yet. response:	So we did some research on theater troupes.
context: The others are here, too.\Mayu-chan! Miss Landlady!\Mind if we come in?\U-Um, what brings you all here?\We were wondering if you'd decided what we should do with the troupe.\No, I don't even know where we should start...\I guess you don't have any stage experience yet.\So we did some research on theater troupes. response:	And we found that there's a famous place in Shimokitazawa called Suzuran...
context: Mayu-chan! Miss Landlady!\Mind if we come in?\U-Um, what brings you all here?\We were wondering if you'd decided what we should do with the troupe.\No, I don't even know where we should start...\I guess you don't have any stage experience yet.\So we did some research on theater troupes.\And we found that there's a famous place in Shimokitazawa called Suzuran... response:	It's this.
context: Mind if we come in?\U-Um, what brings you all here?\We were wondering if you'd decided what we should do with the troupe.\No, I don't even know where we should start...\I guess you don't have any stage experience yet.\So we did some research on theater troupes.\And we found that there's a famous place in Shimokitazawa called Suzuran...\It's this. response:	Theater News
context: U-Um, what brings you all here?\We were wondering if you'd decided what we should do with the troupe.\No, I don't even know where we should start...\I guess you don't have any stage experience yet.\So we did some research on theater troupes.\And we found that there's a famous place in Shimokitazawa called Suzuran...\It's this.\Theater News response:	It's a very historical theater that everyone dreams of performing in.
context: We were wondering if you'd decided what we should do with the troupe.\No, I don't even know where we should start...\I guess you don't have any stage experience yet.\So we did some research on theater troupes.\And we found that there's a famous place in Shimokitazawa called Suzuran...\It's this.\Theater News\It's a very historical theater that everyone dreams of performing in. response:	Really?
context: No, I don't even know where we should start...\I guess you don't have any stage experience yet.\So we did some research on theater troupes.\And we found that there's a famous place in Shimokitazawa called Suzuran...\It's this.\Theater News\It's a very historical theater that everyone dreams of performing in.\Really? response:	Yep.
context: I guess you don't have any stage experience yet.\So we did some research on theater troupes.\And we found that there's a famous place in Shimokitazawa called Suzuran...\It's this.\Theater News\It's a very historical theater that everyone dreams of performing in.\Really?\Yep. response:	Why don't we try to get there?
context: So we did some research on theater troupes.\And we found that there's a famous place in Shimokitazawa called Suzuran...\It's this.\Theater News\It's a very historical theater that everyone dreams of performing in.\Really?\Yep.\Why don't we try to get there? response:	To someplace that amazing?
context: And we found that there's a famous place in Shimokitazawa called Suzuran...\It's this.\Theater News\It's a very historical theater that everyone dreams of performing in.\Really?\Yep.\Why don't we try to get there?\To someplace that amazing? response:	I'm in. It's always better to dream big.
context: It's this.\Theater News\It's a very historical theater that everyone dreams of performing in.\Really?\Yep.\Why don't we try to get there?\To someplace that amazing?\I'm in. It's always better to dream big. response:	I'm all for it, too. Let's work hard together.
context: Theater News\It's a very historical theater that everyone dreams of performing in.\Really?\Yep.\Why don't we try to get there?\To someplace that amazing?\I'm in. It's always better to dream big.\I'm all for it, too. Let's work hard together. response:	Okay!
context: It's a very historical theater that everyone dreams of performing in.\Really?\Yep.\Why don't we try to get there?\To someplace that amazing?\I'm in. It's always better to dream big.\I'm all for it, too. Let's work hard together.\Okay! response:	Then Suzuran will be our goal.
context: Really?\Yep.\Why don't we try to get there?\To someplace that amazing?\I'm in. It's always better to dream big.\I'm all for it, too. Let's work hard together.\Okay!\Then Suzuran will be our goal. response:	Let's put together a great act!
context: Yep.\Why don't we try to get there?\To someplace that amazing?\I'm in. It's always better to dream big.\I'm all for it, too. Let's work hard together.\Okay!\Then Suzuran will be our goal.\Let's put together a great act! response:	Yep.
context: Why don't we try to get there?\To someplace that amazing?\I'm in. It's always better to dream big.\I'm all for it, too. Let's work hard together.\Okay!\Then Suzuran will be our goal.\Let's put together a great act!\Yep. response:	Right!
context: To someplace that amazing?\I'm in. It's always better to dream big.\I'm all for it, too. Let's work hard together.\Okay!\Then Suzuran will be our goal.\Let's put together a great act!\Yep.\Right! response:	Yeah!
context: I'm in. It's always better to dream big.\I'm all for it, too. Let's work hard together.\Okay!\Then Suzuran will be our goal.\Let's put together a great act!\Yep.\Right!\Yeah! response:	Leave the script to me!
context: I'm all for it, too. Let's work hard together.\Okay!\Then Suzuran will be our goal.\Let's put together a great act!\Yep.\Right!\Yeah!\Leave the script to me! response:	I can't wait!
context: Okay!\Then Suzuran will be our goal.\Let's put together a great act!\Yep.\Right!\Yeah!\Leave the script to me!\I can't wait! response:	Yeah!
context: Then Suzuran will be our goal.\Let's put together a great act!\Yep.\Right!\Yeah!\Leave the script to me!\I can't wait!\Yeah! response:	I'm excited.
context: Let's put together a great act!\Yep.\Right!\Yeah!\Leave the script to me!\I can't wait!\Yeah!\I'm excited. response:	Mistaken Friend
context: Yep.\Right!\Yeah!\Leave the script to me!\I can't wait!\Yeah!\I'm excited.\Mistaken Friend response:	It's always better to dream big!
context: Right!\Yeah!\Leave the script to me!\I can't wait!\Yeah!\I'm excited.\Mistaken Friend\It's always better to dream big! response:	Bigger taiyaki and dorayaki are always more exciting, too!
context: Yeah!\Leave the script to me!\I can't wait!\Yeah!\I'm excited.\Mistaken Friend\It's always better to dream big!\Bigger taiyaki and dorayaki are always more exciting, too! response:	School's about to start, too.
context: Leave the script to me!\I can't wait!\Yeah!\I'm excited.\Mistaken Friend\It's always better to dream big!\Bigger taiyaki and dorayaki are always more exciting, too!\School's about to start, too. response:	Just thinking about what awaits in our future makes me so excited!
context: I can't wait!\Yeah!\I'm excited.\Mistaken Friend\It's always better to dream big!\Bigger taiyaki and dorayaki are always more exciting, too!\School's about to start, too.\Just thinking about what awaits in our future makes me so excited! response:	Next time: Mistaken Friend.
