context: Those are pretty. response:	Are you going to visit your cousin again?
context: Do you think she'd agree to see him alone?\That is a good point, but...\No one would suspect anything if she had someone\with her when Yoshihara came over.\Oh, I know. I think Machii's younger brother would be a perfect example.\Yoshihara told Machii's brother on the phone that\he had also contacted Machii's former girlfriend.\He might have had a bad feeling about that and contacted Aoi. response:	After learning the truth of his brother's death, he impulsively killed him.
context: That is a good point, but...\No one would suspect anything if she had someone\with her when Yoshihara came over.\Oh, I know. I think Machii's younger brother would be a perfect example.\Yoshihara told Machii's brother on the phone that\he had also contacted Machii's former girlfriend.\He might have had a bad feeling about that and contacted Aoi.\After learning the truth of his brother's death, he impulsively killed him. response:	But he still had a future.
context: No one would suspect anything if she had someone\with her when Yoshihara came over.\Oh, I know. I think Machii's younger brother would be a perfect example.\Yoshihara told Machii's brother on the phone that\he had also contacted Machii's former girlfriend.\He might have had a bad feeling about that and contacted Aoi.\After learning the truth of his brother's death, he impulsively killed him.\But he still had a future. response:	On the other hand, Aoi had been living as a shut-in and had very little to lose.
context: with her when Yoshihara came over.\Oh, I know. I think Machii's younger brother would be a perfect example.\Yoshihara told Machii's brother on the phone that\he had also contacted Machii's former girlfriend.\He might have had a bad feeling about that and contacted Aoi.\After learning the truth of his brother's death, he impulsively killed him.\But he still had a future.\On the other hand, Aoi had been living as a shut-in and had very little to lose. response:	That's why she decided she would protect him.
context: Oh, I know. I think Machii's younger brother would be a perfect example.\Yoshihara told Machii's brother on the phone that\he had also contacted Machii's former girlfriend.\He might have had a bad feeling about that and contacted Aoi.\After learning the truth of his brother's death, he impulsively killed him.\But he still had a future.\On the other hand, Aoi had been living as a shut-in and had very little to lose.\That's why she decided she would protect him. response:	After sending the real killer away,
context: Yoshihara told Machii's brother on the phone that\he had also contacted Machii's former girlfriend.\He might have had a bad feeling about that and contacted Aoi.\After learning the truth of his brother's death, he impulsively killed him.\But he still had a future.\On the other hand, Aoi had been living as a shut-in and had very little to lose.\That's why she decided she would protect him.\After sending the real killer away, response:	she decided to dump the corpse at the swamp in the mountains.
context: he had also contacted Machii's former girlfriend.\He might have had a bad feeling about that and contacted Aoi.\After learning the truth of his brother's death, he impulsively killed him.\But he still had a future.\On the other hand, Aoi had been living as a shut-in and had very little to lose.\That's why she decided she would protect him.\After sending the real killer away,\she decided to dump the corpse at the swamp in the mountains. response:	There are three reasons for this.
context: He might have had a bad feeling about that and contacted Aoi.\After learning the truth of his brother's death, he impulsively killed him.\But he still had a future.\On the other hand, Aoi had been living as a shut-in and had very little to lose.\That's why she decided she would protect him.\After sending the real killer away,\she decided to dump the corpse at the swamp in the mountains.\There are three reasons for this. response:	First, to let the swamp water wash off any traces of
context: After learning the truth of his brother's death, he impulsively killed him.\But he still had a future.\On the other hand, Aoi had been living as a shut-in and had very little to lose.\That's why she decided she would protect him.\After sending the real killer away,\she decided to dump the corpse at the swamp in the mountains.\There are three reasons for this.\First, to let the swamp water wash off any traces of response:	the true killer that may have ended up on the corpse.
context: But he still had a future.\On the other hand, Aoi had been living as a shut-in and had very little to lose.\That's why she decided she would protect him.\After sending the real killer away,\she decided to dump the corpse at the swamp in the mountains.\There are three reasons for this.\First, to let the swamp water wash off any traces of\the true killer that may have ended up on the corpse. response:	Second, to give the true killer an alibi.
context: On the other hand, Aoi had been living as a shut-in and had very little to lose.\That's why she decided she would protect him.\After sending the real killer away,\she decided to dump the corpse at the swamp in the mountains.\There are three reasons for this.\First, to let the swamp water wash off any traces of\the true killer that may have ended up on the corpse.\Second, to give the true killer an alibi. response:	But then why did the woman say, I really hope they find you?
context: That's why she decided she would protect him.\After sending the real killer away,\she decided to dump the corpse at the swamp in the mountains.\There are three reasons for this.\First, to let the swamp water wash off any traces of\the true killer that may have ended up on the corpse.\Second, to give the true killer an alibi.\But then why did the woman say, I really hope they find you? response:	This is why the third reason exists.
context: After sending the real killer away,\she decided to dump the corpse at the swamp in the mountains.\There are three reasons for this.\First, to let the swamp water wash off any traces of\the true killer that may have ended up on the corpse.\Second, to give the true killer an alibi.\But then why did the woman say, I really hope they find you?\This is why the third reason exists. response:	Tanio Aoi tried to get rid of any trace of the true killer at her house.
context: she decided to dump the corpse at the swamp in the mountains.\There are three reasons for this.\First, to let the swamp water wash off any traces of\the true killer that may have ended up on the corpse.\Second, to give the true killer an alibi.\But then why did the woman say, I really hope they find you?\This is why the third reason exists.\Tanio Aoi tried to get rid of any trace of the true killer at her house. response:	If she carefully cleaned every inch of her house, that could be possible.
context: There are three reasons for this.\First, to let the swamp water wash off any traces of\the true killer that may have ended up on the corpse.\Second, to give the true killer an alibi.\But then why did the woman say, I really hope they find you?\This is why the third reason exists.\Tanio Aoi tried to get rid of any trace of the true killer at her house.\If she carefully cleaned every inch of her house, that could be possible. response:	But what about outside the house?
context: First, to let the swamp water wash off any traces of\the true killer that may have ended up on the corpse.\Second, to give the true killer an alibi.\But then why did the woman say, I really hope they find you?\This is why the third reason exists.\Tanio Aoi tried to get rid of any trace of the true killer at her house.\If she carefully cleaned every inch of her house, that could be possible.\But what about outside the house? response:	There's no telling what traces could've been left behind.
context: the true killer that may have ended up on the corpse.\Second, to give the true killer an alibi.\But then why did the woman say, I really hope they find you?\This is why the third reason exists.\Tanio Aoi tried to get rid of any trace of the true killer at her house.\If she carefully cleaned every inch of her house, that could be possible.\But what about outside the house?\There's no telling what traces could've been left behind. response:	And that's why Aoi threw the corpse into your swamp!
context: Second, to give the true killer an alibi.\But then why did the woman say, I really hope they find you?\This is why the third reason exists.\Tanio Aoi tried to get rid of any trace of the true killer at her house.\If she carefully cleaned every inch of her house, that could be possible.\But what about outside the house?\There's no telling what traces could've been left behind.\And that's why Aoi threw the corpse into your swamp! response:	What do you mean?
context: But then why did the woman say, I really hope they find you?\This is why the third reason exists.\Tanio Aoi tried to get rid of any trace of the true killer at her house.\If she carefully cleaned every inch of her house, that could be possible.\But what about outside the house?\There's no telling what traces could've been left behind.\And that's why Aoi threw the corpse into your swamp!\What do you mean? response:	What else? She wanted it to rain!
context: This is why the third reason exists.\Tanio Aoi tried to get rid of any trace of the true killer at her house.\If she carefully cleaned every inch of her house, that could be possible.\But what about outside the house?\There's no telling what traces could've been left behind.\And that's why Aoi threw the corpse into your swamp!\What do you mean?\What else? She wanted it to rain! response:	You were known as a water god and
context: Tanio Aoi tried to get rid of any trace of the true killer at her house.\If she carefully cleaned every inch of her house, that could be possible.\But what about outside the house?\There's no telling what traces could've been left behind.\And that's why Aoi threw the corpse into your swamp!\What do you mean?\What else? She wanted it to rain!\You were known as a water god and response:	received prayers for rain in the past, didn't you?
context: If she carefully cleaned every inch of her house, that could be possible.\But what about outside the house?\There's no telling what traces could've been left behind.\And that's why Aoi threw the corpse into your swamp!\What do you mean?\What else? She wanted it to rain!\You were known as a water god and\received prayers for rain in the past, didn't you? response:	If it poured, tire tracks and anything he might've accidentally dropped
context: But what about outside the house?\There's no telling what traces could've been left behind.\And that's why Aoi threw the corpse into your swamp!\What do you mean?\What else? She wanted it to rain!\You were known as a water god and\received prayers for rain in the past, didn't you?\If it poured, tire tracks and anything he might've accidentally dropped response:	would get washed away.
context: There's no telling what traces could've been left behind.\And that's why Aoi threw the corpse into your swamp!\What do you mean?\What else? She wanted it to rain!\You were known as a water god and\received prayers for rain in the past, didn't you?\If it poured, tire tracks and anything he might've accidentally dropped\would get washed away. response:	A moment, please...
context: And that's why Aoi threw the corpse into your swamp!\What do you mean?\What else? She wanted it to rain!\You were known as a water god and\received prayers for rain in the past, didn't you?\If it poured, tire tracks and anything he might've accidentally dropped\would get washed away.\A moment, please... response:	I was regarded as a water god a very long time ago.
context: What do you mean?\What else? She wanted it to rain!\You were known as a water god and\received prayers for rain in the past, didn't you?\If it poured, tire tracks and anything he might've accidentally dropped\would get washed away.\A moment, please...\I was regarded as a water god a very long time ago. response:	Besides, dropping a body into the swamp as an offering is unheard of!
context: What else? She wanted it to rain!\You were known as a water god and\received prayers for rain in the past, didn't you?\If it poured, tire tracks and anything he might've accidentally dropped\would get washed away.\A moment, please...\I was regarded as a water god a very long time ago.\Besides, dropping a body into the swamp as an offering is unheard of! response:	And did they honestly think they'd be blessed with rain
context: You were known as a water god and\received prayers for rain in the past, didn't you?\If it poured, tire tracks and anything he might've accidentally dropped\would get washed away.\A moment, please...\I was regarded as a water god a very long time ago.\Besides, dropping a body into the swamp as an offering is unheard of!\And did they honestly think they'd be blessed with rain response:	by throwing in the corpse of a filthy middle-aged man?
context: received prayers for rain in the past, didn't you?\If it poured, tire tracks and anything he might've accidentally dropped\would get washed away.\A moment, please...\I was regarded as a water god a very long time ago.\Besides, dropping a body into the swamp as an offering is unheard of!\And did they honestly think they'd be blessed with rain\by throwing in the corpse of a filthy middle-aged man? response:	If they wanted to give me an offering,
context: If it poured, tire tracks and anything he might've accidentally dropped\would get washed away.\A moment, please...\I was regarded as a water god a very long time ago.\Besides, dropping a body into the swamp as an offering is unheard of!\And did they honestly think they'd be blessed with rain\by throwing in the corpse of a filthy middle-aged man?\If they wanted to give me an offering, response:	it should've been a beautiful, living girl!
context: would get washed away.\A moment, please...\I was regarded as a water god a very long time ago.\Besides, dropping a body into the swamp as an offering is unheard of!\And did they honestly think they'd be blessed with rain\by throwing in the corpse of a filthy middle-aged man?\If they wanted to give me an offering,\it should've been a beautiful, living girl! response:	Give me a girl as a sacrifice!
context: A moment, please...\I was regarded as a water god a very long time ago.\Besides, dropping a body into the swamp as an offering is unheard of!\And did they honestly think they'd be blessed with rain\by throwing in the corpse of a filthy middle-aged man?\If they wanted to give me an offering,\it should've been a beautiful, living girl!\Give me a girl as a sacrifice! response:	Er, Guardian?
context: I was regarded as a water god a very long time ago.\Besides, dropping a body into the swamp as an offering is unheard of!\And did they honestly think they'd be blessed with rain\by throwing in the corpse of a filthy middle-aged man?\If they wanted to give me an offering,\it should've been a beautiful, living girl!\Give me a girl as a sacrifice!\Er, Guardian? response:	There are usually two types of rain rituals.
context: Besides, dropping a body into the swamp as an offering is unheard of!\And did they honestly think they'd be blessed with rain\by throwing in the corpse of a filthy middle-aged man?\If they wanted to give me an offering,\it should've been a beautiful, living girl!\Give me a girl as a sacrifice!\Er, Guardian?\There are usually two types of rain rituals. response:	First is to pray to a water god and have them grant your wish.
context: And did they honestly think they'd be blessed with rain\by throwing in the corpse of a filthy middle-aged man?\If they wanted to give me an offering,\it should've been a beautiful, living girl!\Give me a girl as a sacrifice!\Er, Guardian?\There are usually two types of rain rituals.\First is to pray to a water god and have them grant your wish. response:	That'd be the orthodox method.
context: by throwing in the corpse of a filthy middle-aged man?\If they wanted to give me an offering,\it should've been a beautiful, living girl!\Give me a girl as a sacrifice!\Er, Guardian?\There are usually two types of rain rituals.\First is to pray to a water god and have them grant your wish.\That'd be the orthodox method. response:	But there is also the opposite method of making the water god angry
context: If they wanted to give me an offering,\it should've been a beautiful, living girl!\Give me a girl as a sacrifice!\Er, Guardian?\There are usually two types of rain rituals.\First is to pray to a water god and have them grant your wish.\That'd be the orthodox method.\But there is also the opposite method of making the water god angry response:	so that they go on a rampage and make it rain.
context: it should've been a beautiful, living girl!\Give me a girl as a sacrifice!\Er, Guardian?\There are usually two types of rain rituals.\First is to pray to a water god and have them grant your wish.\That'd be the orthodox method.\But there is also the opposite method of making the water god angry\so that they go on a rampage and make it rain. response:	Oh, I do believe I've heard that somewhere before.
context: Give me a girl as a sacrifice!\Er, Guardian?\There are usually two types of rain rituals.\First is to pray to a water god and have them grant your wish.\That'd be the orthodox method.\But there is also the opposite method of making the water god angry\so that they go on a rampage and make it rain.\Oh, I do believe I've heard that somewhere before. response:	And it appears that you were indeed enraged.
context: Er, Guardian?\There are usually two types of rain rituals.\First is to pray to a water god and have them grant your wish.\That'd be the orthodox method.\But there is also the opposite method of making the water god angry\so that they go on a rampage and make it rain.\Oh, I do believe I've heard that somewhere before.\And it appears that you were indeed enraged. response:	Goodness me... And it actually did rain the next day.
context: There are usually two types of rain rituals.\First is to pray to a water god and have them grant your wish.\That'd be the orthodox method.\But there is also the opposite method of making the water god angry\so that they go on a rampage and make it rain.\Oh, I do believe I've heard that somewhere before.\And it appears that you were indeed enraged.\Goodness me... And it actually did rain the next day. response:	So, this explains why you heard her say what she did.
context: First is to pray to a water god and have them grant your wish.\That'd be the orthodox method.\But there is also the opposite method of making the water god angry\so that they go on a rampage and make it rain.\Oh, I do believe I've heard that somewhere before.\And it appears that you were indeed enraged.\Goodness me... And it actually did rain the next day.\So, this explains why you heard her say what she did. response:	Tanio Aoi wanted you to find the corpse and go berserk.
context: That'd be the orthodox method.\But there is also the opposite method of making the water god angry\so that they go on a rampage and make it rain.\Oh, I do believe I've heard that somewhere before.\And it appears that you were indeed enraged.\Goodness me... And it actually did rain the next day.\So, this explains why you heard her say what she did.\Tanio Aoi wanted you to find the corpse and go berserk. response:	That's why she let I really hope they find you slip out without thinking.
context: But there is also the opposite method of making the water god angry\so that they go on a rampage and make it rain.\Oh, I do believe I've heard that somewhere before.\And it appears that you were indeed enraged.\Goodness me... And it actually did rain the next day.\So, this explains why you heard her say what she did.\Tanio Aoi wanted you to find the corpse and go berserk.\That's why she let I really hope they find you slip out without thinking. response:	Nay! That explanation is still lacking!
context: so that they go on a rampage and make it rain.\Oh, I do believe I've heard that somewhere before.\And it appears that you were indeed enraged.\Goodness me... And it actually did rain the next day.\So, this explains why you heard her say what she did.\Tanio Aoi wanted you to find the corpse and go berserk.\That's why she let I really hope they find you slip out without thinking.\Nay! That explanation is still lacking! response:	In that case, wouldn't she have said, I really hope it actually does pour,
context: Oh, I do believe I've heard that somewhere before.\And it appears that you were indeed enraged.\Goodness me... And it actually did rain the next day.\So, this explains why you heard her say what she did.\Tanio Aoi wanted you to find the corpse and go berserk.\That's why she let I really hope they find you slip out without thinking.\Nay! That explanation is still lacking!\In that case, wouldn't she have said, I really hope it actually does pour, response:	or, I really hope the giant serpent gets mad?
context: And it appears that you were indeed enraged.\Goodness me... And it actually did rain the next day.\So, this explains why you heard her say what she did.\Tanio Aoi wanted you to find the corpse and go berserk.\That's why she let I really hope they find you slip out without thinking.\Nay! That explanation is still lacking!\In that case, wouldn't she have said, I really hope it actually does pour,\or, I really hope the giant serpent gets mad? response:	Of course!
context: Goodness me... And it actually did rain the next day.\So, this explains why you heard her say what she did.\Tanio Aoi wanted you to find the corpse and go berserk.\That's why she let I really hope they find you slip out without thinking.\Nay! That explanation is still lacking!\In that case, wouldn't she have said, I really hope it actually does pour,\or, I really hope the giant serpent gets mad?\Of course! response:	If somebody visited from outside by car, someone would've witnessed it.
context: So, this explains why you heard her say what she did.\Tanio Aoi wanted you to find the corpse and go berserk.\That's why she let I really hope they find you slip out without thinking.\Nay! That explanation is still lacking!\In that case, wouldn't she have said, I really hope it actually does pour,\or, I really hope the giant serpent gets mad?\Of course!\If somebody visited from outside by car, someone would've witnessed it. response:	The police would be investigating that, too,
context: Tanio Aoi wanted you to find the corpse and go berserk.\That's why she let I really hope they find you slip out without thinking.\Nay! That explanation is still lacking!\In that case, wouldn't she have said, I really hope it actually does pour,\or, I really hope the giant serpent gets mad?\Of course!\If somebody visited from outside by car, someone would've witnessed it.\The police would be investigating that, too, response:	to see if there might've been another killer or accomplices.
context: That's why she let I really hope they find you slip out without thinking.\Nay! That explanation is still lacking!\In that case, wouldn't she have said, I really hope it actually does pour,\or, I really hope the giant serpent gets mad?\Of course!\If somebody visited from outside by car, someone would've witnessed it.\The police would be investigating that, too,\to see if there might've been another killer or accomplices. response:	Y-You seem to deny your own claims rather readily...
context: Nay! That explanation is still lacking!\In that case, wouldn't she have said, I really hope it actually does pour,\or, I really hope the giant serpent gets mad?\Of course!\If somebody visited from outside by car, someone would've witnessed it.\The police would be investigating that, too,\to see if there might've been another killer or accomplices.\Y-You seem to deny your own claims rather readily... response:	That's why the only suspect is Tanio Aoi.
context: In that case, wouldn't she have said, I really hope it actually does pour,\or, I really hope the giant serpent gets mad?\Of course!\If somebody visited from outside by car, someone would've witnessed it.\The police would be investigating that, too,\to see if there might've been another killer or accomplices.\Y-You seem to deny your own claims rather readily...\That's why the only suspect is Tanio Aoi. response:	Most of what she confessed to the police is true.
context: or, I really hope the giant serpent gets mad?\Of course!\If somebody visited from outside by car, someone would've witnessed it.\The police would be investigating that, too,\to see if there might've been another killer or accomplices.\Y-You seem to deny your own claims rather readily...\That's why the only suspect is Tanio Aoi.\Most of what she confessed to the police is true. response:	I think the only thing that's different is
context: Of course!\If somebody visited from outside by car, someone would've witnessed it.\The police would be investigating that, too,\to see if there might've been another killer or accomplices.\Y-You seem to deny your own claims rather readily...\That's why the only suspect is Tanio Aoi.\Most of what she confessed to the police is true.\I think the only thing that's different is response:	the reason she dumped the corpse into this swamp.
context: If somebody visited from outside by car, someone would've witnessed it.\The police would be investigating that, too,\to see if there might've been another killer or accomplices.\Y-You seem to deny your own claims rather readily...\That's why the only suspect is Tanio Aoi.\Most of what she confessed to the police is true.\I think the only thing that's different is\the reason she dumped the corpse into this swamp. response:	Kuro-san!
context: The police would be investigating that, too,\to see if there might've been another killer or accomplices.\Y-You seem to deny your own claims rather readily...\That's why the only suspect is Tanio Aoi.\Most of what she confessed to the police is true.\I think the only thing that's different is\the reason she dumped the corpse into this swamp.\Kuro-san! response:	So that is my lady's boyfriend... How terrifying...
context: to see if there might've been another killer or accomplices.\Y-You seem to deny your own claims rather readily...\That's why the only suspect is Tanio Aoi.\Most of what she confessed to the police is true.\I think the only thing that's different is\the reason she dumped the corpse into this swamp.\Kuro-san!\So that is my lady's boyfriend... How terrifying... response:	Who said I was your boyfriend?
context: Y-You seem to deny your own claims rather readily...\That's why the only suspect is Tanio Aoi.\Most of what she confessed to the police is true.\I think the only thing that's different is\the reason she dumped the corpse into this swamp.\Kuro-san!\So that is my lady's boyfriend... How terrifying...\Who said I was your boyfriend? response:	So you came after all.
context: That's why the only suspect is Tanio Aoi.\Most of what she confessed to the police is true.\I think the only thing that's different is\the reason she dumped the corpse into this swamp.\Kuro-san!\So that is my lady's boyfriend... How terrifying...\Who said I was your boyfriend?\So you came after all. response:	At least correct him! Tell him I'm not your boyfriend!
context: Most of what she confessed to the police is true.\I think the only thing that's different is\the reason she dumped the corpse into this swamp.\Kuro-san!\So that is my lady's boyfriend... How terrifying...\Who said I was your boyfriend?\So you came after all.\At least correct him! Tell him I'm not your boyfriend! response:	We can have our lovers' quarrel later.
context: I think the only thing that's different is\the reason she dumped the corpse into this swamp.\Kuro-san!\So that is my lady's boyfriend... How terrifying...\Who said I was your boyfriend?\So you came after all.\At least correct him! Tell him I'm not your boyfriend!\We can have our lovers' quarrel later. response:	Right now, we have to resolve any lingering questions he has.
context: the reason she dumped the corpse into this swamp.\Kuro-san!\So that is my lady's boyfriend... How terrifying...\Who said I was your boyfriend?\So you came after all.\At least correct him! Tell him I'm not your boyfriend!\We can have our lovers' quarrel later.\Right now, we have to resolve any lingering questions he has. response:	P-Precisely, my lady.
context: Kuro-san!\So that is my lady's boyfriend... How terrifying...\Who said I was your boyfriend?\So you came after all.\At least correct him! Tell him I'm not your boyfriend!\We can have our lovers' quarrel later.\Right now, we have to resolve any lingering questions he has.\P-Precisely, my lady. response:	And how are you planning to do that?
context: So that is my lady's boyfriend... How terrifying...\Who said I was your boyfriend?\So you came after all.\At least correct him! Tell him I'm not your boyfriend!\We can have our lovers' quarrel later.\Right now, we have to resolve any lingering questions he has.\P-Precisely, my lady.\And how are you planning to do that? response:	I wish you would've come out sooner if you were listening this whole time.
context: Who said I was your boyfriend?\So you came after all.\At least correct him! Tell him I'm not your boyfriend!\We can have our lovers' quarrel later.\Right now, we have to resolve any lingering questions he has.\P-Precisely, my lady.\And how are you planning to do that?\I wish you would've come out sooner if you were listening this whole time. response:	My lady!
context: So you came after all.\At least correct him! Tell him I'm not your boyfriend!\We can have our lovers' quarrel later.\Right now, we have to resolve any lingering questions he has.\P-Precisely, my lady.\And how are you planning to do that?\I wish you would've come out sooner if you were listening this whole time.\My lady! response:	So what is the real reason the suspect threw the corpse into this swamp?
context: At least correct him! Tell him I'm not your boyfriend!\We can have our lovers' quarrel later.\Right now, we have to resolve any lingering questions he has.\P-Precisely, my lady.\And how are you planning to do that?\I wish you would've come out sooner if you were listening this whole time.\My lady!\So what is the real reason the suspect threw the corpse into this swamp? response:	To Be Continued
context: We can have our lovers' quarrel later.\Right now, we have to resolve any lingering questions he has.\P-Precisely, my lady.\And how are you planning to do that?\I wish you would've come out sooner if you were listening this whole time.\My lady!\So what is the real reason the suspect threw the corpse into this swamp?\To Be Continued response:	Preview
context: Right now, we have to resolve any lingering questions he has.\P-Precisely, my lady.\And how are you planning to do that?\I wish you would've come out sooner if you were listening this whole time.\My lady!\So what is the real reason the suspect threw the corpse into this swamp?\To Be Continued\Preview response:	A wave of incidents involving a phantom killer threatens Makurazaka City.
context: P-Precisely, my lady.\And how are you planning to do that?\I wish you would've come out sooner if you were listening this whole time.\My lady!\So what is the real reason the suspect threw the corpse into this swamp?\To Be Continued\Preview\A wave of incidents involving a phantom killer threatens Makurazaka City. response:	The culprit is a faceless woman wearing a red dress.
context: And how are you planning to do that?\I wish you would've come out sooner if you were listening this whole time.\My lady!\So what is the real reason the suspect threw the corpse into this swamp?\To Be Continued\Preview\A wave of incidents involving a phantom killer threatens Makurazaka City.\The culprit is a faceless woman wearing a red dress. response:	Are the incidents really caused by Steel Lady Nanase,
context: I wish you would've come out sooner if you were listening this whole time.\My lady!\So what is the real reason the suspect threw the corpse into this swamp?\To Be Continued\Preview\A wave of incidents involving a phantom killer threatens Makurazaka City.\The culprit is a faceless woman wearing a red dress.\Are the incidents really caused by Steel Lady Nanase, response:	the ghost of a former idol?
context: My lady!\So what is the real reason the suspect threw the corpse into this swamp?\To Be Continued\Preview\A wave of incidents involving a phantom killer threatens Makurazaka City.\The culprit is a faceless woman wearing a red dress.\Are the incidents really caused by Steel Lady Nanase,\the ghost of a former idol? response:	Next time, The Rumors the Steel Lady.
