context: Complaint and Roar response:	yume kanaeru made chousen wa tsuzuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	The fight doesn't end until I fulfill my dream
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\The fight doesn't end until I fulfill my dream response:	I wonder how far I've come now?
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now? response:	In ten years, I'll be living the dream
context: Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream response:	It's the scenario I wrote for myself, so I'll have no regrets
context: Dream of life\Dream of life\Dream of life\Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets response:	But life isn't that easy, and it's full of obstacles
context: Dream of life\Dream of life\Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles response:	Still, I swear to myself that I won't ever back down
context: Dream of life\Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down response:	I have a dream that I absolutely want to achieve
context: Dream of life\The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve response:	So I fuel my passion until I succeed
context: The fight doesn't end until I fulfill my dream\I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed response:	There will be meetings and partings along the way
context: I wonder how far I've come now?\In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way response:	But I'll simply believe in my strength that you've taught me
context: In ten years, I'll be living the dream\It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me response:	And rise back up again and again and again
context: It's the scenario I wrote for myself, so I'll have no regrets\But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again response:	toomawari wo eranda no wa
context: But life isn't that easy, and it's full of obstacles\Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa response:	motto kimi wo suki ni naru tame datta n da
context: Still, I swear to myself that I won't ever back down\I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da response:	boku no namae yobu sono koe wo
context: I have a dream that I absolutely want to achieve\So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo response:	zutto zutto shitteta ki ga shita n da
context: So I fuel my passion until I succeed\There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da response:	boku no yubisaki de egaita
context: There will be meetings and partings along the way\But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita response:	subete no sen wa kimi ni tsuzuku kakehashi sa
context: But I'll simply believe in my strength that you've taught me\And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa response:	toomawari wo eranda no wa
context: And rise back up again and again and again\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa response:	motto kimi wo suki ni naru tame datta n da
context: toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da response:	boku no namae yobu sono koe wo
context: motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo response:	zutto zutto shitteta ki ga shita n da
context: boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da response:	boku no yubisaki de egaita
context: zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita response:	subete no sen wa kimi ni tsuzuku kakehashi sa
context: boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa response:	Show me the way
context: subete no sen wa kimi ni tsuzuku kakehashi sa\toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way response:	Show me the way
context: toomawari wo eranda no wa\motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way response:	bokura no michi kitto
context: motto kimi wo suki ni naru tame datta n da\boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way\bokura no michi kitto response:	Believe in your way
context: boku no namae yobu sono koe wo\zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way\bokura no michi kitto\Believe in your way response:	Believe in your way
context: zutto zutto shitteta ki ga shita n da\boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way\bokura no michi kitto\Believe in your way\Believe in your way response:	hitosuji ni tsunagari
context: boku no yubisaki de egaita\subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way\bokura no michi kitto\Believe in your way\Believe in your way\hitosuji ni tsunagari response:	Show me the way
context: subete no sen wa kimi ni tsuzuku kakehashi sa\Show me the way\Show me the way\bokura no michi kitto\Believe in your way\Believe in your way\hitosuji ni tsunagari\Show me the way response:	Show me the way
context: Show me the way\Show me the way\bokura no michi kitto\Believe in your way\Believe in your way\hitosuji ni tsunagari\Show me the way\Show me the way response:	yakusoku no basho e tsuzuku
