context: The moment I saw that empty room, response:	I felt that I had become lost in a lonely world where only I existed.
context: GOOD NIGHT. HEART Good night. Heart.\You're disturbing my sleep!\You'll catch a cold. Why don't you smoke inside?\It's all right. Just one cigarette.\I don't wanna be hated by the Princess in your tummy.\It was really nice taking a bath together.\It resolves the lack of communication we've had.\Let's take a bath together again, okay? response:	You like doing it in small spaces?
context: You're disturbing my sleep!\You'll catch a cold. Why don't you smoke inside?\It's all right. Just one cigarette.\I don't wanna be hated by the Princess in your tummy.\It was really nice taking a bath together.\It resolves the lack of communication we've had.\Let's take a bath together again, okay?\You like doing it in small spaces? response:	You've gotta tell me these important things.
context: You'll catch a cold. Why don't you smoke inside?\It's all right. Just one cigarette.\I don't wanna be hated by the Princess in your tummy.\It was really nice taking a bath together.\It resolves the lack of communication we've had.\Let's take a bath together again, okay?\You like doing it in small spaces?\You've gotta tell me these important things. response:	SHIN
context: It's all right. Just one cigarette.\I don't wanna be hated by the Princess in your tummy.\It was really nice taking a bath together.\It resolves the lack of communication we've had.\Let's take a bath together again, okay?\You like doing it in small spaces?\You've gotta tell me these important things.\SHIN response:	Oh, hello. Hachi?
context: I don't wanna be hated by the Princess in your tummy.\It was really nice taking a bath together.\It resolves the lack of communication we've had.\Let's take a bath together again, okay?\You like doing it in small spaces?\You've gotta tell me these important things.\SHIN\Oh, hello. Hachi? response:	Mhm.
context: It was really nice taking a bath together.\It resolves the lack of communication we've had.\Let's take a bath together again, okay?\You like doing it in small spaces?\You've gotta tell me these important things.\SHIN\Oh, hello. Hachi?\Mhm. response:	Sorry for calling this late.
context: It resolves the lack of communication we've had.\Let's take a bath together again, okay?\You like doing it in small spaces?\You've gotta tell me these important things.\SHIN\Oh, hello. Hachi?\Mhm.\Sorry for calling this late. response:	You hafta go to work early tomorrow too, right?
context: Let's take a bath together again, okay?\You like doing it in small spaces?\You've gotta tell me these important things.\SHIN\Oh, hello. Hachi?\Mhm.\Sorry for calling this late.\You hafta go to work early tomorrow too, right? response:	No.
context: You like doing it in small spaces?\You've gotta tell me these important things.\SHIN\Oh, hello. Hachi?\Mhm.\Sorry for calling this late.\You hafta go to work early tomorrow too, right?\No. response:	I'm not calling about anything in particular.
context: You've gotta tell me these important things.\SHIN\Oh, hello. Hachi?\Mhm.\Sorry for calling this late.\You hafta go to work early tomorrow too, right?\No.\I'm not calling about anything in particular. response:	It's just that I haven't seen you since the fireworks,
context: SHIN\Oh, hello. Hachi?\Mhm.\Sorry for calling this late.\You hafta go to work early tomorrow too, right?\No.\I'm not calling about anything in particular.\It's just that I haven't seen you since the fireworks, response:	and was wondering how you're doing.
context: Oh, hello. Hachi?\Mhm.\Sorry for calling this late.\You hafta go to work early tomorrow too, right?\No.\I'm not calling about anything in particular.\It's just that I haven't seen you since the fireworks,\and was wondering how you're doing. response:	Fireworks were fun, huh?
context: Mhm.\Sorry for calling this late.\You hafta go to work early tomorrow too, right?\No.\I'm not calling about anything in particular.\It's just that I haven't seen you since the fireworks,\and was wondering how you're doing.\Fireworks were fun, huh? response:	That was the first time I had ever done fireworks.
context: Sorry for calling this late.\You hafta go to work early tomorrow too, right?\No.\I'm not calling about anything in particular.\It's just that I haven't seen you since the fireworks,\and was wondering how you're doing.\Fireworks were fun, huh?\That was the first time I had ever done fireworks. response:	We wrote wishes on tanabata, too, this summer.
context: You hafta go to work early tomorrow too, right?\No.\I'm not calling about anything in particular.\It's just that I haven't seen you since the fireworks,\and was wondering how you're doing.\Fireworks were fun, huh?\That was the first time I had ever done fireworks.\We wrote wishes on tanabata, too, this summer. response:	Everything was so much fun.
context: No.\I'm not calling about anything in particular.\It's just that I haven't seen you since the fireworks,\and was wondering how you're doing.\Fireworks were fun, huh?\That was the first time I had ever done fireworks.\We wrote wishes on tanabata, too, this summer.\Everything was so much fun. response:	Let's light fireworks with everyone again.
context: I'm not calling about anything in particular.\It's just that I haven't seen you since the fireworks,\and was wondering how you're doing.\Fireworks were fun, huh?\That was the first time I had ever done fireworks.\We wrote wishes on tanabata, too, this summer.\Everything was so much fun.\Let's light fireworks with everyone again. response:	You think they still sell them at the convenience store?
context: It's just that I haven't seen you since the fireworks,\and was wondering how you're doing.\Fireworks were fun, huh?\That was the first time I had ever done fireworks.\We wrote wishes on tanabata, too, this summer.\Everything was so much fun.\Let's light fireworks with everyone again.\You think they still sell them at the convenience store? response:	I'm sorry, Shin.
context: and was wondering how you're doing.\Fireworks were fun, huh?\That was the first time I had ever done fireworks.\We wrote wishes on tanabata, too, this summer.\Everything was so much fun.\Let's light fireworks with everyone again.\You think they still sell them at the convenience store?\I'm sorry, Shin. response:	What for?
context: Fireworks were fun, huh?\That was the first time I had ever done fireworks.\We wrote wishes on tanabata, too, this summer.\Everything was so much fun.\Let's light fireworks with everyone again.\You think they still sell them at the convenience store?\I'm sorry, Shin.\What for? response:	Because I'm a traitor.
context: That was the first time I had ever done fireworks.\We wrote wishes on tanabata, too, this summer.\Everything was so much fun.\Let's light fireworks with everyone again.\You think they still sell them at the convenience store?\I'm sorry, Shin.\What for?\Because I'm a traitor. response:	I can't look you guys in the eyes anymore.
context: We wrote wishes on tanabata, too, this summer.\Everything was so much fun.\Let's light fireworks with everyone again.\You think they still sell them at the convenience store?\I'm sorry, Shin.\What for?\Because I'm a traitor.\I can't look you guys in the eyes anymore. response:	I'll always be on your side, no matter what, Hachi.
context: Everything was so much fun.\Let's light fireworks with everyone again.\You think they still sell them at the convenience store?\I'm sorry, Shin.\What for?\Because I'm a traitor.\I can't look you guys in the eyes anymore.\I'll always be on your side, no matter what, Hachi. response:	Nana, where's the hair dryer?
context: Let's light fireworks with everyone again.\You think they still sell them at the convenience store?\I'm sorry, Shin.\What for?\Because I'm a traitor.\I can't look you guys in the eyes anymore.\I'll always be on your side, no matter what, Hachi.\Nana, where's the hair dryer? response:	I'm sorry, Jun-chan. Good night.
context: You think they still sell them at the convenience store?\I'm sorry, Shin.\What for?\Because I'm a traitor.\I can't look you guys in the eyes anymore.\I'll always be on your side, no matter what, Hachi.\Nana, where's the hair dryer?\I'm sorry, Jun-chan. Good night. response:	Found it.
context: I'm sorry, Shin.\What for?\Because I'm a traitor.\I can't look you guys in the eyes anymore.\I'll always be on your side, no matter what, Hachi.\Nana, where's the hair dryer?\I'm sorry, Jun-chan. Good night.\Found it. response:	What's wrong? Did Jun-chan lecture you about something?
context: What for?\Because I'm a traitor.\I can't look you guys in the eyes anymore.\I'll always be on your side, no matter what, Hachi.\Nana, where's the hair dryer?\I'm sorry, Jun-chan. Good night.\Found it.\What's wrong? Did Jun-chan lecture you about something? response:	I just got a bit homesick.
context: Because I'm a traitor.\I can't look you guys in the eyes anymore.\I'll always be on your side, no matter what, Hachi.\Nana, where's the hair dryer?\I'm sorry, Jun-chan. Good night.\Found it.\What's wrong? Did Jun-chan lecture you about something?\I just got a bit homesick. response:	SEPTEMBER 1020:32 HACHI
context: I can't look you guys in the eyes anymore.\I'll always be on your side, no matter what, Hachi.\Nana, where's the hair dryer?\I'm sorry, Jun-chan. Good night.\Found it.\What's wrong? Did Jun-chan lecture you about something?\I just got a bit homesick.\SEPTEMBER 1020:32 HACHI response:	Don't you ever mention that name again.
context: I'll always be on your side, no matter what, Hachi.\Nana, where's the hair dryer?\I'm sorry, Jun-chan. Good night.\Found it.\What's wrong? Did Jun-chan lecture you about something?\I just got a bit homesick.\SEPTEMBER 1020:32 HACHI\Don't you ever mention that name again. response:	Even Nobu has a thing or two he would rather not talk about.
context: Nana, where's the hair dryer?\I'm sorry, Jun-chan. Good night.\Found it.\What's wrong? Did Jun-chan lecture you about something?\I just got a bit homesick.\SEPTEMBER 1020:32 HACHI\Don't you ever mention that name again.\Even Nobu has a thing or two he would rather not talk about. response:	So that's what's going on.
context: I'm sorry, Jun-chan. Good night.\Found it.\What's wrong? Did Jun-chan lecture you about something?\I just got a bit homesick.\SEPTEMBER 1020:32 HACHI\Don't you ever mention that name again.\Even Nobu has a thing or two he would rather not talk about.\So that's what's going on. response:	Because I'm a traitor.
context: Found it.\What's wrong? Did Jun-chan lecture you about something?\I just got a bit homesick.\SEPTEMBER 1020:32 HACHI\Don't you ever mention that name again.\Even Nobu has a thing or two he would rather not talk about.\So that's what's going on.\Because I'm a traitor. response:	I can't look you guys in the eyes anymore.
context: What's wrong? Did Jun-chan lecture you about something?\I just got a bit homesick.\SEPTEMBER 1020:32 HACHI\Don't you ever mention that name again.\Even Nobu has a thing or two he would rather not talk about.\So that's what's going on.\Because I'm a traitor.\I can't look you guys in the eyes anymore. response:	I believe people are bound by trust.
context: I just got a bit homesick.\SEPTEMBER 1020:32 HACHI\Don't you ever mention that name again.\Even Nobu has a thing or two he would rather not talk about.\So that's what's going on.\Because I'm a traitor.\I can't look you guys in the eyes anymore.\I believe people are bound by trust. response:	I'm sorry.
context: SEPTEMBER 1020:32 HACHI\Don't you ever mention that name again.\Even Nobu has a thing or two he would rather not talk about.\So that's what's going on.\Because I'm a traitor.\I can't look you guys in the eyes anymore.\I believe people are bound by trust.\I'm sorry. response:	Please give me Yasu's cell number.
context: Don't you ever mention that name again.\Even Nobu has a thing or two he would rather not talk about.\So that's what's going on.\Because I'm a traitor.\I can't look you guys in the eyes anymore.\I believe people are bound by trust.\I'm sorry.\Please give me Yasu's cell number. response:	Reira was in love with Takumi.
context: Even Nobu has a thing or two he would rather not talk about.\So that's what's going on.\Because I'm a traitor.\I can't look you guys in the eyes anymore.\I believe people are bound by trust.\I'm sorry.\Please give me Yasu's cell number.\Reira was in love with Takumi. response:	Looking back, I know it was just petty jealousy,.,
context: So that's what's going on.\Because I'm a traitor.\I can't look you guys in the eyes anymore.\I believe people are bound by trust.\I'm sorry.\Please give me Yasu's cell number.\Reira was in love with Takumi.\Looking back, I know it was just petty jealousy,., response:	I couldn't support her when she needed me the most.
context: Because I'm a traitor.\I can't look you guys in the eyes anymore.\I believe people are bound by trust.\I'm sorry.\Please give me Yasu's cell number.\Reira was in love with Takumi.\Looking back, I know it was just petty jealousy,.,\I couldn't support her when she needed me the most. response:	But couldn't you support her now, Yasu?
context: I can't look you guys in the eyes anymore.\I believe people are bound by trust.\I'm sorry.\Please give me Yasu's cell number.\Reira was in love with Takumi.\Looking back, I know it was just petty jealousy,.,\I couldn't support her when she needed me the most.\But couldn't you support her now, Yasu? response:	Right now my hands are full taking care of you guys.
context: I believe people are bound by trust.\I'm sorry.\Please give me Yasu's cell number.\Reira was in love with Takumi.\Looking back, I know it was just petty jealousy,.,\I couldn't support her when she needed me the most.\But couldn't you support her now, Yasu?\Right now my hands are full taking care of you guys. response:	Shin!
context: I'm sorry.\Please give me Yasu's cell number.\Reira was in love with Takumi.\Looking back, I know it was just petty jealousy,.,\I couldn't support her when she needed me the most.\But couldn't you support her now, Yasu?\Right now my hands are full taking care of you guys.\Shin! response:	Ren, you're here!
context: Please give me Yasu's cell number.\Reira was in love with Takumi.\Looking back, I know it was just petty jealousy,.,\I couldn't support her when she needed me the most.\But couldn't you support her now, Yasu?\Right now my hands are full taking care of you guys.\Shin!\Ren, you're here! response:	You...
context: Reira was in love with Takumi.\Looking back, I know it was just petty jealousy,.,\I couldn't support her when she needed me the most.\But couldn't you support her now, Yasu?\Right now my hands are full taking care of you guys.\Shin!\Ren, you're here!\You... response:	I hate to say this since I haven't seen you in a while,
context: Looking back, I know it was just petty jealousy,.,\I couldn't support her when she needed me the most.\But couldn't you support her now, Yasu?\Right now my hands are full taking care of you guys.\Shin!\Ren, you're here!\You...\I hate to say this since I haven't seen you in a while, response:	but I hafta leave again right away. Sorry.
context: I couldn't support her when she needed me the most.\But couldn't you support her now, Yasu?\Right now my hands are full taking care of you guys.\Shin!\Ren, you're here!\You...\I hate to say this since I haven't seen you in a while,\but I hafta leave again right away. Sorry. response:	Can't you at least be a little sorry?
context: But couldn't you support her now, Yasu?\Right now my hands are full taking care of you guys.\Shin!\Ren, you're here!\You...\I hate to say this since I haven't seen you in a while,\but I hafta leave again right away. Sorry.\Can't you at least be a little sorry? response:	Nana began crying all because of you. It was a mess!
context: Right now my hands are full taking care of you guys.\Shin!\Ren, you're here!\You...\I hate to say this since I haven't seen you in a while,\but I hafta leave again right away. Sorry.\Can't you at least be a little sorry?\Nana began crying all because of you. It was a mess! response:	I'm sorry. I got angry, so...
context: Shin!\Ren, you're here!\You...\I hate to say this since I haven't seen you in a while,\but I hafta leave again right away. Sorry.\Can't you at least be a little sorry?\Nana began crying all because of you. It was a mess!\I'm sorry. I got angry, so... response:	That was childish of me, wasn't it?
context: Ren, you're here!\You...\I hate to say this since I haven't seen you in a while,\but I hafta leave again right away. Sorry.\Can't you at least be a little sorry?\Nana began crying all because of you. It was a mess!\I'm sorry. I got angry, so...\That was childish of me, wasn't it? response:	No, actually it's Nana who was acting childish.
context: You...\I hate to say this since I haven't seen you in a while,\but I hafta leave again right away. Sorry.\Can't you at least be a little sorry?\Nana began crying all because of you. It was a mess!\I'm sorry. I got angry, so...\That was childish of me, wasn't it?\No, actually it's Nana who was acting childish. response:	When I see her at the studio, I'll apologize to her.
context: I hate to say this since I haven't seen you in a while,\but I hafta leave again right away. Sorry.\Can't you at least be a little sorry?\Nana began crying all because of you. It was a mess!\I'm sorry. I got angry, so...\That was childish of me, wasn't it?\No, actually it's Nana who was acting childish.\When I see her at the studio, I'll apologize to her. response:	Where are you going in the middle of the night with your acoustic guitar?
context: but I hafta leave again right away. Sorry.\Can't you at least be a little sorry?\Nana began crying all because of you. It was a mess!\I'm sorry. I got angry, so...\That was childish of me, wasn't it?\No, actually it's Nana who was acting childish.\When I see her at the studio, I'll apologize to her.\Where are you going in the middle of the night with your acoustic guitar? response:	Are you also a street musician? How cool.
context: Can't you at least be a little sorry?\Nana began crying all because of you. It was a mess!\I'm sorry. I got angry, so...\That was childish of me, wasn't it?\No, actually it's Nana who was acting childish.\When I see her at the studio, I'll apologize to her.\Where are you going in the middle of the night with your acoustic guitar?\Are you also a street musician? How cool. response:	A street musician?
context: Nana began crying all because of you. It was a mess!\I'm sorry. I got angry, so...\That was childish of me, wasn't it?\No, actually it's Nana who was acting childish.\When I see her at the studio, I'll apologize to her.\Where are you going in the middle of the night with your acoustic guitar?\Are you also a street musician? How cool.\A street musician? response:	The lonely hero who wanders the streets looking for love.
context: I'm sorry. I got angry, so...\That was childish of me, wasn't it?\No, actually it's Nana who was acting childish.\When I see her at the studio, I'll apologize to her.\Where are you going in the middle of the night with your acoustic guitar?\Are you also a street musician? How cool.\A street musician?\The lonely hero who wanders the streets looking for love. response:	That is so cool!
context: That was childish of me, wasn't it?\No, actually it's Nana who was acting childish.\When I see her at the studio, I'll apologize to her.\Where are you going in the middle of the night with your acoustic guitar?\Are you also a street musician? How cool.\A street musician?\The lonely hero who wanders the streets looking for love.\That is so cool! response:	Bye! Let's play mahjongg again sometime!
context: No, actually it's Nana who was acting childish.\When I see her at the studio, I'll apologize to her.\Where are you going in the middle of the night with your acoustic guitar?\Are you also a street musician? How cool.\A street musician?\The lonely hero who wanders the streets looking for love.\That is so cool!\Bye! Let's play mahjongg again sometime! response:	He's so cute, isn't he?
context: When I see her at the studio, I'll apologize to her.\Where are you going in the middle of the night with your acoustic guitar?\Are you also a street musician? How cool.\A street musician?\The lonely hero who wanders the streets looking for love.\That is so cool!\Bye! Let's play mahjongg again sometime!\He's so cute, isn't he? response:	And sexy too. Don't you get horny living with him?
context: Where are you going in the middle of the night with your acoustic guitar?\Are you also a street musician? How cool.\A street musician?\The lonely hero who wanders the streets looking for love.\That is so cool!\Bye! Let's play mahjongg again sometime!\He's so cute, isn't he?\And sexy too. Don't you get horny living with him? response:	Of course not!
context: Are you also a street musician? How cool.\A street musician?\The lonely hero who wanders the streets looking for love.\That is so cool!\Bye! Let's play mahjongg again sometime!\He's so cute, isn't he?\And sexy too. Don't you get horny living with him?\Of course not! response:	But you've had enough with women, haven't you?
context: A street musician?\The lonely hero who wanders the streets looking for love.\That is so cool!\Bye! Let's play mahjongg again sometime!\He's so cute, isn't he?\And sexy too. Don't you get horny living with him?\Of course not!\But you've had enough with women, haven't you? response:	Never! I've gotta whole life ahead of me.
context: The lonely hero who wanders the streets looking for love.\That is so cool!\Bye! Let's play mahjongg again sometime!\He's so cute, isn't he?\And sexy too. Don't you get horny living with him?\Of course not!\But you've had enough with women, haven't you?\Never! I've gotta whole life ahead of me. response:	To Nana. Sorry for being so selfish.
context: That is so cool!\Bye! Let's play mahjongg again sometime!\He's so cute, isn't he?\And sexy too. Don't you get horny living with him?\Of course not!\But you've had enough with women, haven't you?\Never! I've gotta whole life ahead of me.\To Nana. Sorry for being so selfish. response:	You probably will never forgive me,
context: Bye! Let's play mahjongg again sometime!\He's so cute, isn't he?\And sexy too. Don't you get horny living with him?\Of course not!\But you've had enough with women, haven't you?\Never! I've gotta whole life ahead of me.\To Nana. Sorry for being so selfish.\You probably will never forgive me, response:	but I will never forget the six months we lived together.
context: He's so cute, isn't he?\And sexy too. Don't you get horny living with him?\Of course not!\But you've had enough with women, haven't you?\Never! I've gotta whole life ahead of me.\To Nana. Sorry for being so selfish.\You probably will never forgive me,\but I will never forget the six months we lived together. response:	It will be lonely not being able to see you,
context: And sexy too. Don't you get horny living with him?\Of course not!\But you've had enough with women, haven't you?\Never! I've gotta whole life ahead of me.\To Nana. Sorry for being so selfish.\You probably will never forgive me,\but I will never forget the six months we lived together.\It will be lonely not being able to see you, response:	but I don't know what to do.
context: Of course not!\But you've had enough with women, haven't you?\Never! I've gotta whole life ahead of me.\To Nana. Sorry for being so selfish.\You probably will never forgive me,\but I will never forget the six months we lived together.\It will be lonely not being able to see you,\but I don't know what to do. response:	So I hope that your major debut comes soon and that you'll be on TV a lot.
context: But you've had enough with women, haven't you?\Never! I've gotta whole life ahead of me.\To Nana. Sorry for being so selfish.\You probably will never forgive me,\but I will never forget the six months we lived together.\It will be lonely not being able to see you,\but I don't know what to do.\So I hope that your major debut comes soon and that you'll be on TV a lot. response:	Let me see you as you continue singing.
context: Never! I've gotta whole life ahead of me.\To Nana. Sorry for being so selfish.\You probably will never forgive me,\but I will never forget the six months we lived together.\It will be lonely not being able to see you,\but I don't know what to do.\So I hope that your major debut comes soon and that you'll be on TV a lot.\Let me see you as you continue singing. response:	No matter who I'm in love with, you will always be my only hero, Nana.
context: To Nana. Sorry for being so selfish.\You probably will never forgive me,\but I will never forget the six months we lived together.\It will be lonely not being able to see you,\but I don't know what to do.\So I hope that your major debut comes soon and that you'll be on TV a lot.\Let me see you as you continue singing.\No matter who I'm in love with, you will always be my only hero, Nana. response:	There's nobody as cool as you.
context: You probably will never forgive me,\but I will never forget the six months we lived together.\It will be lonely not being able to see you,\but I don't know what to do.\So I hope that your major debut comes soon and that you'll be on TV a lot.\Let me see you as you continue singing.\No matter who I'm in love with, you will always be my only hero, Nana.\There's nobody as cool as you. response:	Until now,., and from here on.
context: but I will never forget the six months we lived together.\It will be lonely not being able to see you,\but I don't know what to do.\So I hope that your major debut comes soon and that you'll be on TV a lot.\Let me see you as you continue singing.\No matter who I'm in love with, you will always be my only hero, Nana.\There's nobody as cool as you.\Until now,., and from here on. response:	Why are you so sad?
context: It will be lonely not being able to see you,\but I don't know what to do.\So I hope that your major debut comes soon and that you'll be on TV a lot.\Let me see you as you continue singing.\No matter who I'm in love with, you will always be my only hero, Nana.\There's nobody as cool as you.\Until now,., and from here on.\Why are you so sad? response:	This is not a break-up letter, but a passionate love letter.
context: but I don't know what to do.\So I hope that your major debut comes soon and that you'll be on TV a lot.\Let me see you as you continue singing.\No matter who I'm in love with, you will always be my only hero, Nana.\There's nobody as cool as you.\Until now,., and from here on.\Why are you so sad?\This is not a break-up letter, but a passionate love letter. response:	You will always be my only hero, Nana.
context: So I hope that your major debut comes soon and that you'll be on TV a lot.\Let me see you as you continue singing.\No matter who I'm in love with, you will always be my only hero, Nana.\There's nobody as cool as you.\Until now,., and from here on.\Why are you so sad?\This is not a break-up letter, but a passionate love letter.\You will always be my only hero, Nana. response:	Go and visit Hachiko.
context: Let me see you as you continue singing.\No matter who I'm in love with, you will always be my only hero, Nana.\There's nobody as cool as you.\Until now,., and from here on.\Why are you so sad?\This is not a break-up letter, but a passionate love letter.\You will always be my only hero, Nana.\Go and visit Hachiko. response:	You do wanna see her tears of joy when she sees you, right?
context: No matter who I'm in love with, you will always be my only hero, Nana.\There's nobody as cool as you.\Until now,., and from here on.\Why are you so sad?\This is not a break-up letter, but a passionate love letter.\You will always be my only hero, Nana.\Go and visit Hachiko.\You do wanna see her tears of joy when she sees you, right? response:	Why should I hafta go see her?! That's irrational!
context: There's nobody as cool as you.\Until now,., and from here on.\Why are you so sad?\This is not a break-up letter, but a passionate love letter.\You will always be my only hero, Nana.\Go and visit Hachiko.\You do wanna see her tears of joy when she sees you, right?\Why should I hafta go see her?! That's irrational! response:	That's what a hero does.
context: Until now,., and from here on.\Why are you so sad?\This is not a break-up letter, but a passionate love letter.\You will always be my only hero, Nana.\Go and visit Hachiko.\You do wanna see her tears of joy when she sees you, right?\Why should I hafta go see her?! That's irrational!\That's what a hero does. response:	Good evening. Street Musician here.
context: Why are you so sad?\This is not a break-up letter, but a passionate love letter.\You will always be my only hero, Nana.\Go and visit Hachiko.\You do wanna see her tears of joy when she sees you, right?\Why should I hafta go see her?! That's irrational!\That's what a hero does.\Good evening. Street Musician here. response:	Huh?
context: This is not a break-up letter, but a passionate love letter.\You will always be my only hero, Nana.\Go and visit Hachiko.\You do wanna see her tears of joy when she sees you, right?\Why should I hafta go see her?! That's irrational!\That's what a hero does.\Good evening. Street Musician here.\Huh? response:	MR. STREET MUSICIAN?! Huh?
context: You will always be my only hero, Nana.\Go and visit Hachiko.\You do wanna see her tears of joy when she sees you, right?\Why should I hafta go see her?! That's irrational!\That's what a hero does.\Good evening. Street Musician here.\Huh?\MR. STREET MUSICIAN?! Huh? response:	MR. STREET MUSICIAN?!
context: Go and visit Hachiko.\You do wanna see her tears of joy when she sees you, right?\Why should I hafta go see her?! That's irrational!\That's what a hero does.\Good evening. Street Musician here.\Huh?\MR. STREET MUSICIAN?! Huh?\MR. STREET MUSICIAN?! response:	Are you alone? Can I come in?
context: You do wanna see her tears of joy when she sees you, right?\Why should I hafta go see her?! That's irrational!\That's what a hero does.\Good evening. Street Musician here.\Huh?\MR. STREET MUSICIAN?! Huh?\MR. STREET MUSICIAN?!\Are you alone? Can I come in? response:	Sure.
context: Why should I hafta go see her?! That's irrational!\That's what a hero does.\Good evening. Street Musician here.\Huh?\MR. STREET MUSICIAN?! Huh?\MR. STREET MUSICIAN?!\Are you alone? Can I come in?\Sure. response:	Um, Shin... Mr. Street Musician. I'm sorry about the other day.
context: That's what a hero does.\Good evening. Street Musician here.\Huh?\MR. STREET MUSICIAN?! Huh?\MR. STREET MUSICIAN?!\Are you alone? Can I come in?\Sure.\Um, Shin... Mr. Street Musician. I'm sorry about the other day. response:	I, Shinichi Okazaki, will now sing.
context: Good evening. Street Musician here.\Huh?\MR. STREET MUSICIAN?! Huh?\MR. STREET MUSICIAN?!\Are you alone? Can I come in?\Sure.\Um, Shin... Mr. Street Musician. I'm sorry about the other day.\I, Shinichi Okazaki, will now sing. response:	Hey, Hachi... No matter how much or how often people hurt each other...
context: Huh?\MR. STREET MUSICIAN?! Huh?\MR. STREET MUSICIAN?!\Are you alone? Can I come in?\Sure.\Um, Shin... Mr. Street Musician. I'm sorry about the other day.\I, Shinichi Okazaki, will now sing.\Hey, Hachi... No matter how much or how often people hurt each other... response:	Loving someone is never a waste.
context: MR. STREET MUSICIAN?! Huh?\MR. STREET MUSICIAN?!\Are you alone? Can I come in?\Sure.\Um, Shin... Mr. Street Musician. I'm sorry about the other day.\I, Shinichi Okazaki, will now sing.\Hey, Hachi... No matter how much or how often people hurt each other...\Loving someone is never a waste. response:	Even now, I still cherish that love letter you gave me then.
context: MR. STREET MUSICIAN?!\Are you alone? Can I come in?\Sure.\Um, Shin... Mr. Street Musician. I'm sorry about the other day.\I, Shinichi Okazaki, will now sing.\Hey, Hachi... No matter how much or how often people hurt each other...\Loving someone is never a waste.\Even now, I still cherish that love letter you gave me then. response:	I can't count how many nights
context: Are you alone? Can I come in?\Sure.\Um, Shin... Mr. Street Musician. I'm sorry about the other day.\I, Shinichi Okazaki, will now sing.\Hey, Hachi... No matter how much or how often people hurt each other...\Loving someone is never a waste.\Even now, I still cherish that love letter you gave me then.\I can't count how many nights response:	I wished tomorrow would never come
context: Sure.\Um, Shin... Mr. Street Musician. I'm sorry about the other day.\I, Shinichi Okazaki, will now sing.\Hey, Hachi... No matter how much or how often people hurt each other...\Loving someone is never a waste.\Even now, I still cherish that love letter you gave me then.\I can't count how many nights\I wished tomorrow would never come response:	To live as I am without being fake
context: Um, Shin... Mr. Street Musician. I'm sorry about the other day.\I, Shinichi Okazaki, will now sing.\Hey, Hachi... No matter how much or how often people hurt each other...\Loving someone is never a waste.\Even now, I still cherish that love letter you gave me then.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake response:	What do I need
context: I, Shinichi Okazaki, will now sing.\Hey, Hachi... No matter how much or how often people hurt each other...\Loving someone is never a waste.\Even now, I still cherish that love letter you gave me then.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need response:	If I don't believe in myself, what can I believe in
context: Hey, Hachi... No matter how much or how often people hurt each other...\Loving someone is never a waste.\Even now, I still cherish that love letter you gave me then.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in response:	The answer is too close to see
context: Loving someone is never a waste.\Even now, I still cherish that love letter you gave me then.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see response:	Black tears are falling down
context: Even now, I still cherish that love letter you gave me then.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down response:	I have nothing, only sadness
context: I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness response:	I can't put it into words
context: I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words response:	My whole body starts to ache
context: To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words\My whole body starts to ache response:	I can't stand it anymore on my own
