context: TS response:	Why?
context: I bet they're finally spending time together.\I told her to come to the lab, either way.\But it's late.\We're aborting the operation.\You guys, go on home.\Part-Time Warrior\Part-Time Warrior\I'm sorry response:	Goodbye
context: I told her to come to the lab, either way.\But it's late.\We're aborting the operation.\You guys, go on home.\Part-Time Warrior\Part-Time Warrior\I'm sorry\Goodbye response:	Darn her!
context: But it's late.\We're aborting the operation.\You guys, go on home.\Part-Time Warrior\Part-Time Warrior\I'm sorry\Goodbye\Darn her! response:	Does she plan to leave this city, by herself?
context: We're aborting the operation.\You guys, go on home.\Part-Time Warrior\Part-Time Warrior\I'm sorry\Goodbye\Darn her!\Does she plan to leave this city, by herself? response:	I, Hououin Kyouma, will not allow that!
context: You guys, go on home.\Part-Time Warrior\Part-Time Warrior\I'm sorry\Goodbye\Darn her!\Does she plan to leave this city, by herself?\I, Hououin Kyouma, will not allow that! response:	Damn it!
context: Part-Time Warrior\Part-Time Warrior\I'm sorry\Goodbye\Darn her!\Does she plan to leave this city, by herself?\I, Hououin Kyouma, will not allow that!\Damn it! response:	Where did she go?
context: Part-Time Warrior\I'm sorry\Goodbye\Darn her!\Does she plan to leave this city, by herself?\I, Hououin Kyouma, will not allow that!\Damn it!\Where did she go? response:	That's right...
context: I'm sorry\Goodbye\Darn her!\Does she plan to leave this city, by herself?\I, Hououin Kyouma, will not allow that!\Damn it!\Where did she go?\That's right... response:	If I send a D-mail, telling myself to follow her,
context: Goodbye\Darn her!\Does she plan to leave this city, by herself?\I, Hououin Kyouma, will not allow that!\Damn it!\Where did she go?\That's right...\If I send a D-mail, telling myself to follow her, response:	no matter what, this afternoon...
context: Darn her!\Does she plan to leave this city, by herself?\I, Hououin Kyouma, will not allow that!\Damn it!\Where did she go?\That's right...\If I send a D-mail, telling myself to follow her,\no matter what, this afternoon... response:	But...
context: Does she plan to leave this city, by herself?\I, Hououin Kyouma, will not allow that!\Damn it!\Where did she go?\That's right...\If I send a D-mail, telling myself to follow her,\no matter what, this afternoon...\But... response:	Is it right for me to use the D-mail
context: I, Hououin Kyouma, will not allow that!\Damn it!\Where did she go?\That's right...\If I send a D-mail, telling myself to follow her,\no matter what, this afternoon...\But...\Is it right for me to use the D-mail response:	to change the past any more?
context: Damn it!\Where did she go?\That's right...\If I send a D-mail, telling myself to follow her,\no matter what, this afternoon...\But...\Is it right for me to use the D-mail\to change the past any more? response:	You're a good person, you know that?
context: Where did she go?\That's right...\If I send a D-mail, telling myself to follow her,\no matter what, this afternoon...\But...\Is it right for me to use the D-mail\to change the past any more?\You're a good person, you know that? response:	I feel a bit better now, somehow.
context: That's right...\If I send a D-mail, telling myself to follow her,\no matter what, this afternoon...\But...\Is it right for me to use the D-mail\to change the past any more?\You're a good person, you know that?\I feel a bit better now, somehow. response:	I am the great Mad Scientist, Hououin Kyouma!
context: If I send a D-mail, telling myself to follow her,\no matter what, this afternoon...\But...\Is it right for me to use the D-mail\to change the past any more?\You're a good person, you know that?\I feel a bit better now, somehow.\I am the great Mad Scientist, Hououin Kyouma! response:	What have I to fear?
context: no matter what, this afternoon...\But...\Is it right for me to use the D-mail\to change the past any more?\You're a good person, you know that?\I feel a bit better now, somehow.\I am the great Mad Scientist, Hououin Kyouma!\What have I to fear? response:	Do not give in to your assistant's threats.
context: But...\Is it right for me to use the D-mail\to change the past any more?\You're a good person, you know that?\I feel a bit better now, somehow.\I am the great Mad Scientist, Hououin Kyouma!\What have I to fear?\Do not give in to your assistant's threats. response:	Do not give in to your assistant's threats. Follow Suzuha!
context: Is it right for me to use the D-mail\to change the past any more?\You're a good person, you know that?\I feel a bit better now, somehow.\I am the great Mad Scientist, Hououin Kyouma!\What have I to fear?\Do not give in to your assistant's threats.\Do not give in to your assistant's threats. Follow Suzuha! response:	Follow Suzuha!
context: to change the past any more?\You're a good person, you know that?\I feel a bit better now, somehow.\I am the great Mad Scientist, Hououin Kyouma!\What have I to fear?\Do not give in to your assistant's threats.\Do not give in to your assistant's threats. Follow Suzuha!\Follow Suzuha! response:	Yo.
context: You're a good person, you know that?\I feel a bit better now, somehow.\I am the great Mad Scientist, Hououin Kyouma!\What have I to fear?\Do not give in to your assistant's threats.\Do not give in to your assistant's threats. Follow Suzuha!\Follow Suzuha!\Yo. response:	Good morning, part-time warrior.
context: I feel a bit better now, somehow.\I am the great Mad Scientist, Hououin Kyouma!\What have I to fear?\Do not give in to your assistant's threats.\Do not give in to your assistant's threats. Follow Suzuha!\Follow Suzuha!\Yo.\Good morning, part-time warrior. response:	Slacking off?
context: I am the great Mad Scientist, Hououin Kyouma!\What have I to fear?\Do not give in to your assistant's threats.\Do not give in to your assistant's threats. Follow Suzuha!\Follow Suzuha!\Yo.\Good morning, part-time warrior.\Slacking off? response:	Last night, we were all up really late.
context: What have I to fear?\Do not give in to your assistant's threats.\Do not give in to your assistant's threats. Follow Suzuha!\Follow Suzuha!\Yo.\Good morning, part-time warrior.\Slacking off?\Last night, we were all up really late. response:	I'm so tired.
context: Do not give in to your assistant's threats.\Do not give in to your assistant's threats. Follow Suzuha!\Follow Suzuha!\Yo.\Good morning, part-time warrior.\Slacking off?\Last night, we were all up really late.\I'm so tired. response:	Last night,
context: Do not give in to your assistant's threats. Follow Suzuha!\Follow Suzuha!\Yo.\Good morning, part-time warrior.\Slacking off?\Last night, we were all up really late.\I'm so tired.\Last night, response:	we had a last supper for you,
context: Follow Suzuha!\Yo.\Good morning, part-time warrior.\Slacking off?\Last night, we were all up really late.\I'm so tired.\Last night,\we had a last supper for you, response:	so you could be our guinea pig.
context: Yo.\Good morning, part-time warrior.\Slacking off?\Last night, we were all up really late.\I'm so tired.\Last night,\we had a last supper for you,\so you could be our guinea pig. response:	Right?
context: Good morning, part-time warrior.\Slacking off?\Last night, we were all up really late.\I'm so tired.\Last night,\we had a last supper for you,\so you could be our guinea pig.\Right? response:	But the experiment never happened.
context: Slacking off?\Last night, we were all up really late.\I'm so tired.\Last night,\we had a last supper for you,\so you could be our guinea pig.\Right?\But the experiment never happened. response:	I don't know my dad's phone's address.
context: Last night, we were all up really late.\I'm so tired.\Last night,\we had a last supper for you,\so you could be our guinea pig.\Right?\But the experiment never happened.\I don't know my dad's phone's address. response:	I want to confirm something.
context: I'm so tired.\Last night,\we had a last supper for you,\so you could be our guinea pig.\Right?\But the experiment never happened.\I don't know my dad's phone's address.\I want to confirm something. response:	How did I catch you?
context: Last night,\we had a last supper for you,\so you could be our guinea pig.\Right?\But the experiment never happened.\I don't know my dad's phone's address.\I want to confirm something.\How did I catch you? response:	Were you drinking?
context: we had a last supper for you,\so you could be our guinea pig.\Right?\But the experiment never happened.\I don't know my dad's phone's address.\I want to confirm something.\How did I catch you?\Were you drinking? response:	You're underage. You shouldn't do that.
context: so you could be our guinea pig.\Right?\But the experiment never happened.\I don't know my dad's phone's address.\I want to confirm something.\How did I catch you?\Were you drinking?\You're underage. You shouldn't do that. response:	Just answer me.
context: Right?\But the experiment never happened.\I don't know my dad's phone's address.\I want to confirm something.\How did I catch you?\Were you drinking?\You're underage. You shouldn't do that.\Just answer me. response:	Well, I was heading back from the time machine forum meeting...
context: But the experiment never happened.\I don't know my dad's phone's address.\I want to confirm something.\How did I catch you?\Were you drinking?\You're underage. You shouldn't do that.\Just answer me.\Well, I was heading back from the time machine forum meeting... response:	Time machine forum?
context: I don't know my dad's phone's address.\I want to confirm something.\How did I catch you?\Were you drinking?\You're underage. You shouldn't do that.\Just answer me.\Well, I was heading back from the time machine forum meeting...\Time machine forum? response:	That's where your dad was supposed to show up?
context: I want to confirm something.\How did I catch you?\Were you drinking?\You're underage. You shouldn't do that.\Just answer me.\Well, I was heading back from the time machine forum meeting...\Time machine forum?\That's where your dad was supposed to show up? response:	Yeah, my dad's calling himself Titor.
context: How did I catch you?\Were you drinking?\You're underage. You shouldn't do that.\Just answer me.\Well, I was heading back from the time machine forum meeting...\Time machine forum?\That's where your dad was supposed to show up?\Yeah, my dad's calling himself Titor. response:	John Titor?!
context: Were you drinking?\You're underage. You shouldn't do that.\Just answer me.\Well, I was heading back from the time machine forum meeting...\Time machine forum?\That's where your dad was supposed to show up?\Yeah, my dad's calling himself Titor.\John Titor?! response:	Not John... Barrel.
context: You're underage. You shouldn't do that.\Just answer me.\Well, I was heading back from the time machine forum meeting...\Time machine forum?\That's where your dad was supposed to show up?\Yeah, my dad's calling himself Titor.\John Titor?!\Not John... Barrel. response:	Barrel Titor.
context: Just answer me.\Well, I was heading back from the time machine forum meeting...\Time machine forum?\That's where your dad was supposed to show up?\Yeah, my dad's calling himself Titor.\John Titor?!\Not John... Barrel.\Barrel Titor. response:	I told you that yesterday.
context: Well, I was heading back from the time machine forum meeting...\Time machine forum?\That's where your dad was supposed to show up?\Yeah, my dad's calling himself Titor.\John Titor?!\Not John... Barrel.\Barrel Titor.\I told you that yesterday. response:	Didn't you take a video of it on your phone?
context: Time machine forum?\That's where your dad was supposed to show up?\Yeah, my dad's calling himself Titor.\John Titor?!\Not John... Barrel.\Barrel Titor.\I told you that yesterday.\Didn't you take a video of it on your phone? response:	I had fun last night...
context: That's where your dad was supposed to show up?\Yeah, my dad's calling himself Titor.\John Titor?!\Not John... Barrel.\Barrel Titor.\I told you that yesterday.\Didn't you take a video of it on your phone?\I had fun last night... response:	It would've been more fun without Makise Kurisu, though.
context: Yeah, my dad's calling himself Titor.\John Titor?!\Not John... Barrel.\Barrel Titor.\I told you that yesterday.\Didn't you take a video of it on your phone?\I had fun last night...\It would've been more fun without Makise Kurisu, though. response:	Her apple pie was man-killingly horrible.
context: John Titor?!\Not John... Barrel.\Barrel Titor.\I told you that yesterday.\Didn't you take a video of it on your phone?\I had fun last night...\It would've been more fun without Makise Kurisu, though.\Her apple pie was man-killingly horrible. response:	But Urushibara Ruka's curry was great!
context: Not John... Barrel.\Barrel Titor.\I told you that yesterday.\Didn't you take a video of it on your phone?\I had fun last night...\It would've been more fun without Makise Kurisu, though.\Her apple pie was man-killingly horrible.\But Urushibara Ruka's curry was great! response:	Your lab's kinda nice, you know?
context: Barrel Titor.\I told you that yesterday.\Didn't you take a video of it on your phone?\I had fun last night...\It would've been more fun without Makise Kurisu, though.\Her apple pie was man-killingly horrible.\But Urushibara Ruka's curry was great!\Your lab's kinda nice, you know? response:	Everyone's friends, and you always seem to have fun.
context: I told you that yesterday.\Didn't you take a video of it on your phone?\I had fun last night...\It would've been more fun without Makise Kurisu, though.\Her apple pie was man-killingly horrible.\But Urushibara Ruka's curry was great!\Your lab's kinda nice, you know?\Everyone's friends, and you always seem to have fun. response:	I've never felt so much like I fit in somewhere, in my whole life.
context: Didn't you take a video of it on your phone?\I had fun last night...\It would've been more fun without Makise Kurisu, though.\Her apple pie was man-killingly horrible.\But Urushibara Ruka's curry was great!\Your lab's kinda nice, you know?\Everyone's friends, and you always seem to have fun.\I've never felt so much like I fit in somewhere, in my whole life. response:	Come whenever you like.
context: I had fun last night...\It would've been more fun without Makise Kurisu, though.\Her apple pie was man-killingly horrible.\But Urushibara Ruka's curry was great!\Your lab's kinda nice, you know?\Everyone's friends, and you always seem to have fun.\I've never felt so much like I fit in somewhere, in my whole life.\Come whenever you like. response:	You're a lab member now.
context: It would've been more fun without Makise Kurisu, though.\Her apple pie was man-killingly horrible.\But Urushibara Ruka's curry was great!\Your lab's kinda nice, you know?\Everyone's friends, and you always seem to have fun.\I've never felt so much like I fit in somewhere, in my whole life.\Come whenever you like.\You're a lab member now. response:	Yeah.
context: Her apple pie was man-killingly horrible.\But Urushibara Ruka's curry was great!\Your lab's kinda nice, you know?\Everyone's friends, and you always seem to have fun.\I've never felt so much like I fit in somewhere, in my whole life.\Come whenever you like.\You're a lab member now.\Yeah. response:	I'll try and search for my father a little more!
context: But Urushibara Ruka's curry was great!\Your lab's kinda nice, you know?\Everyone's friends, and you always seem to have fun.\I've never felt so much like I fit in somewhere, in my whole life.\Come whenever you like.\You're a lab member now.\Yeah.\I'll try and search for my father a little more! response:	ED
context: Your lab's kinda nice, you know?\Everyone's friends, and you always seem to have fun.\I've never felt so much like I fit in somewhere, in my whole life.\Come whenever you like.\You're a lab member now.\Yeah.\I'll try and search for my father a little more!\ED response:	kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai
context: Everyone's friends, and you always seem to have fun.\I've never felt so much like I fit in somewhere, in my whole life.\Come whenever you like.\You're a lab member now.\Yeah.\I'll try and search for my father a little more!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai response:	We cannot escape the 12 merciless truths and the controlled oath we took
context: I've never felt so much like I fit in somewhere, in my whole life.\Come whenever you like.\You're a lab member now.\Yeah.\I'll try and search for my father a little more!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took response:	ansoku no asu wo negattara
context: Come whenever you like.\You're a lab member now.\Yeah.\I'll try and search for my father a little more!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara response:	If we wish for a tomorrow full of rest
context: You're a lab member now.\Yeah.\I'll try and search for my father a little more!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest response:	te no naka no toutoi jishou no chihei he
context: Yeah.\I'll try and search for my father a little more!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he response:	to be given to the precious event horizon in our hands
context: I'll try and search for my father a little more!\ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands response:	toraware shi meiyaku arawareta gishou no rinkaku
context: ED\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku response:	the promise we made in captivity turns out to be a phantom
context: kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: We cannot escape the 12 merciless truths and the controlled oath we took\ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: ansoku no asu wo negattara\If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: If we wish for a tomorrow full of rest\te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda response:	The angel of life recorded a time of blindness
context: te no naka no toutoi jishou no chihei he\to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness response:	habatake butterfly
context: to be given to the precious event horizon in our hands\toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly response:	A flapping butterfly
context: toraware shi meiyaku arawareta gishou no rinkaku\the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly response:	kiseki no butterfly
context: the promise we made in captivity turns out to be a phantom\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly response:	A miraculous butterfly
context: seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly response:	anata he sasageru
context: The angel of life recorded a time of blindness\seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru response:	I will consecrate them to you
context: seimei no tenshi wa moumoku na jikan wo kizanda\The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you response:	namida no butterfly
context: The angel of life recorded a time of blindness\habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly response:	A butterfly of tears
context: habatake butterfly\A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears response:	mabushii butterfly
context: A flapping butterfly\kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly response:	A radiant butterfly
context: kiseki no butterfly\A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly response:	subete ga ima kakikaerareru
context: A miraculous butterfly\anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru response:	Everything may now be rewritten
context: anata he sasageru\I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru\Everything may now be rewritten response:	subete ga ima kakikaerareru
context: I will consecrate them to you\namida no butterfly\A butterfly of tears\mabushii butterfly\A radiant butterfly\subete ga ima kakikaerareru\Everything may now be rewritten\subete ga ima kakikaerareru response:	Everything may now be rewritten
