context: August response:	September
context: They were shorthanded, so I'm filling in.\Hiro-senpai!\We have to hurry to the next one!\My feet are killin' me.\Just three more. Hang in there!\Later, Sensei. I still have dancing to do.\Sure. Good luck.\Don't follow me! response:	Why not?
context: Hiro-senpai!\We have to hurry to the next one!\My feet are killin' me.\Just three more. Hang in there!\Later, Sensei. I still have dancing to do.\Sure. Good luck.\Don't follow me!\Why not? response:	I want to watch you dance.
context: We have to hurry to the next one!\My feet are killin' me.\Just three more. Hang in there!\Later, Sensei. I still have dancing to do.\Sure. Good luck.\Don't follow me!\Why not?\I want to watch you dance. response:	Sensei's gradually starting to fit in here.
context: My feet are killin' me.\Just three more. Hang in there!\Later, Sensei. I still have dancing to do.\Sure. Good luck.\Don't follow me!\Why not?\I want to watch you dance.\Sensei's gradually starting to fit in here. response:	He's totally actin' as Naru's guardian.
context: Just three more. Hang in there!\Later, Sensei. I still have dancing to do.\Sure. Good luck.\Don't follow me!\Why not?\I want to watch you dance.\Sensei's gradually starting to fit in here.\He's totally actin' as Naru's guardian. response:	I've tried to avoid thinking about it much,
context: Later, Sensei. I still have dancing to do.\Sure. Good luck.\Don't follow me!\Why not?\I want to watch you dance.\Sensei's gradually starting to fit in here.\He's totally actin' as Naru's guardian.\I've tried to avoid thinking about it much, response:	but didn't Sensei come here because he punched someone eminent in calligraphy?
context: Sure. Good luck.\Don't follow me!\Why not?\I want to watch you dance.\Sensei's gradually starting to fit in here.\He's totally actin' as Naru's guardian.\I've tried to avoid thinking about it much,\but didn't Sensei come here because he punched someone eminent in calligraphy? response:	What if his punishment were lifted?
context: Don't follow me!\Why not?\I want to watch you dance.\Sensei's gradually starting to fit in here.\He's totally actin' as Naru's guardian.\I've tried to avoid thinking about it much,\but didn't Sensei come here because he punched someone eminent in calligraphy?\What if his punishment were lifted? response:	Tama...
context: Why not?\I want to watch you dance.\Sensei's gradually starting to fit in here.\He's totally actin' as Naru's guardian.\I've tried to avoid thinking about it much,\but didn't Sensei come here because he punched someone eminent in calligraphy?\What if his punishment were lifted?\Tama... response:	Finished your summer homework yet?
context: I want to watch you dance.\Sensei's gradually starting to fit in here.\He's totally actin' as Naru's guardian.\I've tried to avoid thinking about it much,\but didn't Sensei come here because he punched someone eminent in calligraphy?\What if his punishment were lifted?\Tama...\Finished your summer homework yet? response:	Well, to a degree.
context: Sensei's gradually starting to fit in here.\He's totally actin' as Naru's guardian.\I've tried to avoid thinking about it much,\but didn't Sensei come here because he punched someone eminent in calligraphy?\What if his punishment were lifted?\Tama...\Finished your summer homework yet?\Well, to a degree. response:	Lemme copy it!
context: He's totally actin' as Naru's guardian.\I've tried to avoid thinking about it much,\but didn't Sensei come here because he punched someone eminent in calligraphy?\What if his punishment were lifted?\Tama...\Finished your summer homework yet?\Well, to a degree.\Lemme copy it! response:	Miwa-chan...
context: I've tried to avoid thinking about it much,\but didn't Sensei come here because he punched someone eminent in calligraphy?\What if his punishment were lifted?\Tama...\Finished your summer homework yet?\Well, to a degree.\Lemme copy it!\Miwa-chan... response:	Jeez! Yer late, Sensei!
context: but didn't Sensei come here because he punched someone eminent in calligraphy?\What if his punishment were lifted?\Tama...\Finished your summer homework yet?\Well, to a degree.\Lemme copy it!\Miwa-chan...\Jeez! Yer late, Sensei! response:	Fireworks! Fireworks!
context: What if his punishment were lifted?\Tama...\Finished your summer homework yet?\Well, to a degree.\Lemme copy it!\Miwa-chan...\Jeez! Yer late, Sensei!\Fireworks! Fireworks! response:	It's smoky...
context: Tama...\Finished your summer homework yet?\Well, to a degree.\Lemme copy it!\Miwa-chan...\Jeez! Yer late, Sensei!\Fireworks! Fireworks!\It's smoky... response:	Heya, Sensei.
context: Finished your summer homework yet?\Well, to a degree.\Lemme copy it!\Miwa-chan...\Jeez! Yer late, Sensei!\Fireworks! Fireworks!\It's smoky...\Heya, Sensei. response:	Mind if we offer incense?
context: Well, to a degree.\Lemme copy it!\Miwa-chan...\Jeez! Yer late, Sensei!\Fireworks! Fireworks!\It's smoky...\Heya, Sensei.\Mind if we offer incense? response:	Village Chief?
context: Lemme copy it!\Miwa-chan...\Jeez! Yer late, Sensei!\Fireworks! Fireworks!\It's smoky...\Heya, Sensei.\Mind if we offer incense?\Village Chief? response:	Naru's gramma took good care of us while she was alive.
context: Miwa-chan...\Jeez! Yer late, Sensei!\Fireworks! Fireworks!\It's smoky...\Heya, Sensei.\Mind if we offer incense?\Village Chief?\Naru's gramma took good care of us while she was alive. response:	Oh, from Kinoshita General Store.
context: Jeez! Yer late, Sensei!\Fireworks! Fireworks!\It's smoky...\Heya, Sensei.\Mind if we offer incense?\Village Chief?\Naru's gramma took good care of us while she was alive.\Oh, from Kinoshita General Store. response:	Mind if I offer incense?
context: Fireworks! Fireworks!\It's smoky...\Heya, Sensei.\Mind if we offer incense?\Village Chief?\Naru's gramma took good care of us while she was alive.\Oh, from Kinoshita General Store.\Mind if I offer incense? response:	Please, go ahead.
context: It's smoky...\Heya, Sensei.\Mind if we offer incense?\Village Chief?\Naru's gramma took good care of us while she was alive.\Oh, from Kinoshita General Store.\Mind if I offer incense?\Please, go ahead. response:	Hey! Miwa!
context: Heya, Sensei.\Mind if we offer incense?\Village Chief?\Naru's gramma took good care of us while she was alive.\Oh, from Kinoshita General Store.\Mind if I offer incense?\Please, go ahead.\Hey! Miwa! response:	Why'd you leave our gravesite alone to goof off here?!
context: Mind if we offer incense?\Village Chief?\Naru's gramma took good care of us while she was alive.\Oh, from Kinoshita General Store.\Mind if I offer incense?\Please, go ahead.\Hey! Miwa!\Why'd you leave our gravesite alone to goof off here?! response:	Geh! Dad!
context: Village Chief?\Naru's gramma took good care of us while she was alive.\Oh, from Kinoshita General Store.\Mind if I offer incense?\Please, go ahead.\Hey! Miwa!\Why'd you leave our gravesite alone to goof off here?!\Geh! Dad! response:	Sensei, tell him ya made me come here!
context: Naru's gramma took good care of us while she was alive.\Oh, from Kinoshita General Store.\Mind if I offer incense?\Please, go ahead.\Hey! Miwa!\Why'd you leave our gravesite alone to goof off here?!\Geh! Dad!\Sensei, tell him ya made me come here! response:	You're nuts! No way!
context: Oh, from Kinoshita General Store.\Mind if I offer incense?\Please, go ahead.\Hey! Miwa!\Why'd you leave our gravesite alone to goof off here?!\Geh! Dad!\Sensei, tell him ya made me come here!\You're nuts! No way! response:	Sis, what are you doing?
context: Mind if I offer incense?\Please, go ahead.\Hey! Miwa!\Why'd you leave our gravesite alone to goof off here?!\Geh! Dad!\Sensei, tell him ya made me come here!\You're nuts! No way!\Sis, what are you doing? response:	Mom's been looking for you.
context: Please, go ahead.\Hey! Miwa!\Why'd you leave our gravesite alone to goof off here?!\Geh! Dad!\Sensei, tell him ya made me come here!\You're nuts! No way!\Sis, what are you doing?\Mom's been looking for you. response:	Aki...
context: Hey! Miwa!\Why'd you leave our gravesite alone to goof off here?!\Geh! Dad!\Sensei, tell him ya made me come here!\You're nuts! No way!\Sis, what are you doing?\Mom's been looking for you.\Aki... response:	How did you know I was here?
context: Why'd you leave our gravesite alone to goof off here?!\Geh! Dad!\Sensei, tell him ya made me come here!\You're nuts! No way!\Sis, what are you doing?\Mom's been looking for you.\Aki...\How did you know I was here? response:	Mom told me to take incense to Naru's grandma.
context: Geh! Dad!\Sensei, tell him ya made me come here!\You're nuts! No way!\Sis, what are you doing?\Mom's been looking for you.\Aki...\How did you know I was here?\Mom told me to take incense to Naru's grandma. response:	May I offer some this year, too?
context: Sensei, tell him ya made me come here!\You're nuts! No way!\Sis, what are you doing?\Mom's been looking for you.\Aki...\How did you know I was here?\Mom told me to take incense to Naru's grandma.\May I offer some this year, too? response:	Sure!
context: You're nuts! No way!\Sis, what are you doing?\Mom's been looking for you.\Aki...\How did you know I was here?\Mom told me to take incense to Naru's grandma.\May I offer some this year, too?\Sure! response:	Naru's grandma is really popular.
context: Sis, what are you doing?\Mom's been looking for you.\Aki...\How did you know I was here?\Mom told me to take incense to Naru's grandma.\May I offer some this year, too?\Sure!\Naru's grandma is really popular. response:	Yes, she is.
context: Mom's been looking for you.\Aki...\How did you know I was here?\Mom told me to take incense to Naru's grandma.\May I offer some this year, too?\Sure!\Naru's grandma is really popular.\Yes, she is. response:	Each year, people take turns paying her a visit.
context: Aki...\How did you know I was here?\Mom told me to take incense to Naru's grandma.\May I offer some this year, too?\Sure!\Naru's grandma is really popular.\Yes, she is.\Each year, people take turns paying her a visit. response:	Since Naru's grandpa is busy,
context: How did you know I was here?\Mom told me to take incense to Naru's grandma.\May I offer some this year, too?\Sure!\Naru's grandma is really popular.\Yes, she is.\Each year, people take turns paying her a visit.\Since Naru's grandpa is busy, response:	until now, Naru's had to keep vigil over the flame by herself.
context: Mom told me to take incense to Naru's grandma.\May I offer some this year, too?\Sure!\Naru's grandma is really popular.\Yes, she is.\Each year, people take turns paying her a visit.\Since Naru's grandpa is busy,\until now, Naru's had to keep vigil over the flame by herself. response:	Come to think of it, I've never seen Naru's parents...
context: May I offer some this year, too?\Sure!\Naru's grandma is really popular.\Yes, she is.\Each year, people take turns paying her a visit.\Since Naru's grandpa is busy,\until now, Naru's had to keep vigil over the flame by herself.\Come to think of it, I've never seen Naru's parents... response:	Sensei! A pinwheel!
context: Sure!\Naru's grandma is really popular.\Yes, she is.\Each year, people take turns paying her a visit.\Since Naru's grandpa is busy,\until now, Naru's had to keep vigil over the flame by herself.\Come to think of it, I've never seen Naru's parents...\Sensei! A pinwheel! response:	Hey!
context: Naru's grandma is really popular.\Yes, she is.\Each year, people take turns paying her a visit.\Since Naru's grandpa is busy,\until now, Naru's had to keep vigil over the flame by herself.\Come to think of it, I've never seen Naru's parents...\Sensei! A pinwheel!\Hey! response:	Today's been more fun than usual!
context: Yes, she is.\Each year, people take turns paying her a visit.\Since Naru's grandpa is busy,\until now, Naru's had to keep vigil over the flame by herself.\Come to think of it, I've never seen Naru's parents...\Sensei! A pinwheel!\Hey!\Today's been more fun than usual! response:	Give me a break, you brat.
context: Each year, people take turns paying her a visit.\Since Naru's grandpa is busy,\until now, Naru's had to keep vigil over the flame by herself.\Come to think of it, I've never seen Naru's parents...\Sensei! A pinwheel!\Hey!\Today's been more fun than usual!\Give me a break, you brat. response:	It was always boring waiting for grampa to get back,
context: Since Naru's grandpa is busy,\until now, Naru's had to keep vigil over the flame by herself.\Come to think of it, I've never seen Naru's parents...\Sensei! A pinwheel!\Hey!\Today's been more fun than usual!\Give me a break, you brat.\It was always boring waiting for grampa to get back, response:	but today I don't wanna leave.
context: until now, Naru's had to keep vigil over the flame by herself.\Come to think of it, I've never seen Naru's parents...\Sensei! A pinwheel!\Hey!\Today's been more fun than usual!\Give me a break, you brat.\It was always boring waiting for grampa to get back,\but today I don't wanna leave. response:	Then spend the night here!
context: Come to think of it, I've never seen Naru's parents...\Sensei! A pinwheel!\Hey!\Today's been more fun than usual!\Give me a break, you brat.\It was always boring waiting for grampa to get back,\but today I don't wanna leave.\Then spend the night here! response:	I bet I know why.
context: Sensei! A pinwheel!\Hey!\Today's been more fun than usual!\Give me a break, you brat.\It was always boring waiting for grampa to get back,\but today I don't wanna leave.\Then spend the night here!\I bet I know why. response:	It must be'cuz you're here, Sensei.
context: Hey!\Today's been more fun than usual!\Give me a break, you brat.\It was always boring waiting for grampa to get back,\but today I don't wanna leave.\Then spend the night here!\I bet I know why.\It must be'cuz you're here, Sensei. response:	I wanna play, too!
context: Today's been more fun than usual!\Give me a break, you brat.\It was always boring waiting for grampa to get back,\but today I don't wanna leave.\Then spend the night here!\I bet I know why.\It must be'cuz you're here, Sensei.\I wanna play, too! response:	I never realized it since she's always with someone...
context: Give me a break, you brat.\It was always boring waiting for grampa to get back,\but today I don't wanna leave.\Then spend the night here!\I bet I know why.\It must be'cuz you're here, Sensei.\I wanna play, too!\I never realized it since she's always with someone... response:	But she gets lonely just like anyone else.
context: It was always boring waiting for grampa to get back,\but today I don't wanna leave.\Then spend the night here!\I bet I know why.\It must be'cuz you're here, Sensei.\I wanna play, too!\I never realized it since she's always with someone...\But she gets lonely just like anyone else. response:	If I left her alone, she'd probably grow up fine on her own...
context: but today I don't wanna leave.\Then spend the night here!\I bet I know why.\It must be'cuz you're here, Sensei.\I wanna play, too!\I never realized it since she's always with someone...\But she gets lonely just like anyone else.\If I left her alone, she'd probably grow up fine on her own... response:	Yay!
context: Then spend the night here!\I bet I know why.\It must be'cuz you're here, Sensei.\I wanna play, too!\I never realized it since she's always with someone...\But she gets lonely just like anyone else.\If I left her alone, she'd probably grow up fine on her own...\Yay! response:	But maybe I'll look after her when I have time.
context: I bet I know why.\It must be'cuz you're here, Sensei.\I wanna play, too!\I never realized it since she's always with someone...\But she gets lonely just like anyone else.\If I left her alone, she'd probably grow up fine on her own...\Yay!\But maybe I'll look after her when I have time. response:	The flame went out.
context: It must be'cuz you're here, Sensei.\I wanna play, too!\I never realized it since she's always with someone...\But she gets lonely just like anyone else.\If I left her alone, she'd probably grow up fine on her own...\Yay!\But maybe I'll look after her when I have time.\The flame went out. response:	It's already time to leave?
context: I wanna play, too!\I never realized it since she's always with someone...\But she gets lonely just like anyone else.\If I left her alone, she'd probably grow up fine on her own...\Yay!\But maybe I'll look after her when I have time.\The flame went out.\It's already time to leave? response:	The vigil went by fast.
context: I never realized it since she's always with someone...\But she gets lonely just like anyone else.\If I left her alone, she'd probably grow up fine on her own...\Yay!\But maybe I'll look after her when I have time.\The flame went out.\It's already time to leave?\The vigil went by fast. response:	We're goin' now?
context: But she gets lonely just like anyone else.\If I left her alone, she'd probably grow up fine on her own...\Yay!\But maybe I'll look after her when I have time.\The flame went out.\It's already time to leave?\The vigil went by fast.\We're goin' now? response:	Your grandpa hasn't come back yet.
context: If I left her alone, she'd probably grow up fine on her own...\Yay!\But maybe I'll look after her when I have time.\The flame went out.\It's already time to leave?\The vigil went by fast.\We're goin' now?\Your grandpa hasn't come back yet. response:	So I'll extend it.
context: Yay!\But maybe I'll look after her when I have time.\The flame went out.\It's already time to leave?\The vigil went by fast.\We're goin' now?\Your grandpa hasn't come back yet.\So I'll extend it. response:	All right!
context: But maybe I'll look after her when I have time.\The flame went out.\It's already time to leave?\The vigil went by fast.\We're goin' now?\Your grandpa hasn't come back yet.\So I'll extend it.\All right! response:	Sensei's so sweet!
context: The flame went out.\It's already time to leave?\The vigil went by fast.\We're goin' now?\Your grandpa hasn't come back yet.\So I'll extend it.\All right!\Sensei's so sweet! response:	Shut up!
context: It's already time to leave?\The vigil went by fast.\We're goin' now?\Your grandpa hasn't come back yet.\So I'll extend it.\All right!\Sensei's so sweet!\Shut up! response:	Gramma!
context: The vigil went by fast.\We're goin' now?\Your grandpa hasn't come back yet.\So I'll extend it.\All right!\Sensei's so sweet!\Shut up!\Gramma! response:	I'm gonna keep playin' here!
context: We're goin' now?\Your grandpa hasn't come back yet.\So I'll extend it.\All right!\Sensei's so sweet!\Shut up!\Gramma!\I'm gonna keep playin' here! response:	You're that happy?
context: Your grandpa hasn't come back yet.\So I'll extend it.\All right!\Sensei's so sweet!\Shut up!\Gramma!\I'm gonna keep playin' here!\You're that happy? response:	Oh!
context: So I'll extend it.\All right!\Sensei's so sweet!\Shut up!\Gramma!\I'm gonna keep playin' here!\You're that happy?\Oh! response:	Look, Sensei, look!
context: All right!\Sensei's so sweet!\Shut up!\Gramma!\I'm gonna keep playin' here!\You're that happy?\Oh!\Look, Sensei, look! response:	Gramma's smilin' too!
context: Sensei's so sweet!\Shut up!\Gramma!\I'm gonna keep playin' here!\You're that happy?\Oh!\Look, Sensei, look!\Gramma's smilin' too! response:	Heya, Sensei.
context: Shut up!\Gramma!\I'm gonna keep playin' here!\You're that happy?\Oh!\Look, Sensei, look!\Gramma's smilin' too!\Heya, Sensei. response:	Pooch-san!
context: Gramma!\I'm gonna keep playin' here!\You're that happy?\Oh!\Look, Sensei, look!\Gramma's smilin' too!\Heya, Sensei.\Pooch-san! response:	Did you come here to fish for dinner?
context: I'm gonna keep playin' here!\You're that happy?\Oh!\Look, Sensei, look!\Gramma's smilin' too!\Heya, Sensei.\Pooch-san!\Did you come here to fish for dinner? response:	Dogs don't eat crayfish.
context: You're that happy?\Oh!\Look, Sensei, look!\Gramma's smilin' too!\Heya, Sensei.\Pooch-san!\Did you come here to fish for dinner?\Dogs don't eat crayfish. response:	You're looking like one of the locals, fishing at the lake like this.
context: Oh!\Look, Sensei, look!\Gramma's smilin' too!\Heya, Sensei.\Pooch-san!\Did you come here to fish for dinner?\Dogs don't eat crayfish.\You're looking like one of the locals, fishing at the lake like this. response:	Oh, no... I'm still learning.
context: Look, Sensei, look!\Gramma's smilin' too!\Heya, Sensei.\Pooch-san!\Did you come here to fish for dinner?\Dogs don't eat crayfish.\You're looking like one of the locals, fishing at the lake like this.\Oh, no... I'm still learning. response:	The villagers seem to like you too, Sensei.
context: Gramma's smilin' too!\Heya, Sensei.\Pooch-san!\Did you come here to fish for dinner?\Dogs don't eat crayfish.\You're looking like one of the locals, fishing at the lake like this.\Oh, no... I'm still learning.\The villagers seem to like you too, Sensei. response:	Why not move here permanently?
context: Heya, Sensei.\Pooch-san!\Did you come here to fish for dinner?\Dogs don't eat crayfish.\You're looking like one of the locals, fishing at the lake like this.\Oh, no... I'm still learning.\The villagers seem to like you too, Sensei.\Why not move here permanently? response:	I'm afraid I can't do that.
context: Pooch-san!\Did you come here to fish for dinner?\Dogs don't eat crayfish.\You're looking like one of the locals, fishing at the lake like this.\Oh, no... I'm still learning.\The villagers seem to like you too, Sensei.\Why not move here permanently?\I'm afraid I can't do that. response:	I see.
context: Did you come here to fish for dinner?\Dogs don't eat crayfish.\You're looking like one of the locals, fishing at the lake like this.\Oh, no... I'm still learning.\The villagers seem to like you too, Sensei.\Why not move here permanently?\I'm afraid I can't do that.\I see. response:	Well, when there's a place that accepts you as you are,
context: Dogs don't eat crayfish.\You're looking like one of the locals, fishing at the lake like this.\Oh, no... I'm still learning.\The villagers seem to like you too, Sensei.\Why not move here permanently?\I'm afraid I can't do that.\I see.\Well, when there's a place that accepts you as you are, response:	don't you feel like it's safe to attempt the impossible?
context: You're looking like one of the locals, fishing at the lake like this.\Oh, no... I'm still learning.\The villagers seem to like you too, Sensei.\Why not move here permanently?\I'm afraid I can't do that.\I see.\Well, when there's a place that accepts you as you are,\don't you feel like it's safe to attempt the impossible? response:	Pooch-san...
context: Oh, no... I'm still learning.\The villagers seem to like you too, Sensei.\Why not move here permanently?\I'm afraid I can't do that.\I see.\Well, when there's a place that accepts you as you are,\don't you feel like it's safe to attempt the impossible?\Pooch-san... response:	Treat me to lobster once you're a big-shot calligrapher!
context: The villagers seem to like you too, Sensei.\Why not move here permanently?\I'm afraid I can't do that.\I see.\Well, when there's a place that accepts you as you are,\don't you feel like it's safe to attempt the impossible?\Pooch-san...\Treat me to lobster once you're a big-shot calligrapher! response:	So you do eat crayfish!
context: Why not move here permanently?\I'm afraid I can't do that.\I see.\Well, when there's a place that accepts you as you are,\don't you feel like it's safe to attempt the impossible?\Pooch-san...\Treat me to lobster once you're a big-shot calligrapher!\So you do eat crayfish! response:	Don't tell the shopkeeper, okay?
context: I'm afraid I can't do that.\I see.\Well, when there's a place that accepts you as you are,\don't you feel like it's safe to attempt the impossible?\Pooch-san...\Treat me to lobster once you're a big-shot calligrapher!\So you do eat crayfish!\Don't tell the shopkeeper, okay? response:	That's what he said in my dream.
context: I see.\Well, when there's a place that accepts you as you are,\don't you feel like it's safe to attempt the impossible?\Pooch-san...\Treat me to lobster once you're a big-shot calligrapher!\So you do eat crayfish!\Don't tell the shopkeeper, okay?\That's what he said in my dream. response:	It was just a dream, but it still made me happy.
context: Well, when there's a place that accepts you as you are,\don't you feel like it's safe to attempt the impossible?\Pooch-san...\Treat me to lobster once you're a big-shot calligrapher!\So you do eat crayfish!\Don't tell the shopkeeper, okay?\That's what he said in my dream.\It was just a dream, but it still made me happy. response:	Huh...
context: don't you feel like it's safe to attempt the impossible?\Pooch-san...\Treat me to lobster once you're a big-shot calligrapher!\So you do eat crayfish!\Don't tell the shopkeeper, okay?\That's what he said in my dream.\It was just a dream, but it still made me happy.\Huh... response:	Pooch is female.
