context: April response:	Huh? A girl?
context: So lame\Shut it, you dolt.\Well, I'll leave you two to it.\Hey, wai\A-Awkward!\This one's yours.\R-Right.\Mizuhara, uh... response:	I'll go.
context: Shut it, you dolt.\Well, I'll leave you two to it.\Hey, wai\A-Awkward!\This one's yours.\R-Right.\Mizuhara, uh...\I'll go. response:	I can't say no after that speech he gave.
context: Well, I'll leave you two to it.\Hey, wai\A-Awkward!\This one's yours.\R-Right.\Mizuhara, uh...\I'll go.\I can't say no after that speech he gave. response:	If it's just us on the ferry, we won't have to worry about putting on an act.
context: Hey, wai\A-Awkward!\This one's yours.\R-Right.\Mizuhara, uh...\I'll go.\I can't say no after that speech he gave.\If it's just us on the ferry, we won't have to worry about putting on an act. response:	A-Are you sure? What about your friends?
context: A-Awkward!\This one's yours.\R-Right.\Mizuhara, uh...\I'll go.\I can't say no after that speech he gave.\If it's just us on the ferry, we won't have to worry about putting on an act.\A-Are you sure? What about your friends? response:	I've been gone two hours now.
context: This one's yours.\R-Right.\Mizuhara, uh...\I'll go.\I can't say no after that speech he gave.\If it's just us on the ferry, we won't have to worry about putting on an act.\A-Are you sure? What about your friends?\I've been gone two hours now. response:	At this point, all I can do is call them and say I left because I felt sick.
context: R-Right.\Mizuhara, uh...\I'll go.\I can't say no after that speech he gave.\If it's just us on the ferry, we won't have to worry about putting on an act.\A-Are you sure? What about your friends?\I've been gone two hours now.\At this point, all I can do is call them and say I left because I felt sick. response:	Oh... Sorry again.
context: Mizuhara, uh...\I'll go.\I can't say no after that speech he gave.\If it's just us on the ferry, we won't have to worry about putting on an act.\A-Are you sure? What about your friends?\I've been gone two hours now.\At this point, all I can do is call them and say I left because I felt sick.\Oh... Sorry again. response:	But this really is the last time.
context: I'll go.\I can't say no after that speech he gave.\If it's just us on the ferry, we won't have to worry about putting on an act.\A-Are you sure? What about your friends?\I've been gone two hours now.\At this point, all I can do is call them and say I left because I felt sick.\Oh... Sorry again.\But this really is the last time. response:	Kibe-san doesn't know our situation,
context: I can't say no after that speech he gave.\If it's just us on the ferry, we won't have to worry about putting on an act.\A-Are you sure? What about your friends?\I've been gone two hours now.\At this point, all I can do is call them and say I left because I felt sick.\Oh... Sorry again.\But this really is the last time.\Kibe-san doesn't know our situation, response:	so he'll accept it if you tell him we talked it out and decided to break up.
context: If it's just us on the ferry, we won't have to worry about putting on an act.\A-Are you sure? What about your friends?\I've been gone two hours now.\At this point, all I can do is call them and say I left because I felt sick.\Oh... Sorry again.\But this really is the last time.\Kibe-san doesn't know our situation,\so he'll accept it if you tell him we talked it out and decided to break up. response:	Y-Yeah, you're right.
context: A-Are you sure? What about your friends?\I've been gone two hours now.\At this point, all I can do is call them and say I left because I felt sick.\Oh... Sorry again.\But this really is the last time.\Kibe-san doesn't know our situation,\so he'll accept it if you tell him we talked it out and decided to break up.\Y-Yeah, you're right. response:	It's the last time. After this, we're done.
context: I've been gone two hours now.\At this point, all I can do is call them and say I left because I felt sick.\Oh... Sorry again.\But this really is the last time.\Kibe-san doesn't know our situation,\so he'll accept it if you tell him we talked it out and decided to break up.\Y-Yeah, you're right.\It's the last time. After this, we're done. response:	Y-You okay?
context: At this point, all I can do is call them and say I left because I felt sick.\Oh... Sorry again.\But this really is the last time.\Kibe-san doesn't know our situation,\so he'll accept it if you tell him we talked it out and decided to break up.\Y-Yeah, you're right.\It's the last time. After this, we're done.\Y-You okay? response:	Are you actually sick?
context: Oh... Sorry again.\But this really is the last time.\Kibe-san doesn't know our situation,\so he'll accept it if you tell him we talked it out and decided to break up.\Y-Yeah, you're right.\It's the last time. After this, we're done.\Y-You okay?\Are you actually sick? response:	I'm fine. It'll go away after a night's rest.
context: But this really is the last time.\Kibe-san doesn't know our situation,\so he'll accept it if you tell him we talked it out and decided to break up.\Y-Yeah, you're right.\It's the last time. After this, we're done.\Y-You okay?\Are you actually sick?\I'm fine. It'll go away after a night's rest. response:	I'm more than happy doing this to help get your story straight.
context: Kibe-san doesn't know our situation,\so he'll accept it if you tell him we talked it out and decided to break up.\Y-Yeah, you're right.\It's the last time. After this, we're done.\Y-You okay?\Are you actually sick?\I'm fine. It'll go away after a night's rest.\I'm more than happy doing this to help get your story straight. response:	I don't want this whole thing hanging over future jobs.
context: so he'll accept it if you tell him we talked it out and decided to break up.\Y-Yeah, you're right.\It's the last time. After this, we're done.\Y-You okay?\Are you actually sick?\I'm fine. It'll go away after a night's rest.\I'm more than happy doing this to help get your story straight.\I don't want this whole thing hanging over future jobs. response:	Sorry, seriously
context: Y-Yeah, you're right.\It's the last time. After this, we're done.\Y-You okay?\Are you actually sick?\I'm fine. It'll go away after a night's rest.\I'm more than happy doing this to help get your story straight.\I don't want this whole thing hanging over future jobs.\Sorry, seriously response:	Sorry... I didn't expect it to turn into such a big deal.
context: It's the last time. After this, we're done.\Y-You okay?\Are you actually sick?\I'm fine. It'll go away after a night's rest.\I'm more than happy doing this to help get your story straight.\I don't want this whole thing hanging over future jobs.\Sorry, seriously\Sorry... I didn't expect it to turn into such a big deal. response:	Like I said, you did nothing wrong.
context: Y-You okay?\Are you actually sick?\I'm fine. It'll go away after a night's rest.\I'm more than happy doing this to help get your story straight.\I don't want this whole thing hanging over future jobs.\Sorry, seriously\Sorry... I didn't expect it to turn into such a big deal.\Like I said, you did nothing wrong. response:	You can't get over your ex, right?
context: Are you actually sick?\I'm fine. It'll go away after a night's rest.\I'm more than happy doing this to help get your story straight.\I don't want this whole thing hanging over future jobs.\Sorry, seriously\Sorry... I didn't expect it to turn into such a big deal.\Like I said, you did nothing wrong.\You can't get over your ex, right? response:	Then go get her back with all you've got.
context: I'm fine. It'll go away after a night's rest.\I'm more than happy doing this to help get your story straight.\I don't want this whole thing hanging over future jobs.\Sorry, seriously\Sorry... I didn't expect it to turn into such a big deal.\Like I said, you did nothing wrong.\You can't get over your ex, right?\Then go get her back with all you've got. response:	If there's something you want, you have to go all-out to claim it for yourself.
context: I'm more than happy doing this to help get your story straight.\I don't want this whole thing hanging over future jobs.\Sorry, seriously\Sorry... I didn't expect it to turn into such a big deal.\Like I said, you did nothing wrong.\You can't get over your ex, right?\Then go get her back with all you've got.\If there's something you want, you have to go all-out to claim it for yourself. response:	Life's more fun that way.
context: I don't want this whole thing hanging over future jobs.\Sorry, seriously\Sorry... I didn't expect it to turn into such a big deal.\Like I said, you did nothing wrong.\You can't get over your ex, right?\Then go get her back with all you've got.\If there's something you want, you have to go all-out to claim it for yourself.\Life's more fun that way. response:	Mizuhara?
context: Sorry, seriously\Sorry... I didn't expect it to turn into such a big deal.\Like I said, you did nothing wrong.\You can't get over your ex, right?\Then go get her back with all you've got.\If there's something you want, you have to go all-out to claim it for yourself.\Life's more fun that way.\Mizuhara? response:	Anyway, I'll be inside.
context: Sorry... I didn't expect it to turn into such a big deal.\Like I said, you did nothing wrong.\You can't get over your ex, right?\Then go get her back with all you've got.\If there's something you want, you have to go all-out to claim it for yourself.\Life's more fun that way.\Mizuhara?\Anyway, I'll be inside. response:	Thank you, Mizuhara.
context: Like I said, you did nothing wrong.\You can't get over your ex, right?\Then go get her back with all you've got.\If there's something you want, you have to go all-out to claim it for yourself.\Life's more fun that way.\Mizuhara?\Anyway, I'll be inside.\Thank you, Mizuhara. response:	You've given me courage.
context: You can't get over your ex, right?\Then go get her back with all you've got.\If there's something you want, you have to go all-out to claim it for yourself.\Life's more fun that way.\Mizuhara?\Anyway, I'll be inside.\Thank you, Mizuhara.\You've given me courage. response:	Once I get off this ferry,
context: Then go get her back with all you've got.\If there's something you want, you have to go all-out to claim it for yourself.\Life's more fun that way.\Mizuhara?\Anyway, I'll be inside.\Thank you, Mizuhara.\You've given me courage.\Once I get off this ferry, response:	I'm gonna ask Mami-chan out!
context: If there's something you want, you have to go all-out to claim it for yourself.\Life's more fun that way.\Mizuhara?\Anyway, I'll be inside.\Thank you, Mizuhara.\You've given me courage.\Once I get off this ferry,\I'm gonna ask Mami-chan out! response:	I'll clean up the rest of this mess myself.
context: Life's more fun that way.\Mizuhara?\Anyway, I'll be inside.\Thank you, Mizuhara.\You've given me courage.\Once I get off this ferry,\I'm gonna ask Mami-chan out!\I'll clean up the rest of this mess myself. response:	I'll talk to everyone and make sure they get it.
context: Mizuhara?\Anyway, I'll be inside.\Thank you, Mizuhara.\You've given me courage.\Once I get off this ferry,\I'm gonna ask Mami-chan out!\I'll clean up the rest of this mess myself.\I'll talk to everyone and make sure they get it. response:	Sorry you had to do all this for us.
context: Anyway, I'll be inside.\Thank you, Mizuhara.\You've given me courage.\Once I get off this ferry,\I'm gonna ask Mami-chan out!\I'll clean up the rest of this mess myself.\I'll talk to everyone and make sure they get it.\Sorry you had to do all this for us. response:	Why does the review scale only go up to five? I'd give you ten stars if I could!
context: Thank you, Mizuhara.\You've given me courage.\Once I get off this ferry,\I'm gonna ask Mami-chan out!\I'll clean up the rest of this mess myself.\I'll talk to everyone and make sure they get it.\Sorry you had to do all this for us.\Why does the review scale only go up to five? I'd give you ten stars if I could! response:	Oh, and I won't talk to you at college.
context: You've given me courage.\Once I get off this ferry,\I'm gonna ask Mami-chan out!\I'll clean up the rest of this mess myself.\I'll talk to everyone and make sure they get it.\Sorry you had to do all this for us.\Why does the review scale only go up to five? I'd give you ten stars if I could!\Oh, and I won't talk to you at college. response:	I'll try to avoid you while taking out the trash and stuff, too.
context: Once I get off this ferry,\I'm gonna ask Mami-chan out!\I'll clean up the rest of this mess myself.\I'll talk to everyone and make sure they get it.\Sorry you had to do all this for us.\Why does the review scale only go up to five? I'd give you ten stars if I could!\Oh, and I won't talk to you at college.\I'll try to avoid you while taking out the trash and stuff, too. response:	And I won't rent you anymore.
context: I'm gonna ask Mami-chan out!\I'll clean up the rest of this mess myself.\I'll talk to everyone and make sure they get it.\Sorry you had to do all this for us.\Why does the review scale only go up to five? I'd give you ten stars if I could!\Oh, and I won't talk to you at college.\I'll try to avoid you while taking out the trash and stuff, too.\And I won't rent you anymore. response:	I won't rent Mizuhara Chizuru out anymore.
context: I'll clean up the rest of this mess myself.\I'll talk to everyone and make sure they get it.\Sorry you had to do all this for us.\Why does the review scale only go up to five? I'd give you ten stars if I could!\Oh, and I won't talk to you at college.\I'll try to avoid you while taking out the trash and stuff, too.\And I won't rent you anymore.\I won't rent Mizuhara Chizuru out anymore. response:	Your phone's ringing.
context: I'll talk to everyone and make sure they get it.\Sorry you had to do all this for us.\Why does the review scale only go up to five? I'd give you ten stars if I could!\Oh, and I won't talk to you at college.\I'll try to avoid you while taking out the trash and stuff, too.\And I won't rent you anymore.\I won't rent Mizuhara Chizuru out anymore.\Your phone's ringing. response:	O-Oh, it is.
context: Sorry you had to do all this for us.\Why does the review scale only go up to five? I'd give you ten stars if I could!\Oh, and I won't talk to you at college.\I'll try to avoid you while taking out the trash and stuff, too.\And I won't rent you anymore.\I won't rent Mizuhara Chizuru out anymore.\Your phone's ringing.\O-Oh, it is. response:	Sorry, could you leave me alone?
context: Why does the review scale only go up to five? I'd give you ten stars if I could!\Oh, and I won't talk to you at college.\I'll try to avoid you while taking out the trash and stuff, too.\And I won't rent you anymore.\I won't rent Mizuhara Chizuru out anymore.\Your phone's ringing.\O-Oh, it is.\Sorry, could you leave me alone? response:	O-Okay.
context: Oh, and I won't talk to you at college.\I'll try to avoid you while taking out the trash and stuff, too.\And I won't rent you anymore.\I won't rent Mizuhara Chizuru out anymore.\Your phone's ringing.\O-Oh, it is.\Sorry, could you leave me alone?\O-Okay. response:	LIVE audio...
context: I'll try to avoid you while taking out the trash and stuff, too.\And I won't rent you anymore.\I won't rent Mizuhara Chizuru out anymore.\Your phone's ringing.\O-Oh, it is.\Sorry, could you leave me alone?\O-Okay.\LIVE audio... response:	Mami-chan?
context: And I won't rent you anymore.\I won't rent Mizuhara Chizuru out anymore.\Your phone's ringing.\O-Oh, it is.\Sorry, could you leave me alone?\O-Okay.\LIVE audio...\Mami-chan? response:	Hello?
context: I won't rent Mizuhara Chizuru out anymore.\Your phone's ringing.\O-Oh, it is.\Sorry, could you leave me alone?\O-Okay.\LIVE audio...\Mami-chan?\Hello? response:	Kazu-kun? You free to talk?
context: Your phone's ringing.\O-Oh, it is.\Sorry, could you leave me alone?\O-Okay.\LIVE audio...\Mami-chan?\Hello?\Kazu-kun? You free to talk? response:	Yeah, for a bit.
context: O-Oh, it is.\Sorry, could you leave me alone?\O-Okay.\LIVE audio...\Mami-chan?\Hello?\Kazu-kun? You free to talk?\Yeah, for a bit. response:	Wow, it's so loud there. What are you doing?
context: Sorry, could you leave me alone?\O-Okay.\LIVE audio...\Mami-chan?\Hello?\Kazu-kun? You free to talk?\Yeah, for a bit.\Wow, it's so loud there. What are you doing? response:	I want to talk. Can we meet now?
context: O-Okay.\LIVE audio...\Mami-chan?\Hello?\Kazu-kun? You free to talk?\Yeah, for a bit.\Wow, it's so loud there. What are you doing?\I want to talk. Can we meet now? response:	Kazu-kun?
context: LIVE audio...\Mami-chan?\Hello?\Kazu-kun? You free to talk?\Yeah, for a bit.\Wow, it's so loud there. What are you doing?\I want to talk. Can we meet now?\Kazu-kun? response:	N-Not right now, but in a bit, sure.
context: Mami-chan?\Hello?\Kazu-kun? You free to talk?\Yeah, for a bit.\Wow, it's so loud there. What are you doing?\I want to talk. Can we meet now?\Kazu-kun?\N-Not right now, but in a bit, sure. response:	How long do you need?
context: Hello?\Kazu-kun? You free to talk?\Yeah, for a bit.\Wow, it's so loud there. What are you doing?\I want to talk. Can we meet now?\Kazu-kun?\N-Not right now, but in a bit, sure.\How long do you need? response:	Ten minutes? Fifteen, maybe?
context: Kazu-kun? You free to talk?\Yeah, for a bit.\Wow, it's so loud there. What are you doing?\I want to talk. Can we meet now?\Kazu-kun?\N-Not right now, but in a bit, sure.\How long do you need?\Ten minutes? Fifteen, maybe? response:	Got it.
context: Yeah, for a bit.\Wow, it's so loud there. What are you doing?\I want to talk. Can we meet now?\Kazu-kun?\N-Not right now, but in a bit, sure.\How long do you need?\Ten minutes? Fifteen, maybe?\Got it. response:	I'll be waiting here the whole time.
context: Wow, it's so loud there. What are you doing?\I want to talk. Can we meet now?\Kazu-kun?\N-Not right now, but in a bit, sure.\How long do you need?\Ten minutes? Fifteen, maybe?\Got it.\I'll be waiting here the whole time. response:	Wh-Where are you?
context: I want to talk. Can we meet now?\Kazu-kun?\N-Not right now, but in a bit, sure.\How long do you need?\Ten minutes? Fifteen, maybe?\Got it.\I'll be waiting here the whole time.\Wh-Where are you? response:	The hotel lobby? Just outside?
context: Kazu-kun?\N-Not right now, but in a bit, sure.\How long do you need?\Ten minutes? Fifteen, maybe?\Got it.\I'll be waiting here the whole time.\Wh-Where are you?\The hotel lobby? Just outside? response:	The pool.
context: N-Not right now, but in a bit, sure.\How long do you need?\Ten minutes? Fifteen, maybe?\Got it.\I'll be waiting here the whole time.\Wh-Where are you?\The hotel lobby? Just outside?\The pool. response:	The hotel's swimming pool.
context: How long do you need?\Ten minutes? Fifteen, maybe?\Got it.\I'll be waiting here the whole time.\Wh-Where are you?\The hotel lobby? Just outside?\The pool.\The hotel's swimming pool. response:	I'm waiting all by myself.
context: Ten minutes? Fifteen, maybe?\Got it.\I'll be waiting here the whole time.\Wh-Where are you?\The hotel lobby? Just outside?\The pool.\The hotel's swimming pool.\I'm waiting all by myself. response:	And I'll wait till you get here.
context: Got it.\I'll be waiting here the whole time.\Wh-Where are you?\The hotel lobby? Just outside?\The pool.\The hotel's swimming pool.\I'm waiting all by myself.\And I'll wait till you get here. response:	Are you listening, Kazu-kun?
context: I'll be waiting here the whole time.\Wh-Where are you?\The hotel lobby? Just outside?\The pool.\The hotel's swimming pool.\I'm waiting all by myself.\And I'll wait till you get here.\Are you listening, Kazu-kun? response:	Y-Yeah, I am.
context: Wh-Where are you?\The hotel lobby? Just outside?\The pool.\The hotel's swimming pool.\I'm waiting all by myself.\And I'll wait till you get here.\Are you listening, Kazu-kun?\Y-Yeah, I am. response:	What floor is that?
context: The hotel lobby? Just outside?\The pool.\The hotel's swimming pool.\I'm waiting all by myself.\And I'll wait till you get here.\Are you listening, Kazu-kun?\Y-Yeah, I am.\What floor is that? response:	Fourth floor? Got it.
context: The pool.\The hotel's swimming pool.\I'm waiting all by myself.\And I'll wait till you get here.\Are you listening, Kazu-kun?\Y-Yeah, I am.\What floor is that?\Fourth floor? Got it. response:	I'll be there for sure.
context: The hotel's swimming pool.\I'm waiting all by myself.\And I'll wait till you get here.\Are you listening, Kazu-kun?\Y-Yeah, I am.\What floor is that?\Fourth floor? Got it.\I'll be there for sure. response:	Someone just fell off!
context: I'm waiting all by myself.\And I'll wait till you get here.\Are you listening, Kazu-kun?\Y-Yeah, I am.\What floor is that?\Fourth floor? Got it.\I'll be there for sure.\Someone just fell off! response:	What?!
context: And I'll wait till you get here.\Are you listening, Kazu-kun?\Y-Yeah, I am.\What floor is that?\Fourth floor? Got it.\I'll be there for sure.\Someone just fell off!\What?! response:	A girl fell!
context: Are you listening, Kazu-kun?\Y-Yeah, I am.\What floor is that?\Fourth floor? Got it.\I'll be there for sure.\Someone just fell off!\What?!\A girl fell! response:	Passenger overboard! Passenger overboard!
context: Y-Yeah, I am.\What floor is that?\Fourth floor? Got it.\I'll be there for sure.\Someone just fell off!\What?!\A girl fell!\Passenger overboard! Passenger overboard! response:	You okay?!
context: What floor is that?\Fourth floor? Got it.\I'll be there for sure.\Someone just fell off!\What?!\A girl fell!\Passenger overboard! Passenger overboard!\You okay?! response:	Is she gonna be okay?
context: Fourth floor? Got it.\I'll be there for sure.\Someone just fell off!\What?!\A girl fell!\Passenger overboard! Passenger overboard!\You okay?!\Is she gonna be okay? response:	It was the girl who was just here.
context: I'll be there for sure.\Someone just fell off!\What?!\A girl fell!\Passenger overboard! Passenger overboard!\You okay?!\Is she gonna be okay?\It was the girl who was just here. response:	She was wearing a white top and had long hair.
context: Someone just fell off!\What?!\A girl fell!\Passenger overboard! Passenger overboard!\You okay?!\Is she gonna be okay?\It was the girl who was just here.\She was wearing a white top and had long hair. response:	Rent-a-Girlfriend
context: What?!\A girl fell!\Passenger overboard! Passenger overboard!\You okay?!\Is she gonna be okay?\It was the girl who was just here.\She was wearing a white top and had long hair.\Rent-a-Girlfriend response:	Wha?!
context: A girl fell!\Passenger overboard! Passenger overboard!\You okay?!\Is she gonna be okay?\It was the girl who was just here.\She was wearing a white top and had long hair.\Rent-a-Girlfriend\Wha?! response:	You're so childish
context: Passenger overboard! Passenger overboard!\You okay?!\Is she gonna be okay?\It was the girl who was just here.\She was wearing a white top and had long hair.\Rent-a-Girlfriend\Wha?!\You're so childish response:	Puts men to shame
context: You okay?!\Is she gonna be okay?\It was the girl who was just here.\She was wearing a white top and had long hair.\Rent-a-Girlfriend\Wha?!\You're so childish\Puts men to shame response:	Already a chief at her young age
context: Is she gonna be okay?\It was the girl who was just here.\She was wearing a white top and had long hair.\Rent-a-Girlfriend\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age response:	Sensei!
context: It was the girl who was just here.\She was wearing a white top and had long hair.\Rent-a-Girlfriend\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei! response:	I need your help with homework!
context: She was wearing a white top and had long hair.\Rent-a-Girlfriend\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework! response:	What's wrong with you? Why would you jump off like that?
context: Rent-a-Girlfriend\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\What's wrong with you? Why would you jump off like that? response:	It was just a natural reaction.
context: Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\What's wrong with you? Why would you jump off like that?\It was just a natural reaction. response:	Boys will be boys. Of course he'd react.
context: You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\What's wrong with you? Why would you jump off like that?\It was just a natural reaction.\Boys will be boys. Of course he'd react. response:	Uh... Why does it sound like innuendo when she says it?
context: Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\What's wrong with you? Why would you jump off like that?\It was just a natural reaction.\Boys will be boys. Of course he'd react.\Uh... Why does it sound like innuendo when she says it? response:	God. Go get your lights punched out again.
context: Already a chief at her young age\Sensei!\I need your help with homework!\What's wrong with you? Why would you jump off like that?\It was just a natural reaction.\Boys will be boys. Of course he'd react.\Uh... Why does it sound like innuendo when she says it?\God. Go get your lights punched out again. response:	Fight, Kazu-kun!
context: Sensei!\I need your help with homework!\What's wrong with you? Why would you jump off like that?\It was just a natural reaction.\Boys will be boys. Of course he'd react.\Uh... Why does it sound like innuendo when she says it?\God. Go get your lights punched out again.\Fight, Kazu-kun! response:	You're heartless, Mami-chan!
context: I need your help with homework!\What's wrong with you? Why would you jump off like that?\It was just a natural reaction.\Boys will be boys. Of course he'd react.\Uh... Why does it sound like innuendo when she says it?\God. Go get your lights punched out again.\Fight, Kazu-kun!\You're heartless, Mami-chan! response:	Hot Springs...
context: What's wrong with you? Why would you jump off like that?\It was just a natural reaction.\Boys will be boys. Of course he'd react.\Uh... Why does it sound like innuendo when she says it?\God. Go get your lights punched out again.\Fight, Kazu-kun!\You're heartless, Mami-chan!\Hot Springs... response:	It's the hot springs episode everybody's been waiting for.
context: It was just a natural reaction.\Boys will be boys. Of course he'd react.\Uh... Why does it sound like innuendo when she says it?\God. Go get your lights punched out again.\Fight, Kazu-kun!\You're heartless, Mami-chan!\Hot Springs...\It's the hot springs episode everybody's been waiting for. response:	Is it gonna have a scene with Mizuhara and me bathing?!
context: Boys will be boys. Of course he'd react.\Uh... Why does it sound like innuendo when she says it?\God. Go get your lights punched out again.\Fight, Kazu-kun!\You're heartless, Mami-chan!\Hot Springs...\It's the hot springs episode everybody's been waiting for.\Is it gonna have a scene with Mizuhara and me bathing?! response:	Nobody wants to see you in the nude, Kazu-kun.
