context: Got you! response:	Let me go! What are you doing?!
context: Here. Your birthday present.\Huh? Are you serious?!\Just look inside, would you.\Huh? Umibouzu!\This is...\Yep. It's the premium edition.\Plus, it's been signed. It's my most treasured possession.\But I thought you said you'd never give this away... response:	Well, if I'm giving it to a fan like you, I think God will forgive me.
context: Huh? Are you serious?!\Just look inside, would you.\Huh? Umibouzu!\This is...\Yep. It's the premium edition.\Plus, it's been signed. It's my most treasured possession.\But I thought you said you'd never give this away...\Well, if I'm giving it to a fan like you, I think God will forgive me. response:	And...
context: Just look inside, would you.\Huh? Umibouzu!\This is...\Yep. It's the premium edition.\Plus, it's been signed. It's my most treasured possession.\But I thought you said you'd never give this away...\Well, if I'm giving it to a fan like you, I think God will forgive me.\And... response:	As a treat, I'm giving this to you too.
context: Huh? Umibouzu!\This is...\Yep. It's the premium edition.\Plus, it's been signed. It's my most treasured possession.\But I thought you said you'd never give this away...\Well, if I'm giving it to a fan like you, I think God will forgive me.\And...\As a treat, I'm giving this to you too. response:	S-Seriously?!
context: This is...\Yep. It's the premium edition.\Plus, it's been signed. It's my most treasured possession.\But I thought you said you'd never give this away...\Well, if I'm giving it to a fan like you, I think God will forgive me.\And...\As a treat, I'm giving this to you too.\S-Seriously?! response:	Ahh! Thank you!
context: Yep. It's the premium edition.\Plus, it's been signed. It's my most treasured possession.\But I thought you said you'd never give this away...\Well, if I'm giving it to a fan like you, I think God will forgive me.\And...\As a treat, I'm giving this to you too.\S-Seriously?!\Ahh! Thank you! response:	I'll never forget this!
context: Plus, it's been signed. It's my most treasured possession.\But I thought you said you'd never give this away...\Well, if I'm giving it to a fan like you, I think God will forgive me.\And...\As a treat, I'm giving this to you too.\S-Seriously?!\Ahh! Thank you!\I'll never forget this! response:	You'd better not.
context: But I thought you said you'd never give this away...\Well, if I'm giving it to a fan like you, I think God will forgive me.\And...\As a treat, I'm giving this to you too.\S-Seriously?!\Ahh! Thank you!\I'll never forget this!\You'd better not. response:	But these are all just extras.
context: Well, if I'm giving it to a fan like you, I think God will forgive me.\And...\As a treat, I'm giving this to you too.\S-Seriously?!\Ahh! Thank you!\I'll never forget this!\You'd better not.\But these are all just extras. response:	Extras?
context: And...\As a treat, I'm giving this to you too.\S-Seriously?!\Ahh! Thank you!\I'll never forget this!\You'd better not.\But these are all just extras.\Extras? response:	Is there something else?
context: As a treat, I'm giving this to you too.\S-Seriously?!\Ahh! Thank you!\I'll never forget this!\You'd better not.\But these are all just extras.\Extras?\Is there something else? response:	It looks like it's dark enough. It should be about time...
context: S-Seriously?!\Ahh! Thank you!\I'll never forget this!\You'd better not.\But these are all just extras.\Extras?\Is there something else?\It looks like it's dark enough. It should be about time... response:	What?
context: Ahh! Thank you!\I'll never forget this!\You'd better not.\But these are all just extras.\Extras?\Is there something else?\It looks like it's dark enough. It should be about time...\What? response:	Huh? What's this?
context: I'll never forget this!\You'd better not.\But these are all just extras.\Extras?\Is there something else?\It looks like it's dark enough. It should be about time...\What?\Huh? What's this? response:	There are fireworks today?
context: You'd better not.\But these are all just extras.\Extras?\Is there something else?\It looks like it's dark enough. It should be about time...\What?\Huh? What's this?\There are fireworks today? response:	Great, isn't it?
context: But these are all just extras.\Extras?\Is there something else?\It looks like it's dark enough. It should be about time...\What?\Huh? What's this?\There are fireworks today?\Great, isn't it? response:	I found this place last year.
context: Extras?\Is there something else?\It looks like it's dark enough. It should be about time...\What?\Huh? What's this?\There are fireworks today?\Great, isn't it?\I found this place last year. response:	This is the best spot.
context: Is there something else?\It looks like it's dark enough. It should be about time...\What?\Huh? What's this?\There are fireworks today?\Great, isn't it?\I found this place last year.\This is the best spot. response:	Awesome!
context: It looks like it's dark enough. It should be about time...\What?\Huh? What's this?\There are fireworks today?\Great, isn't it?\I found this place last year.\This is the best spot.\Awesome! response:	How pretty...
context: What?\Huh? What's this?\There are fireworks today?\Great, isn't it?\I found this place last year.\This is the best spot.\Awesome!\How pretty... response:	Are you feeling a bit better now?
context: Huh? What's this?\There are fireworks today?\Great, isn't it?\I found this place last year.\This is the best spot.\Awesome!\How pretty...\Are you feeling a bit better now? response:	You've been all frustrated and weird lately.
context: There are fireworks today?\Great, isn't it?\I found this place last year.\This is the best spot.\Awesome!\How pretty...\Are you feeling a bit better now?\You've been all frustrated and weird lately. response:	I thought watching the fireworks would cheer you up.
context: Great, isn't it?\I found this place last year.\This is the best spot.\Awesome!\How pretty...\Are you feeling a bit better now?\You've been all frustrated and weird lately.\I thought watching the fireworks would cheer you up. response:	It's appropriate when watching fireworks.
context: I found this place last year.\This is the best spot.\Awesome!\How pretty...\Are you feeling a bit better now?\You've been all frustrated and weird lately.\I thought watching the fireworks would cheer you up.\It's appropriate when watching fireworks. response:	The yukata.
context: This is the best spot.\Awesome!\How pretty...\Are you feeling a bit better now?\You've been all frustrated and weird lately.\I thought watching the fireworks would cheer you up.\It's appropriate when watching fireworks.\The yukata. response:	But fine feathers don't make fine birds, right?
context: Awesome!\How pretty...\Are you feeling a bit better now?\You've been all frustrated and weird lately.\I thought watching the fireworks would cheer you up.\It's appropriate when watching fireworks.\The yukata.\But fine feathers don't make fine birds, right? response:	Shut up, you idiot!
context: How pretty...\Are you feeling a bit better now?\You've been all frustrated and weird lately.\I thought watching the fireworks would cheer you up.\It's appropriate when watching fireworks.\The yukata.\But fine feathers don't make fine birds, right?\Shut up, you idiot! response:	Wow. They sure are pretty.
context: Are you feeling a bit better now?\You've been all frustrated and weird lately.\I thought watching the fireworks would cheer you up.\It's appropriate when watching fireworks.\The yukata.\But fine feathers don't make fine birds, right?\Shut up, you idiot!\Wow. They sure are pretty. response:	If it's now, I think I can say it.
context: You've been all frustrated and weird lately.\I thought watching the fireworks would cheer you up.\It's appropriate when watching fireworks.\The yukata.\But fine feathers don't make fine birds, right?\Shut up, you idiot!\Wow. They sure are pretty.\If it's now, I think I can say it. response:	Otani.
context: I thought watching the fireworks would cheer you up.\It's appropriate when watching fireworks.\The yukata.\But fine feathers don't make fine birds, right?\Shut up, you idiot!\Wow. They sure are pretty.\If it's now, I think I can say it.\Otani. response:	Huh? What?
context: It's appropriate when watching fireworks.\The yukata.\But fine feathers don't make fine birds, right?\Shut up, you idiot!\Wow. They sure are pretty.\If it's now, I think I can say it.\Otani.\Huh? What? response:	I like you, Otani!
context: The yukata.\But fine feathers don't make fine birds, right?\Shut up, you idiot!\Wow. They sure are pretty.\If it's now, I think I can say it.\Otani.\Huh? What?\I like you, Otani! response:	What are you saying, Koizumi?
context: But fine feathers don't make fine birds, right?\Shut up, you idiot!\Wow. They sure are pretty.\If it's now, I think I can say it.\Otani.\Huh? What?\I like you, Otani!\What are you saying, Koizumi? response:	I confessed to the guy I like, but...
context: Shut up, you idiot!\Wow. They sure are pretty.\If it's now, I think I can say it.\Otani.\Huh? What?\I like you, Otani!\What are you saying, Koizumi?\I confessed to the guy I like, but... response:	Hey, are you crying?
context: Wow. They sure are pretty.\If it's now, I think I can say it.\Otani.\Huh? What?\I like you, Otani!\What are you saying, Koizumi?\I confessed to the guy I like, but...\Hey, are you crying? response:	Lovely Complex Love Com.
context: If it's now, I think I can say it.\Otani.\Huh? What?\I like you, Otani!\What are you saying, Koizumi?\I confessed to the guy I like, but...\Hey, are you crying?\Lovely Complex Love Com. response:	Next: Sunk! The Worst Confession in History!!
context: Otani.\Huh? What?\I like you, Otani!\What are you saying, Koizumi?\I confessed to the guy I like, but...\Hey, are you crying?\Lovely Complex Love Com.\Next: Sunk! The Worst Confession in History!! response:	Be sure to watch!
context: Huh? What?\I like you, Otani!\What are you saying, Koizumi?\I confessed to the guy I like, but...\Hey, are you crying?\Lovely Complex Love Com.\Next: Sunk! The Worst Confession in History!!\Be sure to watch! response:	Sunk! The Worst Confession in History!!
