context: is because the girls' skirts are... response:	Mame Souichirou, 15 years old.
context: Okay.\Mame Souichirou, 15 years old.\Starting today, he's a freshman at Aoba Academy.\The first spring winds...\Unlike hideout door, it's got the light feel of a shounen magazine.\Yeah, yeah, just keep reading!\Let's not see each other until our dreams come true.\Okay. response:	Until then, let's encourage each other with email.
context: Mame Souichirou, 15 years old.\Starting today, he's a freshman at Aoba Academy.\The first spring winds...\Unlike hideout door, it's got the light feel of a shounen magazine.\Yeah, yeah, just keep reading!\Let's not see each other until our dreams come true.\Okay.\Until then, let's encourage each other with email. response:	This is exactly like me and Azuki!
context: Starting today, he's a freshman at Aoba Academy.\The first spring winds...\Unlike hideout door, it's got the light feel of a shounen magazine.\Yeah, yeah, just keep reading!\Let's not see each other until our dreams come true.\Okay.\Until then, let's encourage each other with email.\This is exactly like me and Azuki! response:	Yeah, I didn't think she'd put what I told her into her manga word-for-word.
context: The first spring winds...\Unlike hideout door, it's got the light feel of a shounen magazine.\Yeah, yeah, just keep reading!\Let's not see each other until our dreams come true.\Okay.\Until then, let's encourage each other with email.\This is exactly like me and Azuki!\Yeah, I didn't think she'd put what I told her into her manga word-for-word. response:	You shouldn't have even told her!
context: Unlike hideout door, it's got the light feel of a shounen magazine.\Yeah, yeah, just keep reading!\Let's not see each other until our dreams come true.\Okay.\Until then, let's encourage each other with email.\This is exactly like me and Azuki!\Yeah, I didn't think she'd put what I told her into her manga word-for-word.\You shouldn't have even told her! response:	Will Miyoshi realize that Aoki and I talked by reading this?
context: Yeah, yeah, just keep reading!\Let's not see each other until our dreams come true.\Okay.\Until then, let's encourage each other with email.\This is exactly like me and Azuki!\Yeah, I didn't think she'd put what I told her into her manga word-for-word.\You shouldn't have even told her!\Will Miyoshi realize that Aoki and I talked by reading this? response:	I dunno.
context: Let's not see each other until our dreams come true.\Okay.\Until then, let's encourage each other with email.\This is exactly like me and Azuki!\Yeah, I didn't think she'd put what I told her into her manga word-for-word.\You shouldn't have even told her!\Will Miyoshi realize that Aoki and I talked by reading this?\I dunno. response:	Have you even talked to her since then?
context: Okay.\Until then, let's encourage each other with email.\This is exactly like me and Azuki!\Yeah, I didn't think she'd put what I told her into her manga word-for-word.\You shouldn't have even told her!\Will Miyoshi realize that Aoki and I talked by reading this?\I dunno.\Have you even talked to her since then? response:	I'm not gonna be the one to call her.
context: Until then, let's encourage each other with email.\This is exactly like me and Azuki!\Yeah, I didn't think she'd put what I told her into her manga word-for-word.\You shouldn't have even told her!\Will Miyoshi realize that Aoki and I talked by reading this?\I dunno.\Have you even talked to her since then?\I'm not gonna be the one to call her. response:	I'll wait for her to call and apologize.
context: This is exactly like me and Azuki!\Yeah, I didn't think she'd put what I told her into her manga word-for-word.\You shouldn't have even told her!\Will Miyoshi realize that Aoki and I talked by reading this?\I dunno.\Have you even talked to her since then?\I'm not gonna be the one to call her.\I'll wait for her to call and apologize. response:	When our dreams come true, please marry me!
context: Yeah, I didn't think she'd put what I told her into her manga word-for-word.\You shouldn't have even told her!\Will Miyoshi realize that Aoki and I talked by reading this?\I dunno.\Have you even talked to her since then?\I'm not gonna be the one to call her.\I'll wait for her to call and apologize.\When our dreams come true, please marry me! response:	This is really bad!
context: You shouldn't have even told her!\Will Miyoshi realize that Aoki and I talked by reading this?\I dunno.\Have you even talked to her since then?\I'm not gonna be the one to call her.\I'll wait for her to call and apologize.\When our dreams come true, please marry me!\This is really bad! response:	This goes on sale in two weeks!
context: Will Miyoshi realize that Aoki and I talked by reading this?\I dunno.\Have you even talked to her since then?\I'm not gonna be the one to call her.\I'll wait for her to call and apologize.\When our dreams come true, please marry me!\This is really bad!\This goes on sale in two weeks! response:	We have until then to set things straight!
context: I dunno.\Have you even talked to her since then?\I'm not gonna be the one to call her.\I'll wait for her to call and apologize.\When our dreams come true, please marry me!\This is really bad!\This goes on sale in two weeks!\We have until then to set things straight! response:	How? It's impossible! She was so mad about Iwase!
context: Have you even talked to her since then?\I'm not gonna be the one to call her.\I'll wait for her to call and apologize.\When our dreams come true, please marry me!\This is really bad!\This goes on sale in two weeks!\We have until then to set things straight!\How? It's impossible! She was so mad about Iwase! response:	Is there something else?
context: I'm not gonna be the one to call her.\I'll wait for her to call and apologize.\When our dreams come true, please marry me!\This is really bad!\This goes on sale in two weeks!\We have until then to set things straight!\How? It's impossible! She was so mad about Iwase!\Is there something else? response:	I love you! I love you!
context: I'll wait for her to call and apologize.\When our dreams come true, please marry me!\This is really bad!\This goes on sale in two weeks!\We have until then to set things straight!\How? It's impossible! She was so mad about Iwase!\Is there something else?\I love you! I love you! response:	This P.E. teacher...
context: When our dreams come true, please marry me!\This is really bad!\This goes on sale in two weeks!\We have until then to set things straight!\How? It's impossible! She was so mad about Iwase!\Is there something else?\I love you! I love you!\This P.E. teacher... response:	It's gotta be Nakai...
context: This is really bad!\This goes on sale in two weeks!\We have until then to set things straight!\How? It's impossible! She was so mad about Iwase!\Is there something else?\I love you! I love you!\This P.E. teacher...\It's gotta be Nakai... response:	She put stuff about herself into her plot...
context: This goes on sale in two weeks!\We have until then to set things straight!\How? It's impossible! She was so mad about Iwase!\Is there something else?\I love you! I love you!\This P.E. teacher...\It's gotta be Nakai...\She put stuff about herself into her plot... response:	But it feels like she just ripped off the stuff about me.
context: We have until then to set things straight!\How? It's impossible! She was so mad about Iwase!\Is there something else?\I love you! I love you!\This P.E. teacher...\It's gotta be Nakai...\She put stuff about herself into her plot...\But it feels like she just ripped off the stuff about me. response:	Well, I got a bunch of ideas from her, too.
context: How? It's impossible! She was so mad about Iwase!\Is there something else?\I love you! I love you!\This P.E. teacher...\It's gotta be Nakai...\She put stuff about herself into her plot...\But it feels like she just ripped off the stuff about me.\Well, I got a bunch of ideas from her, too. response:	Anyway, do something about Miyoshi.
context: Is there something else?\I love you! I love you!\This P.E. teacher...\It's gotta be Nakai...\She put stuff about herself into her plot...\But it feels like she just ripped off the stuff about me.\Well, I got a bunch of ideas from her, too.\Anyway, do something about Miyoshi. response:	Why is Ashirogi writing a gag manga?
context: I love you! I love you!\This P.E. teacher...\It's gotta be Nakai...\She put stuff about herself into her plot...\But it feels like she just ripped off the stuff about me.\Well, I got a bunch of ideas from her, too.\Anyway, do something about Miyoshi.\Why is Ashirogi writing a gag manga? response:	But this is good.
context: This P.E. teacher...\It's gotta be Nakai...\She put stuff about herself into her plot...\But it feels like she just ripped off the stuff about me.\Well, I got a bunch of ideas from her, too.\Anyway, do something about Miyoshi.\Why is Ashirogi writing a gag manga?\But this is good. response:	Because you like cliched jokes.
context: It's gotta be Nakai...\She put stuff about herself into her plot...\But it feels like she just ripped off the stuff about me.\Well, I got a bunch of ideas from her, too.\Anyway, do something about Miyoshi.\Why is Ashirogi writing a gag manga?\But this is good.\Because you like cliched jokes. response:	Yep. That's why I'm the assistant for KIYOSHI.
context: She put stuff about herself into her plot...\But it feels like she just ripped off the stuff about me.\Well, I got a bunch of ideas from her, too.\Anyway, do something about Miyoshi.\Why is Ashirogi writing a gag manga?\But this is good.\Because you like cliched jokes.\Yep. That's why I'm the assistant for KIYOSHI. response:	Do you think it can get first place?
context: But it feels like she just ripped off the stuff about me.\Well, I got a bunch of ideas from her, too.\Anyway, do something about Miyoshi.\Why is Ashirogi writing a gag manga?\But this is good.\Because you like cliched jokes.\Yep. That's why I'm the assistant for KIYOSHI.\Do you think it can get first place? response:	I dunno.
context: Well, I got a bunch of ideas from her, too.\Anyway, do something about Miyoshi.\Why is Ashirogi writing a gag manga?\But this is good.\Because you like cliched jokes.\Yep. That's why I'm the assistant for KIYOSHI.\Do you think it can get first place?\I dunno. response:	What about Aoki's?
context: Anyway, do something about Miyoshi.\Why is Ashirogi writing a gag manga?\But this is good.\Because you like cliched jokes.\Yep. That's why I'm the assistant for KIYOSHI.\Do you think it can get first place?\I dunno.\What about Aoki's? response:	I don't get romances.
context: Why is Ashirogi writing a gag manga?\But this is good.\Because you like cliched jokes.\Yep. That's why I'm the assistant for KIYOSHI.\Do you think it can get first place?\I dunno.\What about Aoki's?\I don't get romances. response:	That's why it's what's inside that counts.
context: But this is good.\Because you like cliched jokes.\Yep. That's why I'm the assistant for KIYOSHI.\Do you think it can get first place?\I dunno.\What about Aoki's?\I don't get romances.\That's why it's what's inside that counts. response:	But you're pretty, Katou, so you're all set.
context: Because you like cliched jokes.\Yep. That's why I'm the assistant for KIYOSHI.\Do you think it can get first place?\I dunno.\What about Aoki's?\I don't get romances.\That's why it's what's inside that counts.\But you're pretty, Katou, so you're all set. response:	Oh you, Nakai.
context: Yep. That's why I'm the assistant for KIYOSHI.\Do you think it can get first place?\I dunno.\What about Aoki's?\I don't get romances.\That's why it's what's inside that counts.\But you're pretty, Katou, so you're all set.\Oh you, Nakai. response:	It's been a while, Fukuda.
context: Do you think it can get first place?\I dunno.\What about Aoki's?\I don't get romances.\That's why it's what's inside that counts.\But you're pretty, Katou, so you're all set.\Oh you, Nakai.\It's been a while, Fukuda. response:	Nakai, did you read NEXT?
context: I dunno.\What about Aoki's?\I don't get romances.\That's why it's what's inside that counts.\But you're pretty, Katou, so you're all set.\Oh you, Nakai.\It's been a while, Fukuda.\Nakai, did you read NEXT? response:	Yeah, just a little while ago.
context: What about Aoki's?\I don't get romances.\That's why it's what's inside that counts.\But you're pretty, Katou, so you're all set.\Oh you, Nakai.\It's been a while, Fukuda.\Nakai, did you read NEXT?\Yeah, just a little while ago. response:	I was surprised Aoki drew girls' underwear.
context: I don't get romances.\That's why it's what's inside that counts.\But you're pretty, Katou, so you're all set.\Oh you, Nakai.\It's been a while, Fukuda.\Nakai, did you read NEXT?\Yeah, just a little while ago.\I was surprised Aoki drew girls' underwear. response:	I got a bit excited just knowing it was her who drew it.
context: That's why it's what's inside that counts.\But you're pretty, Katou, so you're all set.\Oh you, Nakai.\It's been a while, Fukuda.\Nakai, did you read NEXT?\Yeah, just a little while ago.\I was surprised Aoki drew girls' underwear.\I got a bit excited just knowing it was her who drew it. response:	Is that all?
context: But you're pretty, Katou, so you're all set.\Oh you, Nakai.\It's been a while, Fukuda.\Nakai, did you read NEXT?\Yeah, just a little while ago.\I was surprised Aoki drew girls' underwear.\I got a bit excited just knowing it was her who drew it.\Is that all? response:	Yeah.
context: Oh you, Nakai.\It's been a while, Fukuda.\Nakai, did you read NEXT?\Yeah, just a little while ago.\I was surprised Aoki drew girls' underwear.\I got a bit excited just knowing it was her who drew it.\Is that all?\Yeah. response:	I wonder if Ashirogi can take that to serialization.
context: It's been a while, Fukuda.\Nakai, did you read NEXT?\Yeah, just a little while ago.\I was surprised Aoki drew girls' underwear.\I got a bit excited just knowing it was her who drew it.\Is that all?\Yeah.\I wonder if Ashirogi can take that to serialization. response:	This isn't about that.
context: Nakai, did you read NEXT?\Yeah, just a little while ago.\I was surprised Aoki drew girls' underwear.\I got a bit excited just knowing it was her who drew it.\Is that all?\Yeah.\I wonder if Ashirogi can take that to serialization.\This isn't about that. response:	I want to hear your thoughts on Miss Aoki's Time of Blue Leaves!
context: Yeah, just a little while ago.\I was surprised Aoki drew girls' underwear.\I got a bit excited just knowing it was her who drew it.\Is that all?\Yeah.\I wonder if Ashirogi can take that to serialization.\This isn't about that.\I want to hear your thoughts on Miss Aoki's Time of Blue Leaves! response:	I don't have any, really...
context: I was surprised Aoki drew girls' underwear.\I got a bit excited just knowing it was her who drew it.\Is that all?\Yeah.\I wonder if Ashirogi can take that to serialization.\This isn't about that.\I want to hear your thoughts on Miss Aoki's Time of Blue Leaves!\I don't have any, really... response:	I'm working right now, but maybe later...
context: I got a bit excited just knowing it was her who drew it.\Is that all?\Yeah.\I wonder if Ashirogi can take that to serialization.\This isn't about that.\I want to hear your thoughts on Miss Aoki's Time of Blue Leaves!\I don't have any, really...\I'm working right now, but maybe later... response:	Nakai, how long are you going to stay an assistant?
context: Is that all?\Yeah.\I wonder if Ashirogi can take that to serialization.\This isn't about that.\I want to hear your thoughts on Miss Aoki's Time of Blue Leaves!\I don't have any, really...\I'm working right now, but maybe later...\Nakai, how long are you going to stay an assistant? response:	I heard you were hired for temp help, but you're staying there even though he's found another assistant.
context: Yeah.\I wonder if Ashirogi can take that to serialization.\This isn't about that.\I want to hear your thoughts on Miss Aoki's Time of Blue Leaves!\I don't have any, really...\I'm working right now, but maybe later...\Nakai, how long are you going to stay an assistant?\I heard you were hired for temp help, but you're staying there even though he's found another assistant. response:	They can't find a good story for me.
context: I wonder if Ashirogi can take that to serialization.\This isn't about that.\I want to hear your thoughts on Miss Aoki's Time of Blue Leaves!\I don't have any, really...\I'm working right now, but maybe later...\Nakai, how long are you going to stay an assistant?\I heard you were hired for temp help, but you're staying there even though he's found another assistant.\They can't find a good story for me. response:	Why not try looking for one or writing one yourself?
context: This isn't about that.\I want to hear your thoughts on Miss Aoki's Time of Blue Leaves!\I don't have any, really...\I'm working right now, but maybe later...\Nakai, how long are you going to stay an assistant?\I heard you were hired for temp help, but you're staying there even though he's found another assistant.\They can't find a good story for me.\Why not try looking for one or writing one yourself? response:	Do you plan on being an assistant for the rest of your life?!
context: I want to hear your thoughts on Miss Aoki's Time of Blue Leaves!\I don't have any, really...\I'm working right now, but maybe later...\Nakai, how long are you going to stay an assistant?\I heard you were hired for temp help, but you're staying there even though he's found another assistant.\They can't find a good story for me.\Why not try looking for one or writing one yourself?\Do you plan on being an assistant for the rest of your life?! response:	I have my own way of doing things.
context: I don't have any, really...\I'm working right now, but maybe later...\Nakai, how long are you going to stay an assistant?\I heard you were hired for temp help, but you're staying there even though he's found another assistant.\They can't find a good story for me.\Why not try looking for one or writing one yourself?\Do you plan on being an assistant for the rest of your life?!\I have my own way of doing things. response:	Assisting is fun, too.
context: I'm working right now, but maybe later...\Nakai, how long are you going to stay an assistant?\I heard you were hired for temp help, but you're staying there even though he's found another assistant.\They can't find a good story for me.\Why not try looking for one or writing one yourself?\Do you plan on being an assistant for the rest of your life?!\I have my own way of doing things.\Assisting is fun, too. response:	Miss Aoki would be wasted on you, then!
context: Nakai, how long are you going to stay an assistant?\I heard you were hired for temp help, but you're staying there even though he's found another assistant.\They can't find a good story for me.\Why not try looking for one or writing one yourself?\Do you plan on being an assistant for the rest of your life?!\I have my own way of doing things.\Assisting is fun, too.\Miss Aoki would be wasted on you, then! response:	That's right. Aoki and I aren't a good match.
context: I heard you were hired for temp help, but you're staying there even though he's found another assistant.\They can't find a good story for me.\Why not try looking for one or writing one yourself?\Do you plan on being an assistant for the rest of your life?!\I have my own way of doing things.\Assisting is fun, too.\Miss Aoki would be wasted on you, then!\That's right. Aoki and I aren't a good match. response:	That's why I've found a new love.
context: They can't find a good story for me.\Why not try looking for one or writing one yourself?\Do you plan on being an assistant for the rest of your life?!\I have my own way of doing things.\Assisting is fun, too.\Miss Aoki would be wasted on you, then!\That's right. Aoki and I aren't a good match.\That's why I've found a new love. response:	What's with that?
context: Why not try looking for one or writing one yourself?\Do you plan on being an assistant for the rest of your life?!\I have my own way of doing things.\Assisting is fun, too.\Miss Aoki would be wasted on you, then!\That's right. Aoki and I aren't a good match.\That's why I've found a new love.\What's with that? response:	They're all good-for-nothings!
context: Do you plan on being an assistant for the rest of your life?!\I have my own way of doing things.\Assisting is fun, too.\Miss Aoki would be wasted on you, then!\That's right. Aoki and I aren't a good match.\That's why I've found a new love.\What's with that?\They're all good-for-nothings! response:	Ashirogi is going along with their editor and doing a gag manga!
context: I have my own way of doing things.\Assisting is fun, too.\Miss Aoki would be wasted on you, then!\That's right. Aoki and I aren't a good match.\That's why I've found a new love.\What's with that?\They're all good-for-nothings!\Ashirogi is going along with their editor and doing a gag manga! response:	I don't know what's going on, but shouldn't you be more worried about KIYOSHI right now?
context: Assisting is fun, too.\Miss Aoki would be wasted on you, then!\That's right. Aoki and I aren't a good match.\That's why I've found a new love.\What's with that?\They're all good-for-nothings!\Ashirogi is going along with their editor and doing a gag manga!\I don't know what's going on, but shouldn't you be more worried about KIYOSHI right now? response:	We're in this mess because you said it would be good to add mixed martial arts!
context: Miss Aoki would be wasted on you, then!\That's right. Aoki and I aren't a good match.\That's why I've found a new love.\What's with that?\They're all good-for-nothings!\Ashirogi is going along with their editor and doing a gag manga!\I don't know what's going on, but shouldn't you be more worried about KIYOSHI right now?\We're in this mess because you said it would be good to add mixed martial arts! response:	You went along with it!
context: That's right. Aoki and I aren't a good match.\That's why I've found a new love.\What's with that?\They're all good-for-nothings!\Ashirogi is going along with their editor and doing a gag manga!\I don't know what's going on, but shouldn't you be more worried about KIYOSHI right now?\We're in this mess because you said it would be good to add mixed martial arts!\You went along with it! response:	Okay, I've got the manuscript.
context: That's why I've found a new love.\What's with that?\They're all good-for-nothings!\Ashirogi is going along with their editor and doing a gag manga!\I don't know what's going on, but shouldn't you be more worried about KIYOSHI right now?\We're in this mess because you said it would be good to add mixed martial arts!\You went along with it!\Okay, I've got the manuscript. response:	Good work.
context: What's with that?\They're all good-for-nothings!\Ashirogi is going along with their editor and doing a gag manga!\I don't know what's going on, but shouldn't you be more worried about KIYOSHI right now?\We're in this mess because you said it would be good to add mixed martial arts!\You went along with it!\Okay, I've got the manuscript.\Good work. response:	Oh, what did you think of NEXT?
context: They're all good-for-nothings!\Ashirogi is going along with their editor and doing a gag manga!\I don't know what's going on, but shouldn't you be more worried about KIYOSHI right now?\We're in this mess because you said it would be good to add mixed martial arts!\You went along with it!\Okay, I've got the manuscript.\Good work.\Oh, what did you think of NEXT? response:	Ashirogi is amazing.
context: Ashirogi is going along with their editor and doing a gag manga!\I don't know what's going on, but shouldn't you be more worried about KIYOSHI right now?\We're in this mess because you said it would be good to add mixed martial arts!\You went along with it!\Okay, I've got the manuscript.\Good work.\Oh, what did you think of NEXT?\Ashirogi is amazing. response:	It was pretty much a model gag manga.
context: I don't know what's going on, but shouldn't you be more worried about KIYOSHI right now?\We're in this mess because you said it would be good to add mixed martial arts!\You went along with it!\Okay, I've got the manuscript.\Good work.\Oh, what did you think of NEXT?\Ashirogi is amazing.\It was pretty much a model gag manga. response:	The art matched the story, too.
context: We're in this mess because you said it would be good to add mixed martial arts!\You went along with it!\Okay, I've got the manuscript.\Good work.\Oh, what did you think of NEXT?\Ashirogi is amazing.\It was pretty much a model gag manga.\The art matched the story, too. response:	They are both skilled.
context: You went along with it!\Okay, I've got the manuscript.\Good work.\Oh, what did you think of NEXT?\Ashirogi is amazing.\It was pretty much a model gag manga.\The art matched the story, too.\They are both skilled. response:	But I think they're more suited for story manga.
context: Okay, I've got the manuscript.\Good work.\Oh, what did you think of NEXT?\Ashirogi is amazing.\It was pretty much a model gag manga.\The art matched the story, too.\They are both skilled.\But I think they're more suited for story manga. response:	I hope they don't become a jack of all trades, but a master of none.
context: Good work.\Oh, what did you think of NEXT?\Ashirogi is amazing.\It was pretty much a model gag manga.\The art matched the story, too.\They are both skilled.\But I think they're more suited for story manga.\I hope they don't become a jack of all trades, but a master of none. response:	By the way, Hiramaru.
context: Oh, what did you think of NEXT?\Ashirogi is amazing.\It was pretty much a model gag manga.\The art matched the story, too.\They are both skilled.\But I think they're more suited for story manga.\I hope they don't become a jack of all trades, but a master of none.\By the way, Hiramaru. response:	Did you read NEXT?
context: Ashirogi is amazing.\It was pretty much a model gag manga.\The art matched the story, too.\They are both skilled.\But I think they're more suited for story manga.\I hope they don't become a jack of all trades, but a master of none.\By the way, Hiramaru.\Did you read NEXT? response:	I'm not interested.
context: It was pretty much a model gag manga.\The art matched the story, too.\They are both skilled.\But I think they're more suited for story manga.\I hope they don't become a jack of all trades, but a master of none.\By the way, Hiramaru.\Did you read NEXT?\I'm not interested. response:	I've got enough of my own problems.
context: The art matched the story, too.\They are both skilled.\But I think they're more suited for story manga.\I hope they don't become a jack of all trades, but a master of none.\By the way, Hiramaru.\Did you read NEXT?\I'm not interested.\I've got enough of my own problems. response:	Would you please just let me rest for a week?
context: They are both skilled.\But I think they're more suited for story manga.\I hope they don't become a jack of all trades, but a master of none.\By the way, Hiramaru.\Did you read NEXT?\I'm not interested.\I've got enough of my own problems.\Would you please just let me rest for a week? response:	This time I'm really, truly at my limit!
context: But I think they're more suited for story manga.\I hope they don't become a jack of all trades, but a master of none.\By the way, Hiramaru.\Did you read NEXT?\I'm not interested.\I've got enough of my own problems.\Would you please just let me rest for a week?\This time I'm really, truly at my limit! response:	I thought you'd say that, so I brought this.
context: I hope they don't become a jack of all trades, but a master of none.\By the way, Hiramaru.\Did you read NEXT?\I'm not interested.\I've got enough of my own problems.\Would you please just let me rest for a week?\This time I'm really, truly at my limit!\I thought you'd say that, so I brought this. response:	She's a young, 22 year old beauty.
context: By the way, Hiramaru.\Did you read NEXT?\I'm not interested.\I've got enough of my own problems.\Would you please just let me rest for a week?\This time I'm really, truly at my limit!\I thought you'd say that, so I brought this.\She's a young, 22 year old beauty. response:	Mr. Yoshida!
context: Did you read NEXT?\I'm not interested.\I've got enough of my own problems.\Would you please just let me rest for a week?\This time I'm really, truly at my limit!\I thought you'd say that, so I brought this.\She's a young, 22 year old beauty.\Mr. Yoshida! response:	I'm glad I trusted in you!
context: I'm not interested.\I've got enough of my own problems.\Would you please just let me rest for a week?\This time I'm really, truly at my limit!\I thought you'd say that, so I brought this.\She's a young, 22 year old beauty.\Mr. Yoshida!\I'm glad I trusted in you! response:	From the bottom of my heart
context: I've got enough of my own problems.\Would you please just let me rest for a week?\This time I'm really, truly at my limit!\I thought you'd say that, so I brought this.\She's a young, 22 year old beauty.\Mr. Yoshida!\I'm glad I trusted in you!\From the bottom of my heart response:	I'll hold on to it for now.
context: Would you please just let me rest for a week?\This time I'm really, truly at my limit!\I thought you'd say that, so I brought this.\She's a young, 22 year old beauty.\Mr. Yoshida!\I'm glad I trusted in you!\From the bottom of my heart\I'll hold on to it for now. response:	What? No way...
context: This time I'm really, truly at my limit!\I thought you'd say that, so I brought this.\She's a young, 22 year old beauty.\Mr. Yoshida!\I'm glad I trusted in you!\From the bottom of my heart\I'll hold on to it for now.\What? No way... response:	Why?
context: I thought you'd say that, so I brought this.\She's a young, 22 year old beauty.\Mr. Yoshida!\I'm glad I trusted in you!\From the bottom of my heart\I'll hold on to it for now.\What? No way...\Why? response:	I'll give it to you after you finish your current manuscript.
context: She's a young, 22 year old beauty.\Mr. Yoshida!\I'm glad I trusted in you!\From the bottom of my heart\I'll hold on to it for now.\What? No way...\Why?\I'll give it to you after you finish your current manuscript. response:	R-Right!
context: Mr. Yoshida!\I'm glad I trusted in you!\From the bottom of my heart\I'll hold on to it for now.\What? No way...\Why?\I'll give it to you after you finish your current manuscript.\R-Right! response:	As for letting you meet this young babe...
context: I'm glad I trusted in you!\From the bottom of my heart\I'll hold on to it for now.\What? No way...\Why?\I'll give it to you after you finish your current manuscript.\R-Right!\As for letting you meet this young babe... response:	Let's see... I'll arrange a meeting after three more manuscripts.
context: From the bottom of my heart\I'll hold on to it for now.\What? No way...\Why?\I'll give it to you after you finish your current manuscript.\R-Right!\As for letting you meet this young babe...\Let's see... I'll arrange a meeting after three more manuscripts. response:	Wh-What?!
context: I'll hold on to it for now.\What? No way...\Why?\I'll give it to you after you finish your current manuscript.\R-Right!\As for letting you meet this young babe...\Let's see... I'll arrange a meeting after three more manuscripts.\Wh-What?! response:	Y-You're too cruel...
context: What? No way...\Why?\I'll give it to you after you finish your current manuscript.\R-Right!\As for letting you meet this young babe...\Let's see... I'll arrange a meeting after three more manuscripts.\Wh-What?!\Y-You're too cruel... response:	Mr. Yoshida!
context: Why?\I'll give it to you after you finish your current manuscript.\R-Right!\As for letting you meet this young babe...\Let's see... I'll arrange a meeting after three more manuscripts.\Wh-What?!\Y-You're too cruel...\Mr. Yoshida! response:	That's not it, Hiramaru!
context: I'll give it to you after you finish your current manuscript.\R-Right!\As for letting you meet this young babe...\Let's see... I'll arrange a meeting after three more manuscripts.\Wh-What?!\Y-You're too cruel...\Mr. Yoshida!\That's not it, Hiramaru! response:	Listen carefully.
context: R-Right!\As for letting you meet this young babe...\Let's see... I'll arrange a meeting after three more manuscripts.\Wh-What?!\Y-You're too cruel...\Mr. Yoshida!\That's not it, Hiramaru!\Listen carefully. response:	If you see this picture, you'll definitely like her.
context: As for letting you meet this young babe...\Let's see... I'll arrange a meeting after three more manuscripts.\Wh-What?!\Y-You're too cruel...\Mr. Yoshida!\That's not it, Hiramaru!\Listen carefully.\If you see this picture, you'll definitely like her. response:	More than Aoki Kou.
context: Let's see... I'll arrange a meeting after three more manuscripts.\Wh-What?!\Y-You're too cruel...\Mr. Yoshida!\That's not it, Hiramaru!\Listen carefully.\If you see this picture, you'll definitely like her.\More than Aoki Kou. response:	Really?
context: Wh-What?!\Y-You're too cruel...\Mr. Yoshida!\That's not it, Hiramaru!\Listen carefully.\If you see this picture, you'll definitely like her.\More than Aoki Kou.\Really? response:	Yeah.
context: Y-You're too cruel...\Mr. Yoshida!\That's not it, Hiramaru!\Listen carefully.\If you see this picture, you'll definitely like her.\More than Aoki Kou.\Really?\Yeah. response:	But even if a manga artist falls in love, he mustn't drown in that love.
context: Mr. Yoshida!\That's not it, Hiramaru!\Listen carefully.\If you see this picture, you'll definitely like her.\More than Aoki Kou.\Really?\Yeah.\But even if a manga artist falls in love, he mustn't drown in that love. response:	Actually, I knew a manga artist who began a passionate romance,
context: That's not it, Hiramaru!\Listen carefully.\If you see this picture, you'll definitely like her.\More than Aoki Kou.\Really?\Yeah.\But even if a manga artist falls in love, he mustn't drown in that love.\Actually, I knew a manga artist who began a passionate romance, response:	wore himself out over it, and was eventually put on hiatus after he stopped drawing.
context: Listen carefully.\If you see this picture, you'll definitely like her.\More than Aoki Kou.\Really?\Yeah.\But even if a manga artist falls in love, he mustn't drown in that love.\Actually, I knew a manga artist who began a passionate romance,\wore himself out over it, and was eventually put on hiatus after he stopped drawing. response:	Love and a hiatus...
context: If you see this picture, you'll definitely like her.\More than Aoki Kou.\Really?\Yeah.\But even if a manga artist falls in love, he mustn't drown in that love.\Actually, I knew a manga artist who began a passionate romance,\wore himself out over it, and was eventually put on hiatus after he stopped drawing.\Love and a hiatus... response:	It seems too good to be true.
context: More than Aoki Kou.\Really?\Yeah.\But even if a manga artist falls in love, he mustn't drown in that love.\Actually, I knew a manga artist who began a passionate romance,\wore himself out over it, and was eventually put on hiatus after he stopped drawing.\Love and a hiatus...\It seems too good to be true. response:	Don't be stupid!
context: Really?\Yeah.\But even if a manga artist falls in love, he mustn't drown in that love.\Actually, I knew a manga artist who began a passionate romance,\wore himself out over it, and was eventually put on hiatus after he stopped drawing.\Love and a hiatus...\It seems too good to be true.\Don't be stupid! response:	Think about it.
context: Yeah.\But even if a manga artist falls in love, he mustn't drown in that love.\Actually, I knew a manga artist who began a passionate romance,\wore himself out over it, and was eventually put on hiatus after he stopped drawing.\Love and a hiatus...\It seems too good to be true.\Don't be stupid!\Think about it. response:	If Otters is canceled,
context: But even if a manga artist falls in love, he mustn't drown in that love.\Actually, I knew a manga artist who began a passionate romance,\wore himself out over it, and was eventually put on hiatus after he stopped drawing.\Love and a hiatus...\It seems too good to be true.\Don't be stupid!\Think about it.\If Otters is canceled, response:	you'll only be left with debt, and this young beauty will leave you.
context: Actually, I knew a manga artist who began a passionate romance,\wore himself out over it, and was eventually put on hiatus after he stopped drawing.\Love and a hiatus...\It seems too good to be true.\Don't be stupid!\Think about it.\If Otters is canceled,\you'll only be left with debt, and this young beauty will leave you. response:	That's reality.
context: wore himself out over it, and was eventually put on hiatus after he stopped drawing.\Love and a hiatus...\It seems too good to be true.\Don't be stupid!\Think about it.\If Otters is canceled,\you'll only be left with debt, and this young beauty will leave you.\That's reality. response:	In order to love, you have to finish up your manuscripts
context: Love and a hiatus...\It seems too good to be true.\Don't be stupid!\Think about it.\If Otters is canceled,\you'll only be left with debt, and this young beauty will leave you.\That's reality.\In order to love, you have to finish up your manuscripts response:	and steadily build up your wealth.
