context: At the netherworld's bottom, I'll be waiting. response:	What made you decide to swipe this...?
context: I-I was still half asleep...\Leader, what are you doing up in the middle of the night yourself?\You fool, I'm on patrol.\I do this every night after you all fall asleep.\Any idea where Riko is?\She doesn't seem to be in her room...\Riko... went to take a dump!\In the middle of the night? response:	She has the runs...
context: Leader, what are you doing up in the middle of the night yourself?\You fool, I'm on patrol.\I do this every night after you all fall asleep.\Any idea where Riko is?\She doesn't seem to be in her room...\Riko... went to take a dump!\In the middle of the night?\She has the runs... response:	She scavenging for food again? Jeez, that girl...
context: You fool, I'm on patrol.\I do this every night after you all fall asleep.\Any idea where Riko is?\She doesn't seem to be in her room...\Riko... went to take a dump!\In the middle of the night?\She has the runs...\She scavenging for food again? Jeez, that girl... response:	You're on your way to the toilet too, right?
context: I do this every night after you all fall asleep.\Any idea where Riko is?\She doesn't seem to be in her room...\Riko... went to take a dump!\In the middle of the night?\She has the runs...\She scavenging for food again? Jeez, that girl...\You're on your way to the toilet too, right? response:	Stay with her and make sure she's okay.
context: Any idea where Riko is?\She doesn't seem to be in her room...\Riko... went to take a dump!\In the middle of the night?\She has the runs...\She scavenging for food again? Jeez, that girl...\You're on your way to the toilet too, right?\Stay with her and make sure she's okay. response:	Roger!
context: She doesn't seem to be in her room...\Riko... went to take a dump!\In the middle of the night?\She has the runs...\She scavenging for food again? Jeez, that girl...\You're on your way to the toilet too, right?\Stay with her and make sure she's okay.\Roger! response:	Ah, here he comes!
context: Riko... went to take a dump!\In the middle of the night?\She has the runs...\She scavenging for food again? Jeez, that girl...\You're on your way to the toilet too, right?\Stay with her and make sure she's okay.\Roger!\Ah, here he comes! response:	Sorry I took so long.
context: In the middle of the night?\She has the runs...\She scavenging for food again? Jeez, that girl...\You're on your way to the toilet too, right?\Stay with her and make sure she's okay.\Roger!\Ah, here he comes!\Sorry I took so long. response:	Shiggy, we're headed off to the wharf quarter now, right?
context: She has the runs...\She scavenging for food again? Jeez, that girl...\You're on your way to the toilet too, right?\Stay with her and make sure she's okay.\Roger!\Ah, here he comes!\Sorry I took so long.\Shiggy, we're headed off to the wharf quarter now, right? response:	Yeah, the usual Gate to the Netherworld is always closely guarded, after all.
context: She scavenging for food again? Jeez, that girl...\You're on your way to the toilet too, right?\Stay with her and make sure she's okay.\Roger!\Ah, here he comes!\Sorry I took so long.\Shiggy, we're headed off to the wharf quarter now, right?\Yeah, the usual Gate to the Netherworld is always closely guarded, after all. response:	I hear the wharf quarter in the slums has a good spot to enter from.
context: You're on your way to the toilet too, right?\Stay with her and make sure she's okay.\Roger!\Ah, here he comes!\Sorry I took so long.\Shiggy, we're headed off to the wharf quarter now, right?\Yeah, the usual Gate to the Netherworld is always closely guarded, after all.\I hear the wharf quarter in the slums has a good spot to enter from. response:	You hear?
context: Stay with her and make sure she's okay.\Roger!\Ah, here he comes!\Sorry I took so long.\Shiggy, we're headed off to the wharf quarter now, right?\Yeah, the usual Gate to the Netherworld is always closely guarded, after all.\I hear the wharf quarter in the slums has a good spot to enter from.\You hear? response:	Yep.
context: Roger!\Ah, here he comes!\Sorry I took so long.\Shiggy, we're headed off to the wharf quarter now, right?\Yeah, the usual Gate to the Netherworld is always closely guarded, after all.\I hear the wharf quarter in the slums has a good spot to enter from.\You hear?\Yep. response:	We've never actually been to the wharf quarter before... so I called someone to help us.
context: Ah, here he comes!\Sorry I took so long.\Shiggy, we're headed off to the wharf quarter now, right?\Yeah, the usual Gate to the Netherworld is always closely guarded, after all.\I hear the wharf quarter in the slums has a good spot to enter from.\You hear?\Yep.\We've never actually been to the wharf quarter before... so I called someone to help us. response:	We're in your hands.
context: Sorry I took so long.\Shiggy, we're headed off to the wharf quarter now, right?\Yeah, the usual Gate to the Netherworld is always closely guarded, after all.\I hear the wharf quarter in the slums has a good spot to enter from.\You hear?\Yep.\We've never actually been to the wharf quarter before... so I called someone to help us.\We're in your hands. response:	This smell is...
context: Shiggy, we're headed off to the wharf quarter now, right?\Yeah, the usual Gate to the Netherworld is always closely guarded, after all.\I hear the wharf quarter in the slums has a good spot to enter from.\You hear?\Yep.\We've never actually been to the wharf quarter before... so I called someone to help us.\We're in your hands.\This smell is... response:	Nat! What are you doing here?
context: Yeah, the usual Gate to the Netherworld is always closely guarded, after all.\I hear the wharf quarter in the slums has a good spot to enter from.\You hear?\Yep.\We've never actually been to the wharf quarter before... so I called someone to help us.\We're in your hands.\This smell is...\Nat! What are you doing here? response:	Well...
context: I hear the wharf quarter in the slums has a good spot to enter from.\You hear?\Yep.\We've never actually been to the wharf quarter before... so I called someone to help us.\We're in your hands.\This smell is...\Nat! What are you doing here?\Well... response:	Sorry.
context: You hear?\Yep.\We've never actually been to the wharf quarter before... so I called someone to help us.\We're in your hands.\This smell is...\Nat! What are you doing here?\Well...\Sorry. response:	That was wrong... what I did yesterday.
context: Yep.\We've never actually been to the wharf quarter before... so I called someone to help us.\We're in your hands.\This smell is...\Nat! What are you doing here?\Well...\Sorry.\That was wrong... what I did yesterday. response:	I forgive you!
context: We've never actually been to the wharf quarter before... so I called someone to help us.\We're in your hands.\This smell is...\Nat! What are you doing here?\Well...\Sorry.\That was wrong... what I did yesterday.\I forgive you! response:	Huh?!
context: We're in your hands.\This smell is...\Nat! What are you doing here?\Well...\Sorry.\That was wrong... what I did yesterday.\I forgive you!\Huh?! response:	S-so, even though I said such terrible things you still...?
context: This smell is...\Nat! What are you doing here?\Well...\Sorry.\That was wrong... what I did yesterday.\I forgive you!\Huh?!\S-so, even though I said such terrible things you still...? response:	It's fine!
context: Nat! What are you doing here?\Well...\Sorry.\That was wrong... what I did yesterday.\I forgive you!\Huh?!\S-so, even though I said such terrible things you still...?\It's fine! response:	I want us to make up.
context: Well...\Sorry.\That was wrong... what I did yesterday.\I forgive you!\Huh?!\S-so, even though I said such terrible things you still...?\It's fine!\I want us to make up. response:	Today... is the day we say farewell, after all!
context: Sorry.\That was wrong... what I did yesterday.\I forgive you!\Huh?!\S-so, even though I said such terrible things you still...?\It's fine!\I want us to make up.\Today... is the day we say farewell, after all! response:	Y-you don't know the way to the wharf quarter, do you?
context: That was wrong... what I did yesterday.\I forgive you!\Huh?!\S-so, even though I said such terrible things you still...?\It's fine!\I want us to make up.\Today... is the day we say farewell, after all!\Y-you don't know the way to the wharf quarter, do you? response:	Follow me.
context: I forgive you!\Huh?!\S-so, even though I said such terrible things you still...?\It's fine!\I want us to make up.\Today... is the day we say farewell, after all!\Y-you don't know the way to the wharf quarter, do you?\Follow me. response:	So, Nat, you're helping us out because you're okay with us going now, right?
context: Huh?!\S-so, even though I said such terrible things you still...?\It's fine!\I want us to make up.\Today... is the day we say farewell, after all!\Y-you don't know the way to the wharf quarter, do you?\Follow me.\So, Nat, you're helping us out because you're okay with us going now, right? response:	I'm still against it!
context: S-so, even though I said such terrible things you still...?\It's fine!\I want us to make up.\Today... is the day we say farewell, after all!\Y-you don't know the way to the wharf quarter, do you?\Follow me.\So, Nat, you're helping us out because you're okay with us going now, right?\I'm still against it! response:	Huh, you oppose it?!
context: It's fine!\I want us to make up.\Today... is the day we say farewell, after all!\Y-you don't know the way to the wharf quarter, do you?\Follow me.\So, Nat, you're helping us out because you're okay with us going now, right?\I'm still against it!\Huh, you oppose it?! response:	I'm glad, Nat. Glad you came today.
context: I want us to make up.\Today... is the day we say farewell, after all!\Y-you don't know the way to the wharf quarter, do you?\Follow me.\So, Nat, you're helping us out because you're okay with us going now, right?\I'm still against it!\Huh, you oppose it?!\I'm glad, Nat. Glad you came today. response:	Now Riko and I will both be able to send off our letters without any reservations.
context: Today... is the day we say farewell, after all!\Y-you don't know the way to the wharf quarter, do you?\Follow me.\So, Nat, you're helping us out because you're okay with us going now, right?\I'm still against it!\Huh, you oppose it?!\I'm glad, Nat. Glad you came today.\Now Riko and I will both be able to send off our letters without any reservations. response:	You dummy!
context: Y-you don't know the way to the wharf quarter, do you?\Follow me.\So, Nat, you're helping us out because you're okay with us going now, right?\I'm still against it!\Huh, you oppose it?!\I'm glad, Nat. Glad you came today.\Now Riko and I will both be able to send off our letters without any reservations.\You dummy! response:	The first or second layers are one thing,
context: Follow me.\So, Nat, you're helping us out because you're okay with us going now, right?\I'm still against it!\Huh, you oppose it?!\I'm glad, Nat. Glad you came today.\Now Riko and I will both be able to send off our letters without any reservations.\You dummy!\The first or second layers are one thing, response:	but from where you're going a mail balloon will never make it to the surface.
context: So, Nat, you're helping us out because you're okay with us going now, right?\I'm still against it!\Huh, you oppose it?!\I'm glad, Nat. Glad you came today.\Now Riko and I will both be able to send off our letters without any reservations.\You dummy!\The first or second layers are one thing,\but from where you're going a mail balloon will never make it to the surface. response:	Is that so?
context: I'm still against it!\Huh, you oppose it?!\I'm glad, Nat. Glad you came today.\Now Riko and I will both be able to send off our letters without any reservations.\You dummy!\The first or second layers are one thing,\but from where you're going a mail balloon will never make it to the surface.\Is that so? response:	Well even for a White Whistle,
context: Huh, you oppose it?!\I'm glad, Nat. Glad you came today.\Now Riko and I will both be able to send off our letters without any reservations.\You dummy!\The first or second layers are one thing,\but from where you're going a mail balloon will never make it to the surface.\Is that so?\Well even for a White Whistle, response:	the odds of a mail balloon making it to the surface from the deeper depths are VERY low.
context: I'm glad, Nat. Glad you came today.\Now Riko and I will both be able to send off our letters without any reservations.\You dummy!\The first or second layers are one thing,\but from where you're going a mail balloon will never make it to the surface.\Is that so?\Well even for a White Whistle,\the odds of a mail balloon making it to the surface from the deeper depths are VERY low. response:	It'll be alright! I'll send a ton of'em, okay?
context: Now Riko and I will both be able to send off our letters without any reservations.\You dummy!\The first or second layers are one thing,\but from where you're going a mail balloon will never make it to the surface.\Is that so?\Well even for a White Whistle,\the odds of a mail balloon making it to the surface from the deeper depths are VERY low.\It'll be alright! I'll send a ton of'em, okay? response:	I bet my mother did the same thing.
context: You dummy!\The first or second layers are one thing,\but from where you're going a mail balloon will never make it to the surface.\Is that so?\Well even for a White Whistle,\the odds of a mail balloon making it to the surface from the deeper depths are VERY low.\It'll be alright! I'll send a ton of'em, okay?\I bet my mother did the same thing. response:	I mean, this At the netherworld's bottom, I'll be waiting looks like it was scrawled out hastily...
context: The first or second layers are one thing,\but from where you're going a mail balloon will never make it to the surface.\Is that so?\Well even for a White Whistle,\the odds of a mail balloon making it to the surface from the deeper depths are VERY low.\It'll be alright! I'll send a ton of'em, okay?\I bet my mother did the same thing.\I mean, this At the netherworld's bottom, I'll be waiting looks like it was scrawled out hastily... response:	And perhaps she sent several different sealed documents...
context: but from where you're going a mail balloon will never make it to the surface.\Is that so?\Well even for a White Whistle,\the odds of a mail balloon making it to the surface from the deeper depths are VERY low.\It'll be alright! I'll send a ton of'em, okay?\I bet my mother did the same thing.\I mean, this At the netherworld's bottom, I'll be waiting looks like it was scrawled out hastily...\And perhaps she sent several different sealed documents... response:	and then put one of these inside each of them.
context: Is that so?\Well even for a White Whistle,\the odds of a mail balloon making it to the surface from the deeper depths are VERY low.\It'll be alright! I'll send a ton of'em, okay?\I bet my mother did the same thing.\I mean, this At the netherworld's bottom, I'll be waiting looks like it was scrawled out hastily...\And perhaps she sent several different sealed documents...\and then put one of these inside each of them. response:	What's the matter?
context: Well even for a White Whistle,\the odds of a mail balloon making it to the surface from the deeper depths are VERY low.\It'll be alright! I'll send a ton of'em, okay?\I bet my mother did the same thing.\I mean, this At the netherworld's bottom, I'll be waiting looks like it was scrawled out hastily...\And perhaps she sent several different sealed documents...\and then put one of these inside each of them.\What's the matter? response:	Well, Riko, I was thinking one of your fanciful ideas surprisingly makes sense for a change.
context: the odds of a mail balloon making it to the surface from the deeper depths are VERY low.\It'll be alright! I'll send a ton of'em, okay?\I bet my mother did the same thing.\I mean, this At the netherworld's bottom, I'll be waiting looks like it was scrawled out hastily...\And perhaps she sent several different sealed documents...\and then put one of these inside each of them.\What's the matter?\Well, Riko, I was thinking one of your fanciful ideas surprisingly makes sense for a change. response:	That's so mean!
context: It'll be alright! I'll send a ton of'em, okay?\I bet my mother did the same thing.\I mean, this At the netherworld's bottom, I'll be waiting looks like it was scrawled out hastily...\And perhaps she sent several different sealed documents...\and then put one of these inside each of them.\What's the matter?\Well, Riko, I was thinking one of your fanciful ideas surprisingly makes sense for a change.\That's so mean! response:	Is this still part of Orth?
context: I bet my mother did the same thing.\I mean, this At the netherworld's bottom, I'll be waiting looks like it was scrawled out hastily...\And perhaps she sent several different sealed documents...\and then put one of these inside each of them.\What's the matter?\Well, Riko, I was thinking one of your fanciful ideas surprisingly makes sense for a change.\That's so mean!\Is this still part of Orth? response:	The wharf district, you see, was founded by people who were cave-raiding illegally.
context: I mean, this At the netherworld's bottom, I'll be waiting looks like it was scrawled out hastily...\And perhaps she sent several different sealed documents...\and then put one of these inside each of them.\What's the matter?\Well, Riko, I was thinking one of your fanciful ideas surprisingly makes sense for a change.\That's so mean!\Is this still part of Orth?\The wharf district, you see, was founded by people who were cave-raiding illegally. response:	Buildings kept being added on as the quarter grew, and now half it is encroaching into the Abyss.
context: And perhaps she sent several different sealed documents...\and then put one of these inside each of them.\What's the matter?\Well, Riko, I was thinking one of your fanciful ideas surprisingly makes sense for a change.\That's so mean!\Is this still part of Orth?\The wharf district, you see, was founded by people who were cave-raiding illegally.\Buildings kept being added on as the quarter grew, and now half it is encroaching into the Abyss. response:	Whoa...
context: and then put one of these inside each of them.\What's the matter?\Well, Riko, I was thinking one of your fanciful ideas surprisingly makes sense for a change.\That's so mean!\Is this still part of Orth?\The wharf district, you see, was founded by people who were cave-raiding illegally.\Buildings kept being added on as the quarter grew, and now half it is encroaching into the Abyss.\Whoa... response:	Shh! You're being too loud.
context: What's the matter?\Well, Riko, I was thinking one of your fanciful ideas surprisingly makes sense for a change.\That's so mean!\Is this still part of Orth?\The wharf district, you see, was founded by people who were cave-raiding illegally.\Buildings kept being added on as the quarter grew, and now half it is encroaching into the Abyss.\Whoa...\Shh! You're being too loud. response:	And don't look around at everything so much.
context: Well, Riko, I was thinking one of your fanciful ideas surprisingly makes sense for a change.\That's so mean!\Is this still part of Orth?\The wharf district, you see, was founded by people who were cave-raiding illegally.\Buildings kept being added on as the quarter grew, and now half it is encroaching into the Abyss.\Whoa...\Shh! You're being too loud.\And don't look around at everything so much. response:	Nat, have you been here before?
context: That's so mean!\Is this still part of Orth?\The wharf district, you see, was founded by people who were cave-raiding illegally.\Buildings kept being added on as the quarter grew, and now half it is encroaching into the Abyss.\Whoa...\Shh! You're being too loud.\And don't look around at everything so much.\Nat, have you been here before? response:	Well, this is where I was born.
context: Is this still part of Orth?\The wharf district, you see, was founded by people who were cave-raiding illegally.\Buildings kept being added on as the quarter grew, and now half it is encroaching into the Abyss.\Whoa...\Shh! You're being too loud.\And don't look around at everything so much.\Nat, have you been here before?\Well, this is where I was born. response:	You were?
context: The wharf district, you see, was founded by people who were cave-raiding illegally.\Buildings kept being added on as the quarter grew, and now half it is encroaching into the Abyss.\Whoa...\Shh! You're being too loud.\And don't look around at everything so much.\Nat, have you been here before?\Well, this is where I was born.\You were? response:	I was rag-picking ever since I can remember.
context: Buildings kept being added on as the quarter grew, and now half it is encroaching into the Abyss.\Whoa...\Shh! You're being too loud.\And don't look around at everything so much.\Nat, have you been here before?\Well, this is where I was born.\You were?\I was rag-picking ever since I can remember. response:	My big sis died so I was left without any relatives, and then I was taken in by the orphanage.
context: Whoa...\Shh! You're being too loud.\And don't look around at everything so much.\Nat, have you been here before?\Well, this is where I was born.\You were?\I was rag-picking ever since I can remember.\My big sis died so I was left without any relatives, and then I was taken in by the orphanage. response:	That's the story I told Leader when I first entered the orphanage...
context: Shh! You're being too loud.\And don't look around at everything so much.\Nat, have you been here before?\Well, this is where I was born.\You were?\I was rag-picking ever since I can remember.\My big sis died so I was left without any relatives, and then I was taken in by the orphanage.\That's the story I told Leader when I first entered the orphanage... response:	Kids around here all see that Gate to the Netherworld and start aspiring to be cave raiders...
context: And don't look around at everything so much.\Nat, have you been here before?\Well, this is where I was born.\You were?\I was rag-picking ever since I can remember.\My big sis died so I was left without any relatives, and then I was taken in by the orphanage.\That's the story I told Leader when I first entered the orphanage...\Kids around here all see that Gate to the Netherworld and start aspiring to be cave raiders... response:	I got lucky and was taken in off the streets...
context: Nat, have you been here before?\Well, this is where I was born.\You were?\I was rag-picking ever since I can remember.\My big sis died so I was left without any relatives, and then I was taken in by the orphanage.\That's the story I told Leader when I first entered the orphanage...\Kids around here all see that Gate to the Netherworld and start aspiring to be cave raiders...\I got lucky and was taken in off the streets... response:	Otherwise, like everyone else here, I would've gotten sick from the toxins in the garbage or died.
context: Well, this is where I was born.\You were?\I was rag-picking ever since I can remember.\My big sis died so I was left without any relatives, and then I was taken in by the orphanage.\That's the story I told Leader when I first entered the orphanage...\Kids around here all see that Gate to the Netherworld and start aspiring to be cave raiders...\I got lucky and was taken in off the streets...\Otherwise, like everyone else here, I would've gotten sick from the toxins in the garbage or died. response:	If I can become a Moon Whistle like Leader, I'd like to open an orphanage here.
context: You were?\I was rag-picking ever since I can remember.\My big sis died so I was left without any relatives, and then I was taken in by the orphanage.\That's the story I told Leader when I first entered the orphanage...\Kids around here all see that Gate to the Netherworld and start aspiring to be cave raiders...\I got lucky and was taken in off the streets...\Otherwise, like everyone else here, I would've gotten sick from the toxins in the garbage or died.\If I can become a Moon Whistle like Leader, I'd like to open an orphanage here. response:	Nat, you of all people can do it!
context: I was rag-picking ever since I can remember.\My big sis died so I was left without any relatives, and then I was taken in by the orphanage.\That's the story I told Leader when I first entered the orphanage...\Kids around here all see that Gate to the Netherworld and start aspiring to be cave raiders...\I got lucky and was taken in off the streets...\Otherwise, like everyone else here, I would've gotten sick from the toxins in the garbage or died.\If I can become a Moon Whistle like Leader, I'd like to open an orphanage here.\Nat, you of all people can do it! response:	You're just about as good at cave-raiding as I am, and you're full of energy.
context: My big sis died so I was left without any relatives, and then I was taken in by the orphanage.\That's the story I told Leader when I first entered the orphanage...\Kids around here all see that Gate to the Netherworld and start aspiring to be cave raiders...\I got lucky and was taken in off the streets...\Otherwise, like everyone else here, I would've gotten sick from the toxins in the garbage or died.\If I can become a Moon Whistle like Leader, I'd like to open an orphanage here.\Nat, you of all people can do it!\You're just about as good at cave-raiding as I am, and you're full of energy. response:	Can't you come up with some better compliments than that?
context: That's the story I told Leader when I first entered the orphanage...\Kids around here all see that Gate to the Netherworld and start aspiring to be cave raiders...\I got lucky and was taken in off the streets...\Otherwise, like everyone else here, I would've gotten sick from the toxins in the garbage or died.\If I can become a Moon Whistle like Leader, I'd like to open an orphanage here.\Nat, you of all people can do it!\You're just about as good at cave-raiding as I am, and you're full of energy.\Can't you come up with some better compliments than that? response:	Oh, man...
context: Kids around here all see that Gate to the Netherworld and start aspiring to be cave raiders...\I got lucky and was taken in off the streets...\Otherwise, like everyone else here, I would've gotten sick from the toxins in the garbage or died.\If I can become a Moon Whistle like Leader, I'd like to open an orphanage here.\Nat, you of all people can do it!\You're just about as good at cave-raiding as I am, and you're full of energy.\Can't you come up with some better compliments than that?\Oh, man... response:	We're already here.
context: I got lucky and was taken in off the streets...\Otherwise, like everyone else here, I would've gotten sick from the toxins in the garbage or died.\If I can become a Moon Whistle like Leader, I'd like to open an orphanage here.\Nat, you of all people can do it!\You're just about as good at cave-raiding as I am, and you're full of energy.\Can't you come up with some better compliments than that?\Oh, man...\We're already here. response:	So this thing really does fit me to a T.
context: Otherwise, like everyone else here, I would've gotten sick from the toxins in the garbage or died.\If I can become a Moon Whistle like Leader, I'd like to open an orphanage here.\Nat, you of all people can do it!\You're just about as good at cave-raiding as I am, and you're full of energy.\Can't you come up with some better compliments than that?\Oh, man...\We're already here.\So this thing really does fit me to a T. response:	Now where did I put that whistle...?
context: If I can become a Moon Whistle like Leader, I'd like to open an orphanage here.\Nat, you of all people can do it!\You're just about as good at cave-raiding as I am, and you're full of energy.\Can't you come up with some better compliments than that?\Oh, man...\We're already here.\So this thing really does fit me to a T.\Now where did I put that whistle...? response:	What's this here?
context: Nat, you of all people can do it!\You're just about as good at cave-raiding as I am, and you're full of energy.\Can't you come up with some better compliments than that?\Oh, man...\We're already here.\So this thing really does fit me to a T.\Now where did I put that whistle...?\What's this here? response:	Is this...?!
context: You're just about as good at cave-raiding as I am, and you're full of energy.\Can't you come up with some better compliments than that?\Oh, man...\We're already here.\So this thing really does fit me to a T.\Now where did I put that whistle...?\What's this here?\Is this...?! response:	I think there's a real possibility.
context: Can't you come up with some better compliments than that?\Oh, man...\We're already here.\So this thing really does fit me to a T.\Now where did I put that whistle...?\What's this here?\Is this...?!\I think there's a real possibility. response:	You'll have an Aubade with you, so I'll definitely be a believer if one of your mail balloons makes it here.
context: Oh, man...\We're already here.\So this thing really does fit me to a T.\Now where did I put that whistle...?\What's this here?\Is this...?!\I think there's a real possibility.\You'll have an Aubade with you, so I'll definitely be a believer if one of your mail balloons makes it here. response:	Then, I'll make sure to include a souvenir with each of them.
context: We're already here.\So this thing really does fit me to a T.\Now where did I put that whistle...?\What's this here?\Is this...?!\I think there's a real possibility.\You'll have an Aubade with you, so I'll definitely be a believer if one of your mail balloons makes it here.\Then, I'll make sure to include a souvenir with each of them. response:	I'm counting on it.
context: So this thing really does fit me to a T.\Now where did I put that whistle...?\What's this here?\Is this...?!\I think there's a real possibility.\You'll have an Aubade with you, so I'll definitely be a believer if one of your mail balloons makes it here.\Then, I'll make sure to include a souvenir with each of them.\I'm counting on it. response:	I'll keep on waiting as long as I need to, okay?
context: Now where did I put that whistle...?\What's this here?\Is this...?!\I think there's a real possibility.\You'll have an Aubade with you, so I'll definitely be a believer if one of your mail balloons makes it here.\Then, I'll make sure to include a souvenir with each of them.\I'm counting on it.\I'll keep on waiting as long as I need to, okay? response:	Riko... I'll keep on waiting as long as I need to, okay?
context: What's this here?\Is this...?!\I think there's a real possibility.\You'll have an Aubade with you, so I'll definitely be a believer if one of your mail balloons makes it here.\Then, I'll make sure to include a souvenir with each of them.\I'm counting on it.\I'll keep on waiting as long as I need to, okay?\Riko... I'll keep on waiting as long as I need to, okay? response:	Riko!
context: Is this...?!\I think there's a real possibility.\You'll have an Aubade with you, so I'll definitely be a believer if one of your mail balloons makes it here.\Then, I'll make sure to include a souvenir with each of them.\I'm counting on it.\I'll keep on waiting as long as I need to, okay?\Riko... I'll keep on waiting as long as I need to, okay?\Riko! response:	Nat!
context: I think there's a real possibility.\You'll have an Aubade with you, so I'll definitely be a believer if one of your mail balloons makes it here.\Then, I'll make sure to include a souvenir with each of them.\I'm counting on it.\I'll keep on waiting as long as I need to, okay?\Riko... I'll keep on waiting as long as I need to, okay?\Riko!\Nat! response:	You're really amazing, Nat!
context: You'll have an Aubade with you, so I'll definitely be a believer if one of your mail balloons makes it here.\Then, I'll make sure to include a souvenir with each of them.\I'm counting on it.\I'll keep on waiting as long as I need to, okay?\Riko... I'll keep on waiting as long as I need to, okay?\Riko!\Nat!\You're really amazing, Nat! response:	I never thought we'd make it out here with so little trouble!
context: Then, I'll make sure to include a souvenir with each of them.\I'm counting on it.\I'll keep on waiting as long as I need to, okay?\Riko... I'll keep on waiting as long as I need to, okay?\Riko!\Nat!\You're really amazing, Nat!\I never thought we'd make it out here with so little trouble! response:	Y-yeah...
context: I'm counting on it.\I'll keep on waiting as long as I need to, okay?\Riko... I'll keep on waiting as long as I need to, okay?\Riko!\Nat!\You're really amazing, Nat!\I never thought we'd make it out here with so little trouble!\Y-yeah... response:	Thanks, Nat!
context: I'll keep on waiting as long as I need to, okay?\Riko... I'll keep on waiting as long as I need to, okay?\Riko!\Nat!\You're really amazing, Nat!\I never thought we'd make it out here with so little trouble!\Y-yeah...\Thanks, Nat! response:	U-um, Riko...
context: Riko... I'll keep on waiting as long as I need to, okay?\Riko!\Nat!\You're really amazing, Nat!\I never thought we'd make it out here with so little trouble!\Y-yeah...\Thanks, Nat!\U-um, Riko... response:	Huh...?
context: Riko!\Nat!\You're really amazing, Nat!\I never thought we'd make it out here with so little trouble!\Y-yeah...\Thanks, Nat!\U-um, Riko...\Huh...? response:	Dammit!
context: Nat!\You're really amazing, Nat!\I never thought we'd make it out here with so little trouble!\Y-yeah...\Thanks, Nat!\U-um, Riko...\Huh...?\Dammit! response:	So much...
context: You're really amazing, Nat!\I never thought we'd make it out here with so little trouble!\Y-yeah...\Thanks, Nat!\U-um, Riko...\Huh...?\Dammit!\So much... response:	Listen...
context: I never thought we'd make it out here with so little trouble!\Y-yeah...\Thanks, Nat!\U-um, Riko...\Huh...?\Dammit!\So much...\Listen... response:	Even though I thought about it so much...
context: Y-yeah...\Thanks, Nat!\U-um, Riko...\Huh...?\Dammit!\So much...\Listen...\Even though I thought about it so much... response:	It's alright!
context: Thanks, Nat!\U-um, Riko...\Huh...?\Dammit!\So much...\Listen...\Even though I thought about it so much...\It's alright! response:	Even if...
context: U-um, Riko...\Huh...?\Dammit!\So much...\Listen...\Even though I thought about it so much...\It's alright!\Even if... response:	Even if we never get to see each other again, we'll be connected by the Abyss.
context: Huh...?\Dammit!\So much...\Listen...\Even though I thought about it so much...\It's alright!\Even if...\Even if we never get to see each other again, we'll be connected by the Abyss. response:	Whether it's on the surface... or in the far reaches of the cursed netherworld...
context: Dammit!\So much...\Listen...\Even though I thought about it so much...\It's alright!\Even if...\Even if we never get to see each other again, we'll be connected by the Abyss.\Whether it's on the surface... or in the far reaches of the cursed netherworld... response:	the two of us... are connected to the Abyss!
context: So much...\Listen...\Even though I thought about it so much...\It's alright!\Even if...\Even if we never get to see each other again, we'll be connected by the Abyss.\Whether it's on the surface... or in the far reaches of the cursed netherworld...\the two of us... are connected to the Abyss! response:	I'll never forget about the time I spent up here, okay?
context: Listen...\Even though I thought about it so much...\It's alright!\Even if...\Even if we never get to see each other again, we'll be connected by the Abyss.\Whether it's on the surface... or in the far reaches of the cursed netherworld...\the two of us... are connected to the Abyss!\I'll never forget about the time I spent up here, okay? response:	So it'll be alright!
context: Even though I thought about it so much...\It's alright!\Even if...\Even if we never get to see each other again, we'll be connected by the Abyss.\Whether it's on the surface... or in the far reaches of the cursed netherworld...\the two of us... are connected to the Abyss!\I'll never forget about the time I spent up here, okay?\So it'll be alright! response:	What now?
context: It's alright!\Even if...\Even if we never get to see each other again, we'll be connected by the Abyss.\Whether it's on the surface... or in the far reaches of the cursed netherworld...\the two of us... are connected to the Abyss!\I'll never forget about the time I spent up here, okay?\So it'll be alright!\What now? response:	There you go again...
context: Even if...\Even if we never get to see each other again, we'll be connected by the Abyss.\Whether it's on the surface... or in the far reaches of the cursed netherworld...\the two of us... are connected to the Abyss!\I'll never forget about the time I spent up here, okay?\So it'll be alright!\What now?\There you go again... response:	That's right! I'm at it again!
context: Even if we never get to see each other again, we'll be connected by the Abyss.\Whether it's on the surface... or in the far reaches of the cursed netherworld...\the two of us... are connected to the Abyss!\I'll never forget about the time I spent up here, okay?\So it'll be alright!\What now?\There you go again...\That's right! I'm at it again! response:	Shut up!
context: Whether it's on the surface... or in the far reaches of the cursed netherworld...\the two of us... are connected to the Abyss!\I'll never forget about the time I spent up here, okay?\So it'll be alright!\What now?\There you go again...\That's right! I'm at it again!\Shut up! response:	Oh, crap! Some of the residents are awake now!
context: the two of us... are connected to the Abyss!\I'll never forget about the time I spent up here, okay?\So it'll be alright!\What now?\There you go again...\That's right! I'm at it again!\Shut up!\Oh, crap! Some of the residents are awake now! response:	Who are those brats?! Oh, crap! Some of the residents are awake now!
context: I'll never forget about the time I spent up here, okay?\So it'll be alright!\What now?\There you go again...\That's right! I'm at it again!\Shut up!\Oh, crap! Some of the residents are awake now!\Who are those brats?! Oh, crap! Some of the residents are awake now! response:	Reg, hurry!
