context: OSAKA response:	This is horrible...
context: Ryuko Matoi!\Why you...\Damn it...\Lady Satsuki!\How impertinent!\What?!\Let's go, Jakuzure. Let's finish this.\Leave it to me. response:	Matoi!
context: Why you...\Damn it...\Lady Satsuki!\How impertinent!\What?!\Let's go, Jakuzure. Let's finish this.\Leave it to me.\Matoi! response:	Now, now. I want to collect combat data on my Probe Regalia MKII.
context: Damn it...\Lady Satsuki!\How impertinent!\What?!\Let's go, Jakuzure. Let's finish this.\Leave it to me.\Matoi!\Now, now. I want to collect combat data on my Probe Regalia MKII. response:	Ryuko!
context: Lady Satsuki!\How impertinent!\What?!\Let's go, Jakuzure. Let's finish this.\Leave it to me.\Matoi!\Now, now. I want to collect combat data on my Probe Regalia MKII.\Ryuko! response:	You should be worrying about yourself, Aikuro Mikisugi.
context: How impertinent!\What?!\Let's go, Jakuzure. Let's finish this.\Leave it to me.\Matoi!\Now, now. I want to collect combat data on my Probe Regalia MKII.\Ryuko!\You should be worrying about yourself, Aikuro Mikisugi. response:	Ryuko, snap out of it! Ryuko!
context: What?!\Let's go, Jakuzure. Let's finish this.\Leave it to me.\Matoi!\Now, now. I want to collect combat data on my Probe Regalia MKII.\Ryuko!\You should be worrying about yourself, Aikuro Mikisugi.\Ryuko, snap out of it! Ryuko! response:	Ryuko, catch!
context: Let's go, Jakuzure. Let's finish this.\Leave it to me.\Matoi!\Now, now. I want to collect combat data on my Probe Regalia MKII.\Ryuko!\You should be worrying about yourself, Aikuro Mikisugi.\Ryuko, snap out of it! Ryuko!\Ryuko, catch! response:	Stop it, Mankanshoku.
context: Leave it to me.\Matoi!\Now, now. I want to collect combat data on my Probe Regalia MKII.\Ryuko!\You should be worrying about yourself, Aikuro Mikisugi.\Ryuko, snap out of it! Ryuko!\Ryuko, catch!\Stop it, Mankanshoku. response:	Take your hands off that scissor.
context: Matoi!\Now, now. I want to collect combat data on my Probe Regalia MKII.\Ryuko!\You should be worrying about yourself, Aikuro Mikisugi.\Ryuko, snap out of it! Ryuko!\Ryuko, catch!\Stop it, Mankanshoku.\Take your hands off that scissor. response:	Otherwise, I'll show you no mercy. Even if it's you.
context: Now, now. I want to collect combat data on my Probe Regalia MKII.\Ryuko!\You should be worrying about yourself, Aikuro Mikisugi.\Ryuko, snap out of it! Ryuko!\Ryuko, catch!\Stop it, Mankanshoku.\Take your hands off that scissor.\Otherwise, I'll show you no mercy. Even if it's you. response:	Are you all right, Ryuko?
context: Ryuko!\You should be worrying about yourself, Aikuro Mikisugi.\Ryuko, snap out of it! Ryuko!\Ryuko, catch!\Stop it, Mankanshoku.\Take your hands off that scissor.\Otherwise, I'll show you no mercy. Even if it's you.\Are you all right, Ryuko? response:	Yeah, somehow.
context: You should be worrying about yourself, Aikuro Mikisugi.\Ryuko, snap out of it! Ryuko!\Ryuko, catch!\Stop it, Mankanshoku.\Take your hands off that scissor.\Otherwise, I'll show you no mercy. Even if it's you.\Are you all right, Ryuko?\Yeah, somehow. response:	Do you wish to end this here in Osaka?
context: Ryuko, snap out of it! Ryuko!\Ryuko, catch!\Stop it, Mankanshoku.\Take your hands off that scissor.\Otherwise, I'll show you no mercy. Even if it's you.\Are you all right, Ryuko?\Yeah, somehow.\Do you wish to end this here in Osaka? response:	Ryuko, bet on me.
context: Ryuko, catch!\Stop it, Mankanshoku.\Take your hands off that scissor.\Otherwise, I'll show you no mercy. Even if it's you.\Are you all right, Ryuko?\Yeah, somehow.\Do you wish to end this here in Osaka?\Ryuko, bet on me. response:	What?
context: Stop it, Mankanshoku.\Take your hands off that scissor.\Otherwise, I'll show you no mercy. Even if it's you.\Are you all right, Ryuko?\Yeah, somehow.\Do you wish to end this here in Osaka?\Ryuko, bet on me.\What? response:	If we are friends, believe in me.
context: Take your hands off that scissor.\Otherwise, I'll show you no mercy. Even if it's you.\Are you all right, Ryuko?\Yeah, somehow.\Do you wish to end this here in Osaka?\Ryuko, bet on me.\What?\If we are friends, believe in me. response:	All right. You got it.
context: Otherwise, I'll show you no mercy. Even if it's you.\Are you all right, Ryuko?\Yeah, somehow.\Do you wish to end this here in Osaka?\Ryuko, bet on me.\What?\If we are friends, believe in me.\All right. You got it. response:	Using your Kamui as a blade? Still, it is a wasted effort.
context: Are you all right, Ryuko?\Yeah, somehow.\Do you wish to end this here in Osaka?\Ryuko, bet on me.\What?\If we are friends, believe in me.\All right. You got it.\Using your Kamui as a blade? Still, it is a wasted effort. response:	Junketsu cannot be cut by that!
context: Yeah, somehow.\Do you wish to end this here in Osaka?\Ryuko, bet on me.\What?\If we are friends, believe in me.\All right. You got it.\Using your Kamui as a blade? Still, it is a wasted effort.\Junketsu cannot be cut by that! response:	Oh, I know that!
context: Do you wish to end this here in Osaka?\Ryuko, bet on me.\What?\If we are friends, believe in me.\All right. You got it.\Using your Kamui as a blade? Still, it is a wasted effort.\Junketsu cannot be cut by that!\Oh, I know that! response:	Impossible!
context: Ryuko, bet on me.\What?\If we are friends, believe in me.\All right. You got it.\Using your Kamui as a blade? Still, it is a wasted effort.\Junketsu cannot be cut by that!\Oh, I know that!\Impossible! response:	Nice job, Senketsu.
context: What?\If we are friends, believe in me.\All right. You got it.\Using your Kamui as a blade? Still, it is a wasted effort.\Junketsu cannot be cut by that!\Oh, I know that!\Impossible!\Nice job, Senketsu. response:	All the blood I had sucked up was collected in the blade.
context: If we are friends, believe in me.\All right. You got it.\Using your Kamui as a blade? Still, it is a wasted effort.\Junketsu cannot be cut by that!\Oh, I know that!\Impossible!\Nice job, Senketsu.\All the blood I had sucked up was collected in the blade. response:	It was an all or nothing gamble, but it worked.
context: All right. You got it.\Using your Kamui as a blade? Still, it is a wasted effort.\Junketsu cannot be cut by that!\Oh, I know that!\Impossible!\Nice job, Senketsu.\All the blood I had sucked up was collected in the blade.\It was an all or nothing gamble, but it worked. response:	You heard him. This blade can cut your Junketsu, right?
context: Using your Kamui as a blade? Still, it is a wasted effort.\Junketsu cannot be cut by that!\Oh, I know that!\Impossible!\Nice job, Senketsu.\All the blood I had sucked up was collected in the blade.\It was an all or nothing gamble, but it worked.\You heard him. This blade can cut your Junketsu, right? response:	Yes, but my Junketsu can pierce your Kamui.
context: Junketsu cannot be cut by that!\Oh, I know that!\Impossible!\Nice job, Senketsu.\All the blood I had sucked up was collected in the blade.\It was an all or nothing gamble, but it worked.\You heard him. This blade can cut your Junketsu, right?\Yes, but my Junketsu can pierce your Kamui. response:	Mutually assured destruction... huh?
context: Oh, I know that!\Impossible!\Nice job, Senketsu.\All the blood I had sucked up was collected in the blade.\It was an all or nothing gamble, but it worked.\You heard him. This blade can cut your Junketsu, right?\Yes, but my Junketsu can pierce your Kamui.\Mutually assured destruction... huh? response:	Withdraw your troops, Kiryuin. Do that, and I'll lower the sword.
context: Impossible!\Nice job, Senketsu.\All the blood I had sucked up was collected in the blade.\It was an all or nothing gamble, but it worked.\You heard him. This blade can cut your Junketsu, right?\Yes, but my Junketsu can pierce your Kamui.\Mutually assured destruction... huh?\Withdraw your troops, Kiryuin. Do that, and I'll lower the sword. response:	Are you sure?
context: Nice job, Senketsu.\All the blood I had sucked up was collected in the blade.\It was an all or nothing gamble, but it worked.\You heard him. This blade can cut your Junketsu, right?\Yes, but my Junketsu can pierce your Kamui.\Mutually assured destruction... huh?\Withdraw your troops, Kiryuin. Do that, and I'll lower the sword.\Are you sure? response:	You would be failing to avenge your father.
context: All the blood I had sucked up was collected in the blade.\It was an all or nothing gamble, but it worked.\You heard him. This blade can cut your Junketsu, right?\Yes, but my Junketsu can pierce your Kamui.\Mutually assured destruction... huh?\Withdraw your troops, Kiryuin. Do that, and I'll lower the sword.\Are you sure?\You would be failing to avenge your father. response:	I can't sacrifice the lives of others to do it.
context: It was an all or nothing gamble, but it worked.\You heard him. This blade can cut your Junketsu, right?\Yes, but my Junketsu can pierce your Kamui.\Mutually assured destruction... huh?\Withdraw your troops, Kiryuin. Do that, and I'll lower the sword.\Are you sure?\You would be failing to avenge your father.\I can't sacrifice the lives of others to do it. response:	Trade my life for theirs, eh?
context: You heard him. This blade can cut your Junketsu, right?\Yes, but my Junketsu can pierce your Kamui.\Mutually assured destruction... huh?\Withdraw your troops, Kiryuin. Do that, and I'll lower the sword.\Are you sure?\You would be failing to avenge your father.\I can't sacrifice the lives of others to do it.\Trade my life for theirs, eh? response:	I'm insulted at how low a price you put on me.
context: Yes, but my Junketsu can pierce your Kamui.\Mutually assured destruction... huh?\Withdraw your troops, Kiryuin. Do that, and I'll lower the sword.\Are you sure?\You would be failing to avenge your father.\I can't sacrifice the lives of others to do it.\Trade my life for theirs, eh?\I'm insulted at how low a price you put on me. response:	Lady Satsuki, please stand down!
context: Mutually assured destruction... huh?\Withdraw your troops, Kiryuin. Do that, and I'll lower the sword.\Are you sure?\You would be failing to avenge your father.\I can't sacrifice the lives of others to do it.\Trade my life for theirs, eh?\I'm insulted at how low a price you put on me.\Lady Satsuki, please stand down! response:	Yours is a noble goal!
context: Withdraw your troops, Kiryuin. Do that, and I'll lower the sword.\Are you sure?\You would be failing to avenge your father.\I can't sacrifice the lives of others to do it.\Trade my life for theirs, eh?\I'm insulted at how low a price you put on me.\Lady Satsuki, please stand down!\Yours is a noble goal! response:	You mustn't fall here out of mere stubbornness!
context: Are you sure?\You would be failing to avenge your father.\I can't sacrifice the lives of others to do it.\Trade my life for theirs, eh?\I'm insulted at how low a price you put on me.\Lady Satsuki, please stand down!\Yours is a noble goal!\You mustn't fall here out of mere stubbornness! response:	See? He agrees with me.
context: You would be failing to avenge your father.\I can't sacrifice the lives of others to do it.\Trade my life for theirs, eh?\I'm insulted at how low a price you put on me.\Lady Satsuki, please stand down!\Yours is a noble goal!\You mustn't fall here out of mere stubbornness!\See? He agrees with me. response:	All students, stand down from combat!
context: I can't sacrifice the lives of others to do it.\Trade my life for theirs, eh?\I'm insulted at how low a price you put on me.\Lady Satsuki, please stand down!\Yours is a noble goal!\You mustn't fall here out of mere stubbornness!\See? He agrees with me.\All students, stand down from combat! response:	We are returning to Honnouji Academy!
context: Trade my life for theirs, eh?\I'm insulted at how low a price you put on me.\Lady Satsuki, please stand down!\Yours is a noble goal!\You mustn't fall here out of mere stubbornness!\See? He agrees with me.\All students, stand down from combat!\We are returning to Honnouji Academy! response:	Ryuko, you dropped this!
context: I'm insulted at how low a price you put on me.\Lady Satsuki, please stand down!\Yours is a noble goal!\You mustn't fall here out of mere stubbornness!\See? He agrees with me.\All students, stand down from combat!\We are returning to Honnouji Academy!\Ryuko, you dropped this! response:	Thanks.
context: Lady Satsuki, please stand down!\Yours is a noble goal!\You mustn't fall here out of mere stubbornness!\See? He agrees with me.\All students, stand down from combat!\We are returning to Honnouji Academy!\Ryuko, you dropped this!\Thanks. response:	Kiryuin, maybe it's true that you've mastered that Junketsu of yours.
context: Yours is a noble goal!\You mustn't fall here out of mere stubbornness!\See? He agrees with me.\All students, stand down from combat!\We are returning to Honnouji Academy!\Ryuko, you dropped this!\Thanks.\Kiryuin, maybe it's true that you've mastered that Junketsu of yours. response:	But you're alone.
context: You mustn't fall here out of mere stubbornness!\See? He agrees with me.\All students, stand down from combat!\We are returning to Honnouji Academy!\Ryuko, you dropped this!\Thanks.\Kiryuin, maybe it's true that you've mastered that Junketsu of yours.\But you're alone. response:	And you aren't?
context: See? He agrees with me.\All students, stand down from combat!\We are returning to Honnouji Academy!\Ryuko, you dropped this!\Thanks.\Kiryuin, maybe it's true that you've mastered that Junketsu of yours.\But you're alone.\And you aren't? response:	No. Senketsu and I are two in one.
context: All students, stand down from combat!\We are returning to Honnouji Academy!\Ryuko, you dropped this!\Thanks.\Kiryuin, maybe it's true that you've mastered that Junketsu of yours.\But you're alone.\And you aren't?\No. Senketsu and I are two in one. response:	Implying that you've formed a symbiotic relationship with the Life Fibers?
context: We are returning to Honnouji Academy!\Ryuko, you dropped this!\Thanks.\Kiryuin, maybe it's true that you've mastered that Junketsu of yours.\But you're alone.\And you aren't?\No. Senketsu and I are two in one.\Implying that you've formed a symbiotic relationship with the Life Fibers? response:	That is a fairy tale.
context: Ryuko, you dropped this!\Thanks.\Kiryuin, maybe it's true that you've mastered that Junketsu of yours.\But you're alone.\And you aren't?\No. Senketsu and I are two in one.\Implying that you've formed a symbiotic relationship with the Life Fibers?\That is a fairy tale. response:	Come again?
context: Thanks.\Kiryuin, maybe it's true that you've mastered that Junketsu of yours.\But you're alone.\And you aren't?\No. Senketsu and I are two in one.\Implying that you've formed a symbiotic relationship with the Life Fibers?\That is a fairy tale.\Come again? response:	I shall leave Bakuzan in your care. To mark today's battle.
context: Kiryuin, maybe it's true that you've mastered that Junketsu of yours.\But you're alone.\And you aren't?\No. Senketsu and I are two in one.\Implying that you've formed a symbiotic relationship with the Life Fibers?\That is a fairy tale.\Come again?\I shall leave Bakuzan in your care. To mark today's battle. response:	Kiryuin.
context: But you're alone.\And you aren't?\No. Senketsu and I are two in one.\Implying that you've formed a symbiotic relationship with the Life Fibers?\That is a fairy tale.\Come again?\I shall leave Bakuzan in your care. To mark today's battle.\Kiryuin. response:	What?
context: And you aren't?\No. Senketsu and I are two in one.\Implying that you've formed a symbiotic relationship with the Life Fibers?\That is a fairy tale.\Come again?\I shall leave Bakuzan in your care. To mark today's battle.\Kiryuin.\What? response:	The Satsuki Kiryuin I know isn't so petty a woman
context: No. Senketsu and I are two in one.\Implying that you've formed a symbiotic relationship with the Life Fibers?\That is a fairy tale.\Come again?\I shall leave Bakuzan in your care. To mark today's battle.\Kiryuin.\What?\The Satsuki Kiryuin I know isn't so petty a woman response:	that she'd change an order she'd given
context: Implying that you've formed a symbiotic relationship with the Life Fibers?\That is a fairy tale.\Come again?\I shall leave Bakuzan in your care. To mark today's battle.\Kiryuin.\What?\The Satsuki Kiryuin I know isn't so petty a woman\that she'd change an order she'd given response:	just because she got her sword back.
context: That is a fairy tale.\Come again?\I shall leave Bakuzan in your care. To mark today's battle.\Kiryuin.\What?\The Satsuki Kiryuin I know isn't so petty a woman\that she'd change an order she'd given\just because she got her sword back. response:	What the?
context: Come again?\I shall leave Bakuzan in your care. To mark today's battle.\Kiryuin.\What?\The Satsuki Kiryuin I know isn't so petty a woman\that she'd change an order she'd given\just because she got her sword back.\What the? response:	Did you forget about me?
context: I shall leave Bakuzan in your care. To mark today's battle.\Kiryuin.\What?\The Satsuki Kiryuin I know isn't so petty a woman\that she'd change an order she'd given\just because she got her sword back.\What the?\Did you forget about me? response:	They call us the Elite Four because there's four of us!
context: Kiryuin.\What?\The Satsuki Kiryuin I know isn't so petty a woman\that she'd change an order she'd given\just because she got her sword back.\What the?\Did you forget about me?\They call us the Elite Four because there's four of us! response:	Lady Satsuki, I've destroyed the Nudist Beach base as per your orders.
context: What?\The Satsuki Kiryuin I know isn't so petty a woman\that she'd change an order she'd given\just because she got her sword back.\What the?\Did you forget about me?\They call us the Elite Four because there's four of us!\Lady Satsuki, I've destroyed the Nudist Beach base as per your orders. response:	Well done.
context: The Satsuki Kiryuin I know isn't so petty a woman\that she'd change an order she'd given\just because she got her sword back.\What the?\Did you forget about me?\They call us the Elite Four because there's four of us!\Lady Satsuki, I've destroyed the Nudist Beach base as per your orders.\Well done. response:	With that, we have crushed the group of fools that opposed us.
context: that she'd change an order she'd given\just because she got her sword back.\What the?\Did you forget about me?\They call us the Elite Four because there's four of us!\Lady Satsuki, I've destroyed the Nudist Beach base as per your orders.\Well done.\With that, we have crushed the group of fools that opposed us. response:	The objective of the Tri-City Schools Raid Trip has been accomplished.
context: just because she got her sword back.\What the?\Did you forget about me?\They call us the Elite Four because there's four of us!\Lady Satsuki, I've destroyed the Nudist Beach base as per your orders.\Well done.\With that, we have crushed the group of fools that opposed us.\The objective of the Tri-City Schools Raid Trip has been accomplished. response:	There is no need whatsoever to rescind my order to return home.
context: What the?\Did you forget about me?\They call us the Elite Four because there's four of us!\Lady Satsuki, I've destroyed the Nudist Beach base as per your orders.\Well done.\With that, we have crushed the group of fools that opposed us.\The objective of the Tri-City Schools Raid Trip has been accomplished.\There is no need whatsoever to rescind my order to return home. response:	I compliment you on your valiant efforts, Ryuko Matoi.
context: Did you forget about me?\They call us the Elite Four because there's four of us!\Lady Satsuki, I've destroyed the Nudist Beach base as per your orders.\Well done.\With that, we have crushed the group of fools that opposed us.\The objective of the Tri-City Schools Raid Trip has been accomplished.\There is no need whatsoever to rescind my order to return home.\I compliment you on your valiant efforts, Ryuko Matoi. response:	But your attack was no more than a sneak attack.
context: They call us the Elite Four because there's four of us!\Lady Satsuki, I've destroyed the Nudist Beach base as per your orders.\Well done.\With that, we have crushed the group of fools that opposed us.\The objective of the Tri-City Schools Raid Trip has been accomplished.\There is no need whatsoever to rescind my order to return home.\I compliment you on your valiant efforts, Ryuko Matoi.\But your attack was no more than a sneak attack. response:	It will not work next time!
context: Lady Satsuki, I've destroyed the Nudist Beach base as per your orders.\Well done.\With that, we have crushed the group of fools that opposed us.\The objective of the Tri-City Schools Raid Trip has been accomplished.\There is no need whatsoever to rescind my order to return home.\I compliment you on your valiant efforts, Ryuko Matoi.\But your attack was no more than a sneak attack.\It will not work next time! response:	This cost us most of Nudist Beach's' forces.
context: Well done.\With that, we have crushed the group of fools that opposed us.\The objective of the Tri-City Schools Raid Trip has been accomplished.\There is no need whatsoever to rescind my order to return home.\I compliment you on your valiant efforts, Ryuko Matoi.\But your attack was no more than a sneak attack.\It will not work next time!\This cost us most of Nudist Beach's' forces. response:	Still, we should be grateful that we're alive.
context: With that, we have crushed the group of fools that opposed us.\The objective of the Tri-City Schools Raid Trip has been accomplished.\There is no need whatsoever to rescind my order to return home.\I compliment you on your valiant efforts, Ryuko Matoi.\But your attack was no more than a sneak attack.\It will not work next time!\This cost us most of Nudist Beach's' forces.\Still, we should be grateful that we're alive. response:	You fought Satsuki Kiryuin to a draw. That was impressive, Ryuko.
context: The objective of the Tri-City Schools Raid Trip has been accomplished.\There is no need whatsoever to rescind my order to return home.\I compliment you on your valiant efforts, Ryuko Matoi.\But your attack was no more than a sneak attack.\It will not work next time!\This cost us most of Nudist Beach's' forces.\Still, we should be grateful that we're alive.\You fought Satsuki Kiryuin to a draw. That was impressive, Ryuko. response:	Come with me.
context: There is no need whatsoever to rescind my order to return home.\I compliment you on your valiant efforts, Ryuko Matoi.\But your attack was no more than a sneak attack.\It will not work next time!\This cost us most of Nudist Beach's' forces.\Still, we should be grateful that we're alive.\You fought Satsuki Kiryuin to a draw. That was impressive, Ryuko.\Come with me. response:	I gave you my word.
context: I compliment you on your valiant efforts, Ryuko Matoi.\But your attack was no more than a sneak attack.\It will not work next time!\This cost us most of Nudist Beach's' forces.\Still, we should be grateful that we're alive.\You fought Satsuki Kiryuin to a draw. That was impressive, Ryuko.\Come with me.\I gave you my word. response:	It's time to tell you everything.
context: But your attack was no more than a sneak attack.\It will not work next time!\This cost us most of Nudist Beach's' forces.\Still, we should be grateful that we're alive.\You fought Satsuki Kiryuin to a draw. That was impressive, Ryuko.\Come with me.\I gave you my word.\It's time to tell you everything. response:	NEXT EPISODE PREVIEW
context: It will not work next time!\This cost us most of Nudist Beach's' forces.\Still, we should be grateful that we're alive.\You fought Satsuki Kiryuin to a draw. That was impressive, Ryuko.\Come with me.\I gave you my word.\It's time to tell you everything.\NEXT EPISODE PREVIEW response:	After her battle with Satsuki, Ryuko learns her father's secret at last!
context: This cost us most of Nudist Beach's' forces.\Still, we should be grateful that we're alive.\You fought Satsuki Kiryuin to a draw. That was impressive, Ryuko.\Come with me.\I gave you my word.\It's time to tell you everything.\NEXT EPISODE PREVIEW\After her battle with Satsuki, Ryuko learns her father's secret at last! response:	SECRET
context: Still, we should be grateful that we're alive.\You fought Satsuki Kiryuin to a draw. That was impressive, Ryuko.\Come with me.\I gave you my word.\It's time to tell you everything.\NEXT EPISODE PREVIEW\After her battle with Satsuki, Ryuko learns her father's secret at last!\SECRET response:	That secret is... Oh, there's nowhere near enough time!
context: You fought Satsuki Kiryuin to a draw. That was impressive, Ryuko.\Come with me.\I gave you my word.\It's time to tell you everything.\NEXT EPISODE PREVIEW\After her battle with Satsuki, Ryuko learns her father's secret at last!\SECRET\That secret is... Oh, there's nowhere near enough time! response:	SECRET
context: Come with me.\I gave you my word.\It's time to tell you everything.\NEXT EPISODE PREVIEW\After her battle with Satsuki, Ryuko learns her father's secret at last!\SECRET\That secret is... Oh, there's nowhere near enough time!\SECRET response:	NOWHERE NEAR ENOUGH TIME
context: I gave you my word.\It's time to tell you everything.\NEXT EPISODE PREVIEW\After her battle with Satsuki, Ryuko learns her father's secret at last!\SECRET\That secret is... Oh, there's nowhere near enough time!\SECRET\NOWHERE NEAR ENOUGH TIME response:	For the full story, search online for the web version of the Kill la Kill preview!
context: It's time to tell you everything.\NEXT EPISODE PREVIEW\After her battle with Satsuki, Ryuko learns her father's secret at last!\SECRET\That secret is... Oh, there's nowhere near enough time!\SECRET\NOWHERE NEAR ENOUGH TIME\For the full story, search online for the web version of the Kill la Kill preview! response:	WEB VERSION OF THE PREVIEW
context: NEXT EPISODE PREVIEW\After her battle with Satsuki, Ryuko learns her father's secret at last!\SECRET\That secret is... Oh, there's nowhere near enough time!\SECRET\NOWHERE NEAR ENOUGH TIME\For the full story, search online for the web version of the Kill la Kill preview!\WEB VERSION OF THE PREVIEW response:	Next time on Kill la Kill, The Girl Can't Help It.
context: After her battle with Satsuki, Ryuko learns her father's secret at last!\SECRET\That secret is... Oh, there's nowhere near enough time!\SECRET\NOWHERE NEAR ENOUGH TIME\For the full story, search online for the web version of the Kill la Kill preview!\WEB VERSION OF THE PREVIEW\Next time on Kill la Kill, The Girl Can't Help It. response:	EPISODE 16 THE GIRL CAN'T HELP IT
